new,host,a,soa,status_code,aaaa,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,ns,txt,caa
,mannix.monash.edu,139.99.176.234,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,v=spf1 -all,
,mapa.monash.edu,"130.194.11.126, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1, 2001:388:608c:88b::7e",,,,,,,"ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",v=spf1 -all,
,mapatickets.monash.edu,125.7.89.227,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,maprc.med.monash.edu,130.194.20.181,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,maps-dev.bpd.monash.edu,130.194.20.14,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1:250:56ff:fe93:e567,,,,,,,,,
,maps-dev.fsd.monash.edu,130.194.20.14,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1:250:56ff:fe93:e567,,,,,,,,,
,maps.bpd.monash.edu,130.194.20.37,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1:250:56ff:fe93:92a,,,,,,,,,
,maps.fsd.monash.edu,"130.194.20.37, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1, 2001:388:608c:8c1:250:56ff:fe93:92a",,,,,,,"ns3.its.monash.edu, ns5.its.monash.edu, ns4.its.monash.edu",,
,maps.monash.edu,45.60.34.202,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,,ovgvm7c.impervadns.net,True,incapsula,,,,,,
,maritimeqa.erc.monash.edu,118.138.238.180,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mark.monash.edu,130.194.225.23,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:4900:1a03:73ff:fe20:226c,,,,,,,,v=spf1 -all,
,market.erc.monash.edu,118.138.232.131,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,marketingcloud.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,,
,marqueslab.erc.monash.edu,118.138.235.217,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mars-dev.ocio.monash.edu,"18.173.233.96, 18.173.233.77, 18.173.233.39, 18.173.233.5","ns-1430.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,,d2v2bcy93wkscl.cloudfront.net,True,cloudfront,,,,"ns-1430.awsdns-50.org, ns-1878.awsdns-42.co.uk, ns-64.awsdns-08.com, ns-937.awsdns-53.net",,
,mars-prd.corp-prd.aws.monash.edu,10.24.144.4,"ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,10.24.144.4,,,,
,mars-qat.its.monash.edu,"18.164.68.13, 18.164.68.39, 18.164.68.87, 18.164.68.37","ns-1532.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,d3acrmfo3p4vuw.cloudfront.net,True,cloudfront,,,,"ns-1532.awsdns-63.org, ns-18.awsdns-02.com, ns-1919.awsdns-47.co.uk, ns-922.awsdns-51.net",,
,mars-qat.monash.edu,"13.225.34.74, 13.225.34.97, 13.225.34.56, 13.225.34.115","ns-1532.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,d3acrmfo3p4vuw.cloudfront.net,True,cloudfront,,,,"ns-1532.awsdns-63.org, ns-18.awsdns-02.com, ns-922.awsdns-51.net, ns-1919.awsdns-47.co.uk",,
,mars.eng.monash.edu,"13.224.189.114, 13.224.189.100, 13.224.189.11, 13.224.189.119","ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,d3o2u56muq851q.cloudfront.net,True,cloudfront,,,,"ns-1126.awsdns-12.org, ns-1575.awsdns-04.co.uk, ns-20.awsdns-02.com, ns-1016.awsdns-63.net",,
,mars.its.monash.edu,"18.66.248.52, 18.66.248.60, 18.66.248.116, 18.66.248.59","ns-714.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,d2he2cz9v92bm7.cloudfront.net,True,cloudfront,,,,"ns-478.awsdns-59.com, ns-714.awsdns-25.net, ns-1078.awsdns-06.org, ns-1715.awsdns-22.co.uk",,
,mars.monash.edu,"108.138.85.111, 108.138.85.49, 108.138.85.7, 108.138.85.29, 205.251.193.222, 205.251.194.202, 205.251.196.54, 205.251.198.179","ns-714.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,d2he2cz9v92bm7.cloudfront.net,True,cloudfront,,,,"ns-1715.awsdns-22.co.uk, ns-1078.awsdns-06.org, ns-478.awsdns-59.com, ns-714.awsdns-25.net",,
,marsprd.eng.monash.edu,"143.204.176.113, 143.204.176.22, 143.204.176.86, 143.204.176.83","ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,d3o2u56muq851q.cloudfront.net,True,cloudfront,,,,"ns-1016.awsdns-63.net, ns-1126.awsdns-12.org, ns-1575.awsdns-04.co.uk, ns-20.awsdns-02.com",,
,marvl.infotech.monash.edu,130.194.20.166,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mas-qat.monash.edu,130.194.11.123,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7b,,,,,,,,,
,mas.monash.edu,"130.194.11.126, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1, 2001:388:608c:88b::7e",,,,,,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",v=spf1 -all,
,mascot.pharm.monash.edu,130.194.216.64,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,max-process.erc.monash.edu,118.138.254.147,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mba.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,v=spf1 -all,
,mbbs-spc.med.monash.edu,"108.138.17.20, 108.138.17.52, 108.138.17.115, 108.138.17.19","ns-175.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2491:4200:10:acd8:5580:93a1, 2600:9000:2491:8a00:10:acd8:5580:93a1, 2600:9000:2491:e000:10:acd8:5580:93a1, 2600:9000:2491:f600:10:acd8:5580:93a1, 2600:9000:2491:fc00:10:acd8:5580:93a1, 2600:9000:2491:1800:10:acd8:5580:93a1, 2600:9000:2491:1a00:10:acd8:5580:93a1, 2600:9000:2491:3a00:10:acd8:5580:93a1",d22x636pm3r5ue.cloudfront.net,True,cloudfront,,,,"ns-175.awsdns-21.com, ns-968.awsdns-57.net, ns-1369.awsdns-43.org, ns-1959.awsdns-52.co.uk",,
,mbbs5d.med.monash.edu,"13.32.27.78, 13.32.27.12, 13.32.27.92, 13.32.27.73","ns-1628.awsdns-11.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:211e:9400:1d:2ae1:ce00:93a1, 2600:9000:211e:c800:1d:2ae1:ce00:93a1, 2600:9000:211e:c00:1d:2ae1:ce00:93a1, 2600:9000:211e:a000:1d:2ae1:ce00:93a1, 2600:9000:211e:8800:1d:2ae1:ce00:93a1, 2600:9000:211e:400:1d:2ae1:ce00:93a1, 2600:9000:211e:9000:1d:2ae1:ce00:93a1, 2600:9000:211e:2200:1d:2ae1:ce00:93a1",d2swatxj0z6ew.cloudfront.net,True,cloudfront,,,,"ns-1177.awsdns-19.org, ns-1628.awsdns-11.co.uk, ns-353.awsdns-44.com, ns-653.awsdns-17.net",,
,mbbsyr5.med.monash.edu,"13.224.132.38, 13.224.132.67, 13.224.132.43, 13.224.132.42","ns-1628.awsdns-11.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2133:9600:1d:2ae1:ce00:93a1, 2600:9000:2133:4c00:1d:2ae1:ce00:93a1, 2600:9000:2133:1200:1d:2ae1:ce00:93a1, 2600:9000:2133:5400:1d:2ae1:ce00:93a1, 2600:9000:2133:3800:1d:2ae1:ce00:93a1, 2600:9000:2133:6c00:1d:2ae1:ce00:93a1, 2600:9000:2133:e400:1d:2ae1:ce00:93a1, 2600:9000:2133:e800:1d:2ae1:ce00:93a1",d2swatxj0z6ew.cloudfront.net,True,cloudfront,,,,"ns-1628.awsdns-11.co.uk, ns-353.awsdns-44.com, ns-1177.awsdns-19.org, ns-653.awsdns-17.net",,
,mbi-tools.erc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mbi-xnat-dev.erc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mbi-xnat.erc.monash.edu,118.138.234.204,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mbi.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,v=spf1 -all,
,mbot-qat.apps.monash.edu,45.60.34.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,fyhaxyj.x.incapdns.net,True,incapsula,,,,,,
,mbot.apps.monash.edu,45.60.34.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,y5ao43d.x.incapdns.net,True,incapsula,,,,,,
,mbotlabs.apps.monash.edu,45.60.40.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,ycdtzxl.x.incapdns.net,True,incapsula,,,,,,
,mc-mimr-321-s-1.med.monash.edu,130.194.248.164,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:2885:d6ae:52ff:fe9d:3282,,,,,,,,,
,mcc.monash.edu,"130.194.9.161, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns3.its.monash.edu, ns4.its.monash.edu",v=spf1 -all,
,mccg.erc.monash.edu,118.138.241.47,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mcdome.mpc.monash.edu,"172.16.176.18, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.176.18,,"ns4.its.monash.edu, ns3.its.monash.edu, ns5.its.monash.edu",,
,mcdtdcvc-01.mpc.monash.edu,172.16.176.33,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.33,,,,
,mcgproxy.ocio.monash.edu,130.194.20.94,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mclcm-01.mpc.monash.edu,172.16.176.7,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.7,,,,
,mcmgtvc-01.mpc.monash.edu,172.16.176.32,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.32,,,,
,mcmovensxt-01.mpc.monash.edu,172.16.176.27,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.27,,,,
,mcmovensxt-02.mpc.monash.edu,"172.16.176.28, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.176.28,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",,
,mcmovensxt.mpc.monash.edu,172.16.176.26,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.26,,,,
,mcmovevc-01.mpc.monash.edu,172.16.176.25,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.25,,,,
,mcmovevc-02.mpc.monash.edu,172.16.176.48,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.48,,,,
,mcndcvc-01.mpc.monash.edu,172.16.176.2,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.2,,,,
,mcnsxt.mpc.monash.edu,172.16.176.3,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.3,,,,
,mcpl-app08-v20.ocio.monash.edu,10.24.143.192,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.143.192,,,,
,mcpl-app22-v02.ocio.monash.edu,130.194.2.228,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mcpl-sql05-v02.ocio.monash.edu,130.194.2.147,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8d4:250:56ff:fea4:e4a9,,,,,,,,,
,mcpl-web02-v01.ocio.monash.edu,130.194.2.175,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8d4:250:56ff:fe93:2583,,,,,,,,,
,mcpl-web02-v02.ocio.monash.edu,130.194.2.129,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8d4:250:56ff:fea4:73d3,,,,,,,,,
,mcpl-web10-v01.ocio.monash.edu,130.194.20.55,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1:250:56ff:fe93:955d,,,,,,,,,
,mcpl-web10-v02.ocio.monash.edu,130.194.20.53,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1:250:56ff:fea4:544a,,,,,,,,,
,mcpl-web22-v02.ocio.monash.edu,130.194.2.222,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mcpl-web32-v02.ocio.monash.edu,"130.194.2.226, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",,
,mcplsplus.apps.monash.edu,"10.21.59.228, 10.21.60.21","ns-1071.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,prd-waf-mcplsplus.corp-iae.aws.monash.edu,,,True,"10.21.59.228, 10.21.60.21",,"ns-1014.awsdns-62.net, ns-1071.awsdns-05.org, ns-1839.awsdns-37.co.uk, ns-339.awsdns-42.com",,
,mcplsplus.monash.edu,"10.21.60.21, 10.21.59.228","ns-1071.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,prd-waf-mcplsplus.corp-iae.aws.monash.edu,,,True,"10.21.60.21, 10.21.59.228",,,,
,mcplsplusdev.apps.monash.edu,"10.21.60.255, 10.21.59.168","ns-1071.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,"npd-waf-mcplsplusdev.corp-iae.aws.monash.edu, npd-waf01-gw01-prv.corp-iae.aws.monash.edu",,,True,"10.21.60.255, 10.21.59.168",,,,
,mcplsplusdev.monash.edu,"10.21.60.255, 10.21.59.168","ns-1071.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,"npd-waf-mcplsplusdev.corp-iae.aws.monash.edu, npd-waf01-gw01-prv.corp-iae.aws.monash.edu",,,True,"10.21.60.255, 10.21.59.168",,,,
,mcplsplusqat.apps.monash.edu,"10.21.59.168, 10.21.60.255","ns-1071.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,"npd-waf-mcplsplusqat.corp-iae.aws.monash.edu, npd-waf01-gw01-prv.corp-iae.aws.monash.edu",,,True,"10.21.59.168, 10.21.60.255",,,,
,mcplsplusqat.monash.edu,"10.21.60.255, 10.21.59.168, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns-1071.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1","npd-waf-mcplsplusqat.corp-iae.aws.monash.edu, npd-waf01-gw01-prv.corp-iae.aws.monash.edu",,,True,"10.21.60.255, 10.21.59.168",,"ns-1014.awsdns-62.net, ns-1071.awsdns-05.org, ns-1839.awsdns-37.co.uk, ns-339.awsdns-42.com, ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",,
,mcs-app06-v20.ocio.monash.edu,10.23.138.73,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.23.138.73,,,,
,mcs-app08-v20.ocio.monash.edu,10.24.142.230,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.142.230,,,,
,mcs-web02-v20.ocio.monash.edu,10.22.52.224,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.22.52.224,,,,
,mcs-web03-v20.ocio.monash.edu,10.23.0.8,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.23.0.8,,,,
,mcs-web04-v20.ocio.monash.edu,10.24.48.40,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.48.40,,,,
,mcscg-01.mpc.monash.edu,"172.16.176.51, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.176.51,,"ns4.its.monash.edu, ns3.its.monash.edu, ns5.its.monash.edu",,
,mcscgpolic-01.mpc.monash.edu,172.16.176.52,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.52,,,,
,mcskyline-01.mpc.monash.edu,172.16.176.16,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.16,,,,
,mctdcsrm-01.mpc.monash.edu,172.16.176.9,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.9,,,,
,mcvidm-01.mpc.monash.edu,172.16.176.8,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.8,,,,
,mcvrli-01.mpc.monash.edu,172.16.176.14,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.14,,,,
,mcvrli.mpc.monash.edu,172.16.176.13,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.13,,,,
,mcvrni-01.mpc.monash.edu,172.16.176.30,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.30,,,,
,mcvrnicol-01.mpc.monash.edu,172.16.176.31,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.31,,,,
,mcvro-01.mpc.monash.edu,172.16.176.11,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.11,,,,
,mczolinsx-01.mpc.monash.edu,172.16.176.81,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.81,,,,
,mczolinsx-03.mpc.monash.edu,172.16.176.83,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.83,,,,
,mczolinsx.mpc.monash.edu,172.16.176.80,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.80,,,,
,mczolivc-01.mpc.monash.edu,172.16.176.115,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.115,,,,
,mdm.erc.monash.edu,118.138.239.225,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mdnsxt-02.mpc.monash.edu,172.16.176.37,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.37,,,,
,mdnsxt-03.mpc.monash.edu,172.16.176.38,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.38,,,,
,mdnsxt.mpc.monash.edu,172.16.176.35,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.35,,,,
,mds-ambari.erc.monash.edu,118.138.236.136,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mdsadmin-new.monash.edu,130.194.11.175,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mdvidm-01.mpc.monash.edu,"172.16.176.129, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.176.129,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",,
,mdvrops-01.mpc.monash.edu,172.16.176.134,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.134,,,,
,mdvrops.mpc.monash.edu,172.16.176.133,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.133,,,,
,mead.apps.monash.edu,"18.66.97.59, 18.66.97.66, 18.66.97.126, 18.66.97.129","ns-1780.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,d3oihkm1mxhj7j.cloudfront.net,True,cloudfront,,,,"ns-1780.awsdns-30.co.uk, ns-439.awsdns-54.com, ns-928.awsdns-52.net, ns-1508.awsdns-60.org",,
,mec-b31-g13-1.eng.monash.edu,130.194.128.242,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mec-router1.eng.monash.edu,"130.194.5.169, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns4.its.monash.edu, ns3.its.monash.edu",,
,mec-syn1.eng.monash.edu,130.194.128.107,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mec-syn2.eng.monash.edu,130.194.128.131,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,med-app02-v20.ocio.monash.edu,10.24.133.95,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.133.95,,,,
,med-app04-v20.ocio.monash.edu,10.24.145.56,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.145.56,,,,
,med-app07-v20.ocio.monash.edu,10.24.142.103,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.142.103,,,,
,med-mbbsyr5.med.monash.edu,10.24.151.1,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.151.1,,,,
,med-mbbsyr5.ocio.monash.edu,10.24.151.1,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.151.1,,,,
,med-mhtp-clin-trials.ocio.monash.edu,10.24.22.10,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.22.10,,,,
,med-web16-v02.ocio.monash.edu,130.194.20.114,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,med-web20-v01.ocio.monash.edu,130.194.20.63,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1::3f,,,,,,,,,
,med-web28-v02.ocio.monash.edu,130.194.245.4,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,med.bpd.monash.edu,130.194.20.42,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1::2a,,,,,,,,,
,med.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,"ASPMX.L.GOOGLE.COM, ALT1.ASPMX.L.GOOGLE.COM, ALT3.ASPMX.L.GOOGLE.COM, ALT2.ASPMX.L.GOOGLE.COM, ALT4.ASPMX.L.GOOGLE.COM",,v=spf1 include:_spf.google.com -all,
,medcat.erc.monash.edu,118.138.238.73,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,media.vic-premodern.erc.monash.edu,118.138.234.245,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,medical-travel.erc.monash.edu,"118.138.244.170, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns3.its.monash.edu, ns5.its.monash.edu, ns4.its.monash.edu",,
,melexp.erc.monash.edu,118.138.246.192,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,mem-sus.mnhs.monash.edu,"13.32.121.123, 13.32.121.5, 13.32.121.29, 13.32.121.111","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2240:3e00:11:c31b:f000:93a1, 2600:9000:2240:9800:11:c31b:f000:93a1, 2600:9000:236e:3e00:11:c31b:f000:93a1, 2600:9000:236e:1200:11:c31b:f000:93a1, 2600:9000:236e:b000:11:c31b:f000:93a1, 2600:9000:2240:ac00:11:c31b:f000:93a1, 2600:9000:2240:9000:11:c31b:f000:93a1, 2600:9000:236e:4000:11:c31b:f000:93a1",d3l8tl5uu0crsw.cloudfront.net,True,cloudfront,,,,"ns-1117.awsdns-11.org, ns-1585.awsdns-06.co.uk, ns-243.awsdns-30.com, ns-780.awsdns-33.net",,
,mendcrep-01.mpc.monash.edu,172.16.177.103,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.177.103,,,,
,mentoring.monash.edu,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,"monash.chronus.com, mentorau.chronus.com",,,,,,,,
,merc-asset.erc.monash.edu,172.16.240.15,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.240.15,,,,
,mert-demo.evigilation.monash.edu,"108.138.189.95, 108.138.189.125, 108.138.189.98, 108.138.189.51","ns-70.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
,metabolic-rdp.med.monash.edu,130.194.20.213,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,metabolic.med.monash.edu,130.194.20.213,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,metadata.erc.monash.edu,118.138.237.30,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
