input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,tech_,lines,content_type,cdn
pr197.preprod.lululemon.com,Access Denied,,280,pr197.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr197.preprod.lululemon.com,443,https://pr197.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr198.preprod.lululemon.com,Access Denied,,280,pr198.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr198.preprod.lululemon.com,443,https://pr198.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr205.preprod.lululemon.com,Access Denied,,280,pr205.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr205.preprod.lululemon.com,443,https://pr205.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr206.preprod.lululemon.com,Access Denied,,280,pr206.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr206.preprod.lululemon.com,443,https://pr206.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr209.preprod.lululemon.com,Access Denied,,280,pr209.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr209.preprod.lululemon.com,443,https://pr209.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr213.preprod.lululemon.com,Access Denied,,280,pr213.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr213.preprod.lululemon.com,443,https://pr213.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr216.preprod.lululemon.com,Access Denied,,280,pr216.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr216.preprod.lululemon.com,443,https://pr216.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr219.preprod.lululemon.com,Access Denied,,280,pr219.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr219.preprod.lululemon.com,443,https://pr219.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr220.preprod.lululemon.com,Access Denied,,280,pr220.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr220.preprod.lululemon.com,443,https://pr220.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr221.preprod.lululemon.com,Access Denied,,280,pr221.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr221.preprod.lululemon.com,443,https://pr221.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr222.preprod.lululemon.com,Access Denied,,280,pr222.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr222.preprod.lululemon.com,443,https://pr222.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr223.preprod.lululemon.com,Access Denied,,280,pr223.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr223.preprod.lululemon.com,443,https://pr223.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr225.preprod.lululemon.com,Access Denied,,280,pr225.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr225.preprod.lululemon.com,443,https://pr225.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr23.preprod.lululemon.com,Access Denied,,279,pr23.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr23.preprod.lululemon.com,443,https://pr23.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr234.preprod.lululemon.com,Access Denied,,280,pr234.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr234.preprod.lululemon.com,443,https://pr234.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr235.preprod.lululemon.com,Access Denied,,280,pr235.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr235.preprod.lululemon.com,443,https://pr235.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr237.preprod.lululemon.com,Access Denied,,280,pr237.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr237.preprod.lululemon.com,443,https://pr237.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr240.preprod.lululemon.com,Access Denied,,280,pr240.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr240.preprod.lululemon.com,443,https://pr240.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr241.preprod.lululemon.com,Access Denied,,280,pr241.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr241.preprod.lululemon.com,443,https://pr241.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr242.preprod.lululemon.com,Access Denied,,280,pr242.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr242.preprod.lululemon.com,443,https://pr242.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr243.preprod.lululemon.com,Access Denied,,280,pr243.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr243.preprod.lululemon.com,443,https://pr243.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr245.preprod.lululemon.com,Access Denied,,280,pr245.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr245.preprod.lululemon.com,443,https://pr245.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr249.preprod.lululemon.com,Access Denied,,280,pr249.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr249.preprod.lululemon.com,443,https://pr249.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr251.preprod.lululemon.com,Access Denied,,280,pr251.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr251.preprod.lululemon.com,443,https://pr251.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr256.preprod.lululemon.com,Access Denied,,280,pr256.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr256.preprod.lululemon.com,443,https://pr256.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr260.preprod.lululemon.com,Access Denied,,280,pr260.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr260.preprod.lululemon.com,443,https://pr260.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr261.preprod.lululemon.com,Access Denied,,280,pr261.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr261.preprod.lululemon.com,443,https://pr261.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr262.preprod.lululemon.com,Access Denied,,280,pr262.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr262.preprod.lululemon.com,443,https://pr262.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr263.preprod.lululemon.com,Access Denied,,280,pr263.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr263.preprod.lululemon.com,443,https://pr263.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr264.preprod.lululemon.com,Access Denied,,280,pr264.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr264.preprod.lululemon.com,443,https://pr264.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr265.preprod.lululemon.com,Access Denied,,280,pr265.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr265.preprod.lululemon.com,443,https://pr265.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr266.preprod.lululemon.com,Access Denied,,280,pr266.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr266.preprod.lululemon.com,443,https://pr266.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr273.preprod.lululemon.com,Access Denied,,280,pr273.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr273.preprod.lululemon.com,443,https://pr273.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr274.preprod.lululemon.com,Access Denied,,280,pr274.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr274.preprod.lululemon.com,443,https://pr274.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr275.preprod.lululemon.com,Access Denied,,280,pr275.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr275.preprod.lululemon.com,443,https://pr275.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr277.preprod.lululemon.com,Access Denied,,280,pr277.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr277.preprod.lululemon.com,443,https://pr277.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr278.preprod.lululemon.com,Access Denied,,280,pr278.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr278.preprod.lululemon.com,443,https://pr278.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr279.preprod.lululemon.com,Access Denied,,280,pr279.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr279.preprod.lululemon.com,443,https://pr279.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr280.preprod.lululemon.com,Access Denied,,280,pr280.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr280.preprod.lululemon.com,443,https://pr280.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr281.preprod.lululemon.com,Access Denied,,280,pr281.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr281.preprod.lululemon.com,443,https://pr281.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr283.preprod.lululemon.com,Access Denied,,280,pr283.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr283.preprod.lululemon.com,443,https://pr283.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr284.preprod.lululemon.com,Access Denied,,280,pr284.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr284.preprod.lululemon.com,443,https://pr284.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr286.preprod.lululemon.com,Access Denied,,280,pr286.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr286.preprod.lululemon.com,443,https://pr286.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr287.preprod.lululemon.com,Access Denied,,280,pr287.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr287.preprod.lululemon.com,443,https://pr287.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
