input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,final_url,tech_,tls_wildcard_certificate,cdn_name,cdn,tls_mismatched,tls_expired,tls_self_signed,location
status.eea.europa.eu,EEA Systems Status,200,58942,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,status.eea.europa.eu,443,https://status.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.179,/,-1606065523,87.54.7.179,1201,False,,,PHP:7.1.33,True,,,,,,
stg.euspa.europa.eu,EU Agency for the Space Programme,200,94383,stg.euspa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T22:45:36Z,2023-06-19T22:45:35Z,CN=stg.euspa.europa.eu,stg.euspa.europa.eu,,stg.euspa.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1919f3e51177a6cb5b31ffcb1d2da967,5ad9174cacd8aa263b0ddb147db514058af06642f5032123593bf6f0b72024ee,ctls,stg.euspa.europa.eu,443,https://stg.euspa.europa.eu:443,https,Apache,text/html,GET,137.117.174.106,/,628847779,137.117.174.106,864,False,,,Varnish,,azure,True,,,,
strasbourg-groups.booking.europarl.europa.eu,Group visits - Strasbourg | Visiting. European Parliament,200,2326,strasbourg-groups.booking.europarl.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-30T04:34:17Z,2023-07-29T04:34:16Z,CN=brussels-hemicycle.booking.europarl.europa.eu,brussels-hemicycle.booking.europarl.europa.eu,,warsaw.booking.europarl.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,32b8ef0a131f81dbc6bdc3259c9aaf30,b1b81d90ae37c2f8def8a7f525bb669f8e94254e35019321edd8ef18a42ead3f,ctls,strasbourg-groups.booking.europarl.europa.eu,443,https://strasbourg-groups.booking.europarl.europa.eu:443,https,nginx,text/html,GET,3.122.136.128,/,-218409822,3.122.136.128,36,False,,,Nginx,,,,,,,
strasbourg-individuals.booking.europarl.europa.eu,401 Authorization Required,401,574,strasbourg-individuals.booking.europarl.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-30T04:34:17Z,2023-07-29T04:34:16Z,CN=brussels-hemicycle.booking.europarl.europa.eu,brussels-hemicycle.booking.europarl.europa.eu,,warsaw.booking.europarl.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,32b8ef0a131f81dbc6bdc3259c9aaf30,b1b81d90ae37c2f8def8a7f525bb669f8e94254e35019321edd8ef18a42ead3f,ctls,strasbourg-individuals.booking.europarl.europa.eu,443,https://strasbourg-individuals.booking.europarl.europa.eu:443,https,nginx,text/html,GET,3.122.136.128,/,-218409822,3.122.136.128,14,False,,,Nginx,,,,,,,
stream.ec.europa.eu,Wowza Streaming Engine 4 Perpetual Edition 4.8.18+1 build20220318091926,200,196,stream.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-31T12:31:07Z,2023-07-02T12:31:06Z,"CN=*.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",*.ec.europa.eu,European Commission,ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f651b96da429c16f3ac23102facca952,c8b068586b6b4aae31abf213ea7c815e55988ac2010f3c94496884c6c2181114,ctls,stream.ec.europa.eu,443,https://stream.ec.europa.eu:443,https,Europa,text/html,GET,147.67.210.30,/,-1840324437,2a01:7080:24:100::666:30,1,False,,,,True,,,,,,
stresa.jrc.ec.europa.eu,Home | Storage of Thermal REactor Safety Analysis data - European Commission,200,82987,stresa.jrc.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-27T07:36:14Z,2023-06-25T07:36:13Z,CN=stresa.jrc.ec.europa.eu,stresa.jrc.ec.europa.eu,,stresa.jrc.ec.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bdcd2f7a630b7418951cd79537e76f6e,c611991e00787eb36a39ad23224df605c833087e337f13a06088cbecc1b3e4cd,ctls,stresa.jrc.ec.europa.eu,443,https://stresa.jrc.ec.europa.eu:443,https,Apache,text/html,GET,139.191.207.52,/,-446365869,139.191.207.52,450,False,*.gstatic.com,,PHP,,,,,,,
sts-in.euaa.europa.eu,Not Found,404,315,sts-in.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:25Z,2023-07-27T11:29:00Z,"CN=sts-in.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",sts-in.euaa.europa.eu,European Union Agency for Asylum,sts-out.euaa.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,40e56af4ccf78570729d7018f0017d48,a9f92059f25f064b6d1502e24033c3a9b03dac0109e63c23245196073972f65f,ctls,sts-in.euaa.europa.eu,443,https://sts-in.euaa.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,185.179.102.50,/,225052475,185.179.102.50,7,False,,,Microsoft HTTPAPI:2.0,,,,,,,
sts-out.euaa.europa.eu,Not Found,404,315,sts-out.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:25Z,2023-07-27T11:29:00Z,"CN=sts-in.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",sts-in.euaa.europa.eu,European Union Agency for Asylum,sts-out.euaa.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,40e56af4ccf78570729d7018f0017d48,a9f92059f25f064b6d1502e24033c3a9b03dac0109e63c23245196073972f65f,ctls,sts-out.euaa.europa.eu,443,https://sts-out.euaa.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,185.179.102.51,/,225052475,185.179.102.51,7,False,,,Microsoft HTTPAPI:2.0,,,,,,,
sts.acc.tech.ec.europa.eu,Not Found,404,315,sts.acc.tech.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-13T08:41:02Z,2024-02-14T08:41:01Z,"CN=sts.acc.tech.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",sts.acc.tech.ec.europa.eu,European Commission,hfbotp.sts.acc.tech.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,68e773cac4696e905854e7e66d12a69d,df643d93c60d92dc7b5340e128e16dc20d20473ed3c3e1dbb89c8939a52fc095,ctls,sts.acc.tech.ec.europa.eu,443,https://sts.acc.tech.ec.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,147.67.108.32,/,225052475,147.67.147.32,7,False,,,Microsoft HTTPAPI:2.0,,,,,,,
sts.emcdda.europa.eu,Not Found,404,315,sts.emcdda.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-02T11:04:46Z,2024-06-02T11:04:45Z,CN=*.emcdda.europa.eu,*.emcdda.europa.eu,,emcdda.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,d96549ac76521dbadc3f6ad2ad02ddcf,c074159a5e19a4d0e68f9d7fe1441bafe64a41e13153047496ba5cf2195f8b0d,ctls,sts.emcdda.europa.eu,443,https://sts.emcdda.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,185.41.117.246,/,225052475,185.41.117.246,7,False,,,Microsoft HTTPAPI:2.0,True,,,,,,
sts.esm.europa.eu,Not Found,404,315,sts.esm.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-20T00:00:00Z,2023-07-23T23:59:59Z,CN=sts.esm.europa.eu,sts.esm.europa.eu,,enterpriseregistration.esm.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",20deb84309c7328077fa535258e71cc2,c6941b91da14bce8f8fdde9ffe8446c314148e5cc79796fbc0eade8d95fbaa00,ctls,sts.esm.europa.eu,443,https://sts.esm.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,37.157.154.26,/,225052475,37.157.154.26,7,False,,,Microsoft HTTPAPI:2.0,,,,,,,
sts.tech.ec.europa.eu,Not Found,404,315,sts.tech.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-13T08:46:05Z,2024-02-14T08:46:04Z,"CN=sts.tech.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",sts.tech.ec.europa.eu,European Commission,hfbotp.sts.tech.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e3237d76eba6b8a360dda3af06cfafd5,9d7d6e9d0da653fa8958ea7e6bfe0558d64518a42b2b8eb4815977610eb01a85,ctls,sts.tech.ec.europa.eu,443,https://sts.tech.ec.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,147.67.146.28,/,225052475,147.67.109.28,7,False,,,Microsoft HTTPAPI:2.0,,,,,,,
style-guide.beta.op.europa.eu,Home - Publications Office of the EU,200,321112,style-guide.beta.op.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,2023-07-13T23:59:59Z,CN=op.europa.eu,op.europa.eu,,style-guide.europa.eu,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,4c28066b45f31dde27f60a4d88ca6761,75cf069dcec6613ea30b07fb53a49f5d1adca40d0eeb0e254f36059c17c48843,ctls,style-guide.beta.op.europa.eu,443,https://style-guide.beta.op.europa.eu:443,https,,text/html,GET,40.119.148.121,/,-1790416618,40.119.148.121,22071,False,,https://style-guide.beta.op.europa.eu/en/home,Java,,azure,True,,,,
supervisorycolleges.eba.europa.eu,Redirecting,200,156562,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://supervisorycolleges.eba.europa.eu:443,https,,text/html,GET,195.227.57.122,/,-795928206,195.227.57.122,86,False,,https://login.microsoftonline.com/3bacb4ff-f1a2-4c92-b96c-e99fec826b68/wsfed?wa=wsignin1.0&wtrealm=urn%3asharepoint%3afederation%3acolleges%3aprod&wctx=https%3a%2f%2fcolleges.eba.europa.eu%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F,HSTS,,,,,,,
support-t.esma.europa.eu,,503,62,support-t.esma.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-06T11:48:23Z,2023-06-07T11:48:22Z,"CN=*.esma.europa.eu, O=EUROPEAN SECURITIES AND MARKETS AUTHORITY, OU=IT, L=Paris, ST=Île-de-France, C=FR",*.esma.europa.eu,EUROPEAN SECURITIES AND MARKETS AUTHORITY,esma.europa.eu,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,19b406776fc8b9c837e97266405b258f,57c45d490ca0b009446be946e8bdcc34ec8e476206ad55e3191b7b21a3c90b9b,ctls,support-t.esma.europa.eu,443,https://support-t.esma.europa.eu:443,https,,,GET,51.105.229.176,/,107704025,51.105.229.176,1,False,,,,True,azure,True,,,,
support.ema.europa.eu,Sign in to your account,200,200549,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://support.ema.europa.eu:443,https,,text/html,GET,148.139.68.226,/,-1851350003,148.139.68.226,173,False,,https://login.microsoftonline.com/bc9dc15c-61bc-4f03-b60b-e5b6d8922839/saml2?SAMLRequest=lVLLbtswEPwVgXe9LVsiLAOqjaIG0lSI3Rx6o8iVQ4AiVS7ltH9fmXaQ5NAAORFYzu7Mzuwa2aCykTaTe9IP8HsCdMGfQWmk15%2BaTFZTw1Ai1WwApI7TQ%2FP9jmZRQkdrnOFGkaBBBOuk0VujcRrAHsCeJYefD3c1eXJuRBrHOI2jsS6CgUUwWTNenliz88hOEAlDgt3MLzW7DHptU%2BYkdTRIbg2a3hmtpIaImyHueCV4WvBwmXY8XPRJHnbLpAuh6JairLKszKvYL0KCr8Zy8HvWpGcKgQT7XU0O99sK8sVqlafQia4slmyVL1hRzhXIE855PwOxZYjyDK%2BtiBPsNTqmXU2yJMvDpAjT7JglNKloWkZFVv0iQXtz6IvUQurTx3Z2VxDSb8djG7Y%2FDkc%2F4CwF2PsZ%2FRknH8Gid3EeTDZrbwL1qu3bgD8WxF5SJZsX5plxTl1EeM031Ob5EsU6fstw4xvpRfV%2B1xol%2Bd%2BgUco8by0wN2%2Fi7AQ%2BlIG5%2F4tIo9RXpAh7D6Uzv1SNEBYQSby58b6%2F4M0%2F&RelayState=https%3A%2F%2Fsupport.ema.europa.eu%2Fnavpage.do,HSTS,,,,,,,
support.esma.europa.eu,,503,62,support.esma.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-06T11:48:23Z,2023-06-07T11:48:22Z,"CN=*.esma.europa.eu, O=EUROPEAN SECURITIES AND MARKETS AUTHORITY, OU=IT, L=Paris, ST=Île-de-France, C=FR",*.esma.europa.eu,EUROPEAN SECURITIES AND MARKETS AUTHORITY,esma.europa.eu,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,19b406776fc8b9c837e97266405b258f,57c45d490ca0b009446be946e8bdcc34ec8e476206ad55e3191b7b21a3c90b9b,ctls,support.esma.europa.eu,443,https://support.esma.europa.eu:443,https,,,GET,51.105.229.179,/,107704025,51.105.229.179,1,False,,,,True,azure,True,,,,
surveys.ecb.europa.eu,"Best survey tool. Questionnaires, tests and forms | SurveyLab",200,25707,www.surveylab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,"CN=surveylab.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",surveylab.com,"Cloudflare, Inc.",surveylab.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3b50aa9b0d30360bedb3466daff3ac06,918f5c65e28e6ae5944c3ad4cd2fba19b74d06085e193e2d2161370e6880a64e,ctls,www.surveylab.com,443,https://surveys.ecb.europa.eu:443,https,cloudflare,text/html,GET,178.33.81.161,/,669698922,178.33.81.161,664,False,,https://www.surveylab.com/,HTTP/3,,,,,,,
svgsrs.ema.europa.eu,Sign in to your account,200,202859,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://svgsrs.ema.europa.eu:443,https,,text/html,GET,20.61.182.37,/,-1070750734,20.61.182.37,173,False,,https://login.microsoftonline.com/bc9dc15c-61bc-4f03-b60b-e5b6d8922839/saml2?SAMLRequest=fZJPa%2BMwEMW%2FitHdtuzEaSySgBu7EOiWkuz20Msiy5NEoD%2BuRs62376yw267l5wEo%2Fd483vMCrlWPasGfzZ7eBsAffSulUE2fazJ4AyzHCUywzUg84Idqh%2BPLE8o6531VlhFvlluOzgiOC%2BtIdGuXpPf86Jp7oo5zWhWLZZlXdC6aerq7p7SJmu2DYlewGHQr0mwBxPiADuDnhsfRjSfxbSIs%2FxnThktWU5fSVQHBmm4n1xn73tkaarsSZpES%2BEs2qO3RkkDibA6bUXZiawQ8SJrRTw%2F0lncLmgbQ9EuumWZ58tZmY5kOYm21iCMybcYxVXExOBceGOpeyWF9CR6sE7AVPWaHLlCGIGeQyfyAv8m1d%2BKxrBBgzuAu0gBv%2FaPXzh4OaHDBDRPYHC2H59Ug1LWpL1FvwfsxzXIZjWuzqbe3OaWfZV%2BV66ud%2FEU6Hb1sw0AH%2BP6mt%2BAz5JsmsguPk5SFgKkqrrOAWIgC%2Bv92TrgPtB6NwBJN9fU%2Fw9w8wk%3D&RelayState=https%3A%2F%2Fsvgsrs.ema.europa.eu%2Fginas%2Fapp%2Fbeta&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=G%2Fao4fP2dQajRiIOb%2FLh6XcRFit5gSja0aMw057vqG9oWhkhq64EDaLhY4YbIQOzS41ocu4ToPL1k7LgfnzPtXkNDUOl%2BYzYYFQ8R%2Fgkw31M1Hy0pMi3eJu9DWDTbWJlvn4ovsl4lgFmR%2BECG0860mT697M5%2F8wWmlyrHyX75pDcso%2B3Z6m%2BW8IhLj3O3L5ruODfJvL9qmlUst1eJasl325EY%2BvHGgPPDbpaGwSquL3RHBt6haAdmiA8HpZLDYa4vWvLPTm%2FiEAHIBk0XXQSVbowVAmuNTdtkCOsKMlGq8uc2I45nmoPCfGFRahEAbYF3lGIxIvoH%2Fs%2Bi2AvzvCEZg%3D%3D,HSTS,,azure,True,,,,
svr-245-exp-e10.curia.europa.eu,Login,200,4266,svr-245-exp-e10.curia.europa.eu,7443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-07T00:00:00Z,2023-09-26T23:59:59Z,"CN=expressway-e-cms-cluster.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",expressway-e-cms-cluster.curia.europa.eu,Cour de Justice de l'Union Européenne,curia.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db4d5d98244a7fdfa6e3b09fb94d9f68,cb4c917db6e41aef0999fa7649bdaeee131cc7db010e476738aa366c5a3841e1,ctls,svr-245-exp-e10.curia.europa.eu,80,http://svr-245-exp-e10.curia.europa.eu:80,http,Apache,text/html,GET,80.246.97.147,/,97604680,80.246.97.147,67,False,,https://svr-245-exp-e10.curia.europa.eu:7443/login,HSTS,,,,,,,
svr-245-exp-e11.curia.europa.eu,Login,200,4147,svr-245-exp-e11.curia.europa.eu,7443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-07T00:00:00Z,2023-09-26T23:59:59Z,"CN=expressway-e-cms-cluster.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",expressway-e-cms-cluster.curia.europa.eu,Cour de Justice de l'Union Européenne,curia.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db4d5d98244a7fdfa6e3b09fb94d9f68,cb4c917db6e41aef0999fa7649bdaeee131cc7db010e476738aa366c5a3841e1,ctls,svr-245-exp-e11.curia.europa.eu,80,http://svr-245-exp-e11.curia.europa.eu:80,http,Apache,text/html,GET,80.246.97.148,/,97604680,80.246.97.148,67,False,,https://svr-245-exp-e11.curia.europa.eu:7443/login,HSTS,,,,,,,
svr-245-exp-e31.curia.europa.eu,Login,200,4564,svr-245-exp-e31.curia.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2024-05-17T23:59:59Z,"CN=expressway-e-mra-cluster.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",expressway-e-mra-cluster.curia.europa.eu,Cour de Justice de l'Union Européenne,expressway-e31.curia.europa.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3f9d6a40d3bddef4de8d3ce4baa23a8d,719119df7b679d16e6b49d5584a9cffe7933343b42e6b08e298fe06772175a56,ctls,svr-245-exp-e31.curia.europa.eu,443,https://svr-245-exp-e31.curia.europa.eu:443,https,Apache,text/html,GET,80.246.97.154,/,97604680,80.246.97.154,67,False,,https://svr-245-exp-e31.curia.europa.eu/login,HSTS,,,,,,,
t-adfs.consilium.europa.eu,,404,,t-adfs.consilium.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-06-02T23:59:59Z,"CN=t-adfs.consilium.europa.eu, O=Council of the European Union, L=Bruxelles, C=BE",t-adfs.consilium.europa.eu,Council of the European Union,certauth.t-adfs.consilium.europa.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c2e9d0a6a313f10f1e3c42206077f625,f7e041c128e19cd38655df7cbe3627c81d76e43563f0f7bbcda0d6abb05b6a9c,ctls,t-adfs.consilium.europa.eu,443,https://t-adfs.consilium.europa.eu:443,https,,,GET,170.255.255.196,/,-1840324437,170.255.255.196,1,False,,,,,,,,,,
t-ecbconnect.ecb.europa.eu,Sign In,200,15118,t-igam.tadnet.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-28T14:09:53Z,2023-07-26T14:09:53Z,"CN=t-igam.tadnet.eu, O=European Central Bank, L=Frankfurt am Main, C=DE",t-igam.tadnet.eu,European Central Bank,igam-test-services.tadnet.eu,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e1a64107213c6dcf4a34eaf7bb09d9ca,f137cc363e46bf5621021b1ae439b3fe85cf097eca487220ed092644dac57517,ctls,t-igam.tadnet.eu,443,https://t-ecbconnect.ecb.europa.eu:443,https,Oracle-HTTP-Server,text/html,GET,52.208.6.239,/,-888347931,34.240.125.42,395,False,https://*.oracle.com,https://t-igam.tadnet.eu/oamsso-bin/securid.pl?bmctx=A7E3D52300CDEA8F827D534209CDB8469D0CF4AA7009F6AE6246CFD388DFFD20&password=secure_string&is_rsa=true&contextType=external&OverrideRetryLimit=0&initial_command=RSA_USER_PASSCODE&username=string&challenge_url=https%3A%2F%2Ft-igam.tadnet.eu%2Foamsso-bin%2Fsecurid.pl&request_id=-6022704209086041324&authn_try_count=0&locale=en_GB&resource_url=%252Fuser%252Floginsso,Oracle HTTP Server,,,,,,,
t-intranet.ecb.europa.eu,Log in,200,10571,t-intranet.ecb.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-01-10T23:59:59Z,CN=t-intranet.ecb.europa.eu,t-intranet.ecb.europa.eu,,t-intranet.ecb.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,29ba6cd5473c7f1e8de338348a9837e6,b9cad54100b807223c7a98f32d0e9b2b37cb97cd22781dd4def5a05f4ec9fac1,ctls,t-intranet.ecb.europa.eu,443,https://t-intranet.ecb.europa.eu:443,https,Interact,text/html,GET,52.208.6.239,/,-888347931,34.240.125.42,401,False,,https://t-intranet.ecb.europa.eu/login?returnUrl=%2F,Microsoft ASP.NET,,,,,,,
talent.ecb.europa.eu,Job Search | European Central Bank,200,84844,talent.ecb.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T10:06:52Z,2023-11-16T10:06:52Z,"CN=talent.ecb.europa.eu, O=European Central Bank, L=Frankfurt am Main, C=DE",talent.ecb.europa.eu,European Central Bank,www.talent.ecb.europa.eu,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",04ab2746364ed30f312b195e57fb1287,28f0ccac036a99e27a94ccbfd38e3049dde8df873eb701746330a1103dda4bb3,ctls,talent.ecb.europa.eu,443,https://talent.ecb.europa.eu:443,https,nginx,text/html,GET,95.172.66.139,/,-1231371013,95.172.66.139,1293,False,,,Nginx,,,,,,,
target2.ecb.europa.eu,What is TARGET2?,200,38609,www.ecb.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-14T14:05:12Z,2023-12-13T14:05:11Z,"CN=www.ecb.europa.eu, O=European Central Bank, L=Frankfurt am Main, C=DE",www.ecb.europa.eu,European Central Bank,www.t2s.eu,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c8cb1b660f4e2db704bbf3e5735dbd67,5a198f25ce253ec2ce328b1678d11164693565085873820b0d35905cd095f556,ctls,www.ecb.europa.eu,443,https://target2.ecb.europa.eu:443,https,myracloud,text/html,GET,185.5.82.138,/,1651876518,185.5.82.138,607,False,,https://www.ecb.europa.eu/paym/target/target2/html/index.en.html,HSTS,,,,,,,
