input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,webserver,final_url,tech_,cdn_name,cdn,tls_self_signed,tls_expired,location
remind-watch.rnd.huawei.com,,404,102,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,remind-watch.rnd.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-11T10:01:37Z,2024-04-11T10:01:37Z,"CN=remind-audio.rnd.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",remind-audio.rnd.huawei.com,"Huawei Technologies Co., Ltd",remind-watch.rnd.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,357a0346c9dabc0b013bacebfdaa0cdc,cae7dede14f7c51283bc2e60e556b3446f1dcb95da44cc9b4194a7a6ccc295a7,,ctls,remind-watch.rnd.huawei.com,443,https://remind-watch.rnd.huawei.com:443,https,application/json,GET,121.37.49.186,/,268326588,121.37.49.186,1,False,,,,,,,,,
remote-allscene.rnd.huawei.com,,404,102,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,remote-allscene.rnd.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-29T03:25:11Z,2023-09-27T04:55:11Z,"CN=remote-allscene.rnd.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",remote-allscene.rnd.huawei.com,"Huawei Technologies Co., Ltd",remote-allscene.rnd.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,cb03b4d06d4906686867af5a1b56bc85,068f06391eee0410b961c413fdba928e3f997ff30da7e7d2cdc1928b602f26db,,ctls,remote-allscene.rnd.huawei.com,443,https://remote-allscene.rnd.huawei.com:443,https,application/json,GET,121.37.49.92,/,261457116,121.37.49.92,1,False,,,,,,,,,
remote-audio.rnd.huawei.com,,404,101,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,remote-audio.rnd.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-26T06:36:45Z,2023-11-16T06:43:45Z,"CN=remote-audio.rnd.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",remote-audio.rnd.huawei.com,"Huawei Technologies Co., Ltd",remote-audio.rnd.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,6f12061c4dde15644fccb1a24eeb20b7,39ef8053e2e9faff958acb3f35ea60c06fa99b8502027de9f22f283763ccc4ef,,ctls,remote-audio.rnd.huawei.com,443,https://remote-audio.rnd.huawei.com:443,https,application/json,GET,121.37.49.183,/,1944903002,121.37.49.183,1,False,,,,,,,,,
remote-service-mxg.rnd.huawei.com,,404,102,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://remote-service-mxg.rnd.huawei.com:80,http,application/json,GET,121.37.49.186,/,-373764443,121.37.49.186,1,False,,,,,,,,,
remote-service-watch.rnd.huawei.com,,404,102,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,remote-service-watch.rnd.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-26T06:26:36Z,2023-11-12T08:53:36Z,"CN=remote-service-watch.rnd.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",remote-service-watch.rnd.huawei.com,"Huawei Technologies Co., Ltd",remote-service-watch.rnd.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,b2d77e2d3d26b6046da488b4b5728fb7,558a189424cf46b88d70b16a7b0a7b5ba4d484daf01444fe3d8adfe72bcd9acf,,ctls,remote-service-watch.rnd.huawei.com,443,https://remote-service-watch.rnd.huawei.com:443,https,application/json,GET,121.37.49.186,/,315449394,121.37.49.186,1,False,,,,,,,,,
remote-service.rnd.huawei.com,,404,102,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,remote-service.rnd.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-30T03:02:17Z,2023-12-26T09:17:17Z,"CN=remote-service.rnd.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",remote-service.rnd.huawei.com,"Huawei Technologies Co., Ltd",remote-service.rnd.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,c31e56a1449d8011b6a038c3ddfbf5a0,b56eff8d72c4af6d6a46f7d1c6ec8ff1fef8874f74a62741281e8211dd2a56a8,,ctls,remote-service.rnd.huawei.com,443,https://remote-service.rnd.huawei.com:443,https,application/json,GET,121.37.49.184,/,131518177,121.37.49.184,1,False,,,,,,,,,
remote-serviced-watch.rnd.huawei.com,,404,,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,remote-serviced-watch.rnd.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-22T12:10:55Z,2023-09-22T12:10:55Z,"CN=remote-serviced-watch.rnd.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",remote-serviced-watch.rnd.huawei.com,"Huawei Technologies Co., Ltd",remote-serviced-watch.rnd.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,22e2136c047b9c5ae5ee2e578f240086,7e85f0f13453814ce5a59c6533ee01a30de02b1b3a034c37baacee04107f6670,,ctls,remote-serviced-watch.rnd.huawei.com,443,https://remote-serviced-watch.rnd.huawei.com:443,https,,GET,14.137.139.105,/,-1840324437,14.137.139.105,1,False,,,,,,,,,
remote-servicee-watch.rnd.huawei.com,,404,,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.220.0/23,,,,,,,,,,,,,,,,,,,,,80,http://remote-servicee-watch.rnd.huawei.com:80,http,,GET,159.138.218.220,/,-1840324437,159.138.218.220,1,False,,,,,,,,,
remote-servicee.rnd.huawei.com,,404,102,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.220.0/23,remote-servicee.rnd.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-19T07:17:15Z,2024-01-17T01:52:15Z,"CN=remote-servicee.rnd.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",remote-servicee.rnd.huawei.com,"Huawei Technologies Co., Ltd",remote-servicee.rnd.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,6a1f13da28c761d2b9ce017f2fec3ca7,50ebff7c0da722d47b02e4cee6747149c002a17e75fc223ad381a1818062c3fa,,ctls,remote-servicee.rnd.huawei.com,443,https://remote-servicee.rnd.huawei.com:443,https,application/json,GET,159.138.218.39,/,269061666,159.138.218.39,1,False,,,,,,,,,
remote-servicem.rnd.huawei.com,,404,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,remote-servicem.rnd.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-11T10:01:37Z,2024-04-11T10:01:37Z,"CN=remind-audio.rnd.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",remind-audio.rnd.huawei.com,"Huawei Technologies Co., Ltd",remind-watch.rnd.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,357a0346c9dabc0b013bacebfdaa0cdc,cae7dede14f7c51283bc2e60e556b3446f1dcb95da44cc9b4194a7a6ccc295a7,,ctls,remote-servicem.rnd.huawei.com,443,https://remote-servicem.rnd.huawei.com:443,https,,GET,110.238.88.209,/,-1840324437,110.238.88.209,1,False,,,,,,,,,
remote-servicex-watch.rnd.huawei.com,,404,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://remote-servicex-watch.rnd.huawei.com:80,http,,GET,119.8.177.122,/,-1840324437,119.8.177.122,1,False,,,,,,,,,
remote-servicex.rnd.huawei.com,,404,102,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,,,,,,,,,,,,,,,,,,,,,80,http://remote-servicex.rnd.huawei.com:80,http,application/json,GET,23.32.238.67,/,317340877,23.32.238.50,1,False,,,,,,,,,
remote-smarthome.rnd.huawei.com,,404,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,remote-smarthome.rnd.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-24T03:11:07Z,2023-07-22T05:07:07Z,"CN=remote-smarthome.rnd.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",remote-smarthome.rnd.huawei.com,"Huawei Technologies Co., Ltd",remote-smarthome.rnd.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,1e93eb3ea78080ef7eb95e07783b39b2,13de3f93b8311c177f0c5564fd649caa9e0983058974b2ccd57e7ec60c3459f1,,ctls,remote-smarthome.rnd.huawei.com,443,https://remote-smarthome.rnd.huawei.com:443,https,,GET,121.37.49.186,/,-1840324437,121.37.49.186,1,False,,,,,,,,,
repo.huaweicloud.com,华为开源镜像站_软件开发服务_华为云,200,11717,AS9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.",CN,223.112.0.0/12,mirrors.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,mirrors.huaweicloud.com,443,https://repo.huaweicloud.com:443,https,text/html,GET,223.121.15.28,/,-1127159336,23.90.149.103,66,False,,CloudWAF,https://mirrors.huaweicloud.com/,HSTS,,,,,
res-img1-intl.huaweicloud.com,HUAWEI CLOUD-Grow With Intelligence-HUAWEI CLOUD,200,639716,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,res-img1-intl.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res-img1-intl.huaweicloud.com,443,https://res-img1-intl.huaweicloud.com:443,https,text/html,GET,2.17.100.195,/,1555017368,2a02:26f0:480:c::210:f18a,11289,False,,CloudWAF,,,,,,,
res-img1.huaweicloud.com,HUAWEI CLOUD-Grow With Intelligence-HUAWEI CLOUD,200,639716,AS20940,AKAMAI-ASN1,NL,184.86.0.0/15,res-img1.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res-img1.huaweicloud.com,443,https://res-img1.huaweicloud.com:443,https,text/html,GET,184.86.103.16,/,1555017368,2a02:26f0:480:c::210:f18f,11289,False,,CloudWAF,,,,,,,
res-img2-intl.huaweicloud.com,HUAWEI CLOUD-Grow With Intelligence-HUAWEI CLOUD,200,639716,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,res-img2-intl.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res-img2-intl.huaweicloud.com,443,https://res-img2-intl.huaweicloud.com:443,https,text/html,GET,2.17.100.195,/,1555017368,2a02:26f0:480:c::210:f18f,11289,False,,CloudWAF,,,,,,,
res-img2.huaweicloud.com,HUAWEI CLOUD-Grow With Intelligence-HUAWEI CLOUD,200,639716,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,res-img2.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res-img2.huaweicloud.com,443,https://res-img2.huaweicloud.com:443,https,text/html,GET,23.38.98.234,/,1555017368,2a02:26f0:480:c::210:f18a,11289,False,,CloudWAF,,,,,,,
res-static1-intl.huaweicloud.com,HUAWEI CLOUD-Grow With Intelligence-HUAWEI CLOUD,200,639716,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,res-static1-intl.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res-static1-intl.huaweicloud.com,443,https://res-static1-intl.huaweicloud.com:443,https,text/html,GET,23.38.98.234,/,1555017368,2a02:26f0:480:c::210:f18a,11289,False,,CloudWAF,,,,,,,
res-static1.cdnsrc.huaweicloud.com,,404,48,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,res-static1.cdnsrc.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,res-static1.cdnsrc.huaweicloud.com,443,https://res-static1.cdnsrc.huaweicloud.com:443,https,text/html,GET,124.71.88.42,/,834205737,49.4.112.122,1,False,,CloudWAF,,,,,,,
res-static1.huaweicloud.com,HUAWEI CLOUD-Grow With Intelligence-HUAWEI CLOUD,200,639716,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,res-static1.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res-static1.huaweicloud.com,443,https://res-static1.huaweicloud.com:443,https,text/html,GET,23.38.98.251,/,1555017368,2a02:26f0:480:c::210:f18a,11289,False,,CloudWAF,,,,,,,
res-static2-intl.huaweicloud.com,HUAWEI CLOUD-Grow With Intelligence-HUAWEI CLOUD,200,639716,AS20940,AKAMAI-ASN1,NL,184.86.0.0/15,res-static2-intl.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res-static2-intl.huaweicloud.com,443,https://res-static2-intl.huaweicloud.com:443,https,text/html,GET,184.86.103.16,/,1555017368,2a02:26f0:480:c::210:f18a,11289,False,,CloudWAF,,,,,,,
res-static2.cdnsrc.huaweicloud.com,,404,48,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,res-static2.cdnsrc.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,res-static2.cdnsrc.huaweicloud.com,443,https://res-static2.cdnsrc.huaweicloud.com:443,https,text/html,GET,124.71.88.42,/,834205737,49.4.112.122,1,False,,CloudWAF,,,,,,,
res-static2.huaweicloud.com,HUAWEI CLOUD-Grow With Intelligence-HUAWEI CLOUD,200,639716,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,res-static2.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res-static2.huaweicloud.com,443,https://res-static2.huaweicloud.com:443,https,text/html,GET,2.17.100.195,/,1555017368,2a02:26f0:480:c::210:f18f,11289,False,,CloudWAF,,,,,,,
res-static3.huaweicloud.com,HUAWEI CLOUD-Grow With Intelligence-HUAWEI CLOUD,200,639716,AS20940,AKAMAI-ASN1,NL,184.86.0.0/15,res-static3.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res-static3.huaweicloud.com,443,https://res-static3.huaweicloud.com:443,https,text/html,GET,184.86.103.21,/,1555017368,2a02:26f0:480:c::210:f18f,11289,False,,CloudWAF,,,,,,,
res-verify-intl.huaweicloud.com,,404,48,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,res-verify-intl.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res-verify-intl.huaweicloud.com,443,https://res-verify-intl.huaweicloud.com:443,https,text/html,GET,2.17.100.195,/,834205737,2a02:26f0:480:c::210:f18f,1,False,,Web Server,,,,,,,
res-verify.huaweicloud.com,,404,48,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,res-verify.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res-verify.huaweicloud.com,443,https://res-verify.huaweicloud.com:443,https,text/html,GET,2.17.100.178,/,834205737,2a02:26f0:480:c::210:f18f,1,False,,Web Server,,,,,,,
res.huaweicloud.com,Invalid URL,400,208,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,res.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,res.huaweicloud.com,443,https://res.huaweicloud.com:443,https,text/html,GET,95.101.111.166,/,1008542641,2a02:26f0:480:22::1726:62fb,8,False,,AkamaiGHost,,,,,,,
resource-beta.events.huawei.com,403 Forbidden,403,308,AS132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue",CN,101.33.10.0/23,resource-beta.events.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-05-12T08:18:52Z,2023-05-25T02:06:52Z,"CN=*.events.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.events.huawei.com,"Huawei Technologies Co., Ltd",events.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,adc3003ef94860fa0f020596d85216f4,348dcf6e577adc05b635a658cc1a3cd4d6fef6009ab17d0dbea52da1c4b9ba9c,True,ctls,resource-beta.events.huawei.com,443,https://resource-beta.events.huawei.com:443,https,text/html,GET,101.33.11.29,/,-884776764,101.33.11.110,15,False,,CloudWAF,,Amazon Web Services,,,,,
resource.events.huawei.com,,200,26,AS54994,QUANTILNETWORKS,US,163.171.128.0/23,resource.events.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2022-05-12T08:18:52Z,2023-05-25T02:06:52Z,"CN=*.events.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.events.huawei.com,"Huawei Technologies Co., Ltd",events.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,adc3003ef94860fa0f020596d85216f4,348dcf6e577adc05b635a658cc1a3cd4d6fef6009ab17d0dbea52da1c4b9ba9c,True,ctls,resource.events.huawei.com,80,http://resource.events.huawei.com:80,http,text/html,GET,163.171.128.148,/,-884776764,163.171.128.148,1,False,,CloudWAF,https://resource.events.huawei.com/,Amazon Web Services,,,,,
