input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url,tls_expired,csp_domains_,tls_self_signed,tls_emails_
saec-metrics.telenet.be,,200,,AS15224,OMNITURE,US,63.140.60.0/22,saec-metrics.telenet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-02-01T23:59:59Z,"CN=saec-metrics.telenet.be, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",saec-metrics.telenet.be,saec-metrics.telenet.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a8cc377b44881c262887c8852b2fffd0,f3d22733019ca5fcb44296c47d176d469711b6104c034d955dfa186180cd6b04,ctls,saec-metrics.telenet.be,,443,https://saec-metrics.telenet.be:443,https,jag,,GET,63.140.62.160,/,1936786007,63.140.62.135,HSTS,1,False,,Adobe Systems Incorporated,,,,,,,
safespot.download.telenet.be,,200,229,AS6848,TELENET-AS,BE,195.130.128.0/19,safespot.download.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-21T09:54:01Z,2023-10-23T09:54:00Z,"CN=download.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",download.telenet.be,safespot.download.prd.telenet-ops.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2136498f758eeb9ca165dbd8d984a0de,d9e5f7ab9c15d68983d1ceedb08db492aa286d256101dd16fdb8f2e3a27eb70d,ctls,safespot.download.telenet.be,,443,https://safespot.download.telenet.be:443,https,Apache,text/html,GET,195.130.131.42,/,-366337701,2a02:1800:100:6::2:1,Apache,10,False,,Telenet BV,,,,,url=https://safespot.download.telenet.be/content/,,
samenstraffer.telenet.be,Play Sports,200,6282,AS42018,HOSTBASKET-BACKBONE,BE,185.35.52.0/23,www.playsports.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-17T13:16:16Z,2024-02-18T13:16:15Z,"CN=www.playsports.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",www.playsports.be,playsports.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9e47fb8417437510d8c985b3054b8058,257dfcaf1bb8418c453ae9d2d29783632bebdad229d412938d24b5ea8513e0a2,ctls,www.playsports.be,,80,http://samenstraffer.telenet.be:80,http,,text/html,GET,185.35.52.248,/,,185.35.52.248,HSTS,1,False,,Telenet BV,,,https://www.playsports.be,,,,
sammy.telenet.be,404 Not Found,404,612,AS6848,TELENET-AS,BE,195.130.128.0/19,,,,,,,,,,,,,,,,,,,80,http://sammy.telenet.be:80,http,Apache,text/html,GET,195.130.132.84,/,-896013687,195.130.132.84,Apache,14,False,,,,,,,,,
scheduledlocationservicetests.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://scheduledlocationservicetests.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
schilderkunst.telenet.be,404 Not Found,404,612,AS6848,TELENET-AS,BE,195.130.128.0/19,,,,,,,,,,,,,,,,,,,80,http://schilderkunst.telenet.be:80,http,Apache,text/html,GET,195.130.132.84,/,-896013687,195.130.132.84,Apache,14,False,,,,,,,,,
scmerp.prd.connect.telenet.be,Welcome to Oracle Fusion Middleware,200,11028,AS6848,TELENET-AS,BE,212.123.0.0/19,scmerp.prd.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,ctls,scmerp.prd.connect.telenet.be,,443,https://scmerp.prd.connect.telenet.be:443,https,,text/html,GET,212.123.29.172,/,375133320,212.123.29.172,,213,False,,Telenet BV,True,,,,,,
sdcw.virus1.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://sdcw.virus1.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
searchapi.dvp.telenet.be,,403,,AS6848,TELENET-AS,BE,195.162.192.0/19,,,,,,,,,,,,,,,,,,,80,http://searchapi.dvp.telenet.be:80,http,BigIP,,GET,195.162.204.91,/,-1840324437,2a02:1800:1e1:6001::2,F5 BigIP,1,False,,,,,,,,,
searchapi.edp.telenet.be,,403,,AS6848,TELENET-AS,BE,195.162.192.0/19,,,,,,,,,,,,,,,,,,,80,http://searchapi.edp.telenet.be:80,http,BigIP,,GET,195.162.204.92,/,-1840324437,2a02:1800:1e1:6001::1,F5 BigIP,1,False,,,,,,,,,
searchapi.int.telenet.be,,403,,AS6848,TELENET-AS,BE,195.162.192.0/19,,,,,,,,,,,,,,,,,,,80,http://searchapi.int.telenet.be:80,http,BigIP,,GET,195.162.204.82,/,-1840324437,2a02:1800:1e1:6001::4,F5 BigIP,1,False,,,,,,,,,
searchapi.sup.telenet.be,,403,,AS6848,TELENET-AS,BE,195.162.192.0/19,,,,,,,,,,,,,,,,,,,80,http://searchapi.sup.telenet.be:80,http,BigIP,,GET,195.162.204.81,/,-1840324437,2a02:1800:1e1:6001::3,F5 BigIP,1,False,,,,,,,,,
searchapi.trg.telenet.be,,403,,AS6848,TELENET-AS,BE,195.162.192.0/19,,,,,,,,,,,,,,,,,,,80,http://searchapi.trg.telenet.be:80,http,BigIP,,GET,195.162.204.83,/,-1840324437,2a02:1800:1e1:6001::7,F5 BigIP,1,False,,,,,,,,,
searchapi.uat.telenet.be,,403,,AS6848,TELENET-AS,BE,195.162.192.0/19,,,,,,,,,,,,,,,,,,,80,http://searchapi.uat.telenet.be:80,http,BigIP,,GET,195.162.204.84,/,-1840324437,2a02:1800:1e1:6001::5,F5 BigIP,1,False,,,,,,,,,
secure.dvp.telenet.be,Dashboard Mijn apps | telenetciam-dvp,200,8964,AS16509,AS16509,Unknown,52.223.0.0/17,secure.dvp.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T15:01:14Z,2024-03-06T15:01:13Z,"CN=secure.dvp.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",secure.dvp.telenet.be,secure.dvp.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,d54bb59c3bec3dc9c627aa5719334905,e9f2476424e5c6e741b23ae85f0ce9f24c50d2008a38ae79c2d528f62d5061e6,ctls,secure.dvp.telenet.be,,443,https://secure.dvp.telenet.be:443,https,nginx,text/html,GET,52.223.7.228,/,-599803935,35.71.186.154,Nginx,183,False,,Telenet BV,,,https://secure.dvp.telenet.be/app/UserHome?iss=https%3A%2F%2Fsecure.dvp.telenet.be&session_hint=AUTHENTICATED,,*.mixpanel.com,,
secure.lat.telenet.be,My Apps Dashboard | telenetciam-lat,200,10537,AS16509,AS16509,Unknown,35.80.0.0/12,secure.lat.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T15:45:13Z,2024-03-06T15:45:12Z,"CN=secure.lat.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",secure.lat.telenet.be,secure.lat.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e5088ced665dc9c0a7ea1b8a580391b6,c3ab0b0d36f24f9f0b63f3d64da74fe934c57032c6a7620c22e1291ce05e68f9,ctls,secure.lat.telenet.be,,443,https://secure.lat.telenet.be:443,https,nginx,text/html,GET,35.71.186.154,/,-599803935,52.223.7.228,Nginx,183,False,,Telenet BV,,,https://secure.lat.telenet.be/app/UserHome?iss=https%3A%2F%2Fsecure.lat.telenet.be&session_hint=AUTHENTICATED,,http://127.0.0.1:65111,,
secure.prd.telenet.be,Okta - Page Not Found,404,1692,AS16509,AS16509,Unknown,76.223.0.0/17,secure.prd.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,2024-02-07T23:59:59Z,"CN=*.kerberos.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.kerberos.okta.com,kerberos.okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8adacad9af11d484fe590b3cf82def9b,197ba533ab4982e1d67007193ced48de0d5ca5b7c381ae45f44270c2466f29a2,ctls,secure.prd.telenet.be,,443,https://secure.prd.telenet.be:443,https,Apache,text/html,GET,76.223.112.12,/,2020198508,13.248.245.245,Apache,44,False,,"Okta, Inc.",True,True,,,,,
secure.sup.telenet.be,My Apps Dashboard | telenetciam-sup,200,8896,AS16509,AS16509,Unknown,52.223.0.0/17,secure.sup.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T15:46:40Z,2024-03-06T15:46:39Z,"CN=secure.sup.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",secure.sup.telenet.be,secure.sup.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,acd1e3bd7a2ac1e6591e36c8cb6e37a7,0f9442cd7f5484ab7cef40f62a87b7044f46461145b5c01469f6db710afcd098,ctls,secure.sup.telenet.be,,443,https://secure.sup.telenet.be:443,https,nginx,text/html,GET,52.223.7.228,/,-599803935,35.71.186.154,Nginx,183,False,,Telenet BV,,,https://secure.sup.telenet.be/app/UserHome?iss=https%3A%2F%2Fsecure.sup.telenet.be&session_hint=AUTHENTICATED,,http://127.0.0.1:65131,,
secure.trg.telenet.be,My Apps Dashboard | telenetciam-trg,200,8896,AS16509,AS16509,Unknown,35.80.0.0/12,secure.trg.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T15:46:52Z,2024-03-06T15:46:51Z,"CN=secure.trg.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",secure.trg.telenet.be,secure.trg.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,543430e173814c1acd5a8d20cf2bcc6f,79bcae80cf41eb4cc1ca8cb40593a7a76f6514a4ffd46f1118687c46873154e0,ctls,secure.trg.telenet.be,,443,https://secure.trg.telenet.be:443,https,nginx,text/html,GET,35.71.186.154,/,-599803935,52.223.7.228,Nginx,183,False,,Telenet BV,,,https://secure.trg.telenet.be/app/UserHome?iss=https%3A%2F%2Fsecure.trg.telenet.be&session_hint=AUTHENTICATED,,http://127.0.0.1:65141,,
securitymonitoring.telenet.be,404 Not Found,404,111,AS6848,TELENET-AS,BE,84.192.0.0/13,,,,,,,,,,,,,,,,,,,80,http://securitymonitoring.telenet.be:80,http,,text/html,GET,84.199.64.206,/,-1189882634,84.199.64.206,,1,False,,,,,,,,,
securityportal.telenet.be,Telenet Business Security,200,6298,AS6848,TELENET-AS,BE,84.192.0.0/13,securityportal.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-30T13:19:14Z,2023-10-01T13:19:13Z,"CN=securityportal.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",securityportal.telenet.be,securitymonitoring.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,455c43e7f4599fdc8e8dc9fe4889715b,3284a935bebb53151eab9231f5ecf4c544513d8dd11eed8334eb7b741df014b0,ctls,securityportal.telenet.be,,443,https://securityportal.telenet.be:443,https,,text/html,GET,84.199.64.206,/,-579460234,84.199.64.206,HSTS,125,False,,Telenet BV,,,https://securityportal.telenet.be/dana-na/auth/url_default/welcome.cgi,,,,
sedacta.com.web.cloud.telenet.be,Sedacta,200,108506,AS42018,HOSTBASKET-BACKBONE,BE,185.35.52.0/23,,,,,,,,,,,,,,,,,,,80,http://sedacta.com.web.cloud.telenet.be:80,http,Apache/2.4.10 (Debian),text/html,GET,185.35.53.8,/,-1840324437,2a01:498:8501:40b0::11:30,ZURB Foundation,1837,False,,,,,,,,,
selfstarter.dvp.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://selfstarter.dvp.telenet.be:80,http,BigIP,,GET,213.224.233.8,/,-1840324437,213.224.233.8,F5 BigIP,1,False,,,,,,,,,
selfstarter.int.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://selfstarter.int.telenet.be:80,http,BigIP,,GET,213.224.233.10,/,-1840324437,213.224.233.10,F5 BigIP,1,False,,,,,,,,,
selfstarter.sup.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://selfstarter.sup.telenet.be:80,http,BigIP,,GET,213.224.233.9,/,-1840324437,213.224.233.9,F5 BigIP,1,False,,,,,,,,,
selfstarter.trg.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://selfstarter.trg.telenet.be:80,http,BigIP,,GET,213.224.233.194,/,-1840324437,213.224.233.194,F5 BigIP,1,False,,,,,,,,,
selfstarter.uat.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://selfstarter.uat.telenet.be:80,http,BigIP,,GET,213.224.233.130,/,-1840324437,213.224.233.130,F5 BigIP,1,False,,,,,,,,,
server1.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://server1.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
servicedesk.telenet.be,404 Not Found,404,612,AS6848,TELENET-AS,BE,195.130.128.0/19,,,,,,,,,,,,,,,,,,,80,http://servicedesk.telenet.be:80,http,Apache,text/html,GET,195.130.132.84,/,-896013687,195.130.132.84,Apache,14,False,,,,,,,,,
servicesint.telenet.be,,403,,AS6848,TELENET-AS,BE,195.130.128.0/19,servicesint.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T15:41:41Z,2024-05-19T15:41:40Z,"CN=*.uat.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.uat.telenet.be,uat.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,06778d2d93f1088ce0c646c8d6249cc4,2fa889ecc48f443649c3069f403d2878a08316629380fc1ae730dfbcc5d66917,ctls,servicesint.telenet.be,,443,https://servicesint.telenet.be:443,https,BigIP,,GET,195.130.147.72,/,-1840324437,195.130.147.72,F5 BigIP,1,False,,Telenet BV,True,True,,,,,
servicestrg.telenet.be,,403,,AS6848,TELENET-AS,BE,195.130.128.0/19,servicestrg.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T15:41:41Z,2024-05-19T15:41:40Z,"CN=*.uat.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.uat.telenet.be,uat.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,06778d2d93f1088ce0c646c8d6249cc4,2fa889ecc48f443649c3069f403d2878a08316629380fc1ae730dfbcc5d66917,ctls,servicestrg.telenet.be,,443,https://servicestrg.telenet.be:443,https,BigIP,,GET,195.130.147.72,/,-1840324437,195.130.147.72,F5 BigIP,1,False,,Telenet BV,True,True,,,,,
sharon.telenet.be,404 Not Found,404,612,AS6848,TELENET-AS,BE,195.130.128.0/19,,,,,,,,,,,,,,,,,,,80,http://sharon.telenet.be:80,http,Apache,text/html,GET,195.130.132.84,/,-896013687,195.130.132.84,Apache,14,False,,,,,,,,,
shim.telenet.be,404 Not Found,404,612,AS6848,TELENET-AS,BE,195.130.128.0/19,,,,,,,,,,,,,,,,,,,80,http://shim.telenet.be:80,http,Apache,text/html,GET,195.130.132.84,/,-896013687,195.130.132.84,Apache,14,False,,,,,,,,,
shirley.telenet.be,404 Not Found,404,612,AS6848,TELENET-AS,BE,195.130.128.0/19,,,,,,,,,,,,,,,,,,,80,http://shirley.telenet.be:80,http,Apache,text/html,GET,195.130.132.84,/,-896013687,195.130.132.84,Apache,14,False,,,,,,,,,
shop.base.be,BASE,200,41218,AS6848,TELENET-AS,BE,213.224.0.0/16,www.base.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-03T11:19:05Z,2023-11-04T11:19:04Z,"CN=www.base.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",www.base.be,base.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,069e2ef94952d4e84f38915bf20787c4,b3edea18ab525043874042dc4107f499c13c9af06d4ccf9b68a011a015cfb260,ctls,www.base.be,,443,https://shop.base.be:443,https,,text/html,GET,213.224.232.1,/,386867212,2a02:1800:100:6000::1,Java,765,False,,Telenet BV,,,https://www.base.be,,,,
shop.dvp.telenet.be,,403,,AS6848,TELENET-AS,BE,195.162.192.0/19,,,,,,,,,,,,,,,,,,,80,http://shop.dvp.telenet.be:80,http,BigIP,,GET,195.162.204.157,/,-1840324437,2a02:1800:1e1:6002::2,F5 BigIP,1,False,,,,,,,,,
shop.edp.base.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://shop.edp.base.be:80,http,BigIP,,GET,213.224.233.2,/,-1840324437,2a02:1800:1e0:6003::8,F5 BigIP,1,False,,,,,,,,,
shop.int.base.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://shop.int.base.be:80,http,BigIP,,GET,213.224.233.5,/,-1840324437,2a02:1800:1e0:6003::1d,F5 BigIP,1,False,,,,,,,,,
shop.lat.base.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://shop.lat.base.be:80,http,BigIP,,GET,213.224.233.161,/,-1840324437,2a02:1800:1e0:6001::1,F5 BigIP,1,False,,,,,,,,,
shop.lat.telenet.be,,403,,AS6848,TELENET-AS,BE,195.162.192.0/19,,,,,,,,,,,,,,,,,,,80,http://shop.lat.telenet.be:80,http,BigIP,,GET,195.162.204.153,/,-1840324437,2a02:1800:1e1:6002::6,F5 BigIP,1,False,,,,,,,,,
shop.mre.base.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://shop.mre.base.be:80,http,BigIP,,GET,213.224.233.1,/,-1840324437,2a02:1800:1e0:6003::1,F5 BigIP,1,False,,,,,,,,,
shop.prd.base.be,BASE,200,41220,AS6848,TELENET-AS,BE,213.224.0.0/16,www.base.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-03T11:19:05Z,2023-11-04T11:19:04Z,"CN=www.base.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",www.base.be,base.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,069e2ef94952d4e84f38915bf20787c4,b3edea18ab525043874042dc4107f499c13c9af06d4ccf9b68a011a015cfb260,ctls,www.base.be,,443,https://shop.prd.base.be:443,https,,text/html,GET,213.224.232.1,/,1137436784,2a02:1800:100:6000::1,Java,765,False,,Telenet BV,,,https://www.base.be,,,,
shop.sup.base.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://shop.sup.base.be:80,http,BigIP,,GET,213.224.233.4,/,-1840324437,2a02:1800:1e0:6003::16,F5 BigIP,1,False,,,,,,,,,
shop.trg.telenet.be,,403,,AS6848,TELENET-AS,BE,195.162.192.0/19,,,,,,,,,,,,,,,,,,,80,http://shop.trg.telenet.be:80,http,BigIP,,GET,195.162.204.151,/,-1840324437,2a02:1800:1e1:6002::7,F5 BigIP,1,False,,,,,,,,,
shop.uat.telenet.be,,403,,AS6848,TELENET-AS,BE,195.162.192.0/19,,,,,,,,,,,,,,,,,,,80,http://shop.uat.telenet.be:80,http,BigIP,,GET,195.162.204.152,/,-1840324437,2a02:1800:1e1:6002::5,F5 BigIP,1,False,,,,,,,,,
simvip.int.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://simvip.int.telenet.be:80,http,BigIP,,GET,213.224.154.197,/,-1840324437,213.224.154.197,F5 BigIP,1,False,,,,,,,,,
simvip.prd.telenet.be,Pagina niet gevonden,404,159801,AS6848,TELENET-AS,BE,213.224.0.0/16,www2.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,ctls,www2.telenet.be,,80,http://simvip.prd.telenet.be:80,http,,text/html,GET,213.224.154.168,/,897557222,213.224.154.168,Ookla Speedtest Custom,4447,False,,Telenet BV,True,True,https://www2.telenet.be/notfound,,https://sandbox-telenet.24sessions.com,,
simvip.uat.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://simvip.uat.telenet.be:80,http,BigIP,,GET,213.224.154.196,/,-1840324437,213.224.154.196,F5 BigIP,1,False,,,,,,,,,
sis.telenet.be,,403,13,AS6848,TELENET-AS,BE,212.123.0.0/19,sis.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,ctls,sis.telenet.be,,443,https://sis.telenet.be:443,https,,text/html,GET,212.123.29.185,/,-1872029577,212.123.29.185,,1,False,,Telenet BV,True,True,,,,,
sisdvp.telenet.be,,403,13,AS6848,TELENET-AS,BE,195.130.128.0/19,sisdvp.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T06:31:13Z,2024-05-18T06:31:12Z,"CN=*.dvp.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.dvp.telenet.be,dvp.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,955d0f2224df22104f7a39568779e8b9,9f60564148046ffe59348966608006ce28b0181fdfddacae0b419390eb9b38fe,ctls,sisdvp.telenet.be,,443,https://sisdvp.telenet.be:443,https,,text/html,GET,195.130.147.109,/,-1872029577,195.130.147.109,,1,False,,Telenet BV,True,,,,,,
