new,host,a,aaaa,soa,status_code,ns,mx,txt,cname,cdn,cdn-name,caa,ptr,has_internal_ips,internal_ips
[x],staging.create.iot.telenet.be,,,"ns1-02.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,"ns3-02.azure-dns.org, ns4-02.azure-dns.info, ns1-02.azure-dns.com, ns2-02.azure-dns.net",,,,,,,,,
[x],staging.telenet.be,195.130.144.14,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],staging.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],start2grow.be.apache53.cloud.telenet.be,85.255.199.22,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,,
[x],static-a.dvp.telenet.be,195.162.204.157,2a02:1800:1e1:6002::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.dvp.telenet.be,,,,,,
[x],static-a.int.telenet.be,195.162.204.155,2a02:1800:1e1:6002::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.int.telenet.be,,,,,,
[x],static-a.prd.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,vrnmctvip.prd.telenet.be,,,,,,
[x],static-a.sup.telenet.be,195.162.204.154,2a02:1800:1e1:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.sup.telenet.be,,,,,,
[x],static-a.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"static.prd.telenet.be, vrnmctvip.prd.telenet.be",,,,,,
[x],static-b.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.edp.telenet.be,,,,,,
[x],static-b.lat.telenet.be,195.162.204.153,2a02:1800:1e1:6002::6,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.lat.telenet.be,,,,,,
[x],static-b.sup.telenet.be,195.162.204.154,2a02:1800:1e1:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.sup.telenet.be,,,,,,
[x],static-b.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"static.prd.telenet.be, vrnmctvip.prd.telenet.be",,,,,,
[x],static-b.trg.telenet.be,195.162.204.151,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.trg.telenet.be,,,,,,
[x],static-c.dvp.telenet.be,195.162.204.157,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.dvp.telenet.be,,,,,,
[x],static-c.int.telenet.be,195.162.204.155,2a02:1800:1e1:6002::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.int.telenet.be,,,,,,
[x],static-c.prd.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.prd.telenet.be,,,,,,
[x],static-c.sup.telenet.be,195.162.204.154,2a02:1800:1e1:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.sup.telenet.be,,,,,,
[x],static-c.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"static.prd.telenet.be, vrnmctvip.prd.telenet.be",,,,,,
[x],static-c.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.trg.telenet.be,,,,,,
[x],static-d.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.edp.telenet.be,,,,,,
[x],static-d.int.telenet.be,,2a02:1800:1e1:6002::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.int.telenet.be,,,,,,
[x],static-d.lat.telenet.be,195.162.204.153,2a02:1800:1e1:6002::6,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.lat.telenet.be,,,,,,
[x],static-d.prd.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.prd.telenet.be,,,,,,
[x],static-d.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"static.prd.telenet.be, vrnmctvip.prd.telenet.be",,,,,,
[x],static-d.trg.telenet.be,,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.trg.telenet.be,,,,,,
[x],static-d.uat.telenet.be,195.162.204.152,2a02:1800:1e1:6002::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.uat.telenet.be,,,,,,
[x],static.dvp.telenet.be,195.162.204.157,2a02:1800:1e1:6002::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.dvp.telenet.be,,,,,,
[x],static.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.edp.telenet.be,,,,,,
[x],static.lat.telenet.be,195.162.204.153,2a02:1800:1e1:6002::6,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,vrnmctvip.lat.telenet.be,,,,,,
[x],static.prd.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.prd.telenet.be,,,,,,
[x],static.sup.telenet.be,195.162.204.154,2a02:1800:1e1:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.sup.telenet.be,,,,,,
[x],static.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],static.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.trg.telenet.be,,,,,,
[x],static.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],status.telenet.be,195.130.131.248,2a02:1800:100:6::8:1,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,status.prd.telenet-ops.be,,,,,,
[x],stb.apigateway.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],stdagpas-cms.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],steenschuit.be.web.cloud.telenet.be,185.35.53.8,2a01:498:8501:40b0::11:30,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,,
[x],stg.base.be,,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,,
[x],storage.prd.digitalsecurity.telenet.be,"143.204.231.101, 143.204.231.113, 143.204.231.41, 143.204.231.119","2600:9000:2113:9400:1e:ea49:dc80:93a1, 2600:9000:2113:a000:1e:ea49:dc80:93a1, 2600:9000:2113:fc00:1e:ea49:dc80:93a1, 2600:9000:2113:6600:1e:ea49:dc80:93a1, 2600:9000:2113:9200:1e:ea49:dc80:93a1, 2600:9000:2113:f200:1e:ea49:dc80:93a1, 2600:9000:2113:8e00:1e:ea49:dc80:93a1, 2600:9000:2113:2600:1e:ea49:dc80:93a1","ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,deqao84xlonsi.cloudfront.net,True,cloudfront,,,,
[x],sudoku.telenet.be,80.66.133.43,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],sup.base.be,,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,,
[x],sup.connect.telenet.be,"195.130.132.22, 195.130.136.242","2a02:1800:100:5::1, 2a02:1800:100:5::2","ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],sup.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],sup.tv.telenet.be,213.224.234.23,2a02:1800:1e0:40c1::6:16b5,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],sup.yeloplay.be,213.224.234.29,2a02:1800:1e0:40c1::6:3,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],support.voiceweb.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],supportvpn.telenet.be,195.130.131.32,2a02:1800:100:17::32,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],survey.base.be,,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,mail.medallia.com,v=spf1 include:spf.medallia.com ~all,,,,,,,
[x],survey.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,mail.medallia.com,v=spf1 mx a:brcast.medallia.eu a:mail.medallia.com ip4:199.102.176.0/22 ~all,,,,,,,
[x],symposium.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],tadaam.base.be,"13.56.128.144, 54.219.121.125",,"ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-748.awsdns-29.net, ns-1575.awsdns-04.co.uk, ns-1465.awsdns-55.org, ns-362.awsdns-45.com",,google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,"9dae25b7818e491688018c1c28d9c337.unbouncepages.com, unbouncepages.com",,,"amazon.com, comodoca.com, letsencrypt.org, globalsign.com",,,
[x],tapijtendokter.be.apache52.cloud.telenet.be,85.255.199.142,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,,
[x],target.prd.base.be,"54.228.15.58, 52.209.226.252, 54.77.106.194, 52.48.215.231, 52.48.71.111, 52.17.38.186, 52.213.247.32, 18.203.55.41",,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=edge37-external-dns,external-dns/resource=ingress/ingress-nginx/alb-default","libertyglobalpaneu.tt.omtrdc.net, mboxedge37.tt.omtrdc.net, mboxedge37-alb.tt.omtrdc.net",,,,,,
[x],target.telenet.be,"35.175.48.197, 18.207.29.206, 3.210.131.186, 52.201.31.16, 54.86.223.207, 34.224.232.145, 52.6.85.11, 52.22.68.89",,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=edge34-external-dns,external-dns/resource=ingress/ingress-nginx/alb-default","target.prd.telenet.be, libertyglobalpaneu.tt.omtrdc.net, mboxedge34.tt.omtrdc.net, mboxedge34-alb.tt.omtrdc.net",,,,,,
[x],tcaci-aart.ipbb.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],tcaci-genb.ipbb.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],tdd-engineering.be.web.cloud.telenet.be,185.35.53.8,2a01:498:8501:40b0::11:30,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,,
[x],teamspirit2.telenet.be,"195.130.131.39, 195.130.131.38",,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,"webcontent.prod.telenet-ops.be, webcontent.prd.telenet-ops.be",,,,,,
[x],telegate.dvp.telenet.be,213.224.233.3,2a02:1800:1e0:6003::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusVip.dvp.telenet.be,,,,,,
[x],telegate.int.telenet.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusVip.int.telenet.be,,,,,,
[x],telegate.lat.telenet.be,213.224.233.161,2a02:1800:1e0:6001::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.lat.telenet.be,,,,,,
[x],telegate.prd.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"v=spf1, include:_spf.telenet-ops.be, ~all",adccusVip.prd.telenet.be,,,,,,
[x],telegate.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"v=spf1, include:_spf.telenet-ops.be, ~all","telegate.prd.telenet.be, adccusVip.prd.telenet.be",,,,,,
[x],telegate.trg.telenet.be,213.224.233.193,2a02:1800:1e0:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.trg.telenet.be,,,,,,
[x],telegate.uat.telenet.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.uat.telenet.be,,,,,,
[x],telemeter.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
[x],telenet-business.frictionless-selfcare-dev.awscloud.external.telenet.be,"18.196.78.109, 35.157.146.210",,"ns-340.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,globalsign.com,,,
[x],telenet.yelo.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],telenetbealert.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be","mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],telenetbealert.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],telenethotspot.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,_globalsign-domain-verification=rwTmACtfbxGH14oJVEU5BX3_yTozHddBT7-iot4CKI,,,,,,,
[x],telenethotspot.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.edp.telenet.be,,,,,,
[x],telenethotspot.prd.telenet.be,,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.prd.telenet.be,,,,,,
[x],telenethotspot.sup.telenet.be,195.162.204.154,2a02:1800:1e1:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.sup.telenet.be,,,,,,
[x],telenethotspot.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.trg.telenet.be,,,,,,
[x],telenethotspot.uat.telenet.be,195.162.204.152,2a02:1800:1e1:6002::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.uat.telenet.be,,,,,,
[x],tep.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
[x],tess.services.telenet.be,195.130.147.38,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,,
[x],tess.servicesint.telenet.be,195.130.147.7,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,,
[x],testmail.base.be,217.112.80.79,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,,
[x],testrail.devtools.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],tf-test.awscloud.external.telenet.be,,,"ns-857.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tf-test2.awscloud.external.telenet.be,,,"ns-857.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tf-test3.awscloud.external.telenet.be,,,"ns-857.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tf-test4.awscloud.external.telenet.be,,,"ns-857.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],thomaskna.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],thot.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],tim.dvp.connect.telenet.be,195.130.147.102,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.dvp.connect.telenet.be, apawgdvip.dvp.connect.telenet.be",,,,,,
[x],tim.edp.connect.telenet.be,195.130.147.103,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.edp.connect.telenet.be, apawgdvip.edp.connect.telenet.be",,,,,,
[x],tim.int.connect.telenet.be,195.130.147.100,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.int.connect.telenet.be, apawgdvip.int.connect.telenet.be",,,,,,
[x],tim.lat.connect.telenet.be,195.130.147.99,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.lat.connect.telenet.be, apawgdvip.lat.connect.telenet.be",,,,,,
[x],tim.mre.connect.telenet.be,195.130.147.96,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.mre.connect.telenet.be, apawgdvip.mre.connect.telenet.be",,,,,,
[x],tim.prd.connect.telenet.be,212.123.29.184,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.prd.connect.telenet.be, apawgdvip.prd.connect.telenet.be",,,,,,
[x],tim.rel.connect.telenet.be,212.123.29.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.rel.connect.telenet.be, apawgdvip.rel.connect.telenet.be",,,,,,
[x],tim.sup.connect.telenet.be,195.130.147.101,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.sup.connect.telenet.be, apawgdvip.sup.connect.telenet.be",,,,,,
[x],tim.trg.connect.telenet.be,195.130.147.97,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.trg.connect.telenet.be, apawgdvip.trg.connect.telenet.be",,,,,,
[x],tim.uat.connect.telenet.be,195.130.147.98,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.uat.connect.telenet.be, apawgdvip.uat.connect.telenet.be",,,,,,
[x],tip.dvp.telenet.be,213.224.233.3,2a02:1800:1e0:6003::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,adccusVip.dvp.telenet.be,,,,,,
[x],tip.edp.telenet.be,213.224.233.2,2a02:1800:1e0:6003::8,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusVip.edp.telenet.be,,,,,,
[x],tip.int.telenet.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusVip.int.telenet.be,,,,,,
[x],tip.prd.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"v=spf1, include:_spf.telenet-ops.be, ~all",adccusVip.prd.telenet.be,,,,,,
[x],tip.sup.telenet.be,213.224.233.4,2a02:1800:1e0:6003::16,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusVip.sup.telenet.be,,,,,,
[x],tip.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"v=spf1, include:_spf.telenet-ops.be, ~all","tip.prd.telenet.be, adccusVip.prd.telenet.be",,,,,,
[x],tip.uat.telenet.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusVip.uat.telenet.be,,,,,,
[x],tns2114-temp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],toestellen.telenet.be,"18.200.188.201, 34.241.119.104, 52.19.29.106",,"ns-1725.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1118.awsdns-11.org, ns-1725.awsdns-23.co.uk, ns-26.awsdns-03.com, ns-628.awsdns-14.net","smtp5.staff.telenet.be, smtp6.staff.telenet.be","Sendinblue-code:e8a9b61d23e40c7fad9ebd55b9fe0520, v=spf1 include:spf.sendinblue.com mx ~all",,,,"amazon.com, amazonaws.com, amazontrust.com, awstrust.com",,,
[x],tp.dvp.telenet.be,213.224.233.3,2a02:1800:1e0:6003::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.dvp.telenet.be,,,,,,
[x],tp.edp.telenet.be,213.224.233.2,2a02:1800:1e0:6003::8,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.edp.telenet.be,,,,,,
[x],tp.int.telenet.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.int.telenet.be,,,,,,
[x],tp.prd.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"v=spf1, include:_spf.telenet-ops.be, ~all",adccusvip.prd.telenet.be,,,,,,
[x],tp.sup.telenet.be,213.224.233.4,2a02:1800:1e0:6003::16,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.sup.telenet.be,,,,,,
[x],tracking.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],treatwellationsdevdiscovid19.sa.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],trg.base.be,,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,,
[x],trg.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],tribunale.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],trunksredirect.int.centrex.telenet.be,,2a02:1800:1f0:3115::2:1,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],trunksredirect2.int.centrex.telenet.be,,2a02:1800:1f0:3115::4:1,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],tsv-lyra.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],turk.int.base.be,213.224.233.38,2a02:1800:1e0:6003::47,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adcbasevip.int.telenet.be,,,,,,
[x],turk.prd.base.be,213.224.232.10,2a02:1800:100:6000::15,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"www.base.be, adcbasevip.prd.telenet.be",,,,,,
[x],turk.stg.base.be,213.224.233.138,2a02:1800:1e0:6002::13,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adcbasevip.uat.telenet.be,,,,,,
[x],turk.trg.base.be,213.224.233.138,2a02:1800:1e0:6002::13,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adcbasevip.uat.telenet.be,,,,,,
[x],turk.uat.base.be,213.224.233.138,2a02:1800:1e0:6002::13,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adcbasevip.uat.telenet.be,,,,,,
[x],tvlink.sipadan.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be","mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],tvlink.sipadan.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],tvlinkmgmt.sipadan.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be","mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],tvlinkmgmt.sipadan.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],u.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],uat.base.be,,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,,
[x],uat.tv.telenet.be,213.224.187.23,2a02:1800:1e0:4001::6:ee5,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],uatb2b.sixdots.base.be,217.72.233.240,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,,
