input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,lines,tech_,tls_self_signed,tls_subject_org_,tls_expired,cdn
etrack.ext.arubanetworks.com,404 - Not found or no permission to access,,1330,etrack.ext.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,"CN=etrack.ext.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",etrack.ext.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,etrack.ext.arubanetworks.com,443,https://etrack.ext.arubanetworks.com:443,https,,text/html,GET,130.35.98.32,33,HSTS,,Hewlett Packard Enterprise Company,,True
eu-apigw.central.arubanetworks.com,,,78,eu-apigw.central.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,CN=*.central.arubanetworks.com,*.central.arubanetworks.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,ctls,eu-apigw.central.arubanetworks.com,443,https://eu-apigw.central.arubanetworks.com:443,https,kong/0.14.1,application/json,GET,18.195.6.199,2,,,,,
eu.cloudops.arubanetworks.com,403 Forbidden,,146,eu.cloudops.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,CN=*.cloudops.arubanetworks.com,*.cloudops.arubanetworks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,eu.cloudops.arubanetworks.com,443,https://eu.cloudops.arubanetworks.com:443,https,,text/html,GET,18.184.36.99,8,,,,,
eucentral3.cloudops.arubanetworks.com,403 Forbidden,,146,eucentral3.cloudops.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,CN=*.cloudops.arubanetworks.com,*.cloudops.arubanetworks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,eucentral3.cloudops.arubanetworks.com,443,https://eucentral3.cloudops.arubanetworks.com:443,https,,text/html,GET,52.29.101.138,8,,,,,
euw1.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://euw1.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,35.165.130.52,1,HSTS,,,,
euw1.cloudguest.central.arubanetworks.com,404 Not Found,,207,euw1.cloudguest.central.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-06T00:00:00Z,CN=*.cloudguest.central.arubanetworks.com,*.cloudguest.central.arubanetworks.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,ctls,euw1.cloudguest.central.arubanetworks.com,443,https://euw1.cloudguest.central.arubanetworks.com:443,https,CloudGuest,text/html,GET,3.126.68.5,6,,,,,
events.arubanetworks.com,,,146,events.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,"CN=attend.hpe.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",attend.hpe.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,events.arubanetworks.com,443,https://events.arubanetworks.com:443,https,Microsoft-IIS/8.5,text/html,GET,52.2.21.104,2,Windows Server,,Hewlett Packard Enterprise Company,,
ext-104-36-248-13.arubanetworks.com,Login,,17994,ext-104-36-248-13.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2017-11-11T08:06:55Z,"emailAddress=support@paloaltonetworks.com, CN=525c1d7ae648d6130cfcc20145ed55b64a96b8025b0eb2b007109bcc665b0e57, O=Palo Alto Networks, L=Santa Clara, ST=CA, C=US, emailAddress=support@paloaltonetworks.com",525c1d7ae648d6130cfcc20145ed55b64a96b8025b0eb2b007109bcc665b0e57,"emailAddress=support@paloaltonetworks.com, CN=localhost, OU=Support, O=Palo Alto Networks, L=Santa Clara, ST=CA, C=US, emailAddress=support@paloaltonetworks.com",localhost,Palo Alto Networks,ctls,ext-104-36-248-13.arubanetworks.com,443,https://ext-104-36-248-13.arubanetworks.com:443,https,,text/html,GET,104.36.248.13,513,PHP,True,Palo Alto Networks,,
feature-navigator.arubanetworks.com,AOS-CX Feature Navigator,,2152,feature-navigator.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-06-08T00:00:00Z,"CN=feature-navigator.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",feature-navigator.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,feature-navigator.arubanetworks.com,443,https://feature-navigator.arubanetworks.com:443,https,Microsoft-IIS/8.5,text/html,GET,54.156.161.24,1,Windows Server,,Hewlett Packard Enterprise Company,,
findapartner.arubanetworks.com,Partner Connect Site,,415619,partnerconnect.hpe.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-15T00:00:00Z,"CN=partnerconnect.hpe.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",partnerconnect.hpe.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,partnerconnect.hpe.com,443,https://findapartner.arubanetworks.com:443,https,nginx/1.18.0 (Ubuntu),text/html,GET,52.188.204.149,1,webpack,,Hewlett Packard Enterprise Company,,True
firmware.central.arubanetworks.com,,,111,firmware.central.arubanetworks.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-02-01T00:00:00Z,CN=*.central.arubanetworks.com,*.central.arubanetworks.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,ctls,firmware.central.arubanetworks.com,443,https://firmware.central.arubanetworks.com:443,https,UploadServer,application/xml,GET,35.190.18.224,1,HTTP/3,,,True,True
freetrial.arubanetworks.com,Access Denied,,269,www.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=San Jose, ST=California, C=US",www.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.arubanetworks.com,443,https://freetrial.arubanetworks.com:443,https,AkamaiGHost,text/html,GET,23.213.161.80,10,,,Hewlett Packard Enterprise Company,,
genmobile.arubanetworks.com,Access Denied,,269,www.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=San Jose, ST=California, C=US",www.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.arubanetworks.com,443,https://genmobile.arubanetworks.com:443,https,AkamaiGHost,text/html,GET,18.208.237.48,10,,,Hewlett Packard Enterprise Company,,
get-elasticsearch-fb.k8s-prod.getaws.arubanetworks.com,403 Forbidden,,153,get-elasticsearch-fb.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T08:40:23Z,CN=get-elasticsearch-fb.k8s-prod.getaws.arubanetworks.com,get-elasticsearch-fb.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,get-elasticsearch-fb.k8s-prod.getaws.arubanetworks.com,443,https://get-elasticsearch-fb.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.177.224.32,8,Nginx:1.21.6,,,,
global-api.netinsight.arubanetworks.com,,,72,global-api.netinsight.arubanetworks.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,"CN=global-api.netinsight.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",global-api.netinsight.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,global-api.netinsight.arubanetworks.com,443,https://global-api.netinsight.arubanetworks.com:443,https,nginx/1.23.1,application/json,GET,3.94.68.43,1,Nginx:1.23.1,,Hewlett Packard Enterprise Company,,
go.arubanetworks.com,Just a moment...,,7278,app-sjf.marketo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,"CN=app-sjf.marketo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",app-sjf.marketo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,app-sjf.marketo.com,443,https://go.arubanetworks.com:443,https,cloudflare,text/html,GET,199.15.215.124,87,Cloudflare Bot Management,,"Cloudflare, Inc.",,
grafana.k8prod.getaws.arubanetworks.com,,,21,grafana.k8prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:05:18Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,grafana.k8prod.getaws.arubanetworks.com,443,https://grafana.k8prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
grafana.k8s-stg.getaws.arubanetworks.com,,,21,grafana.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T13:34:40Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,grafana.k8s-stg.getaws.arubanetworks.com,443,https://grafana.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,True,Acme Co,,
grafana2.k8s-stg.getaws.arubanetworks.com,,,21,grafana2.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:17:30Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,grafana2.k8s-stg.getaws.arubanetworks.com,443,https://grafana2.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,True,Acme Co,,
healthcheck-stg.arubanetworks.com,Hewlett Packard Enterprise (HPE) - Auth ITG - Signing in...,,29930,auth-itg.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,"CN=auth-itg.hpe.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",auth-itg.hpe.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,auth-itg.hpe.com,443,https://healthcheck-stg.arubanetworks.com:443,https,nginx,text/html,GET,35.168.25.191,148,Nginx,,Hewlett Packard Enterprise Company,,
healthcheck.arubanetworks.com,Hewlett Packard Enterprise - Signing in...,,8631,auth.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-07-20T00:00:00Z,"CN=auth.hpe.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",auth.hpe.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,auth.hpe.com,443,https://healthcheck.arubanetworks.com:443,https,nginx,text/html,GET,3.93.207.245,61,Nginx,,Hewlett Packard Enterprise Company,,
help.aos10x.arubanetworks.com,,,243,help.aos10x.arubanetworks.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,CN=help.aos10x.arubanetworks.com,help.aos10x.arubanetworks.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,help.aos10x.arubanetworks.com,443,https://help.aos10x.arubanetworks.com:443,https,AmazonS3,application/xml,GET,13.32.99.77,2,Amazon Web Services,,,,True
help.arubaos.arubanetworks.com,,,,help.arubaos.arubanetworks.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=help.arubaos.arubanetworks.com,help.arubaos.arubanetworks.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,help.arubaos.arubanetworks.com,443,https://help.arubaos.arubanetworks.com:443,https,AmazonS3,text/html,GET,143.204.215.129,1,Amazon Web Services,,,,True
help.central.arubanetworks.com,Access Denied,,329,www.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=San Jose, ST=California, C=US",www.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.arubanetworks.com,80,http://help.central.arubanetworks.com:80,http,AkamaiGHost,text/html,GET,52.219.112.187,10,,,Hewlett Packard Enterprise Company,,
help.centralon-prem.arubanetworks.com,Aruba Central Help,,322,help.centralon-prem.arubanetworks.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,CN=help.centralon-prem.arubanetworks.com,help.centralon-prem.arubanetworks.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,help.centralon-prem.arubanetworks.com,443,https://help.centralon-prem.arubanetworks.com:443,https,AmazonS3,text/html,GET,13.225.78.23,11,Amazon Web Services,,,,True
https://aquila-ccs-firmware-registry-us-west-2.s3.amazonaws.com,,,243,aquila-ccs-firmware-registry-us-west-2.s3.amazonaws.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,aquila-ccs-firmware-registry-us-west-2.s3.amazonaws.com,443,https://aquila-ccs-firmware-registry-us-west-2.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.218.204.106,2,Amazon Web Services,,,,
https://aquila-user-api.common.cloud.hpe.com,,,26,aquila-user-api.common.cloud.hpe.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,CN=*.common.cloud.hpe.com,*.common.cloud.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,aquila-user-api.common.cloud.hpe.com,443,https://aquila-user-api.common.cloud.hpe.com:443,https,,application/json,GET,52.32.11.207,1,,,,,
https://client.greenlake.hpe.com,HPE GreenLake Central | HPE™,,4706,client.greenlake.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-07T00:00:00Z,"CN=client.greenlake.hpe.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",client.greenlake.hpe.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,client.greenlake.hpe.com,443,https://client.greenlake.hpe.com:443,https,AmazonS3,text/html,GET,13.32.27.82,127,HSTS,,Hewlett Packard Enterprise Company,,True
https://common.cloud.hpe.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://common.cloud.hpe.com:443,https,AmazonS3,text/html,GET,13.32.99.36,1,HSTS,,,,True
https://console.greenlake.hpe.com,HPE GreenLake,,697,console.greenlake.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,console.greenlake.hpe.com,443,https://console.greenlake.hpe.com:443,https,AmazonS3,text/html,GET,13.32.99.115,1,HSTS,,,,True
https://d3hq6blov2iije.cloudfront.net,,,243,d3hq6blov2iije.cloudfront.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,CN=*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,d3hq6blov2iije.cloudfront.net,443,https://d3hq6blov2iije.cloudfront.net:443,https,AmazonS3,application/xml,GET,108.138.24.166,2,Amazon Web Services,,,,True
https://h50007.www5.hpe.com,Test Page for the HTTP Server on Red Hat Enterprise Linux,,4927,h50007.www5.hpe.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-12T00:00:00Z,"CN=www5.hpe.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",www5.hpe.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,h50007.www5.hpe.com,443,https://h50007.www5.hpe.com:443,https,Apache,text/html,GET,23.212.209.29,148,Apache,,Hewlett Packard Enterprise Company,,
https://sso.common.cloud.hpe.com,Error,,1438,sso.common.cloud.hpe.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,CN=*.common.cloud.hpe.com,*.common.cloud.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,sso.common.cloud.hpe.com,443,https://sso.common.cloud.hpe.com:443,https,,text/html,GET,44.231.181.157,49,HSTS,,,,
images.central.arubanetworks.com,,,243,images.central.arubanetworks.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,CN=*.central.arubanetworks.com,*.central.arubanetworks.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,ctls,images.central.arubanetworks.com,443,https://images.central.arubanetworks.com:443,https,AmazonS3,application/xml,GET,13.32.121.117,2,Amazon Web Services,,,,True
images.channel.arubanetworks.com,404 - Not found or no permission to access,,1330,images.channel.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-09T00:00:00Z,"CN=images.channel.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",images.channel.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,images.channel.arubanetworks.com,443,https://images.channel.arubanetworks.com:443,https,,text/html,GET,184.86.251.17,33,Bootstrap,,Hewlett Packard Enterprise Company,,
images.connect.arubanetworks.com,404 - Not found or no permission to access,,1330,images.connect.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-03T00:00:00Z,"CN=images.connect.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",images.connect.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,images.connect.arubanetworks.com,443,https://images.connect.arubanetworks.com:443,https,,text/html,GET,2.23.209.136,33,Bootstrap,,Hewlett Packard Enterprise Company,,
innovate.arubanetworks.com,Hewlett Packard Enterprise - Signing in...,,10052,auth.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-07-20T00:00:00Z,"CN=auth.hpe.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",auth.hpe.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,auth.hpe.com,443,https://innovate.arubanetworks.com:443,https,nginx,text/html,GET,23.22.45.22,62,Nginx,,Hewlett Packard Enterprise Company,,
internal-apigw.central.arubanetworks.com,,,78,internal-apigw.central.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,CN=*.central.arubanetworks.com,*.central.arubanetworks.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,ctls,internal-apigw.central.arubanetworks.com,443,https://internal-apigw.central.arubanetworks.com:443,https,kong/0.14.1,application/json,GET,34.212.184.60,2,,,,,
internal-portal.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://internal-portal.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,52.89.10.116,1,HSTS,,,,
internal-ui.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://internal-ui.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,54.69.233.131,1,HSTS,,,,
internal.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://internal.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,35.163.174.225,1,HSTS,,,,
internal2.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://internal2.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,52.35.21.54,1,HSTS,,,,
internal2.cloudops.arubanetworks.com,403 Forbidden,,146,internal2.cloudops.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,CN=*.cloudops.arubanetworks.com,*.cloudops.arubanetworks.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,internal2.cloudops.arubanetworks.com,443,https://internal2.cloudops.arubanetworks.com:443,https,,text/html,GET,44.238.25.158,8,,,,,
ir.arubanetworks.com,,,1595,ir.arubanetworks.com,443,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ir.arubanetworks.com,443,https://ir.arubanetworks.com:443,https,,text/html,GET,95.101.54.209,55,Microsoft ASP.NET,,"Akamai Technologies, Inc.",,
jenkins-webhook.k8s-stg.getaws.arubanetworks.com,403 Forbidden,,555,jenkins-webhook.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T03:59:08Z,CN=jenkins-webhook.k8s-stg.getaws.arubanetworks.com,jenkins-webhook.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,jenkins-webhook.k8s-stg.getaws.arubanetworks.com,443,https://jenkins-webhook.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,54.177.145.51,14,Nginx:1.19.1,,,,
jenkins.k8prod.getaws.arubanetworks.com,,,21,jenkins.k8prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:11:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,jenkins.k8prod.getaws.arubanetworks.com,443,https://jenkins.k8prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
kiteworks.arubanetworks.com,,,1832,kiteworks.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-01T00:00:00Z,"CN=kiteworks.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",kiteworks.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,kiteworks.arubanetworks.com,443,https://kiteworks.arubanetworks.com:443,https,,text/html,GET,104.36.248.160,1,HSTS,,Hewlett Packard Enterprise Company,,
