new,host,a,aaaa,cname,mx,soa,status_code,ns,has_internal_ips,internal_ips,txt,caa,cdn,cdn-name
[x],ntp2.yandex.net,95.108.129.183,2a02:6b8:0:829::100,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],ntp3.yandex.net,5.255.240.30,2a02:6b8:0:3400::5055,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],ntp4.yandex.net,"213.180.193.1, 93.158.134.1","2a02:6b8:0:3400::5056, 2a02:6b8::1, 2a02:6b8:0:1::1",,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,"ns2.yandex.net, ns1.yandex.net",,,,,,
[x],number1school.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],nuradivalin.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],nutagrl.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],nwa-for-you.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],nyushayaguzhinskaya.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],nznznz2011.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],o.yandex.ru,213.180.204.242,2a02:6b8::242,,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,"google-site-verification=yzLJJ4sO0GxxRdWvj4cs4W7ytwTSITaX7wz51NxOgeg, v=spf1 redirect=_spf.yandex.ru, mailru-verification: 8cdaa7e6ec212163",,,
[x],o00k.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth-internal.yandex.ru,93.158.157.1,2a02:6b8:0:3400::1:1,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth-rc-internal.yandex.ru,"213.180.205.121, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8:0:3400::4:121",,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],oauth-rc.yandex.com,213.180.193.114,2a02:6b8::2:114,oauth-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth-rc.yandex.com.tr,213.180.193.114,2a02:6b8::2:114,oauth-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth-rc.yandex.kz,213.180.193.114,2a02:6b8::2:114,oauth-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth-test.yandex.by,77.88.21.4,2a02:6b8::121,oauth-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth-test.yandex.com,77.88.21.4,2a02:6b8::121,oauth-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth-test.yandex.com.tr,77.88.21.4,2a02:6b8::121,oauth-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth-test.yandex.kz,77.88.21.4,2a02:6b8::121,oauth-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth-test.yandex.ru,77.88.21.4,2a02:6b8::121,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth.mobile.yandex.net,,,mobileproxy.passport.yandex.net,,,NOERROR,,,,,,,
[x],oauth.tst.mobile.yandex.net,213.180.204.115,2a02:6b8::1:115,mobileproxy-test.passport.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],oauth.yandex.by,,,oauth.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth.yandex.com,93.158.134.114,2a02:6b8::1:114,oauth.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth.yandex.com.tr,93.158.134.114,2a02:6b8::1:114,oauth.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oauth.yandex.net,,,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],obciamas.ya.ru,,,any.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],obilya.ya.ru,,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oblepihus.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],octopus.yandex.net,"95.108.225.4, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1",octopus-ugr.yandex.net,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,"ns1.yandex.net, ns2.yandex.net",,,,,,
[x],ofd.tst.yandex.net,"87.250.250.1, 77.88.21.1","2a02:6b8::1001, 2a02:6b8:0:1::1:1",,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],ofd.yandex.ru,185.32.186.253,2001:678:384::253,,mx.yandex-team.ru,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,"mailru-verification: c87e9eba347adb5a, v=spf1 redirect=_spf.yandex-team.ru",,,
[x],official.contest.yandex.com,87.250.251.40,2a02:6b8::29f,contest.yandex.com,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],official.contest.yandex.ru,,2a02:6b8::29f,contest.yandex.ru,,,NOERROR,,,,"mailru-verification: c6acf72bd63bf4dc, , google-site-verification=DdkakfdoNNwUVzrkY85oOidzgLrBuG5wPdBD4aTPvQs, v=spf1 include:_spf.yandex.ru include:spf.mindbox.ru -all",,,
[x],offline-search.yandex.net,87.250.251.29,2a02:6b8::4:29,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],ohrimka89.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],ok-kras.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],ok.awacs-b.yandex.net,87.250.250.160,2a02:6b8::34e,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],okozor.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oksanaapril.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oksanaladeyshikowa.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],okta-self-service.shows.kinopoisk.ru,93.158.157.67,2a02:6b8:0:3400::4:67,ext-router.qloud.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],old.afisha.yandex.by,213.180.193.71,2a02:6b8::3c3,afisha.yandex.by,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,yandex-verification: 5c4389385beae89d,,,
[x],old.afisha.yandex.kz,213.180.193.71,2a02:6b8::3c3,afisha.yandex.kz,mx-corp.yandex.ru,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,"google-site-verification=ie2VfZ3Wn_OErBeP7EWMlJ4-cwItiLZky6zvS5Jmuso, yandex-verification: 53382f93b14834e9",,,
[x],old.afisha.yandex.ru,"213.180.193.71, 77.88.21.249, 87.250.250.1, 77.88.21.1","2a02:6b8::3c3, 2a02:6b8::1001, 2a02:6b8:0:1::1:1",afisha.yandex.ru,mx.yandex.ru,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,"v=spf1 redirect=_spf.yandex.ru, google-site-verification=GfjLeNthTVdTVxqCZfa-cfHehyyI2AtdOFnFXKcfs1k, yandex-verification: 4452ecfa61626952, mailru-verification: 1e732bdd1242fc1b",,,
[x],old.company.yandex.ru,95.108.229.158,,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],old.ege.yandex.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],old.partner.market.yandex.com,213.180.204.92,2a02:6b8::3df,partner.market.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],old.partner.market.yandex.kz,213.180.204.92,2a02:6b8::3df,partner.market.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],old.partner.market.yandex.ru,213.180.204.92,2a02:6b8::3df,partner.market.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],old.pdd.yandex.ru,213.180.193.58,2a02:6b8::58,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],old.webmaster.yandex.by,"87.250.250.62, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::2:62",old.webmaster.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],old.webmaster.yandex.com,,,old.webmaster.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],old.webmaster.yandex.com.tr,87.250.250.62,2a02:6b8::2:62,old.webmaster.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],old.yandex.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oleg-proskudinb0.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oleg-rybniko2.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oleg-shumtsov4k.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oleg-stepanov73.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],olenchinkova.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],olg62415949.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oliga-nesterenko33.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oliga-peterburgskayar5.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oliga-yakuenko4x.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],olmarkina.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],olqatua.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],olutris-best.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],olvitsa.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],olya-grechuhina.ya.ru,213.180.204.242,,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],olympuscenter.ya.ru,213.180.204.242,,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],omega.zen-test.yandex.ru,5.255.215.236,2a02:6b8:0:1a16:5054:ff:feb5:80be,m.zen-test.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],omg.yandex.ru,37.9.72.8,,,outbound-relay.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oneclick-payment.kinopoisk.ru,93.158.134.2,2a02:6b8::1d6,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],onizukateacher.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],online.yandex.com,"5.255.255.70, 77.88.55.60, 5.255.255.77, 77.88.55.88",2a02:6b8:a::a,www.yandex.ru,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],online.yandex.ru,77.88.21.37,2a02:6b8::a4,mail.yandex.ru,mx.yandex.ru,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,"mailru-verification: de5e58bac797a76d, google-site-verification=nDqpeshiROB8mM_RiyqO01xkpebe6eiweTxpX6vx8lk, v=spf1 redirect=_spf.yandex.net",,,
[x],oo9.mail.yandex.net,,,,,,NOERROR,,,,,,,
[x],oohfiro.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],oooteplomir.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],op.yandex.ru,213.180.204.171,2a02:6b8::171,ps-xscript.yandex.net,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],open.callback.trust.test.yandex.net,77.88.21.65,2a02:6b8::440,callback.trust.test.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],openid.yandex.ru,93.158.134.114,2a02:6b8::1:114,oauth.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],openvpn2.prod.yandex-bank.net,51.250.48.202,,,,"ns1.yandexcloud.net, mx.cloud.yandex.net",NOERROR,,,,,,,
[x],openvpn3.prod.yandex-bank.net,51.250.55.17,,,,"ns1.yandexcloud.net, mx.cloud.yandex.net",NOERROR,,,,,,,
[x],openvpn4.prod.yandex-bank.net,178.154.215.58,,,,"ns1.yandexcloud.net, mx.cloud.yandex.net",NOERROR,,,,,,,
[x],openvpn5.prod.yandex-bank.net,51.250.48.202,,,,"ns1.yandexcloud.net, mx.cloud.yandex.net",NOERROR,,,,,,,
[x],openvpn6.prod.yandex-bank.net,51.250.55.17,,,,"ns1.yandexcloud.net, mx.cloud.yandex.net",NOERROR,,,,,,,
[x],opera.yandex.com.tr,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],opera.yandex.kz,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],opera.yandex.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],operation.api.cloud.yandex.net,84.201.181.26,2a0d:d6c1:0:1c::4e,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],oplata.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oplata.yandex.ru,213.180.204.242,,,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],ord.yandex.net,87.250.251.100,2a02:6b8::2c1,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],ord.yandex.ru,87.250.251.100,2a02:6b8::2c1,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],org-assessors.cloud.yandex.ru,185.206.167.45,2a0d:d6c1:0:1a::f4,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],org.cloud.yandex.com,185.206.167.45,2a0d:d6c1:0:1a::f4,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],originals.yandex.net,93.158.157.58,2a02:6b8:0:3400::5058,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],originjoy.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],osintaras.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],osmandmap.ya.ru,213.180.204.242,,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oso68.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],ossa2.yandex.by,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],ossa2.yandex.com,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],ossa2.yandex.ru,213.180.204.242,,,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],ota.travel.yandex.ru,213.180.193.198,2a02:6b8::198,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],otdelka7777777.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],otgalina.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oto.yandex.com,93.158.134.41,,oto.yandex.com.tr,mx.yandex.ru,"ns1.yandex.net, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],oto.yandex.com.tr,93.158.134.41,,,mx.yandex.ru,"ns1.yandex.net, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],otrs-meta01mht.yandex.ru,5.255.217.68,2a02:6b8:0:1a1e:2ca9:6e23:2c8e:d6fc,meta01m.vs-otrsmysql01ht.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],otrs-shard01mht.yandex.ru,5.255.217.69,2a02:6b8:0:1a1e:f809:9864:bbe5:270f,shard01m.vs-otrsmysql01ht.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],otrs-shard01sht.yandex.ru,5.255.217.72,2a02:6b8:0:1a1e:58d9:ffe3:b9ac:e574,shard01s.vs-otrsmysql02ht.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],otrs-shard02sht.yandex.ru,5.255.217.70,2a02:6b8:0:1a1e:207a:d41a:22b8:1351,shard02s.vs-otrsmysql01ht.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],ott-fairplay-testing.ott.yandex.ru,213.180.205.61,2a02:6b8:0:3400:0:71d:0:90b,"ott-testing-internal.ott.yandex.net, l3.ott-testing-internal.ott.yandex.net",,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],ott-playready-dev-v30.yandex.net,5.255.215.203,2a02:6b8:0:1a16::f30:101,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],ott-widevine-testing.ott.yandex.ru,213.180.205.61,2a02:6b8:0:3400:0:71d:0:90b,"ott-testing-internal.ott.yandex.net, l3.ott-testing-internal.ott.yandex.net",,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],ott-widget.yandex.ru,,,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],ott.yandex.net,,,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],ottenki-serogo.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],otto-petrov.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],outbound-relay.yandex.net,141.8.146.109,2a02:6b8:0:3400:0:2e5:0:227,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],overload.yandex.net,93.158.134.96,,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],ovpn.adm.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oxy-oxygen-7c6c7f71.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oyebella.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],oyun.yandex.com.tr,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],ozelenitelstroy.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],ozhe-elena.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],p.ya.ru,213.180.193.146,2a02:6b8::17f,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],p510.yandex.net,213.180.201.229,,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],p97-ckdashboardws.yandex.by,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pampers64.yandex.ru,213.180.201.193,,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],panel.yandex.ru,213.180.204.242,2a02:6b8::242,"bar.yandex.ru, any.yandex.ru",not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pano.maps.yandex.by,87.250.251.152,2a02:6b8::2d8,front-pano-ugc.slb.maps.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],pano.maps.yandex.com,87.250.251.152,2a02:6b8::2d8,front-pano-ugc.slb.maps.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],pano.maps.yandex.com.tr,,,front-pano-ugc.slb.maps.yandex.net,,,NOERROR,,,,,,,
[x],pano.maps.yandex.kz,87.250.251.152,2a02:6b8::2d8,front-pano-ugc.slb.maps.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],pano.maps.yandex.net,93.158.134.158,2a02:6b8::2:158,s3.yandex.net,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],pano.maps.yandex.ru,87.250.251.152,2a02:6b8::2d8,front-pano-ugc.slb.maps.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],panoramas.api-maps.yandex.ru,87.250.250.49,2a02:6b8::32a,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
