input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,webserver,final_url,csp_domains_,cdn_name,cdn,location
https://tridion.a02.cldsvc.net,PostNL Login,200,31423,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,137.116.0.0/15,www.loginpostnl.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-22T12:34:38Z,2023-06-22T12:38:00Z,"CN=www.loginpostnl.net, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",www.loginpostnl.net,Koninklijke PostNL B.V.,www.loginpostnl.net,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,07dd993c0ed2e840aa51996e0003d16c,447e2161edb36abdbfd3018cdd2a12eb6b88bd071d0f641e60d43bbb95b9f1d8,,ctls,www.loginpostnl.net,443,https://tridion.a02.cldsvc.net:443,https,text/html,GET,137.117.136.58,/,-665355251,137.117.136.58,HSTS,649,False,Apache,https://www.loginpostnl.net/login/?goto=https%3A%2F%2Fwww.loginpostnl.net%3A443%2Floginapi%2FSSORedirect%2FmetaAlias%2Fam4k%3FSAMLRequest%3DfZJLa8MwEIT%252fitHdluNHUoRjMAkFQ18kpYfeFHmTiMqSq1037b%252bv4rSHUsh1dobRt6sKZW8G0Yx0tBt4HwEpatdLprt4p9Iin%252bcy3qUpxMU8z%252bKbRZnF%252b6ycLxaZmocZi17Ao3Z2ybIkZVGLOEJrkaSlIKVZHqdlPEuf0xtRZqLMk3KRvbJoHXq0lTQlj0QDCs5Pp1Ni3EHbwSFZk1ggURQ5lz3fbh830GkPingPJBujJYZB8cailbMI57rRW%252bEkahRW9oCClNg293civEyoi0mMFgdQeq%252bhY9FnbyyKaQPX04N35JQzrK4mQn%252bJXg9JRPBnQlafCQOgjGW3x%252bQHD90BSCvjxi4YP7QCTJTr%252bdnDfxVOfkSq%252bKW2ri7neghl7frJGa2%252bolvne3kFf5bMJiWcdD9Z%252fy6hMcadVh4kwZKFNmARryv%252b%252f1%252fU3w%253d%253d%26RelayState%3D0abc85c8-59cb-4ea8-b123-8b81cfce7504%26client-request-id%3D9133a21d-6f28-0000-8a6f-6b92286fd901,https://ouhpmdxb9amsnp3kyabe6db.eu2.sac.successfactors.eu,azure,True,/goto-niet-toegestaan
https://uploads.intercomcdn.com,,403,243,AS16509,AMAZON-02,US,13.32.132.0/24,uploads.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,uploads.intercomcdn.com,443,https://uploads.intercomcdn.com:443,https,application/xml,GET,13.32.121.15,/,-117131601,13.32.121.57,HTTP/3,2,False,AmazonS3,,,cloudfront,True,
https://v2.visualwebsiteoptimizer.com/images,Sign in - Google Accounts,200,595699,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,443,https://v2.visualwebsiteoptimizer.com:443/images,https,text/html,GET,34.102.174.40,/images,1650601647,34.102.174.40,HTTP/3,46,False,ESF,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1459123486%3A1683708776530873&client_id=565411641916-87koegftceuir5fh1psb2psuo5m72d9m.apps.googleusercontent.com&code_challenge=s4IwK1ukbbNhueR6X_yqLJT0A_UlGxMJaqwFyucvR1o&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F565411641916-87koegftceuir5fh1psb2psuo5m72d9m.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkElq_6Sujmz5EdH-uA67MfSLHbO5fYI1-6J0qnTUtU406oswH5W4qoxudQrcARWOc0gtc1BaIODSkb0OW2eW-CRCQksgqpZR1iJXRRnRlOfwxfoun0HnA7YY1YsXgRUTMiGZ7UYp7GcfrPjhmUsjxGyoSlYTl-tpEPq7de6Dle4aKNmWWE17wfFL7_Fu52Zyh7UelGh5zpNuGwKGBx05qKXALlGAbArl13WEWWhXumCB9326OS-T4r3hBp5wVl1p7rOiwFKSVv99qy5OO3mrqB49u9-3MgxLfRuusyCsikp0razOS_IoenswcrTLt-bMYUMk3QX1sNO48TulKlou9FLnfgzGZDDEThvwOPCAINA8nkzSofvhdS9QmaqbO2nkV3m0jwxgCKTPkK2Va4HR9SQPy2hcb48xcYkRYL4-CVlp91GFtnYiQZT1-Lt9p5s-mZ8b9vWfrJRvkOHE8G3SBqw9R7Cb3Uvg4mRyzSnNNP8CfkLzqTn7kHJ_s72a8TYWy-iLgWUjnnRSC0sE21VuWVlg8n_vLKvoZVNnDw3vV0UNTQGExWau7kY-Avatq7jqyV1wYxWSco2GIN_Sn3mPHqkj8GeMDHEpHBQInHI0edh5t6K_On5DLgB2EMk8LWO0t8v97hube7_dZ5HqKCaEoozhUYTAaEPkrUrTuIoKU9aEAXJNiC8CVC21pkgkPXsfmNWDtXC-0JWcKdsUk3Uewj49SvXyu9ZYT8yp-R-lApC5VL4xhjWhedmqJKZO94PwdDzQt9-ECr5LJiqvFLLiZROsf3W2zCwvdAmSmO1iymau-LcsQ2TKel9nEc1aIXEeA-N2N9--26SuaH0W8eHb6yzfFQyh12yTeD5uilMA4H3X4H_TUQUkoEwh2iqI7Hw2e1lRZCpAqk6YUihAtJQEX15T1LOoHHtJly6WUA0e3VD7SYezrpmLA04RTu-CKwxAXCWAgGYEGS9Orffqhzkm0l0v47uMbyZJxn-QFD6smbOTNi3PbJP2tr28d757RYmJcdRZ9kF5dxAWWYzAsg1TiZmDcNYYZgec7-qm8Y7QTIK_j-JihpONmkdBwAbgztjXL7hVs1Vw&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAPcufNpQHUrD4PHuLesvA2xn_VgX3MdPZIMe-nzv0OAqlE94Hv34meQJDLeOWf814uvZ3YlOX6vm09v8BRDCRGnKICS_GWlUfQsPG3jwgDn7IxnqrHWTSInaO4Fk7UDivvF3kxpq0bniNfwClaOGZ2dscTg6d2XUOBNhOqrBdnyL5a3saj70kdhLGqoPLZNX8YmeYiEqlbMDFe5pyG1wZDr0VRZCCd0mje8xnhxRjLiUMk0ZpncVDQimHqIYkrwKmFp-R3jj1UbwmdrHFVojaIoEeiAwztus_Ts6Udr2toqZpjk3_GG6IFHHh2eT7L8-Bh84wxbXyZmNPh0gv-XCRo2hiS9rCinrQ2qj5n2tIrFYJIbOVWRfGRNkYeOeHL9U9zBFB_9xVgb9DekcDBfembXyWnxyRXjmIGIThY60sXo0_FjeV0N3YG8Fe81jjMPyRYIfziIR1jUoqi9eoaz6ko3TEdTmA%26as%3DS-1459123486%253A1683708776530873%26client_id%3D565411641916-87koegftceuir5fh1psb2psuo5m72d9m.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcdXiNSWCEG9tGW-Ib5vePbkS9zPx6X68oC-HLg47g9XtyU9gdLfhC2W0YA6HAV8e3G_cAbainDNYQtMwY27IX6M-xhvbg,https://www.gstatic.com,google,True,
https://v2.visualwebsiteoptimizer.com/preview/,Sign in - Google Accounts,200,587428,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,443,https://v2.visualwebsiteoptimizer.com:443/preview/,https,text/html,GET,34.102.174.40,/preview/,289029968,34.102.174.40,HTTP/3,46,False,ESF,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S2080717410%3A1683708773529881&client_id=565411641916-87koegftceuir5fh1psb2psuo5m72d9m.apps.googleusercontent.com&code_challenge=K4Ftzf4ijiyL_dabpF3XNKCCm_qWQIQ5c2TqjWqNj6k&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F565411641916-87koegftceuir5fh1psb2psuo5m72d9m.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEB3eDp8TWb6FwbDqJLg5-u7j6TJFnmVxLU-wMXyqlxGCdNnvKqCU17VaS8gUutmlqUrCs9y9Sl86LzC9lLqnEn2koQjTx7yrSj8UqFYroT6hVD34kJwSc2qbzDQS5pnvv9APavSJejkr7l2Zb9Ey_9EihEnrjrjsNIL3z7lvoKrROuD2fGnEesvfQSkdxovmSnk7PAKBI5FPn5JWNaLeUZnN6dnA2ekUusyVo_SiHoqVehWI6E8oGFO7GT0w7QtELkyHQ_W4uOXZ3xTnp0iu_Lp8VIgpIGYNAHgfJt3-nXVosYYDwl1pEqarZYsHtyLX2_8wLPPZSzeppykPeNAX9uSkO0ejVmkDuJ5ErhMFh-rFt4CogvtONV3UE46j8BgmYQ-Y-9vx3D5mzOCGGoBMmWPrVyXZbxTeuBSSX_JivmqLess2cWzkzu_5I19lUiKgsF37terUpwpUS_FcI9fiWW595x9f8JO_2gqc-QREOeq_KjXD0MqwdRoWk7w1h7jMacK2RI_mBKys7H2OtOVmENSc5TpmisM4qs9GbQPcc-m818FRxSjda0yXZBoE6x32iDss0w_vPd5k4yVi77SmEIDPCYCOSNtjPCX31cxR8I99EAKBZMWs8TYEF9gY-QAJGDICw0NttzYasCwdjyE47-kUXMkGwGZ5ndIZlQ_EUFSRS31Xu2GC7AhQ7xGWxToH_H_gvsyLrF3c9SCAI_HOD93O-JusYC9fCDs1cJOgYPdW9i3dFJFHVAhQ9KHTWaivA7RWB7DD5I5np3NBNbYittk3vNmYkr09MPULGT5puetyyVYNxY0xZh7jJ7BrX6K7wQ3kkRF7ktQrUzn4xbeMPLdt3JM4Qod5uJEY8leGwnQ1CXHU9Y8ac7A1rZRFm64y4TVEiQ3MNfKiDeb8ysHhbzmRuL8uNMVk8_KweFYxqTdWDpS_LKSalBD5L2KF8XoeE9Oc6Q5d_dXEpyAcfImXsmevl_gSAtx54CbtiVZpJFHexu9Z0Z3BkihtW4irFNHyBJ82OlEiYKsalOM4YDSWwufZI3UU0aELbUfpoKqAw3VZj-7NuXlE6wdE5FtLwZb1vnXNm0v91pMS4Eg&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAOYw7qyNdYdjzpKuVz2dyUSPXu3C1cba94XcoDGxRcDg-nMRa68vzkD6ZTwGuB87sOOaYek-UZy9K4DTsWfEQNmnxKE0pzqV6vnk5qKlxY8dmESJnBowN9s82PwGnUkjuEQu39-UBi0kr2ExwTAfsivqH0v2SYQH2XN8FHxJU3Fk3E23UUTGggNh9UhcB-VtaB1Tdtm8k78E6glILhhkTnhu6FB2E5z9Zc7w69nRACICOg043-h7mNFZaBO6UiyIxfaIBjFUK3EHKuYXBVDQm4zwSkLnH_tOIuDr49FN4Fx6KFWoaw7HZCLCB7yZ7LqVHeJ920CIJ-Qmn-ZItImkaFujV3SBrGUg_7haNx66Kpgi-VRV0WkdPTaoMROg6cmbg_4gixCHeXPOP2vkOEYNpCI_huYIivPGOT_Vwe22JHNdKWV2L07v3hJGf43wkbkhQkGbSFyg7LASQqqM5Xtt7Qh1DqWoA%26as%3DS2080717410%253A1683708773529881%26client_id%3D565411641916-87koegftceuir5fh1psb2psuo5m72d9m.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxceqauvm7IczQgbor7iaAP9GnFUU5iW488fAuIG9eWfMCBCKD1s9sLRKb7V6esdZdGOVV5UDD0EsGID3HmlNAev8yDPtVw,https://www.google-analytics.com,google,True,
https://w.usabilla.com,,404,,AS16509,AS16509,Unknown,54.248.0.0/13,w.usabilla.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-09T00:00:00Z,2024-02-09T23:59:59Z,CN=w.usabilla.com,w.usabilla.com,,w.usbla.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a86268d972b41caba3d47a7abc7868a9,be691ad599a9e5b910ef2083e79239960fe50389d4992fd5f659e0b01dbd2548,True,ctls,w.usabilla.com,443,https://w.usabilla.com:443,https,,GET,54.247.149.183,/,-1082343028,52.208.199.24,,1,False,,,,,,
https://web.facebook.com,Facebook,200,108269,AS32934,FACEBOOK,US,157.240.192.0/18,web.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-16T00:00:00Z,2023-05-17T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5110802e765750624ab3d6785aeec848,e17a08756c6cfcd9128edfa651b071c72c0a753718d5415ccf67041f068f4637,True,ctls,web.facebook.com,443,https://web.facebook.com:443,https,text/html,GET,157.240.251.6,/,142313513,2a03:2880:f083:6:face:b00c:0:2,HTTP/3,33,False,,,fbcdn.net,,,
https://widget.intercom.io,,200,6707,AS0,Not routed,None,13.224.192.0/21,widget.intercom.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=*.intercom.com,*.intercom.com,,*.intercom.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,50f1043af10136d89be51d9a59db9575,ac90909496f6036d54cf9dc35c2089d20de2ac8ef363a3f74de29401de7b249e,True,ctls,widget.intercom.io,443,https://widget.intercom.io:443,https,application/javascript,GET,13.224.189.18,/,1744099674,13.224.189.35,HTTP/3,1,False,AmazonS3,,,cloudfront,True,
https://www.facebook.com,Fehler,200,61784,AS32934,FACEBOOK,US,157.240.192.0/18,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-16T00:00:00Z,2023-05-17T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5110802e765750624ab3d6785aeec848,e17a08756c6cfcd9128edfa651b071c72c0a753718d5415ccf67041f068f4637,True,ctls,m.facebook.com,443,https://www.facebook.com:443,https,text/html,GET,157.240.251.35,/,142313513,2a03:2880:f177:83:face:b00c:0:25de,HTTP/3,16,False,,https://m.facebook.com/?wtsid=rdr_0JgfVP36GJuijA0lE,*.fbsbx.com,,,
https://www.facebook.com/*/plugins/*,Seite nicht gefunden | Facebook,404,104715,AS32934,FACEBOOK,US,157.240.192.0/18,www.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-16T00:00:00Z,2023-05-17T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5110802e765750624ab3d6785aeec848,e17a08756c6cfcd9128edfa651b071c72c0a753718d5415ccf67041f068f4637,True,ctls,www.facebook.com,443,https://www.facebook.com:443/*/plugins/,https,text/html,GET,157.240.251.35,/*/plugins/,142313513,2a03:2880:f177:83:face:b00c:0:25de,HTTP/3,16,False,,,,,,
https://www.facebook.com/impression.php/*,,200,43,AS32934,FACEBOOK,US,157.240.192.0/18,www.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-16T00:00:00Z,2023-05-17T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5110802e765750624ab3d6785aeec848,e17a08756c6cfcd9128edfa651b071c72c0a753718d5415ccf67041f068f4637,True,ctls,www.facebook.com,443,https://www.facebook.com:443/impression.php/,https,image/gif,GET,157.240.251.35,/impression.php/,142313513,2a03:2880:f177:83:face:b00c:0:25de,HTTP/3,1,False,,,,,,
https://www.google.com/ads/,Onlinewerbung leicht gemacht – Einfach mehr Kunden mit Google Ads,200,106745,AS15169,GOOGLE,US,142.250.0.0/15,ads.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:00:42Z,2023-07-17T12:00:41Z,CN=adwords.google.com,adwords.google.com,,adwords.google.sk,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,69c1ba51281b09f929713d3fbcd40fef,656a4c15fc3f79fa30b5a2b78f8bff5cd580931848e1376a75a41c4e49ad428a,True,ctls,ads.google.com,443,https://www.google.com:443/ads/,https,text/html,GET,142.250.186.164,/ads/,708578229,2a00:1450:4001:801::2004,HTTP/3,1251,False,sffe,https://ads.google.com/home/,https:,,,
https://www.google.com/ads/user-lists/*,,200,42,AS15169,GOOGLE,US,142.250.0.0/15,www.google.de,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:00:50Z,2023-07-17T12:00:49Z,CN=www.google.de,www.google.de,,www.google.de,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,25fe1e432bdb79fc74e400be19163532,f37766b60ae58a56d0bc0d622aeccde139be4a1101d41dfe1343b89cdd271009,,ctls,www.google.de,443,https://www.google.com:443/ads/user-lists/,https,image/gif,GET,142.250.186.164,/ads/user-lists/,708578229,2a00:1450:4001:801::2004,HTTP/3,1,False,cafe,https://www.google.de/ads/user-lists/?ipr=y,,,,
https://www.google.com/pagead/,Error 404 (Not Found)!!1,404,1568,AS15169,GOOGLE,US,142.250.0.0/15,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,443,https://www.google.com:443/pagead/,https,text/html,GET,142.250.186.164,/pagead/,708578229,2a00:1450:4001:801::2004,HTTP/3,12,False,,,,,,
https://www.google.nl,Google,200,49421,AS15169,GOOGLE,US,142.250.0.0/15,www.google.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:02:59Z,2023-07-17T12:02:58Z,CN=*.google.nl,*.google.nl,,google.nl,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,1b54e9b9c770aa10c099de1d73750c86,3c28123b2c188ddd2c2492f67efacf6c724dbb3a3954074d2341f0c68bd5d189,True,ctls,www.google.nl,443,https://www.google.nl:443,https,text/html,GET,142.250.185.163,/,708578229,2a00:1450:4001:806::2003,HTTP/3,62,False,gws,,http:,,,
https://www.google.nl/ads/,Onlinewerbung leicht gemacht – Einfach mehr Kunden mit Google Ads,200,112339,AS15169,GOOGLE,US,142.250.0.0/15,ads.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:00:42Z,2023-07-17T12:00:41Z,CN=adwords.google.com,adwords.google.com,,adwords.google.sk,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,69c1ba51281b09f929713d3fbcd40fef,656a4c15fc3f79fa30b5a2b78f8bff5cd580931848e1376a75a41c4e49ad428a,True,ctls,ads.google.com,443,https://www.google.nl:443/ads/,https,text/html,GET,142.250.185.163,/ads/,708578229,2a00:1450:4001:806::2003,HTTP/3,1295,False,sffe,https://ads.google.com/home/,https:,,,
https://www.googleadservices.com,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,142.250.0.0/15,www.googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:00:50Z,2023-07-17T12:00:49Z,CN=www.googleadservices.com,www.googleadservices.com,,www.googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,8f1dbd8a3af112f94f4265d9061b6cf8,627ad86ad5f417259b4442761f58f6de69a622f4f34d2f64412100ca00274524,,ctls,www.googleadservices.com,443,https://www.googleadservices.com:443,https,text/html,GET,142.250.185.98,/,302920777,142.250.185.98,HTTP/3,12,False,sffe,,,,,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,AS15169,GOOGLE,US,142.250.0.0/15,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443,https,text/html,GET,142.250.184.200,/,302920777,2a00:1450:4001:82a::2008,HTTP/3,12,False,Google Tag Manager,,,,,
https://www.linkedin.com/csp,LinkedIn,404,344126,AS8068,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.42.0/23,www.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-07T00:00:00Z,2023-09-07T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,LinkedIn Corporation,www.linkedin-measure.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7eb3cbac015363672717f482f365b968,06a0e72c9d2e7adc582c43dce02611f8552d976ef1f1674a0e46ad1af1c32865,,ctls,www.linkedin.com,443,https://www.linkedin.com:443/csp,https,text/html,GET,13.107.42.14,/csp,-696586294,2620:1ec:21::14,HSTS,8,False,,,cdn.linkedin.oribi.io,,,
https://www.youtube.com,,200,6196,AS15169,GOOGLE,US,142.250.0.0/15,www.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,www.youtube.com,443,https://www.youtube.com:443,https,text/html,GET,142.250.185.110,/,1179099333,2a00:1450:4001:800::200e,HTTP/3,1,False,ESF,https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2F,,,,
importer.dirextion.postnl.nl,Error: Unable to display RD Web Access,200,14793,AS12859,NL-BIT BIT BV,NL,213.154.254.0/24,lo1.transportcontrol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-24T14:34:48Z,2023-06-25T14:34:47Z,CN=*.transportcontrol.nl,*.transportcontrol.nl,,transportcontrol.nl,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,bd700cc7bfb90d4bf08a948fdb69207b,f1dcfe2136bfbe926167cf422e86265e3c1d3fdabf3e4a2012b08f5b52df1475,True,ctls,lo1.transportcontrol.nl,443,https://importer.dirextion.postnl.nl:443,https,text/xml,GET,213.154.251.108,/,1631801191,213.154.251.108,Windows Server,389,False,Microsoft-IIS/10.0,https://lo1.transportcontrol.nl/RDWeb/Pages/en-US/login.aspx?ReturnUrl=/RDWeb/Pages/en-US/Default.aspx,,,,
informatie.postnl.nl,,200,99,AS20559,FUNDAMENTS-AS,NL,91.197.72.0/22,,,,,,,,,,,,,,,,,,,,,80,http://informatie.postnl.nl:80,http,text/html,GET,91.197.72.25,/,-780928015,91.197.72.25,Nginx,10,False,nginx,,,,,
jouw.pat.postnl.nl,PostNL,200,5002,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,jouw.pat.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-25T09:11:44Z,2023-07-24T09:11:43Z,CN=acc02.postnl.nl,acc02.postnl.nl,,workdocs-ips.a02.cldsvc.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5a5bd9c5ebaf14e907813c9e15b0d7be,29e8ff9a7b6d6984e2c19d68d173421fc34cfb2b1683d283513cbd21b01924ca,,ctls,jouw.pat.postnl.nl,443,https://jouw.pat.postnl.nl:443,https,text/html,GET,104.126.36.217,/,1130752818,2a02:26f0:1700:5::5f65:1b46,Linkedin Ads,113,False,Apache,,https://*.salesforceliveagent.com,,,
kaartwereld3.postnl.nl,Kaarten maken online en je kaartje sturen | Kaartje2go,200,792220,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.kaartje2go.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-21T00:00:00Z,2024-02-19T23:59:59Z,CN=kaartje2go.nl,kaartje2go.nl,,*.kaartje2go.nl,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e562988558f31ada07aab3a529582653,1707326ceb358695187564688082aed54eb0964e10347e222f1fc309c4309dff,True,ctls,www.kaartje2go.nl,80,http://kaartwereld3.postnl.nl:80,http,text/html,GET,104.126.37.51,/,332622777,2a02:26f0:ab00::5c7a:d70b,HTTP/3,431,False,,https://www.kaartje2go.nl,,,,
