input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tls_wildcard_certificate,final_url,tech_,tls_mismatched,csp_domains_,cdn_name,cdn,tls_expired,tls_self_signed
h-135-207-4-78.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://h-135-207-4-78.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
h-135-207-59-83.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://h-135-207-59-83.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
hswext.carelink.cedars-sinai.edu,403 - Forbidden: Access is denied.,403,1233,AS29721,CSHS-ELSEGUNDO,US,192.203.41.0/24,hswext.carelink.cedars-sinai.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-03-27T23:59:59Z,"CN=espwepichswext.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",espwepichswext.csmc.edu,hswext.carelink.cedars-sinai.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,751df54bfd5ba6d4df129988612c07d5,2826b73c3b321d0dd6458c56f4376dba7c0c4fbf1e89ccf53efc70885bbcc705,ctls,hswext.carelink.cedars-sinai.edu,80,http://hswext.carelink.cedars-sinai.edu:80,http,Microsoft-IIS/10.0,text/html,GET,192.203.41.140,/,1651099881,192.203.41.140,30,False,Cedars-Sinai Medical Center,,https://hswext.carelink.cedars-sinai.edu/,Windows Server,,,,,,
iap-test.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://iap-test.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
icasi.cedars-sinai.org,IIS Windows Server,200,703,AS29721,CSHS-ELSEGUNDO,US,192.203.41.0/24,icasi.cedars-sinai.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-08T00:00:00Z,2023-09-08T23:59:59Z,"CN=icasi.cedars-sinai.org, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",icasi.cedars-sinai.org,icasi.cedars-sinai.org,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,636be09d0ef1b3c1a5208e6c1143bb2b,736226c792c40ac629594ad8a73573c11e35a5b8e8b5fca05031fcd2d854f8ed,ctls,icasi.cedars-sinai.org,443,https://icasi.cedars-sinai.org:443,https,Microsoft-IIS/10.0,text/html,GET,192.203.41.129,/,1631801191,192.203.41.129,32,False,Cedars-Sinai Medical Center,,,Windows Server,,,,,,
iconnect.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://iconnect.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
id-qa-od-directvcommercial.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://id-qa-od-directvcommercial.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
im-mlb-fra02.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://im-mlb-fra02.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
inewsletter.csmc.edu,BIG-IP logout page,200,5273,AS29721,CSHS-ELSEGUNDO,US,192.203.41.0/24,inewsletter.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.csmc.edu,csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,18628e2951f957c88e967195630ff343,361124b8502188923a1b847d064ce0a574927bcc40fd7cdbb754ae33576c61f0,ctls,inewsletter.csmc.edu,80,http://inewsletter.csmc.edu:80,http,BigIP,text/html,GET,192.203.41.157,/,878647854,192.203.41.157,131,False,Cedars-Sinai Medical Center,True,https://inewsletter.csmc.edu/my.logout.php3?errorcode=19,F5 BigIP,,,,,,
info.cedars-sinai.org,A Nonprofit Hospital in Los Angeles | Cedars-Sinai,200,68128,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.cedars-sinai.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-22T00:00:00Z,2023-07-23T23:59:59Z,"CN=cedars-sinai.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US, serialNumber=C0035769, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US",cedars-sinai.edu,biodev.cedars-sinai.org,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,a46fb3288f594e0fd3870d7e87a94ec9,45d8d26fe8e3753fa735a41f951952506e9f2543904deda8dc0cdd474257368c,ctls,www.cedars-sinai.org,443,https://info.cedars-sinai.org:443,https,Apache,text/html,GET,104.17.72.206,/,2087782119,104.17.73.206,1333,False,Cedars-Sinai Medical Center,,https://www.cedars-sinai.org,HSTS,,https://www.cedars-sinai.org/,cloudflare,True,,
interactive-mc-map.cedars-sinai.org,Cedars-Sinai Medical Center,200,51273,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,cedars-sinai-medical-center-prod.dev.connexient.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-10-23T23:59:59Z,CN=*.dev.connexient.com,*.dev.connexient.com,*.dev.connexient.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9887efca24b75c294d132cb19c3d851,77810651872e4c3e479de599521e68017e6ecf2441067ab949ab0031c7e5d3f2,ctls,cedars-sinai-medical-center-prod.dev.connexient.com,443,https://interactive-mc-map.cedars-sinai.org:443,https,Apache/2.4.38 (Debian),text/html,GET,192.231.86.22,/,861740164,192.231.86.22,610,False,,True,https://cedars-sinai-medical-center-prod.dev.connexient.com/web/,PHP:7.2.34,,,,,,
internalclebermorenopereira.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://internalclebermorenopereira.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
intranet.cshs.org,BIG-IP logout page,200,5274,AS29721,CSHS-ELSEGUNDO,US,192.203.41.0/24,intranet.cshs.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=intranet.cshs.org, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",intranet.cshs.org,intranet.cshs.org,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,97064267c10dbf5830c9224f6d06a041,ddcac30fb6fd1a06b2c41aecb138b082df5d0f8ad216e5f569b31014f1477ee9,ctls,intranet.cshs.org,80,http://intranet.cshs.org:80,http,BigIP,text/html,GET,192.203.41.159,/,878647854,192.203.41.159,131,False,Cedars-Sinai Medical Center,,https://intranet.cshs.org/my.logout.php3?errorcode=19,F5 BigIP,,,,,,
ipv4-c592-ord001-ix.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://ipv4-c592-ord001-ix.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
iredcap.csmc.edu,Cedars-Sinai - Sign In,200,17099,AS16509,AS16509,Unknown,54.248.0.0/13,myportal.cshs.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-02-02T23:59:59Z,"CN=myportal.cshs.org, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",myportal.cshs.org,www.myportal.cshs.org,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,442b6f17030d7fd99d20fcc417fa4a07,c82a01a7791765aec70b5255a8672474cf8731106725c71f7b57aa8bb908dfcc,ctls,myportal.cshs.org,443,https://iredcap.csmc.edu:443,https,nginx,text/html,GET,54.244.36.161,/,-366337701,44.240.66.157,473,False,Cedars-Sinai Medical Center,,https://myportal.cshs.org/login/login.htm?fromURI=/oauth2/v1/authorize/redirect?okta_key=RWyXC_NllsDK6swjoUd-TJ0hlwtJM6B4biTNprQdsXc,Nginx,,https://*.cloud.infor.com,,,,
jamanetwork-com.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://jamanetwork-com.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
jcem.endojournals.org.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://jcem.endojournals.org.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
jenkins-ecotecnologiasparaelbienestar.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://jenkins-ecotecnologiasparaelbienestar.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
jenkins-eucontroller-sql.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://jenkins-eucontroller-sql.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
jobs.marinahospital.com,Working at Marina del Rey,200,49432,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,jobs.marinahospital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-23T02:50:30Z,2023-06-21T02:50:29Z,CN=jobs.marinahospital.com,jobs.marinahospital.com,jobs.marinahospital.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba75e1f31e7698456e70c89096e0cd6c,3ea2d573a5b96593b715ad86a784f9788acd1dbeaa6f9a2b220a9a3ed242d15e,ctls,jobs.marinahospital.com,443,https://jobs.marinahospital.com:443,https,Kestrel,text/html,GET,23.213.161.218,/,-674532093,23.213.161.216,784,False,,,,Microsoft ASP.NET,,https://analytics.talentbrew.io,,,,
jrss-215-70-112-88.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://jrss-215-70-112-88.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
jrss-215-71-195-0.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://jrss-215-71-195-0.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
js.stripe.com,,404,243,AS0,Not routed,None,99.86.8.0/24,js.stripe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2023-08-05T23:59:59Z,"CN=a.stripecdn.com, O=Stripe\, Inc, L=San Francisco, ST=California, C=US, serialNumber=4675506, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",a.stripecdn.com,edge-invoice.stripe.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,7a7b4fb8a891721cb0d0f58df07c0b93,467cc8ee0a9623374649b9a4473f0312885b8e9617a9b81fb1f04b61da6db08a,ctls,js.stripe.com,443,https://js.stripe.com:443,https,Cloudfront,application/xml,GET,99.86.4.122,/,-1430072411,99.86.4.99,2,False,"Stripe, Inc",,,Amazon Web Services,,,cloudfront,True,,
jupiter.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://jupiter.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
lapp12.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://lapp12.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
lbf1-1-prd.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://lbf1-1-prd.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
ldap.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://ldap.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
libcat.csmc.edu,Cedars-Sinai Medical Center,200,145,AS20141,QTS-SUW1-ATL1,US,206.187.16.0/21,libcat.csmc.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-11T23:59:59Z,"CN=libcat.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",libcat.csmc.edu,libcat.csmc.edu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,89b3265c3c3f14aebb529b8b3bdc2cf5,8a1ed3457dd801312831c9da4eba7362c2bca1b1248b6fb7f83ed89990933492,ctls,libcat.csmc.edu,443,https://libcat.csmc.edu:443,https,Apache,text/html,GET,206.187.16.66,/,40762468,206.187.16.66,7,False,Cedars-Sinai Medical Center,,,HSTS,,,,,,
link.orangelogic.com,Link - Login/Registration,200,26048,AS16509,AS16509,Unknown,52.40.0.0/14,link.orangelogic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-04-29T23:24:45Z,2023-05-31T23:24:45Z,CN=*.orangelogic.com,*.orangelogic.com,orangelogic.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",fcdafa792a08566035e4a6e7e52801bc,716b7eed15ffc2fac59b65f11b4e1ffb70f96dac550b6f9c3eb95f5ad913ae1c,ctls,link.orangelogic.com,443,https://link.orangelogic.com:443,https,,text/html,GET,52.38.138.250,/,677005215,52.38.138.250,84,False,,True,https://link.orangelogic.com/CS.aspx?VP3=LoginRegistration&L=True&R=False,Microsoft ASP.NET,,view.officeapps.live.com,,,,
linkinghub.elsevier.com.mlprox.csmc.edu,Shibboleth Authentication Request,200,1458,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,80,http://linkinghub.elsevier.com.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,838310953,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login?qurl=http://linkinghub.elsevier.com%2f,,,,,,,
login.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://login.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
luxurious-blue.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://luxurious-blue.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
lyncdiscover.cshs.org,,200,353,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.113.192.0/23,,,,,,,,,,,,,,,,,,80,http://lyncdiscover.cshs.org:80,http,,application/json,GET,52.112.192.142,/,-921400539,2603:1027:0:48::21,1,False,,,,Azure,,,,,,
