new,host,a,cname,soa,status_code,cdn,cdn-name,ns,aaaa,has_internal_ips,internal_ips,mx,txt
[x],looplink.auto.cbre.com,"80.239.137.169, 80.239.137.161, 62.115.252.57, 62.115.252.26, 80.239.137.138, 80.239.137.145, 62.115.252.66, 62.115.252.75, 62.115.252.56","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.baltimore.cbre.com,,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],looplink.beverlyhills.cbre.com,"23.213.161.199, 23.213.161.219","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.boston.cbre.com,"184.51.149.97, 184.51.149.42","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.boulos.cbre.com,"80.239.137.138, 62.115.252.66, 80.239.137.161, 62.115.252.26, 62.115.252.25, 62.115.252.56, 80.239.137.145, 62.115.252.75, 62.115.252.57","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.charleston.cbre.com,"2.23.7.27, 2.23.7.8","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.charlestonwv.cbre.com,"184.51.149.42, 184.51.149.97","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.chicago.cbre.com,"23.213.161.199, 23.213.161.219","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],looplink.cincinnati.cbre.com,"96.16.54.146, 96.16.54.200","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.cleveland.cbre.com,"23.53.43.57, 23.53.43.88, 23.53.42.250","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.columbia.cbre.com,"95.101.111.182, 95.101.111.140","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.commerce.cbre.com,"23.53.43.57, 23.53.42.250","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.dallas.cbre.com,"23.53.43.57, 23.53.42.250","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.dayton.cbre.com,"88.221.24.26, 88.221.24.72","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.dc.cbre.com,"23.213.161.219, 23.213.161.199","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.denver.cbre.com,"23.53.43.57, 23.53.42.250","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.distressed.cbre.com,"80.239.137.161, 80.239.137.145, 80.239.137.138, 62.115.252.75, 62.115.252.56, 80.239.137.169, 62.115.252.66, 62.115.252.25, 62.115.252.57","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.elpaso.cbre.com,"2.23.7.27, 2.23.7.8","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.fresno.cbre.com,"23.213.161.199, 23.213.161.219","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.glendale.cbre.com,"23.213.161.199, 23.213.161.219","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.greensboro.cbre.com,"173.222.106.175, 173.222.106.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.greenville.cbre.com,"173.222.106.182, 173.222.106.175","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.grossman.cbre.com,"95.101.111.171, 95.101.111.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.harrisburg.cbre.com,"95.101.111.140, 95.101.111.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.houston.cbre.com,"23.213.161.219, 23.213.161.199","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.indianapolis.cbre.com,"96.16.54.200, 96.16.54.146","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.jacksonville.cbre.com,"2.20.142.121, 2.20.142.106","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.kansascity.cbre.com,"2.20.142.121, 2.20.142.106","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.longisland.cbre.com,"62.115.252.57, 62.115.252.50, 80.239.137.138, 62.115.252.75, 62.115.252.74","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.madison.cbre.com,,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.martingr.cbre.com,"2.23.7.27, 2.23.7.8","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.mega.cbre.com,"23.213.161.199, 23.213.161.219","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.memphis.cbre.com,,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.minneapolis.cbre.com,"2.16.187.59, 2.16.187.34","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.nashville.cbre.com,,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.natl.cbre.com,"173.222.106.175, 173.222.106.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.newjersey.cbre.com,"173.222.106.175, 173.222.106.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.newportbeach.cbre.com,"95.101.111.140, 95.101.111.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.norfolk.cbre.com,"95.101.111.171, 95.101.111.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.nyc.cbre.com,"96.16.54.200, 96.16.54.146","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.oakland.cbre.com,,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.ok.cbre.com,"2.20.142.121, 2.20.142.106","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.ontario.cbre.com,"2.20.142.121, 2.20.142.106","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.orlando.cbre.com,"184.51.149.42, 184.51.149.97","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.paloalto.cbre.com,"23.213.161.199, 23.213.161.219","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.pcg.cbre.com,"2.20.142.106, 2.20.142.121","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.philadelphia.cbre.com,"23.213.161.219, 23.213.161.199","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.phoenix.cbre.com,"23.53.43.57, 23.53.43.88, 23.53.42.250","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.pittsburgh.cbre.com,"23.53.42.250, 23.53.43.57","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.pleasanton.cbre.com,"88.221.24.26, 88.221.24.72","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.portland.cbre.com,"2.16.187.34, 2.16.187.59","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.portsmouth.cbre.com,"2.17.22.19, 2.17.22.27","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.richmond.cbre.com,"62.115.252.57, 62.115.252.75, 62.115.252.56, 80.239.137.161, 80.239.137.138, 80.239.137.169, 62.115.252.66, 80.239.137.145, 62.115.252.25","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.sacramento.cbre.com,"80.239.137.169, 80.239.137.145, 80.239.137.138, 80.239.137.161, 62.115.252.75, 62.115.252.57, 62.115.252.26, 62.115.252.25, 62.115.252.66","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.saintlouis.cbre.com,"23.213.161.199, 23.213.161.219","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.saltlakecity.cbre.com,"23.12.147.6, 23.12.147.13","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.sanantonio.cbre.com,"23.213.161.219, 23.213.161.199","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.sandiego.cbre.com,"23.53.43.57, 23.53.42.250","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.sanjose.cbre.com,"23.53.42.250, 23.53.43.57","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.sfdt.cbre.com,"2.16.187.34, 2.16.187.59","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.soflorida.cbre.com,"173.222.106.175, 173.222.106.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.southbay.cbre.com,"173.222.106.175, 173.222.106.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.southbend.cbre.com,"95.101.111.171, 95.101.111.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.ssg.cbre.com,"23.213.161.199, 23.213.161.219","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.stamford.cbre.com,"23.213.161.219, 23.213.161.199","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.stockton.cbre.com,"23.213.161.219, 23.213.161.199","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.sturges.cbre.com,"23.213.161.199, 23.213.161.219","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.tampa.cbre.com,"2.20.142.121, 2.20.142.106","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.target.cbre.com,"2.20.142.121, 2.20.142.106","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.teamjwmn.cbre.com,"88.221.24.26, 88.221.24.72","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.tpg.cbre.com,"2.17.22.19, 2.17.22.27","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.ventura.cbre.com,"2.16.187.59, 2.16.187.34","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.walnutcreek.cbre.com,"62.115.252.66, 80.239.137.161, 80.239.137.145, 80.239.137.169, 62.115.252.25, 80.239.137.138, 62.115.252.26, 62.115.252.75, 62.115.252.57","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],lsexternalapps.uat.cbre.com,208.68.244.20,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],lyncdiscover.cbre.com,52.112.193.16,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,2603:1027:0:48::21,,,,
[x],lyncmsoffice.cbre.com,208.68.246.36,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],ma.cbre.com,54.93.37.49,"a37026.actonsoftware.com, ci301.actonsoftware.com, adepci1.actonsoftware.com","ns-1205.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],magr01.mydevices.cbre.com,"208.68.245.38, 208.68.247.146",magr01.mydevices.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],magr01.mydevices.glb.cbre.com,,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],magr01.uatdevices.cbre.com,"208.68.245.54, 208.68.247.69",magr01.uatdevices.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,"glb1.cbre.com, glb2.cbre.com",,,,,
[x],magr01.uatdevices.glb.cbre.com,"208.68.247.69, 208.68.245.54",,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],mailcan.cbre.com,216.191.216.196,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],maintenance.cbre.com,208.68.245.44,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],map.cbre.com,208.68.247.58,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mapapps.cbre.com,208.68.246.38,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mapappsuat.cbre.com,208.68.247.163,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],maple.cbre.com,208.68.247.159,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mapping.cbre.com,45.223.164.170,qebuaxv.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],mapsuat.cbre.com,20.96.92.45,li-uat-appgtw.eastus2.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],marketing.cbre.com,40.76.210.54,"mktftpsvr.azurewebsites.net, waws-prod-blu-025.sip.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],marketing.trammellcrow.com,40.76.210.54,"trammelcrow.azurewebsites.net, waws-prod-blu-025.sip.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],marketinsights-dev.cbre.com,"104.18.20.118, 104.18.21.118",marketinsights-dev.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1476, 2606:4700::6812:1576",,,,
[x],marketinsights-uat.cbre.com,"104.18.20.118, 104.18.21.118",marketinsights-uat.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1476, 2606:4700::6812:1576",,,,
[x],marketinsights.cbre.com,"104.18.21.118, 104.18.20.118",marketinsights.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1576, 2606:4700::6812:1476",,,,
[x],marketinsightsapi-dev.cbre.com,40.65.245.73,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,True,azure,,,,,,
[x],marketinsightsapi-uat.cbre.com,20.36.236.74,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,True,azure,,,,,,
[x],marketinsightsapi.cbre.com,52.249.60.1,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,True,azure,,,,,,
[x],marketiq-staging.cbre.com,208.68.247.27,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],marketiq.cbre.com,208.68.247.27,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],marketrentcycle.cbre.com,20.10.162.75,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],marketrentcycleapi.cbre.com,20.10.162.75,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],merge.locator.cbre.com,20.119.8.32,"mergeealocator.azurewebsites.net, waws-prod-blu-401.sip.azurewebsites.windows.net, waws-prod-blu-401-891a.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],metrics.trammellcrow.com,"63.140.38.226, 63.140.38.163, 63.140.38.151, 63.140.38.117, 63.140.38.120, 63.140.38.15, 63.140.38.104, 63.140.38.100, 63.140.38.128, 63.140.38.229",trammellcrow.com.122.2o7.net,"ns201.adobe.net, dnsadmin.omniture.com",NOERROR,,,,,,,,
[x],metview.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mexico.preview.cbre.com,20.105.224.7,"www.cbre.trafficmanager.net, cbre-prod-westeurope-cd.azurewebsites.net, waws-prod-am2-545.sip.azurewebsites.windows.net, waws-prod-am2-545-94bc.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],miq.cbre.com,"52.70.175.191, 44.211.21.122, 52.72.159.250",miq-prod-fe-1287243363.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],mktgdocs.cbre.com,"104.18.20.118, 104.18.21.118",mktgdocs.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1576, 2606:4700::6812:1476",,,,
[x],mobicontrol.cbre.com,208.68.246.219,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mobile-bff-dev.smartfm.cbre.com,20.221.91.221,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mobile-bff-qa.smartfm.cbre.com,20.221.91.221,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mobile-bff-uat.smartfm.cbre.com,20.221.91.221,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mobile-bff.smartfm.cbre.com,45.223.167.4,7pi6ib7.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],mos.cbre.com,208.68.246.161,fastmap.cbre.com,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mrimt2.cbre.com,208.68.244.20,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mriweb.glb.cbre.com,208.68.246.52,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],mriwebapi.cbre.com,208.68.247.142,mriwebapi.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],mriwebapi.glb.cbre.com,208.68.247.142,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],mriwebdr.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mrscdc.cbre.com,208.68.247.201,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],mrsrom.cbre.com,208.68.247.202,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],mta-sts.journal-cbre-com.mail.protection.outlook.com.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],my.cbre.com,208.68.247.43,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],my.trammellcrow.com,208.68.244.127,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],myaccess-dev.cbre.com,45.223.164.170,3xsijit.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],myaccess-uat.cbre.com,45.223.164.170,jiiltyy.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],myaccess.cbre.com,45.223.164.170,o7r5lvf.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],myaccount.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],myapps.cbre.com,208.68.247.33,myapps.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
