input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,tech_,cdn_name,cdn,final_url,csp_domains_
prototype-internal-staging.airbnb.com,Sign in - Google Accounts,200,587715,443,https://prototype-internal-staging.airbnb.com:443,https,ESF,text/html,GET,34.120.23.133,/,-338483208,2600:1901:0:7a6a::,46,False,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,HTTP/3,google,True,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue%2526hd%253Dairbedandbreakfast.com&dsh=S-1308085775%3A1683920922508431&client_id=1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com&code_challenge=6tngxYGLGfvS2vk0TzKGfptLy_0g5h2RavPiC03ra_U&code_challenge_method=S256&hd=airbedandbreakfast.com&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEgbrUbn5cZ1Lt4dfES_R1qbVStv3d8yK2w5jpZTmT45fpDBlGYA-W8pDalfSRlKCUqOkmWuiTnchIkuWWadqDCJ1MGfmM3ikHfnDxzF1bm1kWHFX8Di9AL66SiWSiOP-SjkC4XLKI3NgIQ33YMY0LVLXaKlASr4ELVvooUweomPlO7OpfQ4QrhKiUm8cf4EcDAfl07Q2Qnz-wFazzC8NNjz2Cxf0g45LmtDqhcPXvoCo8pOAuQAegZoJfWpDk8YU5m6A4fF1xeytXeDjNkhDtEj55Zjk3rG3wZmso0m1cBxDC7nDc4jv2JtYGkZbNapsxqC9yk49ZfINlPS9NGinNMQsrGImESnSn2jpIMgr76FnZN43TyWvhgGeXmSGraXqdNA1kW66ooPlm6jZJdo_NNRG9TQJhvzWIH1PtUG70aNy7s_hMoS5wq-4xW27bsSFqbH2vDYcTWgIpebgm33JOhxrK5xT_GjvromIQivrDaAycMkvnZz1FXjLBnATO92jRkZWV633QDUCzSakbhnH04RCkyP_ztDpevmGl-zmJXobmo2zok0oL1diAxVpRD6m1x4LyzLycflZMs01bN3sGTS00vR7oV0obtHKU9QDNobZfsHuYqqFHwy6mE2eLagrYBT6d8aiSkQ9ybq0iFIlZQEPEVoEBBL9Obghyu0lx8eePvmEmXLN990oEVCuvZtH6naZoMCD7TMCpLL6gbyZzqR6efGgQ5GAcPxvkhcQLWD6dz8ko1PAhbHduoTTasKrdwRuuAFqCRrmlrfWIZ7zTSsTZEj46UFe9_Q4S513_ZCz1J9VKNQpPFIEPgCWZzdkLCQBeR67EfA5Wf1OnfBxbV_4uaYYrSugJpsZLpnCGMcgx6S--_ToxGasMR2AvshSAKPMDn0hdvurfADxkoUwbn1rZ1UXLn2sLQpnIEeRTDmFdUM35JmIHdSWvX7KPEV6rweIfvE06lPPM0cRz59eKzAW3G88FkSGJj1UbshPBzVhUglD1O3vZIWHzGvBrcmDqayjkXym49ItGpV1fbgouk59-gvMj45xG4IGGWqbckY2G7Ql_epg1aCwRZijml-HBHtxkKwfEk0V_sZQ&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hANYgp35G7GUqyV2YvohZRKQy7Ikykxc8rumgouEPEiwWgCGNwliFqOcvqCIZc0m8I97xzXUeQnds768yLGLvKptsj_9IGm6Q-OEHeCnIiNYBHUgqfonIXA0fU-KxfvoGtNCz5onXjNWh8XL0SeNsucJouIHxA-zQNBwU82dOnIKlX8TxFlc6KUnQpjpqDjWxa2v8GHPiyiLzaTL48nYQ_3KQ8i-viNyXa8e18IoJmFQDlKryOlezjKZT8QLbvD0Gt-M9ryRr7Xw1vIShEvPTuAoGtK0Ev0nz4BbktToClZQJPPaYRX6YgLXhkxqb3Buyp_yUVtQyGIa1k5p8OEofJY50m3ZgatTje_LUaRdQQiQLUkCuR6Y-HxqV9jpM7K4LZKOiJJDz3ekyvndo6dE81dsfeYiXEXi0ek-rM5Gre-F4kYSx9huXE-DR5OZTWEOoVUxL9uZWpOfyPMAjlNMiwO0AqC5Xw%26as%3DS-1308085775%253A1683920922508431%26client_id%3D1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcc3OXkjJB04zFPD_O3vu-W28hrXq7mhcYmuWnCqnlf90SUopkkVZjVMPR6Hn70vZ4Hd8bIqoVWfrBOp7g_yR6NxKmIK7Q,https://apis.google.com
prototype-internal.airbnb.com,Sign in - Google Accounts,200,625152,443,https://prototype-internal.airbnb.com:443,https,ESF,text/html,GET,34.120.23.133,/,-1237022151,2600:1901:0:7a6a::,53,False,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,HTTP/3,google,True,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue%2526hd%253Dairbedandbreakfast.com&dsh=S-66853647%3A1683920922507171&client_id=1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com&code_challenge=ONmT8NnhFUHxjmmjzHzns0qM29xOtoFwEgYKbBf24D4&code_challenge_method=S256&hd=airbedandbreakfast.com&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEIZKQ8T2riZno3tMwDD1RgR498PWinsgL-j_KR_vPSmTH4zsOGI7XtQcg5-uxzwdNWGvadezWudsGnBlOgHRMwGgkmoWTQgpj-zWzP62m-s9QsLJNrH7DjGEIJwfpxV8xaX7qJnIPOambqpbfkIii7kWeLoxRppYIar3FU7nTJ15nfoVvTX-eytr0bnUjAOracBHlfVIs7lzg9ZmkqHL5jfzwJAYxXO0HRqMxtfIFl6bswWQup9fCoCQiB1iWPYLN-zwpLrNbsce4yhVlbOGhuWaum9pj90ozCVqX5PLconNi08hushP9KQCp_EzxOpGJK7aab5vGyE5iqrYTZZndYJZJzdcA41K0OVoPpoNgiBvpperH68LLTFPw6XFdUCtvJ2sHaMW6Qi1eOSNA0ZrTFS5L6pq3mV3aOO0Qt4pQS46M4-YL_FGjkYjQwoZ244Do9xaUTAMXH97DexKvRlE8FQOxkgedIq56KiBKGkmp22qtaDdBuo89PTbxFY_2LeZXzAiU4qtaNNgHYON1jnInJBAfgGA-wBKj2GxfqFSHC_DjUVuGy1zLjsOV4IuYxN6V-6TsZ_3K4a9CBHX_vM3i9e2gJvz7JOkBhbma8KPHfKGa7Ju03jhHhlRTpSizyihEAp1Mf0iTmBeb-EcbJEojtE6CKbj-w2qIeUpupLJSWWXOMHHp5oUS7oyRHWoSILhgJC8RaCluyGLOOLWleuLOOoUuPYS80dOIYyiheqm0gTETSY-EDZDWadqRjL_2TWLblqwNiCWs_-_bhhTjij15yc8S5Vv6rv-NYBbMSlJsxRYI04E_V38CpHKAmdcbokwfudyxxMAnPHLLol-21lYb6u8es4aiHdOXqCC0KWFTVXc1DbgBPeYnpzODrzGzvnxS-P8vzFvP8yiOLsaHaOl3vem1i8biQKjEbuaSDnqTY9_DeqkzbRhCYKLWUODzTfS2nuldZOyt5HBWRWztFGXAb6n4U_4z66xut01cYyn6odN8INIEvp2611wah-Xf3c9hCHZYjSK_3vSdEKSU5ErnUPX-6jhutW7USwMuvkkzler5NgPCtog&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAMWxDyj7BVIDevQVy8NFj1QZG5kMTSZhwbHestrQvNe58W5LqdMLTznnAyCs39YohgQpGYQdxyBKYCc2JU-jLZY0adPytiJfJuPFvhSYuVq2yY3XG1ZdW7152NwY3QP46Bwl-e67ROyIqU2CS1PsKy6th6TZBGHYfSt_LD5DAB9k9DBpBNJ2TZ7P-fB_TgJQtGFowIgX6-RiLEoHglN5ltmfJUcFVHWuJsRAALKrvhdTqTil_kuBpTTx6-J_XqIi17M6ltQIBPZivxk3QBh3zHNDLRKQJxQvrgs0RNVqwFF4FUkU62H6Mj-9ZDSzHlgDN9_TLBN2f4fZljf9oXQ75vyLtUgsbFNySwy3OA5SoJO9R0xUNK2RH9oNfKHBlFJiBMn_cxeRWIePYCtxgICv6H4JxD03xa5olWT7bI4UtXJAYMGh8DHcwk7yDXUTynvUoY-8knhCYejhOqNrU3fMnZQTAhtdg%26as%3DS-66853647%253A1683920922507171%26client_id%3D1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcclRHV9uF1QkIQ_A4hkH3UL_o2mLLWTuPxze9YPSAt5vlgOs8cLEeRPKPb2kVQSOj7ErmTiE_gf6axmkM1AiH_smE4SxA,http:
prototype.admin-lite.airbnb.com,Sign in - Google Accounts,200,586749,443,https://prototype.admin-lite.airbnb.com:443,https,ESF,text/html,GET,34.120.23.133,/,-1983891570,2600:1901:0:7a6a::,46,False,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,HTTP/3,google,True,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue%2526hd%253Dairbedandbreakfast.com&dsh=S922818665%3A1683920922468948&client_id=1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com&code_challenge=5eQ6eMgDMS6bRDGM_psO410eyf16AkgPT58deHwn-X4&code_challenge_method=S256&hd=airbedandbreakfast.com&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEuDg42dIvxz-msGtr3D5DGXYdI_JZvESQZF7eHhBPGvDaV1fObQqFkrqeyE17WhvcNK7ZU9pIZgE4UknIl4RXN18k_6IUjom8cnMz_0mO1Wk7_qsWelrwF5Huz2197Zpiu_mAiAxJwnBYctoXQKZB1TYeaVJqIos1mQ4negQazhq5_c1otvwvwglaTgksg7TRIfz_d6RjAm8fUBdBpjiyfXRcruRd8CNS8k1S4115EMEVxO7NjXbdIqWoaEvrhBZUz_SoQ_4geqVA2v4oKAls_cNRaDD3WpIyAdn6PlxOCVGhr2HzsIpQo5JGzfFDdKOss6qUHrx07jR0tpU7Aa3c9iV6l8UWjkxvMb-QwMZ9xGSmM5WrU1IDGx9GWa4w4XSDx7qUA48uo0a9tyRl_nDv1bU8AosPWrsB1F3v2KPO4L6U4xZZ13pwv-cOd_ImMlp5-bkGG6keC448FP3ijcNRS9HK0zCrPztjHINkI976ODQMGWnP8qyJJw9ZCbADmcd6tPCxXTZ6XKwLs4Ccb1lt9RYvqIouYBV1ws27yW8Y276ZrcvShoY53DruB3LKmD4xOf6rDmEaDk0qyPUBjpZwLKLstUw3gC_XbsPID2BwTYorArlBhPjeXCKyP6DGbbJPAN9q8joHZkja99IdI4TYppZ2u0I8Vpns_lD0ks4wtY1Xi6Oiopo9m5_hQcy2JztypZfk29oD227jwOd5BYPzFaMGReZY2e8K5Ea9BB10O_nRv1Ivce5IoxYp6_D_uORkPKI88MuyCAQ0iJ000yf52RV_ZqjhA5a-YfQMG2QkhH3QtTWsKe4u8tNIPZ7seOMxcMBhIubl2_h6kys0KDLHfAX5p2RjDPJWXPXXgqrIWyRxl6fEdi5FuoRps_QereQUQi3gU6q9znrpggPILiyuPUeNT1DkoOckGm05awATTc0p2dlaTkALisqKTCTBov0EZLeh4xHcnJv6rNpza6VVdLGwYEhXzPlkkKCykerfwJ3R9qU_CFyInQZXZww_iC8zMi1AsuJhS8Pca57lG6BGKqkVv6XlD74VJzaS-6nRh6LAFX6te-7yDGnUXQ&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAO3F5OMWXY5qmaQUXUjL9QE7ocGa1cvnuADSZ9Hw0Bk93CpV25rkLo_TobviRxdC1OgWYqkSkEYzIvomdbt4CJvJMlJwXT_J09VAii-TINgrQysez3WCfrGJPYYpsOvezFbz2Du3zUeT7SrZAtwe6JfP8RTN_ABR-P6gsNU80AvFwfHrMSLB8odAiIrH7bEFJraD1D7asSMhYgdZWycYYp273XSHOW2p3Y3x2G6Z6JKOmJ6jnDXrKBqA1otdLsYPUtBFUhNw0efj2LeYQ5PvEiWK8XY4V2w8sTZ1h6CYTxeX3OTNVgUQPGWkludLhnK6hQPJuvcAte9cM4362S127izRsKlptWtWouro36nUGwS7TOwXYMC_0Jd73sQgaRWkNOQWmqUhkV-a2Lk3ia6OzNy9HUjmWmdcE5x4b8QBvAHm9j4LEYFPkEnCbYxwFZRLSJp2TmEqedagbNk6qz6NXhu89bVVA%26as%3DS922818665%253A1683920922468948%26client_id%3D1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcefmX3hHTq4ZRIjwxtmxCBkqo48UE6fXY-cR-zArZhC6KKNd4j9B2Cua23LbMwXKCLmADkYk3fIejmi8trOSgZN9HJ8EA,
prototype.admin.airbnb.com,Anmelden – Google Konten,200,96318,443,https://prototype.admin.airbnb.com:443,https,GSE,text/html,GET,34.120.23.133,/,1251023011,2600:1901:0:7a6a::,1494,False,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,OpenGSE,google,True,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAMm4RvoHBOHiN3Dn_mcAd1UP8VLul2BPnlaadAbMWHJ-3ZUb6HC00ajF0nw3f27AFYY3k29U_nSil0-O5DRykZQLAU6bzmbKR9o_kSmku2-cQTxLBT9UoI7s-2jBSfVz5ASKRulRKz7IavycUjf2Gm5M-BPvrzaxxwx6x2D0eSGFlvZ3-gyj_sJ0VkvuY0FnHa1HpNHKY1MYrTywCdEASJcoy-30VSIP8I9gv0a6k1s3mAOSrilrzJj0RVAP8uX0XDwv_X1CHSsh0DHCyuP_yjvyN4gWHdYQP393-HQQ3kmP3Pq_lxit_jAtA7WwJgB2iOHP5di9VqnCRu8tORt2zLs-3OAPQaG1LaY86KBled_xchSKrFLy2sBAwQYE-hdl3tPAmuUqom4dB_WQ1WyRgM4Ipm6T-meLZiCXMz17-excsmW2rgji0gXzvysWUg3qsKbtimLeqKJKentOsPp53VnLZdeUw%26as%3DS1509982080%253A1683920922938888%26client_id%3D1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneFj8WjF3Y5fI-BYX8mcXBoJqLRnL4THBSPQ1u8mUb9uJYAdXEmyflQSn-2Z4SPHZNVxrYgrqQ,
provider.urbandoor.com,Access Denied,403,281,443,https://provider.urbandoor.com:443,https,AkamaiGHost,text/html,GET,35.168.81.148,/,966270268,3.233.243.72,10,False,www.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T00:00:00Z,2024-03-15T23:59:59Z,"CN=www.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",www.airbnb.com,"Airbnb, Inc.",a0.muscache.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12cc9ad7b7662f3e7233c447526be4b2,b41e317e5b0e572d1a58e8d541d80b5636811fd4203bf64748e64700bd73f959,,ctls,www.airbnb.com,HTTP/3,,,https://www.airbnb.com:443/d/host_pro,
provincial.next.airbnb.com,Invalid URL,400,208,443,https://provincial.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,1977290671,2.16.187.115,8,False,provincial.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,provincial.next.airbnb.com,,,,,
proxy.next.airbnb.com,Invalid URL,400,208,443,https://proxy.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,-1599126462,2.16.187.115,8,False,proxy.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,proxy.next.airbnb.com,,,,,
pt.airbnb.com,Access Denied,403,263,443,https://pt.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.36.219,/,831166119,104.126.36.251,10,False,pt.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,pt.airbnb.com,HTTP/3,,,,
publicpolicy.airbnb.com,Access Denied,403,272,443,https://publicpolicy.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.36.251,/,1473413319,104.126.36.219,10,False,publicpolicy.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,publicpolicy.airbnb.com,HTTP/3,,,,
publishing-catalog.next.airbnb.com,Invalid URL,400,208,443,https://publishing-catalog.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,-2102435558,2.16.187.115,8,False,publishing-catalog.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,publishing-catalog.next.airbnb.com,,,,,
publishing-preview.next.airbnb.com,Invalid URL,400,208,443,https://publishing-preview.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.36.251,/,-1828426772,104.126.36.219,8,False,publishing-preview.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,publishing-preview.next.airbnb.com,,,,,
python.blast2s.next.airbnb.com,Invalid URL,400,208,80,http://python.blast2s.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,2.16.187.11,/,188130904,2.16.187.115,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
q.next.airbnb.com,Invalid URL,400,208,443,https://q.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,1815400624,2.16.187.115,8,False,q.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,q.next.airbnb.com,,,,,
quantumleben4.next.airbnb.com,Invalid URL,400,208,443,https://quantumleben4.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.158,/,1781819369,95.101.111.163,8,False,quantumleben4.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,quantumleben4.next.airbnb.com,,,,,
r-viallet1.pictures.next.airbnb.com,Invalid URL,400,209,80,http://r-viallet1.pictures.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,104.126.36.219,/,-776290469,104.126.36.251,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
r.airbnb.com,,200,7405,80,http://r.airbnb.com:80,http,openresty,text/html,GET,3.219.98.98,/,-1739567957,34.195.166.128,254,False,bnc.lt,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-24T00:00:00Z,2024-01-12T23:59:59Z,CN=bnc.lt,bnc.lt,,*.bnc.lt,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,028244231ceab287842849eb163d9e83,10d4a137f8ffcbf7acb5dbe9318b68cb4c8e4be8b3045d0c801505f05c718b5d,True,ctls,bnc.lt,OpenResty,,,https://bnc.lt/EVmg/PtxCkNfk5t,
rabin.dev.next.airbnb.com,Invalid URL,400,208,80,http://rabin.dev.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,104.126.36.251,/,-2144851621,104.126.36.219,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
raffles1.inswww.next.airbnb.com,Invalid URL,400,208,80,http://raffles1.inswww.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.163,/,-501977357,95.101.111.158,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
rage.1.next.airbnb.com,Invalid URL,400,209,80,http://rage.1.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,104.126.36.219,/,970471590,104.126.36.251,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
rainbownature.optustvnow.next.airbnb.com,Invalid URL,400,208,80,http://rainbownature.optustvnow.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.163,/,-337860379,95.101.111.158,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
ran.next.airbnb.com,Invalid URL,400,208,443,https://ran.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.163,/,2098868873,95.101.111.158,8,False,ran.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,ran.next.airbnb.com,,,,,
