input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,csp_domains_,tls_mismatched,tls_wildcard_certificate,location,tls_expired
mitid-broker.danskebank.com,MitID,200,3151,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,mitid-broker.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-12T21:32:25Z,2023-06-07T12:06:17Z,"CN=mitid-broker.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",mitid-broker.danskebank.com,Danske Bank A/S,rd.mitid.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,45ccabd4f907e75cb6d7fe33510caf3c,90c17415ed54b562aa44cc0cd8c88683d5c5c384265e8b34810e9c3f7cca3581,ctls,mitid-broker.danskebank.com,80,http://mitid-broker.danskebank.com:80,http,nginx/1.20.1,text/html,GET,212.93.38.107,/,-1081374000,212.93.47.107,Nginx:1.20.1,56,False,,,https://mitid-broker.danskebank.com/,https://*.nordania.dk,,,,
mobil.danskebank.dk,403 Forbidden,403,202,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,mobil.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:52:02Z,2023-12-20T00:48:11Z,"CN=www.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskebank.dk,Danske Bank A/S,danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8704da61182f9ccf1ec3f357ec13a696,08051388ccbef16e044b37c6195186e873cde12ace62fed5a640c15908445482,ctls,mobil.danskebank.dk,443,https://mobil.danskebank.dk:443,https,,text/html,GET,212.93.47.26,/,-366337701,212.93.38.26,HSTS,9,False,,,,,,,,
mobilepaypos.danskebank.dk,,404,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,,,,,,,,,,,,,,,,,,,80,http://mobilepaypos.danskebank.dk:80,http,,,GET,212.93.59.150,/,-1840324437,212.93.61.150,,1,False,,,,,,,,
mobilepaypos2.danskebank.dk,,404,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,mobilepaypos2.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T23:47:04Z,2024-04-13T23:27:18Z,"CN=sandprod-beta-admin.mobilepay.fi, O=MobilePay A/S, L=Copenhagen, ST=Copenhagen, C=DK",sandprod-beta-admin.mobilepay.fi,MobilePay A/S,sandprod-beta-admin.mobilepay.fi,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,17b820ea94fdd95f23149be752b2496e,a013a7763ab60d10c38cc59bb93e74042e875c048609621c74629c92391e159f,ctls,mobilepaypos2.danskebank.dk,443,https://mobilepaypos2.danskebank.dk:443,https,,,GET,212.93.59.164,/,-1840324437,212.93.61.164,,1,False,,,,,True,,,
mobilepayws.danskebank.dk,,404,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,mobilepayws.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T16:12:02Z,2024-03-23T16:05:06Z,"CN=my.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",my.danskebank.dk,Danske Bank A/S,my.danskebank.se,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8da9c3eb3c0805b8db700e606b4f175c,8aded78e9ad2b64525b269e5dfeb407f29f8fdbf80cfefe5c54e666e2dd25f2b,ctls,mobilepayws.danskebank.dk,443,https://mobilepayws.danskebank.dk:443,https,,,GET,212.93.61.31,/,-1840324437,212.93.59.31,,1,False,,,,,True,,,
mobiltdankort.danskebank.dk,Danske Bank,404,1112,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,mobiltdankort.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-13T20:52:02Z,2023-10-15T20:30:19Z,"CN=mobiltdankort.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",mobiltdankort.danskebank.dk,Danske Bank A/S,mobiltdankort.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0c9e4d2f7ff2381d6759b1210aa50c8b,b95e0cc97118cc1ac93e01b4b3a7c9628b64ac8324627b7dd7d87141d3d13d9f,ctls,mobiltdankort.danskebank.dk,443,https://mobiltdankort.danskebank.dk:443,https,,text/html,GET,212.93.59.69,/,690093196,212.93.61.69,Microsoft ASP.NET,26,False,,,,,,,,
myprofile.danskebank.dk,My Business Profile | Danske Bank,200,6529,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,myprofile.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-25T03:17:02Z,2023-10-27T03:01:03Z,"CN=myprofile.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",myprofile.danskebank.dk,Danske Bank A/S,myprofile.danskebank.se,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,08137d5fd18e57bcb7569406369c19c3,417de45ad9bf4f7dbd89f1779e636933fe91e9c5c912ec524314d70197a0639b,ctls,myprofile.danskebank.dk,443,https://myprofile.danskebank.dk:443,https,nginx,text/html,GET,212.93.38.54,/,113326709,212.93.47.54,Nginx,82,False,,,,,,,,
netbank2.danskebank.dk,Privatkunde | Danske Bank,200,214656,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T01:12:09Z,2023-12-20T00:48:11Z,"CN=www.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskebank.dk,Danske Bank A/S,danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,cbeb8243ade727e582bd900c7ba025c1,c843d43f2e9238d631c479917465182e747106cb68b8aefa8f05a6e40823b7c5,ctls,danskebank.dk,443,https://netbank2.danskebank.dk:443,https,,text/html,GET,212.93.59.70,/,-1004515962,212.93.61.70,ZURB Foundation,2870,False,,,https://danskebank.dk/privat,*.demdex.net,,,,
new-customer.danskebank.dk,,200,1715,AS397223,ULTRADNS,US,204.74.99.0/24,ny-kunde.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T18:17:05Z,2024-02-04T17:59:02Z,"CN=ny-kunde.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",ny-kunde.danskebank.dk,Danske Bank A/S,uusi-asiakas.danskebank.fi,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e7ea87eec232189ef5fc86f117e9f36f,8a9fb3d445ae4fda312042a55fddc9fd3a7b7071462cb3030c2d8d9dd5824d35,ctls,ny-kunde.danskebank.dk,80,http://new-customer.danskebank.dk:80,http,nginx,text/html,GET,204.74.99.100,/,862293206,204.74.99.100,Nginx,1,False,,,https://ny-kunde.danskebank.dk/,,,,,
news.danskebank.dk,APSIS Pro,200,20223,AS39921,"DE-RACKSPACE Frankfurt, Germany",GB,159.135.128.0/18,news.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-01-05T13:56:05Z,2024-02-06T13:56:04Z,"CN=news.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",news.danskebank.dk,Danske Bank A/S,tr.news.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,babcc48147230ac95069a9d45fdeb2f5,628d0bd3d7e7c68a5e7ef16648f5fc3c168652950f35ea6e3e3095ac1929cc2d,ctls,news.danskebank.dk,443,https://news.danskebank.dk:443,https,,text/html,GET,159.135.149.37,/,1225624694,159.135.149.37,Font Awesome,207,False,,,,,,,,
nordania.danskebank.dk,Nordania Finans - Online Kreditansøgning,200,664,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,nordania.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-07T22:07:02Z,2023-10-09T22:06:03Z,"CN=nordania.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",nordania.danskebank.dk,Danske Bank A/S,nordania.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,fd2315bbf03f97fa13d5b8a04443e27f,34781fbbc43965f04c0e827a64c5269dc1981aeef602740868441534512b8781,ctls,nordania.danskebank.dk,443,https://nordania.danskebank.dk:443,https,Kestrel,text/html,GET,212.93.47.53,/,674446510,212.93.38.53,Microsoft ASP.NET,2,False,,,,,,,,
ny-kunde.danskebank.dk,,200,1715,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,ny-kunde.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T18:17:05Z,2024-02-04T17:59:02Z,"CN=ny-kunde.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",ny-kunde.danskebank.dk,Danske Bank A/S,uusi-asiakas.danskebank.fi,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e7ea87eec232189ef5fc86f117e9f36f,8a9fb3d445ae4fda312042a55fddc9fd3a7b7071462cb3030c2d8d9dd5824d35,ctls,ny-kunde.danskebank.dk,443,https://ny-kunde.danskebank.dk:443,https,nginx,text/html,GET,212.93.38.129,/,862293206,212.93.47.129,Nginx,1,False,,,,,,,,
obp-data-az23.danskebank.com,,404,96,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,obp-data-az23.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:52:11Z,2024-03-25T00:35:13Z,"CN=obp-data.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",obp-data.danskebank.com,Danske Bank A/S,obp-data-az23.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e497ea4777deb8fe227ca14721d3e6bb,bcd73130b9e026a5a06bdb357271f679b24d74da0854ab1505269f1f6c18712d,ctls,obp-data-az23.danskebank.com,443,https://obp-data-az23.danskebank.com:443,https,,application/json,GET,212.93.59.189,/,-1899679540,212.93.61.189,IBM DataPower,1,False,,,,,,,,
obp-web.danskebank.com,,403,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,obp-web.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-06T04:37:05Z,2024-02-07T04:18:05Z,"CN=obp-web.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",obp-web.danskebank.com,Danske Bank A/S,obp-web.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7ce5c24acfc0157902d3cdedc2c796de,03da90451b47960145f5c65af5451dc82aa41d472e126916a9391c7bdb6719e8,ctls,obp-web.danskebank.com,443,https://obp-web.danskebank.com:443,https,nginx/1.21.6,,GET,212.93.59.2,/,-1741383181,212.93.61.2,Nginx:1.21.6,1,False,,,,,,,,
onetrader.danskebank.com,Danske Bank Group,404,1165,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,onetrader.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T17:42:11Z,2024-03-23T17:20:02Z,"CN=onetrader.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",onetrader.danskebank.com,Danske Bank A/S,onetrader.danskebank.se,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a0e98aacefea65e16ddbab65b787a5f6,eb49eb0da9480c7aae147548f3e06ba098f10cb1e226430d6757219e923d74a1,ctls,onetrader.danskebank.com,443,https://onetrader.danskebank.com:443,https,Microsoft-IIS/10.0,text/html,GET,212.93.59.169,/,758975187,212.93.61.169,Windows Server,26,False,,,,,,,,
onetrader.danskebank.dk,Danske Bank,404,1112,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,onetrader.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T17:37:12Z,2024-03-23T17:20:02Z,"CN=onetrader.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",onetrader.danskebank.com,Danske Bank A/S,onetrader.danskebank.se,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,730e820c5750ccc9b8e9b808f3206af4,482f35dd3e6bf6ee677156f675eed582ab2e17a342a21676350a4cb0c7be7270,ctls,onetrader.danskebank.dk,443,https://onetrader.danskebank.dk:443,https,Microsoft-IIS/10.0,text/html,GET,212.93.59.169,/,690093196,212.93.61.169,Windows Server,26,False,,,,,,,,
oos-sf.danskebank.com,404 - File or directory not found.,404,1245,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,185.218.228.0/22,oos-sf.danskebank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-26T07:31:02Z,2023-11-27T07:31:01Z,"CN=oos-sf.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",oos-sf.danskebank.com,Danske Bank A/S,oos-sf.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b54a10d8a2a2823ed32a1d577ba2a3fc,5efc6917edaf5bd8e32f15f168e39409e66719900f80a24fbcba1e0cc690adf3,ctls,oos-sf.danskebank.com,443,https://oos-sf.danskebank.com:443,https,,text/html,GET,185.218.228.33,/,1631801191,185.218.228.33,Microsoft ASP.NET:4.0.30319,30,False,,,,,,,,
openbanking.danskebank.com,Danske Bank Open Banking,200,79920,AS397223,ULTRADNS,US,204.74.99.0/24,danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-17T19:27:07Z,2023-12-19T19:14:37Z,"CN=www.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskebank.com,Danske Bank A/S,danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2e772f59fca0c792b15298f36076f8c8,e543690c445f715736ad4ead97759143670899ca6a1da831eb0fa14d79ad7fd5,ctls,danskebank.com,80,http://openbanking.danskebank.com:80,http,,text/html,GET,204.74.99.100,/,-1813150248,204.74.99.100,Vue.js,941,False,,,https://danskebank.com/openbanking,*.qbrick.com,,,,
priips.danskebank.com,Danske Bank,200,32587,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,priips.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T22:37:09Z,2024-02-27T22:12:49Z,"CN=www.danskeinvest.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskeinvest.com,Danske Bank A/S,danskeinvest.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,da9f1f745fa0a04c834d75e7615e564c,a28d5e8c15f8a526f362db8a29b3e871f89fb9d674534e96cb408a83c9734870,ctls,priips.danskebank.com,443,https://priips.danskebank.com:443,https,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,text/html,GET,212.93.59.225,/,-1004515962,212.93.61.225,ZURB Foundation,726,False,,,https://priips.danskebank.com/w/show_priips.priips?p_nid=135,,,,,
privateapps.danskebank.com,Technical Error,404,1707,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,privateapps.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-15T19:12:05Z,2023-10-17T19:00:21Z,"CN=privateApps.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",privateApps.danskebank.com,Danske Bank A/S,privateApps.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,098caef4fbaebdb4b711e3f57f7cb1df,150273d2d5fc150272fbc7866ae18f1433937ac1b141c93f79603c7bffe2453b,ctls,privateapps.danskebank.com,443,https://privateapps.danskebank.com:443,https,,text/html,GET,212.93.59.77,/,2130752109,212.93.61.77,HSTS,64,False,,,,,,,,
privatebusiness.danskebank.com,Technical Error,404,1707,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,privatebusiness.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-05T21:32:08Z,2023-11-06T21:15:19Z,"CN=privateBusiness.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",privateBusiness.danskebank.com,Danske Bank A/S,privateBusiness.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0cdfbbd362cffdb3f0e8f58de9955715,1430864057a2d233939886a2a3e6191dccf9b071dbb3893fb8b765fe72a84577,ctls,privatebusiness.danskebank.com,80,http://privatebusiness.danskebank.com:80,http,,text/html,GET,212.93.59.51,/,2130752109,212.93.59.51,HSTS,64,False,,,https://privatebusiness.danskebank.com/,,,,,
privatecontact.danskebank.com,Danske Bank Group,404,1165,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,privatecontact.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T19:12:05Z,2023-12-13T19:01:18Z,"CN=privatecontact.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",privatecontact.danskebank.com,Danske Bank A/S,privatecontact17.danskebank.fi,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,27f305c93f4d65c84bcdb9b052313f30,246b983367f232028427d085405145335741b9b8f0aa4edc483d47c87b329295,ctls,privatecontact.danskebank.com,80,http://privatecontact.danskebank.com:80,http,Microsoft-IIS/10.0,text/html,GET,212.93.59.22,/,758975187,212.93.61.22,Windows Server,26,False,,,https://privatecontact.danskebank.com/,,,,,
privatecontact.danskebank.dk,Danske Bank,404,1112,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,privatecontact.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T19:17:05Z,2023-12-13T19:01:18Z,"CN=privatecontact.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",privatecontact.danskebank.com,Danske Bank A/S,privatecontact17.danskebank.fi,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,52ce514ae529cc8623a87f584a621e1e,550dea212e67bd5494d6fa37a7ea45d3ffbcd4c777a6e2eee6f327fe29113d32,ctls,privatecontact.danskebank.dk,443,https://privatecontact.danskebank.dk:443,https,Microsoft-IIS/10.0,text/html,GET,212.93.59.22,/,690093196,212.93.61.22,Windows Server,26,False,,,,,,,,
privatecontact17.danskebank.com,Danske Bank Group,404,1165,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,privatecontact17.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T19:22:02Z,2023-12-13T19:01:18Z,"CN=privatecontact.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",privatecontact.danskebank.com,Danske Bank A/S,privatecontact17.danskebank.fi,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,75aad12b686bd36d350ea1ee7ae8d286,27b866da1425ff5b74bcddd70537bd4bfd04931be3a9d4b448c755036fae5e8e,ctls,privatecontact17.danskebank.com,80,http://privatecontact17.danskebank.com:80,http,Microsoft-IIS/10.0,text/html,GET,212.93.59.22,/,758975187,212.93.61.22,Windows Server,26,False,,,https://privatecontact17.danskebank.com/,,,,,
privatemobilepayservicescert.danskebank.com,,200,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,privatemobilepayservicescert.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T23:37:11Z,2024-03-24T23:18:53Z,"CN=privatemobilepayservicescert.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",privatemobilepayservicescert.danskebank.com,Danske Bank A/S,privatemobilepayservicescert.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e48dfea3bddb9aa4cb54bc8813ef60f7,b94e36096f64f4d5f94ab025b41cf903d134ea442b4dfc696dc9c61f815fa750,ctls,privatemobilepayservicescert.danskebank.com,443,https://privatemobilepayservicescert.danskebank.com:443,https,,,GET,212.93.59.179,/,-1567656939,212.93.61.179,HSTS,1,False,,,,,,,,
privateservice02.danskebank.com,,200,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,privateservice02.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-06T20:12:08Z,2023-11-07T20:10:21Z,"CN=privateservice02.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",privateservice02.danskebank.com,Danske Bank A/S,privateservice02.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8cbef4a7a88a5093cae0c947e867c036,9a37046cdcc63591eadda2f08ef2ad550f2c327d3c23f438b538a8afe0dd7a86,ctls,privateservice02.danskebank.com,443,https://privateservice02.danskebank.com:443,https,,,GET,212.93.61.52,/,758975187,212.93.59.52,HSTS,1,False,,,,,,,,
psd2-api.danskebank.com,,404,97,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,psd2-api.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-08T16:42:05Z,2023-10-10T16:33:11Z,"CN=psd2-api.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",psd2-api.danskebank.com,Danske Bank A/S,psd2-api.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1445c9648531295a0fa6d8a6f50d20b0,8a919378aa5e5224082807d25465b5714112165e4812b525a6b50a9efc34b013,ctls,psd2-api.danskebank.com,443,https://psd2-api.danskebank.com:443,https,,application/json,GET,212.93.47.50,/,382256858,212.93.38.50,IBM DataPower,1,False,,,,,,,,
psd2-mb3.danskebank.com,,500,248,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,psd2-mb3.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-17T03:47:02Z,2024-02-18T03:32:34Z,"CN=obp-auth.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",obp-auth.danskebank.com,Danske Bank A/S,psd2-mb3.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,741b4afd351c30dcec7b9dd05cf09826,9ae0e840ed070478893f9de69770110e07768a2cee15833dd5ea265c73ed28dc,ctls,psd2-mb3.danskebank.com,443,https://psd2-mb3.danskebank.com:443,https,,text/xml,GET,212.93.59.188,/,560744102,212.93.61.188,IBM DataPower,2,False,,,,,,,,
publicapps.danskebank.com,,200,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,publicapps.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-08T03:22:06Z,2023-12-10T03:04:01Z,"CN=publicApps.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",publicApps.danskebank.com,Danske Bank A/S,publicApps.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0b32df1725d8552baaac8b4d60211ef5,7ff5aeefdd727a90ee4e655d7079283f140f2fd718ce2ad3131bf99759367a06,ctls,publicapps.danskebank.com,443,https://publicapps.danskebank.com:443,https,,,GET,212.93.59.156,/,758975187,212.93.61.156,HSTS,1,False,,,,,,,,
publication.danskebank.com,Download Document,200,10500,AS14340,SALESFORCE,US,85.222.140.0/24,publication.danskebank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-13T08:41:10Z,2024-03-16T08:41:09Z,"CN=publication.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",publication.danskebank.com,Danske Bank A/S,watermark.publication.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f70731376ae90ecfc1dd3751b6c2a939,07507491e2d839ca58f72dec64d040c58a7044bdceeb70abb580bb0874f6abf6,ctls,publication.danskebank.com,80,http://publication.danskebank.com:80,http,sfdcedge,text/html,GET,85.222.140.13,/,1433417005,85.222.140.13,Salesforce,249,False,,,https://publication.danskebank.com/,,,,,
