new,host,a,aaaa,cname,soa,caa,status_code,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,txt
[x],sreassist.insights.nutanix.com,"95.101.74.137, 95.101.74.158","2a02:26f0:c900:9::5f65:4a89, 2a02:26f0:c900:9::5f65:4a9e","sreassist.insights.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],sreassist.stage.insights.nutanix.com,"23.61.11.184, 23.61.11.175",,"sreassist-v1.stage.insights.nutanix.com.edgekey.net, e26240.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],ss-us-west-1-lb.xi.nutanix.com,"2.17.100.224, 2.17.100.152","2a02:26f0:ab00::214:8e48, 2a02:26f0:ab00::214:8e70","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],sslvpn.nutanix.com,50.200.179.108,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],st01.xi.nutanix.com,"95.101.74.137, 95.101.74.158","2a02:26f0:c900:9::5f65:4a9e, 2a02:26f0:c900:9::5f65:4a89","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],stage-billing-api.nutanix.com,95.101.45.166,,"stage-billing-api.nutanix.com.edgekey.net, e14191.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],stage-billing-jobs.nutanix.com,104.105.88.220,,"stage-billing-jobs.nutanix.com.edgekey.net, e14191.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],stage-billing.nutanix.com,104.106.224.41,,"stage-billing.nutanix.com.edgekey.net, e14191.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],stage-case-api.nutanix.com,,,stage-case-api.nutanix.com.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",,NOERROR,,,,,,,
[x],stage-download.nutanix.com,"18.66.122.92, 18.66.122.47, 18.66.122.36, 18.66.122.103",,d1sbaqo7hmosu1.cloudfront.net,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-45.awsdns-05.com, ns-658.awsdns-18.net, ns-1347.awsdns-40.org, ns-1924.awsdns-48.co.uk",,,,
[x],stage-feedback-api-green.nutanix.com,104.102.35.93,,"stage-feedback-api-green.nutanix.com.edgekey.net, e9966.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],stage-licensing.nutanix.com,95.101.45.166,"2a02:26f0:1700:1ab::376f, 2a02:26f0:1700:19d::376f","stage-licensing.nutanix.com.edgekey.net, e14191.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],stage-portal.nutanix.com,23.222.46.128,,"stage-portal.nutanix.com.edgekey.net, e9966.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],stage-release-api.nutanix.com,23.222.46.128,,"stage-release-api.nutanix.com.edgekey.net, e9966.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],stage-tenants.nutanix.com,95.101.45.166,,"stage-tenants.nutanix.com.edgekey.net, e14191.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],stage-xi.nutanix.com,"192.146.155.35, 192.146.154.70",,,"ns-503.awsdns-62.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-997.awsdns-60.net, ns-1117.awsdns-11.org, ns-2032.awsdns-62.co.uk, ns-503.awsdns-62.com",,,,
[x],stage-xi.nutanix.com.edgekey.net,"95.101.74.158, 95.101.74.137","2a02:26f0:c900:9::5f65:4a89, 2a02:26f0:c900:9::5f65:4a9e",e26240.dscb.akamaiedge.net,"n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],stage.saas.nutanix.com,,,,"ns-2035.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-852.awsdns-42.net, ns-2035.awsdns-62.co.uk, ns-1046.awsdns-02.org, ns-182.awsdns-22.com",,,,
[x],stage.xi-leap-test-failover.nutanix.com,"10.197.28.16, 10.197.28.166",,,"ns-517.awsdns-00.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1157.awsdns-16.org, ns-1707.awsdns-21.co.uk, ns-80.awsdns-10.com, ns-517.awsdns-00.net",True,"10.197.28.16, 10.197.28.166",,
[x],staging.cloud-internal.nutanix.com,"54.175.76.229, 18.232.224.85, 3.211.135.75",,,"ns-1726.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1178.awsdns-19.org, ns-1726.awsdns-23.co.uk, ns-412.awsdns-51.com, ns-691.awsdns-22.net",,,,
[x],staging.cloud.nutanix.com,23.222.45.209,"2a02:26f0:c900:28b::181c, 2a02:26f0:c900:291::181c","cloud.nutanix.com.edgekey.net, e6172.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],staging.console.nutanix.com,"23.61.11.160, 23.61.11.156","2600:1408:7400::17de:4f8a, 2600:1408:7400::17de:4fc0","staging.console.nutanix.com.edgekey.net, e28941.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],status.nutanix.com,52.215.192.131,,t28j4gy8rckd.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com","globalsign.com;, letsencrypt.org",NOERROR,,,,,,,
[x],support-tools-stage.saas.nutanix.com,"35.169.46.103, 100.25.61.120, 50.16.34.163",,k8s-diamonds-saasdiam-e52f504bd4-1358168915.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],surveys.nutanix.com,"13.110.64.221, 13.110.42.221, 13.110.47.221",,"nutanix.force.com, aka.na204.force.com, na204.force.com, na204-ia5.force.com, na204-ia5.ia5.r.force.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",,NOERROR,,,,,,,
[x],sv2redirect.nutanix.com,,,,,,NOERROR,,,,,,,
[x],sv2sa.nutanix.com,50.200.179.108,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],tableau-salesforce.nutanix.com,192.146.155.199,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-109.awsdns-13.com, ns-1511.awsdns-60.org, ns-1902.awsdns-45.co.uk, ns-742.awsdns-28.net",,,,
[x],tableau.nutanix.com,,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],tableauprod.nutanix.com,192.146.155.99,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],tenants.nutanix.com,95.100.66.77,,"tenants.nutanix.com.edgekey.net, e14191.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],terminal-prod.frame.nutanix.com,"54.81.63.74, 52.200.151.81, 44.215.82.39",,prod-cpanel-elb-908440340.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],terminal-staging.console.nutanix.com,"2.17.100.241, 2.17.100.139","2a02:26f0:ab00::214:8e79, 2a02:26f0:ab00::214:8e72","staging.console.nutanix.com.edgekey.net, e28941.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],terminal.console.nutanix.com,"95.101.74.140, 95.101.74.144","2a02:26f0:c900:9::5f65:4a90, 2a02:26f0:c900:9::5f65:4a8c","console.nutanix.com.edgekey.net, e28784.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],test-api.xready.nutanix.com,34.75.58.31,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],test-billing-jobs.nutanix.com,"95.101.74.158, 95.101.74.137",,"test-billing-jobs.nutanix.com.edgekey.net, e26240.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],test-billing.nutanix.com,"2.17.100.224, 2.17.100.152",,"test-billing.nutanix.com.edgekey.net, e26240.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],test-licensing.nutanix.com,23.197.143.49,"2a02:26f0:1700:1ab::376f, 2a02:26f0:1700:19d::376f","test-licensing.nutanix.com.edgekey.net, e14191.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],test-portal.nutanix.com,2.23.143.137,,"test-portal.nutanix.com-v1.edgekey.net, e9966.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],test-xi-leap-readiness.nutanix.com,"52.52.121.211, 52.8.154.250",,,"ns-1430.awsdns-50.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1430.awsdns-50.org, ns-2038.awsdns-62.co.uk, ns-461.awsdns-57.com, ns-700.awsdns-23.net",,,,
[x],test-xi.nutanix.com,"192.146.154.70, 192.146.155.35",,,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1970.awsdns-54.co.uk, ns-893.awsdns-47.net, ns-1493.awsdns-58.org, ns-169.awsdns-21.com",,,,
[x],test.nutanix.com,216.172.177.66,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,"mxb-002c1b02.gslb.pphosted.com, mxa-002c1b02.gslb.pphosted.com",v=spf1 include:spf-002c1b02.pphosted.com include:spf.protection.outlook.com include:_spf.google.com -all
[x],test.saas.nutanix.com,"205.251.193.241, 205.251.195.37",,,"ns-1336.awsdns-39.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-805.awsdns-36.net, ns-1575.awsdns-04.co.uk, ns-497.awsdns-62.com, ns-1336.awsdns-39.org",,,,
[x],test.salesportal.nutanix.com,104.196.161.14,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],test.xready-scorm-player.nutanix.com,104.196.28.74,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,"ns-109.awsdns-13.com, ns-1511.awsdns-60.org, ns-1902.awsdns-45.co.uk, ns-742.awsdns-28.net",,,,
[x],test.xready.nutanix.com,35.231.118.78,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],themis-2-9.dev.dev-iam.xi.nutanix.com,"2.17.100.152, 2.17.100.224","2a02:26f0:7100::210:120, 2a02:26f0:7100::210:183","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],ticket.nutanix.com,50.63.202.22,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],tor10-10-pda.xi.nutanix.com,"2.17.100.224, 2.17.100.152","2a02:26f0:1700:5::5f65:1b77, 2a02:26f0:1700:5::5f65:1b7a","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],uk-1.stage-xi.nutanix.com,"95.101.74.158, 95.101.74.137","2a02:26f0:c900:9::5f65:4a89, 2a02:26f0:c900:9::5f65:4a9e","stage-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],uk-1.xi.nutanix.com,"92.123.189.67, 92.123.189.49","2a02:26f0:d8::1740:c2b, 2a02:26f0:d8::1740:c40","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],university.nutanix.com,"192.146.155.35, 192.146.154.70",,,"ns-736.awsdns-28.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1378.awsdns-44.org, ns-1567.awsdns-03.co.uk, ns-736.awsdns-28.net, ns-8.awsdns-01.com",,,"mxa-002c1b01.gslb.pphosted.com, mxb-002c1b01.gslb.pphosted.com",v=spf1 include:docebosaas.com include:spf-002c1b01.pphosted.com -all
[x],uploaddemo.xi.nutanix.com,"95.101.74.137, 95.101.74.158","2a02:26f0:c900:9::5f65:4a89, 2a02:26f0:c900:9::5f65:4a9e","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],us-east-1.stage-xi.nutanix.com,"2.17.100.224, 2.17.100.152","2a02:26f0:ab00::214:8e48, 2a02:26f0:ab00::214:8e70","stage-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],us-east-1.xi.nutanix.com,"2.17.100.152, 2.17.100.224","2a02:26f0:ab00::214:8e70, 2a02:26f0:ab00::214:8e48","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],us-east2.xi.nutanix.com,"2.17.100.224, 2.17.100.152","2a02:26f0:ab00::214:8e70, 2a02:26f0:ab00::214:8e48","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],us-west-1.dev-xi.nutanix.com,,,,"ns-1745.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],us-west-1.stage-xi.nutanix.com,"80.239.150.51, 80.239.150.65","2001:2030:0:17::50ef:fe20, 2001:2030:0:17::5f65:8512","stage-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],us-west-1.xi.nutanix.com,"92.123.189.67, 92.123.189.49","2a02:26f0:d8::1740:c40, 2a02:26f0:d8::1740:c2b","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],usage-api.nutanix.com,"2.17.100.224, 2.17.100.152","2a02:26f0:1700:5::5f65:1b77, 2a02:26f0:1700:5::5f65:1b7a","usage-api.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],use1b.xi.nutanix.com,"2.17.100.152, 2.17.100.224","2a02:26f0:ab00::214:8e70, 2a02:26f0:ab00::214:8e48","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],user-authn-eng-334176.dev.dev-iam.xi.nutanix.com,"2.17.100.152, 2.17.100.224","2a02:26f0:ab00::214:8e48, 2a02:26f0:ab00::214:8e70","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],user-authn-removinglogs.dev.dev-iam.xi.nutanix.com,"95.101.74.137, 95.101.74.158","2a02:26f0:c900:9::5f65:4a9e, 2a02:26f0:c900:9::5f65:4a89","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],useruploads.stage-xi.nutanix.com,"95.101.74.137, 95.101.74.158","2a02:26f0:c900:9::5f65:4a9e, 2a02:26f0:c900:9::5f65:4a89","stage-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],v4link-v1-oceania-mx.xi.nutanix.com,"2.17.100.224, 2.17.100.152","2a02:26f0:ab00::214:8e70, 2a02:26f0:ab00::214:8e48","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],vdi.nutanix.com,206.169.130.232,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],video.nutanix.com,172.253.63.121,2607:f8b0:4004:c08::79,ghs.google.com,"ns1.google.com, dns-admin.google.com",,NOERROR,,,,,,,
[x],vpn.nutanix.com,66.151.134.225,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],wave.nutanix.com,142.250.184.243,2a00:1450:4001:827::2013,ghs.google.com,"ns1.google.com, dns-admin.google.com",,NOERROR,,,,,,,
[x],web07.nutanix.com,192.146.154.99,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],www.dev-xi.nutanix.com,,,,"ns-1745.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],www.eu-west-2.dev-xi.nutanix.com,,,,"ns-1745.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],www.eu-west-2.stage-xi.nutanix.com,"2.17.100.224, 2.17.100.152","2a02:26f0:1700:5::5f65:1b77, 2a02:26f0:1700:5::5f65:1b7a","stage-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],www.eu-west-2.xi.nutanix.com,"2.17.100.152, 2.17.100.224","2a02:26f0:ab00::214:8e70, 2a02:26f0:ab00::214:8e48","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],www.nutanix.com,104.102.35.93,,"wildcard.nutanix.com.edgekey.net, e9966.g.akamaiedge.net","n0g.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],www.uk-1.dev-xi.nutanix.com,,,,"ns-1745.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],www.uk-1.stage-xi.nutanix.com,"92.123.189.49, 92.123.189.67","2a02:26f0:d8::1740:c2b, 2a02:26f0:d8::1740:c40","stage-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],www.uk-1.xi.nutanix.com,,,uk-1.xi.nutanix.com.edgekey.net,,,NOERROR,,,,,,,
[x],www.us-east-1.dev-xi.nutanix.com,"92.123.189.67, 92.123.189.49","2a02:26f0:d8::1740:c40, 2a02:26f0:d8::1740:c2b","us-east-1.dev-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],www.us-east-1.test-xi.nutanix.com,"2.20.143.80, 2.20.142.17","2a02:26f0:e8::6856:6ec2, 2a02:26f0:e8::6856:6ec1","us-east-1.test-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],www.us-west-1.stage-xi.nutanix.com,"92.123.189.67, 92.123.189.49","2a02:26f0:d8::1740:c40, 2a02:26f0:d8::1740:c2b","stage-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],www.us-west-1.test-xi.nutanix.com,"95.101.74.137, 95.101.74.158","2a02:26f0:c900:9::5f65:4a9e, 2a02:26f0:c900:9::5f65:4a89","us-west-1.test-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],www.us-west-1.xi.nutanix.com,"80.239.254.32, 95.101.133.18","2001:2030:0:17::5f65:8512, 2001:2030:0:17::50ef:fe20","us-west-1.xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],www.xi.nutanix.com,"2.17.100.152, 2.17.100.224","2a02:26f0:ab00::214:8e70, 2a02:26f0:ab00::214:8e48","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],www2.nutanix.com,"52.54.96.194, 3.92.120.28, 18.208.125.13, 3.215.172.219, 34.237.219.119",,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],xd.nutanix.com,192.146.155.28,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],xe-1-2-1.xi.nutanix.com,"23.61.11.175, 23.61.11.184","2600:1408:7400::17de:4fa9, 2600:1408:7400::17de:4ff3","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],xen.nutanix.com,206.169.130.248,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],xi-leap-test-failover.nutanix.com,"52.52.121.211, 52.8.154.250",,,"ns-1207.awsdns-22.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1207.awsdns-22.org, ns-1627.awsdns-11.co.uk, ns-291.awsdns-36.com, ns-684.awsdns-21.net",,,,
[x],xi.nutanix.com,"192.146.154.70, 192.146.155.35",,,"ns-1472.awsdns-56.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-420.awsdns-52.com, ns-850.awsdns-42.net, ns-1472.awsdns-56.org, ns-1647.awsdns-13.co.uk",,,,
[x],xi.nutanix.com.edgekey.net,"2.20.143.80, 2.20.142.17","2a02:26f0:e8::6856:6ec2, 2a02:26f0:e8::6856:6ec1",e26240.dscb.akamaiedge.net,"n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],xidev.saas.nutanix.com,,,,"ns-844.awsdns-41.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1227.awsdns-25.org, ns-2002.awsdns-58.co.uk, ns-484.awsdns-60.com, ns-844.awsdns-41.net",,,,
[x],xig-nginx.uk-1.dev-xi.nutanix.com,,,,"ns-1745.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],xig-nginx.us-east-1.dev-xi.nutanix.com,"95.101.74.158, 95.101.74.137","2a02:26f0:c900:9::5f65:4a89, 2a02:26f0:c900:9::5f65:4a9e","us-east-1.dev-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],xig-nginx.us-east-1.test-xi.nutanix.com,"95.101.74.137, 95.101.74.158","2a02:26f0:c900:9::5f65:4a9e, 2a02:26f0:c900:9::5f65:4a89","us-east-1.test-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],xig-nginx.us-west-1.dev-xi.nutanix.com,"95.101.133.18, 80.239.254.32","2001:2030:0:17::50ef:fe20, 2001:2030:0:17::5f65:8512","us-west-1.dev-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],xig-nginx.us-west-1.test-xi.nutanix.com,"95.101.111.146, 95.101.111.147","2a02:26f0:3500:14::1724:a247, 2a02:26f0:3500:14::1724:a24a","us-west-1.test-xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],xiprod.saas.nutanix.com,,,,"ns-100.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1217.awsdns-24.org, ns-1753.awsdns-27.co.uk, ns-991.awsdns-59.net, ns-100.awsdns-12.com",,,,
[x],xlabs.nutanix.com,192.146.154.101,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],xmas.nutanix.com,104.220.243.143,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],xramp-api-origin.nutanix.com,,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],xramp-dev-api-origin.nutanix.com,34.73.114.38,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],xramp-origin.nutanix.com,35.231.111.151,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],xramp-test-api-origin.nutanix.com,35.190.170.39,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],xready-cdn-file.nutanix.com,35.244.157.252,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],xready-cdn-image.nutanix.com,34.149.95.40,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
