input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tech_,tls_subject_org_,tls_wildcard_certificate,cdn_name,cdn,tls_mismatched,final_url,tls_self_signed,csp_domains_,location,tls_expired
h16-05-01.opera-mini.net,,200,,80,http://h16-05-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.210.198,/,-21967118,82.145.210.198,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-05-10.beta.opera-mini.net,,200,,80,http://h16-05-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-05-10.mini5-1.opera-mini.net,,200,,80,http://h16-05-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-05-11.beta.opera-mini.net,,200,,80,http://h16-05-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-05-11.mini5-1.opera-mini.net,,200,,80,http://h16-05-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-05-12.beta.opera-mini.net,,200,,80,http://h16-05-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-05-12.mini5-1.opera-mini.net,,200,,80,http://h16-05-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-06-01.opera-mini.net,,200,,80,http://h16-06-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.210.222,/,-21967118,82.145.210.222,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-06-10.beta.opera-mini.net,,200,,80,http://h16-06-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-06-10.mini5-1.opera-mini.net,,200,,80,http://h16-06-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-06-11.mini5-1.opera-mini.net,,200,,80,http://h16-06-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-06-12.beta.opera-mini.net,,200,,80,http://h16-06-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h16-06-12.mini5-1.opera-mini.net,,200,,80,http://h16-06-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-01-01.opera-mini.net,,200,,80,http://h17-01-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.210.234,/,-21967118,82.145.210.234,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-01-10.beta.opera-mini.net,,200,,80,http://h17-01-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-01-10.mini5-1.opera-mini.net,,200,,80,http://h17-01-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-01-11.beta.opera-mini.net,,200,,80,http://h17-01-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-02-01.opera-mini.net,,200,,80,http://h17-02-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.210.246,/,-21967118,82.145.210.246,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-02-11.mini5-1.opera-mini.net,,200,,80,http://h17-02-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-03-01.opera-mini.net,,200,,80,http://h17-03-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.2,/,-21967118,82.145.211.2,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-03-11.beta.opera-mini.net,,200,,80,http://h17-03-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-03-11.mini5-1.opera-mini.net,,200,,80,http://h17-03-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-03-12.mini5-1.opera-mini.net,,200,,80,http://h17-03-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-03-12.opera-mini.net,403 Forbidden,403,571,443,https://h17-03-12.opera-mini.net:443,https,nginx/1.14.2,text/html,GET,82.145.211.13,/,1753499711,82.145.211.13,14,False,h17-03-12.opera-mini.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-06T09:17:02Z,2023-06-04T09:17:01Z,CN=h17-03-12.opera-mini.net,h17-03-12.opera-mini.net,h17-03-12.opera-mini.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f0776ccc7d5adc126aab35172e1935c9,95c614dfa2cbde311a152b84d3deb916c20271f3ab1059eab2183fb80d847df2,ctls,h17-03-12.opera-mini.net,Nginx:1.14.2,,,,,,,,,,
h17-04-01.opera-mini.net,,200,,80,http://h17-04-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.14,/,-21967118,82.145.211.14,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-04-10.beta.opera-mini.net,,200,,80,http://h17-04-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-04-10.mini5-1.opera-mini.net,,200,,80,http://h17-04-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-04-11.beta.opera-mini.net,,200,,80,http://h17-04-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-04-11.mini5-1.opera-mini.net,,200,,80,http://h17-04-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-04-12.mini5-1.opera-mini.net,,200,,80,http://h17-04-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-05-01.opera-mini.net,,200,,80,http://h17-05-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.26,/,-21967118,82.145.211.26,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-05-10.beta.opera-mini.net,,200,,80,http://h17-05-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-05-10.mini5-1.opera-mini.net,,200,,80,http://h17-05-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-05-11.beta.opera-mini.net,,200,,80,http://h17-05-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-05-12.beta.opera-mini.net,,200,,80,http://h17-05-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-05-12.mini5-1.opera-mini.net,,200,,80,http://h17-05-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-06-10.beta.opera-mini.net,,200,,80,http://h17-06-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-06-10.mini5-1.opera-mini.net,,200,,80,http://h17-06-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-06-11.beta.opera-mini.net,,200,,80,http://h17-06-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-06-11.mini5-1.opera-mini.net,,200,,80,http://h17-06-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-06-12.beta.opera-mini.net,,200,,80,http://h17-06-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h17-06-12.mini5-1.opera-mini.net,,200,,80,http://h17-06-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-01-01.opera-mini.net,,200,,80,http://h18-01-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.50,/,-21967118,82.145.211.50,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-01-10.beta.opera-mini.net,,200,,80,http://h18-01-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-01-10.mini5-1.opera-mini.net,,200,,80,http://h18-01-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-01-11.beta.opera-mini.net,,200,,80,http://h18-01-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-01-11.mini5-1.opera-mini.net,,200,,80,http://h18-01-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-02-01.opera-mini.net,,200,,80,http://h18-02-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.62,/,-21967118,82.145.211.62,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-02-02.opera-mini.net,403 Forbidden,403,571,443,https://h18-02-02.opera-mini.net:443,https,nginx/1.14.2,text/html,GET,82.145.211.63,/,-1609072934,82.145.211.63,14,False,h18-02-02.opera-mini.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-27T08:50:30Z,2023-06-25T08:50:29Z,CN=h18-02-02.opera-mini.net,h18-02-02.opera-mini.net,h18-02-02.opera-mini.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,58b0a830212a84a97438697a07647bcb,a5b605e3375a1a5c8b8ef47f66e7a02c9b12eacb0b797e9f4e504fdcc3a850fd,ctls,h18-02-02.opera-mini.net,Nginx:1.14.2,,,,,,,,,,
h18-02-10.beta.opera-mini.net,,200,,80,http://h18-02-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-02-11.beta.opera-mini.net,,200,,80,http://h18-02-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-02-11.mini5-1.opera-mini.net,,200,,80,http://h18-02-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-02-11.opera-mini.net,"Opera Web Browser | Faster, Safer, Smarter | Opera",200,117295,80,http://h18-02-11.opera-mini.net:80,http,,text/html,GET,82.145.211.72,/,-537824618,82.145.211.72,2716,False,www.opera.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,2023-06-29T23:59:59Z,"CN=www.opera.com, O=Opera Norway AS, L=Oslo, ST=Oslo, C=NO",www.opera.com,opera.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,48fa4becf140b517586f8337e19d7de1,d2d9d979e6770d25c592082abe57af569dfea075542a4e5af8b198c8af393327,ctls,www.opera.com,Python,Opera Norway AS,,,,,https://www.opera.com:443/?vid=0x27f9b3f432e60090,,https://*.opera.com,,
h18-03-01.opera-mini.net,,200,,80,http://h18-03-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.74,/,-21967118,82.145.211.74,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-03-10.beta.opera-mini.net,,200,,80,http://h18-03-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-03-10.mini5-1.opera-mini.net,,200,,80,http://h18-03-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-03-11.beta.opera-mini.net,,200,,80,http://h18-03-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-03-11.mini5-1.opera-mini.net,,200,,80,http://h18-03-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-03-12.beta.opera-mini.net,,200,,80,http://h18-03-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-03-12.mini5-1.opera-mini.net,,200,,80,http://h18-03-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-04-01.opera-mini.net,,200,,80,http://h18-04-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.86,/,-21967118,82.145.211.86,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-04-07.opera-mini.net,403 Forbidden,403,571,443,https://h18-04-07.opera-mini.net:443,https,nginx/1.14.2,text/html,GET,82.145.211.92,/,1753499711,82.145.211.92,14,False,h18-04-07.opera-mini.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T09:39:54Z,2023-05-15T09:39:53Z,CN=devel.cricket.oscore.op-test.net,devel.cricket.oscore.op-test.net,devel.cricket.oscore.op-test.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,557e63f54f75ee41c6a987daa0a559e5,36ac2d13f0436ec97542074d340e5fad4b747bbc30c6a7fd02842e77b3988397,ctls,h18-04-07.opera-mini.net,Nginx:1.14.2,,,,,True,,,,,
h18-04-10.beta.opera-mini.net,,200,,80,http://h18-04-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-04-10.mini5-1.opera-mini.net,,200,,80,http://h18-04-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-04-11.beta.opera-mini.net,,200,,80,http://h18-04-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-04-12.beta.opera-mini.net,,200,,80,http://h18-04-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-04-12.mini5-1.opera-mini.net,,200,,80,http://h18-04-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-05-01.opera-mini.net,,200,,80,http://h18-05-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.98,/,-21967118,82.145.211.98,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-05-10.beta.opera-mini.net,,200,,80,http://h18-05-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-05-10.mini5-1.opera-mini.net,,200,,80,http://h18-05-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-05-11.beta.opera-mini.net,,200,,80,http://h18-05-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-05-11.mini5-1.opera-mini.net,,200,,80,http://h18-05-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-05-12.beta.opera-mini.net,,200,,80,http://h18-05-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-06-01.opera-mini.net,,200,,80,http://h18-06-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.110,/,-21967118,82.145.211.110,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-06-10.mini5-1.opera-mini.net,,200,,80,http://h18-06-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-06-12.beta.opera-mini.net,,200,,80,http://h18-06-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h18-06-12.mini5-1.opera-mini.net,,200,,80,http://h18-06-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h19-01-01.opera-mini.net,,200,,80,http://h19-01-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.122,/,-21967118,82.145.211.122,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h19-01-10.beta.opera-mini.net,,200,,80,http://h19-01-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h19-01-10.mini5-1.opera-mini.net,,200,,80,http://h19-01-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h19-01-11.beta.opera-mini.net,,200,,80,http://h19-01-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h19-01-11.mini5-1.opera-mini.net,,200,,80,http://h19-01-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h19-02-01.opera-mini.net,,200,,80,http://h19-02-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.134,/,-21967118,82.145.211.134,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h19-02-10.beta.opera-mini.net,,200,,80,http://h19-02-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h19-02-10.opera-mini.net,,404,,443,https://h19-02-10.opera-mini.net:443,https,ChatCloud deluxe,application/octet-stream,GET,82.145.211.143,/,-2112224198,82.145.211.143,1,False,h19-02-10.opera-mini.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T00:00:00Z,2024-04-04T23:59:59Z,"CN=*.chat.opera-mini.net, O=Opera Norway AS, L=Oslo, ST=Oslo, C=NO",*.chat.opera-mini.net,chat.opera-mini.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,0a1f593748256613db39c57c43799d4f,a7586c64544cce11ccc4caeba591655b3cda9a61eea62cf33acc7356cb23a2cf,ctls,h19-02-10.opera-mini.net,,Opera Norway AS,True,,,True,,,,,
h19-02-11.beta.opera-mini.net,,200,,80,http://h19-02-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h19-02-11.mini5-1.opera-mini.net,,200,,80,http://h19-02-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h19-03-01.opera-mini.net,,200,,80,http://h19-03-01.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.146,/,-21967118,82.145.211.146,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h19-03-07.osp.opera.software,Welcome to nginx!,200,612,443,https://h19-03-07.osp.opera.software:443,https,nginx/1.18.0,text/html,GET,82.145.217.39,/,286975560,2001:4c28:1:432:82:145:217:39,26,False,h19-03-07.osp.opera.software,443,True,tls12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256,2022-12-05T00:00:00Z,2024-01-02T23:59:59Z,"CN=*.osp.opera.software, O=Opera Norway AS, L=Oslo, ST=Oslo, C=NO",*.osp.opera.software,osp.opera.software,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,bab9ff15eba8b378a307be5eb4de3f49,46c9f7c726c610bcddbfa155096f9bb5c1782777b88aaae875bd73f3bded36a4,ctls,h19-03-07.osp.opera.software,Nginx:1.18.0,Opera Norway AS,True,,,,,,,,
