new,host,a,ns,status_code,soa,aaaa,cname,txt,cdn,cdn-name,mx,has_internal_ips,internal_ips,caa
,n40-06-02.opera-mini.net,82.145.220.50,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-06-03.opera-mini.net,82.145.220.51,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-06-04.opera-mini.net,82.145.220.52,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-06-05.opera-mini.net,82.145.220.53,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-06-06.opera-mini.net,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-07-01.opera-mini.net,82.145.220.57,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-07-02.opera-mini.net,82.145.220.58,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-07-03.opera-mini.net,82.145.220.59,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-07-04.opera-mini.net,82.145.220.60,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-07-05.opera-mini.net,82.145.220.61,"nic6.opera.com, nic4.opera.com, nic3.opera.com, nic2.opera.com, nic1.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-07-06.opera-mini.net,82.145.220.62,"nic1.opera.com, nic2.opera.com, nic6.opera.com, nic4.opera.com, nic3.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-07-07.opera-mini.net,82.145.220.63,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n40-07-08.opera-mini.net,82.145.220.64,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n41-01-04.opera-mini.net,82.145.223.180,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:720:82:145:223:180,,,,,,,,
,n41-03-04.opera-mini.net,82.145.223.182,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:720:82:145:223:182,,,,,,,,
,n41-03-08.dnsecho.opera.com,172.217.45.130,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,n41-04-01.opera-mini.net,82.145.223.183,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:720:82:145:223:183,,,,,,,,
,n41-05-06.opera-mini.net,54.144.128.85,,NOERROR,,,,,,,,,,
,n41-07-02.dnsecho.opera.com,95.179.253.118,"h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,n41-07-07.opera-mini.net,,,NOERROR,,,,,,,,,,
,n41-09-07.opera-mini.net,,,NOERROR,,,,,,,,,,
,n42-01-02.opera-mini.net,82.145.223.184,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:720:82:145:223:184,,,,,,,,
,n42-01-04.opera-mini.net,,,NOERROR,,,,,,,,,,
,n42-02-01.opera-mini.net,82.145.223.185,"nic2.opera.com, nic1.opera.com, nic3.opera.com, nic4.opera.com, nic6.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:720:82:145:223:185,,,,,,,,
,n42-03-04.opera-mini.net,82.145.223.186,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:720:82:145:223:186,,,,,,,,
,n42-03-05.opera-mini.net,,,NOERROR,,,,,,,,,,
,n42-03-08.opera-mini.net,,,NOERROR,,,,,,,,,,
,n42-06-03.opera-mini.net,82.145.223.187,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:720:82:145:223:187,,,,,,,,
,n42-08-02.dnsecho.opera.com,"70.34.248.202, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,n43-01-01.opera-mini.net,82.145.223.188,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:720:82:145:223:188,,,,,,,,
,n43-02-04.opera-mini.net,82.145.223.189,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:720:82:145:223:189,,,,,,,,
,n43-03-04.opera-mini.net,82.145.223.190,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:720:82:145:223:190,,,,,,,,
,n43-04-01.opera-mini.net,54.144.128.85,,NOERROR,,,,,,,,,,
,n43-06-04.opera-mini.net,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:720:82:145:223:191,,,,,,,,
,n43-07-01.opera-mini.net,,,NOERROR,,,,,,,,,,
,n43-07-07.opera-mini.net,,,NOERROR,,,,,,,,,,
,n48-16-01.opera-mini.net,185.26.180.7,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,n99-01-01.opera-mini.net,195.189.142.54,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,naemon-hopper.opera-mini.net,107.167.108.173,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,a25-05-12.opera-mini.net,,,,,,,
,naemon-odra.opera-mini.net,82.145.223.206,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,v301.proxmox-ams.opera.technology,,,,,,,
,naemon.opera-mini.net,141.0.13.218,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,n23-03-12.opera-mini.net,,,,,,,
,nagios.opera.software,82.145.216.99,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nagioscom-ipo.opera.com,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nagioscom.opera.com,91.203.96.205,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,namachoo.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nasmiles.dnsecho.opera.com,"70.34.248.202, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,nativepush-proxy.op-mobile.opera.com,103.83.123.60,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-sg.op-mobile.opera.com, outspot-sg-vip1.op-mobile.opera.com",,,,,,,
,nativepush-proxy1.op-mobile.opera.com,103.83.123.57,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nav-tor.opera.software,185.26.183.186,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nav.opera.com,185.26.183.172,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nc.redirector.opera.com,"185.26.182.112, 185.26.182.118, 185.26.182.106, 185.26.182.111",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"redirector.geo.opera.com, eu-redirector.opera.com",,,,,,,
,nci-6.beta.opera-mini.net,"82.145.211.249, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,ncnd.opera.com,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ndn.dnsecho.opera.com,,"n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,nepravylno-pravylno.dnsecho.opera.com,176.56.185.248,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,neptune-elb-ap-northeast-2.beta.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nessus.opera.software,185.26.182.121,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:722:185:26:182:121,sg1.opera.software,,,,,,,
,net.axisworld.co.id.att-us.cust.beta.opera-mini.net,82.145.209.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,net.beta.opera-mini.net,82.145.209.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,net.geo.opera.com,"185.26.182.111, 185.26.182.112",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,eu.net.opera.com,,,,,,,
,net.opera.com,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,netlify.dnsecho.opera.com,162.158.85.176,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,netscaler-a12-snip-v21-2.beta.opera-mini.net,82.145.209.242,,NOERROR,,,,,,,,,,
,netscaler-a12-snip-v21-2.mini5-1.opera-mini.net,82.145.209.242,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,network-appsnew-uat.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,new-baltlife.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,new-pontiac-xuv-5.mini5-1.opera-mini.net,82.145.209.254,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,new-stage-de.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,new-wp-accept-domain.dnsecho.opera.com,172.70.241.149,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,newa195-8.beta.opera-mini.net,82.145.211.251,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,newa195-8.mini5-1.opera-mini.net,82.145.211.251,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,newassets.dnsecho.opera.com,74.63.24.222,"h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,newhelpdesk-devopsorigin.dnsecho.opera.com,162.158.85.167,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,newmessaging.dnsecho.opera.com,45.136.153.213,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,news-af.dailyadvent.com,"95.101.111.158, 95.101.111.159",,NOERROR,"n0dscb.akamaiedge.net, hostmaster.akamai.com","2a02:26f0:3500:14::1724:a258, 2a02:26f0:3500:14::1724:a255","stories-2.feednews.com.edgekey.net, e31002.dscb.akamaiedge.net",,,,,,,
,news-af.feednews.com,82.145.213.12,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-ams.feednews.com, outspot-ams-vip1.op-mobile.opera.com",,,,,,,
,news-bd.op-mobile.opera.com,103.83.123.60,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-sg.op-mobile.opera.com, outspot-sg-vip1.op-mobile.opera.com",,,,,,,
,news-eg.dailyadvent.com,82.145.213.20,,NOERROR,"ns.nscluster.at, hostmaster.nscluster.at",,,,,,,,,
,news-gh.op-mobile.opera.com,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-ams.op-mobile.opera.com, outspot-ams-vip1.op-mobile.opera.com",,,,,,,
,news-id.dailyadvent.com,,,NOERROR,"n0dscb.akamaiedge.net, hostmaster.akamai.com",,"news-id.beritao.com.edgekey.net, e31002.dscb.akamaiedge.net",,,,,,,
,news-id.op-mobile.opera.com,103.83.123.60,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"news-sg.op-mobile.opera.com, outspot-sg.op-mobile.opera.com, outspot-sg-vip1.op-mobile.opera.com",,,,,,,
,news-in.dailyadvent.com,"2.20.143.49, 2.20.143.64",,NOERROR,"n0dscb.akamaiedge.net, hostmaster.akamai.com","2a02:26f0:2c::216:f218, 2a02:26f0:2c::216:f2aa","news-in.dailyadvent.edgekey.net, e31002.dscb.akamaiedge.net",,,,,,,
,news-ke.op-mobile.opera.com,82.145.213.12,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-ams.op-mobile.opera.com, outspot-ams-vip1.op-mobile.opera.com",,,,,,,
,news-ng.op-mobile.opera.com,82.145.213.12,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-ams.op-mobile.opera.com, outspot-ams-vip1.op-mobile.opera.com",,,,,,,
,news-pk.op-mobile.opera.com,103.83.123.60,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-sg.op-mobile.opera.com, outspot-sg-vip1.op-mobile.opera.com",,,,,,,
,news-ru.op-mobile.opera.com,82.145.213.12,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-ams.op-mobile.opera.com, outspot-ams-vip1.op-mobile.opera.com",,,,,,,
,news-test.op-mobile.opera.com,82.145.213.10,"nic2.opera.com, nic1.opera.com, nic4.opera.com, nic3.opera.com, nic6.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",,DEFAULT.ams.op-mobile.opera.com,,,,,,,
,news-tz.op-mobile.opera.com,82.145.213.12,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-ams.op-mobile.opera.com, outspot-ams-vip1.op-mobile.opera.com",,,,,,,
,news-us.dailyadvent.com,"2.16.187.152, 2.16.187.17",,NOERROR,"n0dscb.akamaiedge.net, hostmaster.akamai.com","2a02:26f0:3500:14::1724:a258, 2a02:26f0:3500:14::1724:a255","news-us.dailyworthing.com.edgekey.net, e31002.dscb.akamaiedge.net",,,,,,,
,news-us.op-mobile.opera.com,82.145.213.12,"nic1.opera.com, nic2.opera.com, nic4.opera.com, nic3.opera.com, nic6.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",,"openapi-us.op-mobile.opera.com, outspot-ams.op-mobile.opera.com, outspot-ams-vip1.op-mobile.opera.com",,,,,,,
,news-za.op-mobile.opera.com,82.145.213.12,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-ams.op-mobile.opera.com, outspot-ams-vip1.op-mobile.opera.com",,,,,,,
,news.opera.com,82.145.213.6,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,mail.news.opera.com,,,
,newsupport-devopsorigin.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nexus.osp.opera.software,82.145.213.78,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"osp-gateway.osp.opera.software, osp-gw-am3-01.osp.opera.software",,,,,,,
,nfyf4uedpr.dnsecho.opera.com,141.8.180.16,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,ng.mini5-1.opera-mini.net,82.145.209.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ng.opera.news,"104.18.10.248, 104.18.11.248",,NOERROR,"arya.ns.cloudflare.com, dns.cloudflare.com","2606:4700::6812:bf8, 2606:4700::6812:af8",,,True,cloudflare,,,,
,nic.opera.com,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:722:185:26:182:67,,,,,,,,
,nic1.opera.com,"185.26.182.67, 37.228.109.145, 103.83.123.78, 107.167.96.21, 82.145.216.30","nic6.opera.com, nic3.opera.com, nic4.opera.com, nic1.opera.com, nic2.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:722:185:26:182:67, 2001:4c28:3000:623:37:228:109:145, 2400:9340:0:1951:103:83:123:78, 2620:117:c004:320:107:167:96:21, 2001:4c28:1:430:82:145:216:30",,,,,,,,
,nic2.opera.com,37.228.109.145,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:3000:623:37:228:109:145,,,,,,,,
,nic3.opera.com,103.83.123.78,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2400:9340:0:1951:103:83:123:78,,,,,,,,
,nic4.opera.com,107.167.96.21,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2620:117:c004:320:107:167:96:21,,,,,,,,
,nic6.opera.com,82.145.216.30,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:1:430:82:145:216:30,,h03-08,,,,,,
,nigeria-turbo-2-lvs-ishango-1.beta.opera-mini.net,185.26.181.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-1.mini5-1.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-1.opera-mini.net,185.26.181.241,"nic3.opera.com, nic6.opera.com, nic4.opera.com, nic2.opera.com, nic1.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nigeria-turbo-2-lvs-ishango-10.opera-mini.net,102.23.96.101,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nigeria-turbo-2-lvs-ishango-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-2.opera-mini.net,102.23.96.114,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nigeria-turbo-2-lvs-ishango-3.beta.opera-mini.net,185.26.181.243,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-3.opera-mini.net,102.23.96.115,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nigeria-turbo-2-lvs-ishango-4.beta.opera-mini.net,"82.145.209.244, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-4.mini5-1.opera-mini.net,"82.145.209.244, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-5.beta.opera-mini.net,82.145.209.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-5.opera-mini.net,102.23.96.126,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nigeria-turbo-2-lvs-ishango-6.beta.opera-mini.net,82.145.211.249,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-6.mini5-1.opera-mini.net,"82.145.211.249, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-7.mini5-1.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-7.opera-mini.net,102.23.96.111,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nigeria-turbo-2-lvs-ishango-8.beta.opera-mini.net,82.145.211.251,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-8.opera-mini.net,102.23.96.112,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nigeria-turbo-2-lvs-ishango-9.beta.opera-mini.net,82.145.211.252,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-9.mini5-1.opera-mini.net,82.145.211.252,"h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,nigeria-turbo-2-lvs-ishango-9.opera-mini.net,102.23.96.120,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nigeria-turbo2-lvs-ishango.opera-mini.net,102.23.96.123,"nic2.opera.com, nic3.opera.com, nic4.opera.com, nic6.opera.com, nic1.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nii-lvs-usa.opera-mini.net,107.167.115.249,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nissan-fivehundred-5.beta.opera-mini.net,82.145.209.254,,NOERROR,,,,,,,,,,
,nl.discover.opera.com,"185.26.182.94, 185.26.182.93",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nl.img.recsys.opera.com,"185.26.182.111, 185.26.182.112, 185.26.182.106, 185.26.182.118",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nl.push.opera.com,"185.26.182.84, 185.26.182.67, 37.228.109.145, 103.83.123.78, 107.167.96.21, 82.145.216.30","nic2.opera.com, nic3.opera.com, nic6.opera.com, nic1.opera.com, nic4.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:722:185:26:182:67, 2001:4c28:3000:623:37:228:109:145, 2400:9340:0:1951:103:83:123:78, 2620:117:c004:320:107:167:96:21, 2001:4c28:1:430:82:145:216:30",,,,,,,,
,nl.sitecheck.opera.com,"185.26.182.106, 185.26.182.118",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,v=spf1 -all,,,,,,
,nl.sitecheck2.opera.com,"185.26.182.111, 185.26.182.94, 185.26.182.93, 185.26.182.112",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,v=spf1 -all,,,,,,
,nl.sync.opera.com,"185.26.182.112, 185.26.182.111, 185.26.182.67, 37.228.109.145, 103.83.123.78, 107.167.96.21, 82.145.216.30","nic6.opera.com, nic4.opera.com, nic3.opera.com, nic2.opera.com, nic1.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:722:185:26:182:67, 2001:4c28:3000:623:37:228:109:145, 2400:9340:0:1951:103:83:123:78, 2620:117:c004:320:107:167:96:21, 2001:4c28:1:430:82:145:216:30",,,,,,,,
,nl.sync2.opera.com,"185.26.182.111, 185.26.182.112",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,nl.sync.opera.com,v=spf1 -all,,,,,,
,no.hugo.autoupdate.opera.com,"185.26.182.124, 185.26.182.123",,NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:722:185:26:182:123, 2001:4c28:4000:722:185:26:182:124","autoupdate.geo.opera.com, eu-autoupdate.opera.com, eu2-autoupdate.opera.com",,,,,,,
,no0-3-5-7.beta.opera-mini.net,82.145.211.250,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,no0-3-5-7.mini5-1.opera-mini.net,185.26.181.236,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,no0-7-8-4.mini5-1.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nokia-cust.opera-mini.net,"82.145.209.253, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,server4.operamini.com,,,,,,,
,nokia-s40-10-cust.opera-mini.net,"82.145.209.253, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,nokia-s40-11-cust.opera-mini.net,82.145.209.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nokia-s40-12-cust.opera-mini.net,82.145.209.253,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,server4.operamini.com,,,,,,,
,nokia-s40-13-cust.opera-mini.net,185.26.181.253,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,server4.operamini.com,,,,,,,
,nokia-s40-15-cust.opera-mini.net,185.26.181.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,server4.operamini.com,,,,,,,
,nokia-s40-6-cust.opera-mini.net,82.145.209.253,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,nokia-s40-7-cust.opera-mini.net,82.145.209.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nokia-s40-8-cust.opera-mini.net,82.145.209.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nokia-symbian.dnsecho.opera.com,216.66.80.30,"h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nokiaovi-cust.opera-mini.net,82.145.209.253,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,server4.operamini.com,,,,,,,
