input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_mismatched,tls_self_signed,tls_expired
echo.app.sbb.ch,,200,549,AS16509,AS16509,Unknown,35.160.0.0/13,echo.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,echo.app.sbb.ch,,443,https://echo.app.sbb.ch:443,https,,text/plain,GET,35.157.225.80,/,1091425715,52.57.148.72,,19,False,,,,,,
edi-adapter-proxy-int.ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,edi-adapter-proxy-int.ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T11:07:17Z,2024-02-14T11:07:17Z,"CN=edi-adapter-proxy.ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",edi-adapter-proxy.ws.sbb.ch,Schweizerische Bundesbahnen SBB,edi-adapter-proxy-int.ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,49be3299ee31f9e8eb6257eba9ac59c3,6f7ae97f6f2f0a9812e5935e33106ad3506659af55fd074dbefe16f0b2c99d9a,,ctls,edi-adapter-proxy-int.ws.sbb.ch,,443,https://edi-adapter-proxy-int.ws.sbb.ch:443,https,,text/xml,GET,194.150.245.218,/,-1687830404,194.150.245.218,IBM DataPower,2,False,,,,,,
edu-www.sbb.ch,Willkommen bei der Elvetino AG | Elvetino,200,121562,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,www.elvetino.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T05:28:01Z,2023-07-04T05:28:01Z,"CN=elvetino.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",elvetino.ch,Schweizerische Bundesbahnen SBB,www.elvetino.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,5062948d09eba586331c98e785948e22,90f5917634479e7f38f59f7a242f6db8827ccc62c2a914299dd1f0f689ddf21b,,ctls,www.elvetino.ch,,443,https://edu-www.sbb.ch:443,https,Apache,text/html,GET,194.150.245.142,/,,194.150.245.142,HSTS,1866,False,,https://www.elvetino.ch/,,,,
efrdkqvk.event.sbb.ch,Online Berufsinfoveranstaltung Lokführer:in - 04.07.2023,200,54775,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,efrdkqvk.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T05:02:35Z,2023-07-31T05:02:34Z,CN=efrdkqvk.event.sbb.ch,efrdkqvk.event.sbb.ch,,efrdkqvk.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,5357556774e5fc23a37aeb4371d6183c,cd8e8d8c050b56f84ab2f22c65e3f8c723f6048101709029c3d08013c4d71578,,ctls,efrdkqvk.event.sbb.ch,google,443,https://efrdkqvk.event.sbb.ch:443,https,,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,,142,False,True,,,,,
elaz.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,elaz.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T13:26:16Z,2024-03-22T13:26:16Z,"CN=elaz.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",elaz.sbb.ch,Schweizerische Bundesbahnen SBB,elazd.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,43f5ee3259958367c1751d1d7d07dc77,939b49ada8ce842449eb7aed44a537b5cde31a2d0b86f187b96a525046c3d780,,ctls,elaz.sbb.ch,,443,https://elaz.sbb.ch:443,https,Apache,text/html,GET,193.203.121.130,/,-210683412,193.203.121.130,Apache,20,False,,,,,,
elazcloud-dev-ws.sbb.ch,,500,285,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,elazcloud-dev-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-07T09:13:26Z,2023-06-07T09:13:26Z,"CN=elazcloud-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",elazcloud-ws.sbb.ch,Schweizerische Bundesbahnen SBB,elazcloud-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c93d8fe36237cb7ea95aaba2896f3852,5436236ae724c2723d73b30accc5263ea794a986fd3082e3c3634387ac5a07ae,,ctls,elazcloud-dev-ws.sbb.ch,,443,https://elazcloud-dev-ws.sbb.ch:443,https,,text/xml,GET,193.203.121.4,/,-1679719288,193.203.121.4,IBM DataPower,2,False,,,,,,
elazcloud-int-ws.sbb.ch,,500,285,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,elazcloud-int-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-07T09:13:26Z,2023-06-07T09:13:26Z,"CN=elazcloud-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",elazcloud-ws.sbb.ch,Schweizerische Bundesbahnen SBB,elazcloud-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c93d8fe36237cb7ea95aaba2896f3852,5436236ae724c2723d73b30accc5263ea794a986fd3082e3c3634387ac5a07ae,,ctls,elazcloud-int-ws.sbb.ch,,443,https://elazcloud-int-ws.sbb.ch:443,https,,text/xml,GET,194.150.244.230,/,-1679719288,194.150.244.230,IBM DataPower,2,False,,,,,,
elazcloud-ws.sbb.ch,,500,285,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,elazcloud-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-07T09:13:26Z,2023-06-07T09:13:26Z,"CN=elazcloud-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",elazcloud-ws.sbb.ch,Schweizerische Bundesbahnen SBB,elazcloud-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c93d8fe36237cb7ea95aaba2896f3852,5436236ae724c2723d73b30accc5263ea794a986fd3082e3c3634387ac5a07ae,,ctls,elazcloud-ws.sbb.ch,,443,https://elazcloud-ws.sbb.ch:443,https,,text/xml,GET,193.203.121.183,/,-1679719288,193.203.121.183,IBM DataPower,2,False,,,,,,
elazd.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,elazd.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T13:26:16Z,2024-03-22T13:26:16Z,"CN=elaz.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",elaz.sbb.ch,Schweizerische Bundesbahnen SBB,elazd.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,43f5ee3259958367c1751d1d7d07dc77,939b49ada8ce842449eb7aed44a537b5cde31a2d0b86f187b96a525046c3d780,,ctls,elazd.sbb.ch,,443,https://elazd.sbb.ch:443,https,Apache,text/html,GET,193.203.121.2,/,-671147415,193.203.121.2,Apache,20,False,,,,,,
elazi.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,elazi.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T13:26:16Z,2024-03-22T13:26:16Z,"CN=elaz.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",elaz.sbb.ch,Schweizerische Bundesbahnen SBB,elazd.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,43f5ee3259958367c1751d1d7d07dc77,939b49ada8ce842449eb7aed44a537b5cde31a2d0b86f187b96a525046c3d780,,ctls,elazi.sbb.ch,,443,https://elazi.sbb.ch:443,https,Apache,text/html,GET,193.203.121.66,/,-383281224,193.203.121.66,Apache,20,False,,,,,,
elazt.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,elazt.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T13:26:16Z,2024-03-22T13:26:16Z,"CN=elaz.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",elaz.sbb.ch,Schweizerische Bundesbahnen SBB,elazd.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,43f5ee3259958367c1751d1d7d07dc77,939b49ada8ce842449eb7aed44a537b5cde31a2d0b86f187b96a525046c3d780,,ctls,elazt.sbb.ch,,443,https://elazt.sbb.ch:443,https,Apache,text/html,GET,193.203.121.2,/,81347188,193.203.121.2,Apache,20,False,,,,,,
elearning.sbb.ch,Login | SBB eLearning - Home,403,15654,AS29222,INFOMANIAK-AS,CH,195.15.192.0/18,elearning.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T13:30:25Z,2024-02-24T13:30:25Z,"CN=elearning.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",elearning.sbb.ch,Schweizerische Bundesbahnen SBB,www.elearning.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,90662c7d24b07bb277388dcc0b9adac9,8ab8c45cf43222dbfda698020272fcb9b402b4f4af13399b44b62350b9378db0,,ctls,elearning.sbb.ch,,443,https://elearning.sbb.ch:443,https,,text/html,GET,195.15.246.17,/,-1186792578,195.15.246.17,HSTS,335,False,,,https://stats.g.doubleclick.net,,,
email.sbb.ch,Inxmail Server - professionelles E-Mail-Marketing,200,2338,AS47372,BIG3AS,DE,93.191.160.0/21,email.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T04:55:45Z,2023-07-26T04:55:44Z,CN=email.railaway.ch,email.railaway.ch,,inxmailtest.sbb.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e1512c13762aa8304715690d6acdd92e,80729ddd6ba479464ad856523b679ab4c5ed5040351e1868b21b8be2c56cdc88,,ctls,email.sbb.ch,,443,https://email.sbb.ch:443,https,,text/html,GET,93.191.162.150,/,276475972,93.191.162.150,HSTS,59,False,,,,,,
eradn.sbb.ch,RailOpt WEB Platform Startup Redirector,200,275,AS16509,AS16509,Unknown,3.144.0.0/13,eradn.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-18T05:05:36Z,2023-07-18T05:05:36Z,"CN=eradn.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",eradn.sbb.ch,Schweizerische Bundesbahnen SBB,ec2-3513.prod.aws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,278285fbbf802b301eb59b7ec5ec7398,90f3e3b4db63606a0d887a2ea1752512585a46ebf504beff97787e08bb923a8a,,ctls,eradn.sbb.ch,,443,https://eradn.sbb.ch:443,https,,text/html,GET,3.123.121.139,/,1506412659,3.67.164.165,,11,False,,,,,,
etagesbogen-test.sbb.ch,SBB Login - etagesbogen-test.sbb.ch,200,3636,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,etagesbogen-test.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-01T05:14:08Z,2023-07-01T05:14:08Z,"CN=etagesbogen.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",etagesbogen.sbb.ch,Schweizerische Bundesbahnen SBB,etagesbogen-test.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,f96ed8c2028d055002d1c527b54946dc,c567d359042a56ddf497d7dca053eefbbf688ea9aa1f22c5cc097322cdd44c0b,,ctls,etagesbogen-test.sbb.ch,,443,https://etagesbogen-test.sbb.ch:443,https,Apache,text/html,GET,193.203.120.13,/,1166820629,193.203.120.13,HSTS,198,False,,https://etagesbogen-test.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fetagesbogen%2Dtest%2Esbb%2Ech%2F,,,,
etagesbogen.sbb.ch,eTagesbogen Login,200,3768,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,etagesbogen.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-01T05:14:08Z,2023-07-01T05:14:08Z,"CN=etagesbogen.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",etagesbogen.sbb.ch,Schweizerische Bundesbahnen SBB,etagesbogen-test.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,f96ed8c2028d055002d1c527b54946dc,c567d359042a56ddf497d7dca053eefbbf688ea9aa1f22c5cc097322cdd44c0b,,ctls,etagesbogen.sbb.ch,,443,https://etagesbogen.sbb.ch:443,https,Apache,text/html,GET,193.203.120.136,/,-204708770,193.203.120.136,HSTS,199,False,,https://etagesbogen.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fetagesbogen%2Esbb%2Ech%2F,,,,
etcsst-test.sbb.ch,SBB Login - etcsst-test.sbb.ch,200,3626,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,etcsst-test.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T05:33:36Z,2024-05-02T05:33:36Z,"CN=etcsst.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",etcsst.sbb.ch,Schweizerische Bundesbahnen SBB,etcsst-int.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,8e4814e387587c569356033a10cf421a,0069063382d0f008031c2bfd5fea06360c97330bcbea9ba018bbc5281f674551,,ctls,etcsst-test.sbb.ch,,443,https://etcsst-test.sbb.ch:443,https,Apache,text/html,GET,193.203.121.47,/,-706121104,193.203.121.47,HSTS,198,False,,https://etcsst-test.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fetcsst%2Dtest%2Esbb%2Ech%2Fetcsst%2F,,,,
etcsst.sbb.ch,SBB Login - etcsst.sbb.ch,200,3815,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,etcsst.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T05:33:36Z,2024-05-02T05:33:36Z,"CN=etcsst.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",etcsst.sbb.ch,Schweizerische Bundesbahnen SBB,etcsst-int.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,8e4814e387587c569356033a10cf421a,0069063382d0f008031c2bfd5fea06360c97330bcbea9ba018bbc5281f674551,,ctls,etcsst.sbb.ch,,443,https://etcsst.sbb.ch:443,https,Apache,text/html,GET,193.203.121.168,/,-1323044271,193.203.121.168,HSTS,199,False,,https://etcsst.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fetcsst%2Esbb%2Ech%2Fetcsst%2F,,,,
eventit.event.sbb.ch,My Future @ SBB 25.04.2023,200,56987,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,eventit.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T11:50:09Z,2023-07-05T11:50:08Z,CN=eventit.event.sbb.ch,eventit.event.sbb.ch,,eventit.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,76af6b94d390856fd3329e86d9fa9932,595fe29a3fe1e047a365e516c51cbd8d5d91712323845403749a11368f2e28a8,,ctls,eventit.event.sbb.ch,google,443,https://eventit.event.sbb.ch:443,https,,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,,175,False,True,,,,,
events.sbb.ch,Das Online-Portal der SBB für Zug und ÖV | SBB,200,300604,AS61098,EXOSCALE,CH,159.100.240.0/20,www.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T08:47:35Z,2023-08-09T08:47:35Z,"CN=www.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",www.sbb.ch,Schweizerische Bundesbahnen SBB,sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,614a3b337a1a627a33ec96c5cf868ef6,37ac2a275b132a52dbb3a1e5e8416079d85765ac6c8d959de84b8ea906c697d9,,ctls,www.sbb.ch,,443,https://events.sbb.ch:443,https,Apache,text/html,GET,159.100.250.197,/,-1325821527,159.100.250.197,Varnish,4654,False,,https://www.sbb.ch/de,,,,
ext.sbb.ch,Introduction,200,48629,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,www.bkms-system.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-23T10:34:32Z,2023-08-27T23:59:59Z,"CN=bkms-system.ch, O=EQS Group AG, L=Muenchen, ST=Bayern, C=DE, jurisdictionCountry=DE, jurisdictionStateOrProvince=Bayern, jurisdictionLocality=München, serialNumber=HRB 131048, businessCategory=Private Organization, jurisdictionCountry=DE, jurisdictionStateOrProvince=Bayern, jurisdictionLocality=München, businessCategory=Private Organization",bkms-system.ch,EQS Group AG,client.bkms-system.ch,"CN=TeleSec ServerPass Extended Validation Class 3 CA, street=Untere Industriestr. 20, L=Netphen, postalCode=57250, ST=Nordrhein Westfalen, OU=T-Systems Trust Center, O=T-Systems International GmbH, C=DE",TeleSec ServerPass Extended Validation Class 3 CA,T-Systems International GmbH,cffc9b762e89dd9db7e72b0602cdc67b,b2ed72e70d83eec591ec5703743dd26b18a0dcb902f16fb47965faf9ea258241,,ctls,www.bkms-system.ch,,443,https://ext.sbb.ch:443,https,web,text/html,GET,194.150.245.34,/,6170957,194.150.245.34,Java,652,False,,https://www.bkms-system.ch/bkwebanon/report/clientInfo?cin=19SBB2&language=fre,https:,,,
extvpn.sbb.ch,NetScaler AAA,200,42775,AS5089,NTL,GB,91.224.0.0/11,extvpn.sbb.ch,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-11-07T14:20:14Z,2023-11-07T14:20:14Z,"CN=citrix.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",citrix.sbb.ch,Schweizerische Bundesbahnen SBB,bn-netscalermas-01.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9d4ce15db27b656dfd0345a7ecf3fc41,486be16a71e5d0d9a2b0f4945edefa7582a42023f5a67718149b9950fa555c79,,ctls,extvpn.sbb.ch,,443,https://extvpn.sbb.ch:443,https,Apache,text/html,GET,91.230.141.182,/,12023395,91.230.141.182,HSTS,721,False,,https://extvpn.sbb.ch/logon/LogonPoint/tmindex.html,,,,
f1-test-ws.sbb.ch,,500,637,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,f1-test-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-23T05:20:01Z,2023-06-23T05:20:01Z,"CN=f1-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",f1-ws.sbb.ch,Schweizerische Bundesbahnen SBB,f1-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,bcf765ce0a8dbbcca02f5a990a250e97,f0c1bed1f5234300c3652820999b0409fe0767047b75a394f675d35831fa6656,,ctls,f1-test-ws.sbb.ch,,443,https://f1-test-ws.sbb.ch:443,https,,text/xml,GET,193.203.120.2,/,1682878506,193.203.120.2,IBM DataPower,2,False,,,,,,
fahrplan.sbb.ch,Der SBB Fahrplan | SBB,200,218112,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,www.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T08:47:35Z,2023-08-09T08:47:35Z,"CN=www.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",www.sbb.ch,Schweizerische Bundesbahnen SBB,sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,614a3b337a1a627a33ec96c5cf868ef6,37ac2a275b132a52dbb3a1e5e8416079d85765ac6c8d959de84b8ea906c697d9,,ctls,www.sbb.ch,,443,https://fahrplan.sbb.ch:443,https,Apache,text/html,GET,194.150.245.142,/,950619556,2a00:4bc0:ffff:9::c296:f589,Varnish,3435,False,,https://www.sbb.ch/de/fahrplan.html,,,,
fahrplant.sbb.ch,403 Forbidden,403,199,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,,,,,,,,,,,,,,,,,,,,,80,http://fahrplant.sbb.ch:80,http,Apache,text/html,GET,194.150.245.121,/,-855688948,194.150.245.121,Apache,8,False,,,,,,
faq-zukunftstag-2023.event.sbb.ch,FAQ,200,30352,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,faq-zukunftstag-2023.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:03Z,2023-07-16T08:16:02Z,CN=faq-zukunftstag-2023.event.sbb.ch,faq-zukunftstag-2023.event.sbb.ch,,faq-zukunftstag-2023.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,c85c977439e93c2fa63316b67534e017,186a59bd39836bdfcd048511cf7b17d91f387117e604d52c63fc8b880b44319d,,ctls,faq-zukunftstag-2023.event.sbb.ch,google,443,https://faq-zukunftstag-2023.event.sbb.ch:443,https,,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,,173,False,True,,,,,
fdk.app.sbb.ch,403 Forbidden,403,271,AS16509,AS16509,Unknown,35.160.0.0/13,fdk.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,fdk.app.sbb.ch,,443,https://fdk.app.sbb.ch:443,https,nginx,text/html,GET,35.157.225.80,/,-1505124461,52.57.148.72,Nginx,11,False,,,,,,
fdlcdoud.event.sbb.ch,Crashkurs Bahn Know-How.,200,32708,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,fdlcdoud.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T06:38:09Z,2023-07-08T06:38:08Z,CN=fdlcdoud.event.sbb.ch,fdlcdoud.event.sbb.ch,,fdlcdoud.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,d6735a32fb2ccc5a8121ee5ec4376c1c,7675db687cef594a25509bec05b12e78a0273849ce35c5ffc6c25d07d1df96f4,,ctls,fdlcdoud.event.sbb.ch,google,443,https://fdlcdoud.event.sbb.ch:443,https,,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,,153,False,True,,,,,
