new,host,a,soa,status_code,cname,cdn,cdn-name,aaaa,ns,caa,mx,txt,has_internal_ips,internal_ips
,maxx.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,mbelia.underarmour.co.uk,178.250.1.11,"ns23.criteo.com, dns.criteo.com",NOERROR,"dnsdelegation.io, gum.criteo.com, gum.nl3.vip.prod.criteo.com",,,2a02:2638:3::c,,digicert.com,,,,
,media.underarmour.com,"23.35.69.203, 23.35.69.193","n0b.akamai.net, hostmaster.akamai.com",NOERROR,"www.underarmour.tv, www.underarmour.tv.edgesuite.net, a1168.b.akamai.net",,,,,,,,,
,mfp.underarmour.com,136.147.129.27,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-491.awsdns-61.com, ns-977.awsdns-58.net, ns-1313.awsdns-36.org, ns-1686.awsdns-18.co.uk",,reply-mx.s7.exacttarget.com,"v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all, google-site-verification=wny1DK6dqdXuZvjINscJTvSIJJ8Jx8SQwyaibNUFCes",,
,mi.underarmour.com,"108.157.4.62, 108.157.4.112, 108.157.4.78, 108.157.4.125","ns-976.awsdns-58.net, awsdns-hostmaster.amazon.com",NOERROR,d25tro63an750f.cloudfront.net,True,cloudfront,,"ns-182.awsdns-22.com, ns-2020.awsdns-60.co.uk, ns-976.awsdns-58.net, ns-1415.awsdns-48.org",,,,,
,mia.guest.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,miller.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"sectigo.com, digicert.com, letsencrypt.org",,,,
,missfit.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,,,,,
,mlbshow.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"sectigo.com, digicert.com, letsencrypt.org",,,,
,mobile-cdn.ua.com,"13.224.189.115, 13.224.189.28, 13.224.189.2, 13.224.189.12","ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,d2w68fuf3cvonr.cloudfront.net,True,cloudfront,"2600:9000:20eb:3c00:a:a99d:a5c0:93a1, 2600:9000:20eb:f800:a:a99d:a5c0:93a1, 2600:9000:20eb:8000:a:a99d:a5c0:93a1, 2600:9000:20eb:a400:a:a99d:a5c0:93a1, 2600:9000:20eb:d400:a:a99d:a5c0:93a1, 2600:9000:20eb:8e00:a:a99d:a5c0:93a1, 2600:9000:20eb:3e00:a:a99d:a5c0:93a1, 2600:9000:20eb:8c00:a:a99d:a5c0:93a1","ns-1340.awsdns-39.org, ns-1959.awsdns-52.co.uk, ns-442.awsdns-55.com, ns-730.awsdns-27.net",,,,,
,mobile-sync-api.myfitnesspal.com,"107.23.100.216, 54.211.107.175, 34.238.132.74","ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,ingress.external.us.mfp.dev,,,,,,,,,
,mobilesync.api.ua.com,"18.173.233.33, 18.173.233.98, 18.173.233.34, 18.173.233.36","ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com",NOERROR,d2hazghdfb6m8o.cloudfront.net,True,cloudfront,"2600:9000:2440:8400:12:6013:4600:93a1, 2600:9000:2440:4200:12:6013:4600:93a1, 2600:9000:2440:9c00:12:6013:4600:93a1, 2600:9000:2440:e200:12:6013:4600:93a1, 2600:9000:2440:5600:12:6013:4600:93a1, 2600:9000:2440:d000:12:6013:4600:93a1, 2600:9000:2440:c200:12:6013:4600:93a1, 2600:9000:2440:4400:12:6013:4600:93a1","ns-1258.awsdns-29.org, ns-130.awsdns-16.com, ns-1895.awsdns-44.co.uk, ns-552.awsdns-05.net",,,,,
,mta.e.underarmour.co.uk,198.245.88.175,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
,mta.em.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,mta.endomondo.underarmour.com,13.111.29.216,"ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mta.mapmyfitness.underarmour.com,13.111.24.48,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mta.mfp.underarmour.com,13.111.24.54,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mta.uarecord.underarmour.com,13.111.24.47,"ns-1416.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1416.awsdns-49.org, ns-1871.awsdns-41.co.uk, ns-456.awsdns-57.com, ns-584.awsdns-09.net",,,,,
,mta10.emails.underarmour.com,13.111.29.214,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,mta2.emails.underarmour.com,13.111.29.142,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,mta3.emails.underarmour.com,13.111.29.143,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,mta3.mfp.underarmour.com,13.111.24.56,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mta4.emails.underarmour.com,13.111.29.144,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,mta4.mapmyfitness.underarmour.com,13.111.24.51,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mta4.mfp.underarmour.com,13.111.24.57,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mta5.emails.underarmour.com,13.111.29.145,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,mta5.mfp.underarmour.com,13.111.24.58,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mta6.emails.underarmour.com,13.111.29.146,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,mta7.mfp.underarmour.com,13.111.24.60,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mta8.mfp.underarmour.com,13.111.24.61,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,multi.mapmyfitness.com,72.32.68.18,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mvc.mapmyfitness.com,,,NOERROR,,,,,,,,,,
,mvp.mapmyride.com,"54.156.89.220, 34.197.36.59","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mvp.mapmyrun.com,"34.197.36.59, 54.156.89.220","ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1360.awsdns-42.org, ns-1621.awsdns-10.co.uk, ns-440.awsdns-55.com, ns-748.awsdns-29.net",,,,,
,mvp.mapmywalk.com,"54.156.89.220, 34.197.36.59","ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,myapps.underarmour.com,204.29.196.134,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,myfitnesspal.com,,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,"ns-1421.awsdns-49.org, ns-1908.awsdns-46.co.uk, ns-733.awsdns-27.net, ns-120.awsdns-15.com",,"alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com",,,
,nbashow.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,newrelic.mapmyfitness.com,198.101.229.212,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,news.ua.com,"96.45.83.195, 96.45.82.161, 96.45.82.74, 96.45.83.103","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,nexus.mapmyfitness.com,10.208.32.36,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,True,10.208.32.36
,nl.mapmyfitness.com,"13.224.189.31, 13.224.189.52, 13.224.189.49, 13.224.189.41","ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmyfitness.com,True,cloudfront,,"ns-408.awsdns-51.com, ns-654.awsdns-17.net, ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk",,"mx1.ua.iphmx.com, mx2.ua.iphmx.com","facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all, MS=ms37790606, o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==",,
,nl.mapmyride.com,"13.226.153.126, 13.226.153.12, 13.226.153.105, 13.226.153.25","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,mapmyride.com,True,cloudfront,,"ns-193.awsdns-24.com, ns-2002.awsdns-58.co.uk, ns-616.awsdns-13.net, ns-1291.awsdns-33.org",,"mx2.emailsrvr.com, mx1.emailsrvr.com",facebook-domain-verification=eohyqzox3bbhdq3palr74wbo38xt0m,,
,nl.mapmyrun.com,"108.138.51.3, 108.138.51.44, 108.138.51.51, 108.138.51.113, 205.251.193.184, 205.251.194.236, 205.251.197.80","ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmyrun.com,True,cloudfront,,"ns-748.awsdns-29.net, ns-1360.awsdns-42.org, ns-1621.awsdns-10.co.uk, ns-440.awsdns-55.com",,inbound-smtp.us-east-1.amazonaws.com,"facebook-domain-verification=qvbnlgsph3fvcvuzw08eflxidi94cm, v=spf1 a mx include:spf.mtasv.net ~all, v=spf1 include:mail.zendesk.com ~all, v=spf1 include:sendgrid.net ~all, v=spf1 mx include:_spf.salesforce.com ~all",,
,nochaser.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,nomeat.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,nonprod-api-gw.underarmour.com,"23.23.45.63, 54.243.74.243, 3.215.236.65, 54.147.80.121, 107.22.91.191, 23.21.2.137","ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",NOERROR,ua-mule-nonprod-dlb.lb.anypointdns.net,,,,,,,,,
,o1.mailgrid.myfitnesspal.com,167.89.64.7,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,o1.ptr6327.mapmyfitness.com,149.72.78.79,,NOERROR,,,,,,,,,,
,o2.mailgrid.myfitnesspal.com,167.89.64.70,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,o2.ptr6735.mapmyrun.com,167.89.85.10,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,o271.us.underarmour.com,149.72.1.48,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,o274.us.underarmour.com,167.89.14.175,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,o3.mailgrid.myfitnesspal.com,167.89.64.72,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,o3.sendgrid.underarmour.com,167.89.0.159,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,o590.us.underarmour.com,149.72.1.54,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,o6.sendgrid.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,o653.us.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,o655.us.underarmour.com,149.72.134.14,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,o656.us.underarmour.com,149.72.134.30,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,o657.us.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,obefitness.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,officewa.underarmour.com,204.29.196.115,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,officewadev.underarmour.com,204.29.196.100,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,onemedical.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,ord-app04.www.underarmour.com,173.203.25.68,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,origin-partner.underarmour.com,204.29.196.11,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,ourhouse.underarmour.com,35.245.193.153,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,True,google,,,,"mx1.ua.iphmx.com, mx2.ua.iphmx.com",,,
,ourhouseqas.underarmour.com,204.29.196.100,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,outlook.underarmour.com,204.29.196.128,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,outrayray.ua.com,216.70.87.52,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,ox-i.mapmyfitness.com,0.0.0.0,"fake-for-negative-caching.adguard.com, hostmaster.ox-i.mapmyfitness.com",NOERROR,,,,::,,,,,True,0.0.0.0
,p360-q.underarmour.com,204.29.196.58,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,p360.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,p360d.underarmour.com,204.29.196.18,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,pages.e.underarmour.co.uk,198.245.89.41,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
,pages.em.underarmour.com,13.111.23.132,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,pages.emails.underarmour.com,13.111.23.203,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,pages.mapmyfitness.underarmour.com,13.111.227.74,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,pages.mfp.underarmour.com,136.147.129.25,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,pages.virt.s7.exacttarget.com,,,,,,,,,
,pages.uarecord.underarmour.com,136.147.129.25,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,pages.virt.s7.exacttarget.com,,,,,,,,,
,partner.underarmour.com,"96.45.82.161, 96.45.83.103, 96.45.83.195, 96.45.82.74","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,"mx2.ua.iphmx.com, mx1.ua.iphmx.com","XGS8vg1QWVmf/uvnJX2KJEdco9sCrSYDVoIWZWx21k2zB7BcgL0csM8DJpCTOT5QS9ARV7JhrhXTL30bb+l7ew==, v=spf1 include:spf.protection.outlook.com -all",,
,partnerships.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,payment.underarmour.co.uk,204.74.99.103,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
,performanceacademy.ua.com,,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,persona.api.ua.com,"35.172.152.119, 34.236.65.196, 54.80.69.143","ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,us-green-external.uacf.io,,,,"ns-1155.awsdns-16.org, ns-1946.awsdns-51.co.uk, ns-383.awsdns-47.com, ns-562.awsdns-06.net",,,,,
,photos.myfitnesspal.com,"52.222.214.84, 52.222.214.49, 52.222.214.28, 52.222.214.111","ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,php.ua.com,,,NOERROR,,,,,,,,,,
,pid.hec.underarmour.com,169.145.98.110,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,pidev.underarmour.com,204.29.196.143,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,piprd.underarmour.com,204.29.196.145,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,piqapihub.underarmour.com,204.29.196.15,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,piqas.underarmour.com,204.29.196.144,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,pivotal-dev.mapmyfitness.com,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,plans-api.myfitnesspal.com,"54.92.224.133, 3.221.25.239, 34.236.195.40","ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,ingress.external.us.mfp.dev,,,,,,,,,
,playbook.underarmour.com,104.130.47.83,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,po-tandc.ua.com,"96.45.82.74, 96.45.83.103, 96.45.82.161, 96.45.83.195","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,podcast.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,polycom.ua.com,,,NOERROR,,,,,,,,,,
,powerinpink.underarmour.com,104.130.47.83,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,preferences.myfitnesspal.com,"65.9.66.68, 65.9.66.48, 65.9.66.83, 65.9.66.80","ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,myfitnesspal.datagrail.io,True,cloudfront,,,,,,,
,premium.api.ua.com,"18.173.233.98, 18.173.233.36, 18.173.233.33, 18.173.233.34","ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com",NOERROR,d2hazghdfb6m8o.cloudfront.net,True,cloudfront,"2600:9000:2440:8600:12:6013:4600:93a1, 2600:9000:2440:f200:12:6013:4600:93a1, 2600:9000:2440:4200:12:6013:4600:93a1, 2600:9000:2440:8a00:12:6013:4600:93a1, 2600:9000:2440:a200:12:6013:4600:93a1, 2600:9000:2440:3400:12:6013:4600:93a1, 2600:9000:2440:6c00:12:6013:4600:93a1, 2600:9000:2440:200:12:6013:4600:93a1","ns-1258.awsdns-29.org, ns-130.awsdns-16.com, ns-1895.awsdns-44.co.uk, ns-552.awsdns-05.net",,,,,
,preprod.mapmyfitness.com,72.3.205.135,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,privacy.underarmour.com,"85.222.140.6, 85.222.140.11, 85.222.140.10","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,"privacy.underarmour.com.00d6g000005jfl0eaa.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,,,,
,prod-configuration.api.ua.com,"35.172.152.119, 54.80.69.143, 34.236.65.196","ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,us-green-external.uacf.io,,,,,,,,,
,prod-fs-jwt-auth.api.ua.com,"13.224.189.22, 13.224.189.31, 13.224.189.129, 13.224.189.12","ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com",NOERROR,d2hazghdfb6m8o.cloudfront.net,True,cloudfront,"2600:9000:20eb:9000:12:6013:4600:93a1, 2600:9000:20eb:a400:12:6013:4600:93a1, 2600:9000:20eb:c000:12:6013:4600:93a1, 2600:9000:20eb:cc00:12:6013:4600:93a1, 2600:9000:20eb:a00:12:6013:4600:93a1, 2600:9000:20eb:5000:12:6013:4600:93a1, 2600:9000:20eb:5800:12:6013:4600:93a1, 2600:9000:20eb:8c00:12:6013:4600:93a1","ns-130.awsdns-16.com, ns-552.awsdns-05.net, ns-1258.awsdns-29.org, ns-1895.awsdns-44.co.uk",,,,,
,prod-na04-vercel.ecm.underarmour.com,"76.76.21.142, 76.76.21.98","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname-underarmour.vercel-dns.com,,,,,"digicert.com, letsencrypt.org",,,,
,prod-plans.api.ua.com,"34.238.132.74, 107.23.100.216, 54.211.107.175","ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"plans-api.myfitnesspal.com, ingress.external.us.mfp.dev",,,,,,,,,
,prod-ua03-vercel.ecm.underarmour.com,"76.76.21.164, 76.76.21.9","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,"letsencrypt.org, globalsign.com, sectigo.com",,,,
,production-eu03.underarmour.co.uk,"104.18.222.231, 104.18.221.231","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"commcloud.production-eu03-underarmour-co-uk.cc-ecdn.net, commcloud.production-eu03-underarmour-co-uk.cc-ecdn.net.cdn.cloudflare.net",True,cloudflare,,,,,,,
,prototype.underarmour.com,104.130.47.83,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,pt.mapmyfitness.com,"13.224.189.49, 13.224.189.52, 13.224.189.41, 13.224.189.31","ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmyfitness.com,True,cloudfront,,"ns-654.awsdns-17.net, ns-1855.awsdns-39.co.uk, ns-1108.awsdns-10.org, ns-408.awsdns-51.com",,"mx2.ua.iphmx.com, mx1.ua.iphmx.com","o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all, MS=ms37790606, facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all",,
,pth.underarmour.com,74.121.50.47,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,"mail5382.cf.underarmour.com, mail5383.pth.underarmour.com, reply.pth.underarmour.com, mail4546.fit.underarmour.com",v=spf1 ip4:208.73.5.15 ip4:74.112.71.44 ip4:74.112.71.47 -all,,
,pub.em.underarmour.com,136.147.129.35,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,pub.s7.exacttarget.com,,,,,,,,,
,pub.emails.underarmour.com,136.147.129.35,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,pub.s7.exacttarget.com,,,,,,,,,
,pub.uarecord.underarmour.com,136.147.129.35,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,pub.s7.exacttarget.com,,,,,,,,,
,publish.adobe.underarmour.com,,"ns-1643.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,under-armour-brand-prod.adobecqms.net,,,,,,,,,
,puppet.mapmyfitness.com,10.183.248.104,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,True,10.183.248.104
,puppet02.mapmyfitness.com,67.192.161.203,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,pypi.mapmyfitness.com,10.208.172.24,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,repo.mapmyfitness.com,,,,,,,,True,10.208.172.24
,qa1.ua.com,172.24.96.111,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,True,172.24.96.111
,qa4.ua.com,172.24.96.114,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,True,172.24.96.114
,queue.mapmyfitness.com,50.56.247.122,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,msg-test01.mapmyfitness.com,,,,,,,,,
,ratke.myfitnesspal.com,,"burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,,,"letsencrypt.org, digicert.com, sectigo.com",,,,
,record.underarmour.com,"35.245.59.153, 74.121.50.42, 208.73.5.16","ns-830.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,"ns-1070.awsdns-05.org, ns-1737.awsdns-25.co.uk, ns-405.awsdns-50.com, ns-830.awsdns-39.net",,"reply.record.underarmour.com, mail4546.fit.underarmour.com, mail4547.record.underarmour.com, mail5382.cf.underarmour.com, mail5383.pth.underarmour.com",v=spf1 ip4:208.73.5.15 ip4:208.73.5.16 ip4:74.112.71.44 ip4:74.112.71.47 -all,,
