input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,cdn_name,cdn,final_url
smetrics.underarmour.co.uk,Under Armour,410,417804,AS397223,ULTRADNS,US,204.74.99.0/24,https://preview.uat.ua.coremedia.cloud,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,80,http://smetrics.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,1107042231,204.74.99.103,Varnish,5941,False,,"Under Armour, Inc.",,,,https://www.underarmour.com/shop/uk/en/
sparks.myfitnesspal.com,MyFitnessPal X Alexis Sparks,200,38525,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,sparks.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T02:30:15Z,2023-08-08T02:30:14Z,CN=sparks.myfitnesspal.com,sparks.myfitnesspal.com,sparks.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,76d4f5f8cabcbf2049d6f9c35ef4a2d4,75e2e26d72a9b220f36bce31b44a5041818695fe0248a28b95730745cab65124,ctls,sparks.myfitnesspal.com,443,https://sparks.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
stage-about.underarmour.com,Home,200,71076,AS54113,FASTLY,US,146.75.120.0/22,,stage-about.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T00:00:00Z,2023-08-09T23:59:59Z,"CN=stage-about.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",stage-about.underarmour.com,www.stage-about.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e6226f51963701154762a063b8f07bb3,0655ffc21a8e6a286187bb5088326cbd0add99b963780b99cbde394b9a132343,ctls,stage-about.underarmour.com,443,https://stage-about.underarmour.com:443,https,,text/html,GET,146.75.123.10,/,-2039231245,146.75.123.10,Java,1198,False,,"Under Armour, Inc.",,fastly,True,
staging.mapmyfitness.com,MapMyFitness,200,15935,AS14618,AMAZON-AES,US,34.224.0.0/12,,staging.mapmyfitness.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-20T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09af9846ec0622631d7a46fa73e9a575,202d98e92e1b8bc33c1e45c59e0b7330e9c1c136bfb700fa7b511a646fa77f7a,ctls,staging.mapmyfitness.com,443,https://staging.mapmyfitness.com:443,https,,text/html,GET,34.236.65.196,/,566218143,35.172.152.119,Sentry:6.17.5,151,False,True,,True,,,
staging.underarmour.co.uk,Under Armour - We'll be back soon!,200,8770,AS14340,SALESFORCE,US,151.106.128.0/19,,staging.underarmour.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-19T00:00:00Z,2023-12-18T23:59:59Z,"CN=*.demandware.net, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",*.demandware.net,demandware.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b0e11c6e6c503909bca4c6f49b085e81,7e5cd9891f937b4aa2a342cda43d4f16dab6c4f05f8f4b724a1c8686e9f3a72e,ctls,staging.underarmour.co.uk,443,https://staging.underarmour.co.uk:443,https,Apache,text/html,GET,151.106.151.11,/,-1195934540,151.106.151.11,Salesforce Commerce Cloud,57,False,True,"salesforce.com, inc.",True,,,
static.mapmyfitness.com,,200,244391,AS0,Not routed,None,99.86.8.0/24,,static.mapmyfitness.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-28T00:00:00Z,2024-02-26T23:59:59Z,CN=*.mapmyfitness.com,*.mapmyfitness.com,*.mapmyfitness.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,518b9d355f63dd62dc1e0da71f2cce1f,9679fcb8924b76086acebc3eb7c4993c6307dfe4bfe51e16afcd6d4271a72f74,ctls,static.mapmyfitness.com,443,https://static.mapmyfitness.com:443,https,AmazonS3,application/xml,GET,99.86.4.121,/,1815374561,2600:9000:2057:200:17:66b8:c180:93a1,Amazon Web Services,2,False,,,True,cloudfront,True,
status.myfitnesspal.com,MyFitnessPal Status,200,55510,AS16509,AS16509,Unknown,52.216.72.0/24,,status.myfitnesspal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T17:36:16Z,2023-07-05T17:36:15Z,CN=bb2status.mambu.com,bb2status.mambu.com,www.autopilotstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,586578c59f59e2160252724db06495c8,dd3c99390b080bb2bca2287283501d31032b67d78820e05b08d28f697faef411,ctls,status.myfitnesspal.com,443,https://status.myfitnesspal.com:443,https,,text/html,GET,52.215.192.132,/,-1840324437,52.215.192.132,HSTS,1300,False,,,,,,
stg-na04-vercel.ecm.underarmour.com,Under Armour® Official Store | FREE Shipping Available,200,512395,AS16509,AS16509,Unknown,76.76.21.0/24,,stg-na04-vercel.ecm.underarmour.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-25T20:19:22Z,2023-07-24T20:19:21Z,CN=stg-na04-vercel.ecm.underarmour.com,stg-na04-vercel.ecm.underarmour.com,stg-na04-vercel.ecm.underarmour.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,886332d4df092d0a7c395c9849be7dcf,2cb1be5166f35dae43e1e44d07ed6752700098840e45c9ef25601ce6cb325bd0,ctls,stg-na04-vercel.ecm.underarmour.com,80,http://stg-na04-vercel.ecm.underarmour.com:80,http,Vercel,text/html,GET,76.76.21.98,/,-187656003,76.76.21.164,Vercel,100,False,,,,,,https://stg-na04-vercel.ecm.underarmour.com/en-us/
store.underarmour.com,SOCi,200,316,AS396982,GOOGLE-CLOUD-PLATFORM,US,35.199.128.0/18,,store.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T15:50:34Z,2023-07-16T15:50:33Z,CN=*.where2getit.com,*.where2getit.com,*.where2getit.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9227ff831442c9b94114f5a71f776edf,68c32031095555859487e02e34235a125785ffb6554fe48279ac3952096c1005,ctls,store.underarmour.com,443,https://store.underarmour.com:443,https,,text/html,GET,35.192.67.27,/,-1840324437,35.192.67.27,,23,False,True,,True,google,True,
strivetofit.myfitnesspal.com,MyFitnessPal X TheStriveToFit,200,38582,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,strivetofit.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T05:17:25Z,2023-08-08T05:17:24Z,CN=strivetofit.myfitnesspal.com,strivetofit.myfitnesspal.com,strivetofit.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d54ebfe8e317047e9a92ef9901acad44,ec1f82580c37e540a8c6f07336b62402abd4449ab310e977bf18d6aefa881d53,ctls,strivetofit.myfitnesspal.com,443,https://strivetofit.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
summer-of-you.myfitnesspal.com,Origin DNS error | summer-of-you.myfitnesspal.com | Cloudflare,530,6243,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,80,http://summer-of-you.myfitnesspal.com:80,http,cloudflare,text/html,GET,104.18.27.189,/,666335109,2606:4700::6812:1abd,Cloudflare,93,False,,,,cloudflare,True,
supplier.gslb.underarmour.com,,401,209,AS32525,UNDER-ARMOUR-PERFORMANCE-APPAREL,US,204.29.196.0/23,,supplier.gslb.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-08T00:00:00Z,2023-07-20T23:59:59Z,"CN=supplier.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",supplier.underarmour.com,snc.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bf08ae5c48091c35ac8f523b009ac08,72c720c5e84dc87fe4f7b5749f00ad1125761131704b4bac8dec1ba143f7b7b6,ctls,supplier.gslb.underarmour.com,443,https://supplier.gslb.underarmour.com:443,https,,text/html,GET,204.29.196.126,/,742737328,204.29.196.126,SPNEGO,1,False,True,"Under Armour, Inc.",,,,https://supplier.gslb.underarmour.com/sap/bc/webdynpro/scf/snc_s?sap-client=100&sap-language=EN
support.mapmyrun.com,,404,21,AS14618,AMAZON-AES,US,44.213.52.0/23,,support.mapmyrun.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-09T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8baab3f922f4c5ab997930791b50570,a9c62cf163925b1ee46f1c2a29a77d8aad078ddb3c8a242e66dd7a48f4f9b07f,ctls,support.mapmyrun.com,443,https://support.mapmyrun.com:443,https,nginx/1.13.12,text/plain,GET,44.206.152.228,/,-1669793162,18.214.9.228,Nginx:1.13.12,1,False,True,,True,,,
support.myfitnesspal.com,Security check,403,7725,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,support.myfitnesspal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T23:37:33Z,2023-07-24T23:37:32Z,CN=support.myfitnesspal.com,support.myfitnesspal.com,support.uarecord.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,952420936af7e87ce3c722ccdfb97f11,0e72f3441d54121a842c0d00595a2af83d257bdf632fad5b689c5d20f605b69c,ctls,support.myfitnesspal.com,80,http://support.myfitnesspal.com:80,http,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,103,False,,,,cloudflare,True,https://support.myfitnesspal.com/hc/en-us
sweat-myfitnesspal-2021.myfitnesspal.com,Pageserver 404,404,25637,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,sweat-myfitnesspal-2021.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T21:24:05Z,2023-08-07T21:24:04Z,CN=sweat-myfitnesspal-2021.myfitnesspal.com,sweat-myfitnesspal-2021.myfitnesspal.com,sweat-myfitnesspal-2021.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cbb2e3031619d404f36ffb1b3d359439,6df32f5a0c4fdcb5e8176ecc9641d384fc4722555084e54caac2f45b24675ac7,ctls,sweat-myfitnesspal-2021.myfitnesspal.com,443,https://sweat-myfitnesspal-2021.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,HSTS,864,False,,,,cloudflare,True,
tangents.myfitnesspal.com,Origin DNS error | tangents.myfitnesspal.com | Cloudflare,530,6228,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,80,http://tangents.myfitnesspal.com:80,http,cloudflare,text/html,GET,104.18.26.189,/,-423314096,2606:4700::6812:1bbd,Cloudflare,93,False,,,,cloudflare,True,
taylor.myfitnesspal.com,MyFitnessPal x Taste of Taylor Podcast,200,38545,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,taylor.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T04:56:56Z,2023-08-08T04:56:55Z,CN=taylor.myfitnesspal.com,taylor.myfitnesspal.com,taylor.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7abd0feec381902c6916f6f4faa725d2,edf52cbff8e3b1441f17de041adb14b058783473e681397d48b75075dd20b498,ctls,taylor.myfitnesspal.com,443,https://taylor.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
team.ua.com,,200,13510,AS16552,AS16552,Unknown,96.45.94.0/24,,team.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:32:38Z,2023-07-28T01:25:30Z,CN=team.underarmour.com,team.underarmour.com,team.underarmour.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,e0e85d9af9fc338e333fd105d4511442,1dffaa017f0657bbf4f0e911f25b36d7bf17e3939ee1bc017e57799cdad010b5,ctls,team.underarmour.com,443,https://team.ua.com:443,https,UploadServer,text/html,GET,96.45.82.161,/,-829122420,96.45.83.103,HTTP/3,41,False,,,,,,https://team.underarmour.com
team.underarmour.com,,200,13510,AS15169,GOOGLE,US,35.241.0.0/18,,,,,,,,,,,,,,,,,,,80,http://team.underarmour.com:80,http,UploadServer,text/html,GET,35.241.48.201,/,1678599119,35.241.48.201,Google Cloud Storage,41,False,,,,google,True,
teenmom.myfitnesspal.com,MyFitnessPal x Teen Mom Podcast,200,38537,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,teenmom.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T01:09:17Z,2023-08-08T01:09:16Z,CN=teenmom.myfitnesspal.com,teenmom.myfitnesspal.com,teenmom.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ad05e8e5000f636524f84f362ad1941c,49f292d5ddf84c7e339ed85bfb08df2f795bbfcfe5e2bcf14819cbf7ef624a37,ctls,teenmom.myfitnesspal.com,443,https://teenmom.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
test.mapmyride.com,404 Not Found,404,548,AS0,Not routed,None,13.224.192.0/21,,test.mapmyride.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-09T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8baab3f922f4c5ab997930791b50570,a9c62cf163925b1ee46f1c2a29a77d8aad078ddb3c8a242e66dd7a48f4f9b07f,ctls,test.mapmyride.com,443,https://test.mapmyride.com:443,https,,text/html,GET,13.224.189.52,/,566218143,13.224.189.41,Amazon Web Services,14,False,True,,True,cloudfront,True,
test.mapmyrun.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.224.192.0/21,,,,,,,,,,,,,,,,,,,80,http://test.mapmyrun.com:80,http,CloudFront,text/html,GET,13.224.189.41,/,-1996323434,13.224.189.31,Amazon Web Services,20,False,,,,cloudfront,True,
test.mapmywalk.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.224.192.0/21,,,,,,,,,,,,,,,,,,,80,http://test.mapmywalk.com:80,http,CloudFront,text/html,GET,13.224.189.41,/,-1699466445,13.224.189.49,Amazon Web Services,20,False,,,,cloudfront,True,
tickers.myfitnesspal.com,ERROR: The request could not be satisfied,403,915,AS16509,AS16509,Unknown,13.225.96.0/21,,,,,,,,,,,,,,,,,,,80,http://tickers.myfitnesspal.com:80,http,CloudFront,text/html,GET,13.225.78.8,/,1322383701,2600:9000:21f3:ce00:1e:f4a8:3140:93a1,Amazon Web Services,20,False,,,,cloudfront,True,
tmp-na04-vercel.ecm.underarmour.com,Under Armour® Official Store | FREE Shipping Available,200,559299,AS16509,AS16509,Unknown,76.76.21.0/24,,tmp-na04-vercel.ecm.underarmour.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-04T19:52:10Z,2023-08-02T19:52:09Z,CN=tmp-na04-vercel.ecm.underarmour.com,tmp-na04-vercel.ecm.underarmour.com,tmp-na04-vercel.ecm.underarmour.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3d0b2b3185bd816cd4adfa6931413235,f3831c8b5bd883d61c4da2b6c0a78c1bc3429fe26301d2b0e5bc8c7734197654,ctls,tmp-na04-vercel.ecm.underarmour.com,443,https://tmp-na04-vercel.ecm.underarmour.com:443,https,Vercel,text/html,GET,76.76.21.142,/,-187656003,76.76.21.61,Vercel,101,False,,,,,,https://tmp-na04-vercel.ecm.underarmour.com/en-us/
tns.api.ua.com,,404,42,AS14618,AMAZON-AES,US,34.224.0.0/12,,tns.api.ua.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-20T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09af9846ec0622631d7a46fa73e9a575,202d98e92e1b8bc33c1e45c59e0b7330e9c1c136bfb700fa7b511a646fa77f7a,ctls,tns.api.ua.com,443,https://tns.api.ua.com:443,https,,text/plain,GET,34.236.65.196,/,1382809587,35.172.152.119,,1,False,True,,True,,,
tokens-staging.underarmour.com,,404,9,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,,tokens-staging.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-03-19T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,admin.underarmour.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,49f794f5e21a3137c8b87c17470c451f,db3610613361f0e4ed80b45f8540a35c6e8f170307761c5f5b4acd65077a188c,ctls,tokens-staging.underarmour.com,443,https://tokens-staging.underarmour.com:443,https,nginx,text/html,GET,23.55.231.171,/,-738705486,23.55.231.171,Nginx,1,False,,"Under Armour, Inc.",,,,
tp-uaconnect.underarmour.com,,200,315,AS32525,UNDER-ARMOUR-PERFORMANCE-APPAREL,US,204.29.196.0/23,,tp-uaconnect.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=tp-uaconnect.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",tp-uaconnect.underarmour.com,tp-uaconnect.underarmour.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,72e73007321375860d093ff577734bbf,93ddaa9943b758e5a879025fbda9e8634b62d1616d6e0bdd5e69163bb654ee7c,ctls,tp-uaconnect.underarmour.com,443,https://tp-uaconnect.underarmour.com:443,https,,text/html,GET,204.29.196.120,/,-1840324437,204.29.196.120,HSTS,9,False,,"Under Armour, Inc.",,,,
training.api.ua.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,99.86.8.0/24,,,,,,,,,,,,,,,,,,,80,http://training.api.ua.com:80,http,CloudFront,text/html,GET,99.86.4.17,/,793353678,99.86.4.19,Amazon Web Services,20,False,,,,cloudfront,True,
transfer.underarmour.com,Server Login,200,5233,AS32525,UNDER-ARMOUR-PERFORMANCE-APPAREL,US,204.29.196.0/23,,transfer.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-03-01T23:59:59Z,"CN=transfer.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",transfer.underarmour.com,transfer.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a8f916a4d849ecf4b1e89c1b07b624fb,7ce5f86748ccbb28d9ff0e8a5b88a238255bcf880a2e43e39103e195f0ff5e65,ctls,transfer.underarmour.com,443,https://transfer.underarmour.com:443,https,,text/html,GET,204.29.196.21,/,868260789,204.29.196.21,HSTS,128,False,,"Under Armour, Inc.",,,,https://transfer.underarmour.com/Web/Account/Login.htm
translate.mapmyfitness.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.224.192.0/21,,,,,,,,,,,,,,,,,,,80,http://translate.mapmyfitness.com:80,http,CloudFront,text/html,GET,13.224.189.31,/,533651874,13.224.189.52,Amazon Web Services,20,False,,,,cloudfront,True,
trk.e.underarmour.com,,404,690,AS16509,AMAZON-02,US,54.184.0.0/13,,trk.e.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T06:13:03Z,2023-06-20T06:13:02Z,CN=trk.e.underarmour.com,trk.e.underarmour.com,trk.e.underarmour.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eca8aa46d0653eb00342362c43d1cad7,d9d6945b9deb2f939f5b0d0759539e490a4bcdd18950f11800dfb5a684b75cae,ctls,trk.e.underarmour.com,443,https://trk.e.underarmour.com:443,https,openresty,text/html,GET,54.183.236.66,/,-908019893,50.18.202.186,OpenResty,18,False,,,,,,
trk.underarmour.com,,403,683,AS16509,AS16509,Unknown,13.56.0.0/14,,,,,,,,,,,,,,,,,,,80,http://trk.underarmour.com:80,http,openresty,text/html,GET,13.56.46.112,/,1960915587,54.183.236.66,OpenResty,18,False,,,,,,
trk.us.underarmour.com,,404,690,AS16509,AS16509,Unknown,50.18.0.0/16,,trk.us.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T09:12:36Z,2023-06-20T09:12:35Z,CN=trk.us.underarmour.com,trk.us.underarmour.com,trk.us.underarmour.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0afb8aaec18b7224e262a2059b7c49a7,8fa5ecd10cc94778711f5683c45af3436559cf1c7165311ac64198dc1f59f1a6,ctls,trk.us.underarmour.com,443,https://trk.us.underarmour.com:443,https,openresty,text/html,GET,50.18.202.186,/,-908019893,54.183.236.66,OpenResty,18,False,,,,,,
try.myfitnesspal.com,Pageserver 404,404,25637,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,try.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T05:22:56Z,2023-08-08T05:22:55Z,CN=try.myfitnesspal.com,try.myfitnesspal.com,try.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9d98c6e6663b476805ae052a19c40492,3d6b8cb1bcd50d4834a139bc33b6d53015e4a85059e444f84782f6bf482aad16,ctls,try.myfitnesspal.com,443,https://try.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,HSTS,864,False,,,,cloudflare,True,
tss.myfitnesspal.com,MyFitnessPal x Total Soccer Show Fans Podcast,200,38524,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,tss.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T01:56:03Z,2023-08-08T01:56:02Z,CN=tss.myfitnesspal.com,tss.myfitnesspal.com,tss.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0cae1b50e3e7dd0dd6b469942b591a5a,43e7e646af86f96c9b7aae03e1381db405058255137496cdb63ba9ee0026e571,ctls,tss.myfitnesspal.com,443,https://tss.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
uabroadcast.underarmour.com,Vbrick Rev™,200,4377,AS14618,AMAZON-AES,US,54.172.0.0/14,,uabroadcast.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=uabroadcast.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",uabroadcast.underarmour.com,uabroadcast.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1950fefcafcbb90aa54791b92d5b790,f8d32432833a16921df2e3f127dcffe58004c5b42a2d61f7613d03186dcd53d1,ctls,uabroadcast.underarmour.com,443,https://uabroadcast.underarmour.com:443,https,openresty,text/html,GET,54.172.121.130,/,-1951409727,52.4.133.18,OpenResty,61,False,,"Under Armour, Inc.",,,,
uar-web-static.api.ua.com,,404,,AS0,Not routed,None,13.32.100.0/23,,uar-web-static.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-23T23:59:59Z,CN=api.ua.com,api.ua.com,*.api.ua.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9441d1c733c7ee18c53ecd933ef9eb54,9bc706dbbac76bd120c5b92848a89886547665ca31480ace9038f1963f244a06,ctls,uar-web-static.api.ua.com,443,https://uar-web-static.api.ua.com:443,https,,text/html,GET,13.32.99.113,/,-1840324437,2600:9000:2251:8400:c:2e43:fd40:93a1,HSTS,1,False,,,True,cloudfront,True,
uarun-mobile-static.mapmyrun.com,,404,281,AS16509,AMAZON-02,US,18.66.102.0/24,,uarun-mobile-static.mapmyrun.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-07-12T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cabe074ff06df7c5341e1bf4b9427a50,14e7103ac14611c1eebd5290ec583de31512c1e3948d45818f262897f3605356,ctls,uarun-mobile-static.mapmyrun.com,443,https://uarun-mobile-static.mapmyrun.com:443,https,AmazonS3,application/xml,GET,18.66.97.97,/,-1216697646,18.66.97.19,Amazon Web Services,2,False,True,,True,cloudfront,True,
