input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,cdn,tls_issuer_org_,webserver,tech_,csp_domains_,tls_subject_org_,tls_wildcard_certificate,final_url,tls_expired
master-data-person-service.engelvoelkers.com,,404,19,master-data-person-service.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-03-28T11:07:49Z,2023-06-26T11:07:48Z,CN=master-data-person-service.engelvoelkers.com,master-data-person-service.engelvoelkers.com,master-data-person-service.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,4b454ff5f919e5d9d02444609bd21d8e,8153bef949c2e937da11d3ed8ed25fd30599e507e3211fa84585119188dd48f9,ctls,master-data-person-service.engelvoelkers.com,google,443,https://master-data-person-service.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-138391155,35.186.199.237,2,False,True,Let's Encrypt,,,,,,,
master-data-service.engelvoelkers.com,,404,89,master-data-service.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-03-31T03:52:52Z,2023-06-29T03:52:51Z,CN=master-data-service.engelvoelkers.com,master-data-service.engelvoelkers.com,master-data-service.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,8226384c9edfc75391371938e3546b29,6c436ed05db1278765e386d60d401ba6fbb72a9f7f329c01f44f7e818da58c1e,ctls,master-data-service.engelvoelkers.com,google,443,https://master-data-service.engelvoelkers.com:443,https,application/json,GET,35.186.199.237,/,-1906888569,35.186.199.237,1,False,True,Let's Encrypt,,HSTS,,,,,
move-dev.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://move-dev.engelvoelkers.com:443,https,text/html,GET,130.211.18.191,/,663865325,130.211.18.191,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
move-stage.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://move-stage.engelvoelkers.com:443,https,text/html,GET,35.190.43.115,/,1210294605,35.190.43.115,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
mysql.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://mysql.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,1210294605,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
neighbourhood-alert.engelvoelkers.com,E&V Neighbourhood Alert - Engel & Völkers Property Alert,200,42854,neighbourhood-alert.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-26T06:07:28Z,2023-07-25T06:07:27Z,CN=neighbourhood-alert.engelvoelkers.com,neighbourhood-alert.engelvoelkers.com,neighbourhood-alert.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,620a3ed1ffd576664b55d93e92e5cee6,47fa159a1f5de08d95fc0a7e3013f846086578ad5ce2aacd1891e160788e2ddc,ctls,neighbourhood-alert.engelvoelkers.com,google,443,https://neighbourhood-alert.engelvoelkers.com:443,https,text/html,GET,35.186.199.237,/,-88625836,35.186.199.237,11,False,True,Let's Encrypt,,HSTS,,,,,
orascom.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://orascom.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,663865325,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
ownerapp.engelvoelkers.com,Owner app,200,822,ownerapp.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-17T09:08:35Z,2023-07-16T09:08:34Z,CN=ownerapp.engelvoelkers.com,ownerapp.engelvoelkers.com,ownerapp.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,673870a1e7861a2078366d290e219e5c,16c256bc82d21ef51e2e2ac02b62b41f2c8b570ebe8732594496c0bf122454e5,ctls,ownerapp.engelvoelkers.com,google,443,https://ownerapp.engelvoelkers.com:443,https,text/html,GET,35.186.199.237,/,525355844,35.186.199.237,1,False,True,Let's Encrypt,,Node.js,,,,,
pals.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193564,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://pals.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,663865325,35.190.46.123,4595,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
portals.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://portals.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,663865325,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
prometheus.ev-cloud-platform.engelvoelkers.com,,404,19,prometheus.ev-cloud-platform.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-11T10:01:59Z,2024-05-10T10:01:59Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,c9e01b7b9790d40c1fda0a247478c33f.a678846a3952cc2aef5348a077304d52.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,0011c97037eb05df99c0235393bffe34,0350dc8dfe2910d35aec3050004084b85ced73f8433d8406d082c7f37c7accad,ctls,prometheus.ev-cloud-platform.engelvoelkers.com,google,443,https://prometheus.ev-cloud-platform.engelvoelkers.com:443,https,text/plain,GET,34.95.111.165,/,-138391155,34.95.111.165,2,False,True,,,,,,,,
refined.engelvoelkers.com,An iconic brand. Refined.,200,830284,refined.engelvoelkers.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2023-04-23T09:51:50Z,2023-07-22T09:51:49Z,CN=refined.engelvoelkers.com,refined.engelvoelkers.com,refined.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,eb45b845ba58e468cc73277b5350baeb,0788a25138d6eb27a646911cba9cbda42324c0197be0fc0f1a5450f6808bdb96,ctls,refined.engelvoelkers.com,,443,https://refined.engelvoelkers.com:443,https,text/html,GET,3.69.136.55,/,-1335621053,3.126.202.50,6649,False,,Let's Encrypt,,YouTube,,,,,
revenuereport-stage.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://revenuereport-stage.engelvoelkers.com:443,https,text/html,GET,35.190.43.115,/,663865325,35.190.43.115,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
revenuereport-test.engelvoelkers.com,403,403,134,revenuereport-test.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2023-03-21T00:00:00Z,2024-03-19T23:59:59Z,"CN=wolverine-res-api-s2-tc1-cert.sabre.com, O=Sabre GLBL Inc., L=Southlake, ST=Texas, C=US",wolverine-res-api-s2-tc1-cert.sabre.com,wolverine-res-api-s2-tc1-cert.sabre.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,9c42a74249a7079cb167379271049a24,4357da22d53158f9d3ba7762827bc118c2d202362a39e585914b59c432fa6d31,ctls,revenuereport-test.engelvoelkers.com,google,443,https://revenuereport-test.engelvoelkers.com:443,https,text/html,GET,34.117.35.127,/,1723221432,34.117.35.127,1,False,True,DigiCert Inc,,HTTP/3,,Sabre GLBL Inc.,,,
schweiz.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,194138,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://schweiz.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,1518341517,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
search-api.engelvoelkers.com,,404,19,search-api.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-13T22:14:47Z,2023-07-12T22:14:46Z,CN=search-api.engelvoelkers.com,search-api.engelvoelkers.com,search-api.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,53bd2efb391449cf1f68b9f93a033e07,0c548ea3fe981eefb6922ce79ef339814e8e2cf2407c85c89f0261f3eff30f20,ctls,search-api.engelvoelkers.com,google,443,https://search-api.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-138391155,35.186.199.237,2,False,True,Let's Encrypt,,,,,,,
search-stage.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://search-stage.engelvoelkers.com:443,https,text/html,GET,35.190.43.115,/,-667957671,35.190.43.115,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
search.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://search.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,679210737,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/,
seller-tracking-backend.engelvoelkers.com,,200,,seller-tracking-backend.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-03-23T02:43:42Z,2023-06-21T02:43:41Z,CN=seller-tracking-backend.engelvoelkers.com,seller-tracking-backend.engelvoelkers.com,seller-tracking-backend.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,584fc0a101118bb6780a20ca6b37daf5,f909e97a5cd45566aa307ec291a2eecc9b470f3faf217f6e4a4c4011d418a5d2,ctls,seller-tracking-backend.engelvoelkers.com,google,443,https://seller-tracking-backend.engelvoelkers.com:443,https,,GET,35.186.199.237,/,-138391155,35.186.199.237,1,False,True,Let's Encrypt,,HSTS,,,,,
service.engelvoelkers.com,,200,20248,world.engelvoelkers.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,,2023-03-16T16:46:27Z,2023-06-14T16:46:26Z,CN=world.engelvoelkers.com,world.engelvoelkers.com,world.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,1758922e8ce5bcfb30692c4c2d131af4,1f51fbf91f5a3b31a3a2b859325c2e8b430d256593d517585dfea8051f63d97e,ctls,world.engelvoelkers.com,google,443,https://service.engelvoelkers.com:443,https,text/html,GET,34.149.77.219,/,1287144892,34.149.77.219,21,False,True,Let's Encrypt,Vercel,webpack,,,,https://world.engelvoelkers.com:443/,
shop-finder-backend.engelvoelkers.com,,404,19,shop-finder-backend.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-03-15T06:41:58Z,2023-06-13T06:41:57Z,CN=shop-finder-backend.engelvoelkers.com,shop-finder-backend.engelvoelkers.com,shop-finder-backend.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,1d7d0e7461f57a1a67c50fe6868023dd,e9b70bd11b0ddc25e3c11cff201af004d52c70357a9160cbac34d3c2edc20db7,ctls,shop-finder-backend.engelvoelkers.com,google,443,https://shop-finder-backend.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-138391155,35.186.199.237,2,False,True,Let's Encrypt,,,,,,,
sonar.engelvoelkers.com,Engel & Völkers SONAR | Startpage,200,17782,sonar.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-09T14:00:55Z,2023-08-07T14:42:42Z,CN=sonar.engelvoelkers.com,sonar.engelvoelkers.com,sonar.engelvoelkers.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,812f4910766e8b99646456deca601570,bb40219ace43274539f759d48e552298bc3ebee5875c5b927fb21701f03b3dd2,ctls,sonar.engelvoelkers.com,,443,https://sonar.engelvoelkers.com:443,https,text/html,GET,216.239.36.21,/,909536006,2001:4860:4802:38::15,1,False,,Google Trust Services LLC,,webpack,storage.googleapis.com,,,,
sonfont.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://sonfont.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-667957671,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
southeast.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193564,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,80,http://southeast.engelvoelkers.com:80,http,text/html,GET,35.190.46.123,/,-632867812,35.190.46.123,4595,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
southwest.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://southwest.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-632867812,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
stage.engelvoelkers.com,Engel & Völkers maintenance page,401,150569,www.envstage.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.envstage.com,*.envstage.com,envstage.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,01577cfb4b8ee1241e1a68448c490041,2d3627878c5e7b77f7ade63d2c3d9bf738fdb7e731f9c2e1d4fa225f2778d0b1,ctls,www.envstage.com,google,443,https://stage.engelvoelkers.com:443,https,text/html,GET,35.190.43.115,/,1045177360,35.190.43.115,397,False,True,DigiCert Inc,Varnish,HTTP/3,,,True,https://www.envstage.com:443/,
status.engelvoelkers.com,Sign in ・ Cloudflare Access,200,28357,engelvoelkers.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,ctls,engelvoelkers.cloudflareaccess.com,cloudflare,80,http://status.engelvoelkers.com:80,http,text/html,GET,172.67.23.104,/,1900545301,2606:4700:10::6816:17bb,75,False,True,COMODO CA Limited,cloudflare,HSTS,https:,,True,https://engelvoelkers.cloudflareaccess.com/cdn-cgi/access/login/status.engelvoelkers.com?kid=bb8cbe3aa91c2e330235019559e0fa44e8aedaf8983774bf75b0ad3429fc421e&redirect_url=%2F&meta=eyJraWQiOiIxMmI3YzdhZWJlYWM2ODg3MDcwMGJiOGQxN2U0M2JjN2IxMGEzYjAxNDI1MDFlNjE4OGY2Yzg4MGRjZmY3ZTNjIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4Mzg0MTk4Nywic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImJiOGNiZTNhYTkxYzJlMzMwMjM1MDE5NTU5ZTBmYTQ0ZThhZWRhZjg5ODM3NzRiZjc1YjBhZDM0MjlmYzQyMWUiLCJob3N0bmFtZSI6InN0YXR1cy5lbmdlbHZvZWxrZXJzLmNvbSIsImFwcF9zZXNzaW9uX2hhc2giOiI4MDNmMmVkNWVjYTZmNjg3NGU5ZmQwNTM0MjUyNDYwMDQxZjEyODM0NmFkNzZjZGI0OTVhZDYzMzM0ZGY0ZTQ5IiwibmJmIjoxNjgzODQxOTg3LCJpc193YXJwIjpmYWxzZSwiaXNfZ2F0ZXdheSI6ZmFsc2UsInR5cGUiOiJtZXRhIiwicmVkaXJlY3RfdXJsIjoiXC8iLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.nXcDna2BzfohqDjg0_yzDNCl3gQIC5hzHbuBGTMWz7NpkvyGUdNTYgHrihEMhywD5lXQ3W51bEiqal2DT-aiGeE-UP--kwdv_v8FrKvbtdUA4yjUM0joOp_uPVuW9K10sI9Iw5VUVWT7yavgDahxm5cSA-YLdpmgExrYuHJ_0roVAjQengQkxsY-gWcbZcTuYXcCvXUo9VXcqxdYGeKLMkkaFriADlBzngLzl5_wCW26vmOMR99yx7i5pxk6ARgNjh_XN3MMbA1PU-Nj74DBjEctDeK0ly1c-0eHDLm-BY7RWEDX6_5TJy_LF3Tzl3SzL6uu-oy_J7rxInNSfA6gwg,
sw.engelvoelkers.com,,403,42,sw.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-10-24T00:00:00Z,2023-11-22T23:59:59Z,CN=sw.engelvoelkers.com,sw.engelvoelkers.com,sw.engelvoelkers.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,080b205b3afc17a189e5b2dae624fb8a,12b82326cecbd43368ea385808d3ac2a7d2c98691627f655b700aca08e6c1eec,ctls,sw.engelvoelkers.com,cloudfront,443,https://sw.engelvoelkers.com:443,https,application/json,GET,13.225.78.48,/,768769774,2600:9000:21f3:8600:c:5b8b:3680:93a1,1,False,True,Amazon,,HTTP/3,,,,,
t-box.engelvoelkers.com,T-Box,200,1195,t-box.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-02T21:44:35Z,2023-07-31T22:37:08Z,CN=t-box.engelvoelkers.com,t-box.engelvoelkers.com,t-box.engelvoelkers.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,b874a8e4177266f829c01d91102e0ff3,010afd3b86eb8edddbd9c144096a5a38c6a2b6b5a074bc3b4787aba4a8de7c5b,ctls,t-box.engelvoelkers.com,google,443,https://t-box.engelvoelkers.com:443,https,text/html,GET,34.117.55.8,/,-443748802,34.117.55.8,1,False,True,Google Trust Services LLC,UploadServer,HTTP/3,,,,,
t.engelvoelkers.com,,404,13,t.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-03-21T20:32:55Z,2023-06-19T21:24:47Z,CN=t.engelvoelkers.com,t.engelvoelkers.com,t.engelvoelkers.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,1dae641290c8efdce6507247c234f605,bca46db860ee998d2990215fb5dcdb8e5c0fafdbf3df75d1848e378294b3923e,ctls,t.engelvoelkers.com,google,443,https://t.engelvoelkers.com:443,https,text/plain,GET,34.117.4.35,/,-1420358624,34.117.4.35,1,False,True,Google Trust Services LLC,akka-http,HTTP/3,,,,,
tableau-atr.engelvoelkers.com,,200,1284,tableau-atr.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-24T07:56:28Z,2023-07-23T08:48:00Z,CN=tableau.engelvoelkers.com,tableau.engelvoelkers.com,tableau-atr.engelvoelkers.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,76de46ca3d161f7250ea50b49706a732,4aceeb2b2bbc5d932ed1cf4bb93d776e27fb6c2f93c5adca540ea9005d58a191,ctls,tableau-atr.engelvoelkers.com,google,443,https://tableau-atr.engelvoelkers.com:443,https,text/html,GET,34.160.245.77,/,-1441956789,34.160.245.77,1,False,True,Google Trust Services LLC,Tableau,HTTP/3,https://api.mapbox.com,,,,
tableau.engelvoelkers.com,,200,1284,tableau.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-24T07:56:28Z,2023-07-23T08:48:00Z,CN=tableau.engelvoelkers.com,tableau.engelvoelkers.com,tableau-atr.engelvoelkers.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,76de46ca3d161f7250ea50b49706a732,4aceeb2b2bbc5d932ed1cf4bb93d776e27fb6c2f93c5adca540ea9005d58a191,ctls,tableau.engelvoelkers.com,google,443,https://tableau.engelvoelkers.com:443,https,text/html,GET,34.160.245.77,/,-1441956789,34.160.245.77,1,False,True,Google Trust Services LLC,Tableau,HTTP/3,https://api.mapbox.com,,,,
talentportugal.engelvoelkers.com,Engel & Völkers Portugal,200,17578,talentportugal.engelvoelkers.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2023-04-24T13:18:22Z,2023-07-23T13:18:21Z,CN=talentportugal.engelvoelkers.com,talentportugal.engelvoelkers.com,talentportugal.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,8c27867c15203d8b45c04575bed06ec4,76fc4088fe008e3326a886884f2921e2371b9822e49e9657b3e88ec01e69d312,ctls,talentportugal.engelvoelkers.com,,443,https://talentportugal.engelvoelkers.com:443,https,text/html,GET,34.254.136.44,/,566218143,34.254.136.44,527,False,,Let's Encrypt,,YouTube,,,,,
