input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,content_type,final_url,cdn_name,cdn,csp_domains_,tls_expired,tls_self_signed,location
us-south.wlp-simsvc.dev.watson.cloud.ibm.com,Error,503,175,us-south.wlp-simsvc.dev.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-07-06T23:59:59Z,"CN=wlp-simsvc.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",wlp-simsvc.watson.cloud.ibm.com,International Business Machines Corporation,us-south.wlp-simsvc.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a769027dffbfd6d24fae09b841c6b52a,4d522a7dff1459c9dfca85f8489376c775d6141298cb21e05a6627e651dd8698,,ctls,us-south.wlp-simsvc.dev.watson.cloud.ibm.com,443,https://us-south.wlp-simsvc.dev.watson.cloud.ibm.com:443,https,AkamaiGHost,GET,95.101.111.179,/,300538282,95.101.111.174,,5,False,text/html,,,,,,,
us-south.wlp-simsvc.test.watson.cloud.ibm.com,Error,503,175,us-south.wlp-simsvc.test.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-07-06T23:59:59Z,"CN=wlp-simsvc.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",wlp-simsvc.watson.cloud.ibm.com,International Business Machines Corporation,us-south.wlp-simsvc.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a769027dffbfd6d24fae09b841c6b52a,4d522a7dff1459c9dfca85f8489376c775d6141298cb21e05a6627e651dd8698,,ctls,us-south.wlp-simsvc.test.watson.cloud.ibm.com,443,https://us-south.wlp-simsvc.test.watson.cloud.ibm.com:443,https,AkamaiGHost,GET,2.17.100.248,/,1671887042,2.17.100.217,,5,False,text/html,,,,,,,
vbz.test.yourlearning.ibm.com,,404,19,vbz.test.yourlearning.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-26T00:00:00Z,2023-08-26T23:59:59Z,"CN=*.test.yourlearning.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",*.test.yourlearning.ibm.com,International Business Machines Corporation,test.yourlearning.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ce2633379c2685d2bfd95b520c4c1ebd,eefe96e8fa36ae4b98700b6bee6ad8c029d75eb9c5606ccf1782d8d8a5d06535,True,ctls,vbz.test.yourlearning.ibm.com,443,https://vbz.test.yourlearning.ibm.com:443,https,,GET,161.156.77.204,/,-138391155,158.177.111.154,,2,False,text/plain,,,,,,,
video.ibm.com,Streaming Video Platform & Hosting Services,200,80291,video.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-15T00:00:00Z,2023-08-10T23:59:59Z,"CN=video.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US, serialNumber=30059, businessCategory=Private Organization, jurisdictionStateOrProvince=New York, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=New York, jurisdictionCountry=US",video.ibm.com,International Business Machines Corporation,www.ustream.tv,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,e57523129fefd9e3875da7237daffc8a,0c7cf02b7475ad18e327239a57a67d71daef3c9326edbe9806f0b81ec26a0b4c,,ctls,video.ibm.com,443,https://video.ibm.com:443,https,ustream/web,GET,169.44.146.79,/,-855688948,169.44.146.80,PHP,799,False,text/html,,,,,,,
virtual-agent.watson.ibm.com,,404,80,virtual-agent.watson.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2016-10-06T00:00:00Z,2019-10-11T12:00:00Z,"CN=*.watson.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=NY, C=US",*.watson.ibm.com,International Business Machines Corporation,watson.ibm.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,2aa50fe35d20cc19b3d0af1529396ebe,5fa4525388a509a5be630f6f3da2f638972493bca4c19be2a9623f314e1d50cf,True,ctls,virtual-agent.watson.ibm.com,443,https://virtual-agent.watson.ibm.com:443,https,,GET,169.47.124.23,/,-1481939529,169.62.254.80,IBM DataPower,2,False,text/plain,,,,,True,,
vpn.sec.ibm.com,,200,315,atl-prd-ve-12-pub.sec.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-05T00:00:00Z,2023-09-05T23:59:59Z,"CN=*.sec.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",*.sec.ibm.com,International Business Machines Corporation,sec.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,197c4ceec6ea6b575255805f12ee311f,fa8c01b2eebc510cce315764c5cb82ec2e3f92f4d492722f22c33d9b20adbc2a,True,ctls,atl-prd-ve-12-pub.sec.ibm.com,443,https://vpn.sec.ibm.com:443,https,,GET,209.134.162.117,/,-1840324437,209.134.162.117,HSTS,9,False,text/html,https://atl-prd-ve-12-pub.sec.ibm.com/,,,,,,
vpn.val.asphsc.fr.ibm.com,,200,315,vpn.val.asphsc.fr.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-26T23:59:59Z,"CN=vpn.val.asphsc.fr.ibm.com, O=Kyndryl\, Inc., L=New York, ST=NEW YORK, C=US",vpn.val.asphsc.fr.ibm.com,"Kyndryl, Inc.",vpn.val.asphsc.fr.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,426255512f46bd4fde96e7dc48ba9dc0,53acf3373a696e91f5b02f926a6c41192806dadd715d02d5928d9e1986eda476,,ctls,vpn.val.asphsc.fr.ibm.com,443,https://vpn.val.asphsc.fr.ibm.com:443,https,,GET,193.240.34.4,/,-1840324437,193.240.34.4,HSTS,9,False,text/html,,,,,,,
vrafirewall-icp-wdc06p1.sl1627807.sl.edst.ibm.com,,404,50,vrafirewall-icp-wdc06p1.sl1627807.sl.edst.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-11T05:39:10Z,2023-08-09T05:39:09Z,CN=paas-tools.us-east.containers.appdomain.cloud,paas-tools.us-east.containers.appdomain.cloud,,paas-tools.us-east.containers.appdomain.cloud,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c1cbc38b3b0958b9ff98e3e80cfccbce,dd0a41fc12a438795aab5382ed45ee4051f012f62c4d311045abfbb3815cfd42,True,ctls,vrafirewall-icp-wdc06p1.sl1627807.sl.edst.ibm.com,443,https://vrafirewall-icp-wdc06p1.sl1627807.sl.edst.ibm.com:443,https,,GET,169.60.66.28,/,754889859,169.60.66.28,HSTS,1,False,text/html,,,,,,,
vserv-us-test-gtm.sos.ibm.com,Invalid URL,400,208,vserv-us-test-gtm.sos.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2021-08-03T22:48:39Z,2021-11-01T22:48:37Z,CN=vserv-us-test-gtm.sos.ibm.com,vserv-us-test-gtm.sos.ibm.com,,vserv-us-test-gtm.sos.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f5cf1f0543dd80045450dd9078916556,93d54eb3ecf8f55c1b92bbfed3a1eecb25b53b2139fcf105c04208bb9e318612,,ctls,vserv-us-test-gtm.sos.ibm.com,443,https://vserv-us-test-gtm.sos.ibm.com:443,https,AkamaiGHost,GET,95.101.111.135,/,-1225707838,95.101.111.131,,8,False,text/html,,,,,True,,
w3idprofile.sso.ibm.com,,200,1532,login.w3.ibm.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2022-06-29T00:00:00Z,2023-06-30T23:59:59Z,"CN=login.w3.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",login.w3.ibm.com,International Business Machines Corporation,dev.login.w3.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d689e8d8b03310ce5c2cc43e2e5db8e2,e7a614efae8efe53e21c301ab30ad7d76aa7a240c142e2a1400972beebe86057,,ctls,login.w3.ibm.com,443,https://w3idprofile.sso.ibm.com:443,https,,GET,104.102.35.142,/,-1570213827,104.102.35.142,IBM DataPower,54,False,text/html,https://login.w3.ibm.com/saml/sps/auth,,,https://*.service-now.com,,,
wap.de.ibm.com,IBM - Deutschland | IBM,200,88890,www.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=www.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=NEW YORK, C=US",www.ibm.com,International Business Machines Corporation,wwwtest.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c0f36c9641c620ec98fae1d76ff9d758,267bc7481f34a63e1bb106c1c257d01faf29536a8102c54d622bd01c5e78bc1f,,ctls,www.ibm.com,443,https://wap.de.ibm.com:443,https,Apache,GET,199.46.34.76,/,-360178461,199.46.34.76,Varnish,2054,False,text/html,https://www.ibm.com/de-de,,,,,,
wap.ibm.com,IBM - Deutschland | IBM,200,88890,www.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=www.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=NEW YORK, C=US",www.ibm.com,International Business Machines Corporation,wwwtest.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c0f36c9641c620ec98fae1d76ff9d758,267bc7481f34a63e1bb106c1c257d01faf29536a8102c54d622bd01c5e78bc1f,,ctls,www.ibm.com,443,https://wap.ibm.com:443,https,Apache,GET,199.46.34.76,/,567683375,199.46.34.76,Varnish,2054,False,text/html,https://www.ibm.com/de-de,,,,,,
watson-orchestrate.ibm.com,Watson Orchestrate,200,545,watson-orchestrate.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-07T12:55:59Z,2023-08-05T12:55:58Z,CN=watson-orchestrate.ibm.com,watson-orchestrate.ibm.com,,watson-orchestrate.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,635777b2cd4035da54559abfc5b9bc0e,924caec29cfd96d9c2e91dcde189ef03389888f225669ee9271f575655233b77,,ctls,watson-orchestrate.ibm.com,443,https://watson-orchestrate.ibm.com:443,https,,GET,44.207.192.238,/,-1986837981,3.230.67.230,HSTS,1,False,text/html,,,,https://*.kyndryl.com,,,
watson.ibmviprewards.ibm.com,Oh Darn! We can't find that page.,404,2420,watson.ibmviprewards.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-03-22T13:12:35Z,2023-06-20T13:12:34Z,CN=*.infl.tv,*.infl.tv,,infl.tv,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,db5947d8924b363d5f0df6ee9e73af55,4655a798967e04ad437f07c21d4a67ec3eb88fb9c657854c4d6ba052e70734ae,True,ctls,watson.ibmviprewards.ibm.com,443,https://watson.ibmviprewards.ibm.com:443,https,,GET,34.192.229.91,/,1181350367,52.204.233.198,Ruby,58,False,text/html,,,,,,,
watson.media.ibm.com,Live Streaming and Video Hosting Solutions | IBM,200,64975,www.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=www.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=NEW YORK, C=US",www.ibm.com,International Business Machines Corporation,wwwtest.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c0f36c9641c620ec98fae1d76ff9d758,267bc7481f34a63e1bb106c1c257d01faf29536a8102c54d622bd01c5e78bc1f,,ctls,www.ibm.com,443,https://watson.media.ibm.com:443,https,Apache,GET,104.17.72.206,/,674297345,104.17.74.206,Varnish,1570,False,text/html,https://www.ibm.com/watson/media,cloudflare,True,,,,
watsonadsbuilder.ibm.com,IBM Watson Ads Builder,200,3472,watsonadsbuilder.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",watsonadsbuilder.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",18146c1d72458313239d0441ec5fc10b,241d2854651aa91aa1a3366dd35a1b1a1996920013fa9de3e29661c739762588,True,ctls,watsonadsbuilder.ibm.com,443,https://watsonadsbuilder.ibm.com:443,https,cloudflare,GET,104.16.156.16,/,247924612,2606:4700::6810:9d10,HSTS,1,False,text/html,,cloudflare,True,https://use.typekit.net,,,
watsonmarketinginsights.ibm.com,,404,83,watsonmarketinginsights.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2017-02-06T00:00:00Z,2020-02-11T12:00:00Z,"CN=*.watsonmarketinginsights.ibm.com, OU=Commerce, O=IBM Corporation, L=Armonk, ST=NY, C=US",*.watsonmarketinginsights.ibm.com,IBM Corporation,watsonmarketinginsights.ibm.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,bf5e5fbf2a9ae79f83e95bcefe2d8c6d,f0ca1169531a1a4ae3e4654012820d61cfc2ac93e65738e3c21f90bdf000c2a8,True,ctls,watsonmarketinginsights.ibm.com,443,https://watsonmarketinginsights.ibm.com:443,https,,GET,169.47.124.23,/,1264048267,169.62.254.80,IBM DataPower,2,False,text/plain,,,,,True,,
wdc-cp4s-pw-02.sec.ibm.com,One Identity Password Manager,200,1239,us-mss-credentials.sec.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,,2022-08-05T00:00:00Z,2023-09-05T23:59:59Z,"CN=*.sec.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",*.sec.ibm.com,International Business Machines Corporation,sec.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,197c4ceec6ea6b575255805f12ee311f,fa8c01b2eebc510cce315764c5cb82ec2e3f92f4d492722f22c33d9b20adbc2a,True,ctls,us-mss-credentials.sec.ibm.com,443,https://wdc-cp4s-pw-02.sec.ibm.com:443,https,,GET,207.231.148.50,/,1631801191,207.231.148.50,Microsoft ASP.NET,36,False,text/html,https://us-mss-credentials.sec.ibm.com/PMSelfService/,,,,,,
weatherapi.ibm.com,"Surge Tienda – De nosotros , con amor",200,170970,weatherapi.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-13T23:00:26Z,2023-07-12T23:00:25Z,CN=surgetienda.com,surgetienda.com,,www.surgetienda.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,05023d8897a6d6c6004b2aeee94a9d68,184851d9369c07a7ed215681f624a37a8511143d3f450e1dc58f8122ac22a1a9,,ctls,weatherapi.ibm.com,443,https://weatherapi.ibm.com:443,https,,GET,54.208.199.45,/,234494635,54.208.95.23,wpBakery,1474,False,text/html,,,,,,,
weathercommunity.ibm.com,,200,1342,weathercommunity.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-06T00:00:00Z,2023-10-06T23:59:59Z,"CN=weathercommunity.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",weathercommunity.ibm.com,International Business Machines Corporation,www.weathercommunity.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8892f9249df72ef3f22d745872a511a,1993ef59b53bf428602c48bd5de751b8290436c0d65582e0d37ada1a4d847276,,ctls,weathercommunity.ibm.com,443,https://weathercommunity.ibm.com:443,https,sfdcedge,GET,85.222.140.6,/,1433417005,85.222.140.11,HSTS,45,False,text/html,https://weathercommunity.ibm.com/s/,,,,,,
weatheroperationscenter.ibm.com,,200,70740,environmentalintelligencesuite.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-03T00:00:00Z,2024-02-03T23:59:59Z,"CN=opsdashboard.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",opsdashboard.ibm.com,International Business Machines Corporation,admin.auth-b2b-twc.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,852fca3e610da41a6e2295c15a44f041,50d559c53696fe30793f3203c6a3f6d8afd1c845cb2f1733f32227b3510e2152,,ctls,environmentalintelligencesuite.ibm.com,443,https://weatheroperationscenter.ibm.com:443,https,,GET,23.210.118.116,/,567683375,23.210.118.116,HSTS,23,False,text/html,https://environmentalintelligencesuite.ibm.com/,,,,,,
web-chat.assistant.dev.watson.cloud.ibm.com,,404,10,web-chat.assistant.dev.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-07-30T00:00:00Z,2023-08-02T23:59:59Z,"CN=web-chat.assistant.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",web-chat.assistant.watson.cloud.ibm.com,International Business Machines Corporation,web-chat.global.assistant.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,be5db639b11d5a4b085f774b2f90aaa9,8eb2e9251f4b75654eb37fa754391b0caa4753f5600d8341c7f9798c46d7a4bf,,ctls,web-chat.assistant.dev.watson.cloud.ibm.com,443,https://web-chat.assistant.dev.watson.cloud.ibm.com:443,https,AkamaiNetStorage,GET,95.101.111.132,/,567683375,95.101.111.131,,2,False,,,,,,,,
web-chat.assistant.test.watson.cloud.ibm.com,,404,10,web-chat.assistant.test.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-07-30T00:00:00Z,2023-08-02T23:59:59Z,"CN=web-chat.assistant.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",web-chat.assistant.watson.cloud.ibm.com,International Business Machines Corporation,web-chat.global.assistant.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,be5db639b11d5a4b085f774b2f90aaa9,8eb2e9251f4b75654eb37fa754391b0caa4753f5600d8341c7f9798c46d7a4bf,,ctls,web-chat.assistant.test.watson.cloud.ibm.com,443,https://web-chat.assistant.test.watson.cloud.ibm.com:443,https,AkamaiNetStorage,GET,95.101.111.132,/,567683375,95.101.111.131,,2,False,,,,,,,,
web.solutions.ibm.com,IBM - Deutschland | IBM,200,88890,www.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=www.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=NEW YORK, C=US",www.ibm.com,International Business Machines Corporation,wwwtest.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c0f36c9641c620ec98fae1d76ff9d758,267bc7481f34a63e1bb106c1c257d01faf29536a8102c54d622bd01c5e78bc1f,,ctls,www.ibm.com,443,https://web.solutions.ibm.com:443,https,Apache,GET,199.46.34.76,/,-360178461,199.46.34.76,Varnish,2054,False,text/html,https://www.ibm.com/de-de,,,,,,
wellness-dev.res.ibm.com,404 Not Found,404,232,wellness-dev.res.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-01-24T00:00:00Z,2024-02-20T23:59:59Z,"CN=ami.res.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",ami.res.ibm.com,International Business Machines Corporation,ami.res.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6f5d1b2fa12d7fa6403aea1e0182e5f0,eb060bb2947c9e1a56ce5576b92c1faf439e83bc6c8baf8511fa78a81d829849,,ctls,wellness-dev.res.ibm.com,443,https://wellness-dev.res.ibm.com:443,https,Werkzeug/2.0.2 Python/3.7.12,GET,129.34.40.83,/,-986470109,129.34.40.83,Python:3.7.12,5,False,text/html,,,,,,,
wh-fa.test.watson-health.ibm.com,,404,,wh-fa.test.watson-health.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-27T00:00:00Z,2024-03-26T23:59:59Z,"CN=wh-fa.test.watson-health.ibm.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",wh-fa.test.watson-health.ibm.com,"Cloudflare, Inc.",*.wh-fa.test.watson-health.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e464f7a58cb111cd8d865b646d881e0f,52141b5235145475db1f9b6e98250c86a0d2c12f3f77b4885ff23a3e8bbed66b,True,ctls,wh-fa.test.watson-health.ibm.com,443,https://wh-fa.test.watson-health.ibm.com:443,https,cloudflare,GET,104.18.4.191,/,-1840324437,2606:4700::6812:5bf,Cloudflare,1,False,,,cloudflare,True,,,,
wh-fa.watson-health.ibm.com,,404,,wh-fa.watson-health.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-25T00:00:00Z,2024-03-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.wh-fa.watson-health.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5e23b7365afd89601da2bd70f147e063,3d616683a956f2016197f81e6cf8de7a1dc30ca2b4e21976a0bd94931cf49529,True,ctls,wh-fa.watson-health.ibm.com,443,https://wh-fa.watson-health.ibm.com:443,https,cloudflare,GET,104.18.8.149,/,-1840324437,2606:4700::6812:895,Cloudflare,1,False,,,cloudflare,True,,,,
wh-spm.dev.watson-health.ibm.com,,404,50,wh-spm.dev.watson-health.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=wh-spm.dev.watson-health.ibm.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",wh-spm.dev.watson-health.ibm.com,"Cloudflare, Inc.",*.us-south.wh-spm.dev.watson-health.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",32cb26206f584322e635c5a9e360a889,1634d52b3557018b0f0f545897d04b13cbd8f7217bcb0c7e9d688208d441dd59,True,ctls,wh-spm.dev.watson-health.ibm.com,443,https://wh-spm.dev.watson-health.ibm.com:443,https,cloudflare,GET,104.18.31.3,/,754889859,2606:4700::6812:1e03,HSTS,1,False,text/html,,cloudflare,True,,,,
wh-wcm.test.watson-health.ibm.com,,404,50,wh-wcm.test.watson-health.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-19T00:00:00Z,2024-03-18T23:59:59Z,"CN=wh-wcm.test.watson-health.ibm.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",wh-wcm.test.watson-health.ibm.com,"Cloudflare, Inc.",*.wh-wcm.test.watson-health.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bc43ca81cb2d0a1bf3647a23170e006f,6d0bdd0bdc245893cf863caaacc8fa01413c17b3308daad517eb0d4ef1682d3d,True,ctls,wh-wcm.test.watson-health.ibm.com,443,https://wh-wcm.test.watson-health.ibm.com:443,https,cloudflare,GET,104.18.6.157,/,754889859,2606:4700::6812:79d,HSTS,1,False,text/html,,cloudflare,True,,,,
wholesaledistribution.services.ibm.com,IBM - Deutschland | IBM,200,88890,www.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=www.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=NEW YORK, C=US",www.ibm.com,International Business Machines Corporation,wwwtest.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c0f36c9641c620ec98fae1d76ff9d758,267bc7481f34a63e1bb106c1c257d01faf29536a8102c54d622bd01c5e78bc1f,,ctls,www.ibm.com,443,https://wholesaledistribution.services.ibm.com:443,https,Apache,GET,199.46.34.76,/,-360178461,199.46.34.76,Varnish,2054,False,text/html,https://www.ibm.com/de-de,,,,,,
wildrpiheals.sl.res.ibm.com,401 Unauthorized,401,381,wildrpiheals.sl.res.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=*.sl.res.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",*.sl.res.ibm.com,International Business Machines Corporation,sl.res.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a94c04f5298b16e19835ea1c8f7e2c4e,7fe950012d077ab0c1bcc923522a06d3867519e41f204b782df290b97269ca9b,True,ctls,wildrpiheals.sl.res.ibm.com,443,https://wildrpiheals.sl.res.ibm.com:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips,GET,129.34.40.82,/,-392200610,129.34.40.82,Red Hat,13,False,text/html,,,,,,,
