input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_expired,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,tls_self_signed
ssc.stanford.edu,Stanford Sierra Camp,200,89695,ssc.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T04:06:19Z,2023-07-08T04:06:18Z,CN=ssc.stanford.edu,ssc.stanford.edu,ssc.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8da20f32e5adbba3fb45f8841b7743c9,ac80fc1917711f8ad71b21b936bfd139d718cc77b1b2177b1f1799ceece6c248,ctls,ssc.stanford.edu,,443,https://ssc.stanford.edu:443,https,Squarespace,text/html,GET,198.185.159.144,/,-1415759613,198.185.159.145,Stimulus,1576,False,,,,,,,,
sse-mygroups-server.stanford.edu,myGroups@Stanford,200,8541,sse-mygroups-server.stanford.edu,443,True,tls10,TLS_RSA_WITH_AES_128_CBC_SHA,2018-05-08T00:00:00Z,2019-05-08T23:59:59Z,"CN=mygroups.stanford.edu, OU=ASSU/SSE, O=Stanford University, street=450 Serra Mall, L=Stanford, ST=CA, postalCode=94305, C=US",mygroups.stanford.edu,mygroups.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,b128e1e1b7a99a15560dc7987eb09479,0fb0660fe1a9a8f69e834ddfa9bd5a246fa7d67f389dac0cd2466f39e9a86e23,ctls,sse-mygroups-server.stanford.edu,,443,https://sse-mygroups-server.stanford.edu:443,https,Microsoft-IIS/7.5,text/html,GET,171.64.181.43,/,1923052154,171.64.181.44,Windows Server,173,False,,,True,Stanford University,,,True,
sse.stanford.edu,Stanford Student Enterprises,200,14109,www.sse.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-04T12:14:57Z,2023-06-02T12:14:56Z,CN=www.sse.stanford.edu,www.sse.stanford.edu,www.sse.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,aea191aad8b7df74a5997b8ccb772dbe,598f1681586ef8efd2cff2f21f6685547b8591e8d5945f41fdde8400e500311a,ctls,www.sse.stanford.edu,,80,http://sse.stanford.edu:80,http,,text/html,GET,174.129.25.170,/,978023654,174.129.25.170,Webflow,64,False,,,,,,https://www.sse.stanford.edu/,,
ssi.stanford.edu,Offline for Maintenance,503,511,ssi.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T23:14:56Z,2023-07-02T23:14:55Z,CN=ssi.stanford.edu,ssi.stanford.edu,ssi.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,46d91bff83575423186494cb73c2f3a3,be3a9f36c846d3306a1300c3abf55728b8b918c541b736996fbca6bc438bb208,ctls,ssi.stanford.edu,,443,https://ssi.stanford.edu:443,https,Cowboy,text/html,GET,54.204.238.15,/,1107187241,54.221.251.148,Cowboy,26,False,,,,,,,,
sso.stanford.edu,Stanford Symphony Orchestra | home,200,3562,sso.stanford.edu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,www-v6.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,6e50ace6409cd02ee665f3112237bb52,d4d0b2f39624e14730b74d57fc150a18d3fed5c1f24754ee9bea40b3d7df8e6e,ctls,sso.stanford.edu,,443,https://sso.stanford.edu:443,https,Apache,text/html,GET,171.67.215.200,/,-117420658,2607:f6d0:0:925a::ab43:d7c8,HSTS,77,False,,url=http://www.stanford.edu/group/sso/cgi-bin/wordpress/,,Stanford University,True,,,
ssrc.stanford.edu,404 Not Found,404,196,ssrc.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-10-20T23:59:59Z,"CN=sulproxy-prod-02.stanford.edu, O=Stanford University, ST=California, C=US",sulproxy-prod-02.stanford.edu,sulproxy-prod-02.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9f330db8e82e3b9ace7869e214a82eb3,ac5be442a9b5a6b8fc5d20068fe358aa1cb2f55a0b27aab328a91b0366c4ecf4,ctls,ssrc.stanford.edu,,443,https://ssrc.stanford.edu:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,171.67.37.3,/,-780928015,171.67.37.3,Ubuntu,8,False,,,,Stanford University,,,True,
sss.stanford.edu,STUDENTS FOR A SUSTAINABLE STANFORD - Students for a Sustainable Stanford,200,40093,studentsforasustainablestanford.weebly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-09T00:00:00Z,2023-11-10T23:59:59Z,"CN=*.weebly.com, O=Block Inc, L=San Francisco, ST=California, C=US",*.weebly.com,weeblysite.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,baa1df7964d8610af437f0a769b9dcc8,5bcbbc670b00062d89ddc0a58262df6c59d0cc268f3359957210dffb2e346067,ctls,studentsforasustainablestanford.weebly.com,,443,https://sss.stanford.edu:443,https,Apache,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,Apache,1035,False,,,,Block Inc,True,https://studentsforasustainablestanford.weebly.com/,,
ssw.stanford.edu,,200,5466,swap.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-09T00:00:00Z,2024-05-08T23:59:59Z,"CN=was-pywb-prod.stanford.edu, O=Stanford University, ST=California, C=US",was-pywb-prod.stanford.edu,wayback.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,c81fe5aba48820898220b114ae1c9925,a3b478c6854ee37bf19df376fe2a99ca03b4edae7e34ae801966d65404a244df,ctls,swap.stanford.edu,,443,https://ssw.stanford.edu:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,Ubuntu,170,False,,,,Stanford University,,https://swap.stanford.edu/was/20220129004722/https:/ssw.stanford.edu/,,
stage.bmir.stanford.edu,403 Forbidden,403,202,stage.bmir.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2018-12-12T05:19:26Z,2019-12-12T05:19:26Z,"emailAddress=root@bmir-stg-www-01.sunet, CN=bmir-stg-www-01.sunet, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@bmir-stg-www-01.sunet",bmir-stg-www-01.sunet,,"emailAddress=root@bmir-stg-www-01.sunet, CN=bmir-stg-www-01.sunet, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@bmir-stg-www-01.sunet",bmir-stg-www-01.sunet,SomeOrganization,d8edb612db8d6ba559fb8ec43645040c,90ec09755d48a19af8d5b5b72f0a9922bde9178de78b6f466908bcfe904ac404,ctls,stage.bmir.stanford.edu,,443,https://stage.bmir.stanford.edu:443,https,Apache,text/html,GET,171.64.13.33,/,1493760859,171.64.13.33,Apache,9,False,,,True,SomeOrganization,,,True,True
stage.medweb.stanford.edu,Home | Stanford Medicine,200,179221,stage.medweb.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=stanfordhealthcare.org,stanfordhealthcare.org,www.stanfordhealthcare.org,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,49c87fdd746d049b78b265b91680f0e0,7f179112ca9b0bd7ab38aa5145b0cb45c57e3308d044f0b79c14e9dfffef2b9a,ctls,stage.medweb.stanford.edu,,443,https://stage.medweb.stanford.edu:443,https,Apache/2.4.33 (Amazon) Communique/4.2.0,text/html,GET,34.195.17.34,/,1427980457,67.202.33.123,Java,4411,False,,,,,True,,True,
stanford.edu,Stanford University,200,108214,www.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T07:57:45Z,2023-07-19T07:57:44Z,CN=www.stanford.edu,www.stanford.edu,www.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,02ad852e690f61516f05f7109375fadb,866d6321b3cd31d82abdc061d23470a2475b6c55119d6fb5f858ace642fb1937,ctls,www.stanford.edu,,443,https://stanford.edu:443,https,nginx,text/html,GET,171.67.215.200,/,354441195,2607:f6d0:0:925a::ab43:d7c8,WordPress:6.1.1,1142,False,,,,,,https://www.stanford.edu/,,
stanford25blog.stanford.edu,Blog | Stanford Medicine 25 | Stanford Medicine,200,153256,stanfordmedicine25.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2024-04-19T23:59:59Z,"CN=content.medweb.stanford.edu, O=Stanford University, ST=California, C=US",content.medweb.stanford.edu,wellmd.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,17fc96c5405fc883bbb520831624c2c8,bcf055ae58307c23d15415815842d28de0ae44626ec2ebced4156d06720ce453,ctls,stanfordmedicine25.stanford.edu,,443,https://stanford25blog.stanford.edu:443,https,Apache/2.4.46 () Communique/4.3.3,text/html,GET,171.65.104.124,/,-518345309,171.65.104.124,MailChimp,3126,False,,,,Stanford University,,https://stanfordmedicine25.stanford.edu:443/blog.html,,
stanfordbenefactor.stanford.edu,Stories | Giving to Stanford,200,521418,giving.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T17:17:47Z,2023-06-29T17:17:46Z,CN=giving-prod.stanford.edu,giving-prod.stanford.edu,giving.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,907941d199bbc811ffac4d31262652de,45133b8cdc5dbfbe569b9296a92e718a5af646db3ee4124ea1750b529ed395b9,ctls,giving.stanford.edu,,443,https://stanfordbenefactor.stanford.edu:443,https,Netlify,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,webpack,1077,False,,https:,,,,https://giving.stanford.edu/stories/,,
stanfordmail1.stanford.edu,,200,144,stanfordmail1.stanford.edu,443,True,tls12,TLS_RSA_WITH_AES_128_CBC_SHA,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=pgsan-dev.stanford.edu, O=Stanford University, ST=California, C=US",pgsan-dev.stanford.edu,test-discussions.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,745c2616b48173910b122a3917a9c406,63036b142a03a8f43619fe88b2eea7cce5ac8bd499955a7fe1735db9bb31d179,ctls,stanfordmail1.stanford.edu,,443,https://stanfordmail1.stanford.edu:443,https,Apache-Coyote/1.1,text/html,GET,171.67.43.157,/,-1771102039,171.67.43.157,Java,8,False,,,,Stanford University,,,,
stanfordwho.stanford.edu,Stanford Directory,200,82075,stanfordwho.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-07T15:00:10Z,2023-08-05T15:00:09Z,CN=stanfordwho.stanford.edu,stanfordwho.stanford.edu,stanfordwho.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7f8a449de478c045af3213ad2aa836a2,531423e56dd3a066259d9a8276dc51ba07831b98a33beac74e1b0eb5e00b0029,ctls,stanfordwho.stanford.edu,,443,https://stanfordwho.stanford.edu:443,https,,text/html,GET,35.175.38.207,/,1631801191,35.175.38.207,Microsoft ASP.NET,569,False,,,,,,,,
stanfordyou-uat.stanford.edu,Stanford Login - Stale Request,200,5778,login-uat.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-24T00:00:00Z,2024-01-24T23:59:59Z,"CN=login-uat.stanford.edu, O=Stanford University, ST=California, C=US",login-uat.stanford.edu,login-uat.iam.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,fad6e22bf9fba3d27ce63f549e68eeb4,cba6cd8502425e8d7db70cc1c5f9a2a4202297301acde7724598b969e62b064b,ctls,login-uat.stanford.edu,,443,https://stanfordyou-uat.stanford.edu:443,https,Apache,text/html,GET,52.12.71.228,/,403299699,54.148.96.248,Java,106,False,,,,Stanford University,,https://login-uat.stanford.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,
stanfordyou.stanford.edu,Stanford Login - Stale Request,200,5774,login.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=login.stanford.edu, O=Stanford University, ST=California, C=US",login.stanford.edu,weblogin.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f9b8ece1f754fd432d44de5f1fe848e3,9ecf5abe95a63c37baa1d6224f0b25c58b7200da0b7fbd8d143be42cb447dd8e,ctls,login.stanford.edu,,443,https://stanfordyou.stanford.edu:443,https,Apache,text/html,GET,44.236.205.178,/,-1787317344,100.22.6.42,Java,106,False,,,,Stanford University,,https://login.stanford.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,
starsexpress.stanford.edu,Stars Express,200,1439,starsexpress.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-15T00:00:00Z,2023-07-15T23:59:59Z,"CN=starsexpress.stanford.edu, O=Stanford University, ST=California, C=US",starsexpress.stanford.edu,starsexpress.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,fbec2a4a712ca85e7e5a652ec30828f7,8278398732cba789e342eac6c95db583450b91e1f92e22a9a08d4607950d44c7,ctls,starsexpress.stanford.edu,,443,https://starsexpress.stanford.edu:443,https,Apache,text/html,GET,171.67.36.88,/,-780928015,171.67.36.88,Apache,54,False,,,,Stanford University,,,,
starsexpressuat.stanford.edu,Stars Express,200,1445,starsexpressuat.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,"CN=starsexpressuat.stanford.edu, O=Stanford University, ST=California, C=US",starsexpressuat.stanford.edu,starsexpressuat.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,d583903d4d36a4814877212a3382ece0,994f8d8e45eb297603034a6c3709f9b8740de1e55c01fc2f207a012c4a1aedff,ctls,starsexpressuat.stanford.edu,,443,https://starsexpressuat.stanford.edu:443,https,Apache,text/html,GET,171.67.37.252,/,-780928015,171.67.37.252,Apache,54,False,,,,Stanford University,,,,
startrtm.stanford.edu,410 Gone,410,282,startrtm.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-16T00:00:00Z,2023-06-16T23:59:59Z,"CN=pangea.stanford.edu, OU=IT Services, O=Stanford University, ST=California, C=US",pangea.stanford.edu,younginvestigators.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,b742acb67053defcbcf81d5846aca3d9,f136f0c2db23cd73c76d1fceef2e58ee0fe85f5bfb0a4ef2ce99cbfe8a6c9bce,ctls,startrtm.stanford.edu,,443,https://startrtm.stanford.edu:443,https,Apache,text/html,GET,171.67.166.75,/,-1814268393,171.67.166.75,Apache,9,False,,,,Stanford University,,,,
startup.gsb.stanford.edu,Startup Garage | Stanford Graduate School of Business,200,544578,www.gsb.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T06:45:36Z,2023-07-24T06:45:35Z,CN=public-live.gsb.stanford.edu,public-live.gsb.stanford.edu,www.gsb.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07ec5ed4e335379e5331b2b25524090e,355bf01e8a405ae17921b4a78417a52f5c4aab3f3e2a1d05dfe9e7efac63730f,ctls,www.gsb.stanford.edu,,443,https://startup.gsb.stanford.edu:443,https,nginx,text/html,GET,171.67.37.47,/,1443155258,171.67.37.47,Varnish,12434,False,,,,,,https://www.gsb.stanford.edu/experience/learning/entrepreneurship/courses/startup-garage,,
startupgarage.stanford.edu,Startup Garage | Stanford Graduate School of Business,200,544578,www.gsb.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T06:45:36Z,2023-07-24T06:45:35Z,CN=public-live.gsb.stanford.edu,public-live.gsb.stanford.edu,www.gsb.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07ec5ed4e335379e5331b2b25524090e,355bf01e8a405ae17921b4a78417a52f5c4aab3f3e2a1d05dfe9e7efac63730f,ctls,www.gsb.stanford.edu,,443,https://startupgarage.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Varnish,12434,False,,,,,,https://www.gsb.stanford.edu/experience/learning/entrepreneurship/courses/startup-garage,,
stats-vm1.stanford.edu,Department of Statistics,200,103890,statistics.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,statistics.stanford.edu,,443,https://stats-vm1.stanford.edu:443,https,nginx,text/html,GET,171.67.24.34,/,-780928015,171.67.24.34,Varnish,968,False,,,,Stanford University,True,https://statistics.stanford.edu/,True,
stc.stanford.edu,Stanford Club Tennis,200,10927,stc.stanford.edu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,www-v6.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,6e50ace6409cd02ee665f3112237bb52,d4d0b2f39624e14730b74d57fc150a18d3fed5c1f24754ee9bea40b3d7df8e6e,ctls,stc.stanford.edu,,443,https://stc.stanford.edu:443,https,Apache,text/html,GET,171.67.215.200,/,-117420658,2607:f6d0:0:925a::ab43:d7c8,HSTS,239,False,,,,Stanford University,True,,,
stemcell.stanford.edu,Institute for Stem Cell Biology and Regenerative Medicine (ISCBRM) - Stanford University School of Medicine | Institute for Stem Cell Biology and Regenerative Medicine | Stanford Medicine,200,99111,med.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=med.stanford.edu, O=Stanford University, ST=California, C=US",med.stanford.edu,www.med.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9ddce5a5445ca997dcc8c8f9588f0ad1,6a4dee8c79cba97a16d8717d5d6fa58db970cc4688c34417e6c9fcd3a3062bfe,ctls,med.stanford.edu,,443,https://stemcell.stanford.edu:443,https,Apache/2.4.46 () Communique/4.3.3,text/html,GET,171.65.104.128,/,-1112904767,171.65.104.128,Java,2482,False,,,,Stanford University,True,https://med.stanford.edu:443/stemcell,,
step.gse.stanford.edu,Stanford Teacher Education Program | Stanford Graduate School of Education,200,56436,ed.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T10:58:45Z,2023-07-30T10:58:44Z,CN=ed.stanford.edu,ed.stanford.edu,gse.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ae9fff25dfbd045d1dee74fe9e4284ef,d134bfefab6dbb3205692872aa23315d2f893e3e14c01e045f3b2e376adf7e4e,ctls,ed.stanford.edu,,80,http://step.gse.stanford.edu:80,http,Apache/2.4.41 (Ubuntu),text/html,GET,52.26.226.165,/,-1329447732,52.26.226.165,Ubuntu,979,False,,,,,,https://ed.stanford.edu/step,,
storage.stanford.edu,File and Data Storage | University IT,200,27132,uit.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=uitcomm-web-02.stanford.edu, O=Stanford University, ST=California, C=US",uitcomm-web-02.stanford.edu,uitcommunity.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e7cdf8c1f0533245441d6ecc7d618f2c,93d6931bd9c0e43d70e5225cb5765083d4e8f6f06cf844b826fa9ee9d26f989a,ctls,uit.stanford.edu,,443,https://storage.stanford.edu:443,https,Apache/2.4.54 (Debian),text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,PHP,363,False,,,,Stanford University,,https://uit.stanford.edu/service/storage,,
store.stanford.edu,Stanford Student Store,200,291546,store.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T22:08:12Z,2023-07-26T22:08:11Z,CN=store.stanford.edu,store.stanford.edu,store.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,75cddcf9c2a8d07c1502021e4b4baec8,90184baddfebbff614497a31003898c53d2e8bbd1cf558f0e6b5cd16164a5364,ctls,store.stanford.edu,,443,https://store.stanford.edu:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,4822,False,,,,,,,,
storytelling.stanford.edu,Stanford Storytelling Project,200,49968,storytelling.stanford.edu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,www-v6.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,6e50ace6409cd02ee665f3112237bb52,d4d0b2f39624e14730b74d57fc150a18d3fed5c1f24754ee9bea40b3d7df8e6e,ctls,storytelling.stanford.edu,,443,https://storytelling.stanford.edu:443,https,Apache,text/html,GET,171.67.215.200,/,,2607:f6d0:0:925a::ab43:d7c8,WordPress:6.1.1,650,False,,,,Stanford University,True,,,
stride-service.stanford.edu,Access Denied | Technology & Digital Solutions | Stanford Medicine,200,59926,med.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=med.stanford.edu, O=Stanford University, ST=California, C=US",med.stanford.edu,www.med.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9ddce5a5445ca997dcc8c8f9588f0ad1,6a4dee8c79cba97a16d8717d5d6fa58db970cc4688c34417e6c9fcd3a3062bfe,ctls,med.stanford.edu,,443,https://stride-service.stanford.edu:443,https,Apache/2.4.46 () Communique/4.3.3,text/html,GET,171.65.104.13,/,-658756745,171.65.104.13,Java,1897,False,,,,Stanford University,True,https://med.stanford.edu/irt/access-denied.html,,
stripe.alumni.stanford.edu,Stanford Login - Stale Request,200,5774,login.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=login.stanford.edu, O=Stanford University, ST=California, C=US",login.stanford.edu,weblogin.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f9b8ece1f754fd432d44de5f1fe848e3,9ecf5abe95a63c37baa1d6224f0b25c58b7200da0b7fbd8d143be42cb447dd8e,ctls,login.stanford.edu,,80,http://stripe.alumni.stanford.edu:80,http,Apache,text/html,GET,18.158.19.118,/,-816627104,2a05:d014:275:cb00:3b24:5db8:a252:8f42,Java,106,False,,,,Stanford University,,https://login.stanford.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,
sts.stanford.edu,"Program in Science, Technology & Society",200,100735,sts.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,sts.stanford.edu,,443,https://sts.stanford.edu:443,https,nginx,text/html,GET,54.201.241.220,/,997500400,54.201.241.220,Varnish,1023,False,,,,Stanford University,True,,True,
stucomp.stanford.edu,403 Forbidden,403,118,scpd.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-17T00:00:00Z,2023-08-17T23:59:59Z,"CN=scpd.stanford.edu, O=Stanford University, ST=California, C=US",scpd.stanford.edu,scpdprod.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9fe7b8c74ebd177adddd4c1951af9953,d5a5e25bca79ce33fc3447bc352653340ba642248bfa2e175bda5f73419449fb,ctls,scpd.stanford.edu,,443,https://stucomp.stanford.edu:443,https,awselb/2.0,text/html,GET,171.67.49.134,/,1344368402,171.67.49.134,,7,False,,,,Stanford University,,https://scpd.stanford.edu/vptl,,
students.alumni.stanford.edu,Stanford Students | Stanford Alumni Association,200,369712,alumni.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T23:06:35Z,2023-07-20T23:06:34Z,CN=alumni.stanford.edu,alumni.stanford.edu,youngalumni.alumni.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c6092c10593aa49c65a0b2b59e7fe2a4,b9d1a3ef2f2e3dc4168dc698bafdeceab582332e8686b328ad612680ceeb8120,ctls,alumni.stanford.edu,,443,https://students.alumni.stanford.edu:443,https,Netlify,text/html,GET,52.28.22.142,/,961668727,2a05:d014:275:cb00:3b24:5db8:a252:8f42,webpack,462,False,,https:,,,,https://alumni.stanford.edu/students/,,
