new,host,a,soa,has_internal_ips,internal_ips,status_code,cname,ns,mx,aaaa,cdn,cdn-name,txt,caa
[x],sunsport.stanford.edu,171.65.104.128,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,med4.irt-dr.med.stanford.edu,,,,,,,
[x],sup.stanford.edu,10.126.26.24,"argus.stanford.edu, hostmaster.stanford.edu",True,10.126.26.24,NOERROR,,,,,,,,
[x],supad-uat.stanford.edu,"54.148.96.248, 52.26.198.255, 52.12.71.228","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,,NOERROR,alb-accounts-uat-844255540.us-west-2.elb.amazonaws.com,,,,,,,
[x],supad.stanford.edu,"44.236.205.178, 52.11.105.252, 100.22.6.42","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,,NOERROR,alb-accounts-1399626521.us-west-2.elb.amazonaws.com,,,,,,,
[x],super.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],suppliers.slac.stanford.edu,146.75.122.133,"ns1.fastly.NET, hostmaster.fastly.com",,,NOERROR,pantheon-systems.map.fastly.NET,,,2a04:4e42:8d::645,True,fastly,,
[x],support.cs.stanford.edu,,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,,NOERROR,csstanford.zendesk.com,,mail-pod-13.int.zendesk.com,,True,cloudflare,"pod=13, v=spf1 include:mail.zendesk.com ~all",
[x],support.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],supri-b.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],suprid.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],sura.stanford.edu,"216.24.57.253, 216.24.57.3","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,"sura-22ln.onrender.com, sura-22ln.onrender.com.cdn.cloudflare.net",,,,,,,
[x],surf.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],surg-hpcolor200.stanford.edu,171.65.168.103,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],surg-hpljp200.stanford.edu,171.65.39.158,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],surg-laserjet400-gk100.stanford.edu,171.65.28.18,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],surgerycalendars-prod.med.stanford.edu,34.110.175.232,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,True,google,,
[x],surgpathcriteria.stanford.edu,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,irt-web.irt-dr.med.stanford.edu,,,,,,,
[x],suse-ice.stanford.edu,,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],suse-ldp.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],suse-step.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],suse.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],suseit.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],sushi.stanford.edu,171.65.88.88,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,S082B-copier.stanford.edu,,,,,,,
[x],susi.stanford.edu,171.65.104.156,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,susi.irt-dr.med.stanford.edu,,,,,,,
[x],sussl.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],sustain.stanford.edu,"198.49.23.144, 198.185.159.145, 198.49.23.145, 198.185.159.144","dns1.p06.nsone.net, dns-admin.squarespace.com",,,NOERROR,ext-cust.squarespace.com,,,,,,,
[x],sustainability.stanford.edu,52.36.131.229,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,sustainability-prod.stanford.edu,,,,,,,
[x],sustainable.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"sustainabled9.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],sustainablestanford.stanford.edu,171.67.46.160,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,lbre-vip9.stanford.edu,,,,,,,
[x],svy.stanford.edu,34.102.151.11,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,outcomes.med.stanford.edu,,,,True,google,,
[x],sw-indexing-prod-a.stanford.edu,10.111.7.107,"argus.stanford.edu, hostmaster.stanford.edu",True,10.111.7.107,NOERROR,,,,,,,,
[x],sw-indexing-stage-a.stanford.edu,10.111.7.102,"argus.stanford.edu, hostmaster.stanford.edu",True,10.111.7.102,NOERROR,,,,,,,,
[x],swallowtail.stanford.edu,171.67.81.175,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,E-IPER-CANON.stanford.edu,,,,,,,
[x],swiss.stanford.edu,171.64.73.183,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],swl.stanford.edu,35.88.127.100,"ns-1815.awsdns-34.co.uk, root.itlab.stanford.edu",,,NOERROR,proxy.itlab.stanford.edu,"ns-659.awsdns-18.net, ns-1452.awsdns-53.org, ns-1815.awsdns-34.co.uk, ns-28.awsdns-03.com",,,,,,
[x],swp.stanford.edu,171.67.37.3,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],swplab.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"swplab2.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],swrl.stanford.edu,171.64.13.20,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,bmir-prd-www-lb.stanford.edu,,,,,,,
[x],swshumsci-prod.stanford.edu,54.201.241.220,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,humscigryphon.stanford.edu,,,,,,,
[x],sydney.stanford.edu,"172.24.68.152, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",True,172.24.68.152,NOERROR,,"atalante.stanford.edu, ns5.dnsmadeeasy.com, ns6.dnsmadeeasy.com, ns7.dnsmadeeasy.com, argus.stanford.edu, avallone.stanford.edu",,"2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d, 2620:6c:40c0:0:204:63:224:53",,,,
[x],symsys.stanford.edu,54.201.241.220,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,humscigryphon.stanford.edu,,,,,,,
[x],syn.stanford.edu,171.66.73.69,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,badtzmaru.stanford.edu,,,,,,,
[x],systems-x.stanford.edu,171.67.72.24,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,systemx.stanford.edu,,systemx.stanford.edu,2607:f6d0:0:ee83::efee,,,,
[x],systemsx.stanford.edu,171.67.72.24,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,systemx.stanford.edu,,systemx.stanford.edu,2607:f6d0:0:ee83::efee,,,,
[x],systemx.stanford.edu,171.67.72.24,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,systemx.stanford.edu,2607:f6d0:0:ee83::efee,,,,
[x],t.stanford.edu,171.64.64.38,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,foldthrough.stanford.edu,,,,,,,
[x],ta.scs.stanford.edu,,"market.scs.stanford.edu, hostmaster.scs.stanford.edu",,,NOERROR,temporary-address.scs.stanford.edu,,market4.scs.stanford.edu,,,,v=spf1 ip4:171.66.3.0/24 ip6:2001:470:806d:1::/64 ptr:scs.stanford.edu -all,
[x],tabla.stanford.edu,171.65.76.42,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],table.stanford.edu,192.168.1.237,"argus.stanford.edu, hostmaster.stanford.edu",True,192.168.1.237,NOERROR,,,,,,,,
[x],tableau.slac.stanford.edu,134.79.44.103,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,,,,,,,,
[x],tableau.stanford.edu,171.67.37.19,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],tableau1.stanford.edu,171.67.37.11,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],tac.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,routermonkey.stanford.edu,,,,,,,
[x],tachy.scs.stanford.edu,171.66.3.83,"market.scs.stanford.edu, hostmaster.scs.stanford.edu",,,NOERROR,,,,,,,,
[x],tack.stanford.edu,171.64.20.40,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,daedalus.stanford.edu,,,,,,,
[x],tacos.stanford.edu,"10.15.128.5, 10.27.80.10, 171.64.20.46, 171.66.72.21","argus.stanford.edu, hostmaster.stanford.edu",True,"10.15.128.5, 10.27.80.10",NOERROR,routermonkey.stanford.edu,,,,,,,
[x],tai.stanford.edu,192.168.1.15,"argus.stanford.edu, hostmaster.stanford.edu",True,192.168.1.15,NOERROR,,,,,,,,
[x],talkabout.stanford.edu,54.214.255.212,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",,,NOERROR,talkabout.hackr.me,,,,,,,
[x],tandem.stanford.edu,171.64.252.207,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],tang.stanford.edu,10.112.1.210,"argus.stanford.edu, hostmaster.stanford.edu",True,10.112.1.210,NOERROR,,,,,,,,
[x],tango.stanford.edu,171.65.104.90,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,oncore-tango.irt-dr.med.stanford.edu,,,,,,,
[x],tarski.stanford.edu,171.64.78.65,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,Boole.stanford.edu,,,,,,,
[x],tas.stanford.edu,"44.237.10.191, 44.225.41.189","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,,NOERROR,alb-sera-1324567620.us-west-2.elb.amazonaws.com,,,,,,,
[x],tasc-play-room.stanford.edu,35.185.223.236,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,newsmblogs.stanford.edu,,,,True,google,,
[x],tb.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],tba.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],tc.stanford.edu,128.12.183.176,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],tdp.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"tdp2022.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],tds-zapamp-d02.stanford.edu,171.65.65.17,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],tds.stanford.edu,171.65.104.15,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,irt-web.irt-dr.med.stanford.edu,,,,,,,
[x],tea.stanford.edu,171.66.72.93,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,detroit-is-my-hometown.stanford.edu,,,2607:f6d0:0:a228:bad:c0ff:ee:7e,,,,
[x],teach.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],teachers.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],teams.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],tec.fsi.stanford.edu,23.185.0.4,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,,NOERROR,"live-fsi-d9.pantheonsite.io, fe4.edge.pantheon.io",,,"2620:12a:8000::4, 2620:12a:8001::4",,,,
[x],tec.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,"ns-1434.awsdns-51.org, ns-1861.awsdns-40.co.uk, ns-370.awsdns-46.com, ns-610.awsdns-12.net",,,,,,
[x],tech.law.stanford.edu,171.64.214.159,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,lc-2-web.law.stanford.edu,,,,,,,
[x],techindex.law.stanford.edu,171.64.214.159,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,lc-2-web.law.stanford.edu,,,,,,,
[x],techtraining.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],teen.stanford.edu,171.65.104.128,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,med4.irt-dr.med.stanford.edu,,,,,,,
[x],television.stanford.edu,"192.168.1.224, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",True,192.168.1.224,NOERROR,,"argus.stanford.edu, ns5.dnsmadeeasy.com, ns6.dnsmadeeasy.com, ns7.dnsmadeeasy.com, avallone.stanford.edu, atalante.stanford.edu",,"2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d, 2620:6c:40c0:0:204:63:224:53",,,,
[x],tempo.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],tenable.stanford.edu,171.67.230.80,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,NDC01-Nessus.stanford.edu,,,,,,,
[x],terre.stanford.edu,171.64.103.41,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,terremoto.stanford.edu,,solarpost.stanford.edu,,,,,
[x],teruel.stanford.edu,35.185.223.236,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,newsmblogs.stanford.edu,,,,True,google,,
[x],tesla.stanford.edu,171.64.89.6,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,eelabs-server.stanford.edu,,,,,,,
[x],test-adfs.slac.stanford.edu,134.79.173.167,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,wintestadfs01.slac.stanford.edu,,,,,,,
[x],test-api.stanford.edu,171.67.38.110,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],test-healthimprovement.stanford.edu,"44.241.7.184, 52.24.194.241","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,,NOERROR,bwp-alb-1116049276.us-west-2.elb.amazonaws.com,,,,,,,
[x],test.cs.stanford.edu,171.64.64.43,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],test.gse.stanford.edu,52.26.226.165,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,gse-proxy-2018.stanford.edu,,,,,,,
[x],test.slac.stanford.edu,151.101.178.133,"ns1.fastly.NET, hostmaster.fastly.com",,,NOERROR,pantheon-systems.map.fastly.NET,,,2a04:4e42:2a::645,True,fastly,,
[x],testtube1.stanford.edu,171.67.216.163,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,2607:f6d0:10:897:171:67:216:163,,,,
[x],testtube100.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],testtube11.stanford.edu,171.67.216.180,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,2607:f6d0:10:897:171:67:216:180,,,,
[x],testtube14.stanford.edu,10.111.8.206,"argus.stanford.edu, hostmaster.stanford.edu",True,10.111.8.206,NOERROR,,,,2607:f6d0:10:897:10:111:8:206,,,,
[x],testtube16.stanford.edu,171.67.216.177,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,2607:f6d0:10:897:171:67:216:177,,,,
[x],testtube2.stanford.edu,171.67.216.164,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,2607:f6d0:10:897:171:67:216:164,,,,
[x],testtube20.stanford.edu,10.111.8.198,"argus.stanford.edu, hostmaster.stanford.edu",True,10.111.8.198,NOERROR,,,,2607:f6d0:10:897:10:111:8:198,,,,
[x],testtube200.stanford.edu,171.67.216.190,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],testtube2022.stanford.edu,10.111.8.203,"argus.stanford.edu, hostmaster.stanford.edu",True,10.111.8.203,NOERROR,,,,,,,,
[x],testtube3.stanford.edu,171.67.216.174,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,2607:f6d0:10:897:171:67:216:174,,,,
[x],testtube7.stanford.edu,171.67.216.169,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,2607:f6d0:10:897:171:67:216:169,,,,
[x],testtube8.stanford.edu,171.67.216.170,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,2607:f6d0:10:897:171:67:216:170,,,,
[x],th.stanford.edu,171.64.78.10,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,theory.stanford.edu,,,,,,,
[x],thecircle.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],thedish.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],thehub.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"thehub.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],theory.slac.stanford.edu,199.232.18.133,"ns1.fastly.NET, hostmaster.fastly.com",,,NOERROR,pantheon-systems.map.fastly.NET,,,,True,fastly,,
[x],theory.stanford.edu,171.64.78.10,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],thestanfordfund.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],thesummit.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],theworkplace.gsb-faculty.stanford.edu,159.89.141.240,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,NOERROR,gsb.reclaimhosting.com,,gsb.reclaimhosting.com,,,,v=spf1 ip4:159.89.141.240 ~all,
[x],think3.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,"ns-1434.awsdns-51.org, ns-1861.awsdns-40.co.uk, ns-370.awsdns-46.com, ns-610.awsdns-12.net",,,,,,
[x],tic.stanford.edu,"10.15.128.5, 10.27.80.10, 171.64.20.46, 171.66.72.21","argus.stanford.edu, hostmaster.stanford.edu",True,"10.15.128.5, 10.27.80.10",NOERROR,routermonkey.stanford.edu,,,,,,,
[x],tick.stanford.edu,171.64.20.40,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,daedalus.stanford.edu,,,,,,,
[x],ticket.stanford.edu,72.29.126.151,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],tickets.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"ticketing.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],time.stanford.edu,"171.64.7.105, 171.64.7.67, 171.64.7.73","argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],timesheet.slac.stanford.edu,134.79.138.145,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,lb01-timesheet.slac.stanford.edu,,,,,,,
[x],tinkerbell.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],tinyos.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,sing.stanford.edu,,,,,,,
[x],tissue.stanford.edu,171.67.96.217,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,aalab7.stanford.edu,,,,,,,
[x],titus.stanford.edu,171.64.108.102,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,nero.stanford.edu,,,,,
[x],tltl.stanford.edu,52.26.226.165,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,gse-proxy-2018.stanford.edu,,,,,,,
[x],tml.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"tml.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],today.slac.stanford.edu,134.79.138.36,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,lb01-today.slac.stanford.edu,,,,,,,
[x],tool.stanford.edu,171.67.22.78,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,tools3.stanford.edu,,,,,,,
[x],tools3.stanford.edu,171.67.22.78,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],topaz.stanford.edu,171.64.19.157,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,beryl.stanford.edu,,,,,,,
[x],torino.stanford.edu,171.65.35.107,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],toronto.stanford.edu,128.12.8.199,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,Gupta-AcerPredator.stanford.edu,,,,,,,
[x],torrent.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],tourbuses.stanford.edu,171.67.46.160,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,lbre-vip9.stanford.edu,,,,,,,
[x],tower3.stanford.edu,171.67.84.210,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],track.stanford.edu,171.67.92.68,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,license4.stanford.edu,,,,,,,
[x],traka-ik-rde-10-187-541-1000.stanford.edu,10.20.160.51,"argus.stanford.edu, hostmaster.stanford.edu",True,10.20.160.51,NOERROR,,,,,,,,
[x],transfer.stanford.edu,171.67.24.79,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,"transfer.best.stanford.edu, cardinal2.stanford.edu, cardinal3.stanford.edu",,,,,,,
[x],transfercredit.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],travel.slac.stanford.edu,,"ns1.fastly.NET, hostmaster.fastly.com",,,NOERROR,pantheon-systems.map.fastly.NET,,,2a04:4e42:41::645,True,fastly,,
[x],travel.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],traveldeskguide.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],travelweb.stanford.edu,171.67.36.23,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],trinity.stanford.edu,172.24.75.83,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.75.83,NOERROR,,,,,,,,
[x],troll.stanford.edu,171.64.78.42,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],tron.stanford.edu,171.66.73.69,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,badtzmaru.stanford.edu,,,,,,,
[x],trunk.stanford.edu,172.24.64.13,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.64.13,NOERROR,cave.stanford.edu,,,,,,,
[x],tsa.stanford.edu,34.215.171.12,,,,NOERROR,"tsa2022.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],tsf.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],tsg.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"lbreinternal2022.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],tt.stanford.edu,128.12.80.125,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],ttc.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],tuition.stanford.edu,171.67.200.8,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,vpsa-sis-app1.stanford.edu,,,,,,,
[x],tula.stanford.edu,171.67.84.173,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],turner.stanford.edu,171.66.240.20,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,casbs-mail.stanford.edu,,,,,,,
[x],turtle.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],tutorials.stanford.edu,171.64.204.241,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,talks.stanford.edu,,,,,,,
[x],tv.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],tv5.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],tver.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],tweety.stanford.edu,10.108.4.176,"argus.stanford.edu, hostmaster.stanford.edu",True,10.108.4.176,NOERROR,,,ai.stanford.edu,,,,,
[x],twilight.stanford.edu,171.67.194.88,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],twine.stanford.edu,171.64.64.29,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
