new,host,a,soa,ns,status_code,cname,has_internal_ips,internal_ips,mx,aaaa,cdn,cdn-name,txt,caa
[x],tableau-server.grammarly.io,"54.162.112.79, 44.208.73.27, 23.22.170.190, 54.157.44.204, 35.170.190.195, 54.172.29.243","ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com","ns-1817.awsdns-35.co.uk, ns-670.awsdns-19.net, ns-1079.awsdns-06.org, ns-113.awsdns-14.com",NOERROR,,,,,,,,,
[x],tech.grammarly.com,"18.232.240.46, 3.223.165.96, 35.175.40.32, 34.199.128.77, 3.89.1.98, 34.195.140.51, 54.147.194.18, 35.168.200.141","ns-335.awsdns-41.com, awsdns-hostmaster.amazon.com","ns-539.awsdns-03.net, ns-335.awsdns-41.com, ns-1070.awsdns-05.org, ns-1899.awsdns-45.co.uk",NOERROR,,,,,,,,,
[x],tokenism-private.grammarly.com,"10.12.21.146, 10.12.0.132, 10.12.45.227","ns-296.awsdns-37.com, awsdns-hostmaster.amazon.com","ns-1395.awsdns-46.org, ns-1862.awsdns-40.co.uk, ns-296.awsdns-37.com, ns-724.awsdns-26.net",NOERROR,,True,"10.12.21.146, 10.12.0.132, 10.12.45.227",,,,,,
[x],tokenism-relay.grammarly.com,"3.211.88.251, 52.45.113.181, 52.4.17.151, 205.251.193.146, 205.251.194.15, 205.251.196.59, 205.251.199.175","ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com","ns-1083.awsdns-07.org, ns-527.awsdns-01.net, ns-402.awsdns-50.com, ns-1967.awsdns-53.co.uk",NOERROR,,,,,,,,,
[x],tokenism.grammarly.com,"10.12.15.139, 10.12.20.172, 10.12.46.181","ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com","ns-254.awsdns-31.com, ns-1732.awsdns-24.co.uk, ns-712.awsdns-25.net, ns-1321.awsdns-37.org",NOERROR,,True,"10.12.15.139, 10.12.20.172, 10.12.46.181",,,,,,
[x],tokens.grammarly.com,"52.2.82.212, 52.202.229.54, 44.198.255.219","ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com","ns-1050.awsdns-03.org, ns-1639.awsdns-12.co.uk, ns-498.awsdns-62.com, ns-646.awsdns-16.net",NOERROR,,,,,,,,,
[x],tokens.private.grammarly.com,"10.15.11.149, 10.15.45.58, 10.15.18.28","ns-902.awsdns-48.net, awsdns-hostmaster.amazon.com","ns-1120.awsdns-12.org, ns-1760.awsdns-28.co.uk, ns-293.awsdns-36.com, ns-902.awsdns-48.net",NOERROR,,True,"10.15.11.149, 10.15.45.58, 10.15.18.28",,,,,,
[x],treatment.grammarly.com,"34.224.204.210, 54.226.73.239, 18.214.12.79, 3.227.163.234, 54.237.209.135, 54.85.11.201, 52.204.235.204, 3.211.133.157","ns-2022.awsdns-60.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,public-treatment.prod-experimentation.grammarlyaws.com,,,,,,,,
[x],ua-gec-dataset.grammarly.ai,"34.205.253.104, 3.211.95.21, 52.54.241.86","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,prod-ua-gec-dataset-ecsp-816886122.us-east-1.elb.amazonaws.com,,,,,,,,
[x],ua-gec-dataset.grammarly.com,"3.211.95.21, 52.54.241.86, 34.205.253.104","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,prod-ua-gec-dataset-ecsp-816886122.us-east-1.elb.amazonaws.com,,,,,,,,
[x],ui.proofit.grammarly.io,"13.32.145.50, 13.32.145.26, 13.32.145.86, 13.32.145.125","ns-1843.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,True,cloudfront,,
[x],uifoundation.grammarly.com,,"ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],update-officeaddin.grammarly.com,"18.165.242.128, 18.165.242.50, 18.165.242.120, 18.165.242.62","ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com","ns-1221.awsdns-24.org, ns-1588.awsdns-06.co.uk, ns-422.awsdns-52.com, ns-835.awsdns-40.net",NOERROR,,,,,,True,cloudfront,,
[x],update-windows.grammarly.com,"143.204.89.43, 143.204.89.86, 143.204.89.113, 143.204.89.12","ns-1487.awsdns-57.org, awsdns-hostmaster.amazon.com","ns-1487.awsdns-57.org, ns-1568.awsdns-04.co.uk, ns-503.awsdns-62.com, ns-641.awsdns-16.net",NOERROR,,,,,,True,cloudfront,,
[x],update.grammarly.com,"54.159.27.242, 3.226.155.95, 52.23.14.133","ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],vaccineew54243r9p0cvy17357.artifactory.grammarly.io,"10.84.151.167, 10.84.160.82, 10.84.171.172, 10.84.157.37, 10.84.175.240, 10.84.176.75, 10.84.185.200, 10.84.160.72","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.151.167, 10.84.160.82, 10.84.171.172, 10.84.157.37, 10.84.175.240, 10.84.176.75, 10.84.185.200, 10.84.160.72",,,,,,
[x],vaccineub-97-21-244-public.artifactory.grammarly.io,"10.84.183.95, 10.84.190.42, 10.84.183.94, 10.84.191.93, 10.84.157.37, 10.84.164.146, 10.84.187.114, 10.84.185.200","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.183.95, 10.84.190.42, 10.84.183.94, 10.84.191.93, 10.84.157.37, 10.84.164.146, 10.84.187.114, 10.84.185.200",,,,,,
[x],view.send.grammarly.com,13.111.40.50,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],virus-1041theedge.artifactory-public.artifactory.grammarly.io,"10.84.185.200, 10.84.171.172, 10.84.175.240, 10.84.157.37, 10.84.168.212, 10.84.151.167, 10.84.156.74, 10.84.160.82","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com","ns-1442.awsdns-52.org, ns-2038.awsdns-62.co.uk, ns-51.awsdns-06.com, ns-590.awsdns-09.net",NOERROR,,True,"10.84.185.200, 10.84.171.172, 10.84.175.240, 10.84.157.37, 10.84.168.212, 10.84.151.167, 10.84.156.74, 10.84.160.82",,,,,,
[x],virus0316inzza04resume.artifactory.grammarly.io,"10.84.144.214, 10.84.157.37, 10.84.176.75, 10.84.175.240, 10.84.185.200, 10.84.167.126, 10.84.168.212, 10.84.154.102","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.144.214, 10.84.157.37, 10.84.176.75, 10.84.175.240, 10.84.185.200, 10.84.167.126, 10.84.168.212, 10.84.154.102",,,,,,
[x],virus13colonies5th.artifactory.grammarly.io,,"ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],viruscomixye1043hallelujahfm.artifactory.grammarly.io,"10.84.154.102, 10.84.156.74, 10.84.157.37, 10.84.175.240, 10.84.167.126, 10.84.168.218, 10.84.148.237, 10.84.164.146","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.154.102, 10.84.156.74, 10.84.157.37, 10.84.175.240, 10.84.167.126, 10.84.168.218, 10.84.148.237, 10.84.164.146",,,,,,
[x],viruswall1045snx.artifactory.grammarly.io,"10.84.160.82, 10.84.183.94, 10.84.175.240, 10.84.154.102, 10.84.164.146, 10.84.157.37, 10.84.151.167, 10.84.144.214","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.160.82, 10.84.183.94, 10.84.175.240, 10.84.154.102, 10.84.164.146, 10.84.157.37, 10.84.151.167, 10.84.144.214",,,,,,
[x],viruswall8f.artifactory.grammarly.io,"10.84.147.210, 10.84.187.114, 10.84.171.172, 10.84.191.93, 10.84.175.240, 10.84.157.37, 10.84.156.74, 10.84.183.94","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.147.210, 10.84.187.114, 10.84.171.172, 10.84.191.93, 10.84.175.240, 10.84.157.37, 10.84.156.74, 10.84.183.94",,,,,,
[x],vminsert.grammarly.io,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],vmselect.grammarly.io,,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com","ns-1037.awsdns-01.org, ns-1858.awsdns-40.co.uk, ns-752.awsdns-30.net, ns-114.awsdns-14.com",NOERROR,,,,,,,,,
[x],wb1046487796.artifactory.grammarly.io,"10.84.187.114, 10.84.176.75, 10.84.191.93, 10.84.175.240, 10.84.148.237, 10.84.168.218, 10.84.160.82, 10.84.167.126","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.187.114, 10.84.176.75, 10.84.191.93, 10.84.175.240, 10.84.148.237, 10.84.168.218, 10.84.160.82, 10.84.167.126",,,,,,
[x],wstest.grammarly.com,"54.84.121.95, 107.20.23.121, 54.156.117.251","ns-1660.awsdns-15.co.uk, awsdns-hostmaster.amazon.com","ns-1343.awsdns-39.org, ns-150.awsdns-18.com, ns-1660.awsdns-15.co.uk, ns-722.awsdns-26.net",NOERROR,,,,,,,,,
[x],www.grammarly.com,"52.7.8.62, 34.234.155.38, 3.212.208.125, 3.223.165.96, 3.85.67.177, 52.7.120.75, 54.225.83.253, 3.217.204.102","ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],www.grammarly.net,"52.22.196.68, 18.205.49.203, 54.82.118.250","ns-1543.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],www.nspl.grammarly.com,,"ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],wwww-13.artifactory.grammarly.io,,"ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
