input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,final_url,tls_self_signed
smartsheet.cisco.com,404 Not Found,404,196,,smartsheet.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-25T00:00:00Z,2024-05-23T23:59:59Z,CN=sso.smartsheet.com,sso.smartsheet.com,,sso.smartsheet.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,443330e5c67ecbcb3f8e0eb72ebe3636,ad04546a8b9b77e88acbdc5d8d9ac8a98a0ffc6e09c63a22f7b27434a09fd3b2,ctls,smartsheet.cisco.com,,443,https://smartsheet.cisco.com:443,https,Apache,text/html,GET,3.219.210.1,/,-780928015,3.215.234.162,Apache,8,False,,,True,,
smb-register.xglb.cisco.com,Not Found,404,1463,,smb-register.xglb.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-26T00:01:36Z,2023-11-26T00:00:36Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=1p-scimbridge.cisco.com",1p-scimbridge.cisco.com,Cisco Systems Inc.,1p-scimbridge.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2d17d6ae3789913a3e8a67912138d40e,1f7cbb5d06bb8bca570aa00c97a26db6dae3c7eab74cc07bf4ac0c6e0e61be0d,ctls,smb-register.xglb.cisco.com,,443,https://smb-register.xglb.cisco.com:443,https,,text/html,GET,173.36.127.32,/,-2037009600,173.36.127.32,HSTS,52,False,,,True,,
smd-stage.cisco.com,Submit Form,200,1673,,cloudsso-test.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-25T07:50:54Z,2024-01-25T07:49:54Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=cloudsso-test.cisco.com",cloudsso-test.cisco.com,Cisco Systems Inc.,cloudsso-test-new.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,6439976551e6fe1dd2cb774555f70320,d02946170803c601465c00457cc3eb6c5f4b5160f6ef15972e79d964ad159da2,ctls,cloudsso-test.cisco.com,,80,http://smd-stage.cisco.com:80,http,Apache,text/html,GET,173.36.109.243,/,19230112,173.36.109.243,HSTS,26,False,,,,https://cloudsso-test.cisco.com/idp/SSO.saml2?SAMLRequest=fVNNb9swDL33Vxi%2B%2B0Ou7TRCEiBLMCxAtxiJu0MvhSLRrQBb8kR5zf79JDdtUmCLLgJIvsf3KGqGrGt7uhzsi9rBrwHQ3gTBsWsV0jE1DwejqGYokSrWAVLL6X75%2FZ5mcUp7o63mug0%2Fga5jGCIYK7XyoM16Hq4ftk8At3d8Wh5gUooUphMhxCHNC1I2QPiU54RMmrwpUlEA3E0akjFWMl6kRUryaQ6F5%2FoJBh3tPHRdRm7EATYKLVPWBdPsNkqLiJCaZDSf0qx89FVrZ1kqZkfki7U90iThrR4Eoo6sy8ZcItcx110iRZ%2Fs99vYu8w8ujoN4ItUQqrn684Pb0VIv9V1FVXbfe0plu%2FzWGmFQwdmD%2Ba35PCwuz8LEuo5Un3E2lZdyGEck3DhOIJg5iXR0bJZXEd1YJlgliWz5BJ0punpD6d9s650K%2FmfMe7PV206Zv9vkcRkjEgRNWMpHRT2wGUjQYQfNMu21a8rA8zCPLRmgDBIPjU%2F7SGIcSvdVCwcbbDSXc%2BMRP9McGTcnoyfzV%2BWr1q3ZjtoFlc3kVPu61y4cterNsK%2FJ3DXuzbMidfGnob0T%2FI31ckV2Yub9%2FTlF1v8BQ%3D%3D&RelayState=JpF00vTaPGk2mJIDj5gsZU6mZ4ydY7tWlSKXxJiT,
smetrics.cisco.com,,200,,,smetrics.cisco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=smetrics.cisco.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",smetrics.cisco.com,Adobe Systems Incorporated,smetrics.cisco.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,300313c30efe5072e0a650c14dd11244,d5896f8df31280995feffc6b11d9c6ed8e6721da81f79f1bd7e11aea0086345e,ctls,smetrics.cisco.com,,80,http://smetrics.cisco.com:80,http,jag,,GET,63.140.62.135,/,1936786007,63.140.62.164,HSTS,1,False,,,,https://smetrics.cisco.com/,
smhelp.meraki.com,Invalid URL,400,208,,smhelp.meraki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-05-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=ak-cisco01.secure.lithium.com, O=Khoros\, LLC, L=San Francisco, ST=California, C=US",ak-cisco01.secure.lithium.com,"Khoros, LLC",sm.community.meraki.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9c7e83de7bae47f3bff4335a089ed225,bbafa967ad2b89732d93ab63a89a010c841c5bc8ec4238b3b1d51b52871034c6,ctls,smhelp.meraki.com,,443,https://smhelp.meraki.com:443,https,AkamaiGHost,text/html,GET,23.201.243.134,/,-2080456804,2a02:26f0:3500:89a::171f,,8,False,,,True,,
smotso-prod-rcdn.cisco.com,Policy Error,403,2449,,smotso-prod-rcdn.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-04T00:05:34Z,2023-10-04T00:04:34Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=smotso-prod-rcdn.cisco.com",smotso-prod-rcdn.cisco.com,Cisco Systems Inc.,smotso-prod-rcdn.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,b95527dcba5b4c3a134ba7624f9e0807,63ca668ead47bed948939986f8085eb0dce580bd38a798b1d7d6d06a024ce3aa,ctls,smotso-prod-rcdn.cisco.com,,80,http://smotso-prod-rcdn.cisco.com:80,http,,text/html,GET,72.163.15.143,/,-1840324437,72.163.15.143,HSTS,70,False,,,,https://smotso-prod-rcdn.cisco.com/,
smotso-prod-rtp.cisco.com,Policy Error,403,2449,,smotso-prod-rtp.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-19T00:03:08Z,2023-09-19T00:02:08Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=smotso-prod-rtp.cisco.com",smotso-prod-rtp.cisco.com,Cisco Systems Inc.,smotso-prod-rtp.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,24cba5bf58f54023196b1cf5fd84443d,0b5a48054e17184def0f6d70ffe120eb737cf4fac74791aee2871eec6b3093aa,ctls,smotso-prod-rtp.cisco.com,,443,https://smotso-prod-rtp.cisco.com:443,https,,text/html,GET,192.133.220.120,/,1539244717,192.133.220.120,HSTS,70,False,,,,,
smsbot.cisco.com,Geekbleek.com,200,16078,,smsbot.cisco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-08T03:19:48Z,2023-08-06T03:19:47Z,CN=geekbleek.com,geekbleek.com,,mqtt.geekbleek.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7833b39d230a650d9438a941c9349bac,2ea76a6fcb555ad0a2be8761db599444628b456501f0c21a7933dce3891e134f,ctls,smsbot.cisco.com,,443,https://smsbot.cisco.com:443,https,nginx/1.18.0 (Ubuntu),text/html,GET,34.205.106.201,/,-1517011855,34.205.106.201,Ubuntu,304,False,,,True,,
smtp.dev.meraki.com,403 Forbidden,403,146,,,,,,,,,,,,,,,,,,,,,,80,http://smtp.dev.meraki.com:80,http,nginx,text/html,GET,52.52.168.165,/,-1561873722,52.52.168.165,Nginx,8,False,,,,,
snfn-bci.cisco.com,,200,5394,,snfn-bci.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-08T15:24:41Z,2023-09-08T15:23:41Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=bci-c4.cisco.com",bci-c4.cisco.com,Cisco Systems Inc.,telefonica-venezuela-bci.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2070da6cb417a35198fa0a58e347eeb4,180c7786bde98e25961148ed5ab5331506cfed20bd1845810177be57179396f0,ctls,snfn-bci.cisco.com,,443,https://snfn-bci.cisco.com:443,https,Splunkd,text/html,GET,173.37.221.204,/,-316785925,173.37.221.204,Splunkd,1,False,,,,https://snfn-bci.cisco.com/en-US/account/login?return_to=%2Fen-US%2F,
snmp-prod-alln.cisco.com,Cisco,200,112970,,id.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-13T00:36:04Z,2024-01-13T00:35:04Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=id.cisco.com",id.cisco.com,Cisco Systems Inc.,identity.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2422dc1068d4b630bebbf608ec9387d5,df8817f1dbda4012c55dadda699a9c1ab3fb9785f2529ffdf58645fe864c6f4d,ctls,id.cisco.com,,443,https://snmp-prod-alln.cisco.com:443,https,nginx,text/html,GET,173.36.127.17,/,-1840324437,173.36.127.17,Nginx,2332,False,,,,https://id.cisco.com/oauth2/default/v1/authorize?response_type=code&scope=openid%20profile%20coimemberOf%20offline_access&client_id=cae-okta-web-rtp-02&state=9J7p4KC-A-XH_eE2Fdo7ot9194I&redirect_uri=https%3A%2F%2Fsnmp-prod-alln.cisco.com%2Fcb%2Fsso&nonce=9MCS_ty8zpgTbXDwCr5llpfhXFqGbUR7_DAa3WSgKZc,
snmp-prod-rcdn.cisco.com,Cisco,200,112964,,id.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-13T00:36:04Z,2024-01-13T00:35:04Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=id.cisco.com",id.cisco.com,Cisco Systems Inc.,identity.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2422dc1068d4b630bebbf608ec9387d5,df8817f1dbda4012c55dadda699a9c1ab3fb9785f2529ffdf58645fe864c6f4d,ctls,id.cisco.com,,443,https://snmp-prod-rcdn.cisco.com:443,https,nginx,text/html,GET,72.163.15.141,/,-1840324437,72.163.15.141,Nginx,2332,False,,,,https://id.cisco.com/oauth2/default/v1/authorize?response_type=code&scope=openid%20profile%20coimemberOf%20offline_access&client_id=cae-okta-web-rtp-02&state=GXCruuWEFLBaobK2UOlodW6GdfU&redirect_uri=https%3A%2F%2Fsnmp-prod-rcdn.cisco.com%2Fcb%2Fsso&nonce=2ystxbu7rhapVgG4vCDb6udaX6rzvkPBBgSa7LQRfjk,
sns2.cisco.com,,200,315,,sns2.cisco.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2022-10-12T09:15:23Z,2032-10-09T09:15:23Z,CN=ASA Temporary Self Signed Certificate,ASA Temporary Self Signed Certificate,,,CN=ASA Temporary Self Signed Certificate,ASA Temporary Self Signed Certificate,,47c876bb46608cde708f01a3b1b45480,d0c7e501f064591398b7eeabf93ed8b237bf3eee6b89fd473f2e95324a5866b3,ctls,sns2.cisco.com,,443,https://sns2.cisco.com:443,https,,text/html,GET,128.107.238.6,/,-1840324437,128.107.238.6,HSTS,9,False,,,True,,True
soc-bci.cisco.com,,200,5390,,soc-bci.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-22T05:23:55Z,2023-09-22T05:22:55Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=bci-c1.cisco.com",bci-c1.cisco.com,Cisco Systems Inc.,telstra-mobiles-bci.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,c5d1e5a3ff7e99e01b07c4e9529b4c92,22ab66e2a2c16808936c3e07152c8c9940b5099570db1bedc79965744a39b65a,ctls,soc-bci.cisco.com,,443,https://soc-bci.cisco.com:443,https,Splunkd,text/html,GET,173.36.109.138,/,-316785925,173.36.109.138,Splunkd,1,False,,,,https://soc-bci.cisco.com/en-US/account/login?return_to=%2Fen-US%2F,
socialmedia.cisco.com,Example Site – Just another WordPress site,200,25728,,socialmedia.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2020-05-21T02:10:47Z,2021-05-21T02:10:47Z,"emailAddress=root@localhost.localdomain, CN=localhost.localdomain, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@localhost.localdomain",localhost.localdomain,SomeOrganization,,"emailAddress=root@localhost.localdomain, CN=localhost.localdomain, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@localhost.localdomain",localhost.localdomain,SomeOrganization,bf9b90e470e6eb7a23c6f643df7a636e,65fae5f527de828371e518f59ac73d6036e72060d9f5f5104444be8dafac21d4,ctls,socialmedia.cisco.com,,443,https://socialmedia.cisco.com:443,https,nginx/1.16.1,text/html,GET,104.239.145.167,/,-500766846,104.239.145.167,WordPress:5.4.6,347,False,,,True,,True
software-ui-rcdn-p.cisco.com,Cisco Software Central,200,9721,,software-ui-rcdn-p.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-08T00:06:05Z,2023-10-08T00:05:05Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=software-ui-rcdn-p.cisco.com",software-ui-rcdn-p.cisco.com,Cisco Systems Inc.,software-ui-rcdn-p.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,31e446f4f88b795691b05e6358699e5e,dd677464a8c37114f1ad2291c470e46b33bf9d73a1681891338707c5573339b2,ctls,software-ui-rcdn-p.cisco.com,,443,https://software-ui-rcdn-p.cisco.com:443,https,,text/html,GET,72.163.15.184,/,-1840324437,72.163.15.184,Java,205,False,,,,,
software-ui-rtp-t.cisco.com,Cisco Software Central,200,9721,,software-ui-rtp-t.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-21T00:05:26Z,2023-09-21T00:04:26Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=software-ui-rtp-t.cisco.com",software-ui-rtp-t.cisco.com,Cisco Systems Inc.,software-ui-rtp-t.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,29c3a7d4a4c66525c9835ed165cdc943,7ebb57f5c9da84e05d1dc64ea00972d486328ac0eaacd2869ce757ce9c052084,ctls,software-ui-rtp-t.cisco.com,,443,https://software-ui-rtp-t.cisco.com:443,https,,text/html,GET,192.133.220.120,/,-1840324437,192.133.220.120,Java,205,False,,,,,
software.cisco.com,Cisco Software Central,200,9721,,software.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-19T07:23:27Z,2023-10-19T07:22:27Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=software.cisco.com",software.cisco.com,Cisco Systems Inc.,software-test.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,463bc55a8eb1c131bb782cfb37393609,5874e18f456382b7d49a027808d2273699cead36083edd33bc610210f7f25c95,ctls,software.cisco.com,,443,https://software.cisco.com:443,https,,text/html,GET,104.102.23.9,/,-1840324437,2a02:26f0:1700:186::ac5,Java,205,False,,,,,
software.xglb.cisco.com,Not Found,404,1463,,software.xglb.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-12T00:00:31Z,2023-12-11T23:59:31Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=activate-rcdn-p.cisco.com",activate-rcdn-p.cisco.com,Cisco Systems Inc.,activate-rcdn-p.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,5bd2bc1d62c320eccc6f8484d70a1cd2,b48afb5416b29668a3b819f326e03d79a17130671a239e13f97d1112f15c886d,ctls,software.xglb.cisco.com,,443,https://software.xglb.cisco.com:443,https,,text/html,GET,72.163.15.184,/,-2037009600,72.163.15.184,HSTS,52,False,,,True,,
softwareapi-alln-prod-p3.cisco.com,,401,,,softwareapi-alln-prod-p3.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-14T00:07:24Z,2023-11-14T00:06:24Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=softwareapi-alln-prod-p3.cisco.com",softwareapi-alln-prod-p3.cisco.com,Cisco Systems Inc.,softwareapi-alln-prod-p3.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,bff6f237502172806cfb6570b6451774,def49aa2cf17e2a4de397d5a79cb8ea910b097481c208e5c51c8afd2206a3c88,ctls,softwareapi-alln-prod-p3.cisco.com,,80,http://softwareapi-alln-prod-p3.cisco.com:80,http,,,GET,173.36.127.57,/,-1840324437,173.36.127.57,HSTS,1,False,,,,https://softwareapi-alln-prod-p3.cisco.com/,
softwareapi-rtp-prod-p3.cisco.com,,401,,,softwareapi-rtp-prod-p3.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-20T00:04:33Z,2023-09-20T00:03:33Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=softwareapi-rtp-prod-p3.cisco.com",softwareapi-rtp-prod-p3.cisco.com,Cisco Systems Inc.,softwareapi-rtp-prod-p3.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,1657fcaa70007e16b2f75737e7939009,6af826c6691c379d774c917e2c98671eedd246631ba7af97fe46a5eda38f3c2e,ctls,softwareapi-rtp-prod-p3.cisco.com,,443,https://softwareapi-rtp-prod-p3.cisco.com:443,https,,,GET,192.133.220.120,/,-1840324437,192.133.220.120,HSTS,1,False,,,,,
softwareapi-test.cisco.com,,401,,,softwareapi-test.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-08T00:02:33Z,2023-11-08T00:01:33Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=softwareapi-test.cisco.com",softwareapi-test.cisco.com,Cisco Systems Inc.,softwareapi-test.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,ab2b8f5cafa3cb27485160b1d121858a,326202cd2a1b951a0fb257c533b9271f41b75ad8f5b19a65ec12b2674c9f7a70,ctls,softwareapi-test.cisco.com,,443,https://softwareapi-test.cisco.com:443,https,,,GET,173.36.127.32,/,-1840324437,173.36.127.32,HSTS,1,False,,,,,
softwareapi-test.xglb.cisco.com,Not Found,404,2474,,softwareapi-test.xglb.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-26T00:01:36Z,2023-11-26T00:00:36Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=1p-scimbridge.cisco.com",1p-scimbridge.cisco.com,Cisco Systems Inc.,1p-scimbridge.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2d17d6ae3789913a3e8a67912138d40e,1f7cbb5d06bb8bca570aa00c97a26db6dae3c7eab74cc07bf4ac0c6e0e61be0d,ctls,softwareapi-test.xglb.cisco.com,,443,https://softwareapi-test.xglb.cisco.com:443,https,,text/html,GET,173.36.127.32,/,-2037009600,173.36.127.32,HSTS,70,False,,,True,,
softwareapi.cisco.com,,401,,,softwareapi.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-24T00:06:25Z,2023-10-24T00:05:25Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=softwareapi.cisco.com",softwareapi.cisco.com,Cisco Systems Inc.,softwareapi.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,97cb88a10e8bc538721791b9f61bbb2f,9890cf72fd79caac9c9054c23802f4d225db38ec98911622f4f2bf056183ac09,ctls,softwareapi.cisco.com,,443,https://softwareapi.cisco.com:443,https,,,GET,72.163.15.184,/,-1840324437,72.163.15.184,HSTS,1,False,,,,,
solutions.cisco.com,Cisco dCloud,200,2540,,solutions.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-07T08:38:07Z,2024-03-06T08:37:07Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=dcloud2-rtp.cisco.com",dcloud2-rtp.cisco.com,Cisco Systems Inc.,dcloud2-rtp-web-1.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,386422e9b019e6ae661ef4917e8212f5,35a29edd2bf6efed789aeb565da50ce0cb014ac58424fc1557c9ec34a151c685,ctls,solutions.cisco.com,,443,https://solutions.cisco.com:443,https,Apache,text/html,GET,64.100.12.57,/,-2091243343,64.100.12.57,HSTS,85,False,,,True,,
solutions.meraki.com,Cisco Meraki Marketplace | Cisco Meraki,200,1162484,,apps.meraki.io,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2022-08-25T00:00:00Z,2023-08-24T23:59:59Z,"CN=apps.meraki.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",apps.meraki.io,"Cloudflare, Inc.",apps.meraki.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6fae5d31250b882fc5685668ffa81b86,4c0e4c64bfd5758258d7dc4c753a3d766bc497fa4c63d7cc6865bd42b3a6d7af,ctls,apps.meraki.io,cloudfront,443,https://solutions.meraki.com:443,https,cloudflare,text/html,GET,52.222.236.116,/,-1270699277,52.222.236.19,Node.js,634,False,True,,,https://apps.meraki.io/en-US/home,
sotherma-ma.app.eu.cdo.cisco.com,Login,200,3999,,sotherma-ma.app.eu.cdo.cisco.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,,2023-05-03T19:53:09Z,2024-05-02T19:52:09Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=sotherma-ma.app.eu.cdo.cisco.com",sotherma-ma.app.eu.cdo.cisco.com,Cisco Systems Inc.,sotherma-ma.app.eu.cdo.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,50724155d604b58de26620abdb9ad7f2,f800027017d8cfd026b75aa7f625bde8b25784f4a89b34a521e4bd23b02eafcc,ctls,sotherma-ma.app.eu.cdo.cisco.com,,443,https://sotherma-ma.app.eu.cdo.cisco.com:443,https,Mojolicious (Perl),text/html,GET,18.185.95.120,/,-1972310613,18.185.95.120,Perl,109,False,,,,https://sotherma-ma.app.eu.cdo.cisco.com/ui/login,
spaces.cisco.com,Cisco Spaces - Turns Buildings into Smart Spaces (DNA Spaces),200,214145,,spaces.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-27T06:13:12Z,2023-09-27T06:12:12Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=spaces.cisco.com",spaces.cisco.com,Cisco Systems Inc.,spaces.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,3cbfc0d72d1e948b477d03bac292ce8e,f14e76d1cdb5d135e7cd14855de48f77e7e9da4a5d7b70af31cefbef2a6a29d8,ctls,spaces.cisco.com,,443,https://spaces.cisco.com:443,https,Apache/2.4.53 () OpenSSL/1.0.2k-fips PHP/7.2.34,text/html,GET,18.205.36.138,/,1880973865,35.175.90.211,Yoast SEO:20.3,1973,False,,,,,
sparksvc-prod-rcdn.cisco.com,,401,,,sparksvc-prod-rcdn.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-02T00:29:13Z,2023-10-02T00:28:13Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=sparksvc-prod-rcdn.cisco.com",sparksvc-prod-rcdn.cisco.com,Cisco Systems Inc.,sparksvc-prod-rcdn.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,a93f7ff6831f7b1da45972ffb7c3da9c,8ae2f5e84330d54f865563f0263e94b0870e448848d3ff520924f0b8aef0d32e,ctls,sparksvc-prod-rcdn.cisco.com,,80,http://sparksvc-prod-rcdn.cisco.com:80,http,,,GET,72.163.15.143,/,-1840324437,72.163.15.143,HSTS,1,False,,,,https://sparksvc-prod-rcdn.cisco.com/,
spgi-bci.cisco.com,,200,5394,,spgi-bci.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-08T15:24:41Z,2023-09-08T15:23:41Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=bci-c4.cisco.com",bci-c4.cisco.com,Cisco Systems Inc.,telefonica-venezuela-bci.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2070da6cb417a35198fa0a58e347eeb4,180c7786bde98e25961148ed5ab5331506cfed20bd1845810177be57179396f0,ctls,spgi-bci.cisco.com,,443,https://spgi-bci.cisco.com:443,https,Splunkd,text/html,GET,173.37.221.204,/,-316785925,173.37.221.204,Splunkd,1,False,,,,https://spgi-bci.cisco.com/en-US/account/login?return_to=%2Fen-US%2F,
