input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,final_url,cdn,tls_expired,tls_mismatched,csp_domains_,tls_self_signed,tls_emails_,location
marah.mtn.com.ye,,302,,marah.you.com.ye,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,CN=rafeekalmuslim.you.com.ye,rafeekalmuslim.you.com.ye,,x-games.you.com.ye,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,fbad18f012fd36c87078482d872eb9a3,d14da9b71e7f8400e9515a2895063ff7f38d1350d223fa8bf6a767be3d9e9842,,ctls,marah.you.com.ye,443,https://marah.mtn.com.ye:443,https,text/html,GET,40.115.115.198,/,-366337701,40.115.115.198,PHP:7.4.33,1,False,azure,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/7.4.33,https://marah.you.com.ye/,True,,,,,,http://40.115.115.198/mtnYemen/storeSharedCode/index.php/fakeResponse/readHeader
mashhad1.irancell.ir,Irancell Speed Test (Mashhad),200,357,,,,,,,,,,,,,,,,,,,,80,http://mashhad1.irancell.ir:80,http,text/html,GET,5.125.0.16,/,-780928015,5.125.0.16,Apache,13,False,,Apache,,,,,,,,
mazandaran1.irancell.ir,404 Not Found,404,196,,,,,,,,,,,,,,,,,,,,80,http://mazandaran1.irancell.ir:80,http,text/html,GET,5.123.0.7,/,-780928015,5.123.0.7,Apache,8,False,,Apache,,,,,,,,
mct.mtn.com,mtn-self-service,200,2992,mct.mtn.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,2023-12-04T23:59:59Z,"CN=*.mtn.com, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.com,Mobile Telephone Networks (Pty) Ltd,*.mtn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b9ba362a004cfcab6e3e538bdfc61210,39e7b0952a868aa083815907ae0a2e51c9942a19f7c8061285fcd3995684dd4c,True,ctls,mct.mtn.com,443,https://mct.mtn.com:443,https,text/html,GET,20.87.103.23,/,-1724468542,20.87.103.23,HSTS,54,False,,zcm-gateway/9.1,,,,,,,,
merchantreg.mtn.ci,Axon GUI,200,1001,merchantreg.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,merchantreg.mtn.ci,443,https://merchantreg.mtn.ci:443,https,text/html,GET,196.47.184.44,/,80027370,196.47.184.44,Nginx,23,False,,nginx,,,,,,,,
millionaire.mtn.com.ye,,200,1683,millionaire.mtn.com.ye,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2017-06-12T13:02:00Z,2018-06-12T13:02:00Z,"CN=*.gugroup.com, OU=Domain Control Validated",*.gugroup.com,,gugroup.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",790f7f676f3c5deda47ddd99a5c5dfe6,c23909db35cdc9a0f3d1d2b18cca162d808bf2779db657c4df4367108cbf1989,True,ctls,millionaire.mtn.com.ye,443,https://millionaire.mtn.com.ye:443,https,text/html,GET,46.16.75.150,/,2078399305,46.16.75.150,Nginx:1.16.1,30,False,,nginx/1.16.1,,,True,True,,,,
minee-api.mtn.cm,,404,,,,,,,,,,,,,,,,,,,,,80,http://minee-api.mtn.cm:80,http,,GET,129.0.152.121,/,-1840324437,129.0.152.121,Nginx,1,False,,nginx,,,,,,,,
mm.mtn.bj,Request Rejected,200,1040,mm.mtn.bj,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,CN=*.mtn.bj,*.mtn.bj,,mtn.bj,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,c4f1431c169ce99e633b5bcf04b93db4,155d346f874780a42b87b0cd26f2670933be454dabf383aa7b6477d31fc459d5,True,ctls,mm.mtn.bj,443,https://mm.mtn.bj:443,https,text/html,GET,41.79.218.66,/,280551768,41.79.218.66,,17,False,,,,,,,,,,
mobileadvertising.mtn.com.gh,,404,19,mobileadvertising.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-02-09T16:29:09Z,2023-03-08T16:29:09Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",9bff49a61064baef881bdc9038c0f5e8,6a8562de4d765e8bea0dd076892f7d229efe4e689db27a2fc1c43da9c258039b,True,ctls,mobileadvertising.mtn.com.gh,443,https://mobileadvertising.mtn.com.gh:443,https,text/plain,GET,196.201.32.220,/,-138391155,196.201.32.220,Apache,2,False,,Apache,,,True,,,,,
mobilemoney.mtncameroon.net,MTN MobileMoney - Login,200,5712,mobilemoney.mtncameroon.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-11T00:00:00Z,2023-08-11T23:59:59Z,"CN=mobilemoney.mtncameroon.net, O=MTN Cameroon, L=Douala, ST=Littoral, C=CM",mobilemoney.mtncameroon.net,MTN Cameroon,momo.mtncameroon.net,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,22935544acddb1c26f8268ee58f10d94,1b215309acdc3062183ba878a08a4ddfb6358c1a704a4edce67bf581973eaf0c,,ctls,mobilemoney.mtncameroon.net,443,https://mobilemoney.mtncameroon.net:443,https,text/html,GET,196.202.232.201,/,-297069493,196.202.232.201,Java,75,False,,,https://mobilemoney.mtncameroon.net/MoMoWebAppMTNCameroon/,,,,,,,
mobilemoneyreadonly.mtn.co.ug,PARTNER,200,2651,mobilemoneyreadonly.mtn.co.ug,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,"CN=*.mtn.co.ug, O=MTN (U) LTD, L=Kampala, C=UG",*.mtn.co.ug,MTN (U) LTD,mtn.co.ug,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,3725344437685f8839a2a1d27ff7b654,72dedbb6084690afd00c0a0b3d8d3e75a2b5091b8f65a2e20ff1fc2943a8dc8f,True,ctls,mobilemoneyreadonly.mtn.co.ug,443,https://mobilemoneyreadonly.mtn.co.ug:443,https,text/html,GET,212.88.125.23,/,735615265,212.88.125.23,Java,40,False,,,https://mobilemoneyreadonly.mtn.co.ug/partner/,,,,,,,
mobucks.mtnbusiness.com.ng,,200,145,mobucks.mtnbusiness.com.ng,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-07-05T23:59:59Z,"CN=*.mtnbusiness.com.ng, O=MTN NIGERIA COMMUNICATIONS PLC, L=Lagos, C=NG",*.mtnbusiness.com.ng,MTN NIGERIA COMMUNICATIONS PLC,mtnbusiness.com.ng,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,450b74111a8406d9b40e2150efc14875,d5016326f8cb2dc61c957aa0847054640e1037d6f7b3d3f7cc2aee4d86a3c528,True,ctls,mobucks.mtnbusiness.com.ng,443,https://mobucks.mtnbusiness.com.ng:443,https,text/html,GET,197.210.3.224,/,-694849311,197.210.3.224,HSTS,3,False,,Apache,,,,,,,,
momconsumeruatapp.mtn.com.gh,404 Not Found,404,196,,,,,,,,,,,,,,,,,,,,80,http://momconsumeruatapp.mtn.com.gh:80,http,text/html,GET,196.201.56.227,/,-780928015,196.201.56.227,Apache,8,False,,Apache,,,,,,,,
momo.mtn.ci,MoMo Business,200,1524,momo.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,momo.mtn.ci,443,https://momo.mtn.ci:443,https,text/html,GET,196.47.188.131,/,-993165615,196.47.188.131,HSTS,1,False,,CPWS,,,,,,,,
momo.mtn.co.za,Request Rejected,200,247,momo.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,momo.mtn.co.za,443,https://momo.mtn.co.za:443,https,text/html,GET,196.11.240.215,/,-1840324437,196.11.240.215,HSTS,1,False,,,,,,,,,,
momo.mtn.com,Select country to proceed,200,15332,momo.mtn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-30T04:43:28Z,2023-06-28T04:43:27Z,CN=momo.mtn.com,momo.mtn.com,,momo.mtn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,13383f18daabaeb77f02d2b409d35ebf,eceacf325a70d537693623ab566415284ee5d9bb970877a3658d63697cd0965f,,ctls,momo.mtn.com,443,https://momo.mtn.com:443,https,text/html,GET,192.0.66.200,/,1274734426,192.0.66.200,WordPress VIP,620,False,,nginx,,,,,,,,
momo.mtncameroon.net,Partner,200,404,momo.mtncameroon.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-08-15T23:59:59Z,"CN=momo.mtncameroon.net, O=MTN Cameroon, L=Douala, ST=Littoral, C=CM",momo.mtncameroon.net,MTN Cameroon,momo.mtncameroon.net,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,ffe2fcfe18f690b5667ed00caa1a0258,7fa07d510b0737bf31567cb676854094da0e7a5ae173cfefcc451ca9714b9619,,ctls,momo.mtncameroon.net,443,https://momo.mtncameroon.net:443,https,text/html,GET,196.202.232.54,/,1760332557,196.202.232.54,HSTS,1,False,,,,,,,,,,
momoagentpairing.mtn.com.gh,Momo Agent Statement Portal,200,5069,momoagentpairing.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,momoagentpairing.mtn.com.gh,443,https://momoagentpairing.mtn.com.gh:443,https,text/html,GET,196.201.32.225,/,1772087922,196.201.32.225,UIKit,103,False,,Apache,,,,,,,,
momoapi.mtn.co.rw,MTN developer portal,200,36037,momoapi.mtn.co.rw,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-03-29T23:59:59Z,"CN=momoapi.mtn.co.rw, O=MTN RwandaCell PLC, L=Kigali, C=RW",momoapi.mtn.co.rw,MTN RwandaCell PLC,momoapi.mtn.co.rw,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,064642f68ac32dfd3cf1bcbb002ac068,d1d2f359ad478b155dc02d7daccb983b76dc0e17775b2d0d3b940e2c72e08cc1,,ctls,momoapi.mtn.co.rw,443,https://momoapi.mtn.co.rw:443,https,text/html,GET,52.169.233.52,/,-1436061539,52.169.233.52,Orchard Core,980,False,azure,,,True,,,,,,
momoapp.mtn.com.gh,Consumer Momo,200,2406,momoapp.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,momoapp.mtn.com.gh,443,https://momoapp.mtn.com.gh:443,https,text/html,GET,196.201.32.227,/,-1225109347,196.201.32.227,Node.js,71,False,,Apache,,,,,,,,
momoapp.mtn.com.ye,,200,315,momoapp.mtn.com.ye,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2019-04-25T20:36:30Z,2029-04-22T20:36:30Z,"unstructuredName=Fiewpower-02, unstructuredAddress=192.168.30.10, CN=MTN, unstructuredAddress=192.168.30.10, unstructuredName=Fiewpower-02",MTN,,,"unstructuredName=Fiewpower-02, unstructuredAddress=192.168.30.10, CN=MTN, unstructuredAddress=192.168.30.10, unstructuredName=Fiewpower-02",MTN,,6cb3dd65e5e0ca7376cae6a5dba6dabe,f147b4106dfd29b9f524bc8397e018083560b2bbc1ce4b58e7f2b4a7ea019c51,,ctls,momoapp.mtn.com.ye,443,https://momoapp.mtn.com.ye:443,https,text/html,GET,82.114.171.238,/,-1840324437,82.114.171.238,HSTS,9,False,,,,,,True,,True,,
momobusiness.mtn.co.za,MTN MoMo Business,200,467,momobusiness.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,momobusiness.mtn.co.za,443,https://momobusiness.mtn.co.za:443,https,text/html,GET,196.11.240.215,/,-1315312939,196.11.240.215,HSTS,1,False,,,,,,,,,,
momoconsumerapp.mtn.com.gh,HTTP Status 404 – Not Found,404,671,momoconsumerapp.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,momoconsumerapp.mtn.com.gh,443,https://momoconsumerapp.mtn.com.gh:443,https,text/html,GET,196.201.32.227,/,-1430512156,196.201.32.227,Apache,1,False,,Apache,,,,,,,,
momodeveloper.mtn.com,MoMo Developer Portal,200,100581,momodeveloper.mtn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-23T00:00:00Z,2023-09-26T23:59:59Z,"CN=momodeveloper.mtn.com, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",momodeveloper.mtn.com,Mobile Telephone Networks (Pty) Ltd,momodeveloper.mtn.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e77b41091a0384759dd26f8403ec3d75,bd8ee02fd3a10f71eb521089da67af1985f7c3f4b28f23b4e0f331d63fbd0c00,,ctls,momodeveloper.mtn.com,443,https://momodeveloper.mtn.com:443,https,text/html,GET,23.101.63.66,/,1246937877,23.101.63.66,Orchard Core,3310,False,azure,,,True,,,,,,
momomerchantapp.mtn.com.gh,HTTP Status 404 – Not Found,404,671,momomerchantapp.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,momomerchantapp.mtn.com.gh,443,https://momomerchantapp.mtn.com.gh:443,https,text/html,GET,196.201.32.227,/,-1430512156,196.201.32.227,Apache,1,False,,Apache,,,,,,,,
momopartenaire.mtn.ci,MTN MoMo Business,200,406,momopartenaire.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,momopartenaire.mtn.ci,443,https://momopartenaire.mtn.ci:443,https,text/html,GET,196.47.188.131,/,-993165615,196.47.188.131,HSTS,1,False,,CPWS,,,,,,,,
momopartner.mtn.com.af,Partner,200,404,momopartner.mtn.com.af,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-07T00:00:00Z,2023-12-08T23:59:59Z,"CN=momopartner.mtn.com.af, O=MTN Afghanistan, L=Kabul, C=AF",momopartner.mtn.com.af,MTN Afghanistan,www.momopartner.mtn.com.af,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bbc9cc0a2b0cea0192bc8cccb13d08db,f501395c8e85b3cf712c58a07f07c4b1c041fe259f06c058694388cc9aad6a49,,ctls,momopartner.mtn.com.af,443,https://momopartner.mtn.com.af:443,https,text/html,GET,103.30.137.30,/,1760332557,103.30.137.30,HSTS,1,False,,,,,,,,,,
momopartnersupport.mtn.com.gh,Momo Partners Portal,200,5846,momopartnersupport.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,momopartnersupport.mtn.com.gh,443,https://momopartnersupport.mtn.com.gh:443,https,text/html,GET,196.201.32.225,/,1772087922,196.201.32.225,UIKit,113,False,,Apache,https://momopartnersupport.mtn.com.gh/Auth/Login,,,,,,,
momoqrcode.mtn.ci,,401,,momoqrcode.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,momoqrcode.mtn.ci,443,https://momoqrcode.mtn.ci:443,https,,GET,196.47.188.131,/,-993165615,196.47.188.131,,1,False,,CPWS,,,,,,,,
momorebalancer.mtn.co.ug,Rebalancer Web,200,1814,momorebalancer.mtn.co.ug,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,"CN=*.mtn.co.ug, O=MTN (U) LTD, L=Kampala, C=UG",*.mtn.co.ug,MTN (U) LTD,mtn.co.ug,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,3725344437685f8839a2a1d27ff7b654,72dedbb6084690afd00c0a0b3d8d3e75a2b5091b8f65a2e20ff1fc2943a8dc8f,True,ctls,momorebalancer.mtn.co.ug,443,https://momorebalancer.mtn.co.ug:443,https,text/html,GET,212.88.125.27,/,1737647056,212.88.125.27,HSTS,39,False,,,,,,,,,,
moninternet.mtn.ci,Portail MTN - Mon internet,200,655,,,,,,,,,,,,,,,,,,,,80,http://moninternet.mtn.ci:80,http,text/html,GET,196.47.178.187,/,-2009722838,196.47.178.187,React,1,False,,,,,,,,,,
move.mtn.com,Login | MTN Move,200,11555,sa.web.dronahq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-12-24T00:00:00Z,2023-01-22T23:59:59Z,CN=sa.web.dronahq.com,sa.web.dronahq.com,,sa.web.dronahq.com,"CN=Amazon, OU=Server CA 1B, O=Amazon, C=US",Amazon,Amazon,8a370ed4e8f7a2caab07fd09982e9ddd,8b5b86108aed865423256879f6c85c1367fb54ffeebcda1d8437f5379d076596,,ctls,sa.web.dronahq.com,80,http://move.mtn.com:80,http,text/html,GET,13.244.98.63,/,1202656499,13.244.98.63,Windows Server,253,False,,Microsoft-IIS/10.0,https://sa.web.dronahq.com,,True,,,,,
mpbx.mtn.co.za,,200,8476,mpbx.mtn.co.za,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,mpbx.mtn.co.za,443,https://mpbx.mtn.co.za:443,https,text/html,GET,196.30.16.105,/,-83916307,196.30.16.105,Nginx:1.19.4,1,False,,nginx/1.19.4,,,,,,,,
mscloud.mtn.ci,,200,48757,mscloud.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-19T23:59:59Z,CN=mscloud.mtn.ci,mscloud.mtn.ci,,mscloud.mtn.ci,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dfa6a33654ba74e880d6f4a8b48d1194,3b410b276d6ebb67d1bb737641c7d6957c7ce2d5170c217ff32a06b2cfe151c3,,ctls,mscloud.mtn.ci,443,https://mscloud.mtn.ci:443,https,text/html,GET,13.41.90.198,/,1772087922,18.132.234.138,Windows Server,1008,False,,Microsoft-IIS/10.0,,,,,,,,
msg.mtn.cm,,404,19,msg.mtn.cm,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-22T09:55:34Z,2023-03-22T09:55:33Z,CN=ad.mtn.cm,ad.mtn.cm,,ad.mtn.cm,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fccc5e4e06fcd1430efc459534c467de,c5be78f7caa179f03589f3cfc2bda5aa8c595208aba5a2f0bc7f1f393057ded1,,ctls,msg.mtn.cm,443,https://msg.mtn.cm:443,https,text/plain,GET,154.70.107.198,/,-138391155,154.70.107.198,,2,False,,,,,True,True,,,,
