input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,tls_self_signed,final_url,csp_domains_,tls_expired
open.checkpoint.com,open-appsec | Automatic Open Source WAF & API Security,200,1277014,www.openappsec.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T03:02:25Z,2023-07-13T03:02:24Z,CN=openappsec.io,openappsec.io,www.openappsec.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,863ff888037076590c510254255d3b74,e97dbeb74d74e4d88d24633beac450e1485762c0e1097101d3d1f9cf4fd3732e,,ctls,www.openappsec.io,,443,https://open.checkpoint.com:443,https,Pepyaka/1.19.10,text/html,GET,54.170.63.112,/,-1533287872,54.170.63.112,Wix,2361,False,,,,,https://www.openappsec.io/,,
origin-appwiki.checkpoint.com,,200,307,origin-appwiki.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-31T00:00:00Z,2023-10-01T23:59:59Z,"CN=origin-appwiki.checkpoint.com, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",origin-appwiki.checkpoint.com,origin-appwiki.checkpoint.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,38b26fb936c350fdef38981f51966863,7b65f2d21c833b405b9a0e66ebc98082b6ac0dc7fb42b37d85064693fd9bf138,,ctls,origin-appwiki.checkpoint.com,,443,https://origin-appwiki.checkpoint.com:443,https,Apache,text/html,GET,209.87.209.98,/,-878358760,209.87.209.98,HSTS,10,False,,Check Point Software Technologies Inc.,,,,URL=http://appwiki.checkpoint.com,
origin-appwiki.us.checkpoint.com,,200,307,origin-appwiki.us.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-31T00:00:00Z,2023-10-01T23:59:59Z,"CN=origin-appwiki.checkpoint.com, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",origin-appwiki.checkpoint.com,origin-appwiki.checkpoint.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,38b26fb936c350fdef38981f51966863,7b65f2d21c833b405b9a0e66ebc98082b6ac0dc7fb42b37d85064693fd9bf138,,ctls,origin-appwiki.us.checkpoint.com,,443,https://origin-appwiki.us.checkpoint.com:443,https,Apache,text/html,GET,209.87.209.98,/,-878358760,209.87.209.98,HSTS,10,False,,Check Point Software Technologies Inc.,True,,,URL=http://appwiki.checkpoint.com,
origin-blog.checkpoint.com,"Check Point Blog - Cyber Security News, Research & Trends",200,142482,blog.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-10T17:28:02Z,2023-06-08T17:28:01Z,CN=blog.checkpoint.com,blog.checkpoint.com,blog.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,63191a151770a2835fc11a587c75c296,1ffe88f36c3e869d99b1f29fb7a17776a04e97c233a5bd356f7cc10e28a9324d,,ctls,blog.checkpoint.com,,443,https://origin-blog.checkpoint.com:443,https,cloudflare,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,Yoast SEO:20.7,1015,False,,,,,https://blog.checkpoint.com/,,
partnerlocator.checkpoint.com,,202,,partnerlocator.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,partnerlocator.checkpoint.com,cloudfront,443,https://partnerlocator.checkpoint.com:443,https,CloudFront,text/html,GET,99.86.4.59,/,-1840324437,2600:9000:2057:d000:1d:478:80c0:93a1,Amazon Web Services,1,False,True,,,,,,
ping.checkpoint.com,,404,10,ping.checkpoint.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,ping.checkpoint.com,,443,https://ping.checkpoint.com:443,https,AkamaiNetStorage,,GET,23.32.238.144,/,1864250944,23.32.238.105,HTTP/3,2,False,,"Akamai Technologies, Inc.",True,,,,
poc-files.g04.checkpoint.com,Pad-Lock,502,3654,poc-files.g04.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,poc-files.g04.checkpoint.com,,443,https://poc-files.g04.checkpoint.com:443,https,Check Point CPWeb,text/html,GET,217.68.13.87,/,-593161204,217.68.13.82,,23,False,,,True,,,,
portal.checkpoint.com,Check Point Infinity Portal,200,3373,portal.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-29T23:59:59Z,CN=portal.checkpoint.com,portal.checkpoint.com,*.portal.checkpoint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2e39831fd4f706077d200c7f3d08179b,4f6f04382ca9f38b89774d7d7888a2bebcff5938b47f2772e3dff17da60d21fa,True,ctls,portal.checkpoint.com,,443,https://portal.checkpoint.com:443,https,,text/html,GET,34.249.106.224,/,1095766090,52.49.87.242,HSTS,48,False,,,,,,wss://*.checkpoint.com,
portal.cpm.checkpoint.com,,403,2840,portal.cpm.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T18:07:02Z,2024-03-06T17:47:13Z,CN=*.cpm.checkpoint.com,*.cpm.checkpoint.com,cpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,95ff7968870002a4b37f3b8fde2c33e5,218f732436172c9776a1df901d38b4b867c3d330e36ed6b26aa07e483e443be4,True,ctls,portal.cpm.checkpoint.com,,443,https://portal.cpm.checkpoint.com:443,https,CPWS,text/html,GET,194.29.38.135,/,-993165615,194.29.38.135,HSTS,82,False,,,,,https://portal.cpm.checkpoint.com/Login/Login,,
portal.eucpm.checkpoint.com,,403,2840,portal.eucpm.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-05T15:32:18Z,2024-03-08T15:32:17Z,CN=*.eucpm.checkpoint.com,*.eucpm.checkpoint.com,eucpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,f7f10866a03a1690ab74756720406b12,1ff5347d9933a67b40023a4738a975e7a5220389c8793ff02b204827a3f3d3af,True,ctls,portal.eucpm.checkpoint.com,,443,https://portal.eucpm.checkpoint.com:443,https,CPWS,text/html,GET,178.162.128.130,/,-993165615,178.162.128.130,HSTS,82,False,,,,,https://portal.eucpm.checkpoint.com/Login/Login,,
portal.i2.checkpoint.com,open-appsec | Automatic Open Source WAF & API Security,200,1274987,www.openappsec.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T03:02:25Z,2023-07-13T03:02:24Z,CN=openappsec.io,openappsec.io,www.openappsec.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,863ff888037076590c510254255d3b74,e97dbeb74d74e4d88d24633beac450e1485762c0e1097101d3d1f9cf4fd3732e,,ctls,www.openappsec.io,,443,https://portal.i2.checkpoint.com:443,https,Pepyaka/1.19.10,text/html,GET,54.170.63.112,/,2142690834,54.170.63.112,Wix,2361,False,,,,,https://www.openappsec.io/,,
portal.uscpm.checkpoint.com,Check Point Mobile - Access denied. This Portal is not supported on this server. Please contact your Administrator for more information (14),403,1582,portal.uscpm.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-02-01T18:12:01Z,2024-03-03T18:29:17Z,CN=*.uscpm.checkpoint.com,*.uscpm.checkpoint.com,uscpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,63094693f78c12e56704797db1e06cfa,4f15f8005f24780a7bbc8e7df1bf301217bc8f47b03a4a0f7b22d57b57dc6065,True,ctls,portal.uscpm.checkpoint.com,,443,https://portal.uscpm.checkpoint.com:443,https,CPWS,text/html,GET,209.87.222.143,/,-993165615,209.87.222.143,HSTS,54,False,,,,,https://portal.uscpm.checkpoint.com/Login/Login,,
productcoverage.checkpoint.com,,403,9,productcoverage.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,productcoverage.checkpoint.com,cloudfront,443,https://productcoverage.checkpoint.com:443,https,nginx,text/plain,GET,18.66.112.64,/,-942874359,2600:9000:223f:e400:11:93cf:100:93a1,Nginx,1,False,True,,,,,,
productservices.checkpoint.com,,202,,productservices.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,productservices.checkpoint.com,cloudfront,443,https://productservices.checkpoint.com:443,https,CloudFront,text/html,GET,52.222.214.50,/,-1840324437,2600:9000:223d:d200:9:af11:3640:93a1,Amazon Web Services,1,False,True,,,,,,
prometheus-us.g04.checkpoint.com,Pad-Lock,502,3654,prometheus-us.g04.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,prometheus-us.g04.checkpoint.com,,443,https://prometheus-us.g04.checkpoint.com:443,https,Check Point CPWeb,text/html,GET,209.87.212.129,/,-593161204,209.87.212.240,,23,False,,,True,,,,
protect.checkpoint.com,Check Point Error Page,200,21711,protect.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-08T07:26:47Z,2024-03-06T08:56:56Z,CN=protect.checkpoint.com,protect.checkpoint.com,www.protect.checkpoint.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ba4c15b5ea54d3637eac20ea9384ebc7,38c6b35cd590c38b2eeb312993138469fdadc11dcfe3371071d0db999732f2bf,,ctls,protect.checkpoint.com,,443,https://protect.checkpoint.com:443,https,AmazonS3,text/html,GET,3.218.186.57,/,266499887,3.231.136.114,Amazon Web Services,1,False,,,,,,,
ptcs.checkpoint.com,,200,,ptcs.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-08T00:00:00Z,2023-08-16T23:59:59Z,"CN=ptcs.checkpoint.com, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",ptcs.checkpoint.com,ptcs.checkpoint.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,60c22ee25bc144176ef90f15b01a834e,26fd263e1903803425c11dc3b0bb4190d87a3a1ee7499957e3db4e0e438845a2,,ctls,ptcs.checkpoint.com,,443,https://ptcs.checkpoint.com:443,https,Apache,text/html,GET,209.87.211.148,/,-1639737597,209.87.211.148,Apache,1,False,,Check Point Software Technologies Inc.,,,,,
ptcs.g04.checkpoint.com,,200,,ptcs.g04.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2018-07-23T00:00:00Z,2020-08-16T12:00:00Z,"CN=ptcs.checkpoint.com, OU=MIS-US, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",ptcs.checkpoint.com,ptcs.checkpoint.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,16280aacf35016ec1e071eedc1423f8f,9dd831335011253cc4f61074b880ce2be36fb876c52018c05cc949a536144b3a,,ctls,ptcs.g04.checkpoint.com,,443,https://ptcs.g04.checkpoint.com:443,https,Check Point CPWeb,text/html,GET,209.87.212.128,/,-197291711,209.87.212.240,HSTS,1,False,,Check Point Software Technologies Inc.,True,,,,True
push.checkpoint.com,Access forbidden!,403,1025,push.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,push.checkpoint.com,,443,https://push.checkpoint.com:443,https,Check Point CPWeb,text/html,GET,217.68.13.87,/,23963352,217.68.13.82,,44,False,,,,,,,
push.g04.checkpoint.com,Access forbidden!,403,1029,push.g04.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,push.g04.checkpoint.com,,443,https://push.g04.checkpoint.com:443,https,Check Point CPWeb,text/html,GET,217.68.13.81,/,1362979435,217.68.13.82,,44,False,,,True,,,,
q.portal.checkpoint.com,Check Point Infinity Portal,200,3373,q.portal.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-21T23:59:59Z,CN=portal.checkpoint.com,portal.checkpoint.com,*.portal.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1d893d9d7da838f159d4c1d8c95897c9,c9b5fdf35cf620bb4e48493c3c88ff32e164e4ee722b0824ebb1944b6af5e4b1,True,ctls,q.portal.checkpoint.com,,443,https://q.portal.checkpoint.com:443,https,,text/html,GET,52.31.7.234,/,1095766090,52.18.70.154,HSTS,48,False,,,,,,https://dev-cloudinfra-gw.kube1.iaas.checkpoint.com/csp-report,
ra-net-6-50-106-78.cpm.checkpoint.com,,404,2781,ra-net-6-50-106-78.cpm.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T18:07:02Z,2024-03-06T17:47:13Z,CN=*.cpm.checkpoint.com,*.cpm.checkpoint.com,cpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,95ff7968870002a4b37f3b8fde2c33e5,218f732436172c9776a1df901d38b4b867c3d330e36ed6b26aa07e483e443be4,True,ctls,ra-net-6-50-106-78.cpm.checkpoint.com,,443,https://ra-net-6-50-106-78.cpm.checkpoint.com:443,https,CPWS,text/html,GET,194.29.38.135,/,-993165615,194.29.38.135,HSTS,82,False,,,,,,,
redirectcache-error-qasite.cpm.checkpoint.com,,404,2781,redirectcache-error-qasite.cpm.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T18:07:02Z,2024-03-06T17:47:13Z,CN=*.cpm.checkpoint.com,*.cpm.checkpoint.com,cpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,95ff7968870002a4b37f3b8fde2c33e5,218f732436172c9776a1df901d38b4b867c3d330e36ed6b26aa07e483e443be4,True,ctls,redirectcache-error-qasite.cpm.checkpoint.com,,443,https://redirectcache-error-qasite.cpm.checkpoint.com:443,https,CPWS,text/html,GET,194.29.38.135,/,-993165615,194.29.38.135,HSTS,82,False,,,,,,,
rep-us.checkpoint.com,,200,44,rep-us.checkpoint.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2017-12-15T00:00:00Z,2019-01-06T12:00:00Z,"CN=rep-us.checkpoint.com, OU=MIS-US, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",rep-us.checkpoint.com,rep-us.checkpoint.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,472827f2a4f917baa3b6119989698ef4,e57969c993ca18a42572c30d5f51e3f01221ab26c3fe2183253553335740138a,,ctls,rep-us.checkpoint.com,,443,https://rep-us.checkpoint.com:443,https,Apache,text/html,GET,209.87.212.180,/,-1840324437,209.87.212.180,Apache,1,False,,Check Point Software Technologies Inc.,,,,,True
rep.checkpoint.com,Error,403,176,rep.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-21T12:11:27Z,2024-01-22T12:11:26Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,675b099405a2711df7a2d32dfd3f4139,08458a1dc918202e24d2582da0e0343e3fe740813c4d1eb26f2dd12c772902a0,True,ctls,rep.checkpoint.com,,443,https://rep.checkpoint.com:443,https,AkamaiGHost,text/html,GET,23.212.89.172,/,1594919861,2a02:26f0:480:7b5::43bc,,5,False,,,,,,,
research-stg.checkpoint.com,403 Forbidden,403,548,research-stg.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T14:26:38Z,2023-06-21T14:26:37Z,CN=research-stg.checkpoint.com,research-stg.checkpoint.com,research-stg.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3aeae92f9265d756aa9aeacfd3881454,2f5cb71ee8a733f92696cb36705c1b7bdcfa703f8513d6bf7ebc0ae102dd6586,,ctls,research-stg.checkpoint.com,,443,https://research-stg.checkpoint.com:443,https,cloudflare,text/html,GET,141.193.213.20,/,586998417,141.193.213.21,HTTP/3,14,False,,,,,,,
research.checkpoint.com,CPR - Check Point Research,200,177710,research.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T17:26:31Z,2023-07-03T17:26:30Z,CN=research.checkpoint.com,research.checkpoint.com,research.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fd27379badeea6efbf199562c6e9b16d,433685fa91acd24cc30f8abf5510c6275a271e475595e6725a9290c163e2984d,,ctls,research.checkpoint.com,,443,https://research.checkpoint.com:443,https,cloudflare,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,Yoast SEO:20.7,1146,False,,,,,,,
resources.checkpoint.com,Check Point Resource Library,200,72830,resources.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-10-30T23:59:59Z,CN=resources.checkpoint.com,resources.checkpoint.com,resources.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c57ea23f04579c6aef8d64aeb19c9337,15629177a6c0bf7d3eaf04ca4e53831889d19bc2b6ac99025bf7a157e886a0f1,,ctls,resources.checkpoint.com,,443,https://resources.checkpoint.com:443,https,nginx,text/html,GET,44.231.86.232,/,-1624278289,52.32.116.202,WordPress,819,False,,,,,,,
rfe.checkpoint.com,,202,,rfe.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,rfe.checkpoint.com,cloudfront,443,https://rfe.checkpoint.com:443,https,CloudFront,text/html,GET,99.86.4.59,/,-1840324437,2600:9000:2057:f000:1d:478:80c0:93a1,Amazon Web Services,1,False,True,,,,,,
rus.us.checkpoint.com,Apache HTTP Server Test Page powered by Linux,403,3539,rus.us.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-08T22:19:02Z,2023-11-08T22:19:02Z,"CN=www.opsec.com, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",www.opsec.com,opsec.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0c74a58de3bb65cfec1ba7264e93fe3f,b81f3606acb43d4acfab805ebbfdb2d930a86316f3133081501d473c346f3052,,ctls,rus.us.checkpoint.com,,443,https://rus.us.checkpoint.com:443,https,Apache,text/html,GET,209.87.209.90,/,-780928015,209.87.209.90,HSTS,111,False,,Check Point Software Technologies Inc.,True,,,,
salesloft.checkpoint.com,,204,,salesloft.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T05:38:44Z,2023-08-08T05:38:43Z,CN=salesloft.checkpoint.com,salesloft.checkpoint.com,salesloft.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4a3e9e24d47177ecfe12d6416cb207f7,e043ce4684fa7eed4a47f0c62d66a4ec1c24f780dd2a808177a97055e4a8592a,,ctls,salesloft.checkpoint.com,,443,https://salesloft.checkpoint.com:443,https,,,GET,54.243.161.55,/,-1840324437,54.221.50.8,HSTS,1,False,,,,,,,
sc1.checkpoint.com,Maintenance Page,200,2248,sc1.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-21T12:11:27Z,2024-01-22T12:11:26Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,675b099405a2711df7a2d32dfd3f4139,08458a1dc918202e24d2582da0e0343e3fe740813c4d1eb26f2dd12c772902a0,True,ctls,sc1.checkpoint.com,,443,https://sc1.checkpoint.com:443,https,AkamaiNetStorage,text/html,GET,23.57.17.43,/,1864250944,23.57.17.43,,52,False,,,,,,URL=http://www.checkpoint.com/maintenance.html,
sc2.checkpoint.com,Maintenance Page,200,2248,sc2.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-01T00:00:00Z,2024-01-02T23:59:59Z,"CN=*.checkpoint.com, O=Check Point Software Technologies Ltd., L=TEL AVIV-Yafo, ST=Tel Aviv District, C=IL",*.checkpoint.com,checkpoint.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fff3aba9caf43cbe42b8dea1a1985b,f8d0c75c59042691e10b7432b31903427659df52b20ca7bfc4490b6f4bed18da,True,ctls,sc2.checkpoint.com,,443,https://sc2.checkpoint.com:443,https,AkamaiNetStorage,text/html,GET,2.20.221.189,/,1864250944,2.20.221.189,,52,False,,Check Point Software Technologies Ltd.,,,,URL=http://www.checkpoint.com/maintenance.html,
sc3.checkpoint.com,Maintenance Page,200,2248,sc3.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-01T00:00:00Z,2024-01-02T23:59:59Z,"CN=*.checkpoint.com, O=Check Point Software Technologies Ltd., L=TEL AVIV-Yafo, ST=Tel Aviv District, C=IL",*.checkpoint.com,checkpoint.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fff3aba9caf43cbe42b8dea1a1985b,f8d0c75c59042691e10b7432b31903427659df52b20ca7bfc4490b6f4bed18da,True,ctls,sc3.checkpoint.com,,443,https://sc3.checkpoint.com:443,https,AkamaiNetStorage,text/html,GET,2.20.221.189,/,1864250944,2.20.221.189,,52,False,,Check Point Software Technologies Ltd.,,,,URL=http://www.checkpoint.com/maintenance.html,
