new,host,a,soa,status_code,aaaa,ns,cname,cdn,cdn-name,txt,mx,caa
,ratestwa.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rb881024.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rcapedia-ro.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,reachoutau.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1143.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1143.awsdns-14.org, ns-1797.awsdns-32.co.uk, ns-592.awsdns-10.net, ns-107.awsdns-13.com",prod.matomo.cloud,,,,,
,realmeaccount.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,realoil.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rebelute.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rechtenliteratuurleiden.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,record.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,refreshco.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,reinventdemocracy.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,relias.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,rentcarpraha.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,reporterre.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,resilincproducts.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,respaceprojects.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,responsibleminingindex.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,restoreprivacy.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,retortonline.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rexchange.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rezun.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,richtigistwichtig.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rimoplay.innocraft.cloud,,"ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ristrutturazionecase.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rivatadbir.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rivet.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rmv.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rocketchainsaw.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rodnikcoopru.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,roleados.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,romitodesign.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rootly.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,roracoster.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,rosecode.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rotka.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,roverholidays.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rsp.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ruhrnachrichten.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sabrinasailer.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,saigoneer.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sailbits.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sainaroshan.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sanerconsulting.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,santaka.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sapa.amazetrac.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,satinderdhillonmovieblogspot.innocraft.cloud,,"ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,saturn.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,saulsplace.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sbmain.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sbmi.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sbsbattery.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,scgbuildingmaterials.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,scherzkogelbauer.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,schmalischit.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,schoeffelenvoyage.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,schuleklimawandel.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,schunkgroup.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,scn.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,scottrobbins.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sdbb.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,searchina.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,searchportal-qa.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sebaswiss.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,segelflug.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,segwayrobotics.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,selimcan.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sensedatalab.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,seoapp.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,seotrafilea.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sepanalytics.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,server1.innocraft.cloud,,"ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sewpfiapp.innocraft.cloud,,"ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sgs.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sharepoint-production.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sharepoint4dxportal.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,shawnpuckett.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,shedcode.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,shemaroo-web.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,shiabir.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,shodnica.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,shop.matomo.org,185.31.40.177,"ns-1635.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,2a00:b6e0:1:200:177::1,,,,,,,
,signalgroupdc.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,significadodelosnumeros.innocraft.cloud,,"ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,silvermelbournetaxis.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,simonetsimon.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,simplifiedacademy.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,simplilearn.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sineemo.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,site.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,siteproxy-staging.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sitio.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sitio1.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,skinncom.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,skipio.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sklep.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,skmdev008dgiccomsg.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,skweezer.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,smartcitiesmaster.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,smartdato.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,smcsalud.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,smilewien.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,snapkin.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,snaplitics.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,snappfoodir.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sncf-reseau.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sobrenet.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,social-innovation.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,socialkiwi.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sofiawax.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sojay.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,soliciti.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,solid.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sollisinovacao.innocraft.cloud,,"ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sossul.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,souse.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sp33c.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,speedplay.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,spellboundweb.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,spooksworld.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sps.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,squarepeghires.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,srprs.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ssl.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,stackify.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,stagehand.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,staging-billing.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,staging-test-shop.matomo.org,185.31.40.177,"ns-1635.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,2a00:b6e0:1:200:177::1,,,,,,,
,staging-themes.matomo.org,185.31.40.177,"ns-1635.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,2a00:b6e0:1:200:177::1,,,,,,,
,staging.matomo.org,"18.165.83.84, 18.165.83.68, 18.165.83.12, 18.165.83.55, 205.251.192.89, 205.251.194.182, 205.251.196.85, 205.251.199.23","ns-89.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:24f4:5000:13:66cb:6b80:93a1, 2600:9000:24f4:5c00:13:66cb:6b80:93a1, 2600:9000:24f4:ae00:13:66cb:6b80:93a1, 2600:9000:24f4:7600:13:66cb:6b80:93a1, 2600:9000:24f4:7a00:13:66cb:6b80:93a1, 2600:9000:24f4:1200:13:66cb:6b80:93a1, 2600:9000:24f4:6600:13:66cb:6b80:93a1, 2600:9000:24f4:8200:13:66cb:6b80:93a1","ns-1815.awsdns-34.co.uk, ns-1109.awsdns-10.org, ns-89.awsdns-11.com, ns-694.awsdns-22.net",d2xia5zn4zu2zy.cloudfront.net,True,cloudfront,,,
,staging.shop.halkingazetesi.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,standupgirl.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,starcore.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,statesttest9a.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,static.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,statss.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,steffengebert.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,stegner.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,steidle.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,steur343-staging.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,stevejohnson.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,stingray.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,stol.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,stratusbtcpw.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,streamamp.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,streamfizz.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
