new,host,a,soa,txt,status_code,cname,aaaa,ns,cdn,cdn-name,mx,has_internal_ips,internal_ips,caa
[x],smarthome.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],sng-vpn7-ext.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],snyk-broker.infosec.mongodb.com,"54.146.65.157, 3.214.99.144","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],southeastasia.lb-b.r53.azure.cloud.mongodb.com,20.212.95.225,"ns-1195.awsdns-21.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],speedy.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],sploterias.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],splunk.corp.mongodb.com,34.224.73.246,"ns-236.awsdns-29.com, awsdns-hostmaster.amazon.com",,NOERROR,splunk-search-1.vpc0.10gen.cc,,,,,,,,
[x],splunkdev.infosec.mongodb.com,"52.22.53.153, 54.235.174.26","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],spn1-1-seb.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],spn13-1-seb.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],spn13-2-gra.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],spn3-2-vzb.cloud-qa.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],spruce-beta.corp.mongodb.com,"108.138.233.60, 108.138.233.6, 108.138.233.122, 108.138.233.100","ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",,NOERROR,spruce-beta.route53.build.10gen.cc,,"ns-1268.awsdns-30.org, ns-1780.awsdns-30.co.uk, ns-438.awsdns-54.com, ns-629.awsdns-14.net",True,cloudfront,,,,
[x],spruce-staging.corp.mongodb.com,"13.32.121.43, 13.32.121.128, 13.32.121.17, 13.32.121.40","ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",,NOERROR,spruce-staging.route53.build.10gen.cc,,,True,cloudfront,,,,
[x],spruce.mongodb.com,"13.227.219.81, 13.227.219.40, 13.227.219.91, 13.227.219.11","ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",,NOERROR,spruce.route53.build.10gen.cc,,,True,cloudfront,,,,
[x],srmdev.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],st11p01ad-apps.charts-dev.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],st14p08ls-gsp32-st14-pod08-r01.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],stage-espanol.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],stage-vn.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],stagingnew-auth-devenv-miembros.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],stitch-dev.mongodb.com,52.48.110.136,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",,NOERROR,"global.lb-b-dev.r53.aws.cloud-dev.mongodb.com, eu-west-1.lb-b-dev.r53.aws.cloud-dev.mongodb.com",,,,,,,,
[x],stitch-qa.mongodb.com,52.202.145.128,"ns-153.awsdns-19.com, awsdns-hostmaster.amazon.com",,NOERROR,us-east-1.lb-b-qa.r53.aws.cloud-qa.mongodb.com,,,,,,,,
[x],stitch-staging.mongodb.com,34.227.51.254,"ns-695.awsdns-22.net, awsdns-hostmaster.amazon.com",,NOERROR,"global.stitch-staging.mongodb.com, global.aws.stitch-staging.mongodb.com, global.lb-b-staging.r53.aws.cloud.mongodb.com, us-east-1.lb-b-staging.r53.aws.cloud.mongodb.com",,,,,,,,
[x],stitch.mongodb.com,3.127.11.207,"ns-695.awsdns-22.net, awsdns-hostmaster.amazon.com",,NOERROR,"global.stitch.mongodb.com, global.aws.stitch.mongodb.com, global.lb-b.r53.aws.cloud.mongodb.com, eu-central-1.lb-b.r53.aws.cloud.mongodb.com",,,,,,,,
[x],storage-app-ab48.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],students.mongodb.com,"23.23.148.58, 54.196.127.54, 3.231.128.237, 3.226.71.163, 54.88.124.138","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,"ns-1315.awsdns-36.org, ns-1610.awsdns-09.co.uk, ns-460.awsdns-57.com, ns-898.awsdns-48.net",,,,,,
[x],support-dev.mongodb.com,"13.110.59.115, 13.110.60.115, 13.110.62.115","ns1-ia4.salesforce.com, hostmaster.salesforce.com",,NOERROR,"scfull-mongodbcommunity.cs51.force.com, cs51.force.com, cs190.force.com, cs190-ia4.force.com, cs190-ia4.ia4.r.force.com",,,,,,,,
[x],support-hub-staging.corp.mongodb.com,"13.32.99.127, 13.32.99.48, 13.32.99.117, 13.32.99.122","ns-1755.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,support-hub-zrkeh.mongodbstitch.com,,,True,cloudfront,,,,
[x],support-hub.corp.mongodb.com,"52.222.236.57, 52.222.236.106, 52.222.236.97, 52.222.236.83","ns-1755.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,support-hub-rdtad.mongodbstitch.com,,,True,cloudfront,,,,
[x],support-stage.mongodb.com,"13.110.60.115, 13.110.62.115, 13.110.59.115","ns1-ia4.salesforce.com, hostmaster.salesforce.com",,NOERROR,"stage-mongodbcommunity.cs51.force.com, cs51.force.com, cs190.force.com, cs190-ia4.force.com, cs190-ia4.ia4.r.force.com",,,,,,,,
[x],support-wallboard-staging.corp.mongodb.com,"108.138.7.61, 108.138.7.35, 108.138.7.29, 108.138.7.47","ns-1755.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,support-wallboard-xdgbt.mongodbstitch.com,,,True,cloudfront,,,,
[x],support-wallboard.corp.mongodb.com,"18.66.147.120, 18.66.147.66, 18.66.147.47, 18.66.147.57","ns-1755.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,support-wallboard-swizh.mongodbstitch.com,,,True,cloudfront,,,,
[x],support.mongodb.com,151.101.246.133,"ns1.fastly.net, hostmaster.fastly.com",,NOERROR,mongodb.map.fastly.net,,,True,fastly,,,,
[x],support.staging.corp.mongodb.com,"52.45.195.111, 35.174.255.218, 52.22.111.228","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],swift.go.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],syd05-prd-scanner-01.charts.mongodb.com,,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],syseng-influx.mongodb.com,"54.209.142.30, 23.21.7.232","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,influxdb-751181350.us-east-1.elb.amazonaws.com,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
[x],syseng.prod.corp.mongodb.com,"3.231.128.237, 54.196.127.54, 23.23.148.58, 3.226.71.163, 54.88.124.138","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],system-dev-team-minerva-clients-stats-corp.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],systemcachejiratunnel-mx.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],systemupdatecorporate-examplesbackup-meet-git.charts.mongodb.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],systemuserspostgresdoc-corporate.charts-dev.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tableau-tabpy.corp.mongodb.com,"34.192.233.55, 34.235.246.142","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,alb-tableau-tabpy-prod-1097347813.us-east-1.elb.amazonaws.com,,,,,,,,
[x],taka.prod.corp.mongodb.com,"23.23.148.58, 3.226.71.163, 54.88.124.138, 3.231.128.237, 54.196.127.54","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],taka.staging.corp.mongodb.com,"52.22.111.228, 52.45.195.111, 35.174.255.218","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],talentsearch-w.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],target.test.corp.mongodb.com,"50.16.165.49, 52.3.154.63, 52.87.103.23","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],tchelper.corp.mongodb.com,"108.156.60.36, 108.156.60.13, 108.156.60.119, 108.156.60.27","ns-1755.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,tchelper-bqwhp.mongodbstitch.com,,,True,cloudfront,,,,
[x],teacordas.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],team-webeu.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],teambackup-0.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],temp-loadbalancersql.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tempcdn.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tempgci.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],temptempcontainer-corporate.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],test-cert-2.test.corp.mongodb.com,"50.16.165.49, 52.3.154.63, 52.87.103.23","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],test-cert.test.corp.mongodb.com,"52.87.103.23, 50.16.165.49, 52.3.154.63","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],test-http01.test.corp.mongodb.com,"52.87.103.23, 52.3.154.63, 50.16.165.49","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],test-xml-nar-ss.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],test.devops.test.corp.mongodb.com,"54.82.34.225, 50.17.244.6, 54.91.116.18","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-user-traefik",NOERROR,,,,,,,,,
[x],test1-1-prd.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],test1.devops.test.corp.mongodb.com,"54.91.116.18, 50.17.244.6, 54.82.34.225","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-user-traefik",NOERROR,,,,,,,,,
[x],test2.devops.prod.corp.mongodb.com,"54.88.16.33, 52.70.35.68, 3.213.135.114, 52.5.12.243, 18.211.246.135","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-user-traefik",NOERROR,,,,,,,,,
[x],test2.devops.staging.corp.mongodb.com,"3.221.136.187, 54.225.236.46, 54.210.180.239","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-user-traefik",NOERROR,,,"ns-1283.awsdns-32.org, ns-1640.awsdns-13.co.uk, ns-397.awsdns-49.com, ns-515.awsdns-00.net",,,,,,
[x],test2.devops.test.corp.mongodb.com,"50.17.244.6, 54.82.34.225, 54.91.116.18","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-user-traefik",NOERROR,,,,,,,,,
[x],testing-http01.test.corp.mongodb.com,"52.87.103.23, 50.16.165.49, 52.3.154.63","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],tf-feedback.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],thanos-kube.corp.mongodb.com,54.145.165.99,"ns-534.awsdns-02.net, awsdns-hostmaster.amazon.com",,NOERROR,us-east-1.lb-b-mgmt.r53.aws.cloud-mgmt.mongodb.com,,"ns-1266.awsdns-30.org, ns-184.awsdns-23.com, ns-1939.awsdns-50.co.uk, ns-534.awsdns-02.net",,,,,,
[x],tier1-test-emc-dm1.charts.mongodb.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tier1-test-hnas-evs5.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],timesofknowledgeeducation.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],timmy.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tips.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tls.test.corp.mongodb.com,"52.87.103.23, 50.16.165.49, 52.3.154.63","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],tor10-321-pdc.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor11-15-grc.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor122-140-pda.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor130-270-pdb.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor16-24-pdd.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor173-205-gre.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor214-266-pdb.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor228-293-pdc.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor241-257-grc.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor251-323-grc.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor260-303-pdc.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor262-317-gra.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor269-317-grc.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor275-340-pda.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor295-420-pda.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor345-477-pdb.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor350-478-pda.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor352-384-gre.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor390-422-gre.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor471-503-gre.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor49-47-pda.charts.mongodb.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor58-grc.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor81-94-pda.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor93-124-pdb.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tor97-178-pda.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],tracing-dev.corp.mongodb.com,,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",,NOERROR,"global.lb-b-dev.r53.aws.cloud-dev.mongodb.com, eu-west-1.lb-b-dev.r53.aws.cloud-dev.mongodb.com",,,,,,,,
[x],trackingservice.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],ts-amer.prod.corp.mongodb.com,"54.196.127.54, 23.23.148.58, 3.226.71.163, 3.231.128.237, 54.88.124.138","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],ts-amer.staging.corp.mongodb.com,,"ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ts-apac.prod.corp.mongodb.com,"3.231.128.237, 23.23.148.58, 54.88.124.138, 54.196.127.54, 3.226.71.163","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ts-apac.staging.corp.mongodb.com,"52.45.195.111, 35.174.255.218, 52.22.111.228","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],ts-emea.staging.corp.mongodb.com,"52.22.111.228, 35.174.255.218, 52.45.195.111","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],ts-pm.staging.corp.mongodb.com,"52.22.111.228, 52.45.195.111, 35.174.255.218","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],ts-tools.prod.corp.mongodb.com,"3.226.71.163, 3.231.128.237, 54.196.127.54, 54.88.124.138, 23.23.148.58","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],ts-tools.staging.corp.mongodb.com,,"ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],tsp.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],ttlive.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],umecss7g.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],universal-usb-installer.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],update-env2.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
