input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tls_mismatched,tls_wildcard_certificate,cdn_name,tech_,cdn,tls_expired,final_url,location
seimspp.intel.com,SEIMS,200,1444,seimspp.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-03-05T23:59:59Z,"CN=seims.intel.com, O=Intel Corporation, ST=California, C=US",seims.intel.com,Intel Corporation,seimspp.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,20b96a03f4ec96ee388bda6791ac37ae,e90a6097b6b25fc517f22a074480ca6511d4e9ebdf60c8cf603a5a205e26d802,ctls,seimspp.intel.com,443,https://seimspp.intel.com:443,https,,text/html,GET,198.175.98.104,/,-1255347784,198.175.98.104,47,False,,,,,HSTS,,,,
servermarketinglibrary.intel.com,Intel® Server Product Marketing Library,200,65630,servermarketinglibrary.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T06:09:24Z,2023-07-08T06:09:23Z,CN=servermarketinglibrary.intel.com,servermarketinglibrary.intel.com,,servermarketinglibrary.intel.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd9c3058f40b971bdd7161534864e816,affd691f785e8609e92121daf00e052105db2580c6c7d5635b1677d6a6aef24c,ctls,servermarketinglibrary.intel.com,443,https://servermarketinglibrary.intel.com:443,https,Apache,text/html,GET,67.227.227.218,/,1198047028,67.227.227.218,871,False,,,,,WordPress,,,,
servertools.eglb.intel.com,,404,78,servertools.eglb.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=servertools.intel.com, O=Intel Corporation, ST=California, C=US",servertools.intel.com,Intel Corporation,servertools-preprod.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,184896829358be131a3e610e881518cf,cd53afb00fcb5e8c5c1685cd984dc808c5fbe5008ef08bff5f6c22f1d00f1d1d,ctls,servertools.eglb.intel.com,443,https://servertools.eglb.intel.com:443,https,,text/plain,GET,198.175.98.31,/,-772995402,198.175.98.31,2,False,,True,,,,,,,
share.intel.com,Intel Share Hub,200,89792,share.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=share.intel.com, O=Intel Corporation, ST=California, C=US",share.intel.com,Intel Corporation,share.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0f7aa14fda491130ecb1b8c51e3c3396,e1185543554e9a65954284ed50140c176bbf8cf3c207223ebe6f7dd98b797a84,ctls,share.intel.com,443,https://share.intel.com:443,https,,text/html,GET,161.129.72.21,/,-1550696860,161.129.72.21,46,False,freq.dynamicsignal.com,,,,HSTS,,,https://share.intel.com/member/,
shoppercampaigns.intel.com,Intel® Partner Marketing Studio,200,3563,marketingstudio.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,marketingstudio.intel.com,443,https://shoppercampaigns.intel.com:443,https,nginx,text/html,GET,13.91.95.74,/,-942283117,13.91.95.74,4,False,,,True,azure,Node.js,True,,https://marketingstudio.intel.com,
signin.intel.com,Object moved,302,161,signin.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,signin.intel.com,443,https://signin.intel.com:443,https,,text/html,GET,23.37.59.110,/,1773009876,2a02:26f0:3500:885::1ea2,4,False,,,True,,HSTS,,,https://signin.intel.com/PasswordReset?AspxAutoDetectCookieSupport=1,/PasswordReset?AspxAutoDetectCookieSupport=1
signin.intelondemand-prx.intel.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://signin.intelondemand-prx.intel.com:80,http,CloudFront,text/html,GET,18.154.63.45,/,920589468,18.154.63.60,20,False,,,,cloudfront,Amazon Web Services,True,,,
signin.intelondemand-test.intel.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://signin.intelondemand-test.intel.com:80,http,CloudFront,text/html,GET,18.66.97.100,/,-2036081349,18.66.97.125,20,False,,,,cloudfront,Amazon Web Services,True,,,
signin.intelondemand.intel.com,Signin,200,4020,signin.intelondemand.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=intelondemand.intel.com, O=Intel Corporation, ST=California, C=US",intelondemand.intel.com,Intel Corporation,signin.sdsi.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f9cda6648a471eed18c5c247fe6e3a11,e0337b77ea4deb52c84eb33297ed5c30143c2e57308c82fea023dda0e77e717e,ctls,signin.intelondemand.intel.com,443,https://signin.intelondemand.intel.com:443,https,Server,text/html,GET,13.32.99.120,/,1101154029,13.32.99.61,135,False,,True,True,cloudfront,HSTS,True,,,
signin.sdsi-prx.intel.com,Signin,200,4020,signin.sdsi-prx.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=intelondemand-prx.intel.com, O=Intel Corporation, ST=California, C=US",intelondemand-prx.intel.com,Intel Corporation,signin.sdsi-prx.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7738d2e78f2d6b0895d2ca842348f73,9dcc314c3d9088b9d7f4a9b0535d647e19ab589588f5ecaa8d70aa64507b3a46,ctls,signin.sdsi-prx.intel.com,443,https://signin.sdsi-prx.intel.com:443,https,Server,text/html,GET,18.66.147.104,/,1101154029,18.66.147.21,135,False,,True,True,cloudfront,HSTS,True,,,
signin.sdsi-test.intel.com,Signin,200,4020,signin.sdsi-test.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=intelondemand-test.intel.com, O=Intel Corporation, ST=California, C=US",intelondemand-test.intel.com,Intel Corporation,signin.sdsi-test.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4c42189d1c569999066313764d2f8b7e,b1c45d13ac9982e5ca08b9738ab740498b24171055e404ba637e8e52d45007ae,ctls,signin.sdsi-test.intel.com,443,https://signin.sdsi-test.intel.com:443,https,Server,text/html,GET,18.66.97.110,/,1101154029,18.66.97.87,135,False,,True,True,cloudfront,HSTS,True,,,
signinpp-origin.intel.com,Service Unavailable,503,326,signinpp-origin.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-09-30T23:59:59Z,"CN=signinpp.intel.com, O=Intel Corporation, ST=California, C=US",signinpp.intel.com,Intel Corporation,signinpp-origin.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,eb2754f1be7ffc84f38c8494989bc87e,44ac43838fb2a484d395a1f39896051ad6eb2fc6b51a5cadb3093fd93536c547,ctls,signinpp-origin.intel.com,443,https://signinpp-origin.intel.com:443,https,,text/html,GET,192.198.167.234,/,1773009876,192.198.167.234,7,False,,,,,,,,https://signinpp-origin.intel.com/?AspxAutoDetectCookieSupport=1,
simplecore-dev-ger.intel.com,Database Error,500,56127,simplecore-dev-ger.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-09T00:00:00Z,2024-01-09T23:59:59Z,"CN=simplecore.intel.com, O=Intel Corporation, ST=California, C=US",simplecore.intel.com,Intel Corporation,simplecore-stg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e47690ae67dc87df38b17c999656942,652da3b750479f158e5ef57a60cf223f2f3930bedf0f56f747996d414ea01b09,ctls,simplecore-dev-ger.intel.com,443,https://simplecore-dev-ger.intel.com:443,https,Apache,text/html,GET,52.31.48.144,/,-889837411,52.31.48.144,120,False,,,,,HSTS,,,,
simplecore-dev.intel.com,Loading...,200,205943,consumer.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-25T00:00:00Z,2023-08-25T23:59:59Z,CN=consumer.intel.com,consumer.intel.com,,consumer.intel.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",26679bac7c5048213fbb1048e4846d9d,daeba4848b956b3e0d3762b9d591645175f88221b21cb3f6ff234ca3f9630e65,ctls,consumer.intel.com,443,https://simplecore-dev.intel.com:443,https,,text/html,GET,54.174.153.61,/,-1171414930,54.174.153.61,38,False,,,,,Handlebars,,,https://consumer.intel.com/intelcorpb2c.onmicrosoft.com/B2C_1A_UnifiedLogin_SISU_PSC_SAML/samlp/sso/login?SAMLRequest=fVLLbtswELz7KwLd9bTl2ITtQrH7MODaQmT30ItA0cuYgESyXCpJ%2F74SlTRJgXpP5C5ndmbABdKm1iRr7UXew68W0I5uunpuaonEDZdeayRRFAUSSRtAYhkpsu87kgQR0UZZxVTt%2FQO7jqKIYKxQcoBtN0vvsP%2B8O3zd7ks%2B5XE15bfJbDpOZmnFKzafx7d8PJ%2FMOWczmMCMpxAN0B9gsONZeh2tNxrYEFvYSrRU2q4fJWM%2FSv04PsYpiVIynvwcoJvOrJDUOvjFWo0kDJmS2DZgAiEt1AFTTehOTBldJSxQshHMKFTcuuFdsi7jrDxJwQWcd%2BpByLLYFqcyL9Zl7zd0IYaIKqz76bA7f4ntTsizkA%2FX06qGR0i%2BHY%2B5nx%2BK40CSvaa4fhFdgHkUDE73uzdDKBpdQycf%2FDM8vrP1pH0nKNAX%2FakXWVKG3soxL%2Fo7cUGa1SvT1Rw%2BrvFpYxbhe5I3Wk32ncPtJle1YL9dv68vyjTU%2Fj%2BIOIhdR5x97p6SVqIG5nL3%2FtJkda2e1gaohaVnTQveTbgaDVo%2B%2FvPVHw%3D%3D&RelayState=%2F,
simplecore-gar.intel.com,Loading...,200,329119,consumer.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-25T00:00:00Z,2023-08-25T23:59:59Z,CN=consumer.intel.com,consumer.intel.com,,consumer.intel.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",26679bac7c5048213fbb1048e4846d9d,daeba4848b956b3e0d3762b9d591645175f88221b21cb3f6ff234ca3f9630e65,ctls,consumer.intel.com,443,https://simplecore-gar.intel.com:443,https,,text/html,GET,23.37.59.110,/,,2a02:26f0:3500:885::1ea2,4272,False,,,,,Handlebars,,,https://consumer.intel.com/intelcorpb2c.onmicrosoft.com/B2C_1A_UnifiedLogin_SISU_PSC_SAML/samlp/sso/login?SAMLRequest=fVJdb5swFH3Pr6h458MQlsRKUtGk65CyBJVkD3tBxpjEEtiur1m3fz8w7ZpNWvxk3%2Btz7jlHdwmkbRROOnMRz%2BylY2Amd%2F352TYCsG2unE4LLAlwwIK0DLChOE%2B%2B7nDoBVhpaSSVjfMP7DaKADBtuBQjLN2unMP%2BcXd4SvfFnKAyKOMYzWoahdH0U43ms6icomhR0cV0ihZzhIIZG6HfmIaeZ%2BX0tM5kZAPoWCrAEGH6ehBGbhC7CB1RjIMYR%2FH3EbrtzXJBjIVfjFGAfZ9KAV3LtMeFYY1HZevbG5ValSH1pGg51RJkbWzzIdwUKClOgtecVTt55qLI0%2FxUZPmmGPz6NkQfQPrN0B1nZ2%2BxPXBRcXG%2BnVY5fgL85XjM3OyQH0eS5D3FzZvonOkfnLLT8%2B7DEPBWNayXz9wzubb1qlwryFMXdT%2BILAgFZ22Zl8Mb2yD1%2Bp3pZg5XY%2FqVqIZZS%2F%2Ba5YNX4X1vMd1msuH0l60P57PULTH%2FTwJ5yFZ45db2K%2B4EKEZt8M4fmqRp5OtGM2LYyjG6Y86dv56MWv5e9PVv&RelayState=%2F,
simplecore-ger.intel.com,Loading...,200,205943,consumer.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-25T00:00:00Z,2023-08-25T23:59:59Z,CN=consumer.intel.com,consumer.intel.com,,consumer.intel.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",26679bac7c5048213fbb1048e4846d9d,daeba4848b956b3e0d3762b9d591645175f88221b21cb3f6ff234ca3f9630e65,ctls,consumer.intel.com,443,https://simplecore-ger.intel.com:443,https,,text/html,GET,23.201.251.4,/,759957923,2a02:26f0:64:58b::1ea2,38,False,,,,,Handlebars,,,https://consumer.intel.com/intelcorpb2c.onmicrosoft.com/B2C_1A_UnifiedLogin_SISU_PSC_SAML/samlp/sso/login?SAMLRequest=fVLLbtswELz7KwLd9aAUpQlhu1DsPgS4thDZPfQi0BRpE6BIlks16d9XopImKVDzRO5yZmcGOwfSSYOL3p3VA%2FvZM3Czq%2BE8dVIB9s1F0FuFNQEBWJGOAXYU18W3DU6jBBurnaZaBv%2FALqMIALNOaDXByvUi2G0%2FbXZfym3D01uUJjnnPGnzm%2Bub5EgJSlDb8ruWfkjvMnK85VlGJuh3ZmHgWQQDbTCb2AB6VipwRLmhnqRZmOQhQnuU4yTH2fWPCboezApFnIefnTOA45hqBX3HbCSUYzKiuov9jWprjimNtOoEtRo0d755n64aVDQHJbhg7UafhGrqsj40Vb1qRr%2BxDzEG0LEcu9Ps6jm2e6FaoU6X0zpOnwB%2F3e%2BrsNrV%2B4mkeElx9Sy6ZvaXoOzwsHk1BKIzkg3yWXh6Z%2BvRhF5QZM7m4yiyIRSCpWeej2%2Fsg7TLF6aLObwZM6xEO86ax29ZXnkN3g4Wy3WlpaC%2FfX08n7XtiPt%2FEihCviLakPuvuFdgGPXBB39pCin148oy4tgicLZnwVW8nE1a3i%2F68g8%3D&RelayState=%2F,
simplecore-stg.intel.com,Database Error,500,56128,simplecore-stg.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-01-03T23:59:59Z,"CN=simplecore.intel.com, O=Intel Corporation, ST=California, C=US",simplecore.intel.com,Intel Corporation,simplecore-stg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b5723a04018d8fb860c873a53882c421,7388590bb53d9459f0d9475eaeeb2595c15e49601d0473ff8c615abc393a2441,ctls,simplecore-stg.intel.com,443,https://simplecore-stg.intel.com:443,https,Apache/2.4.29 (Ubuntu),text/html,GET,52.7.127.0,/,1812831968,52.7.127.0,120,False,,,,,Ubuntu,,,,
simplecore.intel.com,Loading...,200,205943,consumer.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-25T00:00:00Z,2023-08-25T23:59:59Z,CN=consumer.intel.com,consumer.intel.com,,consumer.intel.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",26679bac7c5048213fbb1048e4846d9d,daeba4848b956b3e0d3762b9d591645175f88221b21cb3f6ff234ca3f9630e65,ctls,consumer.intel.com,443,https://simplecore.intel.com:443,https,,text/html,GET,23.37.59.110,/,967230741,2a02:26f0:3500:885::1ea2,38,False,,,,,Handlebars,,,https://consumer.intel.com/intelcorpb2c.onmicrosoft.com/B2C_1A_UnifiedLogin_SISU_PSC_SAML/samlp/sso/login?SAMLRequest=fVLLbtswELz7KwLd9Y7tmLBdKHYfAlxbiOweehEoahUTkEiWSzXp31eikjoJUPNCcpcznBnsEmnbKJJ05iwe4FcHaCY3%2FXpuG4HENldOpwWRFDkSQVtAYhjJk%2B87EnkBUVoayWTjfIBdR1FE0IZLMcLS7co57D%2FvDl%2FTfRFAWNHZ7G5exfP4lgZVUJZ10G9zqMPZXRnFdLGg1WKE%2FgCNPc%2FK6WmdyciG2EEq0FBh%2BnoQxW4wdcPwGE5JMCXx7c8Ruu3NckGNhZ%2BNUUh8n0mBXQva48JA4zHZ%2BvbEpFZlxDwpWs60RFkb27yPNkWYFCfBaw7VTj5yUeRpfiqyfFMMfn0boo8o%2FWbojn9nL7Hdc1Fx8Xg9rXJ8hOTb8Zi52SE%2FjiTJa4qbF9E56N%2BcwelhdzGEvFUN9PLhjaUn5VoxnjqrT4PAgjJ01pZ1OdyJDVGvX1muZnD5wu3HoXJpq5f%2BW5YLryL73l66zWTD2R9bH9YXqVtq%2Fp9C6IW2wiu3tk9JJ1ABs6E7%2F2iSppFPGw3UwMoxugPnxl9PRi3vh3z9Fw%3D%3D&RelayState=%2F,
sip.corpint.intel.com,,404,75,sip.corpint.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,ctls,sip.corpint.intel.com,443,https://sip.corpint.intel.com:443,https,RTC/7.0,text/plain,GET,52.112.196.46,/,-889704067,2603:1027:0:48::20,4,False,,True,True,,HSTS,,,,
sip.intel.com,,404,75,sip.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,ctls,sip.intel.com,443,https://sip.intel.com:443,https,RTC/7.0,text/plain,GET,52.112.192.11,/,-384672607,2603:1027:0:48::20,4,False,,True,True,,HSTS,,,,
sites-internal-software.intel.com,,503,,sites-internal-software.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.superpedestrian.com, O=SUPERPEDESTRIAN\, INC., L=Cambridge, ST=Massachusetts, C=US",*.superpedestrian.com,"SUPERPEDESTRIAN, INC.",superpedestrian.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,51a2324f5bb6bc44c99395297141f0af,ffba9ce464f1f386a47990b71701e48986a51b14da0aaddde905bb52400d319e,ctls,sites-internal-software.intel.com,443,https://sites-internal-software.intel.com:443,https,,,GET,54.163.252.82,/,-1840324437,54.163.252.82,1,False,,True,True,,,,,,
smallbusiness.intel.com,Small Business Computers - Intel,200,197199,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,80,http://smallbusiness.intel.com:80,http,Apache,text/html,GET,192.198.165.191,/,-1617321818,192.198.165.191,5939,False,https://c0.avaamo.com,,True,,Java,,,https://www.intel.com/content/www/us/en/business/small-business/overview.html,
social.intel.com,Log into Facebook | Facebook,200,11583,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-05-18T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,3c2c8a6c470a5231301a213ff74a84da,a459617ac949780aa701c3c8e16828989488edf86e810833536aed009d1a1b9e,ctls,m.facebook.com,80,http://social.intel.com:80,http,,text/html,GET,192.198.165.191,/,1274522579,192.198.165.191,2,False,*.whatsapp.net,,True,,HTTP/3,,,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2FIntel&refsrc=deprecated&_rdr,
socialcookie.intel.com,,200,,socialcookie.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-05-18T23:59:59Z,"CN=*.us1.gigya.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",*.us1.gigya.com,SAP SE,*.my.console.us1-st1.cdc.cloud.sap,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,93d6168193f0cc3140006300e8e13c09,d7ba4740c9e3219eb618f08e98a0e5d8f6c355e281354829ede613ec5cb8d9da,ctls,socialcookie.intel.com,443,https://socialcookie.intel.com:443,https,,text/html,GET,18.210.153.8,/,-1516177449,18.210.153.8,1,False,,True,True,,,,,,
socialcookiedev.intel.com,,200,,socialcookiedev.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-05-18T23:59:59Z,"CN=*.us1.gigya.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",*.us1.gigya.com,SAP SE,*.my.console.us1-st1.cdc.cloud.sap,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,93d6168193f0cc3140006300e8e13c09,d7ba4740c9e3219eb618f08e98a0e5d8f6c355e281354829ede613ec5cb8d9da,ctls,socialcookiedev.intel.com,443,https://socialcookiedev.intel.com:443,https,,text/html,GET,107.23.67.121,/,-1516177449,107.23.67.121,1,False,,True,True,,,,,,
socialcookiepp.intel.com,,200,,socialcookiepp.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-05-18T23:59:59Z,"CN=*.us1.gigya.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",*.us1.gigya.com,SAP SE,*.my.console.us1-st1.cdc.cloud.sap,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,93d6168193f0cc3140006300e8e13c09,d7ba4740c9e3219eb618f08e98a0e5d8f6c355e281354829ede613ec5cb8d9da,ctls,socialcookiepp.intel.com,443,https://socialcookiepp.intel.com:443,https,,text/html,GET,54.88.149.194,/,-1516177449,54.88.149.194,1,False,,True,True,,,,,,
socialsignindev.intel.com,,200,,socialsignindev.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-05-18T23:59:59Z,"CN=*.us1.gigya.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",*.us1.gigya.com,SAP SE,*.my.console.us1-st1.cdc.cloud.sap,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,93d6168193f0cc3140006300e8e13c09,d7ba4740c9e3219eb618f08e98a0e5d8f6c355e281354829ede613ec5cb8d9da,ctls,socialsignindev.intel.com,443,https://socialsignindev.intel.com:443,https,,text/html,GET,18.205.77.36,/,-1516177449,18.205.77.36,1,False,,True,True,,,,,,
socialsigninpp.intel.com,,200,,socialsigninpp.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-05-18T23:59:59Z,"CN=*.us1.gigya.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",*.us1.gigya.com,SAP SE,*.my.console.us1-st1.cdc.cloud.sap,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,93d6168193f0cc3140006300e8e13c09,d7ba4740c9e3219eb618f08e98a0e5d8f6c355e281354829ede613ec5cb8d9da,ctls,socialsigninpp.intel.com,443,https://socialsigninpp.intel.com:443,https,,text/html,GET,18.210.153.8,/,-1516177449,18.210.153.8,1,False,,True,True,,,,,,
software-stg.intel.com,Access Denied,403,275,software-stg.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,software-stg.intel.com,443,https://software-stg.intel.com:443,https,,text/html,GET,23.37.59.110,/,899175158,2a02:26f0:3500:885::1ea2,10,False,,,True,,HSTS,,,,
