new,host,a,soa,status_code,cname,aaaa,ns,txt,cdn,cdn-name,mx,caa,has_internal_ips,internal_ips
,rbs.co.uk,104.212.67.86,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,2620:1ec:27::cafe:1501,"udns1.cscdns.net, udns2.cscdns.uk","atlassian-domain-verification=j6TcZfy4ofzEh6929OaRs634syxwTkcjcAsb1hSwGQ98o03lXZSKX0w+H3JO3JUZ, adobe-sign-verification=a8c27034c1cd39851b67d5d68276dcd6, amazonses:9BbYTijnWz2UbX91Q6AD08en2CZ7lwDIKDsOYEIrnZM=, onetrust-domain-verification=d9be173dd9d749b6b878b3e03a9ce94c, google-site-verification=ebfUYK_bdD_CNFi7Yh7qefpriKtRWHeapO5zIvdo1HE, atlassian-domain-verification=flnamO4dwq3z3g3lqA/2XdN9LE4I1BgfZstm/2YLjis1uhLVSkkDPyxeC197djVo, v=spf1 include:spf1.rbs.co.uk include:spf2.rbs.co.uk -all, google-site-verification=GCVQ6OjSKBH0Yy3DraluHfMSSKSY3RxSixRm284tasA, apple-domain-verification=5HJFw54kBBDafsTg, facebook-domain-verification=u5gw6s07zg81py7xeaxfzoidrqhodh, google-site-verification=IXgrM8kiIRa75YDXNxBF9oKVeoRbtkI35r1bwiQ8dE4, google-site-verification=ST3nmHyaY2Lvx9j1mwiN4P7KukaRYrDDIm_Tv8k5b3I, MS=ms30472926, adobe-idp-site-verification=641792395842e9c7dfd8d65c821ed7a9e09eb29ce1e518d34ca193bdf66fa4ec, MS=ms63232375, 0N2SfefmGRqb6RRscuOU0Ks9/pwyryH6KwqoFFHswY9YwLXh5gEa0t4utdjQpYR3wFXcmk1hhN2A8MSw0T8XpA==, google-site-verification=JTMBiujmTq_WJGVtC2FAvabO3Zyrrw2GfHL1ynYEHME, google-site-verification=aL4xkznT0VvJTwfWwH6Un3r2RDBuGKCarbdKSMLfDr4, kvdqbky368pf9ccg95h6mn1qc6s33560",,,"mail03.rbs.com, mail01.rbs.com, mail15.rbs.com, mail13.rbs.com, mail02.rbs.com, mail16.rbs.com, mail04.rbs.com, mail14.rbs.com","digicert.com, sectigo.com, quovadisglobal.com, mailto:RBS.Group.PKI.Certificates@rbs.co.uk",,
,rbsconnect.rbs.com,155.136.56.5,,NOERROR,rbsconnect.rbspeople.com,,,google-site-verification=3QDUjEH9VuDBiRDR85JKXW3V3CpqO6lVQeeb7e5muZk,,,,,,
,rbscrmecmintegration.rbs.com,,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,rbscrmecmintegration.glb2p.rbs.com,,,,,,,,,
,rbscrmespwebservice.rbs.com,155.136.200.14,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,RbsCrmEspWebService.glb2p.rbs.com,,,,,,,,,
,rbsdigital-id128647764.rbs.co.uk,,,NOERROR,,,,,,,,,,
,rbsdigital-id1958743.rbs.co.uk,,,NOERROR,,,,,,,,,,
,rbsdigital-id23408505.rbs.co.uk,,,NOERROR,,,,,,,,,,
,rbsdigital-id34793675.rbs.co.uk,,,NOERROR,,,,,,,,,,
,rbsdigital-id4679588431.rbs.co.uk,,,NOERROR,,,,,,,,,,
,rbsdigital-id6266758.rbs.co.uk,,,NOERROR,,2602:fcbc:0:3::11,,,,,,,,
,rbsdigital-id6332454.rbs.co.uk,,,NOERROR,,,,,,,,,,
,rbsmobile.rbs.com,147.114.46.3,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,rbspersonalbanking.rbs.co.uk,83.100.128.50,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,"spf2.0/pra ip4:83.100.128.0/24 ip4:94.72.211.0/24 -all, v=spf1 ip4:83.100.128.0/24 ip4:94.72.211.0/24 -all",,,mail.bridm.com,,,
,rcap.rbs.com,194.203.201.81,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,reader.rbs.co.uk,155.136.20.213,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,redeployment.jobs.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,referrals.jobs.rbs.com,"104.18.144.76, 104.17.156.42","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"lb.ttcportals.com, lb.ttcportals.com.cdn.cloudflare.net",,,,True,cloudflare,,,,
,remacdmzma01.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24,,,,,,
,remacdmzma03.rbs.com,155.136.80.8,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24,,,,,,
,remacdmzma04.rbs.com,155.136.80.18,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24,,,,,,
,remacdmzma06.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",v=spf1 ip4:155.136.80.0/24,,,,,,
,remlvdmzma01.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24,,,,,,
,remlvdmzma02.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,remlvdmzma03.rbs.com,155.136.80.120,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24,,,,,,
,remlvdmzma04.rbs.com,155.136.80.143,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24,,,,,,
,remlvdmzma05.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24,,,,,,
,remlvdmzma06.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24,,,,,,
,reply.mail.rbs.co.uk,18.157.127.192,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 a ip4:129.41.77.115 -all,,,,,,
,res.communications.rbs.co.uk,"18.66.97.24, 18.66.97.48, 18.66.97.105, 18.66.97.26","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,res.communications.rbs.co.uk.cname.campaign.adobe.com,,,,True,cloudfront,,,,
,res.notifications.rbs.co.uk,"13.227.219.16, 13.227.219.81, 13.227.219.80, 13.227.219.83","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,res.notifications.rbs.co.uk.cname.campaign.adobe.com,,"ns-1121.awsdns-12.org, ns-1949.awsdns-51.co.uk, ns-435.awsdns-54.com, ns-978.awsdns-58.net",,True,cloudfront,,,,
,res.smallbusiness.rbs.co.uk,"52.222.214.109, 52.222.214.49, 52.222.214.84, 52.222.214.98","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,res.smallbusiness.rbs.co.uk.cname.campaign.adobe.com,,,,True,cloudfront,,,,
,res10.banklinenotifications.rbs.co.uk,"99.86.4.97, 99.86.4.117, 99.86.4.60, 99.86.4.57","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,res10.banklinenotifications.rbs.co.uk.cname.campaign.adobe.com,,,,True,cloudfront,,,,
,res10.updates.rbs.co.uk,,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,res10.updates.rbs.co.uk.cname.campaign.adobe.com,,,,True,cloudfront,,,,
,res11.updates.rbs.co.uk,"52.222.174.27, 52.222.174.124, 52.222.174.26, 52.222.174.50","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,res11.updates.rbs.co.uk.cname.campaign.adobe.com,,,,True,cloudfront,,,,
,res12.banklinenotifications.rbs.co.uk,"99.86.91.53, 99.86.91.33, 99.86.91.72, 99.86.91.90","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,res12.banklinenotifications.rbs.co.uk.cname.campaign.adobe.com,,,,True,cloudfront,,,,
,res5.email-services.rbs.co.uk,"99.86.4.18, 99.86.4.26, 99.86.4.109, 99.86.4.78","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,res5.email-services.rbs.co.uk.cname.campaign.adobe.com,,"ns-1121.awsdns-12.org, ns-1949.awsdns-51.co.uk, ns-435.awsdns-54.com, ns-978.awsdns-58.net",,True,cloudfront,,,,
,res5.online.rbs.co.uk,"52.222.214.114, 52.222.214.36, 52.222.214.84, 52.222.214.75","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,res5.online.rbs.co.uk.cname.campaign.adobe.com,,,,True,cloudfront,,,,
,res9.banklinenotifications.rbs.co.uk,"108.156.60.78, 108.156.60.14, 108.156.60.97, 108.156.60.123","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,res9.banklinenotifications.rbs.co.uk.cname.campaign.adobe.com,,,,True,cloudfront,,,,
,res9.updates.rbs.co.uk,"18.66.112.31, 18.66.112.64, 18.66.112.108, 18.66.112.114","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,res9.updates.rbs.co.uk.cname.campaign.adobe.com,,,,True,cloudfront,,,,
,review.yourbusinessprofile.rbs.co.uk,"13.32.121.117, 13.32.121.127, 13.32.121.86, 13.32.121.63","ns-131.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,reward.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,sao-online-dev.rbs.co.uk,155.136.201.152,"ac0.glb2d.managedtest.com, hostmaster.ac0.glb2d.managedtest.com",NOERROR,sao-online-dev.rbs.co.uk.glb2d.managedtest.com,,,,,,,,,
,sao-online-nft.rbs.co.uk,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,sao-online-nft.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,sao-online-sit.rbs.co.uk,"155.136.201.213, 155.136.203.213","ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,sao-online-sit.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,sc.rbs.com,"63.140.62.160, 63.140.62.164, 63.140.62.135","ns201.adobe.net, hostmaster.adobe.com",NOERROR,rbs.com.ssl.sc.omtrdc.net,,,,,,,,,
,scf.rbs.com,193.93.67.223,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,scottishrugby.rbs.co.uk,155.136.19.34,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,scrive.rbs.com,"54.246.132.30, 54.229.202.191","ns-954.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,"rbspcais.scrive.com, scrive.com",,"ns-954.awsdns-55.net, ns-102.awsdns-12.com, ns-1207.awsdns-22.org, ns-1900.awsdns-45.co.uk",,,,"aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, aspmx2.googlemail.com","telia.com, telia.fi, telia.se, mailto:oi@scrive.com, amazon.com, digicert.com, letsencrypt.org, sectigo.com",,
,search.rbs.com,,,NOERROR,,,,,,,,,,
,secure1.rbs.co.uk,155.136.23.242,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,secure1t.rbs.co.uk,155.136.13.70,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,
,secure2.rbs.co.uk,147.114.225.18,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,
,securebusiness.rbs.co.uk,155.136.22.134,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,securetransfer.rbs.com,"146.121.23.71, 146.121.21.71","udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,sessionid-04959946.rbs.co.uk,,,NOERROR,,,,,,,,,,
,sessionid-0716452.rbs.co.uk,,,NOERROR,,,,,,,,,,
,sessionid-09184115.rbs.co.uk,54.144.128.85,,NOERROR,,,,,,,,,,
,sessionid-107888.rbs.co.uk,,,NOERROR,,,,,,,,,,
,sessionid-13161010.rbs.co.uk,,,NOERROR,,2602:fcbc:0:3::11,,,,,,,,
,sessionid-19915.rbs.co.uk,54.144.128.85,,NOERROR,,,,,,,,,,
,sessionid-24517.rbs.co.uk,,,NOERROR,,,,,,,,,,
,sgbw1z-00018-gb001.rbs.com,203.127.138.118,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,sip1.rbs.com,"155.136.23.167, 155.136.23.164","udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,sip2.rbs.com,"155.136.23.170, 155.136.23.173","udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,sipfed.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,sipfed.rbs.com,"155.136.23.173, 155.136.23.164, 155.136.23.170, 155.136.23.167","udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,sipfed2.rbs.com,"155.136.23.173, 155.136.23.170","udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,sit-api.rbs.co.uk,104.155.118.226,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"bankofapis-test-sit.apigee.net, bankofapis-test-dev.dn.apigee.net, ageu1rt001-3-routers.dn.apigee.net",,,,True,google,,,,
,sit-openapi.rbs.co.uk,104.155.118.226,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"bankofapis-test-sit.apigee.net, bankofapis-test-dev.dn.apigee.net, ageu1rt001-3-routers.dn.apigee.net",,"ns-1346.awsdns-40.org, ns-1671.awsdns-16.co.uk, ns-58.awsdns-07.com, ns-925.awsdns-51.net",,True,google,,,,
,sit-spa.mortgages.rbs.co.uk,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,sit-spa.mortgages.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,sit-supportingyou.rbs.co.uk,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,sit-supportingyou.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,sit.consent.rbs.co.uk,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,sit.consent.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,skillsandopportunitiesfund.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,skillsandopportunitiesfund.rbs.com,40.118.101.67,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"rbs-sof.azurewebsites.net, waws-prod-am2-183.sip.azurewebsites.windows.net, waws-prod-am2-183.westeurope.cloudapp.azure.com",,,,True,azure,,,,
,skillsserve.rbs.com,"104.18.25.170, 104.18.24.170","beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,rbssb.lms.accessacloud.com,"2606:4700::6812:18aa, 2606:4700::6812:19aa",,,True,cloudflare,,,,
,somesan.rbs.com,54.144.128.85,,NOERROR,,,,,,,,,,
,spa.mortgages.natwest.com.glb2p.rbs.com,155.136.202.13,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,spa.mortgages.rbs.co.uk.glb2p.rbs.com,155.136.202.16,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,speakup.rbs.com,46.236.40.39,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,spendcontrols.rbs.com,155.136.19.251,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,spf1.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24 ip4:82.144.239.194 ip4:85.90.252.126 ip4:85.90.252.123 ip4:167.89.10.30 ip4:167.89.10.139 ip4:83.138.167.181 ip4:80.75.73.242 ip4:89.167.234.232 ip4:89.167.234.233 ~all,,,,,,
,staaacc0001.amsecure.rbs.com,146.121.23.45,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,staging-openapi.rbs.co.uk,"13.42.180.116, 18.168.242.121","ns-523.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,staging-openapi-rbs.eu-west-2.elasticbeanstalk.com,,,,,,,,,
,staging.webapptest.digitalbanking.rbs.co.uk,"52.222.139.20, 52.222.139.56, 52.222.139.126, 52.222.139.129","ns-643.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,sts.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,students.rbs.co.uk,80.193.75.217,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 a ip4:80.193.75.211/32 ip4:81.105.177.40/32 ip4:62.255.15.62/32 include:spf.messagelabs.com -all,,,"mx2.acxiom.com, mx1.acxiom.com",,,
,supportingyou.rbs.co.uk,155.136.202.16,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,supportingyou.rbs.co.uk.glb2p.rbs.com,,,,,,,,,
,survey.rbs.com,62.190.9.18,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns2.cscdns.uk, udns1.cscdns.net",,,,"relay2.netnames.net, relay1.netnames.net",,,
,switch.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,switch.rbs.com,51.132.45.138,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"esiconnect.egress.com, puketpuk01.trafficmanager.net",,,,True,azure,,,,
,t.communications.rbs.co.uk,"34.246.120.68, 54.73.136.206","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"t.communications.rbs.co.uk.cname.campaign.adobe.com, smallbusiness-natwest-com-1950151151.eu-west-1.elb.amazonaws.com",,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,,,
,t.smallbusiness.rbs.co.uk,"34.246.120.68, 54.73.136.206","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"t.smallbusiness.rbs.co.uk.cname.campaign.adobe.com, smallbusiness-natwest-com-1950151151.eu-west-1.elb.amazonaws.com",,,,,,,,,
,t10.updates.rbs.co.uk,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"t10.updates.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod10-alb-1836416833.eu-west-1.elb.amazonaws.com",,,,,,,,,
,t11.banklinenotifications.rbs.co.uk,"54.76.137.66, 52.18.112.154","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"t11.banklinenotifications.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod11-alb-1039951713.eu-west-1.elb.amazonaws.com",,,,,,,,,
,t11.updates.rbs.co.uk,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"t11.updates.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod11-alb-1039951713.eu-west-1.elb.amazonaws.com",,,,,,,,,
,t12.banklinenotifications.rbs.co.uk,"54.72.125.233, 54.171.235.92","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"t12.banklinenotifications.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod12-alb-216743780.eu-west-1.elb.amazonaws.com",,,,,,,,,
,t12.updates.rbs.co.uk,"54.171.235.92, 54.72.125.233","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"t12.updates.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod12-alb-216743780.eu-west-1.elb.amazonaws.com",,,,,,,,,
,t5.email-services.rbs.co.uk,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"t5.email-services.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod5-1e59r-383516046.eu-west-1.elb.amazonaws.com",,,,,,,,,
,t5.online.rbs.co.uk,"54.194.202.78, 54.154.84.223","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"t5.online.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod5-gh804-916422196.eu-west-1.elb.amazonaws.com",,,,,,,,,
,t9.banklinenotifications.rbs.co.uk,"34.255.230.201, 52.30.12.119","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"t9.banklinenotifications.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod9-alb-1045439245.eu-west-1.elb.amazonaws.com",,,,,,,,,
,t9.updates.rbs.co.uk,"52.30.12.119, 34.255.230.201","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"t9.updates.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod9-alb-1045439245.eu-west-1.elb.amazonaws.com",,,,,,,,,
,tags.bankline.rbs.com,91.235.133.67,"pdns249.ultradns.com, dns.jomax.net",NOERROR,h-rbs-cpb.online-metrix.net,,,,,,,,,
,tags.openaccount.rbs.co.uk,91.235.133.113,"pdns249.ultradns.com, dns.jomax.net",NOERROR,h-rbs-bank.online-metrix.net,,,,,,,,,
,tags.rbs.co.uk,91.235.133.113,"pdns249.ultradns.com, dns.jomax.net",NOERROR,h-rbs-bank.online-metrix.net,,"pdns249.ultradns.biz, pdns249.ultradns.org, pdns249.ultradns.net, pdns249.ultradns.com",,,,,,,
,tcfst.appbank.rbs.com,155.136.153.188,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,teamtalk.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,terms.rbs.co.uk,66.155.23.163,"ns1.digitsdns.net, dns.digits.co.uk",NOERROR,terms.rbs-co-uk.digitsdns.net,,,,,,,,,
,terms.rbs.com,,,NOERROR,terms.rbs-co-uk.digitsdns.net,,,,,,,,,
,testbed-scrive.rbs.co.uk,79.125.66.216,"ns-954.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,api-testbed.scrive.com,,,,,,vm-dev.scrive.com,,,
,toa.secure1.rbs.co.uk,155.136.23.242,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,secure1.rbs.co.uk,,,,,,,,,
,tracker.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,trade-guarantee-change.rbs.co.uk,142.251.16.121,"ns1.google.com, dns-admin.google.com",NOERROR,ghs.googlehosted.com,2607:f8b0:4004:c17::79,,,,,,,,
,treasury-reserve-eoif.rbs.co.uk,142.250.185.83,"ns1.google.com, dns-admin.google.com",NOERROR,ghs.googlehosted.com,2a00:1450:4001:80e::2013,,,,,,,,
,treats.rbs.co.uk,185.197.62.122,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 a mx ip4:185.197.62.122 -all,,,mail.treats.rbs.co.uk,,,
,truaacc0001.amsecure.rbs.com,146.121.21.30,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,tt.rbs.com,"52.48.71.111, 52.48.215.231, 52.17.38.186, 18.203.55.41, 52.213.247.32, 54.228.15.58, 54.77.106.194, 52.209.226.252","ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,"rbs.tt.omtrdc.net, mboxedge37.tt.omtrdc.net, mboxedge37-alb.tt.omtrdc.net",,,"heritage=external-dns,external-dns/owner=edge37-external-dns,external-dns/resource=ingress/ingress-nginx/alb-default",,,,,,
,tylbynatwest-eoif.rbs.co.uk,142.251.39.115,"ns1.google.com, dns-admin.google.com",NOERROR,ghs.googlehosted.com,2a00:1450:400e:801::2013,,,,,,,,
,uat-api.rbs.co.uk,35.234.144.2,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"bankofapis-test-uat.apigee.net, bankofapis-test-dev.dn.apigee.net, rgeu2rt001-0-routers.dn.apigee.net",,,,True,google,,,,
,uat-feedservice-api.rbs.co.uk,147.114.224.145,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,uat-supportingyou.rbs.co.uk,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,uat-supportingyou.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,uat.consent.rbs.co.uk,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,uat.consent.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,uat.ratemanager.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,uatcollateral.rbs.com,147.114.224.28,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,uatfastpay.rbs.co.uk,147.114.224.203,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,ucj-nft.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,ucj-pse.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,ucj-qa-02.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,update.rbs.co.uk,20.49.211.36,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 include:spf.mailjet.com ip4:155.136.80.0/24 -all,True,azure,"mailhost8.rbs.com, mailhost7.rbs.com",,,
,updates.rbs.co.uk,192.243.228.1,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,updates.rbs.co.uk.cname.campaign.adobe.com,,,"v=spf1 ip4:63.140.43.0/24 -all, google-site-verification=PM4InyNe1eOMc5I1pl_DXrKsbQuDjadGx7_r0Ce67wY",,,inbound.campaign.adobe.com,,,
,videobanking.rbs.co.uk,"13.32.27.22, 13.32.27.119, 13.32.27.125, 13.32.27.2","ns-1416.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,d2gi7h8rglx94l.cloudfront.net,"2600:9000:238d:4400:e:9874:5d40:93a1, 2600:9000:238d:d200:e:9874:5d40:93a1, 2600:9000:238d:5000:e:9874:5d40:93a1, 2600:9000:238d:2000:e:9874:5d40:93a1, 2600:9000:238d:5800:e:9874:5d40:93a1, 2600:9000:238d:5200:e:9874:5d40:93a1, 2600:9000:238d:6400:e:9874:5d40:93a1, 2600:9000:238d:7400:e:9874:5d40:93a1","ns-1416.awsdns-49.org, ns-1748.awsdns-26.co.uk, ns-237.awsdns-29.com, ns-682.awsdns-21.net",,True,cloudfront,,,,
,virtualaccounts.securebusiness.rbs.co.uk,155.136.202.22,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,"auth0.securebusiness.rbs.co.uk, auth0.securebusiness.rbs.co.uk.glb2p.rbs.com",,,,,,,,,
,visavtc.rbs.com,155.136.19.251,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,
,voa.secure1.rbs.co.uk,155.136.23.242,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,secure1.rbs.co.uk,,,,,,,,,
