input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,webserver,tech_,tls_expired,tls_mismatched,cdn_name,cdn,final_url,tls_self_signed,tls_wildcard_certificate
eforms-external-cb.rbs.co.uk,WebSDK eForms runtime,200,5489,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.202.0/23,eforms-external-cb.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-07T00:00:00Z,2023-09-07T23:59:59Z,"CN=eforms-external-cb.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",eforms-external-cb.rbs.co.uk,Natwest Group Plc,www.eforms-external-cb.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,c4efcec10edee3ecb1e067a447134453,75efc45c7ccbd32b68f5b3e218ca4f3286666e1ef3c28675277152435a1cc0a5,ctls,eforms-external-cb.rbs.co.uk,443,https://eforms-external-cb.rbs.co.uk:443,https,text/html,GET,155.136.202.16,/,2058364424,155.136.202.16,1,False,*.teads.tv,,HSTS,,,,,,,
events.rbs.co.uk,STOVA - Client Login,200,3709,AS16509,AS16509,Unknown,99.80.0.0/15,events.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-26T00:00:00Z,2023-08-26T23:59:59Z,"CN=events.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",events.rbs.co.uk,Natwest Group Plc,events.ulsterbank.ie,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,50d73ebb4154bcf2beb79f58a28370dd,9939b1d27f793fc73d5df6d4810dcb50daa9a12bcaa30eb5181f37137048f147,ctls,events.rbs.co.uk,443,https://events.rbs.co.uk:443,https,text/html,GET,99.81.237.1,/,1893498597,63.35.86.95,95,False,https://*.eventscloud.com,Apache,PHP,,,,,https://events.rbs.co.uk/login.php,,
export-collections-eoif.rbs.co.uk,,200,14178,AS15169,GOOGLE,US,142.250.0.0/15,export-collections-eoif.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-03T00:00:00Z,2023-10-03T23:59:59Z,"CN=export-collections-eoif.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",export-collections-eoif.rbs.co.uk,Natwest Group Plc,treasury-reserve-eoif.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,c69df734da6b2317aaa578ad36cc202b,f52ecade927b5dc4ee37f7541cdb13466175942f890ad83d7a02051c74c77864,ctls,export-collections-eoif.rbs.co.uk,80,http://export-collections-eoif.rbs.co.uk:80,http,text/html,GET,142.250.186.83,/,-1690135297,2a00:1450:4001:82b::2013,91,False,cdn.cookielaw.org,Google Frontend,Python,,,,,https://export-collections-eoif.rbs.co.uk/,,
export.securebusiness.rbs.co.uk,Royal Bank of Scotland,200,154,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,export.securebusiness.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2024-04-19T23:59:59Z,"CN=export.securebusiness.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",export.securebusiness.rbs.co.uk,Natwest Group Plc,www.export.securebusiness.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,091e4cb2306892d527369b30fda3014e,5a144b1bccdd1d955667e38f044aadea1724e39fdcd221a1c6d3a0c47a8134e5,ctls,export.securebusiness.rbs.co.uk,443,https://export.securebusiness.rbs.co.uk:443,https,text/html,GET,155.136.22.181,/,1145522579,155.136.22.181,13,False,,,HSTS,,,,,,,
externalaccount.bankline.rbs.co.uk,Bankline | Royal Bank of Scotland,200,600976,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,51.144.0.0/15,www.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",rbs.co.uk,Natwest Group Plc,www.rbsif.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,53e83b966aba8b5b1bd5d3407447942c,ee72b9537ad11eeedf95c83935d0ef05f8adde8a7f126d128c13208951ac1606,ctls,www.rbs.co.uk,443,https://externalaccount.bankline.rbs.co.uk:443,https,text/html,GET,51.145.108.17,/,-1977624246,51.145.108.17,7494,False,,,ZURB Foundation,,,azure,True,https://www.rbs.co.uk/business/ways-to-bank/bankline.html,,
fixed-and-variable-rate-loan-eoif.rbs.co.uk,,200,22185,AS15169,GOOGLE,US,142.250.0.0/15,fixed-and-variable-rate-loan-eoif.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-03T00:00:00Z,2023-10-03T23:59:59Z,"CN=export-collections-eoif.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",export-collections-eoif.rbs.co.uk,Natwest Group Plc,treasury-reserve-eoif.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,c69df734da6b2317aaa578ad36cc202b,f52ecade927b5dc4ee37f7541cdb13466175942f890ad83d7a02051c74c77864,ctls,fixed-and-variable-rate-loan-eoif.rbs.co.uk,443,https://fixed-and-variable-rate-loan-eoif.rbs.co.uk:443,https,text/html,GET,142.250.185.243,/,-1404971380,2a00:1450:4001:808::2013,91,False,*.facebook.net,Google Frontend,Python,,,,,,,
fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,AS15169,GOOGLE,US,172.217.0.0/19,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,ctls,fonts.googleapis.com,443,https://fonts.googleapis.com:443,https,text/html,GET,172.217.23.106,/,-606046040,2a00:1450:4001:80f::200a,1,False,,ESF,HTTP/3,,,,,,,True
gbm.eu.rbs.com,NatWest Group,200,231639,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,51.12.0.0/15,www.natwestgroup.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-06T00:00:00Z,2023-11-06T23:59:59Z,"CN=natwestgroup.com, O=Natwest Group Plc, ST=Midlothian, C=GB",natwestgroup.com,Natwest Group Plc,www.natwestgroupremembers.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,5e46d84397fc6fb61eaad55db9f1fa0c,4fe09dbd8278c7bc1e26cb5402f81f5f8b7c689979a733b2254b271c8f84fbe8,ctls,www.natwestgroup.com,443,https://gbm.eu.rbs.com:443,https,text/html,GET,51.11.27.129,/,703152513,51.11.27.129,7579,False,fast.demdex.net,,ZURB Foundation,,,azure,True,https://www.natwestgroup.com/,,
gbmportal2.rbs.com,,503,62,AS50422,RBS-GBM,GB,147.114.46.0/23,gbmportal2.rbs.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2020-05-04T00:00:00Z,2021-07-14T23:59:59Z,"CN=strategycdn.rbsm.com, OU=DES, O=The Royal Bank of Scotland Group Plc, street=36 St Andrew Square, L=Edinburgh, ST=Midlothian, postalCode=EH2 2YB, C=GB",strategycdn.rbsm.com,The Royal Bank of Scotland Group Plc,strategycdn.rbsm.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2b3a88a9b731092cd667f5232e6d78b3,281741fadbc1111cd702c3d52185a49029b37590d28c13b36db2151bdb5f8adc,ctls,gbmportal2.rbs.com,443,https://gbmportal2.rbs.com:443,https,,GET,147.114.46.3,/,107704025,147.114.46.3,1,False,,,,True,True,,,,,
green-loans-eoif.rbs.co.uk,,200,24338,AS15169,GOOGLE,US,172.217.0.0/19,green-loans-eoif.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-11T00:00:00Z,2023-08-11T23:59:59Z,"CN=green-loans-eoif.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",green-loans-eoif.rbs.co.uk,Natwest Group Plc,www.green-loans-eoif.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,750bbdc21725db2134ed8eb2ae9783f2,b73ad35079e9a8cc40d78ab2c9f47eb6ccb21ab72fa8d626e3e395e9220e8bd6,ctls,green-loans-eoif.rbs.co.uk,80,http://green-loans-eoif.rbs.co.uk:80,http,text/html,GET,172.217.16.147,/,2031459312,2a00:1450:4001:812::2013,91,False,*.gstatic.com,Google Frontend,Python,,,,,https://green-loans-eoif.rbs.co.uk/,,
help.bankline.rbs.com,Bankline Support | Royal Bank of Scotland,200,222207,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,www.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",rbs.co.uk,Natwest Group Plc,www.rbsif.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,53e83b966aba8b5b1bd5d3407447942c,ee72b9537ad11eeedf95c83935d0ef05f8adde8a7f126d128c13208951ac1606,ctls,www.rbs.co.uk,80,http://help.bankline.rbs.com:80,http,text/html,GET,20.49.211.36,/,-498142259,20.49.211.36,3977,False,,,ZURB Foundation,,,azure,True,https://www.rbs.co.uk/business/ways-to-bank/bankline/original-bankline-faq.html,,
heritagearchives.rbs.com,404 Not Found,404,581,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,heritagearchives.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-04T00:00:00Z,2023-12-05T23:59:59Z,"CN=www.business.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",www.business.natwest.com,Natwest Group Plc,www.tools-rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2d36ede3c59c7bb6eb5463bd8c1b8d4d,f0d6aec5fcae8bbb3db09d45c266facceb4745507b3246cb9c3cdd97f5a76f22,ctls,heritagearchives.rbs.com,443,https://heritagearchives.rbs.com:443,https,text/html,GET,20.49.208.53,/,1129692473,20.49.208.53,14,False,,Microsoft-Azure-Application-Gateway/v2,,,True,azure,True,,,
hooyu-id.rbs.co.uk,,200,679,AS16509,AS16509,Unknown,99.80.0.0/15,hooyu-id.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-05T00:00:00Z,2023-09-03T23:59:59Z,"CN=hooyu-id.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",hooyu-id.rbs.co.uk,Natwest Group Plc,www.hooyu-id.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,409e7c4cda7f8c2c579beb88e1712cc6,2b0212c8d83280932eb23f02aa25231de90416d1cb91c25561458450db51b086,ctls,hooyu-id.rbs.co.uk,443,https://hooyu-id.rbs.co.uk:443,https,text/html,GET,99.80.4.164,/,1348573889,34.249.125.75,19,False,,HooYu Server,Java,,,,,,,
https://www.google.com/recaptcha/,reCAPTCHA,200,80710,AS15169,GOOGLE,US,172.217.0.0/19,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,ctls,www.google.com,443,https://www.google.com:443/recaptcha/,https,text/html,GET,172.217.18.4,/recaptcha/,708578229,2a00:1450:4001:828::2004,2009,False,https:,sffe,YouTube,,,,,https://www.google.com/recaptcha/about/,,
https://www.gstatic.com/recaptcha/,Error 404 (Not Found)!!1,404,1571,AS15169,GOOGLE,US,142.250.0.0/15,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,ctls,www.gstatic.com,443,https://www.gstatic.com:443/recaptcha/,https,text/html,GET,142.250.186.35,/recaptcha/,302920777,2a00:1450:4001:82a::2003,12,False,,sffe,HTTP/3,,,,,,,True
iampnfz2-gw01-nft.rbs.com,Forbidden,403,1359,AS21301,RBS-FM-AS,GB,155.136.200.0/23,iampnfz2-gw01-nft.rbs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=iampnfz2-gw01-nft.rbs.com, O=Natwest Group Plc, ST=Midlothian, C=GB",iampnfz2-gw01-nft.rbs.com,Natwest Group Plc,www.iampnfz2-gw01-nft.rbs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,09394de33a12128744e4d068e0d8909f,6859728ec7e8c0fd98fa0d7d086356ae726b6b6acc516194a8e2cbba34644431,ctls,iampnfz2-gw01-nft.rbs.com,443,https://iampnfz2-gw01-nft.rbs.com:443,https,text/html,GET,155.136.201.250,/,-1253009535,155.136.201.250,43,False,,,HSTS,,,,,,,
image.emails.rbs.co.uk,Access Denied,403,279,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,,,,,,,,,,,,,,,,,,,80,http://image.emails.rbs.co.uk:80,http,text/html,GET,23.2.13.211,/,888346746,23.2.13.227,10,False,,AkamaiGHost,,,,,,,,
image.mail.insights.rbs.co.uk,Access Denied,403,290,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,,,,,,,,,,,,,,,,,,,80,http://image.mail.insights.rbs.co.uk:80,http,text/html,GET,2.23.209.183,/,154773340,2a02:26f0:480:22::1726:62cf,10,False,,AkamaiGHost,,,,,,,,
ims.rbs.com,404 Not Found,404,179,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,ims.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-04T00:00:00Z,2023-12-05T23:59:59Z,"CN=www.business.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",www.business.natwest.com,Natwest Group Plc,www.tools-rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2d36ede3c59c7bb6eb5463bd8c1b8d4d,f0d6aec5fcae8bbb3db09d45c266facceb4745507b3246cb9c3cdd97f5a76f22,ctls,ims.rbs.com,443,https://ims.rbs.com:443,https,text/html,GET,20.49.208.53,/,-1646985303,20.49.208.53,8,False,,Microsoft-Azure-Application-Gateway/v2,,,True,azure,True,,,
india.jobs.rbs.com,Home | NatWest Group Careers,200,70869,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,jobs.natwestgroup.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=jobs.natwestgroup.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",jobs.natwestgroup.com,"Cloudflare, Inc.",jobs.natwestgroup.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4ba5b2b8cef9414363bcf1f5e6680869,2a78947b99b211a4c35f837e32a8bb404bb4c189aa7943e3fcb1deb52a9018f4,ctls,jobs.natwestgroup.com,80,http://india.jobs.rbs.com:80,http,text/html,GET,104.17.156.42,/,1914170370,104.18.144.76,420,False,,cloudflare,Typekit,,,cloudflare,True,https://jobs.natwestgroup.com,,
insights.rbs.co.uk,Welcome to Allegiance,200,149,AS1828,UNITAS,US,185.92.120.0/22,insights.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-28T00:00:00Z,2023-12-17T23:59:59Z,"CN=insights.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",insights.rbs.co.uk,Natwest Group Plc,www.insights.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,780cbbdc2bec8439bc623788162e0971,879396f7f93e37fd05a518088ae1ae93fa708437d25dd354e37690d04f43ed87,ctls,insights.rbs.co.uk,443,https://insights.rbs.co.uk:443,https,text/html,GET,185.92.121.138,/,-1683769512,185.92.121.138,7,False,url=cgi-bin/qsurveyadmin.cgi,,HSTS,,,,,,,
invest.rbs.co.uk,Login - Royal Bank Invest,200,7717,AS39750,RBS-SERVICES-LTD Lerchenstrasse 22,CH,193.8.50.0/23,invest.rbs.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-12-11T23:59:59Z,"CN=invest.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",invest.rbs.co.uk,Natwest Group Plc,www.invest.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b5ab8fb640dd1662739c1af8b3c456a6,f40e38016ba8268712391dc73cb39b9b7a95e0c705684328572d930e6f45ab29,ctls,invest.rbs.co.uk,443,https://invest.rbs.co.uk:443,https,text/html,GET,193.8.50.53,/,1351533339,193.8.50.53,178,False,,Apache,HSTS,,,,,https://invest.rbs.co.uk/Login,,
ios-03.mobileapp.rbs.co.uk,,500,182,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,ios-03.mobileapp.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-10-28T23:59:59Z,"CN=ios-01.mobileapp.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",ios-01.mobileapp.natwest.com,Natwest Group Plc,www.ios-01.mobileapp.natwest.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b713942180d726f9112b668406550f74,3160ff1f5a45870d83ce109f35af9699922ff387445760377b02de0d324f4ba8,ctls,ios-03.mobileapp.rbs.co.uk,443,https://ios-03.mobileapp.rbs.co.uk:443,https,application/json,GET,155.136.23.135,/,285724041,155.136.23.135,11,False,,,IBM DataPower,,True,,,,,
ios-05.mobileapp.rbs.co.uk,,500,182,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,ios-05.mobileapp.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-10-28T23:59:59Z,"CN=ios-01.mobileapp.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",ios-01.mobileapp.natwest.com,Natwest Group Plc,www.ios-01.mobileapp.natwest.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b713942180d726f9112b668406550f74,3160ff1f5a45870d83ce109f35af9699922ff387445760377b02de0d324f4ba8,ctls,ios-05.mobileapp.rbs.co.uk,443,https://ios-05.mobileapp.rbs.co.uk:443,https,application/json,GET,155.136.23.135,/,285724041,155.136.23.135,11,False,,,IBM DataPower,,True,,,,,
ios-mobileapppilot.mobileapp.rbs.co.uk,,500,182,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,ios-mobileapppilot.mobileapp.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2017-08-25T00:00:00Z,2018-10-15T23:59:59Z,"CN=san-mobileapppilot.mobileapp.rbs.co.uk, OU=Business Standard, O=The Royal Bank of Scotland Group Plc, L=EDINBURGH, ST=EDINBURGH, C=GB",san-mobileapppilot.mobileapp.rbs.co.uk,The Royal Bank of Scotland Group Plc,san-mobileapppilot.mobileapp.rbs.co.uk,"CN=Symantec Class 3 Secure Server CA - G4, OU=Symantec Trust Network, O=Symantec Corporation, C=US",Symantec Class 3 Secure Server CA - G4,Symantec Corporation,1f645c891d1cdb98a9faec629e05367e,2df9116c2aad2b0cc1daddb7c65c7dda86cd7c03a239780b79a16c3d151075c4,ctls,ios-mobileapppilot.mobileapp.rbs.co.uk,443,https://ios-mobileapppilot.mobileapp.rbs.co.uk:443,https,application/json,GET,155.136.23.135,/,285724041,155.136.23.135,11,False,,,IBM DataPower,True,,,,,,
jointsavings.digidocs.rbs.co.uk,404 - File or directory not found.,404,1379,AS19551,AS19551,Unknown,45.60.172.0/23,jointsavings.digidocs.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-15T00:00:00Z,2024-01-15T23:59:59Z,"CN=jointsavings.digidocs.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",jointsavings.digidocs.rbs.co.uk,Natwest Group Plc,www.jointsavings.digidocs.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2fd7815d9fcebd3119ee88a1e8a82ac5,b995a1b55231e81879f738f75154327c8862fac3cafa2adca95ce679ece6f02c,ctls,jointsavings.digidocs.rbs.co.uk,80,http://jointsavings.digidocs.rbs.co.uk:80,http,text/html,GET,45.60.123.18,/,384313356,45.60.123.18,30,False,vizlabs.net,,Imperva,,,incapsula,True,https://jointsavings.digidocs.rbs.co.uk/,,
logon.digitalbanking.rbs.co.uk,,403,243,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,logon.digitalbanking.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-29T23:59:59Z,"CN=logon.nwolb.com, O=Natwest Group Plc, ST=Midlothian, C=GB",logon.nwolb.com,Natwest Group Plc,logon.ulsterbankanytimebanking.ie,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,192ddedb7e2d6c3bcdea2b4ad253ec11,98e7c0632b4265a9b74ae2e935139ddfb98e9037a88f1d2c6896c44b885da4ce,ctls,logon.digitalbanking.rbs.co.uk,443,https://logon.digitalbanking.rbs.co.uk:443,https,application/xml,GET,108.138.17.101,/,-107779392,2600:9000:2491:7a00:8:4d07:a640:93a1,2,False,,AmazonS3,Amazon Web Services,,,cloudfront,True,,,
m.communications.rbs.co.uk,404,404,217,AS16509,AS16509,Unknown,54.64.0.0/12,m.communications.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-02-01T23:59:59Z,"CN=communications.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",communications.rbs.co.uk,Natwest Group Plc,t.communications.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d6166a5c6850195f021738016c8e7c35,0dcaba8eef48644262aaed4273d08dd5a52a1f8dbb65f435afb669d3b88e25d3,ctls,m.communications.rbs.co.uk,443,https://m.communications.rbs.co.uk:443,https,text/html,GET,54.73.136.206,/,-771924771,34.246.120.68,12,False,,Apache,Apache,,,,,,,
m.notifications.rbs.co.uk,404,404,217,AS16509,AS16509,Unknown,34.240.0.0/12,,,,,,,,,,,,,,,,,,,80,http://m.notifications.rbs.co.uk:80,http,text/html,GET,34.246.120.68,/,-771924771,54.73.136.206,12,False,,Apache,Apache,,,,,,,
m.rbs.com,,400,198,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,m.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T10:26:00Z,2024-04-14T10:26:00Z,"CN=*.azureedge.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azureedge.net,Microsoft Corporation,*.streaming.mediaservices.windows.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,1cf60e102bec7fce7f39e618a6491cd9,f3b7f233a835735a9539a9fe92a3fdfb197264097ea4a61575badffa784239c1,ctls,m.rbs.com,443,https://m.rbs.com:443,https,,GET,13.107.253.45,/,-1693095190,2620:1ec:27::cafe:2093,1,False,,,,,True,,,,,True
m.smallbusiness.rbs.co.uk,404,404,217,AS16509,AS16509,Unknown,54.64.0.0/12,,,,,,,,,,,,,,,,,,,80,http://m.smallbusiness.rbs.co.uk:80,http,text/html,GET,54.73.136.206,/,-771924771,34.246.120.68,12,False,,Apache,Apache,,,,,,,
