input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,csp_domains_,tls_expired,final_url,tls_mismatched,tls_wildcard_certificate,tls_emails_,tls_self_signed
www.arabic.marriott.com,فنادق ومنتجعات | إحجز فندقك مباشرة مع Marriott Bonvoy,200,230925,www.arabic.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.arabic.marriott.com,,80,http://www.arabic.marriott.com:80,http,nginx,text/html,GET,23.192.152.75,/,-18912797,23.192.152.75,React,4557,False,,Marriott International Inc.,,,https://www.arabic.marriott.com/default.mi,,,,
www.arabic.swi-bpv.marriott.com,Access Denied,401,293,www.arabic.swi-bpv.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-27T17:35:37Z,2023-12-27T17:35:37Z,"CN=www.swi-bpv.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.swi-bpv.marriott.com,qa2-channel-portal.hvmi.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0255249a9dd425563b8ed6a740f782f1,59219a0198e434e345b617295d02ac7adfb34ab41ebdf00f7e990f9645f2c2c8,ctls,www.arabic.swi-bpv.marriott.com,,443,https://www.arabic.swi-bpv.marriott.com:443,https,AkamaiGHost,text/html,GET,104.70.80.13,/,1640083128,104.70.80.13,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.arabic.uat02.marriott.com,Access Denied,401,286,www.arabic.uat02.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,www.arabic.uat02.marriott.com,,443,https://www.arabic.uat02.marriott.com:443,https,AkamaiGHost,text/html,GET,104.70.84.122,/,-1866759518,104.70.84.122,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.arabic.uat03.marriott.com,Access Denied,401,286,www.arabic.uat03.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,www.arabic.uat03.marriott.com,,443,https://www.arabic.uat03.marriott.com:443,https,AkamaiGHost,text/html,GET,104.70.84.122,/,-1793266608,104.70.84.122,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.arabic.uat05.marriott.com,Access Denied,401,286,,,,,,,,,,,,,,,,,,,80,http://www.arabic.uat05.marriott.com:80,http,AkamaiGHost,text/html,GET,104.70.84.122,/,1798559878,104.70.84.122,Basic,10,False,,,,,,,,,
www.arabic.uat06.marriott.com,Access Denied,401,287,www.arabic.uat06.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-18T20:52:37Z,2023-11-08T20:52:37Z,"CN=uat2.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat2.marriott.com,osb-test.uat02.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",47f33be5ae51178da60cc708fe945da5,4bf991dc1bac6b50b23a4d330db9b4979fd1272d01f4b90f8922713e0dade4a5,ctls,www.arabic.uat06.marriott.com,,443,https://www.arabic.uat06.marriott.com:443,https,AkamaiGHost,text/html,GET,104.126.37.176,/,1357885290,2a02:26f0:3500:1b::1724:a38c,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.arabic.uat07.marriott.com,Access Denied,401,287,www.arabic.uat07.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-18T20:52:37Z,2023-11-08T20:52:37Z,"CN=uat2.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat2.marriott.com,osb-test.uat02.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",47f33be5ae51178da60cc708fe945da5,4bf991dc1bac6b50b23a4d330db9b4979fd1272d01f4b90f8922713e0dade4a5,ctls,www.arabic.uat07.marriott.com,,443,https://www.arabic.uat07.marriott.com:443,https,AkamaiGHost,text/html,GET,104.126.37.176,/,-1018546183,2a02:26f0:3500:1b::1724:a38c,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.aries-prodreplica.marriott.co.uk,Access Denied,401,298,www.aries-prodreplica.marriott.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,www.aries-prodreplica.marriott.co.uk,,443,https://www.aries-prodreplica.marriott.co.uk:443,https,AkamaiGHost,text/html,GET,104.102.55.164,/,-97773299,104.102.55.164,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.aries-prodreplica.marriott.com,Access Denied,401,291,www.aries-prodreplica.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,www.aries-prodreplica.marriott.com,,443,https://www.aries-prodreplica.marriott.com:443,https,AkamaiGHost,text/html,GET,104.70.84.122,/,945703014,104.70.84.122,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.autograph-hotels.marriott.com,Autograph Collection Hotels | Premium Marriott Hotels,200,326125,autograph-hotels.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-11-10T23:59:59Z,"CN=autograph-hotels.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",autograph-hotels.marriott.com,autograph-hotels.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6dcd3b0ec5eea4cc4ab3c87f7f2e0431,4eb1fa336e68c8ed382976c48e237f035ab647e0476470d7985db308f66a833d,ctls,autograph-hotels.marriott.com,google,443,https://www.autograph-hotels.marriott.com:443,https,cloudflare,text/html,GET,35.227.51.119,/,-620772440,35.227.51.119,Yoast SEO:13.2,4054,False,True,"Cloudflare, Inc.",,,https://autograph-hotels.marriott.com/,,,,
www.blogs.marriott.com,About Marriott International | Corporate Information,200,141820,www.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.marriott.com,,80,http://www.blogs.marriott.com:80,http,Apache,text/html,GET,141.193.213.11,/,-1099161399,141.193.213.10,Java,3962,False,,Marriott International Inc.,,,https://www.marriott.com/marriott/aboutmarriott.mi,,,,
www.buypoints.espanol.marriott.com,Just a moment...,403,7467,buy.points.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-04-30T23:59:59Z,"CN=points.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",points.com,*.points.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dad9a1de2f7a039581eb62765ff58dee,260a39416a8854dd504152ab2d14693ddf530cbcdf04b6b6cea1c901ad9e911b,ctls,buy.points.com,cloudflare,443,https://www.buypoints.espanol.marriott.com:443,https,cloudflare,text/html,GET,104.18.29.31,/,540803267,2606:4700::6812:1c1f,Cloudflare Bot Management,87,False,True,"Cloudflare, Inc.",,,https://buy.points.com/marketing/marriott/landing_page/index.html,,True,,
www.careers.marriott.co.uk,Marriott International Careers | Find Job & Career Opportunities,200,133484,careers.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-11-10T23:59:59Z,"CN=careers.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",careers.marriott.com,careers.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b9430512efca2f0a08145e9948b21e8e,1a3a8187742a684aca085613a5108462d8090c16b93a6a8882d06e6af75e0a4d,ctls,careers.marriott.com,google,443,https://www.careers.marriott.co.uk:443,https,cloudflare,text/html,GET,35.227.51.119,/,1494302000,35.227.51.119,Yoast SEO:20.4,904,False,True,"Cloudflare, Inc.",,,https://careers.marriott.com/en-GB/,,,,
www.careers.marriott.com,Marriott International Careers | Find Job & Career Opportunities,200,132653,careers.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-11-10T23:59:59Z,"CN=careers.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",careers.marriott.com,careers.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b9430512efca2f0a08145e9948b21e8e,1a3a8187742a684aca085613a5108462d8090c16b93a6a8882d06e6af75e0a4d,ctls,careers.marriott.com,,443,https://www.careers.marriott.com:443,https,cloudflare,text/html,GET,141.193.213.11,/,-1840324437,141.193.213.10,Yoast SEO:20.4,875,False,,"Cloudflare, Inc.",,,https://careers.marriott.com/,,,,
www.chefblog.marriott.com,In the Kitchen,200,45014,www.chefblog.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T00:00:00Z,2024-03-18T23:59:59Z,"CN=www.chefblog.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.chefblog.marriott.com,www.chefblog.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6ea3f90d55c47ae9dcb5895e651a1a27,30336ae689575fb0b5545986bbcf6301a6315440a3d3aceac539ce4f50f3ddba,ctls,www.chefblog.marriott.com,cloudflare,80,http://www.chefblog.marriott.com:80,http,cloudflare,text/html,GET,104.17.224.25,/,-154426479,104.17.225.25,Varnish,871,False,True,"Cloudflare, Inc.",,,https://www.chefblog.marriott.com/,,,,
www.companyaccounts.marriott.com,Company Account Program Terms & Conditions,200,38404,,,,,,,,,,,,,,,,,,,443,https://www.companyaccounts.marriott.com:443,https,Apache,text/html,GET,100.20.100.139,/,-760285586,34.223.171.80,Apache,218,False,,,lacek.hs.llnwd.net,,http://www.companyaccounts.marriott.com/index.html,,,,
www.courtyard.marriott.com,Courtyard Experience - Courtyard by Marriott,200,1258079,courtyard.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-11-10T23:59:59Z,"CN=courtyard.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",courtyard.marriott.com,courtyard.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d309565c5c4354fe61eb49449ff3bdee,a0ae28f8166eb452491250bb92dbaf0e44e248230c2a1fcb5fe076ac13591cc7,ctls,courtyard.marriott.com,,443,https://www.courtyard.marriott.com:443,https,cloudflare,text/html,GET,141.193.213.10,/,1170069672,141.193.213.11,Yoast SEO:19.10,1000,False,,"Cloudflare, Inc.",,,https://courtyard.marriott.com,,,,
www.empleo.marriott.com,Oportunidades de empleo en Marriott International | Buscar oportunidades de empleo,200,134387,careers.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-11-10T23:59:59Z,"CN=careers.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",careers.marriott.com,careers.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b9430512efca2f0a08145e9948b21e8e,1a3a8187742a684aca085613a5108462d8090c16b93a6a8882d06e6af75e0a4d,ctls,careers.marriott.com,google,80,http://www.empleo.marriott.com:80,http,cloudflare,text/html,GET,35.227.51.119,/,566218143,35.227.51.119,Yoast SEO:20.4,901,False,True,"Cloudflare, Inc.",,,https://careers.marriott.com/es-XM/,,,,
www.engage.miram-uat01.marriott.com,,503,3265,www.engage.miram-uat01.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-19T06:25:40Z,2025-02-18T06:25:41Z,CN=*.ose-perf39-vxbyb.cloud.marriott.com,*.ose-perf39-vxbyb.cloud.marriott.com,ose-perf39-vxbyb.cloud.marriott.com,CN=openshift-signer@1553519605,openshift-signer@1553519605,,68b174253d2f312fc4ce9c42b7f3d93b,1ae5ab8e1265453f953815b8376638bf2885720ec083fc8ae93fd31f50646fdd,ctls,www.engage.miram-uat01.marriott.com,,443,https://www.engage.miram-uat01.marriott.com:443,https,,text/html,GET,12.226.233.27,/,-113224736,12.226.233.27,,135,False,,,,,,True,True,,True
www.engage.ram-preprod.marriott.com,,503,3265,www.engage.ram-preprod.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,www.engage.ram-preprod.marriott.com,,443,https://www.engage.ram-preprod.marriott.com:443,https,,text/html,GET,104.70.84.122,/,-113224736,104.70.84.122,HSTS,135,False,,Marriott International Inc.,,,,,,,
www.engage.uat03.marriott.com,,503,3265,www.engage.uat03.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,www.engage.uat03.marriott.com,,80,http://www.engage.uat03.marriott.com:80,http,,text/html,GET,104.70.84.122,/,-113224736,104.70.84.122,HSTS,135,False,,Marriott International Inc.,,,https://www.engage.uat03.marriott.com/,,,,
www.engagecris.marriott.com,,503,4498,www.engagecris.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.engagecris.marriott.com,,443,https://www.engagecris.marriott.com:443,https,,text/html,GET,23.192.152.75,/,1944559760,23.192.152.75,Akamai,172,False,,Marriott International Inc.,,,,,,,
www.engageproperty.marriott.com,Access Denied,403,284,www.engageproperty.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.engageproperty.marriott.com,,443,https://www.engageproperty.marriott.com:443,https,AkamaiGHost,text/html,GET,23.192.152.75,/,1828560503,23.192.152.75,,10,False,,Marriott International Inc.,,,,,,,
www.espanol.aries-prodreplica.marriott.com,Access Denied,401,303,www.espanol.aries-prodreplica.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,www.espanol.aries-prodreplica.marriott.com,,443,https://www.espanol.aries-prodreplica.marriott.com:443,https,AkamaiGHost,text/html,GET,104.70.84.122,/,1695671054,104.70.84.122,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.espanol.intdev.marriott.com,Access Denied,401,289,,,,,,,,,,,,,,,,,,,80,http://www.espanol.intdev.marriott.com:80,http,AkamaiGHost,text/html,GET,23.36.233.27,/,-521894645,23.36.233.27,Basic,10,False,,,,,,,,,
www.espanol.marriott.com,Hoteles Marriott Bonvoy - Tarifas exclusivas en nuestra web,200,271793,www.espanol.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.espanol.marriott.com,,443,https://www.espanol.marriott.com:443,https,nginx,text/html,GET,23.192.152.75,/,-18912797,23.192.152.75,React,5423,False,,Marriott International Inc.,,,https://www.espanol.marriott.com/default.mi,,,,
www.espanol.mi-ramdev001.marriott.com,Access Denied,401,299,,,,,,,,,,,,,,,,,,,80,http://www.espanol.mi-ramdev001.marriott.com:80,http,AkamaiGHost,text/html,GET,23.36.233.27,/,1609059314,23.36.233.27,Basic,10,False,,,,,,,,,
www.espanol.miram-uat01.marriott.com,Access Denied,401,298,www.espanol.miram-uat01.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-02T20:14:39Z,2023-11-30T20:14:39Z,"CN=www.mi-perftest1.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.mi-perftest1.com,auth-perf1.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",738b5444e59690bea4c10e9ee78528b5,8bd6f487f5eb0aa3186ee21344fffcd71f12029d17a39642cb5b07f3a3ccf226,ctls,www.espanol.miram-uat01.marriott.com,,443,https://www.espanol.miram-uat01.marriott.com:443,https,AkamaiGHost,text/html,GET,23.36.236.241,/,-49430511,23.36.236.241,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.espanol.ram-preprod.marriott.com,Access Denied,401,297,www.espanol.ram-preprod.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,www.espanol.ram-preprod.marriott.com,,443,https://www.espanol.ram-preprod.marriott.com:443,https,AkamaiGHost,text/html,GET,104.70.84.122,/,619903348,104.70.84.122,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.espanol.swi-bpv.marriott.com,Access Denied,401,294,,,,,,,,,,,,,,,,,,,80,http://www.espanol.swi-bpv.marriott.com:80,http,AkamaiGHost,text/html,GET,104.70.80.13,/,-886400607,104.70.80.13,Basic,10,False,,,,,,,,,
www.espanol.uat04.marriott.com,Access Denied,401,287,www.espanol.uat04.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,www.espanol.uat04.marriott.com,,443,https://www.espanol.uat04.marriott.com:443,https,AkamaiGHost,text/html,GET,104.70.84.122,/,319694549,104.70.84.122,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.espanol.uat05.marriott.com,Access Denied,401,287,www.espanol.uat05.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,www.espanol.uat05.marriott.com,,443,https://www.espanol.uat05.marriott.com:443,https,AkamaiGHost,text/html,GET,104.70.84.122,/,1433645281,104.70.84.122,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.espanol.uat07.marriott.com,Access Denied,401,288,www.espanol.uat07.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-18T20:52:37Z,2023-11-08T20:52:37Z,"CN=uat2.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat2.marriott.com,osb-test.uat02.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",47f33be5ae51178da60cc708fe945da5,4bf991dc1bac6b50b23a4d330db9b4979fd1272d01f4b90f8922713e0dade4a5,ctls,www.espanol.uat07.marriott.com,,443,https://www.espanol.uat07.marriott.com:443,https,AkamaiGHost,text/html,GET,104.126.37.176,/,-739144787,2a02:26f0:3500:1b::1724:a38c,HSTS,10,False,,Marriott International Inc.,,,,,,,
www.giftpoints.marriott.com,Just a moment...,403,7361,storefront.points.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-04-30T23:59:59Z,"CN=points.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",points.com,*.points.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dad9a1de2f7a039581eb62765ff58dee,260a39416a8854dd504152ab2d14693ddf530cbcdf04b6b6cea1c901ad9e911b,ctls,storefront.points.com,cloudflare,80,http://www.giftpoints.marriott.com:80,http,cloudflare,text/html,GET,104.18.28.31,/,-1220006355,2606:4700::6812:1c1f,Cloudflare Bot Management,87,False,True,"Cloudflare, Inc.",,,https://storefront.points.com/marriott/en-US/gift,,True,,
