input,title,status_code,content_length,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tls_wildcard_certificate,tls_self_signed,tls_mismatched,csp_domains_,final_url,location
qa-copp.capitalone.com,Capital One Partner Portal,200,2679,,443,https://qa-copp.capitalone.com:443,https,,text/html,GET,52.86.151.244,/,2122688666,52.202.217.168,Amazon Web Services,1,False,,qa-copp.capitalone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,2024-04-30T23:59:59Z,"CN=qa-copp.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",qa-copp.capitalone.com,Capital One Financial Corporation,pds-copp-qa.aws-card-dqa.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1be1139bfaf393fcf13a1e4a4ba2b592,701196d439170bd8498bf3378fe403c61c30b9502fa6919525642ed89bba1331,ctls,qa-copp.capitalone.com,,,,,,
qa-mobile-corporatecard.capitalone.com,,404,89,,443,https://qa-mobile-corporatecard.capitalone.com:443,https,,application/json,GET,104.102.43.242,/,-1722455694,2a02:26f0:480:9a1::30a3,HSTS,1,False,,qa-mobile-corporatecard.capitalone.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-07-05T23:59:59Z,"CN=mycard-mobile-qa.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",mycard-mobile-qa.capitalone.com,Capital One Financial Corporation,mycard-mobile-staging.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,856ef0a86221f52738d444aa18f3e183,15574c07a8cbb95346a44e1715a82eb5c3c2d889e5a655264a703886c1465fb9,ctls,qa-mobile-corporatecard.capitalone.com,,,,,,
qamain-cdn.capitalone.com,Access Denied,403,277,,443,https://qamain-cdn.capitalone.com:443,https,AkamaiGHost,text/html,GET,23.50.57.49,/,-1431428287,23.50.57.43,,10,False,,qamain-cdn.capitalone.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=qamain-cdn.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",qamain-cdn.capitalone.com,Capital One Financial Corporation,qamain-cdn-failover.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,296f18ee4786c30f5396655c4195d2ea,8234645f78b6dca27a5365cc682ef099d2db91f5d220cc528a56a85edeb83747,ctls,qamain-cdn.capitalone.com,,,,,,
quickcheck-data.capitalone.co.uk,,404,721,cloudfront,443,https://quickcheck-data.capitalone.co.uk:443,https,,text/html,GET,108.138.7.118,/,-1895070927,108.138.7.68,Amazon Web Services,2,False,True,quickcheck-data.capitalone.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-15T00:00:00Z,2023-07-18T23:59:59Z,"CN=quickcheck.capitalone.co.uk, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",quickcheck.capitalone.co.uk,Capital One Financial Corporation,littlewoods-quickcheck.capitalone.co.uk,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,6b1df31eaa7bc8cfd251f12a84e13307,4e7e44bd5f211e7d26fd388c54232b8d4ad413448e2ad4e2596c227d3f9df3c2,ctls,quickcheck-data.capitalone.co.uk,,,,,,
quickcheck.capitalone.co.uk,,200,4400,cloudfront,443,https://quickcheck.capitalone.co.uk:443,https,-,text/html,GET,18.66.15.91,/,1671082452,18.66.15.121,HSTS,1,False,True,quickcheck.capitalone.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,2024-04-23T23:59:59Z,"CN=www.quickcheck.capitalone.co.uk, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.quickcheck.capitalone.co.uk,Capital One Financial Corporation,asos-quickcheck.capitalone.co.uk,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,a0ee90c9fd587ce2d475390d04c6a64e,972c97b9e59bfd24327a81ac9e7e87fe1478e0d534f4cef5d323030b18f8ba3e,ctls,quickcheck.capitalone.co.uk,,,,https://www.oceanfinance.co.uk,,
r2.capitaloneshopping.com,Not Found,404,27242,cloudflare,443,https://r2.capitaloneshopping.com:443,https,cloudflare,text/html,GET,104.18.28.173,/,-513000580,2606:4700::6812:1dad,HSTS,608,False,True,r2.capitaloneshopping.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-06T00:00:00Z,2023-12-06T23:59:59Z,"CN=r2.capitaloneshopping.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",r2.capitaloneshopping.com,"Cloudflare, Inc.",r2.capitaloneshopping.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",61d45a91c54975a4a5b83ee955087433,57981deccfb1895de5c27559a94e3c46ba99c177b194fd61aa4a42f8e1ac919d,ctls,r2.capitaloneshopping.com,,,,,,
ratingsreviews.capitalone.com,,404,115,cloudfront,443,https://ratingsreviews.capitalone.com:443,https,,application/json,GET,13.32.99.102,/,-1703122057,13.32.99.66,Amazon Web Services,2,False,True,ratingsreviews.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=ratingsreviews.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",ratingsreviews.capitalone.com,Capital One Financial Corporation,ratingsreview-api-precache.d16207fc61.capitalonegslbex.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,d9000aed0c6a5b42fbb3d4a09421a2f7,e5be20a28661e82118d42d758e720912455f72eff23d5b512b55777d2a526bd7,ctls,ratingsreviews.capitalone.com,,,,,,
rei.capitalone.com,REI Co-op Capital One Credit Card Login,200,46717,cloudfront,443,https://rei.capitalone.com:443,https,AmazonS3,text/html,GET,143.204.215.48,/,440288242,143.204.215.69,React,1,False,True,rei.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=partnerships-primer-pages.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",partnerships-primer-pages.capitalone.com,Capital One Financial Corporation,kohlsrewardsvisa.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,cc2b8b8848ef38ccf07da6431e2c496e,e534f1be226929cee37d3a16351ba69d72228415fce99cf337f24b31b5e0bfef,ctls,rei.capitalone.com,,,,,,
retailservices.capitalone.com,Sign in to access your account(s),200,31600,cloudfront,443,https://retailservices.capitalone.com:443,https,AmazonS3,text/html,GET,18.66.122.62,/,-1064933005,18.66.122.74,HSTS,78,False,True,verified.capitalone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=verified.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",verified.capitalone.com,Capital One Financial Corporation,verified.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,9aef86383395289d2c4a723e070310b9,9b15c9e41c605783aac0e381dd7b2f1c3a330c53b1a569f0dd5ea5f90e80de46,ctls,verified.capitalone.com,,,,,https://verified.capitalone.com/auth/signin,
retailservicescard.capitalone.com,Sign in to access your account(s),200,31600,cloudfront,443,https://retailservicescard.capitalone.com:443,https,AmazonS3,text/html,GET,18.66.122.74,/,-376467812,18.66.122.108,HSTS,78,False,True,verified.capitalone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=verified.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",verified.capitalone.com,Capital One Financial Corporation,verified.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,9aef86383395289d2c4a723e070310b9,9b15c9e41c605783aac0e381dd7b2f1c3a330c53b1a569f0dd5ea5f90e80de46,ctls,verified.capitalone.com,,,,,https://verified.capitalone.com/auth/signin,
retailwifi.capitalone.com,Cafe Wifi Landing Page,200,31412,cloudfront,443,https://retailwifi.capitalone.com:443,https,AmazonS3,text/html,GET,13.32.121.108,/,1518874861,2600:9000:2240:4000:1a:e763:2780:93a1,Amazon Web Services,1,False,True,retailwifi.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-22T23:59:59Z,"CN=retailwifi.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",retailwifi.capitalone.com,Capital One Financial Corporation,retailwifi.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,0cc40f55c7ce96d56fe82dcebaa0362c,3dab8c55c25d91bea053934f2ab04b84cd73a9090c2a510644dfe41d9e2c29da,ctls,retailwifi.capitalone.com,,,,,,
saks.capitalone.com,SaksFirst Capital One Credit Card Login,200,35237,cloudfront,443,https://saks.capitalone.com:443,https,AmazonS3,text/html,GET,143.204.215.48,/,-264469357,143.204.215.82,React,1,False,True,saks.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=partnerships-primer-pages.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",partnerships-primer-pages.capitalone.com,Capital One Financial Corporation,kohlsrewardsvisa.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,cc2b8b8848ef38ccf07da6431e2c496e,e534f1be226929cee37d3a16351ba69d72228415fce99cf337f24b31b5e0bfef,ctls,saks.capitalone.com,,,,,,
sakscanada.capitalone.com,Account Notification,200,53363,cloudfront,443,https://sakscanada.capitalone.com:443,https,,text/html,GET,18.66.122.108,/,-2096243291,18.66.122.62,HSTS,1479,False,True,support.capitalone.ca,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=creditblog.capitalone.ca, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",creditblog.capitalone.ca,Capital One Financial Corporation,assistance.capitalone.ca,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,0de5d2bc44fe68be333cd051e3d69cae,dd90c033a6656f1b70d85d3f5c9a181f2d191a67581f0abed114d8243cfefc42,ctls,support.capitalone.ca,,,,,https://support.capitalone.ca/saks/saks-account-notification,
sakscard.capitalone.com,SaksFirst Capital One Credit Card Login,200,35237,cloudfront,443,https://sakscard.capitalone.com:443,https,AmazonS3,text/html,GET,18.66.122.32,/,1267526964,18.66.122.62,React,1,False,True,saks.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=partnerships-primer-pages.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",partnerships-primer-pages.capitalone.com,Capital One Financial Corporation,kohlsrewardsvisa.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,cc2b8b8848ef38ccf07da6431e2c496e,e534f1be226929cee37d3a16351ba69d72228415fce99cf337f24b31b5e0bfef,ctls,saks.capitalone.com,,,,,https://saks.capitalone.com,
saksmastercard.capitalone.com,SaksFirst Capital One Credit Card Login,200,35237,cloudfront,443,https://saksmastercard.capitalone.com:443,https,AmazonS3,text/html,GET,18.154.63.97,/,1267526964,18.154.63.15,React,1,False,True,saks.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=partnerships-primer-pages.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",partnerships-primer-pages.capitalone.com,Capital One Financial Corporation,kohlsrewardsvisa.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,cc2b8b8848ef38ccf07da6431e2c496e,e534f1be226929cee37d3a16351ba69d72228415fce99cf337f24b31b5e0bfef,ctls,saks.capitalone.com,,,,,https://saks.capitalone.com/,
sandbox.capitalone.co.uk,,404,9,,443,https://sandbox.capitalone.co.uk:443,https,,text/plain,GET,52.31.118.232,/,-738705486,34.240.48.218,Amazon Web Services,1,False,,sandbox.capitalone.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T00:00:00Z,2024-03-26T23:59:59Z,"CN=api-ext-uk.capitalone.co.uk, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",api-ext-uk.capitalone.co.uk,Capital One Financial Corporation,messaging-service.capitalone.co.uk,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,bf0fa582a7cc8201a5e95885641d3dd0,5217773b41eadf63df42af94b4f9c9577291abfe1ea0be1963dd73ae3500cf49,ctls,sandbox.capitalone.co.uk,,,,,,
sbb-stripe-qa.capitalone.com,,403,109,cloudfront,443,https://sbb-stripe-qa.capitalone.com:443,https,,application/json,GET,18.66.122.62,/,546201854,2600:9000:2250:3a00:15:4e0:a080:93a1,Amazon Web Services,2,False,True,sbb-stripe-qa.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-05-13T23:59:59Z,"CN=sbb-stripe-ol-dev.aws-cardsbb-qa.capitalonegslbex.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",sbb-stripe-ol-dev.aws-cardsbb-qa.capitalonegslbex.com,Capital One Financial Corporation,sbb-stripe-ol-qa.clouddqtext.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,63d40b720f3e541e135ff22290cbfacb,04ef49137d4a57e01d3e61f238777c6dd9cc2f8c44358f4015e629e28c6c1897,ctls,sbb-stripe-qa.capitalone.com,,,,,,
sc-agentportal.capitalone.com,BackOfficeUI,200,16176,cloudfront,443,https://sc-agentportal.capitalone.com:443,https,AmazonS3,text/html,GET,13.225.78.26,/,-1590300642,2600:9000:21f3:a800:4:2026:7440:93a1,Amazon Web Services,12,False,True,sc-agentportal.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-11-03T23:59:59Z,"CN=sc-agentportal.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",sc-agentportal.capitalone.com,Capital One Financial Corporation,sc-agentportal.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,fd8287d63f3fa0e93c51a1f6d958b3d9,6ddd5ab6775951f96b0f1607b206234170823483bc4ce0f3f3f1106582d54142,ctls,sc-agentportal.capitalone.com,,,,,,
secure.capitalone360.com,"Capital One Credit Cards, Bank, and Loans - Personal and Business",200,689538,,443,https://secure.capitalone360.com:443,https,,text/html,GET,2.23.209.158,/,-1732322009,2.23.209.174,HSTS,5999,False,,www.capitalone.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-23T23:59:59Z,"CN=www.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.capitalone.com,Capital One Financial Corporation,capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,41b3d3b01c8ba12ad9fc1752c6ae3084,45aa4de0b270f1bebe4a8caac816ad96afa40dd223791b3275f3cd3e3b95096f,ctls,www.capitalone.com,,,,,https://www.capitalone.com,
securedcard.capitalone.com,Secured Card Funding - Capital One,200,2722,cloudfront,443,https://securedcard.capitalone.com:443,https,AmazonS3,text/html,GET,18.66.112.32,/,-1774425019,18.66.112.124,Amazon Web Services,1,False,True,securedcard.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-29T00:00:00Z,2023-06-30T23:59:59Z,"CN=securedcard.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",securedcard.capitalone.com,Capital One Financial Corporation,clyde-shape-external.aws-card.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,6d158a77fef11f07ae30e9c6d04d1763,89a1a661c5993456c211ac129ba7a41b67b2e6543eb06de71679ddef82ad8817,ctls,securedcard.capitalone.com,,,,,,
securedcards.capitalone.com,Secured Card Funding - Capital One,200,2722,cloudfront,443,https://securedcards.capitalone.com:443,https,AmazonS3,text/html,GET,18.66.112.97,/,-1774425019,18.66.112.36,Amazon Web Services,1,False,True,securedcards.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-29T00:00:00Z,2023-06-30T23:59:59Z,"CN=securedcard.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",securedcard.capitalone.com,Capital One Financial Corporation,clyde-shape-external.aws-card.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,6d158a77fef11f07ae30e9c6d04d1763,89a1a661c5993456c211ac129ba7a41b67b2e6543eb06de71679ddef82ad8817,ctls,securedcards.capitalone.com,,,,,,
setup-data.capitalone.co.uk,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://setup-data.capitalone.co.uk:443,https,CloudFront,text/html,GET,18.66.97.114,/,754756909,18.66.97.47,Amazon Web Services,20,False,True,setup-data.capitalone.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-10T00:00:00Z,2024-03-12T23:59:59Z,"CN=setup-data.capitalone.co.uk, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",setup-data.capitalone.co.uk,Capital One Financial Corporation,setup-data.capitalone.co.uk,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,1e285bb83eb4a7c1bdcb23d60da53d9e,18795e70761c1bc09d2d2fb065b6c0488f5228ca455d29d71ee527fd1d852de7,ctls,setup-data.capitalone.co.uk,,,,,,
sfapp-slingshot.capitalone.com,Slingshot App,200,16423,cloudfront,443,https://sfapp-slingshot.capitalone.com:443,https,AmazonS3,text/html,GET,18.66.122.37,/,-463420372,18.66.122.7,ZURB Foundation,181,False,True,sfapp-slingshot.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-06-14T23:59:59Z,"CN=sfapp-slingshot.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",sfapp-slingshot.capitalone.com,Capital One Financial Corporation,sfapp-slingshot.cloud.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,e197a4303fa01ed75939ffe6e8445109,93e7e64b7e3de61a9284d887f7b3683c783bf3727d712539635ddc29490cc0bc,ctls,sfapp-slingshot.capitalone.com,,,,,,
shape.wikibuy.com,502,502,136,google,443,https://shape.wikibuy.com:443,https,,text/html,GET,34.120.185.81,/,-1269275598,34.120.185.81,HTTP/3,1,False,True,shape.wikibuy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-07-29T23:59:59Z,"CN=shape.wikibuy.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",shape.wikibuy.com,Capital One Financial Corporation,shape.wikibuy.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,3a7bbeaec3ecae7354ad52d37f5e7691,90ba5578e303b48bcb620e7579158d09e8cc9673f21ef93133e31c4c59e078e7,ctls,shape.wikibuy.com,,,,,,
sift.capitaloneshopping.com,,404,19,cloudflare,443,https://sift.capitaloneshopping.com:443,https,cloudflare,text/plain,GET,104.18.29.173,/,-138391155,2606:4700::6812:1dad,HSTS,2,False,True,sift.capitaloneshopping.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-09T00:00:00Z,2023-07-09T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",64fc6f0c6a42d25ccde1a08100e67ce4,df9aeb14cb260543e310b0f955769a6d03e26a27626a65b7d4523a51904ebcb5,ctls,sift.capitaloneshopping.com,True,,,,,
