input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,webserver,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_expired
dev.trace.rabobank.com,,200,50746,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,dev.trace.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-15T00:00:00Z,2023-09-15T23:59:59Z,"CN=dev.trace.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",dev.trace.rabobank.com,Cooperatieve Rabobank U.A.,www.dev.trace.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ac7d5f072f9d8b13abad83994a5d5951,911f631410d02a0cd2f85276ca2ea52fd3222dfdcd68a18b5678852c075709a3,ctls,dev.trace.rabobank.com,azure,443,https://dev.trace.rabobank.com:443,https,text/html,GET,20.54.184.94,/,-490122499,https://dev.trace.rabobank.com/company,20.54.184.94,HSTS,25,False,True,,,,,
developer.rabobank.com,,200,18476,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,developer.rabobank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=developer.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=09003091, businessCategory=Private Organization, jurisdictionCountry=NL",developer.rabobank.com,Cooperatieve Rabobank U.A.,developer.rabobank.com,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,5065d3c9455047c956eac737a13ef349,67ab26df06fb707c6ef6567bf4199dfdad349dec5ec40b4be12a1acc2a58ce83,ctls,developer.rabobank.com,,443,https://developer.rabobank.com:443,https,text/html,GET,2.20.143.74,/,1432406846,,2a02:26f0:ab00::5c7a:d71b,Nginx,12,False,,nginx,,,,
digital-document-signing.rabobank.nl,,200,109,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,digital-document-signing.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-10-12T23:59:59Z,"CN=digital-document-signing.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",digital-document-signing.rabobank.nl,Cooperatieve Rabobank U.A.,digital-document-signing.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d3f29850231476dc8c2fd5d802f1bca0,041dab90e77ec9d38581c21c64483cf4cc94a28c3007d481e4542d1415f1b46e,ctls,digital-document-signing.rabobank.nl,,443,https://digital-document-signing.rabobank.nl:443,https,text/html,GET,109.68.88.109,/,-1270699277,,109.68.88.109,HSTS,8,False,,Apache,,,,
digitalonboarding.cloudbrdev.rabobank.com,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,191.232.0.0/13,digitalonboarding.cloudbrdev.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=digitalonboarding.cloudbrdev.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",digitalonboarding.cloudbrdev.rabobank.com,Cooperatieve Rabobank U.A.,digitalonboarding.cloudbrdev.rabobank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,99ad6b78cd663c68b49a88aa1b3f5ffd,c50ae6efb9d37cd899b473292145e601223e43412c3b9eec7f45d6c0458999e2,ctls,digitalonboarding.cloudbrdev.rabobank.com,azure,443,https://digitalonboarding.cloudbrdev.rabobank.com:443,https,application/json,GET,191.235.206.105,/,-326256188,,191.235.206.105,,1,False,True,,,,,
digitalonboarding.cloudbruat.rabobank.com,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,191.232.0.0/13,digitalonboarding.cloudbruat.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-19T23:59:59Z,"CN=digitalonboarding.cloudbruat.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",digitalonboarding.cloudbruat.rabobank.com,Cooperatieve Rabobank U.A.,digitalonboarding.cloudbruat.rabobank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,a2b6347168ab9ccb138bd741ae754b90,755f7e0231b5d75ecc49f2dc17213bfc8beba7d7d155fa4728a2b0fca88e6163,ctls,digitalonboarding.cloudbruat.rabobank.com,azure,443,https://digitalonboarding.cloudbruat.rabobank.com:443,https,application/json,GET,191.233.23.30,/,-326256188,,191.233.23.30,,1,False,True,,,,,
dlm.acc.rabobank.nl,Microsoft Azure App Service - Welcome,200,3261,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,dlm.acc.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-01T00:00:00Z,2023-09-01T23:59:59Z,"CN=dlm.acc.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",dlm.acc.rabobank.nl,Cooperatieve Rabobank U.A.,dlm.acc.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4dec89e3b258daba7da24e4f7f700a72,edb9d46dbe1980504906d660f0d82f2c261afa4868df23c873ddb6bd676174ff,ctls,dlm.acc.rabobank.nl,azure,80,http://dlm.acc.rabobank.nl:80,http,text/html,GET,104.47.144.152,/,-20275242,https://dlm.acc.rabobank.nl/,104.47.144.152,Windows Server,1,False,True,Microsoft-IIS/10.0,,,,
dlm.test.rabobank.nl,Microsoft Azure App Service - Welcome,200,3261,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,dlm.test.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-01T00:00:00Z,2023-09-01T23:59:59Z,"CN=dlm.test.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",dlm.test.rabobank.nl,Cooperatieve Rabobank U.A.,dlm.test.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,806e34a5a83d066909a8cf2f02aad6bc,bad66311dba0a89b0794fd4972ab76312e4960070c6d92d9160143b7c24cd6b3,ctls,dlm.test.rabobank.nl,azure,443,https://dlm.test.rabobank.nl:443,https,text/html,GET,13.81.205.142,/,-20275242,,13.81.205.142,Windows Server,1,False,True,Microsoft-IIS/10.0,,,,
economics.rabobank.com,RaboResearch - Economic Research,200,30502,AS29311,SOLVINITY-,NL,62.112.240.0/24,economics.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-23T00:00:00Z,2023-08-23T23:59:59Z,"CN=economics.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",economics.rabobank.com,Cooperatieve Rabobank U.A.,www.economics.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f96d86db5df29e976b3ca8b05bb1384,75225cf4422b8f43281ba1f81fa48e013db91cfd35daf7b936e590f2d2359fc4,ctls,economics.rabobank.com,,443,https://economics.rabobank.com:443,https,text/html,GET,62.112.237.15,/,1631801191,,62.112.237.15,Microsoft ASP.NET,755,False,,,,,,
eu1.vc.rabobank.com,Pexip Infinity Connect,200,5724,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/21,eu1.vc.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-16T23:59:59Z,"CN=vc.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",vc.rabobank.com,Cooperatieve Rabobank U.A.,eu.vc.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4294ca6ca83c26ce4bd93afed8980931,3215cc337d53b2440c29a226207013a5006a7bf2dd9c523853d34a22b03be421,ctls,eu1.vc.rabobank.com,,443,https://eu1.vc.rabobank.com:443,https,text/html,GET,145.72.124.73,/,-1670567179,https://eu1.vc.rabobank.com/webapp2/,145.72.124.73,HSTS,148,False,,Pexip Infinity,https://example.com,,,
euremote-bxt.rabobank.com,BIG-IP logout page,200,5274,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/21,euremote-bxt.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-01T23:59:59Z,"CN=remote.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",remote.rabobank.com,Cooperatieve Rabobank U.A.,ocremote21.rabobank.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d78665785ea923b3fbe120be80359ab,1f376794f6d5fb6fe619d5a66915e5bc8094ef893af4ac9faac4e844ac3da482,ctls,euremote-bxt.rabobank.com,,443,https://euremote-bxt.rabobank.com:443,https,text/html,GET,145.72.124.9,/,878647854,https://euremote-bxt.rabobank.com/my.logout.php3?errorcode=19,145.72.124.9,F5 BigIP,131,False,,BigIP,,True,,
euremote-dev.rabobank.com,BIG-IP logout page,200,5274,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/21,euremote-dev.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-19T23:59:59Z,"CN=euremote-dev.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euremote-dev.rabobank.com,Cooperatieve Rabobank U.A.,euremote-dev-bst.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d00934ee72bc3c3fb569d19fdb79bca9,0a4c336e325e80f152bc505fd280e4b9fbdfe707471a39d9a4e92ad8f5e34a8a,ctls,euremote-dev.rabobank.com,,443,https://euremote-dev.rabobank.com:443,https,text/html,GET,145.72.124.2,/,878647854,https://euremote-dev.rabobank.com/my.logout.php3?errorcode=19,145.72.124.2,F5 BigIP,131,False,,BigIP,,,,
euremote.rabobank.com,BIG-IP logout page,200,5274,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/22,euremote.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2024-03-01T23:59:59Z,"CN=remote.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",remote.rabobank.com,Cooperatieve Rabobank U.A.,ocremote21.rabobank.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d78665785ea923b3fbe120be80359ab,1f376794f6d5fb6fe619d5a66915e5bc8094ef893af4ac9faac4e844ac3da482,ctls,euremote.rabobank.com,,443,https://euremote.rabobank.com:443,https,text/html,GET,145.72.121.7,/,878647854,https://euremote.rabobank.com/my.logout.php3?errorcode=19,145.72.121.7,F5 BigIP,131,False,,BigIP,,,,
euremote11.rabobank.com,BIG-IP logout page,200,5274,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/21,euremote11.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-01T23:59:59Z,"CN=remote.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",remote.rabobank.com,Cooperatieve Rabobank U.A.,ocremote21.rabobank.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d78665785ea923b3fbe120be80359ab,1f376794f6d5fb6fe619d5a66915e5bc8094ef893af4ac9faac4e844ac3da482,ctls,euremote11.rabobank.com,,443,https://euremote11.rabobank.com:443,https,text/html,GET,145.72.124.9,/,878647854,https://euremote11.rabobank.com/my.logout.php3?errorcode=19,145.72.124.9,F5 BigIP,131,False,,BigIP,,,,
fe.rabobank.com,,400,194,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.95.80.0/21,,,,,,,,,,,,,,,,,,,,80,http://fe.rabobank.com:80,http,,GET,40.90.65.55,/,-197180137,,2620:1ec:27::cafe:1774,,1,False,,,,,,
fs.rabobank.com,Not Found,404,315,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/22,fs.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-02-27T23:59:59Z,"CN=fs.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",fs.rabobank.com,Cooperatieve Rabobank U.A.,enterpriseregistration.rabobank.nl,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,318513d1ea5d8332b7a732597f86f8a1,afc3380d02673efb29614a27d0818576a68f70a2cc5ded9509b7ffd9217ee7fc,ctls,fs.rabobank.com,,443,https://fs.rabobank.com:443,https,text/html,GET,145.72.120.16,/,225052475,,145.72.120.16,Microsoft HTTPAPI:2.0,7,False,,Microsoft-HTTPAPI/2.0,,,,
https://ajax.aspnetcdn.com,Microsoft Ajax Content Delivery Network Assets | Microsoft Learn,200,203177,AS701,UUNET,US,152.196.0.0/14,learn.microsoft.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-16T17:27:51Z,2024-04-10T17:27:51Z,"CN=learn.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",learn.microsoft.com,Microsoft Corporation,learn.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,aa4b430218d2a4efb4e4b997d8f25b12,47a9638aba50a5fded775dc120a0e504043f6a9ac2eafc341bf0672cd0b7ae75,ctls,learn.microsoft.com,,443,https://ajax.aspnetcdn.com:443,https,text/html,GET,152.199.19.160,/,-20275242,https://learn.microsoft.com/en-us/aspnet/ajax/cdn/overview,152.199.19.160,HSTS,2225,False,,,,,,
https://api.keen.io,,401,97,AS16509,AS16509,Unknown,54.149.10.0/24,api.keen.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-06-01T23:59:59Z,CN=keen.io,keen.io,,api.k-n.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,153fd6c7bbc4ef84dc71b8090505776f,1eacaf591ff1190e5d03d0cc6dc06ee9feb70beb1920d4aa8c59e843342bb0a1,ctls,api.keen.io,,443,https://api.keen.io:443,https,application/json,GET,54.148.82.158,/,-1213466859,,52.34.51.217,TornadoServer:4.5.1,1,False,,TornadoServer/4.5.1,,,True,
https://example.com,Example Domain,200,1256,AS15133,EDGECAST,US,93.184.216.0/24,example.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=www.example.org, O=Internet Corporation for Assigned Names and Numbers, L=Los Angeles, ST=California, C=US",www.example.org,Internet Corporation for Assigned Names and Numbers,www.example.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,749bbbeb4a6cb23c205c9850b35bed6a,5ef2f214260ab8f58e55eea42e4ac04b0f171807d8d1185fddd67470e9ab6096,ctls,example.com,,443,https://example.com:443,https,text/html,GET,93.184.216.34,/,-1139337416,,2606:2800:220:1:248:1893:25c8:1946,Docker,47,False,,ECS (dcb/7EA3),,,,
ideal.rabobank.nl,Login,200,9305,AS8677,WORLDLINE,FR,160.92.76.0/23,ideal.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=ideal.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",ideal.rabobank.nl,Cooperatieve Rabobank U.A.,ideal.rabobank.nl,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,af977c6031a4327412c4665b9e48a64d,5743ba3170c29b4c56dd77d003e828b327899ab194776531d0b2d7728da076a3,ctls,ideal.rabobank.nl,,443,https://ideal.rabobank.nl:443,https,text/html,GET,160.92.19.163,/,,,160.92.19.163,Java,138,False,,,,,,
ifdapi.cloudbrsit.rabobank.com,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,191.232.0.0/13,ifdapi.cloudbrsit.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-05-11T23:59:59Z,"CN=ifdapi.cloudbrsit.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",ifdapi.cloudbrsit.rabobank.com,Cooperatieve Rabobank U.A.,ifdapi.cloudbrsit.rabobank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,d61cd5cdfff98bdf90ad5e93ca24c9f1,0a052caf234e3a5beb12f3a54cbae7b84ecf5a0df04a98b24c94cfa4492aeff0,ctls,ifdapi.cloudbrsit.rabobank.com,azure,443,https://ifdapi.cloudbrsit.rabobank.com:443,https,application/json,GET,191.233.245.124,/,-326256188,,191.233.245.124,,1,False,True,,,,,
it.rabobank.nl,,400,194,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,it.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T10:26:00Z,2024-04-14T10:26:00Z,"CN=*.azureedge.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azureedge.net,Microsoft Corporation,*.streaming.mediaservices.windows.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,1cf60e102bec7fce7f39e618a6491cd9,f3b7f233a835735a9539a9fe92a3fdfb197264097ea4a61575badffa784239c1,ctls,it.rabobank.nl,,443,https://it.rabobank.nl:443,https,,GET,104.212.67.154,/,-1229721754,,2620:1ec:27::cafe:1501,,1,False,,,,True,True,
log-verificatie.rabobank.nl,,404,13,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,log-verificatie.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-22T23:59:59Z,"CN=verificatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",verificatie.rabobank.nl,Cooperatieve Rabobank U.A.,log-verificatie.rabobank.nl,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,775af13c82f25fb824f6c45c17ab7ce8,ec61781b8e0118c68d71f9332de8a554d5ba83a7931aee755fdb54da99a09a73,ctls,log-verificatie.rabobank.nl,,443,https://log-verificatie.rabobank.nl:443,https,text/html,GET,2.16.187.104,/,285775083,,2a02:26f0:ab00::5c7a:d722,HSTS,1,False,,,,,,
machtigen.rabobank.nl,Login,200,9282,AS8677,WORLDLINE,FR,160.92.76.0/23,machtigen.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=machtigen.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",machtigen.rabobank.nl,Cooperatieve Rabobank U.A.,machtigen.rabobank.nl,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,7b2aaf21183bafb61724b810ffb61578,af45e11d06a864cb32a76e2fd1d9c80cbba3f0f95c18da960543779fcc721833,ctls,machtigen.rabobank.nl,,443,https://machtigen.rabobank.nl:443,https,text/html,GET,160.92.19.163,/,,,160.92.19.163,Java,138,False,,,,,,
machtigentest.rabobank.nl,Login,200,8489,AS8677,WORLDLINE,FR,160.92.76.0/23,machtigentest.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=machtigentest.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",machtigentest.rabobank.nl,Cooperatieve Rabobank U.A.,machtigentest.rabobank.nl,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,ba7162911d817ad3c8293954c3eea581,a91794238261c5861cb25c7b4d03fbd52b6a6e116b4de0c84e2165addf70c792,ctls,machtigentest.rabobank.nl,,443,https://machtigentest.rabobank.nl:443,https,text/html,GET,160.92.19.163,/,,,160.92.19.163,Java,132,False,,,,,,
mail.client.rabobank.com,"You received emails from this domain, didn't you?",200,15468,AS50018,FLOWMAILER,NL,185.136.64.0/23,mail.client.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T07:19:21Z,2023-06-13T07:19:20Z,CN=mail.client.rabobank.com,mail.client.rabobank.com,,mail.client.rabobank.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,56153f6af0f23efe096754c3f8e161c1,ac536d06ad4c327264dea96b45ac667dbe7248a7d2cc3ba6888da225148335be,ctls,mail.client.rabobank.com,,443,https://mail.client.rabobank.com:443,https,text/html,GET,185.136.65.6,/,-1812417198,,185.136.64.6,Webflow,344,False,,nginx,,,,
mail2.rabobank.nl,Page 403,403,5819,AS20857,"TRANSIP-AS Amsterdam, the Netherlands",NL,185.211.248.0/23,mail2.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-13T00:00:00Z,2023-05-16T23:59:59Z,"CN=mail2.rabobank.nl, OU=MAR-ssl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",mail2.rabobank.nl,Cooperatieve Rabobank U.A.,mail2.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,615d89d829fbb88bc9cecba12eb66204,ab754e0c95b21688fe15aae2505e7dbd86e29b1690e9fc78985a4f58ddaa1480,ctls,mail2.rabobank.nl,,443,https://mail2.rabobank.nl:443,https,text/html,GET,185.211.249.113,/,368337699,,185.211.249.113,,82,False,,,,,,
mailing.rabobank.com,Not Found,404,315,AS15879,KPN-INTERNEDSERVICES KPN Internedservices,NL,213.197.192.0/18,,,,,,,,,,,,,,,,,,,,80,http://mailing.rabobank.com:80,http,text/html,GET,213.197.239.100,/,225052475,,213.197.239.100,Microsoft HTTPAPI:2.0,7,False,,Microsoft-HTTPAPI/2.0,,,,
media.rabobank.com,Rabobank Brand Portal,200,70557,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,media.rabobank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=www.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=09003091, businessCategory=Private Organization, jurisdictionCountry=NL",www.rabobank.com,Cooperatieve Rabobank U.A.,rabobank.com,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,80fdfc7758737414af1abe56b6c0d401,40e60705db67a4b802b697b44ce948c4fa80f10bd92dfe9e5820f7af5b546e28,ctls,media.rabobank.com,,443,https://media.rabobank.com:443,https,text/html,GET,2.16.187.41,/,-1840324437,https://media.rabobank.com/login/,2a02:26f0:ab00::5c7a:d768,Nginx,661,False,,nginx,https://sentry10.bynder.cloud/api/1817/security/?sentry_key=54eb95cff224477bbb80958bc3e5f251,,,
