new,host,a,cname,soa,status_code,cdn,cdn-name,txt,ns,has_internal_ips,internal_ips,mx,caa,aaaa
[x],jenkins.ue1.mobile.tstaging.tools,"44.213.218.143, 52.7.177.93, 3.208.36.143",,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],keepalive.gotinder.com,,dzf1174d4gjln.cloudfront.net,"ns-1088.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],keepalive.ue1.d3.tstaging.com,,,,NOERROR,,,"heritage=external-dns,external-dns/owner=d3-ue1,external-dns/resource=ingress/keepalivewebsocket/alb-ingress",,,,,,
[x],kibana.ue1.s10.tstaging.tools,,"noncust-tools.ue1.s10.tstaging.tools, noncust-tools-s10-ue1-1955187222.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lcauldronloader.ue1.stg1.tstaging.tools,,"cauldronloader-alb.ue1.stg1.tstaging.tools, cauldronloader-alb-1005281161.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ldata-infra-c.ue1az.tinderops.net,,"data-infra-c-alb.ue1az.tinderops.net, data-infra-c-alb-1328378271.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ldata-infra.ue1.d1.tstaging.tools,,"noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ldata-ml.ue1.tinderops.net,,"noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lhiggsloader.ue1.staging-trust.tstaging.tools,,"noncust-tools.ue1.staging-trust.tstaging.tools, noncust-tools-staging-trust-ue1-1827401201.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],linktest.ue1.d1.tstaging.com,,,"ns-694.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],lite.tinder.com,,,"ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],liteqa.tinderwebstaging.com,,,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],lml-infra.ue1.d4.tstaging.tools,,,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lml-infra.ue1.staging-data.tstaging.tools,,"noncust-tools.ue1.staging-data.tstaging.tools, noncust-tools-staging-data-ue1-1742077721.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lmlrecsprodapps-prod.ue1az.tinderops.net,,"mlrecsprodapps-prod-alb.ue1az.tinderops.net, mlrecsprodapps-prod-alb-1714254692.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lmlrevenue.ue1az.tinderops.net,,"noncust-tools.ue1az.tinderops.net, noncust-tools-prd-ue1az-1004193043.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lmlrevenueapplication.ue1az.tinderops.net,,"mlrevenueapplication-alb.ue1az.tinderops.net, mlrevenueapplication-alb-145483647.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lmlrevenueplatform.ue1az.tinderops.net,,"mlrevenueplatform-alb.ue1az.tinderops.net, mlrevenueplatform-alb-1836954523.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],logstash-jenkins.security.k8s.tinderops.net,,ab5432ce9b5a941e7831869c044b5fc5-1347777317.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],logstash.security.k8s.tinderops.net,,afcb937aa96bd450e8cf489452159668-1264748068.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],loperations-v2.ue1.tinderops.net,,"noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],loperations.ue1az.tinderops.net,,"noncust-tools.ue1az.tinderops.net, noncust-tools-prd-ue1az-1004193043.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lprod-crossfire-data.ue1az.tinderops.net,,"prod-crossfire-data-alb.ue1az.tinderops.net, prod-crossfire-data-alb-1852348951.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lprod-qt.ue1.d2.tstaging.tools,,"prod-qt-alb.ue1.d2.tstaging.tools, prod-qt-alb-924729664.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lprod-qt.ue1az.tinderops.net,,"prod-qt-alb.ue1az.tinderops.net, prod-qt-alb-498135342.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lrapidfire-hop1.ue1.tinderops.net,,"noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lrapidfire-hop2.ue1.tinderops.net,,"noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lrapidfirehop1b.ue1.d1.tstaging.tools,,"noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lrapidfirehop2.ue1.d1.tstaging.tools,,"rapidfirehop2-alb.ue1.d1.tstaging.tools, rapidfirehop2-alb-292668215.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lrapidfirehop2.ue1az.tinderops.net,,"rapidfirehop2-alb.ue1az.tinderops.net, rapidfirehop2-alb-1412285754.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lrapidfirehop2a.ue1.d1.tstaging.tools,,"noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lrapidfirehop2b.ue1az.tinderops.net,,"rapidfirehop2b-alb.ue1az.tinderops.net, rapidfirehop2b-alb-2048484955.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lrecs-prod.ue1.d1.tstaging.tools,,"noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lrecs-prod.ue1az.tinderops.net,,"recs-prod-alb.ue1az.tinderops.net, recs-prod-alb-968704547.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ltchu-test-emrcluster.ue1.staging-data.tstaging.tools,,"noncust-tools.ue1.staging-data.tstaging.tools, noncust-tools-staging-data-ue1-1742077721.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mac1.ue1.mobile.tstaging.tools,,,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mac3.ue1.mobile.tstaging.tools,,,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mac5.ue1.mobile.tstaging.tools,,,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mac6.ue1.mobile.tstaging.tools,,,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],marauders-map.security.k8s.tinderops.net,,4a110307-maraudersmap-mara-2ab1-2013710927.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],marketing-images.gotinder.com,,,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],marketing.quickfire.gotinder.com,,quickfiremarketingingestion.ue1az.gotinder.com,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],matchmaker.tinder.com,,"tindermatchmaker.customlinks.appsflyer.com, cdproxy-336a18f93cd83100.elb.eu-west-1.amazonaws.com","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],metricpushgateway.ue1.d1.tstaging.tools,,,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],metricpushgateway.ue1.d2.tstaging.tools,,,"ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ml-infra-alb.ue1.d2.tstaging.tools,,ml-infra-alb-584904357.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mlrevenueapplication-alb.ue1az.tinderops.net,,mlrevenueapplication-alb-145483647.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mlrevenueplatform-alb.ue1az.tinderops.net,,mlrevenueplatform-alb-1836954523.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],monitor.prdmon.tinderops.net,,,"ns-1958.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ncauldronloader.ue1.d4.tstaging.tools,,"cauldronloader-alb.ue1.d4.tstaging.tools, cauldronloader-alb-15909115.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ncauldronloader.ue1az.tinderops.net,,"cauldronloader-alb.ue1az.tinderops.net, cauldronloader-alb-1508674993.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ncrossfire-data.ue1.d1.tstaging.tools,,"crossfire-data-alb.ue1.d1.tstaging.tools, crossfire-data-alb-1728091354.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ncrossfire-data.ue1.d2.tstaging.tools,,"crossfire-data-alb.ue1.d2.tstaging.tools, crossfire-data-alb-49472697.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ncrossfire-data.ue1.d4.tstaging.tools,,"noncust-tools.ue1.d4.tstaging.tools, noncust-tools-d4-ue1-2093356731.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ndata-infra-b.ue1.d1.tstaging.tools,,"noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ndata-infra-b.ue1az.tinderops.net,,"data-infra-b-alb.ue1az.tinderops.net, data-infra-b-alb-1706588109.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ndata-infra-c.ue1.d1.tstaging.tools,,"data-infra-c-alb.ue1.d1.tstaging.tools, data-infra-c-alb-30056454.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ndata-infra-c.ue1az.tinderops.net,,"data-infra-c-alb.ue1az.tinderops.net, data-infra-c-alb-1328378271.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ndata-infra.ue1.d1.tstaging.tools,,"noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ndata-infra.ue1.d2.tstaging.tools,,"data-infra-alb.ue1.d2.tstaging.tools, data-infra-alb-1733263537.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ndata-infra.ue1.d4.tstaging.tools,,"data-infra-alb.ue1.d4.tstaging.tools, data-infra-alb-985035706.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ndata-infra.ue1az.tinderops.net,,"data-infra-alb.ue1az.tinderops.net, data-infra-alb-1067248657.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nemrtest.ue1az.tinderops.net,,,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],neteng-jumphost.uw1.neteng.tstaging.tools,,,"ns-1687.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ngdpr.ue1az.tinderops.net,,"gdpr-alb.ue1az.tinderops.net, gdpr-alb-1708331877.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nml-infra.ue1.d2.tstaging.tools,,"ml-infra-alb.ue1.d2.tstaging.tools, ml-infra-alb-584904357.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nmlrevenueplatform.ue1az.tinderops.net,,"mlrevenueplatform-alb.ue1az.tinderops.net, mlrevenueplatform-alb-1836954523.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.ue1.d2.tstaging.tools,,noncust-tools-d2-ue1-1142887262.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.ue1.d4.tstaging.tools,,noncust-tools-d4-ue1-2093356731.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.ue1.databricks.tstaging.tools,,noncust-tools-databricks-ue1-1087566439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.ue1.s10.tstaging.tools,,noncust-tools-s10-ue1-1955187222.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.ue1.s12.tstaging.tools,,noncust-tools-s12-ue1-997130479.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.ue1.s13.tstaging.tools,,noncust-tools-s13-ue1-247403521.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.ue1.staging-membership.tstaging.tools,,noncust-tools-s2-ue1-57316436.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.ue1.staging-recs.tstaging.tools,,noncust-tools-staging-recs-ue1-1298596128.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.ue1.staging-trust.tstaging.tools,,noncust-tools-staging-trust-ue1-1827401201.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.ue1.tinderops.net,,noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.ue1az.tinderops.net,,noncust-tools-prd-ue1az-1004193043.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noncust-tools.uw2.tinderops.net,,noncust-tools-prd-uw2-2071995703.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nprod-crossfire-data.ue1az.tinderops.net,,"prod-crossfire-data-alb.ue1az.tinderops.net, prod-crossfire-data-alb-1852348951.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nprod-qt.ue1.d2.tstaging.tools,,"prod-qt-alb.ue1.d2.tstaging.tools, prod-qt-alb-924729664.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nprod-qt.ue1az.tinderops.net,,"prod-qt-alb.ue1az.tinderops.net, prod-qt-alb-498135342.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nrapidfirehop2a.ue1.d2.tstaging.tools,,"rapidfirehop2a-alb.ue1.d2.tstaging.tools, rapidfirehop2a-alb-1751453314.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nrapidfirehop2a.ue1.d4.tstaging.tools,,"rapidfirehop2a-alb.ue1.d4.tstaging.tools, rapidfirehop2a-alb-544107525.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nrapidfirehop2b.ue1.d4.tstaging.tools,,"noncust-tools.ue1.d4.tstaging.tools, noncust-tools-d4-ue1-2093356731.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nrecs-prod.ue1az.tinderops.net,,"recs-prod-alb.ue1az.tinderops.net, recs-prod-alb-968704547.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o28.email.gotinder.com,,,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o31.email.gotinder.com,,,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o32.email.gotinder.com,,,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o33.email.gotinder.com,,,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],oktawebhook.ue1.d2.tstaging.com,,,"ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],open.tinder.com,,"tinder.customlinks.appsflyer.com, cdproxy-336a18f93cd83100.elb.eu-west-1.amazonaws.com","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],origin.images.gotinder.com,,"tinderphotos.s3.amazonaws.com, s3-1-w.amazonaws.com, s3-w.us-east-1.amazonaws.com","ns-328.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],origin.static.gotinder.com,,,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pagp.gotinder.com,,,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],panorama.uw1.neteng.tstaging.tools,,,"ns-1687.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],party.tinder.com,,"tinderparty.customlinks.appsflyer.com, cdproxy-336a18f93cd83100.elb.eu-west-1.amazonaws.com","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],paste.gotinder.com,,,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],phoenixdashboard.ue1.d2.tstaging.com,,,"ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],policies.tinder.com,"65.9.66.34, 65.9.66.129, 65.9.66.67, 65.9.66.40",,"ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],policies.tinderwebstaging.com,,,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],polls.b.ue1az.gotinder.com,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],polls.c.ue1az.gotinder.com,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],polls.d.ue1az.gotinder.com,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],preview-spain.gotinder.com,,deewiawl8hpay.cloudfront.net,"ns-649.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-40.awsdns-05.com, ns-649.awsdns-17.net, ns-1041.awsdns-02.org, ns-1651.awsdns-14.co.uk",,,,,
[x],preview.gotinder.com,"205.251.192.40, 205.251.196.17","preview-global.gotinder.com, deewiawl8hpay.cloudfront.net","ns-649.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-40.awsdns-05.com, ns-1041.awsdns-02.org, ns-649.awsdns-17.net, ns-1651.awsdns-14.co.uk",,,,,2600:9000:5302:8900::1
[x],previewmapping.ue1.d3.tstaging.com,,d1zh8xi8hd6pns.cloudfront.net,,NOERROR,True,cloudfront,,"ns-1527.awsdns-62.org, ns-1868.awsdns-41.co.uk, ns-464.awsdns-58.com, ns-938.awsdns-53.net",,,,,"2600:9000:223e:8a00:9:a036:1a00:93a1, 2600:9000:223e:a800:9:a036:1a00:93a1, 2600:9000:223e:600:9:a036:1a00:93a1, 2600:9000:223e:1400:9:a036:1a00:93a1, 2600:9000:223e:ce00:9:a036:1a00:93a1, 2600:9000:223e:9c00:9:a036:1a00:93a1, 2600:9000:223e:2e00:9:a036:1a00:93a1, 2600:9000:223e:a600:9:a036:1a00:93a1"
[x],prod-crossfire-data-alb.ue1az.tinderops.net,,prod-crossfire-data-alb-1852348951.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod-influxext.ue1.cloudhub.tstaging.tools,,,"ns-1570.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod-mlflow.databricks.tstaging.tools,,,"ns-2014.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod-mlmetricsgateway.databricks.tstaging.tools,,,"ns-2014.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod-qt-alb.ue1.d1.tstaging.tools,,prod-qt-alb-1796735660.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod-qt-alb.ue1.d2.tstaging.tools,,prod-qt-alb-924729664.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod-qt-alb.ue1.d4.tstaging.tools,,prod-qt-alb-194962319.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod-qt-alb.ue1az.tinderops.net,,prod-qt-alb-498135342.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod-redis.datadev1.tinderops.net,,"prod-redis.kd5o1h.ng.0001.use1.cache.amazonaws.com, prod-redis-001.kd5o1h.0001.use1.cache.amazonaws.com","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod.datadev1.tinderops.net,,,"ns-1235.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prodv2.gotinder.com,,,"ns-2018.awsdns-60.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-46.awsdns-05.com, ns-562.awsdns-06.net, ns-1455.awsdns-53.org, ns-2018.awsdns-60.co.uk",,,,,
[x],prometheus-archive.staging.k8s.tinderops.net,,internal-staging-prometheus-archive-1243495676.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],puppet.staging.k8s.tinderops.net,,internal-puppet-staging-1426406812.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],purchase-portal.gotinder.com,,purchaseportal.ue1az.gotinder.com,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],purchase-portal.ue1.d1.tstaging.tools,,,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d1-ue1-a-v1,external-dns/resource=service/ingress-nginx/purchaseportal-ingress",,,,,,
[x],purchase-portal.ue1.d4.tstaging.tools,,,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d4-ue1,external-dns/resource=service/ingress-nginx/purchaseportal-ingress",,,,,,
[x],purchase-portal.ue1.stg1.tstaging.tools,,,"ns-95.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=stg1-ue1,external-dns/resource=service/ingress-nginx/purchaseportal-ingress",,,,,,
