input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_mismatched,tls_wildcard_certificate,final_url,tls_expired,location
tmx.td.com,,400,11,tmx.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-10T15:52:49Z,2024-05-10T15:52:49Z,"CN=tmx.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",tmx.td.com,The Toronto-Dominion Bank,tmx.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8ce7b3804dbbb32e4ca7bcbab7c5431a,1e69e02012bfcc1f2f30d538e59904b9a782182249891e870e038ee39439a862,ctls,tmx.td.com,,443,https://tmx.td.com:443,https,Apache,text/html,GET,91.235.133.67,/,-1840324437,91.235.133.67,HSTS,1,False,,,,,,,
tool.td.com,502 - Bad Gateway,502,349,tool.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T14:00:45Z,2024-02-10T14:00:45Z,"CN=tool.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",tool.td.com,The Toronto-Dominion Bank,appointments.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",dbc6394bd0916f4978f69d5834d6fc1a,8cabc8b9288730ce123f28addc98d9d93f6e652f0c66dd516fe1fe2405156ef3,ctls,tool.td.com,,443,https://tool.td.com:443,https,ECD (dcc/4342),text/html,GET,152.199.16.235,/,535051149,152.199.16.235,Azure CDN,12,False,,,,,,,
tool1.pat.td.com,,500,29,tool1.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-10T20:05:07Z,2023-06-10T20:05:07Z,"CN=tool1.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",tool1.pat.td.com,The Toronto-Dominion Bank,autoc.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a7c785f1d7e4f92d122aa3cf27ccb24f,872e758527c7818f8a68fc945daf6dd3638f7e625b546515629cd16f944b5cf1,ctls,tool1.pat.td.com,,443,https://tool1.pat.td.com:443,https,BigIP,,GET,2.16.187.48,/,1994615380,2.16.187.48,HSTS,1,False,,,,,,,
tools.td.com,,200,155,tools.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-23T13:45:05Z,2023-09-23T13:45:05Z,"CN=tools.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",tools.td.com,The Toronto-Dominion Bank,outils.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1d82defabcd47d4cc47b2c4788355a41,55abf971ec84e046a55a1b14c7aabb5276483f3873ef345241bbfd9e6026ec19,ctls,tools.td.com,,443,https://tools.td.com:443,https,Varnish,text/html,GET,95.101.111.172,/,-1155440002,95.101.111.187,Varnish,7,False,,,,,,,
transportservice.pat1.td.com,403 - Forbidden,403,345,transportservice.pat1.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-04-27T21:31:50Z,2023-05-26T21:31:50Z,"CN=transportservice.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",transportservice.pat.td.com,The Toronto-Dominion Bank,transportservice12.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",4e0f90d6022d6589e8c367e748d4ae2b,0fa5eec8634fa92928e2080229c1c6275401042db4745e2737f3e43c8c3019f9,ctls,transportservice.pat1.td.com,,443,https://transportservice.pat1.td.com:443,https,ECD (frb/670F),text/html,GET,152.199.17.23,/,1839503686,152.199.17.23,Azure CDN,12,False,,,,,,,
transportservice.td.com,Log in to Web Business Banking | Login,200,22585,businessbanking.tdcommercialbanking.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-26T13:52:39Z,2023-07-26T13:52:39Z,"CN=businessbanking.tdcommercialbanking.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",businessbanking.tdcommercialbanking.com,The Toronto-Dominion Bank,businessbankingbdc.tdcommercialbanking.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2fc0a3d4e40140744fcebe5410d2a092,51f12eb5a84e90474a7b1087244b669123721f2bc0f3734b27f099a3fffa7b26,ctls,businessbanking.tdcommercialbanking.com,,443,https://transportservice.td.com:443,https,,text/html,GET,2.17.100.251,/,-855688948,2.17.100.161,Java Servlet:3.1,538,False,,,,,https://businessbanking.tdcommercialbanking.com/WBB/LoginDisplay,,
transportservicebdc.td.com,Log in to Web Business Banking | Login,200,22585,businessbanking.tdcommercialbanking.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-26T13:52:39Z,2023-07-26T13:52:39Z,"CN=businessbanking.tdcommercialbanking.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",businessbanking.tdcommercialbanking.com,The Toronto-Dominion Bank,businessbankingbdc.tdcommercialbanking.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2fc0a3d4e40140744fcebe5410d2a092,51f12eb5a84e90474a7b1087244b669123721f2bc0f3734b27f099a3fffa7b26,ctls,businessbanking.tdcommercialbanking.com,,443,https://transportservicebdc.td.com:443,https,,text/html,GET,95.101.111.145,/,-855688948,95.101.111.133,Java Servlet:3.1,538,False,,,,,https://businessbanking.tdcommercialbanking.com/WBB/LoginDisplay,,
transportservicesoc.td.com,Log in to Web Business Banking | Login,200,22580,businessbanking.tdcommercialbanking.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-26T13:52:39Z,2023-07-26T13:52:39Z,"CN=businessbanking.tdcommercialbanking.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",businessbanking.tdcommercialbanking.com,The Toronto-Dominion Bank,businessbankingbdc.tdcommercialbanking.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2fc0a3d4e40140744fcebe5410d2a092,51f12eb5a84e90474a7b1087244b669123721f2bc0f3734b27f099a3fffa7b26,ctls,businessbanking.tdcommercialbanking.com,,443,https://transportservicesoc.td.com:443,https,,text/html,GET,2.16.187.88,/,-855688948,2.16.187.19,Java Servlet:3.1,538,False,,,,,https://businessbanking.tdcommercialbanking.com/WBB/LoginDisplay,,
uat.chat.td.com,Live Chat - Server is under Maintenance,200,2895,uat.chat.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-10T19:33:41Z,2023-06-10T19:33:41Z,"CN=uat.chat.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",uat.chat.td.com,The Toronto-Dominion Bank,uat.chat.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",5f8ec93314c05f8a20fe9823d5c68805,14e97ee61e9fe9d08fbcd22b8711ca5ca77f5ebedfb3103059dc1831736ba490,ctls,uat.chat.td.com,azure,443,https://uat.chat.td.com:443,https,BigIP,text/html,GET,52.229.34.168,/,-616641718,52.229.34.168,F5 BigIP,27,False,True,,,,,,
uat.onlinerewardsloyaltyhub.td.com,,503,107,uat.onlinerewardsloyaltyhub.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-20T13:26:43Z,2024-02-19T13:26:41Z,"CN=uat.tsysloyalty.com, O=TSYS, L=Atlanta, ST=Georgia, C=US",uat.tsysloyalty.com,TSYS,www.uat.tsysloyalty.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",03f792418137c7bbeec2ec9cdc70d048,905e66b945ada37a4db36eff8fd4e13efb6b5db4a3a71cb9581c957cccc5e05e,ctls,uat.onlinerewardsloyaltyhub.td.com,,443,https://uat.onlinerewardsloyaltyhub.td.com:443,https,,text/html,GET,67.231.80.58,/,-1060002298,67.231.80.58,HSTS,4,False,,,True,,,,
upload2.pat.td.com,502 - Bad Gateway,502,349,upload2.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T20:33:11Z,2024-05-09T20:33:11Z,"CN=upload.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",upload.pat.td.com,The Toronto-Dominion Bank,tdsecure.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",38a3b3e339344c3da7a58262cffa440f,2e3aaf7e5972a555a2cb11106f6ea9a617ebe3df9d548c10a6c4cddeead5c41a,ctls,upload2.pat.td.com,,443,https://upload2.pat.td.com:443,https,ECD (dcc/4342),text/html,GET,152.199.17.37,/,535051149,152.199.17.37,Azure CDN,12,False,,,,,,,
upload2.td.com,404 - Not Found,404,433,upload2.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-17T00:00:00Z,2024-02-17T23:59:59Z,"CN=gp1.adn.edgecastcdn.net, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",gp1.adn.edgecastcdn.net,Edgecast Inc.,ne1.adn.edgecastcdn.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,253c1a5747a4b32c19d9a0d78b572cf9,165014d08f6fe4984468d3d034e7bdad56ec714fc972545d622393f8194a5c79,ctls,upload2.td.com,,443,https://upload2.td.com:443,https,EOS (teb/AA78),text/html,GET,93.184.219.20,/,-8208978,93.184.219.20,,13,False,,,True,,,,
ur.staging.td.com,Error,401,279,ur.staging.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,CN=*.convertlanguage.com,*.convertlanguage.com,,*.convertlanguage.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",63ae9effa47e29070989065b595072f4,b5af2e5b47ae754d89c2976041cd24fa4543379ffe60719880d70e58e58cd4b7,ctls,ur.staging.td.com,,443,https://ur.staging.td.com:443,https,nginx,,GET,3.145.237.140,/,,3.145.237.140,Nginx,1,False,,,True,True,,,
ur.td.com,About TD – TD Canada Trust,200,79843,www.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T15:30:40Z,2023-09-24T15:30:40Z,"CN=td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",td.com,The Toronto-Dominion Bank,beta.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",80aaff713c339f8db6ab22227a71a5f8,35c5d315238ba83dae748096a7fc439a59f5968e4fb73075bb29fa92053268b0,ctls,www.td.com,,443,https://ur.td.com:443,https,ECD (frb/6737),text/html,GET,152.199.17.48,/,1591202403,152.199.17.48,Java,2132,False,,,,,https://www.td.com/ca/en/about-td,,
uswealthadvisors.td.com,TD Wealth Financial Advisors & Relationship Managers Near You,200,299716,uswealthadvisors.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T13:29:48Z,2024-04-14T13:29:48Z,"CN=locations.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",locations.td.com,The Toronto-Dominion Bank,mlo.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f79c6f2f8aff9597e700d647b29c7ec1,cf6209aa3e0ab4d3aa2325657622d26a8b0766567ebc4a51a1ce8d309be61bfb,ctls,uswealthadvisors.td.com,cloudflare,443,https://uswealthadvisors.td.com:443,https,cloudflare,text/html,GET,104.18.115.52,/,-558300984,2606:4700::6812:7434,HTTP/3,11,False,True,,,,,,
wb.authentication.td.com,503 Service Unavailable,503,428,wb.authentication.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-28T15:07:50Z,2024-01-28T15:07:49Z,"CN=wb.authentication.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",wb.authentication.td.com,The Toronto-Dominion Bank,wb.authentication.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",29bb0e6d09adc8af3e290536f2f83550,2a35041aaccb1552e8db5975ef0c9d5d308c12f4a6c5b1be169c9ce279333265,ctls,wb.authentication.td.com,,443,https://wb.authentication.td.com:443,https,Apache,text/html,GET,95.101.111.143,/,-991427891,95.101.111.177,HSTS,12,False,,,,,,,
wb3.authentication.pat.td.com,TD Canada Trust,500,1302,wb3.authentication.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-03T20:51:16Z,2023-06-09T20:51:16Z,"CN=authentication.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",authentication.pat.td.com,The Toronto-Dominion Bank,postauth.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1ebd18ec3cd50a489be614e787b6edb4,8bb478674dd087ee13e5bc5bd9eb256c0242e0e4126c62ceb06531dab27f707c,ctls,wb3.authentication.pat.td.com,,443,https://wb3.authentication.pat.td.com:443,https,ECD (nya/78BB),text/html,GET,152.199.16.72,/,-974957415,152.199.16.72,Azure CDN,38,False,,,,,,,
webbroker.newissues.td.com,Access Denied,403,2361,webbroker.newissues.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-02T15:59:28Z,2023-09-13T15:59:28Z,"CN=webbroker.newissues.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",webbroker.newissues.td.com,The Toronto-Dominion Bank,admin.testnewissues.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",d1d3070fa130b67d4d97af802d68bd2d,6ca265b2d5a007f5bac195ea183bcdb4c181800f31f8ffd781ec94e2a82456b4,ctls,webbroker.newissues.td.com,,443,https://webbroker.newissues.td.com:443,https,Apache,text/html,GET,147.249.58.224,/,-1963481179,147.249.58.224,HSTS,58,False,,https://*.td.com,,,,,
webbroker.pilot.td.com,TD Login,200,1736,wb.authentication.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-28T15:07:50Z,2024-01-28T15:07:49Z,"CN=wb.authentication.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",wb.authentication.td.com,The Toronto-Dominion Bank,wb.authentication.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",29bb0e6d09adc8af3e290536f2f83550,2a35041aaccb1552e8db5975ef0c9d5d308c12f4a6c5b1be169c9ce279333265,ctls,wb.authentication.td.com,,443,https://webbroker.pilot.td.com:443,https,Apache,text/html,GET,95.101.111.174,/,-780928015,95.101.111.171,Java,19,False,,,,,https://wb.authentication.td.com/uap-ui/?consumer=webbroker&locale=en_CA,,
webbroker.testnewissues.td.com,Access Denied,403,2361,webbroker.testnewissues.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-02T15:59:28Z,2023-09-13T15:59:28Z,"CN=webbroker.newissues.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",webbroker.newissues.td.com,The Toronto-Dominion Bank,admin.testnewissues.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",d1d3070fa130b67d4d97af802d68bd2d,6ca265b2d5a007f5bac195ea183bcdb4c181800f31f8ffd781ec94e2a82456b4,ctls,webbroker.testnewissues.td.com,,443,https://webbroker.testnewissues.td.com:443,https,Apache,text/html,GET,147.249.58.239,/,-1963481179,147.249.58.239,HSTS,58,False,,https://*.td.com,,,,,
webbroker13.pat.td.com,TD Login,200,2394,wb.authentication.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-28T15:15:13Z,2024-01-28T15:15:13Z,"CN=wb.authentication.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",wb.authentication.pat.td.com,The Toronto-Dominion Bank,wb1.authentication.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",863ec2cdd22ad62bd80f2c00b6162b1f,20ec545ecb163e8cec2dd848ecb89410ad9334daa22c2ec9915e98dff7190de9,ctls,wb.authentication.pat.td.com,,443,https://webbroker13.pat.td.com:443,https,Apache,text/html,GET,95.101.111.138,/,-780928015,95.101.111.155,Java,21,False,,,,,https://wb.authentication.pat.td.com/uap-ui/?consumer=webbroker&locale=en_CA,,
webbroker2.pat.td.com,TD Login,200,2394,wb2.authentication.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-28T15:15:13Z,2024-01-28T15:15:13Z,"CN=wb.authentication.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",wb.authentication.pat.td.com,The Toronto-Dominion Bank,wb1.authentication.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",863ec2cdd22ad62bd80f2c00b6162b1f,20ec545ecb163e8cec2dd848ecb89410ad9334daa22c2ec9915e98dff7190de9,ctls,wb2.authentication.pat.td.com,,443,https://webbroker2.pat.td.com:443,https,Apache,text/html,GET,2.16.186.209,/,-780928015,2.16.186.123,Java,21,False,,,,,https://wb2.authentication.pat.td.com/uap-ui/?consumer=webbroker&locale=en_CA,,
wup-test.td.com,,404,22,wup-test.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T06:44:45Z,2024-05-14T06:44:45Z,"CN=wup.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",wup.td.com,The Toronto-Dominion Bank,wup-test.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",4ec85c7d5158eef094a7b3ae8f812fff,5ecb1aebb1498244573a49833d9e03d281932e6238350c6007e31d16b8c0cf96,ctls,wup-test.td.com,azure,443,https://wup-test.td.com:443,https,uvicorn,application/json,GET,52.154.174.214,/,2125685474,52.154.174.214,Uvicorn,1,False,True,,,,,,
wup.td.com,,404,22,wup.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T06:44:45Z,2024-05-14T06:44:45Z,"CN=wup.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",wup.td.com,The Toronto-Dominion Bank,wup-test.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",4ec85c7d5158eef094a7b3ae8f812fff,5ecb1aebb1498244573a49833d9e03d281932e6238350c6007e31d16b8c0cf96,ctls,wup.td.com,azure,443,https://wup.td.com:443,https,uvicorn,application/json,GET,52.154.174.214,/,2125685474,52.154.174.214,Uvicorn,1,False,True,,,,,,
www.amp.pat.td.com,Start SP-initiated SAML,200,604,www.amp.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T16:19:45Z,2024-04-28T16:19:45Z,"CN=www.amp.pat.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",www.amp.pat.td.com,The Toronto-Dominion Bank,www.amp.pat.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",97623de71d4e8b0875d3c4f96b642894,ab0d724bdc1f4c0f57b3992b7b82ccf796a86e638eb37f5500019aad538f30d2,ctls,www.amp.pat.td.com,,443,https://www.amp.pat.td.com:443,https,,text/html,GET,209.234.230.200,/,1631801191,209.234.230.200,,13,False,,,,,,,
www.amp.td.com,Start SP-initiated SAML,200,600,www.amp.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-06T02:08:36Z,2023-05-26T02:08:36Z,"CN=www.amp.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",www.amp.td.com,The Toronto-Dominion Bank,www.amp.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f76de1b370a09b5e6ef96e7ad7ba3e0a,3f249703f62d33c649d02e4715e7e97e5b1199ae62d4c494e65ddbdc484a23c1,ctls,www.amp.td.com,,443,https://www.amp.td.com:443,https,,text/html,GET,209.234.234.16,/,1631801191,209.234.234.16,,13,False,,,,,,,
www.card-selector.td.com,Demo Site,200,4366,www.card-selector.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2020-09-15T16:40:03Z,2021-09-15T16:40:02Z,"CN=card-selector.td.com, serialNumber=1223766, OU=Marketing, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",card-selector.td.com,The Toronto-Dominion Bank,www.card-selector.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2423eb9c8e72ea33b2e7a0caf6909506,dc47168d76f17311e0592f36e9a8de6f688515ba27ff0361670203ba3fb92d3a,ctls,www.card-selector.td.com,,443,https://www.card-selector.td.com:443,https,Apache,text/html,GET,209.15.232.42,/,1301003845,209.15.232.42,Java,123,False,,,,,,True,
www.economics.td.com,Not Found,404,315,www.economics.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T19:36:08Z,2024-03-14T19:36:08Z,"CN=economics.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",economics.td.com,The Toronto-Dominion Bank,www.economics.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",5c416d753d4d01ba1bdc7079634ca9ba,ea5fac94e730ee3cc211a06900ff1194a870e25fe61c7713cce48e643db57cd1,ctls,www.economics.td.com,,443,https://www.economics.td.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,45.62.205.77,/,225052475,45.62.205.77,Microsoft HTTPAPI:2.0,7,False,,,,,,,
