input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_self_signed,tls_mismatched,tls_subject_org_,final_url,csp_domains_
tracker.gymshark.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,,80,http://tracker.gymshark.com:80,http,ghs,text/html,GET,142.250.186.51,/,302920777,2a00:1450:4001:80f::2013,,12,False,,,,,,
traefik-nlb.develop-cluster.develop.gymshark.io,,404,19,traefik-nlb.develop-cluster.develop.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T14:33:36Z,2024-05-10T14:33:36Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,1eb0f895855bc02ef2c0656a37515d9c.17a6fea08b5e56844f772066c8d9026d.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,,525317709b486f667db4e6170149cc2c,bc449859728169cc2041a87b52fb60b8519bd67acea968707eafd30bf050dfa2,,ctls,traefik-nlb.develop-cluster.develop.gymshark.io,,443,https://traefik-nlb.develop-cluster.develop.gymshark.io:443,https,,text/plain,GET,35.174.86.172,/,-138391155,34.238.184.59,,2,False,,True,True,,,
traefik-nlb.staging-cluster.staging.gymshark.io,,404,19,traefik-nlb.staging-cluster.staging.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T13:28:24Z,2024-05-10T13:28:24Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,02735253cd7e30ddd0c9104d1f96fa7e.105ee1d01192380d0445792421d0ba52.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,,8047054033861a3ca42eba24a6122a92,11ddc06fd8da76c58d69b437d68cd5ceddaf14968753568ff12a30933e9c0c47,,ctls,traefik-nlb.staging-cluster.staging.gymshark.io,,443,https://traefik-nlb.staging-cluster.staging.gymshark.io:443,https,,text/plain,GET,54.159.247.48,/,-138391155,67.202.47.151,,2,False,,True,True,,,
traefikauth.service.gymshark.com,,404,12,traefikauth.service.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-01T21:15:45Z,2023-06-30T21:15:44Z,CN=traefikauth.service.gymshark.com,traefikauth.service.gymshark.com,traefikauth.service.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,50d67fb23bbfdbab958c0b959004a6d3,f9affdc3b2853a53bd436b5d575b956894ab02afce648278682e2fdb8115476e,,ctls,traefikauth.service.gymshark.com,,443,https://traefikauth.service.gymshark.com:443,https,,text/plain,GET,18.208.237.247,/,-330977266,52.6.80.188,,1,False,,,,,,
traefikauth.service.staging.gymshark.com,,404,12,traefikauth.service.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T01:01:56Z,2023-08-02T01:01:55Z,CN=traefikauth.service.staging.gymshark.com,traefikauth.service.staging.gymshark.com,traefikauth.service.staging.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dba1780f9d7d4749a9967ea58f75621b,943256372780c881ba6c425e384dd8210360570dbd35c0762e8953e801955d15,,ctls,traefikauth.service.staging.gymshark.com,,443,https://traefikauth.service.staging.gymshark.com:443,https,,text/plain,GET,67.202.47.151,/,-330977266,23.23.98.157,,1,False,,,,,,
traefikauth.service.staging.gymshark.io,,404,12,traefikauth.service.staging.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T05:07:47Z,2023-07-11T05:07:46Z,CN=traefikauth.service.staging.gymshark.io,traefikauth.service.staging.gymshark.io,traefikauth.service.staging.gymshark.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f78a1cad962b7b3a5efaa4b89ca567ab,9b3d2fa164a26e975edf2e66811fe19a332003778d837212b96c57223b9ccdad,,ctls,traefikauth.service.staging.gymshark.io,,443,https://traefikauth.service.staging.gymshark.io:443,https,,text/plain,GET,54.159.247.48,/,-330977266,23.23.98.157,,1,False,,,,,,
train.gymshark.com,404 Not Found,404,162,train.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-04T23:59:59Z,CN=train.gymshark.com,train.gymshark.com,ablink.train.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,448d190d23ddea6aa311f54a18da0708,e27777a10d66bdc43d6e7e987ef15fd15180db10e6a3a45fef67cd3af40d1cc3,,ctls,train.gymshark.com,cloudfront,443,https://train.gymshark.com:443,https,nginx,text/html,GET,13.32.99.35,/,190856733,13.32.99.106,Nginx,8,False,True,,,,,
training.staging.gymshark.com,Gymshark Training | Free Workout App | Gymshark,200,53364,training.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-11T23:59:59Z,CN=staging.gymshark.com,staging.gymshark.com,*.staging.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0fd2de0c81526763b93a5449d7b4cee4,850fd1e9304d2c886a5f0724b5f7d692a40a895e98f8576325cb16f0e127106f,True,ctls,training.staging.gymshark.com,cloudfront,443,https://training.staging.gymshark.com:443,https,AmazonS3,text/html,GET,13.32.27.32,/,-1391177160,13.32.27.127,Google Tag Manager,61,False,True,,,,,
transcode.service.gymshark.com,,401,34,transcode.service.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T09:59:26Z,2023-06-27T09:59:25Z,CN=transcode.service.gymshark.com,transcode.service.gymshark.com,transcode.service.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,216fb646a19eabaabbb3188684a3c69d,813cf11d6c58d4101fc650c2ccac2f880cd9d2ce536a6b9ca5f7a4028db9d3fd,,ctls,transcode.service.gymshark.com,,443,https://transcode.service.gymshark.com:443,https,,application/json,GET,54.198.84.103,/,849111655,52.6.80.188,,2,False,,,,,,
transparency.gymshark.com,| Gymshark,404,106639,www.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T08:40:53Z,2023-07-28T08:40:52Z,CN=www.gymshark.com,www.gymshark.com,www.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0f957f2ff3dd89188170f1e4d8ed94b1,6b10c564f15330d292b4fbadb3fda2a7d0008a68069c0a57eaabd0cad1bc19b4,,ctls,www.gymshark.com,cloudfront,443,https://transparency.gymshark.com:443,https,cloudflare,text/html,GET,143.204.89.82,/,-738705486,143.204.89.77,Shopify,2409,False,True,,,,https://www.gymshark.com/pages/transparency/,
u.gymshark.com,404 Not Found,404,162,u.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,2023-12-02T23:59:59Z,CN=u.gymshark.com,u.gymshark.com,ablink.u.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,40fdaa57648e046d70b602e9c9d1b667,3586c8e225703c9e000ac5e2a9d53e81add62cfd6ea1836e75b6001252eb7b76,,ctls,u.gymshark.com,cloudfront,443,https://u.gymshark.com:443,https,nginx,text/html,GET,18.66.147.43,/,190856733,18.66.147.129,Nginx,8,False,True,,,,,
uk.checkout.gymshark.com,Gymshark Official Store | Gym Clothes & Workout Wear | Gymshark,200,2940659,uk.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T08:40:53Z,2023-07-28T08:40:52Z,CN=uk.gymshark.com,uk.gymshark.com,uk.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0dcc640b690b0e02489dde50c429f246,1586d9f4efa679c7fc82d3b0ec1f636d57300dcd32ff9c7f6eb5e10a14eb11fd,,ctls,uk.gymshark.com,,443,https://uk.checkout.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,12222,False,,,,,https://uk.gymshark.com/,
uk.gymshark.com,Gymshark Official Store | Gym Clothes & Workout Wear | Gymshark,200,2940659,uk.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T08:40:53Z,2023-07-28T08:40:52Z,CN=uk.gymshark.com,uk.gymshark.com,uk.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0dcc640b690b0e02489dde50c429f246,1586d9f4efa679c7fc82d3b0ec1f636d57300dcd32ff9c7f6eb5e10a14eb11fd,,ctls,uk.gymshark.com,,443,https://uk.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,12222,False,,,,,,
uk.staging.gymshark.com,| Gymshark,200,9964,uk.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T09:18:24Z,2023-06-19T09:18:23Z,CN=uk.staging.gymshark.com,uk.staging.gymshark.com,uk.staging.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e1229ed5068413e90da6101130f3efe9,6c05f4483e9376aac5461cd4ca529186f5376cd0413d7d5ff8f4a80f891bddf1,,ctls,uk.staging.gymshark.com,,443,https://uk.staging.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,264,False,,,,,https://uk.staging.gymshark.com/password,
unleash.staging.gymshark.com,,403,9,unleash.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T22:00:09Z,2023-07-25T22:00:08Z,CN=unleash.staging.gymshark.com,unleash.staging.gymshark.com,unleash.staging.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,11b2ab1acceb4821f4d72386f2780d64,dbe25c3ffefb5f487571dfc3c4fd95357bb1be56773d6021674cb114bb059fb0,,ctls,unleash.staging.gymshark.com,,443,https://unleash.staging.gymshark.com:443,https,,text/plain,GET,23.23.98.157,/,-942874359,67.202.47.151,HSTS,1,False,,,,,,
us-sms-opt-in.service.gymshark.com,,404,24,us-sms-opt-in.service.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T08:21:56Z,2023-06-17T08:21:55Z,CN=us-sms-opt-in.service.gymshark.com,us-sms-opt-in.service.gymshark.com,us-sms-opt-in.service.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d6e92862e7396b6687040cd0002a3c82,a1dc8f0fcaa9541fa16aa51a4b5343d807f457b5fe18b1ddc6bd23d5b25c9666,,ctls,us-sms-opt-in.service.gymshark.com,,443,https://us-sms-opt-in.service.gymshark.com:443,https,,application/json,GET,54.198.84.103,/,849111655,52.6.80.188,,2,False,,,,,,
us-sms-opt-in.service.staging.gymshark.com,,404,24,us-sms-opt-in.service.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T02:34:00Z,2023-07-31T02:33:59Z,CN=us-sms-opt-in.service.staging.gymshark.com,us-sms-opt-in.service.staging.gymshark.com,us-sms-opt-in.service.staging.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc7105bae28dc0ceac861caf9234c092,42a7132d54d5af0c8eeb5cb9ef353b6f0e8cf4cc04b94835c4c9b0c411eb6149,,ctls,us-sms-opt-in.service.staging.gymshark.com,,443,https://us-sms-opt-in.service.staging.gymshark.com:443,https,,application/json,GET,54.159.247.48,/,849111655,52.86.35.25,,2,False,,,,,,
us.checkout.gymshark.com,Gymshark Official Store: Men's & Women's Workout Apparel,200,1130084,www.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T08:40:53Z,2023-07-28T08:40:52Z,CN=www.gymshark.com,www.gymshark.com,www.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0f957f2ff3dd89188170f1e4d8ed94b1,6b10c564f15330d292b4fbadb3fda2a7d0008a68069c0a57eaabd0cad1bc19b4,,ctls,www.gymshark.com,,443,https://us.checkout.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,5922,False,,,,,https://www.gymshark.com/,
us.shop.gymshark.com,Gymshark Official Store: Men's & Women's Workout Apparel,200,467164,us.shop.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2024-04-17T23:59:59Z,CN=headless.gymshark.com,headless.gymshark.com,*.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2732849fb5dc7ceafa44ba221e75b64b,c06947fececf9b8076964820dd6d787e9383c6ac42b08c52b497e715fb23c6ad,True,ctls,us.shop.gymshark.com,cloudfront,443,https://us.shop.gymshark.com:443,https,,text/html,GET,13.32.121.66,/,1145924166,13.32.121.98,webpack,2,False,True,,,,,
us.shop.staging.gymshark.com,Gymshark | Login required,200,6942,us.shop.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-31T23:59:59Z,CN=headless.staging.gymshark.com,headless.staging.gymshark.com,*.shop.staging.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9240ea268b44d4cf47df99a2ebea5223,6cfe4aa5d33c28adce0e6ae25a5b91f015559724c02a3cd02b731f68b2729b70,True,ctls,us.shop.staging.gymshark.com,cloudfront,443,https://us.shop.staging.gymshark.com:443,https,,text/html,GET,13.225.78.125,/,2069941090,13.225.78.11,webpack,1,False,True,,,,,
vc.hotjar.io:*,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,283605,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,True,ctls,www.hotjar.com,,443,https://vc.hotjar.io:443,https,,text/html,GET,,/,-1456402987,,webpack,590,False,,,,,https://www.hotjar.com,
vipapp.gymshark.com,Not AUthorised,401,28093,vipapp.gymshark.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T13:00:14Z,2023-07-20T13:00:13Z,CN=vipapp.gymshark.com,vipapp.gymshark.com,vipapp.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,436b12a8af025e7fa1570f64ac276a56,fe4315373fc550ce2b8db2545035b7a237274ea49cbaad73d97b9de5e17ad42f,,ctls,vipapp.gymshark.com,,443,https://vipapp.gymshark.com:443,https,nginx,text/html,GET,178.62.27.199,/,-1840324437,178.62.27.199,PHP,49,False,,,,,,
webhooks.api.develop.gymshark.io,,404,23,webhooks.api.develop.gymshark.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,2024-02-09T23:59:59Z,CN=webhooks.api.develop.gymshark.io,webhooks.api.develop.gymshark.io,*.webhooks.api.develop.gymshark.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5fe77f71045841fff6a3ba4e41e9f6d7,99e4c0f6749f86e853b3c79692a80233add75917976edf3378cd4104b22fb635,True,ctls,webhooks.api.develop.gymshark.io,,443,https://webhooks.api.develop.gymshark.io:443,https,,application/json,GET,54.82.240.61,/,631524574,52.200.139.60,,1,False,,,,,,
webhooks.api.gymshark.io,,404,23,webhooks.api.gymshark.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-17T00:00:00Z,2024-02-15T23:59:59Z,CN=webhooks.api.gymshark.io,webhooks.api.gymshark.io,*.webhooks.api.gymshark.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a8b1f5e6e9d03b1d773a27ce81d8b43,3f2c3ac52851e7523a63d6f5331625355dd3edfdcfe2240497e9a004730c5a1f,True,ctls,webhooks.api.gymshark.io,,443,https://webhooks.api.gymshark.io:443,https,,application/json,GET,52.203.78.64,/,631524574,3.221.169.92,,1,False,,,,,,
webhooks.api.staging.gymshark.io,,404,23,webhooks.api.staging.gymshark.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T00:00:00Z,2024-02-14T23:59:59Z,CN=webhooks.api.staging.gymshark.io,webhooks.api.staging.gymshark.io,*.webhooks.api.staging.gymshark.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6eaacfb365efed0cabfd95f1b503cf19,3454a1cf7cad1d61f45f62564be1f52cf551d60c0e013b6b6ddb2c0f6ddabc44,True,ctls,webhooks.api.staging.gymshark.io,,443,https://webhooks.api.staging.gymshark.io:443,https,,application/json,GET,54.221.90.192,/,631524574,3.92.16.23,,1,False,,,,,,
webhooks.develop.gymshark.io,Gymshark Webhooks,200,2155,webhooks.develop.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,2024-02-09T23:59:59Z,CN=webhooks.develop.gymshark.io,webhooks.develop.gymshark.io,*.webhooks.develop.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b811cc67e04f36629201776c4062b46e,900b64a77d99f08ded70f63501836d5a1278e8b7b0d74ac3c06523249c573c94,True,ctls,webhooks.develop.gymshark.io,cloudfront,443,https://webhooks.develop.gymshark.io:443,https,Gymshark,text/html,GET,13.32.121.91,/,-1595185862,13.32.121.84,HSTS,1,False,True,,,,,https://fonts.gstatic.com
webhooks.gymshark.io,Gymshark Webhooks,200,2155,webhooks.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-22T23:59:59Z,CN=webhooks.gymshark.io,webhooks.gymshark.io,*.webhooks.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7c63879f96fb812d780e0b566f3e1d41,896a61283d6ddcdc61517e3cb75b7be4771102a39a60c0a2f737054db08cc1ee,True,ctls,webhooks.gymshark.io,cloudfront,443,https://webhooks.gymshark.io:443,https,Gymshark,text/html,GET,13.32.121.5,/,-1595185862,13.32.121.39,HSTS,1,False,True,,,,,https://fonts.googleapis.com
webhooks.staging.gymshark.io,Gymshark Webhooks,200,2155,webhooks.staging.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-20T23:59:59Z,CN=webhooks.staging.gymshark.io,webhooks.staging.gymshark.io,*.webhooks.staging.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1fa76843321e2d46ac30a9fdd55f6292,6782ac055a6e2bb194ea0196a22b687ba815767a0679f97b08c946f8fb5528b3,True,ctls,webhooks.staging.gymshark.io,cloudfront,443,https://webhooks.staging.gymshark.io:443,https,Gymshark,text/html,GET,99.86.4.91,/,-1595185862,99.86.4.26,HSTS,1,False,True,,,,,https://webhooks.api.staging.gymshark.io
whoami.develop.gymshark.com,,404,19,whoami.develop.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T10:46:58Z,2023-07-24T10:46:57Z,CN=whoami.develop.gymshark.com,whoami.develop.gymshark.com,whoami.develop.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddce66013031ca2a9ab8d308460cd3c3,b93e8a81b577dd72dd69c6cd11df91706bfe6adb63827c84b85968ef682a6a72,,ctls,whoami.develop.gymshark.com,,443,https://whoami.develop.gymshark.com:443,https,,text/plain,GET,34.197.1.191,/,-138391155,54.145.94.41,,2,False,,,,,,
whoami.staging.gymshark.com,,200,695,whoami.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T08:06:47Z,2023-07-03T08:06:46Z,CN=whoami.staging.gymshark.com,whoami.staging.gymshark.com,whoami.staging.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,76476c9ef56e19c39b62606c68e94f4d,4488626c923b33d1fb0901cc9a79453b9965eb88c95dc3cec2b147458d70aaff,,ctls,whoami.staging.gymshark.com,,443,https://whoami.staging.gymshark.com:443,https,,text/plain,GET,23.23.98.157,/,-387882008,54.159.247.48,HSTS,22,False,,,,,,
whoami2.develop.gymshark.com,,200,648,whoami2.develop.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T11:56:26Z,2023-07-12T11:56:25Z,CN=whoami2.develop.gymshark.com,whoami2.develop.gymshark.com,whoami2.develop.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a38e8205db9c556acd96313c3b00f4f4,83ba2318898bfa9d182de5d71455046f6301985eafa045de917f34dc8b3fb74b,,ctls,whoami2.develop.gymshark.com,,443,https://whoami2.develop.gymshark.com:443,https,,text/plain,GET,34.197.1.191,/,731653959,54.145.94.41,HSTS,22,False,,,,,,
whoamidemo.staging.gymshark.com,,404,19,whoamidemo.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T13:28:24Z,2024-05-10T13:28:24Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,a009cfe81910d370e2dbb3c35c08ea9a.e78db12beac3b9e392c08c311763f291.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,,6be15c30e67b8fe95df11a59e831cc08,603f8b26b44ba7f1252f6b8ef40e6aea2d9d03539f5ab0362d12dee6972e3b4e,,ctls,whoamidemo.staging.gymshark.com,,443,https://whoamidemo.staging.gymshark.com:443,https,,text/plain,GET,67.202.47.151,/,-138391155,52.86.35.25,,2,False,,True,True,,,
www.develop.gymshark.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://www.develop.gymshark.com:80,http,CloudFront,text/html,GET,143.204.215.53,/,523541980,143.204.215.6,Amazon Web Services,20,False,True,,,,,
www.training.gymshark.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://www.training.gymshark.com:80,http,CloudFront,text/html,GET,18.66.147.66,/,-1661609319,18.66.147.67,Amazon Web Services,20,False,True,,,,,
www.uk.gymshark.com,Gymshark Official Store | Gym Clothes & Workout Wear | Gymshark,200,2940213,uk.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T08:40:53Z,2023-07-28T08:40:52Z,CN=uk.gymshark.com,uk.gymshark.com,uk.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0dcc640b690b0e02489dde50c429f246,1586d9f4efa679c7fc82d3b0ec1f636d57300dcd32ff9c7f6eb5e10a14eb11fd,,ctls,uk.gymshark.com,,443,https://www.uk.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,12222,False,,,,,https://uk.gymshark.com/,
