input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url,tls_expired
sip.32red.com,,404,75,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.113.192.0/23,sip.32red.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,ctls,sip.32red.com,,443,https://sip.32red.com:443,https,RTC/7.0,text/plain,GET,52.112.193.13,/,-2074670167,2603:1027:0:48::20,HSTS,4,False,,,Microsoft Corporation,True,True,,
sip.unibet.com,,404,75,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.113.192.0/23,sip.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,ctls,sip.unibet.com,,443,https://sip.unibet.com:443,https,RTC/7.0,text/plain,GET,52.112.192.11,/,,2603:1027:0:2::b,HSTS,4,False,,,Microsoft Corporation,True,True,,
spel.unibet.com,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,se.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,se.unibet.com,,443,https://spel.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,8,False,,https:,,True,True,https://se.unibet.com/spelbloggen,
spill.unibet.com,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,www.unibet.nu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T02:57:04Z,2023-07-16T02:57:03Z,CN=unibet.nu,unibet.nu,unibet.nu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,22c9dd7cdf113915611a1047af4cc267,ce70ce7c8026f4913644d3a76e2d1e89edd1389a8d158aafd7177e6e4f4b1997,ctls,www.unibet.nu,,443,https://spill.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,14,False,,https:,,True,,https://www.unibet.nu/blog,
static-ogone.unibet.fr,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,static-ogone.unibet.fr,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T09:21:43Z,2023-09-11T09:20:43Z,"C=MT, L=Sliema, O=SPS Betting France Limited, CN=*.unibet.fr",*.unibet.fr,unibetimpact.fr,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",a0facc4c37c65480335cdbe8729b5aa3,d569394beb1e9cdefb2308f07287efa16a31516356e8ca9c1b4f0e7129a1eddb,ctls,static-ogone.unibet.fr,,443,https://static-ogone.unibet.fr:443,https,kindred-loadbalancer,text/html,GET,85.184.96.42,/,1131193170,85.184.96.42,HSTS,14,False,,https:,SPS Betting France Limited,True,,,
static-poker-preview.unibet.fr,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,static-poker-preview.unibet.fr,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T09:21:43Z,2023-09-11T09:20:43Z,"C=MT, L=Sliema, O=SPS Betting France Limited, CN=*.unibet.fr",*.unibet.fr,unibetimpact.fr,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",a0facc4c37c65480335cdbe8729b5aa3,d569394beb1e9cdefb2308f07287efa16a31516356e8ca9c1b4f0e7129a1eddb,ctls,static-poker-preview.unibet.fr,,443,https://static-poker-preview.unibet.fr:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,1457316476,85.184.96.0,HSTS,8,False,,https:,SPS Betting France Limited,True,,,
static-poker-uat.unibet.fr,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,static-poker-uat.unibet.fr,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T09:21:43Z,2023-09-11T09:20:43Z,"C=MT, L=Sliema, O=SPS Betting France Limited, CN=*.unibet.fr",*.unibet.fr,unibetimpact.fr,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",a0facc4c37c65480335cdbe8729b5aa3,d569394beb1e9cdefb2308f07287efa16a31516356e8ca9c1b4f0e7129a1eddb,ctls,static-poker-uat.unibet.fr,,443,https://static-poker-uat.unibet.fr:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,1457316476,85.184.96.0,HSTS,8,False,,https:,SPS Betting France Limited,True,,,
static-poker.unibet.fr,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,static-poker.unibet.fr,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T09:21:43Z,2023-09-11T09:20:43Z,"C=MT, L=Sliema, O=SPS Betting France Limited, CN=*.unibet.fr",*.unibet.fr,unibetimpact.fr,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",a0facc4c37c65480335cdbe8729b5aa3,d569394beb1e9cdefb2308f07287efa16a31516356e8ca9c1b4f0e7129a1eddb,ctls,static-poker.unibet.fr,,443,https://static-poker.unibet.fr:443,https,kindred-loadbalancer,text/html,GET,85.184.96.42,/,1457316476,85.184.96.42,HSTS,8,False,,https:,SPS Betting France Limited,True,,,
static.32red.com,Apache HTTP Server Test Page powered by CentOS,403,5283,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,static.32red.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-23T08:04:52Z,2023-08-23T08:03:52Z,"C=MT, L=Sliema, O=Kindred IP Limited, CN=*.32red.com",*.32red.com,www.32red.com,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",f9d579c6bae50eaf91d5c49ab1cdad2a,f503fa36d0dc98376c242e95fb8034cfb4745fa73bb1428348112c39c86234e9,ctls,static.32red.com,cloudflare,443,https://static.32red.com:443,https,cloudflare,text/html,GET,104.17.116.43,/,1563116023,104.16.185.79,HSTS,122,False,True,https:,Kindred IP Limited,True,,,
static.unibet.fr,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,static.unibet.fr,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T09:21:43Z,2023-09-11T09:20:43Z,"C=MT, L=Sliema, O=SPS Betting France Limited, CN=*.unibet.fr",*.unibet.fr,unibetimpact.fr,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",a0facc4c37c65480335cdbe8729b5aa3,d569394beb1e9cdefb2308f07287efa16a31516356e8ca9c1b4f0e7129a1eddb,ctls,static.unibet.fr,,443,https://static.unibet.fr:443,https,kindred-loadbalancer,text/html,GET,85.184.96.42,/,1457316476,85.184.96.42,HSTS,8,False,,http:,SPS Betting France Limited,True,,,
stly.32red.com,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,stly.32red.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-18T01:11:44Z,2023-06-16T01:11:43Z,CN=32red.com,32red.com,32red.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f4df8c528cacee78d44ef605e3ce9437,38a84a3b4704cdaeabbfbfd7e0559c299b4b4158ca0a15e6686bfa5da98c0d49,ctls,stly.32red.com,,443,https://stly.32red.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,14,False,,http:,,True,,,
storspiller.com,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,www.highrolling.nu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T01:11:37Z,2023-08-01T01:11:36Z,CN=highrolling.nu,highrolling.nu,highrolling.nu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9b1f00cd24b6b8dff256a4ea28cf4e46,5c2c5bbc7b485dadd86c9126858db4f1f06dfe60b84a0c81177e7fe8cbfb32a4,ctls,www.highrolling.nu,,443,https://storspiller.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,14,False,,https:,,True,True,https://www.highrolling.nu/,
sts.unibet.fr,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,sts.unibet.fr,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T09:21:43Z,2023-09-11T09:20:43Z,"C=MT, L=Sliema, O=SPS Betting France Limited, CN=*.unibet.fr",*.unibet.fr,unibetimpact.fr,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",a0facc4c37c65480335cdbe8729b5aa3,d569394beb1e9cdefb2308f07287efa16a31516356e8ca9c1b4f0e7129a1eddb,ctls,sts.unibet.fr,,443,https://sts.unibet.fr:443,https,kindred-loadbalancer,text/html,GET,85.184.96.42,/,,85.184.96.42,HSTS,8,False,,https:,SPS Betting France Limited,True,,,
test-restricted.unibet.com,404 Not Found,404,146,AS47171,UNIBET-AS,MT,85.184.96.0/20,test-restricted.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-03-10T01:18:24Z,2023-06-08T01:18:23Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,25a6838f2db42c37cb0fe8e206632e4b,8a40cf5dd2819c3efd037c7d6987c56c8f8bd247147327659ce10e6e0085f4a3,ctls,test-restricted.unibet.com,,443,https://test-restricted.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.97.25,/,,85.184.97.25,HSTS,8,False,,https:,,True,True,,
tf.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,tf.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,tf.unibet.com,,443,https://tf.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,-893420883,85.184.96.0,HSTS,170,False,,http:,,True,True,,
tourdefrance.unibet.com,Site not installed - OVHcloud,404,4956,AS16276,OVH,FR,213.186.32.0/19,tourdefrance.unibet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T08:46:59Z,2023-07-31T08:46:58Z,CN=cluster002.hosting.ovh.net,cluster002.hosting.ovh.net,cluster002.hosting.ovh.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5c225f61bb15eee8b66f4cacf479db96,a57063bbe14f6faf46c08513ea64233d0b24b26fd7f9f495d594f7df6b42df5a,ctls,tourdefrance.unibet.com,,443,https://tourdefrance.unibet.com:443,https,nginx,text/html,GET,213.186.33.2,/,1997142057,213.186.33.2,Nginx,106,False,,,,,True,,
tracking.unibet.com,Invalid URL,400,208,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,,,,,,,,,,,,,,,,,,,80,http://tracking.unibet.com:80,http,AkamaiGHost,text/html,GET,2.17.100.243,/,-1489142603,2a02:26f0:ab00::214:8e5a,,8,False,,,,,,,
transact.nj.unibet.com,,403,16,AS13335,CLOUDFLARENET,US,1.1.1.0/24,transact.nj.unibet.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=nj.unibet.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",nj.unibet.com,*.nj.unibet.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1b311750d08267c2dc2fbf58e9c3a34a,b4d8442e33653e3fc31919d1b1a455a565da672a8d09a90831dbfb1ddb9579c1,ctls,transact.nj.unibet.com,,80,http://transact.nj.unibet.com:80,http,cloudflare,text/plain,GET,1.1.1.1,/,1253481126,1.1.1.1,Cloudflare Bot Management,1,False,,,"Cloudflare, Inc.",True,,https://transact.nj.unibet.com/,
uat.unibet.fr,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,uat.unibet.fr,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T09:21:43Z,2023-09-11T09:20:43Z,"C=MT, L=Sliema, O=SPS Betting France Limited, CN=*.unibet.fr",*.unibet.fr,unibetimpact.fr,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",a0facc4c37c65480335cdbe8729b5aa3,d569394beb1e9cdefb2308f07287efa16a31516356e8ca9c1b4f0e7129a1eddb,ctls,uat.unibet.fr,,443,https://uat.unibet.fr:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,1131193170,85.184.96.0,HSTS,14,False,,https:,SPS Betting France Limited,True,,,
ubpokergate.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,ubpokergate.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,ubpokergate.unibet.com,,443,https://ubpokergate.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,170,False,,https:,,True,True,,
uk-qa1.bingo.com,403 Forbidden,403,146,AS47171,UNIBET-AS,MT,85.184.96.0/20,uk-qa1.bingo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T01:13:44Z,2023-06-18T01:13:43Z,CN=bingo.com,bingo.com,bingo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,befc5d8fa6ff9b82fbec1eba9f790106,df03bd97785a4821db6d542e44671caafb652d530a099cd90cbdd2282da002ec,ctls,uk-qa1.bingo.com,,443,https://uk-qa1.bingo.com:443,https,kindred-loadbalancer,text/html,GET,85.184.97.0,/,-1561873722,85.184.97.0,HSTS,8,False,,https:,,True,,,
uk-si1.bingo.com,403 Forbidden,403,548,AS47171,UNIBET-AS,MT,85.184.96.0/20,uk-si1.bingo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T01:13:44Z,2023-06-18T01:13:43Z,CN=bingo.com,bingo.com,bingo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,befc5d8fa6ff9b82fbec1eba9f790106,df03bd97785a4821db6d542e44671caafb652d530a099cd90cbdd2282da002ec,ctls,uk-si1.bingo.com,,443,https://uk-si1.bingo.com:443,https,kindred-loadbalancer,text/html,GET,85.184.97.4,/,586998417,85.184.97.4,HSTS,14,False,,https:,,True,,,
unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,unibet.com,,443,https://unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,-893420883,85.184.96.0,HSTS,170,False,,https:,,True,,,
unibet.fr,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,unibet.fr,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T09:21:43Z,2023-09-11T09:20:43Z,"C=MT, L=Sliema, O=SPS Betting France Limited, CN=*.unibet.fr",*.unibet.fr,unibetimpact.fr,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",a0facc4c37c65480335cdbe8729b5aa3,d569394beb1e9cdefb2308f07287efa16a31516356e8ca9c1b4f0e7129a1eddb,ctls,unibet.fr,,443,https://unibet.fr:443,https,kindred-loadbalancer,text/html,GET,85.184.96.42,/,1131193170,85.184.96.42,HSTS,14,False,,http:,SPS Betting France Limited,True,,,
unibetblog.kes.kindredext.net,Sports News & Latest Football Updates | Unibet Blog,200,593988,AS16509,AS16509,Unknown,35.160.0.0/13,unibetblog.kes.kindredext.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-23T00:00:00Z,2023-12-22T23:59:59Z,CN=unibetblog.kes.kindredext.net,unibetblog.kes.kindredext.net,*.unibetblog.kes.kindredext.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,da85a6d44b97c0f226c9c4db5fe60a7e,4edea9a0a3eb9bf714fd370a77b5353990eb6e86aeaa8d5dfe2b42c3eca46e0c,ctls,unibetblog.kes.kindredext.net,,443,https://unibetblog.kes.kindredext.net:443,https,Apache/2.4.56 () OpenSSL/1.0.2k-fips,text/html,GET,35.159.6.38,/,-1840324437,18.194.14.133,wpBakery,7794,False,,,,True,,,
us.unibet.com,,404,213,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,us.unibet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T17:26:52Z,2023-08-04T17:26:51Z,CN=us.unibet.com,us.unibet.com,us.unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4489e87239ccfb335d773e3474747b5e,b2652fd77c4c7b83bf18f3c593a034877fa093d2bdaf5fef79039a8b2568a5ac,ctls,us.unibet.com,cloudflare,443,https://us.unibet.com:443,https,cloudflare,application/xml,GET,104.18.22.172,/,1046232792,2606:4700::6812:17ac,Cloudflare,3,False,True,,,,,,
v6-preview.unibet.fr,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,v6-preview.unibet.fr,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T09:21:43Z,2023-09-11T09:20:43Z,"C=MT, L=Sliema, O=SPS Betting France Limited, CN=*.unibet.fr",*.unibet.fr,unibetimpact.fr,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",a0facc4c37c65480335cdbe8729b5aa3,d569394beb1e9cdefb2308f07287efa16a31516356e8ca9c1b4f0e7129a1eddb,ctls,v6-preview.unibet.fr,,443,https://v6-preview.unibet.fr:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,1131193170,85.184.96.0,HSTS,14,False,,http:,SPS Betting France Limited,True,,,
v6-uat.unibet.fr,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,v6-uat.unibet.fr,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T09:21:43Z,2023-09-11T09:20:43Z,"C=MT, L=Sliema, O=SPS Betting France Limited, CN=*.unibet.fr",*.unibet.fr,unibetimpact.fr,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",a0facc4c37c65480335cdbe8729b5aa3,d569394beb1e9cdefb2308f07287efa16a31516356e8ca9c1b4f0e7129a1eddb,ctls,v6-uat.unibet.fr,,443,https://v6-uat.unibet.fr:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,14,False,,https:,SPS Betting France Limited,True,,,
va.unibet.com,Unibet,200,8002,AS30148,SUCURI-SEC,US,192.124.249.0/24,va.unibet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-28T03:12:25Z,2024-02-28T03:11:25Z,"C=MT, L=Sliema, O=Kindred IP Limited, CN=va.unibet.com",va.unibet.com,admin.va.unibet.com,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",2db88a736fd7274f195ae0b0ee4b7440,ae69cea1f9223621b9338e2efbda70010e1693065707110cb5a551a497f8506e,ctls,va.unibet.com,,443,https://va.unibet.com:443,https,Sucuri/Cloudproxy,text/html,GET,192.124.249.155,/,-1679385057,192.124.249.155,Sucuri,105,False,,,Kindred IP Limited,,,,
valkommen.bingo.com,,404,213,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,valkommen.bingo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T22:44:46Z,2023-08-04T22:44:45Z,CN=valkommen.bingo.com,valkommen.bingo.com,valkommen.bingo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4d93fe40d16fb17c1216abfaffacb21b,fc82e3f22726587ee542aaa43fcfe9ff20b27e12ef50171e92f9135ec3a1fc4e,ctls,valkommen.bingo.com,cloudflare,443,https://valkommen.bingo.com:443,https,cloudflare,application/xml,GET,104.18.22.172,/,-1254306812,2606:4700::6812:17ac,Cloudflare,3,False,True,,,,,,
veikkaa.unibet.com,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,fi.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,fi.unibet.com,,443,https://veikkaa.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,8,False,,http:,,True,True,https://fi.unibet.com/uutiset,
vpn1.gbr1.unibet.com,,200,315,AS47171,UNIBET-AS,MT,85.184.96.0/20,vpn1.gbr1.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-24T11:11:29Z,2025-01-23T11:11:29Z,"CN=vpn1.gbr1.kindredgroup.com, unstructuredName=vpn1.gbr1.kindredgroup.com, unstructuredName=vpn1.gbr1.kindredgroup.com",vpn1.gbr1.kindredgroup.com,vpn1.gbr1.kindredgroup.com,"CN=AD-MIOINT-CA, DC=AD, DC=MIOINT, DC=COM, DC=AD, DC=MIOINT, DC=COM",AD-MIOINT-CA,,147c1088f7e08f8a2fcb3ff33ad09910,ed6e9ca859758f9bc0fd882860d04eda25183f68a36c27d28227e9a8cc956d21,ctls,vpn1.gbr1.unibet.com,,443,https://vpn1.gbr1.unibet.com:443,https,,text/html,GET,85.184.102.69,/,-1840324437,85.184.102.69,,9,False,,,,,True,,
