input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,csp_domains_,tls_expired
s2.sra.gcbps.mod.uk,,200,104,s2.sra.gcbps.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-20T09:08:44Z,2023-10-20T09:18:44Z,"CN=s2.sra.gcbps.mod.uk, OU=gcbps, OU=applications, OU=r, O=mil, C=gb",s2.sra.gcbps.mod.uk,mil,s2.sra.gcbps.mod.uk,"CN=CIS3 Issuing CA1, OU=DPKI, OU=R, O=MIL, C=GB",CIS3 Issuing CA1,MIL,bdef0977f42fc149270a899a622f684e,049d91d1cd906f12156ae708f67e3719aead7aae405e4fd43017cf2a36fa296b,,ctls,s2.sra.gcbps.mod.uk,,443,https://s2.sra.gcbps.mod.uk:443,https,,text/html,GET,62.60.126.101,/,-1840324437,62.60.126.101,HSTS,1,False,,,,,
sandbox.asims-preprod.ice.mod.gov.uk,ASIMS,200,232,sandbox.asims-preprod.ice.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-06T23:59:59Z,CN=asims-preprod.ice.mod.gov.uk,asims-preprod.ice.mod.gov.uk,,*.asims-preprod.ice.mod.gov.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aea9dfc433311c22c13171ac6021ef2c,086e63b129bcb369b6ce9909e69f95a9569d6f82bf434a2c1edbcd8410a37446,True,ctls,sandbox.asims-preprod.ice.mod.gov.uk,,443,https://sandbox.asims-preprod.ice.mod.gov.uk:443,https,nginx,text/html,GET,18.168.83.131,/,-1769964345,13.41.85.119,Nginx,10,False,,,,,
secureshare.mod.gov.uk,Page not found - Secure Share,404,5606,secureshare.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-20T23:59:59Z,CN=secureshare.mod.gov.uk,secureshare.mod.gov.uk,,*.secureshare.mod.gov.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bf84e150820c37046f04401041ad0d9f,13b07bbdc8b95efc5440555d15f955b6960454684b183dbc03966e78e77d56b7,True,ctls,secureshare.mod.gov.uk,,443,https://secureshare.mod.gov.uk:443,https,,text/html,GET,35.176.232.180,/,-1447386097,13.42.121.190,HSTS,146,False,,,,https://csp-reports.ecase.co.uk/csp-report,
servicemanual.digital.mod.uk,Design great digital services - Defence Service Manual,200,40111,servicemanual.digital.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-17T08:10:10Z,2023-06-15T08:10:09Z,CN=servicemanual.digital.mod.uk,servicemanual.digital.mod.uk,,servicemanual.digital.mod.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5abda4e05f5b555a630a1aa0a5a9c376,ae41bb4b5ab11e13a881c556b018d2f87c4c578a75114403996b538e74a83628,,ctls,servicemanual.digital.mod.uk,google,443,https://servicemanual.digital.mod.uk:443,https,Netlify,text/html,GET,34.159.75.132,/,-1309376142,2a05:d014:275:cb00::c8,UIKit,4,False,True,,,,
services.defencegateway.mod.uk,Working...,200,4286,sso.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,sso.defencegateway.mod.uk,cloudflare,80,http://services.defencegateway.mod.uk:80,http,cloudflare,text/html,GET,104.18.14.198,/,-501295832,104.18.15.198,HSTS,1,False,True,,https://sso.defencegateway.mod.uk/adfs/ls/?SAMLRequest=jZLRToMwFIZfhfR%2BFIpI1gwS3C5cMpUM9MIbU%2BAwGqFFTnHu7WVDzbxw8bY95%2F%2F6f%2BkCRdt0PB5MrbbwNgAa66NtFPLTRUiGXnEtUCJXogXkpuBpfLfhzHZ412ujC90QK0aE3kitllrh0EKfQv8uC3jcbkJSG9MhpxSnM7RLqEAVsBMG9uJgt7q0h1ea1jLPdQOmthE1PVIYTR7SjFir8VlSiSPgLA71H0mirJA2SIm1XoXkJc%2F9wmHsqgoYqzwWzPMqAJgXvuuCJ3w2jiEOsFZohDIhYQ7zZo4%2Fc93MDbh%2FzT3%2FmVjJV9kbqUqpdpfN5NMQ8tssS2ZTiSfo8VRgHCDR4uiXn8D9mfHLseJbM4n%2BKRV%2FpC7oGXHCd%2Fx%2BRKxXiW5kcbDiptH7ZQ9jQkhcQqNp5ffviD4B&RelayState=cookie%3A1683827795_8027&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=cjDI2zzQzm%2B8GR3rhkUd1vKcRLgsvoJJWiesO%2BN7QJPbcqbMlhzJuW4iRqn00M7PUP1zAfTykF%2BjRQfG5KxpYrrYuOTAeLUTsybUkAkhypDvbB29seUWy46ULez6M7xf8z2rFeMm2RnGs1oavrF3MF1qrD3M4lkepaS1poohZkD%2FeMNx%2FoHynxEtlS1nJq6qVA6v47R9kN7kW%2FwZWN6wkUNk%2FdVVyz9%2F%2FMzwilzVCZnaidmWLx207F0lsWXeYqzLWXHcFHxIza%2FNY24EMKRby4N%2FoyALW10LJNccpZnSWH9e%2Fsa1W%2BObNcWNEIb64Xwf3oMpvGvy%2FpAiIIR%2FxL0nrQ%3D%3D,*.gov.uk,
sip.bader.mod.uk,,404,75,sip.bader.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.bader.mod.uk,,443,https://sip.bader.mod.uk:443,https,RTC/7.0,text/plain,GET,52.112.196.46,/,1180866849,2603:1027:0:48::20,HSTS,4,False,,True,,,
sip.defencegateway.mod.uk,,404,75,sip.defencegateway.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.defencegateway.mod.uk,,443,https://sip.defencegateway.mod.uk:443,https,RTC/7.0,text/plain,GET,52.112.193.13,/,-695456428,2603:1027:0:48::20,HSTS,4,False,,True,,,
snow.dev.scip.ice.mod.gov.uk,502 Bad Gateway,502,122,snow.dev.scip.ice.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=dev.scip.ice.mod.gov.uk,dev.scip.ice.mod.gov.uk,,*.dev.scip.ice.mod.gov.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2edf18f8b5f8a616c940ecd945e80ae9,ed8c0fbf8c43a979e1af947499abc87a3412a5baf12f4194eecc97ac196ca305,True,ctls,snow.dev.scip.ice.mod.gov.uk,,443,https://snow.dev.scip.ice.mod.gov.uk:443,https,awselb/2.0,text/html,GET,18.135.223.197,/,590066698,18.130.56.223,,7,False,,,,,
sso-test.dgw-dev.mod.uk,Not Found,404,315,sso-test.dgw-dev.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=dgw-dev.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",dgw-dev.mod.uk,"Cloudflare, Inc.",*.dgw-dev.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",645ff922618f12fabd23afffb0754f66,d503a963074019eba14907002f706e8c2f1d04e674b87092ef83f87535dc36b1,True,ctls,sso-test.dgw-dev.mod.uk,cloudflare,443,https://sso-test.dgw-dev.mod.uk:443,https,cloudflare,text/html,GET,104.18.18.79,/,225052475,2606:4700::6812:124f,HSTS,7,False,True,,,,
sso.defencegateway.mod.uk,Attention Required! | Cloudflare,403,4520,sso.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,sso.defencegateway.mod.uk,cloudflare,443,https://sso.defencegateway.mod.uk:443,https,cloudflare,text/html,GET,104.18.14.198,/,346405246,104.18.15.198,Cloudflare Bot Management,94,False,True,,,,
staging-cms.army.mod.uk,,403,16,staging-cms.army.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2023-06-19T23:59:59Z,"CN=army.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",army.mod.uk,"Cloudflare, Inc.",army.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dc8376dcd78c9032556e5e14280e38c0,45b298ece76e1bf6a5f4f2164298d7c3d498e20e5b1fefa707a6d8cb1780a3fb,True,ctls,staging-cms.army.mod.uk,cloudflare,443,https://staging-cms.army.mod.uk:443,https,cloudflare,text/plain,GET,104.18.23.40,/,1253481126,2606:4700::6812:1628,Cloudflare Bot Management,1,False,True,,,,
staging-cms.royalnavy.mod.uk,,403,16,staging-cms.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,staging-cms.royalnavy.mod.uk,cloudflare,443,https://staging-cms.royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.16.76,/,1253481126,2606:4700::6812:104c,Cloudflare Bot Management,1,False,True,,,,
staging-recruitment.raf.mod.uk,403 - Forbidden: Access is denied.,403,1233,staging-recruitment.raf.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-04T07:00:37Z,2023-07-03T07:00:36Z,CN=staging-recruitment.raf.mod.uk,staging-recruitment.raf.mod.uk,,staging-recruitment.raf.mod.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0d6f1d07e21664cfc8f029e811637a2b,22fbdb873a839fa049f8b9ecd01851545ac835a04df658bea47e9491b15077d6,,ctls,staging-recruitment.raf.mod.uk,azure,443,https://staging-recruitment.raf.mod.uk:443,https,Microsoft-IIS/10.0,text/html,GET,40.68.24.221,/,-1129303139,40.68.24.221,Windows Server,30,False,True,,,,
storybook.design-system.digital.mod.uk,Webpack App,200,2303,storybook.design-system.digital.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T09:00:18Z,2023-07-06T09:00:17Z,CN=storybook.design-system.digital.mod.uk,storybook.design-system.digital.mod.uk,,storybook.design-system.digital.mod.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,20e1fb8c69a58fe23283955b2bd83c59,ed524e9b7b4bbc358876598be4e5c72927911d3b0b189979296afdfb967f009c,,ctls,storybook.design-system.digital.mod.uk,,443,https://storybook.design-system.digital.mod.uk:443,https,Netlify,text/html,GET,35.156.224.161,/,1574384512,2a05:d014:275:cb02::c8,Netlify,59,False,,,,,
sts.defencegateway.mod.uk,Defence Gateway,200,3943,www.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,www.defencegateway.mod.uk,cloudflare,443,https://sts.defencegateway.mod.uk:443,https,cloudflare,text/html,GET,104.18.14.198,/,1909491532,104.18.15.198,Cloudflare Bot Management,1,False,True,,https://www.defencegateway.mod.uk,,
submit-a-data-protection-request.service.mod.uk,Start page - Request your personal information from MOD - GOV.UK,200,12812,submit-a-data-protection-request.service.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2024-03-17T23:59:59Z,CN=submit-a-data-protection-request.service.mod.uk,submit-a-data-protection-request.service.mod.uk,,submit-a-data-protection-request.service.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,10aa59e581caa44a080c78604051192b,3a08f3791482618b9e59899765c2bb9fa07f40b3b5e483cf6e893d626c343a37,,ctls,submit-a-data-protection-request.service.mod.uk,,443,https://submit-a-data-protection-request.service.mod.uk:443,https,,text/html,GET,35.176.232.180,/,-1703061491,13.42.121.190,HSTS,256,False,,,https://submit-a-data-protection-request.service.mod.uk/start,https://accounts.google.com/gsi/style,
surveys.defencegateway.mod.uk,Working...,200,4286,sso.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,sso.defencegateway.mod.uk,cloudflare,443,https://surveys.defencegateway.mod.uk:443,https,cloudflare,text/html,GET,104.18.15.198,/,854091393,104.18.14.198,HSTS,1,False,True,,https://sso.defencegateway.mod.uk/adfs/ls/?SAMLRequest=jZJBT4MwGIb%2FCul9dHQDZjNIcDu4ZCoZ6MGL6eBjEKHFfmVz%2F1421MyDi%2Be%2Bfd6%2BTzpH0dQtjzpTyg28d4DG%2Bmhqifx8EJBOS64EVsilaAC5yXgS3a85s8e81cqoTNXEihBBm0rJhZLYNaAT0Psqg6fNOiClMS1ySrHTeziinUMBMoOdMHAQR7tRud290aSstltVgyltREVPJYzGj0lKrGX%2FqkqKE%2F%2BChuoPksgLpDVSYq2WAXn1p%2B7M9ZkLMz9j01nueR5juVt4%2BUQUnrjpY4gdrCQaIU1A2JhNRmN35Dip43PX4xP3hVjx19bbSuaV3F0Xsx1CyO%2FSNB4NI55B43lAHyDh%2FKSXn4v1hfDrWPFtmYT%2Fc4o%2FTuf0onBob%2FlD37BaxqqusqMV1bU6LDT0hIA4hIbDld9%2FI%2FwE&RelayState=cookie%3A1683827795_fee4&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=lZshX64kwWK1j%2BFXLu0KYefAGkATmLtCoZOJrQLcQaR6zMtEurIJAsTuA7gSvjJ%2FeKtF0ie2Dx5Wjn7nmyS3HWMTMnHp%2FkW0br3s4doNciYMwoTX%2FX3bEwa49k1upmJ4uwDPMh4OOxRf1XNLXOlD%2F9s3wo72Fo6cIA%2Bt1y9RlWD5sc5m8xRU8kCnwmFEh0qSQosEO93QrszOSs%2BNa8phr%2FFQENOqK%2FS2yYPJ5Z02%2FLhifIJljFd5JHMnbu0JTAKymWBGJWBP%2FXKB3uaS%2F9x%2Fc2sGMABfGnIdVRkqgKi4ut5zj9a7cSK48pybCfX8zOZmi1jw356Too9bbVGN%2FoXI2g%3D%3D,*.gov.uk,
t3.sra.gcbps.mod.uk,,200,104,t3.sra.gcbps.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T09:28:49Z,2024-02-09T09:38:49Z,"CN=t3.sra.gcbps.mod.uk, OU=gcbps, OU=applications, OU=r, O=mil, C=gb",t3.sra.gcbps.mod.uk,mil,t3.sra.gcbps.mod.uk,"CN=CIS3 Issuing CA1, OU=DPKI, OU=R, O=MIL, C=GB",CIS3 Issuing CA1,MIL,a6e9d56d67d3b998c10bb6c6dc0642e7,d49e3edf47d21373856d5338d6a1723f3dcdb3557133f40deeaba207cca6393e,,ctls,t3.sra.gcbps.mod.uk,,443,https://t3.sra.gcbps.mod.uk:443,https,,text/html,GET,62.60.126.118,/,-1840324437,62.60.126.118,HSTS,1,False,,,,,
tech-digital-teams.service.mod.gov.uk,Ministry of Defence,200,13789,tech-digital-teams.service.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,CN=*.service.mod.gov.uk,*.service.mod.gov.uk,,service.mod.gov.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,52cb8dc96ba711d919572fa7d3d1e291,ead51e9390a290147361a6a7196dbe4d6f68a21542b88b302c7cba3e5ed55016,True,ctls,tech-digital-teams.service.mod.gov.uk,,443,https://tech-digital-teams.service.mod.gov.uk:443,https,nginx/1.20.1,text/html,GET,20.90.66.223,/,-1298480087,20.90.66.223,Nginx:1.20.1,310,False,,,,,
testcontracts.mod.uk,,200,348,testcontracts.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-22T23:59:59Z,CN=testcontracts.mod.uk,testcontracts.mod.uk,,www.testcontracts.mod.uk,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1fe37a9969504a030ac93dc84ac68f39,84448b201409e76f521ee4f66ba757e77fe9e0c9d28cd11c70605a68a923103a,,ctls,testcontracts.mod.uk,,443,https://testcontracts.mod.uk:443,https,Apache,text/html,GET,18.169.70.66,/,-597670220,35.178.248.196,HSTS,15,False,,,,maxcdn.bootstrapcdn.com,
tfs.royalnavy.mod.uk,403 Forbidden,403,179,tfs.royalnavy.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-16T00:00:00Z,2024-04-15T23:59:59Z,CN=tfs.royalnavy.mod.uk,tfs.royalnavy.mod.uk,,www.tfs.royalnavy.mod.uk,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,dee5730785eb0dc70d4f96ac8d335778,b6275f70602ed0cc8d2a0474c8de4183d16768880f6d6756fb747644ccaf03ac,,ctls,tfs.royalnavy.mod.uk,azure,443,https://tfs.royalnavy.mod.uk:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,51.11.1.97,/,1525958878,51.11.1.97,,8,False,True,,,,
training.raf.mod.uk,,403,16,training.raf.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=raf.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",raf.mod.uk,"Cloudflare, Inc.",*.raf.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",148f1cbcf150ff9fb37e193e4e15d298,cae3dfad76b325ecd875d978be2581dc8f0f4b681c5fe2de7baccc30b459e535,True,ctls,training.raf.mod.uk,cloudflare,443,https://training.raf.mod.uk:443,https,cloudflare,text/plain,GET,104.18.14.16,/,1253481126,2606:4700::6812:e10,Cloudflare Bot Management,1,False,True,,,,
travel.da.mod.uk,Sign in to your account,200,204719,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://travel.da.mod.uk:443,https,,text/html,GET,20.52.134.77,/,2045412539,20.52.134.77,HSTS,173,False,True,,https://login.microsoftonline.com/267e129b-fd11-41b9-a908-15fc6967cf17/oauth2/authorize?response_type=code&client_id=5ddbc64b-be0c-47c9-adf7-5656cd5dd810&scope=openid&nonce=3b74be00-d2bc-4f61-9014-fb5d1751af50&redirect_uri=https%3a%2f%2ftravel.da.mod.uk%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2ftravel.da.mod.uk%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%221a66785e-6989-44e7-bc7f-004259225a10%22%7d%23EndOfStateParam%23&client-request-id=1a66785e-6989-44e7-bc7f-004259225a10,,
uat-si.royalnavy.mod.uk,,403,16,uat-si.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,uat-si.royalnavy.mod.uk,cloudflare,443,https://uat-si.royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.16.76,/,1253481126,2606:4700::6812:104c,Cloudflare Bot Management,1,False,True,,,,
veterans.mod.uk,AFM Start Page,200,7978,veterans.mod.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2023-07-12T23:59:59Z,"CN=mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mod.uk,"Cloudflare, Inc.",*.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b865a8b0ec7cdbe1e9c2c257abcb261f,457f938d11ecddfc832977e6ce27cc1e3819525986ef29b848c87a00ae014046,True,ctls,veterans.mod.uk,cloudflare,443,https://veterans.mod.uk:443,https,cloudflare,text/html,GET,104.18.7.106,/,582446048,2606:4700::6812:76a,Webtrends,163,False,True,,,,
vi-preprod.ice.mod.gov.uk,Vistair Intelligence,200,1172,vi-preprod.ice.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-21T23:59:59Z,CN=vi-preprod.ice.mod.gov.uk,vi-preprod.ice.mod.gov.uk,,*.vi-preprod.ice.mod.gov.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,353be78b47c9fcb717141d43208cfd3b,f8af2061b2dbb34cba8c9c4ba2acfe4ec1217f690213170ebd61c9a745f7aaa8,True,ctls,vi-preprod.ice.mod.gov.uk,,443,https://vi-preprod.ice.mod.gov.uk:443,https,nginx,text/html,GET,13.41.85.119,/,1441386177,18.168.83.131,Nginx,1,False,,,,,
vle.action.mod.uk,DCLPA Evolve: Log in to the site,200,33788,vle.action.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T22:12:51Z,2023-07-07T22:12:50Z,CN=vle.action.mod.uk,vle.action.mod.uk,,vle.action.mod.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3ff0f02d8c150cd88903c7852e27f639,43875fdf18f64c6f6c7071bc5cd3f16ec7f105e9d6d94dd999170ca03dcf6448,,ctls,vle.action.mod.uk,,80,http://vle.action.mod.uk:80,http,Apache,text/html,GET,217.33.101.123,/,-780928015,217.33.101.123,PHP,407,False,,,https://vle.action.mod.uk/login/index.php,,
vpn.bader.mod.uk,,200,131,vpn.bader.mod.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,"CN=*.bader.mod.uk, O=RAF Air Cadets, L=Sleaford, C=GB",*.bader.mod.uk,RAF Air Cadets,bader.mod.uk,"CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G3 TLS ECC SHA384 2020 CA1,DigiCert Inc,0be1f411919172df0f4dd058e580979d,56bfed4f61d5700885fdda9b2947429c36a07d00bde84e153c1c1736be3270be,True,ctls,vpn.bader.mod.uk,,443,https://vpn.bader.mod.uk:443,https,xxxxxxxx-xxxxx,text/html,GET,151.104.32.123,/,507756054,151.104.32.123,HSTS,4,False,,,,https:,
