new,host,a,soa,status_code,cdn,cdn-name,cname,ns,mx,txt,aaaa,has_internal_ips,internal_ips,caa
[x],grupe.hotels.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,www.hotelplanner.com,,"me2.cfdynamics.com, me3.cfdynamics.com, me.cfdynamics.com","v=spf1 ip4:216.223.188.0/24 ip4:216.117.4.0/24 ip4:216.117.5.0/24 ip4:3.230.214.68/32 ip4:3.213.114.62/32 ip4:52.23.43.58/32 ip4:54.163.145.215/32 ip4:54.166.2.11/32 ip4:52.204.91.137/32 a mx ptr a:mail.lexyl.com a:lexyl.com mx:smtp.hotelplanner.com mx:ho, telplanner.com include:mail.zendesk.com ~all",,,,
[x],grupos.hoteis.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,www.hotelplanner.com,,"me.cfdynamics.com, me2.cfdynamics.com, me3.cfdynamics.com",,,,,
[x],gruppen.hotels.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,www.hotelplanner.com,,"me2.cfdynamics.com, me3.cfdynamics.com, me.cfdynamics.com",,,,,
[x],grupy.hotels.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,www.hotelplanner.com,,"me.cfdynamics.com, me2.cfdynamics.com, me3.cfdynamics.com",,,,,
[x],gslb1.orbitz.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],gslb2.orbitz.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],h-135-207-49-121.cruiseshipcenters.com,,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"cruiseshipcentersinternational.com.edgekey.net, e16332.g.akamaiedge.net",,,,,,,
[x],haodash-resources.homeaway.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"homeaway.com.edgekey.net, e111201.x.akamaiedge.net",,,,,,,
[x],happynextholidays.hotwire.com,,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,damp-rook-r56tm3ydrsrju6an5ogcma0h.herokudns.com,,,,,,,
[x],hareviews.homeaway.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"homeaway.com.edgekey.net, e111201.x.akamaiedge.net",,,,,,,
[x],hasplms.homeaway.com,199.247.90.166,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],hasplmsapi-origin.homeaway.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],hasplmsapi.homeaway.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"homeaway.com.edgekey.net, e111201.x.akamaiedge.net",,,,,,,
[x],haus.fewo-direkt.de,,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],hawaii.hotels.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,hotels.com,"pdns4.ultradns.org, dns3.p09.nsone.net, pdns3.ultradns.org, dns2.p09.nsone.net, dns1.p09.nsone.net, pdns5.ultradns.info, dns4.p09.nsone.net, pdns2.ultradns.net, pdns6.ultradns.co.uk, pdns1.ultradns.net","mx1b.expedia.com, mailcorp.expedia.com, mx1a.expedia.com",,,,,
[x],hawaii.travelocity.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,origin-leisure.travelocity.com,,,,,,,
[x],haystack-int.test.monitoring.expedia.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,haystack-int-nodes-elb-361473672.us-west-2.elb.amazonaws.com,,,,,,,
[x],haystack-prod-ecp.prod.monitoring.expedia.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,haystack-prod-ecp-nodes-elb-666320524.us-west-2.elb.amazonaws.com,,,,,,,
[x],haystack-prod-eg-dataplatform.prod.monitoring.expedia.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,haystack-prod-eg-dataplatform-nb-600065483.us-west-2.elb.amazonaws.com,,,,,,,
[x],haystack-prod-hcom.prod.monitoring.expedia.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,haystack-prod-hcom-nodes-elb-70120498.us-west-2.elb.amazonaws.com,,,,,,,
[x],haystack-prod-homeaway.prod.monitoring.expedia.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,haystack-prod-homeaway-nodes-elb-982355772.us-west-2.elb.amazonaws.com,,,,,,,
[x],haystack-test.test.monitoring.expedia.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,haystack-test-nodes-elb-281159263.us-west-2.elb.amazonaws.com,,,,,,,
[x],haystack.prod.monitoring.expedia.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,haystack-nodes-elb-1100124836.us-west-2.elb.amazonaws.com,,,,,,,
[x],hcis.prod.expedia.com,,"ns-1182.awsdns-19.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],he.expediapartnercentral.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"www.expediapartnercentral.com, www.expediapartnercentral.com.edgekey.net, e9977.x.akamaiedge.net",,,,,,,
[x],he.hotels.com,,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,,,,
[x],he1.expediapartnercentral.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"www.expediapartnercentral.com, www.expediapartnercentral.com.edgekey.net, e9977.x.akamaiedge.net",,,,,,,
[x],heighliner.prodp.runtimecde.expedia.com,,"ns-1009.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],heighliner.test.runtime.expedia.com,,"ns-542.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],heighliner.us-east-1.prod.runtime.expedia.com,,"ns-888.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],heighliner.us-east-1.prodp.runtimecde.expedia.com,,"ns-1009.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],heighliner.us-west-2.prodp.runtimecde.expedia.com,,"ns-1009.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],heighliner.us-west-2.test.runtime.expedia.com,,"ns-542.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],help.bookabach.co.nz,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"vrbo.com.edgekey.net, e15972.x.akamaiedge.net",,,,,,,
[x],help.expediapartnercentral.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"help.expediapartnercentral.com.edgekey.net, e9977.x.akamaiedge.net",,,,,,,
[x],help.homeaway.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"homeaway.com.edgekey.net, e111201.x.akamaiedge.net",,,,,,,
[x],help.vrbo.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"vrbo.com.edgekey.net, e15972.x.akamaiedge.net","pdns2.ultradns.net, pdns1.ultradns.net, dns4.p09.nsone.net, dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, pdns3.ultradns.org, pdns5.ultradns.info, pdns4.ultradns.org, pdns6.ultradns.co.uk",,,,,,
[x],helpcenter.hotwire.com,,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,"helpcenter.hotwire.com.00de0000000bnugmam.live.siteforce.com, 1p.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,,
[x],helpvideos.homeaway.com,,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,"app.wistia.com, cname-wistia-app-production.wistia.com",,,,,,,
[x],hfe-blue.qa.hotwire.com,,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,hfe-qa-blue-1368082770.us-west-1.elb.amazonaws.com,,,,,,,
[x],hfe-green.cloud.hotwire.com,,"ns-1692.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hfe-green.qa.hotwire.com,,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,hfe-qa-green-910033203.us-west-1.elb.amazonaws.com,,,,,,,
[x],hg.travelocity.com,,"n0x.akamai.net, hostmaster.akamai.com",NOERROR,,,"hg.travelocity.com.edgesuite.net, a1450.x.akamai.net",,,,,,,
[x],hilfe.fewo-direkt.de,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"vrbo.com.edgekey.net, e15972.x.akamaiedge.net",,,,,,,
[x],history.vap.expedia.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"history.vap.expedia.com.edgekey.net, e5369.x.akamaiedge.net",,,,,,,
[x],hk.hotels.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,"mx.expedia.com, smtp.expedia.com",,,,,
[x],holidayinn.orbitz.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],holidays.ebookers.com,,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],holocheck-f-ed.us-west-2.test.epsdecaf.expedia.com,,"ns-1426.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],homeaway.com,"198.51.44.9, 198.51.45.9, 198.51.44.73, 198.51.45.73, 204.74.108.1, 204.74.109.1, 199.7.68.1, 199.7.69.1, 204.74.114.1, 204.74.115.1","pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"dns3.p09.nsone.net, dns1.p09.nsone.net, dns2.p09.nsone.net, pdns4.ultradns.org, pdns5.ultradns.info, dns4.p09.nsone.net, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net, pdns6.ultradns.co.uk","mx1a.expedia.com, mailcorp.expedia.com, mx1b.expedia.com","slack-domain-verification=RSqsZztSEhrXXVUu3dICoo75hmw7wSUPCVfjPOlC, EB44D38B-E3CD-4F68-AB8E-CA0A25D9D8D6, teamviewer-sso-verification=bbcb36a5af0a43bba9d03b2da43fe550, google-site-verification=YZnWZoQ0DTfWNwgXtLuDIBpYiIDKTi7WSebtgpSsOfc, mixpanel-domain-verify=742f812a-2ccf-4318-9eea-68f42cd00da4, dropbox-domain-verification=i2le188sc6c4, google-site-verification=n0NCWvA2iT9PZarhWcLmm7o1ClFP59AkZRXKeasM8FI, docusign=0b61bf9f-18af-4123-bc58-9fb89869a92f, MS=ms57258170, oBgKmso, TaI+mi4+PfxJbkzPmQ3hqp747hu3PT+B5ZfCbUFxFkA=, workplace-domain-verification=UPSNq2TIUiOn142ASBMt5dgLyiJsXP, 9ex02/VCwnrmtqs+TZbbBFHiA+JUOnXOhdaVSr0urnk=, facebook-domain-verification=6rve52kpkoykl8pv5flk29h2ukbky0, status-page-domain-verification=5gh8tk4qyl4f, 00d1a000000zzrreak, adobe-idp-site-verification=45549b689d93594a3b57939eb42f63c2b297f523c8632c99a8b7d645bfe15fe2, apple-domain-verification=aj9Tci9hLJYucRLT, smartsheet-site-verification.homeaway.com=f3845ac953655c6b2455fba03f3e9f93c0c08d99, _globalsign-domain-verification=9ex02/VCwnrmtqs+TZbbBFHiA+JUOnXOhdaVSr0urnk=, _globalsign-domain-verification=cN-L6rAFen7Gz3tem3kDc7GS_3StXzPYkKEoy8lWi0, jG+IGPyrL0K+55L8dQh5ZmRqWL0dcgSfhPJoMnFQC3GwU44sH1g6x6lDdnAmKkLNSKIDQTyF9ZIaKFuC/BdJVQ==, miro-verification=d36744c01c72c4c0e036eacc18ffe55264b3bf81, ZOOM_verify_y86mM9r8OrtKbyt4sUOEPd, smartsheet-site-validation=Jdr6lVpCn1ed-MUY7VSjWqhCmbX-Ciaa, _globalsign-domain-verification=MK_ZKmss4D_DdzGOsssHxxBOK6hJc6LGycFvNOESdZ, v=spf1 a:b.spf.service-now.com include:haspf.com include:_netblocks.google.com include:servers.mcsv.net ip4:209.34.64.0/19 ip4:204.93.64.116/31  ip4:199.167.224.176/28 -all, atlassian-domain-verification=BoDCBNyHJzHh97Myx/Z4n3grU8sMEGR10Mi8CdpStC01PdMAuIARlKP/odGI7CvN","2620:4d:4000:6259:7:9:0:1, 2a00:edc0:6259:7:9::2, 2620:4d:4000:6259:7:9:0:3, 2a00:edc0:6259:7:9::4, 2001:502:f3ff::1, 2610:a1:1014::1, 2610:a1:1015::1, 2001:502:4612::1, 2610:a1:1016::1",,,
[x],hongkong.hotels.com,,"n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,"hongkong.hotels.com.edgesuite.net, a1403.g.akamai.net",,,,,,,
[x],hos.abritel.fr,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,hos.homeaway.com,,,,,,,
[x],hos.fewo-direkt.de,,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,hos.homeaway.com,,,,,,,
[x],hos.homeaway.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],hos.vrbo.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,hos.homeaway.com,,,,,,,
[x],hospitality.homeaway.com,,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,mx.haspf.com,,,,,
[x],hospitalitytv.homeaway.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],host.expediagroup.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,expedia-prod2-225409597.us-west-2.elb.amazonaws.com,,,,,,,
[x],hoteis.com,23.210.116.25,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk","mx1a.expedia.com, mx1b.expedia.com","v=spf1 ip4:202.87.51.226 ip4:199.3.115.0/24 ip4:12.110.40.0/24 ip4:193.128.149.210 ip4:65.243.153.20 ip4:217.114.168.20 ip4:213.11.49.152 ip4:216.251.0.0/16 ip4:173.209.80.0/20 ?all, Validity-DomainVerification=M7anjkdLSIe279_lLHGI129qQ=, _globalsign-domain-verification=XCDpCfk1REH-_w3u3bq7qT4ipmAySUjv8zjr8Cz_BS, facebook-domain-verification=5rds5y0zyv90y3sv88rbfnotgmlvsy, google-site-verification=I5nh9WqbywnBZHpvXZG_kdLVQ0u254ZP17RQc_63aeE","2a02:26f0:3100:78b::277d, 2a02:26f0:3100:781::277d",,,
[x],hotel-chain-identification-service-p-ed-us-west-2.prod.epsdecaf.expedia.com,"34.208.241.55, 44.241.30.5","ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hotel.orbitz.com,136.147.129.27,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,"ns1.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com",inbound-reply.s7.exacttarget.com,"v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all",,,,
[x],hotelcontent.expediapartnercentral.com,104.81.119.48,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"hotelcontent.expediapartnercentral.com.edgekey.net, e9977.x.akamaiedge.net",,,,,,,
[x],hoteldetailshelperservice-dev.aws.hotwire.com,"10.139.13.192, 10.139.12.167","ns-668.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,"10.139.13.192, 10.139.12.167",
[x],hoteldetailshelperservice.perf.aws.hotwire.com,"10.139.4.251, 10.139.5.94","ns-668.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,"10.139.4.251, 10.139.5.94",
[x],hotels.com,23.210.116.25,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,"pdns5.ultradns.info, dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, pdns6.ultradns.co.uk, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org","mailcorp.expedia.com, mx1a.expedia.com, mx1b.expedia.com","_globalsign-domain-verification=EWqKgrAW_f53vvr92el-T9HCzekCQ--36B4NUpDCJy, _globalsign-domain-verification=Gg6TjM4p6ndq3xyOTaufsIRHyS0qvVbPK2u8jiC0gD, cyysyrw6w3n2r3kfddy2r2v4hxxxwwnw, facebook-domain-verification=lrtesy9nnamunmab0ftl6wzlv1yv6u, _globalsign-domain-verification=MNdnRY-5gzZA1zfhlb-SJgnW79QLn3WMzROgAAbXx2, _globalsign-domain-verification=IoJ9QM4Xkkn-2WKLgnOSiGViGrw0MTngZzot1uc8jD, _globalsign-domain-verification=uRqRfTSCT0gYLtwCqa7WfMlYcTKiiJo1mj2kD_9yul, _globalsign-domain-verification=11a5FGtQOpJ2BvnYRDjjGNItt2swAfG5GTmWsa8x-W, _globalsign-domain-verification=KojUbB3O2Ypo5eymogeCUbY7118J3jRbgzynEEcRRz, _globalsign-domain-verification=OwOe6H_jF63LNxOFKy_UTvUc35IZ30B1sxTvcuj-z1, _globalsign-domain-verification=ghkbU3wiWN2R8B0XqvT9td3R78BqkS6yVyTfABmzbP, _globalsign-domain-verification=Gd1HqtTEf-hCc7O-t_1qpDbxcEPyVgU3cMvT1emw8_, google-site-verification=hR0AUIqpZmAjDXCxUo_ls0uRkYCkRCXvrO5C9P3oOow, atlassian-domain-verification=BoDCBNyHJzHh97Myx/Z4n3grU8sMEGR10Mi8CdpStC01PdMAuIARlKP/odGI7CvN, slack-domain-verification=p4gvlab7Sq8thT6b8H6nTd61kja3rcVO2wdThhaB, MS=ms30020737, amazonses:frPOGYJutrXlHFDWCxHiHGnT3AQlbeYQXVKfwH7WMWo=, v=spf1 include:_spf.expedia.com include:_spf.egencia.com include:amazonses.com include:_spf.messagegears.net include:musvc.com ip4:83.138.167.180 ip4:83.138.167.181 ip4:83.138.167.182 -all, YtPxWloD7txAno2HmoxlC//ZCN9Aez5sANG5GYD32H7RjrbY3ouFx4/me6AWAa3kXWQT+MojXROgBkOlQ4OZKQ==, teamviewer-sso-verification=46724290556b4bf9a9e662f863036ae9, adobe-idp-site-verification=8fbdca8c-33d7-482a-85ed-4e3f51e0be40, dropbox-domain-verification=cm27uqe4e92f, cisco-ci-domain-verification=219cb92a7413acc4ada80c38b332f031b1d9fb14d2b93f11210868f0a6704adb, workplace-domain-verification= 826e2bdf-1ea8-4845-a505-f36c37269ec4, ca3-634bd10df5674b6f828e43ec25f9d370, _globalsign-domain-verification=QPEwfePEG3Fuoqr8G9JYoNA01dHJIESZRk2m2CZDir, smartsheet-site-validation=5hSp63C15wUffZzmzacvCWBlYWJizGeD, amazonses:ym5qxfxH9KtwEZQZRyrzmjkwF1pRRt6EjlR886pw//0=","2a02:26f0:1700:383::277d, 2a02:26f0:1700:384::277d",,,
[x],hotels.ebookers.com,213.212.78.11,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,"cust12661-1.out.mailcontrol.com, cust12661-2.out.mailcontrol.com",,,,,
[x],hotels.lastminute.com.au,202.125.108.26,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],hotels.test.travelocity.com,23.201.228.180,"n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,"hotels.test.travelocity.com.edgekey-staging.net, e8328.a.akamaiedge-staging.net",,,,,,,
[x],hotels.travelocity.com,"3.130.163.141, 3.137.34.102, 13.59.110.76","pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],hotwire.com,23.201.247.83,"ns01.hotwire.com, hostmaster.hotwire.com",NOERROR,,,,"usc1.akam.net, ns1-232.akam.net, ns1-199.akam.net, eur1.akam.net, ns1-52.akam.net, usw4.akam.net, asia2.akam.net, use1.akam.net","mx1a.expedia.com, mailcorp.expedia.com, mx1b.expedia.com","or hotwire.com MS=ms21560564, dropbox-domain-verification=6sknda8nh1wn, bbb98r2rthcsltnp5l7npflds3dhncvt, adobe-idp-site-verification=2125a6cf-e54e-4c28-b5a1-7405791283c1, facebook-domain-verification=vf1l19196xvsao1kh22sa45nln2at9, 0j1dn7kh9qbksz4j4zy8310hqbqn98p4, v=spf1 include:_spf_hotwire.hotwire.com include:_spf.salesforce.com include:_spf_talisma.hotwire.com include:_spf.expedia.com include:et._spf.pardot.com include:_spf.messagegears.net include:mktomail.com -all, bnwtftbrrgtrcnc534h9dhhxmd270brm, tK4D/ldwjspxbnkzs0JjnVAvoU+a5+jcEa/XJZp2pSMLcwKRZZgY5VcqrIwui24Njg1kxUEhp8QurYmygnoPiA==, facebook-domain-verification=ptbbsgtmqvbko6mscnfrtav2y32foq, docusign=61b10f1d-78d2-4b57-ad87-dd6ff9c31368, pardot_176032_*=4cc64c94124d4e8330f6419918672011ffc11d8b66fbb748c4e04032624e34f6, google-site-verification=EZHHcscqnWbEt8sB10t8YU37T-DeQXbaskDTjRQotHw, google-site-verification=RCEXZpOExri3nQGYHn9UWL3EGN2MOkyyW02sIYuWwQk, atlassian-domain-verification=BoDCBNyHJzHh97Myx/Z4n3grU8sMEGR10Mi8CdpStC01PdMAuIARlKP/odGI7CvN, smartsheet-site-validation=Illz31icSptXjSi0fc-gUkAY1PUCQFQz, 23xxd0hcgzc12067gx5j5xyxsdrfb4qb",,,,
[x],hotwirepartnercentral.com,,"ns1-232.akam.net, hostmaster.hotwirepartnercentral.com",NOERROR,,,,"ns4-64.akam.net, ns5-65.akam.net, ns7-67.akam.net, ns1-232.akam.net",,,,,,
[x],hpi.hotels.com,,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,"mx1b.expedia.com, mx1a.expedia.com",,,,,
[x],hr.expedia.com,204.74.99.101,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],hr.hotels.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],hrumpoc.hotels.com,,"fake-for-negative-caching.adguard.com, hostmaster.hrumpoc.hotels.com",NOERROR,,,,,,,::,,,
[x],hu.hotels.com,84.53.165.94,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,,,,
[x],hubservice.expediacustomer.com.ar.expedia.com,216.251.120.148,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],hw-gql-api-gtwy.prod.hotwire.com,"54.193.154.32, 54.67.17.111","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.hw-gql-api-gtwy-146646327.us-west-1.elb.amazonaws.com,,,,,,,
[x],i.americanexpress-travel.com.travelocity.com,199.204.31.102,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,"dns2.p09.nsone.net, dns1.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk",,,,,,
[x],i.m.carrentals.com,"52.216.210.9, 3.5.28.101, 3.5.8.187, 3.5.16.103, 52.217.40.212, 52.217.124.73, 3.5.29.33, 205.251.193.72, 205.251.194.162, 205.251.196.149, 205.251.198.84","ns-328.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"i.m.carrentals.com.s3.amazonaws.com, s3-1-w.amazonaws.com, s3-w.us-east-1.amazonaws.com","ns-1620.awsdns-10.co.uk, ns-674.awsdns-20.net, ns-328.awsdns-41.com, ns-1173.awsdns-18.org",,38361f7847dfc47d25ea018cc49d2d4b,,,,
[x],i.test.travelocity.com,199.204.31.144,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,"dns2.p09.nsone.net, dns1.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk",,,,,,
[x],ibp.expedia.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],id.hotels.com,23.210.116.25,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,"2a02:26f0:1700:384::277d, 2a02:26f0:1700:383::277d",,,
[x],id.service.hotels.com,"35.82.156.173, 44.231.225.87","ns-50.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,redirect.expecsp.com,,"smtp.expedia.com, mx.expedia.com",,,,,
[x],ie.hotels.com,92.122.66.126,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,"2001:2030:21:1b1::277d, 2001:2030:21:18c::277d",,,
[x],im.stayz.com.au,199.247.90.18,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,stayz.com.au,"pdns3.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk, dns2.p09.nsone.net, dns1.p09.nsone.net, dns3.p09.nsone.net, pdns2.ultradns.net, pdns4.ultradns.org, pdns1.ultradns.net, dns4.p09.nsone.net","mailcorp.expedia.com, mx1b.expedia.com, mx1a.expedia.com","google-site-verification=uQis-bfJegORBnsS2Y5W6JdEQ8xAxDVFqeQaxbPs1K0, Validity-DomainVerification=M7anjkdLSIe279_lLHGI129qQ=, MS=ms93739725, 00d1a000000zzrreak, 5pcanj2gj9r3k9k2i0rpahs22s, google-site-verification=CD_P1sP4pXSyfonnk7HNFmGz4dLd7iyERs0cwfK4jeQ, globalsign-domain-verification=8ON3ZxTzUwsfxxH8SDxh75IzOMvavU3XXCrt8bXjGQ, _globalsign-domain-verification=Fw09cFhmPL_-Bfg6BV5_NkyDEkXJfmQd4uPViX560A, _globalsign-domain-verification=OYfE_CcZQWFlEEOrR5yVCfCtmiQrm0bBdyUAJyg3qE, ZdO5umnkua8zKiyaqR3aBzG2IeI4Ju/rRBzOa7h2pwcbJ+RVOjQWo+olu9w//Aiy48hanbTwWtS8u3k1Bxj4EQ==, v=spf1 ip4:64.79.155.192 include:haspf.com include:amazonses.com include:_netblocks.google.com ~all, facebook-domain-verification=sl5ma3n7hguugqt1qlry93n11vjpn5",,,,
[x],image.e.travelocity.com,"2.21.242.236, 2.21.242.234","n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,"images.s6.exacttarget.com.edgesuite.net, a1051.g.akamai.net",,,,,,,
[x],image.eg.carrentals.com,,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"tlsprovisioning-san-s12-6.edgekey.net, e130538.dscx.akamaiedge.net",,,,"2a02:26f0:480:22::1726:62c9, 2a02:26f0:480:22::1726:62d8",,,
