input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_mismatched,csp_domains_,tls_expired,tls_self_signed,location
t.expedia.com,,200,71,t.expedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-11-05T23:59:59Z,"CN=*.contactlab.it, O=ContactLab Spa, L=Milano, ST=Milano, C=IT",*.contactlab.it,ContactLab Spa,contactlab.it,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,865a988e06ac720c66a41a6d239e502b,2ab6dbb08c00902a600e3d955b2b4dc0efd083df8c3dbb38747e5bb59c435aff,True,ctls,t.expedia.com,,443,https://t.expedia.com:443,https,Apache,text/html,GET,185.34.84.144,/,1958149792,185.34.84.144,Apache,3,False,,,True,url=http://www.contactlab.it,,,
t1.ac.ebookers.com,302 Found,302,211,t1.ac.ebookers.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T12:42:19Z,2023-11-10T12:42:19Z,"CN=m1.ac.ebookers.ch, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",m1.ac.ebookers.ch,"Expedia, Inc.",t1.ac.mrjet.se,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",870cd980cca68cc950f36092ff597642,9f59aadea7a90300714280b577cbf0bc7b6e5d18acc9425d6f023ad931d10606,,ctls,t1.ac.ebookers.com,,443,https://t1.ac.ebookers.com:443,https,Apache,text/html,GET,63.32.196.211,/,-780928015,52.212.2.217,Apache,8,False,,https://t1.ac.ebookers.com/,,,,,https://t1.ac.ebookers.com/
t1.ac.mrjet.se,302 Found,302,207,t1.ac.mrjet.se,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T12:42:19Z,2023-11-10T12:42:19Z,"CN=m1.ac.ebookers.ch, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",m1.ac.ebookers.ch,"Expedia, Inc.",t1.ac.mrjet.se,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",870cd980cca68cc950f36092ff597642,9f59aadea7a90300714280b577cbf0bc7b6e5d18acc9425d6f023ad931d10606,,ctls,t1.ac.mrjet.se,,443,https://t1.ac.mrjet.se:443,https,Apache,text/html,GET,63.32.196.211,/,-780928015,52.212.2.217,Apache,8,False,,https://t1.ac.mrjet.se/,,,,,https://t1.ac.mrjet.se/
taap-total-eligible-gbv-service-us-west-2.prod.epsdecaf.expedia.com,,403,42,taap-total-eligible-gbv-service-us-west-2.prod.epsdecaf.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-06T07:13:09Z,2023-10-06T07:13:09Z,"CN=taap-total-eligible-gbv-service.prod.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",taap-total-eligible-gbv-service.prod.epsdecaf.expedia.com,"Expedia, Inc.",taap-total-eligible-gbv-service-us-west-2.prod.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3d4f83473fb62b7d3829a8ed59dfe003,f074507103f989dbed8a0aa00218c4fbcc1a48cd1e0512f02aa9acf49ebc7e42,,ctls,taap-total-eligible-gbv-service-us-west-2.prod.epsdecaf.expedia.com,cloudfront,443,https://taap-total-eligible-gbv-service-us-west-2.prod.epsdecaf.expedia.com:443,https,,application/json,GET,13.224.189.42,/,768769774,13.224.189.22,Amazon Web Services,1,False,True,,,,,,
taap-total-eligible-gbv-service-us-west-2.test.epsdecaf.expedia.com,,403,42,taap-total-eligible-gbv-service-us-west-2.test.epsdecaf.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-06T07:06:34Z,2023-10-06T07:06:34Z,"CN=taap-total-eligible-gbv-service.test.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",taap-total-eligible-gbv-service.test.epsdecaf.expedia.com,"Expedia, Inc.",taap-total-eligible-gbv-service-us-west-2-flavor2.test.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",75515bef01206cdab9e3eb162dedaea9,2c8898447f299f90ac65fca9b9ab6df339116ba1d0b8186dabacfcbd834be7fb,,ctls,taap-total-eligible-gbv-service-us-west-2.test.epsdecaf.expedia.com,cloudfront,443,https://taap-total-eligible-gbv-service-us-west-2.test.epsdecaf.expedia.com:443,https,,application/json,GET,108.138.17.119,/,768769774,108.138.17.83,Amazon Web Services,1,False,True,,,,,,
taap-ui-bundles-test.expediapartnersolutions.com,,404,11,taap-ui-bundles-test.expediapartnersolutions.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T18:05:39Z,2023-06-22T18:05:38Z,CN=taap-ui-bundles-test.expediapartnersolutions.com,taap-ui-bundles-test.expediapartnersolutions.com,,taap-ui-bundles-test.expediapartnersolutions.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2e54bc5465eb1b078be08cc6b1b15036,9092798422772046bda0daf87b55bb3ebbb7b31557adbc9a5a5fef2c1565c63c,,ctls,taap-ui-bundles-test.expediapartnersolutions.com,,443,https://taap-ui-bundles-test.expediapartnersolutions.com:443,https,AkamaiNetStorage,,GET,23.11.206.8,/,1864250944,23.11.206.90,,2,False,,,,,,,
taap-ui-bundles.expediapartnersolutions.com,,404,11,taap-ui-bundles.expediapartnersolutions.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T18:14:22Z,2023-06-22T18:14:21Z,CN=taap-ui-bundles.expediapartnersolutions.com,taap-ui-bundles.expediapartnersolutions.com,,taap-ui-bundles.expediapartnersolutions.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,08c756a567552ca44f279d8f8516e4ad,497668b13850ee9a1b65ba940abe84781737c55782580831c9247307ce5b287e,,ctls,taap-ui-bundles.expediapartnersolutions.com,,443,https://taap-ui-bundles.expediapartnersolutions.com:443,https,AkamaiNetStorage,,GET,23.11.206.9,/,1864250944,23.11.206.43,,2,False,,,,,,,
taapacademy.expedia.com,Expedia TAAP Academy Certification Center,200,150786,taapacademy.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2023-08-12T23:59:59Z,CN=taapacademy.expedia.com,taapacademy.expedia.com,,taapacademy.expedia.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,43772d75f20c2b028c8c0f6d42777362,a02935846cdb62db54c9fff2f2b24b720c9edb0f5e078a9c9bb13538bd1a16a2,,ctls,taapacademy.expedia.com,cloudfront,443,https://taapacademy.expedia.com:443,https,gunicorn,text/html,GET,65.9.66.56,/,-2042409066,65.9.66.41,gunicorn,2526,False,True,,,,,,
taapacademy.expediapartnersolutions.com,Security check,403,7896,taapacademy.expediapartnersolutions.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-26T16:42:29Z,2023-08-03T16:42:29Z,"CN=support.expediapartnersolutions.com, O=Expedia\, Inc, L=Bellevue, ST=Washington, C=US",support.expediapartnersolutions.com,"Expedia, Inc",*.expediapartnersolutions.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",ec62b0b87dde44df158ecdccad85d3e4,903a3aca3cbded4f46ff95b62f36de5c7f0a27d1285124c8f51da21be6df4497,True,ctls,taapacademy.expediapartnersolutions.com,cloudflare,443,https://taapacademy.expediapartnersolutions.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,103,False,True,https://taapacademy.expediapartnersolutions.com/hc/en-us,,,,,
taapapiprod.expedia.com,Access Denied,403,273,taapapiprod.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",*.expedia.com,"Expedia Group, Inc.",expedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,871129a167111aa920e2c4facf176ae4,71254c06b2c598503dd7e44265197d57be0b0c4f9f9a1270401981a14e9c933b,True,ctls,taapapiprod.expedia.com,,443,https://taapapiprod.expedia.com:443,https,AkamaiGHost,text/html,GET,23.215.16.24,/,-1435363114,23.215.16.24,,10,False,,,,,,,
taapapiprod.expediapartnersolutions.com,Access Denied,403,288,taapapiprod.expediapartnersolutions.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T02:02:18Z,2023-07-20T02:02:17Z,CN=taapapiprod.expediapartnersolutions.com,taapapiprod.expediapartnersolutions.com,,taapapiprod.expediapartnersolutions.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3a2d1a114d2a45dcafd75e356b914086,c240f073201159d56c88878a174eb926927d0668f0247607c3a84f887bb3dc68,,ctls,taapapiprod.expediapartnersolutions.com,,443,https://taapapiprod.expediapartnersolutions.com:443,https,AkamaiGHost,text/html,GET,2.23.209.189,/,-1080334589,2.23.209.161,,10,False,,,,,,,
taapapistage.expedia.com,,404,16,taapapistage.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",*.expedia.com,"Expedia Group, Inc.",expedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,871129a167111aa920e2c4facf176ae4,71254c06b2c598503dd7e44265197d57be0b0c4f9f9a1270401981a14e9c933b,True,ctls,taapapistage.expedia.com,,443,https://taapapistage.expedia.com:443,https,Kestrel,text/plain,GET,23.215.16.24,/,-1703668198,23.215.16.24,Microsoft ASP.NET,1,False,,https://taapapistage.expedia.com/Help,,,,,
taiwan.hotels.com,Access Denied,403,223,taiwan.hotels.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:41:22Z,2023-07-25T12:41:21Z,CN=hotels.com,hotels.com,,zh.hotels.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ebb91af7c69e02c49898dc091895f7b,b49b27e0231e85ffea220234bca4fce71a2c155711ed441ccae6b44f3327ea20,,ctls,taiwan.hotels.com,,443,https://taiwan.hotels.com:443,https,AkamaiGHost,text/html,GET,104.102.35.226,/,1972199850,2a02:26f0:480:985::277d,,10,False,,,True,,,,
tech.homeaway.com,Expedia Group Technology – Medium,200,331993,medium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2023-07-21T23:59:59Z,"CN=medium.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",medium.com,"Cloudflare, Inc.",*.medium.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",afa19f4d674e384cbc3f5c4c868798f1,617dfa398b93f41055aa81f2e9e260ed1506eba8e3009fc8842d6b016990e3bf,True,ctls,medium.com,,443,https://tech.homeaway.com:443,https,cloudflare,text/html,GET,23.11.206.59,/,1273975704,23.11.206.73,PayPal,177,False,,https://medium.com/expedia-group-tech,,https://pbs.twimg.com,,,
technology.orbitz.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://technology.orbitz.com:80,http,cloudflare,text/plain,GET,104.17.27.170,/,1000520165,2606:4700::6811:1eaa,Cloudflare,1,False,True,,,,,,
templates-backend.prod.expediapartnersolutions.com,,502,,templates-backend.prod.expediapartnersolutions.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-29T06:26:56Z,2023-06-27T06:26:55Z,CN=templates-backend.prod.expediapartnersolutions.com,templates-backend.prod.expediapartnersolutions.com,,templates-backend.prod.expediapartnersolutions.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f24390650a3f90b903e98e34ee8e07d,d01c222782ed3f0a017c55b342c8b4ea45aeb9fb720beeece4680504a03e5987,,ctls,templates-backend.prod.expediapartnersolutions.com,,443,https://templates-backend.prod.expediapartnersolutions.com:443,https,,,GET,23.11.206.33,/,-1840324437,23.11.206.17,Zipkin,1,False,,,,,,,
templates-backend.test.expediapartnersolutions.com,Error,503,175,templates-backend.test.expediapartnersolutions.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-27T23:03:40Z,2023-06-25T23:03:39Z,CN=templates-backend.test.expediapartnersolutions.com,templates-backend.test.expediapartnersolutions.com,,templates-backend.test.expediapartnersolutions.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,497b5e7f9254016b666d92cfede83a61,ebeb5be4ae13d54322b19393670db82b45371d19efa7c66eb7350a4874f568ad,,ctls,templates-backend.test.expediapartnersolutions.com,,443,https://templates-backend.test.expediapartnersolutions.com:443,https,,text/html,GET,23.53.43.154,/,-235148502,23.53.43.115,,5,False,,,,,,,
test.apis.expediagroup.com,,404,,test.apis.expediagroup.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-08-18T23:59:59Z,"CN=www.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",www.expedia.com,"Expedia Group, Inc.",apim.int-stage.expedia.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f906bc90afd57b3f933e6a231a0a1e4,0bf92a21a90b39fb8ff5b37a1a776dcafce31a2eab895929dab79d2a71b38158,,ctls,test.apis.expediagroup.com,,443,https://test.apis.expediagroup.com:443,https,,,GET,2.23.196.184,/,-1840324437,2.23.196.184,,1,False,,,,,,,
test.ean.com,,404,96,test.ean.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-11T07:22:31Z,2023-07-10T07:22:30Z,CN=api.ean.com,api.ean.com,,test.ean.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3c983aee477edb1240cccd4074b98dea,a1c23fbdddde0b361702417a17e45daa2bd2f1f390a2fe6c95706a814f011b18,,ctls,test.ean.com,,443,https://test.ean.com:443,https,,application/json,GET,2.16.181.65,/,1740231899,2.20.132.148,HSTS,5,False,,,,,,,
textsearch.vrbo.com,"Vrbo | Book your vacation rentals: beach houses, cabins, condos & more",200,417804,www.vrbo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,www.vrbo.com,,443,https://textsearch.vrbo.com:443,https,,text/html,GET,23.53.43.138,/,-124858428,23.37.226.82,Zipkin,532,False,,https://www.vrbo.com/,True,,,,
thailand.hotels.com,Access Denied,403,222,thailand.hotels.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:41:22Z,2023-07-25T12:41:21Z,CN=hotels.com,hotels.com,,zh.hotels.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ebb91af7c69e02c49898dc091895f7b,b49b27e0231e85ffea220234bca4fce71a2c155711ed441ccae6b44f3327ea20,,ctls,thailand.hotels.com,,443,https://thailand.hotels.com:443,https,AkamaiGHost,text/html,GET,23.210.116.25,/,-126354764,2a02:26f0:1700:383::277d,,10,False,,,True,,,,
thenextturn.expedia.com,The Next Turn - An Original Travel Series,200,93896,thenextturn.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-20T23:59:59Z,CN=*.thenextturn.expedia.com,*.thenextturn.expedia.com,,thenextturn.expedia.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0fad7e7054c65d348a96887af8ba143c,ff35710f2eec878f407cdd992f4c348aed49e930c1b4516dbfb64196b7070c2d,True,ctls,thenextturn.expedia.com,cloudfront,443,https://thenextturn.expedia.com:443,https,CloudFront,text/html,GET,13.225.78.41,/,-126415705,2600:9000:21f3:ba00:a:b3c0:af80:93a1,webpack,269,False,True,,,,,,
thepalmbeaches.hotels.com,The Palm Beaches,200,17393,www.thepalmbeaches.hotels.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-13T10:13:14Z,2023-07-12T10:13:13Z,CN=www.thepalmbeaches.hotels.com,www.thepalmbeaches.hotels.com,,www.thepalmbeaches.hotels.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8ac6ea26d2749dd977f47a7016c3fc16,a6b5bc46ae7d8bb69560dc97a7d41344a4fafd1701b311439dba4eced4d3045a,,ctls,www.thepalmbeaches.hotels.com,,443,https://thepalmbeaches.hotels.com:443,https,,text/html,GET,54.194.170.100,/,1602764457,34.251.201.224,Webflow,181,False,,https://www.thepalmbeaches.hotels.com/,,,,,
thingstodo.expedia.com,Bot or Not?,429,223156,www.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-08-18T23:59:59Z,"CN=www.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",www.expedia.com,"Expedia Group, Inc.",apim.int-stage.expedia.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f906bc90afd57b3f933e6a231a0a1e4,0bf92a21a90b39fb8ff5b37a1a776dcafce31a2eab895929dab79d2a71b38158,,ctls,www.expedia.com,,80,http://thingstodo.expedia.com:80,http,istio-envoy,text/html,GET,78.141.207.61,/,-1944786531,78.141.207.61,Zipkin,42,False,,https://www.expedia.com/Activities,,,,,
thumbnails.expedia.com,,410,121,thumbnails.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",*.expedia.com,"Expedia Group, Inc.",expedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,871129a167111aa920e2c4facf176ae4,71254c06b2c598503dd7e44265197d57be0b0c4f9f9a1270401981a14e9c933b,True,ctls,thumbnails.expedia.com,,443,https://thumbnails.expedia.com:443,https,,text/html,GET,184.30.128.133,/,-1320492133,184.30.128.133,,4,False,,,,,,,
tiaabankvoices-com.outovc.cruiseshipcenters.com,Bot or Not?,429,345646,www.expediacruises.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-16T00:00:00Z,2023-08-18T23:59:59Z,"CN=www.cruiseshipcenters.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",www.cruiseshipcenters.com,"Expedia Group, Inc.",www.joinexpediacruises.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8a3673ebe0be54ab66cefd31d6298366,6d17f2d323e8ba6f71e8228915b0ceeaa41adce6b9c6a8cfc6b9838c511524a1,True,ctls,www.expediacruises.com,,443,https://tiaabankvoices-com.outovc.cruiseshipcenters.com:443,https,istio-envoy,text/html,GET,2.20.208.134,/,-1084255625,2.20.208.134,Zipkin,182,False,,https://www.expediacruises.com/en-us/,True,,,,
tmcdn.homeaway.com,,400,11,tmcdn.homeaway.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-20T22:42:59Z,2024-01-15T22:42:59Z,"CN=tmcdn.homeaway.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",tmcdn.homeaway.com,"Expedia, Inc.",tmcdn.homeaway.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c271eaeb677013955455ec8ae40aa5e2,d844bc3518244a1e08356bcadf220ee6a14dd5a1afaf7c807da880ce0f91f991,,ctls,tmcdn.homeaway.com,,443,https://tmcdn.homeaway.com:443,https,Apache,text/html,GET,185.32.241.65,/,-1840324437,185.32.241.65,HSTS,1,False,,,,,,,
toolkit.homeaway.com,"Vrbo | Book your vacation rentals: beach houses, cabins, condos & more",200,422381,www.vrbo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,www.vrbo.com,,443,https://toolkit.homeaway.com:443,https,,text/html,GET,2.23.209.192,/,-124858428,2.23.209.154,Zipkin,532,False,,https://www.vrbo.com/,True,,,,
toolkit.vrbo.com,"Vrbo | Book your vacation rentals: beach houses, cabins, condos & more",200,273920,www.vrbo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,www.vrbo.com,,443,https://toolkit.vrbo.com:443,https,,text/html,GET,23.11.206.32,/,-124858428,23.11.206.9,Zipkin,364,False,,https://www.vrbo.com/,True,,,,
tracking.homeaway.com,,503,62,,,,,,,,,,,,,,,,,,,,,80,http://tracking.homeaway.com:80,http,,,GET,199.247.90.13,/,107704025,199.247.90.13,,1,False,,,,,,,
travel.ca.hotels.com,Customer Service Portal,200,51627,service.hotels.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:41:22Z,2023-07-25T12:41:21Z,CN=hotels.com,hotels.com,,zh.hotels.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ebb91af7c69e02c49898dc091895f7b,b49b27e0231e85ffea220234bca4fce71a2c155711ed441ccae6b44f3327ea20,,ctls,service.hotels.com,,443,https://travel.ca.hotels.com:443,https,none,text/html,GET,2.23.196.191,/,1230758039,2.23.196.191,Zipkin,1,False,,https://service.hotels.com/en-ca/,,,,,
travel.expedia.com,Invalid URL,400,208,travel.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-05T00:00:00Z,2023-09-08T23:59:59Z,"CN=www.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",www.expedia.com,"Expedia Group, Inc.",cruise.expedia-aarp.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a22d303419d39d7f3d93688097504623,b169a57e9c0af976a407b9c9cd61c8abaee606a43ef6dd63c1170cac62fd820c,,ctls,travel.expedia.com,,443,https://travel.expedia.com:443,https,AkamaiGHost,text/html,GET,23.52.48.128,/,643251048,23.52.48.128,,8,False,,,True,,,,
travel.fr.hotels.com,Portail du service clients,200,54680,service.hotels.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:41:22Z,2023-07-25T12:41:21Z,CN=hotels.com,hotels.com,,zh.hotels.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ebb91af7c69e02c49898dc091895f7b,b49b27e0231e85ffea220234bca4fce71a2c155711ed441ccae6b44f3327ea20,,ctls,service.hotels.com,,443,https://travel.fr.hotels.com:443,https,none,text/html,GET,23.3.109.70,/,425829143,23.3.109.70,Zipkin,1,False,,https://service.hotels.com/fr-fr/,,,,,
travel.no.hotels.com,Kundeserviceportal,200,45527,service.hotels.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:41:22Z,2023-07-25T12:41:21Z,CN=hotels.com,hotels.com,,zh.hotels.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ebb91af7c69e02c49898dc091895f7b,b49b27e0231e85ffea220234bca4fce71a2c155711ed441ccae6b44f3327ea20,,ctls,service.hotels.com,,443,https://travel.no.hotels.com:443,https,none,text/html,GET,23.3.109.70,/,1268280720,23.3.109.70,Zipkin,1,False,,https://service.hotels.com/no-no/,,,,,
travel.se.hotels.com,Kundtjänstportal,200,51581,service.hotels.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:41:22Z,2023-07-25T12:41:21Z,CN=hotels.com,hotels.com,,zh.hotels.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ebb91af7c69e02c49898dc091895f7b,b49b27e0231e85ffea220234bca4fce71a2c155711ed441ccae6b44f3327ea20,,ctls,service.hotels.com,,443,https://travel.se.hotels.com:443,https,none,text/html,GET,23.3.109.70,/,-913307777,23.3.109.70,Zipkin,1,False,,https://service.hotels.com/sv-se/,,,,,
travel.stayz.com.au,Bot or Not?,429,345313,www.stayz.com.au,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,www.stayz.com.au,,443,https://travel.stayz.com.au:443,https,istio-envoy,text/html,GET,2.23.209.154,/,-778741925,2.23.209.192,Zipkin,182,False,,https://www.stayz.com.au/,,,,,
