new,host,a,soa,status_code,cdn,cdn-name,ns,aaaa,cname,mx,txt,caa,has_internal_ips,internal_ips
,twist.com,"18.244.102.86, 18.244.102.93, 18.244.102.66, 18.244.102.78, 205.251.194.154","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1217.awsdns-24.org, ns-440.awsdns-55.com, ns-666.awsdns-19.net, ns-1768.awsdns-29.co.uk",2607:f8b0:4023:c0b::1b,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com, alt2.aspmx.l.google.com","google-site-verification=nrDaavOyLkv_gXf66gA7cIVbmFU0-2tG5gvD0aW4YkQ, google-site-verification=EYZ_tc1E03C1OqGT2pzRHbl7UDZm3_WNbZEf8ohXY0k, v=spf1 include:u4879975.wl226.sendgrid.net include:_spf.google.com include:mail.zendesk.com -all","mailto:aws.ops@doist.com, letsencrypt.org, amazon.com",,
,twist.todoist.com,"143.204.89.96, 143.204.89.53, 143.204.89.92, 143.204.89.85","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net, ns-1046.awsdns-02.org","2600:9000:2156:9400:1d:b016:1bc0:93a1, 2600:9000:2156:9800:1d:b016:1bc0:93a1, 2600:9000:2156:2200:1d:b016:1bc0:93a1, 2600:9000:2156:4a00:1d:b016:1bc0:93a1, 2600:9000:2156:3000:1d:b016:1bc0:93a1, 2600:9000:2156:2c00:1d:b016:1bc0:93a1, 2600:9000:2156:7600:1d:b016:1bc0:93a1, 2600:9000:2156:3c00:1d:b016:1bc0:93a1",todoist.com,"aspmx3.googlemail.com, aspmx2.googlemail.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com","v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all, google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b","mailto:aws.ops@doist.com, amazon.com",,
,uploads-users-container.img5.twist.com,"13.224.189.119, 13.224.189.25, 13.224.189.113, 13.224.189.6","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,uploadsacceptatiestoragemx.img5.twist.com,"13.32.208.14, 13.32.208.57, 13.32.208.103, 13.32.208.124","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,ush.img5.twist.com,"13.32.208.124, 13.32.208.57, 13.32.208.14, 13.32.208.103","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,vivalinda.img5.twist.com,"13.249.9.40, 13.249.9.53, 13.249.9.127, 13.249.9.89","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,web-upload.twist.com,"52.70.1.112, 54.89.50.247, 52.201.31.225, 3.234.98.234, 3.208.36.67, 18.233.185.77","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,webbm2.img5.twist.com,"13.249.9.127, 13.249.9.89, 13.249.9.40, 13.249.9.53","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,wikiwiki-aws-downloadspostgresmx.img5.twist.com,"18.172.153.118, 18.172.153.52, 18.172.153.53, 18.172.153.42","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,win.todoist.com,"108.157.214.97, 108.157.214.15, 108.157.214.2, 108.157.214.100","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net","2600:9000:2156:d800:1d:b016:1bc0:93a1, 2600:9000:2156:d000:1d:b016:1bc0:93a1, 2600:9000:2156:e800:1d:b016:1bc0:93a1, 2600:9000:2156:b800:1d:b016:1bc0:93a1, 2600:9000:2156:b000:1d:b016:1bc0:93a1, 2600:9000:2156:4800:1d:b016:1bc0:93a1, 2600:9000:2156:8e00:1d:b016:1bc0:93a1, 2600:9000:2156:8600:1d:b016:1bc0:93a1",todoist.com,"aspmx3.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
,win10.todoist.com,"108.157.214.97, 108.157.214.100, 108.157.214.2, 108.157.214.15","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net, ns-1046.awsdns-02.org","2600:9000:2334:b400:1d:b016:1bc0:93a1, 2600:9000:2334:e400:1d:b016:1bc0:93a1, 2600:9000:2334:5e00:1d:b016:1bc0:93a1, 2600:9000:2334:a00:1d:b016:1bc0:93a1, 2600:9000:2334:1a00:1d:b016:1bc0:93a1, 2600:9000:2334:c800:1d:b016:1bc0:93a1, 2600:9000:2334:da00:1d:b016:1bc0:93a1, 2600:9000:2334:6600:1d:b016:1bc0:93a1",todoist.com,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all, google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0","mailto:aws.ops@doist.com, amazon.com",,
,ws.todoist.com,,"ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net","2600:9000:2113:4a00:1d:b016:1bc0:93a1, 2600:9000:2113:b000:1d:b016:1bc0:93a1, 2600:9000:2113:8200:1d:b016:1bc0:93a1, 2600:9000:2113:0:1d:b016:1bc0:93a1, 2600:9000:2113:ac00:1d:b016:1bc0:93a1, 2600:9000:2113:3400:1d:b016:1bc0:93a1, 2600:9000:2113:9800:1d:b016:1bc0:93a1, 2600:9000:2113:3c00:1d:b016:1bc0:93a1",todoist.com,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
,www.boomer.twist.com,"13.224.189.25, 13.224.189.113, 13.224.189.119, 13.224.189.6","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1217.awsdns-24.org, ns-1768.awsdns-29.co.uk, ns-440.awsdns-55.com, ns-666.awsdns-19.net",,,,,,,
,www.text.twist.com,"108.157.4.38, 108.157.4.73, 108.157.4.101, 108.157.4.22","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,www.todoist.com,"143.204.89.85, 143.204.89.96, 143.204.89.53, 143.204.89.92","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net","2600:9000:2156:6a00:1d:b016:1bc0:93a1, 2600:9000:2156:4000:1d:b016:1bc0:93a1, 2600:9000:2156:4600:1d:b016:1bc0:93a1, 2600:9000:2156:3a00:1d:b016:1bc0:93a1, 2600:9000:2156:dc00:1d:b016:1bc0:93a1, 2600:9000:2156:d200:1d:b016:1bc0:93a1, 2600:9000:2156:5800:1d:b016:1bc0:93a1, 2600:9000:2156:2600:1d:b016:1bc0:93a1",todoist.com,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
,www.twist.com,"13.224.189.119, 13.224.189.113, 13.224.189.25, 13.224.189.6","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,www.twistedlensphotography.twist.com,"18.244.102.78, 18.244.102.86, 18.244.102.93, 18.244.102.66","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,xtest.todoist.com,"143.204.89.92, 143.204.89.96, 143.204.89.53, 143.204.89.85","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1799.awsdns-32.co.uk, ns-158.awsdns-19.com, ns-938.awsdns-53.net, ns-1046.awsdns-02.org","2600:9000:2156:e600:1d:b016:1bc0:93a1, 2600:9000:2156:2c00:1d:b016:1bc0:93a1, 2600:9000:2156:9400:1d:b016:1bc0:93a1, 2600:9000:2156:cc00:1d:b016:1bc0:93a1, 2600:9000:2156:5200:1d:b016:1bc0:93a1, 2600:9000:2156:9000:1d:b016:1bc0:93a1, 2600:9000:2156:fa00:1d:b016:1bc0:93a1, 2600:9000:2156:2600:1d:b016:1bc0:93a1",todoist.com,"alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com","google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all, google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0","mailto:aws.ops@doist.com, amazon.com",,
,zendesk-login.todoist.com,"143.204.89.53, 143.204.89.96, 143.204.89.92, 143.204.89.85","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-158.awsdns-19.com, ns-938.awsdns-53.net, ns-1046.awsdns-02.org, ns-1799.awsdns-32.co.uk","2600:9000:2156:6200:1d:b016:1bc0:93a1, 2600:9000:2156:f600:1d:b016:1bc0:93a1, 2600:9000:2156:de00:1d:b016:1bc0:93a1, 2600:9000:2156:1e00:1d:b016:1bc0:93a1, 2600:9000:2156:400:1d:b016:1bc0:93a1, 2600:9000:2156:9a00:1d:b016:1bc0:93a1, 2600:9000:2156:6e00:1d:b016:1bc0:93a1, 2600:9000:2156:b000:1d:b016:1bc0:93a1",todoist.com,"aspmx3.googlemail.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx.l.google.com, aspmx2.googlemail.com","stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","amazon.com, mailto:aws.ops@doist.com",,
,zendesk1.todoist.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,mail1.zendesk.com,,,,,
,zendesk1.twist.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,mail1.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk2.todoist.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,mail2.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk2.twist.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,mail2.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk3.todoist.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,mail3.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk3.twist.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,mail3.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk4.todoist.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,mail4.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk4.twist.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,mail4.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zhcn.todoist.com,"143.204.231.32, 143.204.231.69, 143.204.231.58, 143.204.231.67","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net, ns-1046.awsdns-02.org, ns-158.awsdns-19.com","2600:9000:2113:2600:1d:b016:1bc0:93a1, 2600:9000:2113:c600:1d:b016:1bc0:93a1, 2600:9000:2113:3c00:1d:b016:1bc0:93a1, 2600:9000:2113:4800:1d:b016:1bc0:93a1, 2600:9000:2113:5e00:1d:b016:1bc0:93a1, 2600:9000:2113:a000:1d:b016:1bc0:93a1, 2600:9000:2113:2800:1d:b016:1bc0:93a1, 2600:9000:2113:1a00:1d:b016:1bc0:93a1",todoist.com,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
,zhtw.todoist.com,"143.204.231.32, 143.204.231.67, 143.204.231.69, 143.204.231.58","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net","2600:9000:2156:bc00:1d:b016:1bc0:93a1, 2600:9000:2156:8000:1d:b016:1bc0:93a1, 2600:9000:2156:3800:1d:b016:1bc0:93a1, 2600:9000:2156:b800:1d:b016:1bc0:93a1, 2600:9000:2156:1400:1d:b016:1bc0:93a1, 2600:9000:2156:8c00:1d:b016:1bc0:93a1, 2600:9000:2156:ee00:1d:b016:1bc0:93a1, 2600:9000:2156:1c00:1d:b016:1bc0:93a1",todoist.com,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
