new,host,a,aaaa,soa,status_code,ns,cname,txt,cdn,cdn-name,caa,mx
[x],slaas.ngrok.com,,,,NOERROR,,,,,,,
[x],slaneyprecision.ngrok.io,3.14.182.203,,,NOERROR,,,,,,,
[x],smartaquariumsystem.com.ngrok.io,3.13.191.225,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],smartrak.ngrok.io,3.134.125.175,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],sns.otodata.ngrok.dev,"18.192.31.165, 18.158.249.75, 3.125.223.134, 3.125.102.39, 3.125.209.94, 3.124.142.205","2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e01::6e:1","ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],socket.botmtesting.ngrok.app,"3.124.142.205, 3.125.209.94, 3.125.102.39, 18.158.249.75, 18.192.31.165, 3.125.223.134","2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e00::6e:0","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1446.awsdns-52.org, ns-1548.awsdns-01.co.uk, ns-422.awsdns-52.com, ns-743.awsdns-28.net",,,,,,
[x],socketdev.botmtesting.ngrok.app,"3.125.209.94, 3.124.142.205, 3.125.102.39, 18.192.31.165, 3.125.223.134, 18.158.249.75",,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1446.awsdns-52.org, ns-1548.awsdns-01.co.uk, ns-422.awsdns-52.com, ns-743.awsdns-28.net",,,,,,
[x],sofi.com.ngrok.app,"3.125.102.39, 18.158.249.75, 3.125.223.134, 18.192.31.165, 3.124.142.205, 3.125.209.94","2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e01::6e:1","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1446.awsdns-52.org, ns-1548.awsdns-01.co.uk, ns-422.awsdns-52.com, ns-743.awsdns-28.net",,,,,,
[x],square.pete.ngrok.io,3.134.125.175,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],squareup.com.block.ngrok.app,"18.192.31.165, 18.158.249.75, 3.124.142.205, 3.125.223.134, 3.125.209.94, 3.125.102.39","2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e02::6e:2","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],squareup.ngrok.app,"18.158.249.75, 3.125.102.39, 3.125.209.94, 3.124.142.205, 3.125.223.134, 18.192.31.165","2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ssgate.ngrok.io,3.134.125.175,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ssotest.eug.ngrok.io,3.17.7.232,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],star.sela-eli.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],static-web.ngrok.io,,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],statmage.ngrok.io,3.14.182.203,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],statoscar.ngrok.io,3.134.39.220,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],status-newaccess0-0-cgaanaemeaemea.ngrok.dev,"3.124.142.205, 3.125.102.39, 3.125.209.94, 3.125.223.134, 18.158.249.75, 18.192.31.165","2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:0","ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],status.ngrok.com,18.246.31.131,,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,bvsg7njflx8d.stspg-customer.com,,,,"globalsign.com;, letsencrypt.org",
[x],sthome.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],storetraffic.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],streams.gcdev-dbburgess.ngrok.io,3.22.30.40,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],sudolocal.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],supercloud.ge.ngrok.io,,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],synapse.one-touch.ngrok.io,3.17.7.232,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],system.imeicheck.ngrok.io,3.134.39.220,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],t-bletchley-2.3.ngrok.io,3.134.125.175,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],t.paperforce-app.ngrok.io,3.17.7.232,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],t.paperforce-server.ngrok.io,3.134.125.175,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],t1.dev.movalio.eu.ngrok.io,3.124.142.205,2a05:d014:21b:8e01::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tableau-dev-jwalters.ngrok.com,,,,NOERROR,,,,,,,
[x],talos.dev.ngrok.io,3.22.30.40,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tarik.bcdevs.com.ngrok.app,"3.124.142.205, 3.125.223.134, 3.125.102.39, 18.158.249.75, 18.192.31.165, 3.125.209.94","2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e01::6e:1","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],teams.szchat.ngrok.io,3.134.125.175,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],teamstab.ascertia.ngrok.io,3.134.125.175,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tefal.skeepers.ngrok.dev,"3.125.102.39, 3.125.209.94, 3.125.223.134, 18.192.31.165, 3.124.142.205, 18.158.249.75",,"ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tenant1.eu.ngrok.io,18.192.31.165,2a05:d014:21b:8e00::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],test.01.ngrok.io,3.22.30.40,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],test.agustin-local.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],test.api.maksyma.eu.ngrok.io,18.192.31.165,2a05:d014:21b:8e01::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],test.cs8803.ngrok.io,3.22.30.40,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],test.letustest.ngrok.io,3.17.7.232,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],test.niji.ngrok.app,"18.158.249.75, 3.125.223.134, 18.192.31.165, 3.125.102.39, 3.125.209.94, 3.124.142.205","2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e01::6e:4","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1446.awsdns-52.org, ns-1548.awsdns-01.co.uk, ns-422.awsdns-52.com, ns-743.awsdns-28.net",,,,,,
[x],test.niji.ngrok.dev,"3.17.7.232, 3.13.191.225, 3.134.125.175, 3.14.182.203, 3.22.30.40, 3.134.39.220",,"ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],test1.block2.ngrok.app,,"2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e02::6e:2","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1446.awsdns-52.org, ns-1548.awsdns-01.co.uk, ns-422.awsdns-52.com, ns-743.awsdns-28.net",,,,,,
[x],test1.block2.ngrok.dev,"3.125.209.94, 18.158.249.75, 3.125.223.134, 3.125.102.39, 3.124.142.205, 18.192.31.165","2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:0","ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],test1234.eu.ngrok.io,3.125.209.94,2a05:d014:21b:8e01::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],test2.test2.ngrok.io,3.17.7.232,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],test3.block2.ngrok.app,"18.158.249.75, 18.192.31.165, 3.124.142.205, 3.125.102.39, 3.125.209.94, 3.125.223.134","2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:1","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],test444.ngrok.io,3.134.125.175,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],testapplepay.ngrok.io,,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],testdummy1.squareup.ngrok.app,"3.124.142.205, 3.125.223.134, 18.192.31.165, 18.158.249.75, 3.125.102.39, 3.125.209.94","2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e02::6e:5","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],testmonday1-webhook.block.ngrok.app,"3.125.102.39, 3.125.223.134, 18.158.249.75, 18.192.31.165, 3.124.142.205, 3.125.209.94","2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e02::6e:5","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],testmonday2-webhook.block.ngrok.app,"3.124.142.205, 3.125.102.39, 3.125.223.134, 3.125.209.94, 18.158.249.75, 18.192.31.165","2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],testmonday4-webhook.block.ngrok.app,"18.158.249.75, 3.125.209.94, 3.124.142.205, 3.125.223.134, 3.125.102.39, 18.192.31.165","2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e01::6e:1","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],testmonday5-webhook.block.ngrok.app,"3.125.102.39, 3.125.209.94, 3.125.223.134, 18.158.249.75, 18.192.31.165, 3.124.142.205","2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],testwx.ngrok.io,3.22.30.40,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],thanhthai.block.ngrok.app,"18.158.249.75, 3.125.102.39, 3.125.209.94, 18.192.31.165, 3.125.223.134, 3.124.142.205","2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e00::6e:3","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],theme.brightedge.ngrok.com,,,,NOERROR,,,,,,,
[x],thesis.dat.hien.2023.ngrok.dev,"3.125.223.134, 3.125.102.39, 18.158.249.75, 3.124.142.205, 18.192.31.165, 3.125.209.94","2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5","ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tincloud.eu.ngrok.io,3.125.223.134,2a05:d014:21b:8e02::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tintinr.block.ngrok.app,"18.158.249.75, 3.125.223.134, 18.192.31.165, 3.125.209.94, 3.125.102.39, 3.124.142.205","2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tomita.ngrok.com,,,,NOERROR,,,,,,,
[x],tomlr.ngrok.io,3.22.30.40,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],tomlr2.ngrok.io,3.134.39.220,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tomlr3.ngrok.io,3.134.125.175,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tony.dev.ngrok.kitsilano.ngrok.io,3.134.125.175,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],topchat-danielw.sa.ngrok.dev,"3.125.209.94, 3.125.223.134, 3.125.102.39, 3.124.142.205, 18.158.249.75, 18.192.31.165",,"ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],toptees.ngrok.com,,,,NOERROR,,,,,,,
[x],tor210-308-pda.ngrok.io,3.22.30.40,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tor36-48-vzb.ngrok.dev,"3.125.223.134, 18.158.249.75, 3.124.142.205, 3.125.102.39, 3.125.209.94, 18.192.31.165",,"ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tp.approval.ngrok.dev,"18.192.31.165, 3.125.102.39, 3.125.223.134, 18.158.249.75, 3.124.142.205, 3.125.209.94","2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:3","ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],traefik.dhecking.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],traitify.dev2.ngrok.io,3.14.182.203,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],transverce.ngrok.io,3.13.191.225,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],travis.voice.outreach.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],trolem.ngrok.io,3.14.182.203,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],trolem2.ngrok.io,3.17.7.232,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],truc.slsy.eu.ngrok.io,3.124.142.205,2a05:d014:21b:8e01::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],truc2.slsy.eu.ngrok.io,3.125.209.94,2a05:d014:21b:8e00::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],trust.ngrok.com,77.83.142.191,2a09:8280:1:667:634a:5608:6788:3e70,,NOERROR,,"proxy-ssl.safebase.io, safebase-proxy.fly.dev",,,,,
[x],tunnel.ap.ngrok.com,,2406:da18:27f:c800::6e74:0,"ns-1552.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1191.awsdns-20.org, ns-1552.awsdns-02.co.uk, ns-299.awsdns-37.com, ns-985.awsdns-59.net",,,,,,
[x],tunnel.au.ngrok.com,3.104.168.138,2406:da1c:3b5:2500::6e74:0,"ns-1552.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tunnel.eu.ngrok.com,52.28.187.147,2a05:d014:21b:8e01::6e74:1,"ns-1552.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tunnel.in.ngrok.com,13.232.212.61,2406:da1a:e91:9300::6e74:0,"ns-1552.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tunnel.ngrok.com,3.122.29.226,2a05:d014:21b:8e02::6e74:2,"ns-1552.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tunnel.sa.ngrok.com,,2600:1f1e:4e5::6e74:0,"ns-1552.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],tvu.ngrok.com,,,,NOERROR,,,,,,,
[x],twilio.mael.clawmaster.eu.ngrok.io,3.124.142.205,2a05:d014:21b:8e01::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],twlo-livestreaming-local-5-2-19-10.ngrok.io,3.14.182.203,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],twlo-livestreaming-local-5-3-8-0.ngrok.io,3.14.182.203,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],typescript-api.docs.ngrok.com,,"2606:50c0:8000::153, 2606:50c0:8001::153, 2606:50c0:8002::153, 2606:50c0:8003::153","ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,ngrok.github.io,,,,"digicert.com, letsencrypt.org",
[x],uberweb.local.ngrok.io,3.13.191.225,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],uezo.ngrok.io,3.13.191.225,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],ui.cds.dev.crl.ngrok.io,3.134.125.175,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],ui.nhorne.au.ngrok.io,54.252.142.240,2406:da1c:3b5:2500::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],uj.joinryze.in.ngrok.io,3.6.98.232,2406:da1a:e91:9300::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ujwal.mac.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],uk.ruud2.eu.ngrok.io,3.125.209.94,2a05:d014:21b:8e02::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],uk.ruud3.eu.ngrok.io,18.158.249.75,2a05:d014:21b:8e01::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],universe.live.ngrok.io,3.17.7.232,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],updates.ngrok.com,"18.66.122.10, 18.66.122.33, 18.66.122.72, 18.66.122.95",,"ns-1552.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com"
[x],upsell-pixels.ngrok.io,3.13.191.225,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],upsell.ngrok.io,3.14.182.203,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],upstreem.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],us-east-1.id.instructure.ngrok.io,3.17.7.232,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],us.ngrok.dev,"3.125.209.94, 3.125.223.134, 18.158.249.75, 3.125.102.39, 3.124.142.205, 18.192.31.165","2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5","ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],user11.block2.ngrok.dev,"3.125.223.134, 18.158.249.75, 18.192.31.165, 3.125.102.39, 3.124.142.205, 3.125.209.94","2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e01::6e:1","ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
