input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,tech_,lines,failed,cdn,csp_domains_,webserver,tls_mismatched,tls_subject_org_,final_url,chain_status_codes_
hostmaster.console-staging.pingone.com,403 Forbidden,403,199,hostmaster.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,True,ctls,hostmaster.console-staging.pingone.com,,443,https://hostmaster.console-staging.pingone.com:443,https,text/html,GET,44.241.84.41,/,,HSTS,8,False,,,Apache,True,Ping Identity Corporation,,
hrs-qa2.ps.pingone.com,403 Forbidden,403,199,hrs-qa2.ps.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,True,ctls,hrs-qa2.ps.pingone.com,,443,https://hrs-qa2.ps.pingone.com:443,https,text/html,GET,3.17.229.99,/,,HSTS,8,False,,,Apache,True,Ping Identity Corporation,,
html5.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://html5.pingone.com:443,https,text/html,GET,52.11.201.206,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
httpbin.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://httpbin.pingone.com:443,https,text/html,GET,52.11.201.206,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
https://csp.ping-security.com/csp-reports,,403,42,csp.ping-security.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-02-15T23:59:59Z,CN=*.ping-security.com,*.ping-security.com,*.ping-security.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16f2e6f34b5630064e1fcf4cdf7cb746,127b5fda2c6f4a32d33e75be97053d186276ae3948093595ab3d3981592d3d1a,True,ctls,csp.ping-security.com,cloudfront,443,https://csp.ping-security.com:443/csp-reports,https,application/json,GET,52.222.236.17,/csp-reports,768769774,Amazon Web Services,1,False,True,,,,,,
huangguanwangqiupi-covideo-isus.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://huangguanwangqiupi-covideo-isus.pingone.com:443,https,text/html,GET,44.241.84.41,/,-780928015,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
hyannipi-covideo-isus.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://hyannipi-covideo-isus.pingone.com:443,https,text/html,GET,3.129.185.94,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
iam.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://iam.pingone.com:443,https,text/html,GET,44.241.84.41,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
images.console-staging.pingone.com,403 Forbidden,403,199,images.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,True,ctls,images.console-staging.pingone.com,,443,https://images.console-staging.pingone.com:443,https,text/html,GET,3.129.185.94,/,,HSTS,8,False,,,Apache,True,Ping Identity Corporation,,
img.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://img.pingone.com:443,https,text/html,GET,44.241.84.41,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
imperva.pingone.com,Submit Form,200,1516,sso.connect.pingidentity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=sso.connect.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",sso.connect.pingidentity.com,sso.connect.pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1215a578746e67c2cc6c701fa97c3d5d,5e10947d522805d19c470e09a425257e5b603cd99d43afffd946012f110264f5,,ctls,sso.connect.pingidentity.com,,443,https://imperva.pingone.com:443,https,text/html,GET,44.240.2.215,/,,HSTS,26,False,,,,,Ping Identity Corporation,https://sso.connect.pingidentity.com/sso/sp/initsso?saasid=d4c6830e-af0b-48a6-b846-d28ffc54d4a3&idpid=Imperva,200
inbound.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://inbound.pingone.com:443,https,text/html,GET,3.130.152.31,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
ip.console-staging.pingone.com,403 Forbidden,403,199,ip.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,True,ctls,ip.console-staging.pingone.com,,443,https://ip.console-staging.pingone.com:443,https,text/html,GET,3.129.185.94,/,,HSTS,8,False,,,Apache,True,Ping Identity Corporation,,
jgbhfisezwxchtmantivirus2.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://jgbhfisezwxchtmantivirus2.pingone.com:443,https,text/html,GET,52.11.201.206,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
job.console-staging.pingone.com,403 Forbidden,403,199,job.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,True,ctls,job.console-staging.pingone.com,,443,https://job.console-staging.pingone.com:443,https,text/html,GET,52.11.201.206,/,,HSTS,8,False,,,Apache,True,Ping Identity Corporation,,
job.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://job.pingone.com:443,https,text/html,GET,3.17.229.99,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
jobs.api-staging.pingone.com,403 Forbidden,403,199,jobs.api-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,True,ctls,jobs.api-staging.pingone.com,,443,https://jobs.api-staging.pingone.com:443,https,text/html,GET,3.130.152.31,/,,HSTS,8,False,,,Apache,True,Ping Identity Corporation,,
knowledgemanagement.console-staging.pingone.com,403 Forbidden,403,199,knowledgemanagement.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,True,ctls,knowledgemanagement.console-staging.pingone.com,,80,http://knowledgemanagement.console-staging.pingone.com:80,http,text/html,GET,44.240.2.215,/,,HSTS,8,False,,,Apache,True,Ping Identity Corporation,https://knowledgemanagement.console-staging.pingone.com/,403
koreaichiba-jp.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://koreaichiba-jp.pingone.com:443,https,text/html,GET,44.240.2.215,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
ks-invoice-api.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://ks-invoice-api.pingone.com:443,https,text/html,GET,3.129.185.94,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
ks-limits-api.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://ks-limits-api.pingone.com:443,https,text/html,GET,52.11.201.206,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
ks-order-api.console-staging.pingone.com,403 Forbidden,403,199,ks-order-api.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,True,ctls,ks-order-api.console-staging.pingone.com,,80,http://ks-order-api.console-staging.pingone.com:80,http,text/html,GET,3.129.185.94,/,,HSTS,8,False,,,Apache,True,Ping Identity Corporation,https://ks-order-api.console-staging.pingone.com/,403
ks-order-api.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://ks-order-api.pingone.com:443,https,text/html,GET,44.241.84.41,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
ks-program-api.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://ks-program-api.pingone.com:443,https,text/html,GET,52.11.201.206,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
ks-vendingtransactions-mq0.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://ks-vendingtransactions-mq0.pingone.com:443,https,text/html,GET,3.129.185.94,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
ks-vendingtransactions-mq1.console-staging.pingone.com,403 Forbidden,403,199,ks-vendingtransactions-mq1.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,True,ctls,ks-vendingtransactions-mq1.console-staging.pingone.com,,443,https://ks-vendingtransactions-mq1.console-staging.pingone.com:443,https,text/html,GET,3.129.185.94,/,,HSTS,8,False,,,Apache,True,Ping Identity Corporation,,
ks-vendingtransactions-mq1.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://ks-vendingtransactions-mq1.pingone.com:443,https,text/html,GET,3.17.229.99,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
ks-vendingtransactions-mq2.api-staging.pingone.com,403 Forbidden,403,199,ks-vendingtransactions-mq2.api-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,True,ctls,ks-vendingtransactions-mq2.api-staging.pingone.com,,443,https://ks-vendingtransactions-mq2.api-staging.pingone.com:443,https,text/html,GET,52.11.201.206,/,,HSTS,8,False,,,Apache,True,Ping Identity Corporation,,
ks-vendingtransactions-mq2.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://ks-vendingtransactions-mq2.pingone.com:443,https,text/html,GET,3.129.185.94,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
ks-vendingtransactions-mq3.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://ks-vendingtransactions-mq3.pingone.com:443,https,text/html,GET,44.240.2.215,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
ks-vendingtransactions-mq4.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://ks-vendingtransactions-mq4.pingone.com:443,https,text/html,GET,3.129.185.94,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
ktop.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,643185,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,True,ctls,www.pingidentity.com,,443,https://ktop.pingone.com:443,https,text/html,GET,3.129.185.94,/,,Java,32,False,,,,,Ping Identity Corporation,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html,200
