new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,mx,txt,caa
[x],f273b646-2a74-43c2-9de4-325aee4a4be5.edge1.pingone.com,"18.64.141.77, 18.64.141.46, 18.64.141.79, 18.64.141.26","2600:9000:223c:e600:12:c85d:55c0:93a1, 2600:9000:223c:5000:12:c85d:55c0:93a1, 2600:9000:223c:b600:12:c85d:55c0:93a1, 2600:9000:223c:e00:12:c85d:55c0:93a1, 2600:9000:223c:7000:12:c85d:55c0:93a1, 2600:9000:223c:5a00:12:c85d:55c0:93a1, 2600:9000:223c:8600:12:c85d:55c0:93a1, 2600:9000:223c:c800:12:c85d:55c0:93a1",dlgetmf34ev6f.cloudfront.net,"ns-1427.awsdns-50.org, awsdns-hostmaster.amazon.com","ns-102.awsdns-12.com, ns-1427.awsdns-50.org, ns-1789.awsdns-31.co.uk, ns-815.awsdns-37.net",NOERROR,True,cloudfront,,,
[x],fad.localization.pingone.com,"3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],fra-routingsvc.pingone.com,"44.240.2.215, 3.129.185.94, 52.11.201.206, 3.17.229.99, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],fw.console-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],gac-rds-external-readonly-preprod.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],gcom-product-find-qa.pingone.com,"44.240.2.215, 3.129.185.94, 3.17.229.99, 44.241.84.41, 3.130.152.31, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],gicona.virus0316.pingone.com,"3.129.185.94, 3.17.229.99, 44.241.84.41, 52.11.201.206, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],gitlab.pingone.com,"3.130.152.31, 44.241.84.41, 44.240.2.215, 3.129.185.94, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],gui.pingone.com,"52.11.201.206, 44.241.84.41, 3.130.152.31, 3.17.229.99, 3.129.185.94, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],gw.console-staging.pingone.com,"44.241.84.41, 3.130.152.31, 3.17.229.99, 44.240.2.215, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],gws-qa.pingone.com,"44.241.84.41, 3.130.152.31, 52.11.201.206, 3.17.229.99, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],gws.apps-staging.pingone.com,"3.129.185.94, 3.130.152.31, 52.11.201.206, 3.17.229.99, 44.241.84.41, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],home.pingone.com,"3.129.185.94, 52.11.201.206, 3.17.229.99, 3.130.152.31, 44.241.84.41, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],hostmaster.console-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],hrs-qa2.ps.pingone.com,"3.130.152.31, 52.11.201.206, 44.241.84.41, 3.129.185.94, 3.17.229.99, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],html5.pingone.com,"3.17.229.99, 44.241.84.41, 3.130.152.31, 44.240.2.215, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],httpbin.pingone.com,"52.11.201.206, 44.240.2.215, 3.129.185.94, 3.130.152.31, 44.241.84.41, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],huangguanwangqiupi-covideo-isus.pingone.com,"3.129.185.94, 52.11.201.206, 44.241.84.41, 3.130.152.31, 44.240.2.215, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],hyannipi-covideo-isus.pingone.com,"3.129.185.94, 44.240.2.215, 3.17.229.99, 44.241.84.41, 52.11.201.206, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],iam.pingone.com,"44.240.2.215, 52.11.201.206, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],idaas.pingone.com,"205.251.193.185, 205.251.194.214, 205.251.197.10",,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com","ns-1290.awsdns-33.org, ns-441.awsdns-55.com, ns-726.awsdns-26.net",NOERROR,,,,,
[x],images.console-staging.pingone.com,"3.129.185.94, 44.241.84.41, 3.17.229.99, 52.11.201.206, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],img.pingone.com,"3.17.229.99, 3.130.152.31, 3.129.185.94, 52.11.201.206, 44.241.84.41, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],imperva.pingone.com,52.11.201.206,,redirects.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],inbound.pingone.com,"44.240.2.215, 3.17.229.99, 3.129.185.94, 44.241.84.41, 3.130.152.31, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ip.console-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],jgbhfisezwxchtmantivirus2.pingone.com,"3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],job.console-staging.pingone.com,"44.241.84.41, 3.17.229.99, 3.129.185.94, 44.240.2.215, 52.11.201.206, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],job.pingone.com,"3.130.152.31, 44.241.84.41, 3.129.185.94, 44.240.2.215, 3.17.229.99, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],jobs.api-staging.pingone.com,"3.130.152.31, 52.11.201.206, 3.129.185.94, 44.241.84.41, 3.17.229.99, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],knowledgemanagement.console-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],koreaichiba-jp.pingone.com,"3.17.229.99, 44.241.84.41, 44.240.2.215, 3.130.152.31, 52.11.201.206, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],ks-invoice-api.pingone.com,"3.17.229.99, 44.241.84.41, 52.11.201.206, 44.240.2.215, 3.129.185.94, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ks-limits-api.pingone.com,"3.130.152.31, 3.129.185.94, 44.241.84.41, 52.11.201.206, 3.17.229.99, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ks-order-api.console-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ks-order-api.pingone.com,"52.11.201.206, 3.17.229.99, 3.130.152.31, 44.241.84.41, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ks-program-api.pingone.com,"3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ks-vendingtransactions-mq0.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ks-vendingtransactions-mq1.console-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ks-vendingtransactions-mq1.pingone.com,"3.17.229.99, 44.240.2.215, 44.241.84.41, 3.129.185.94, 3.130.152.31, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ks-vendingtransactions-mq2.api-staging.pingone.com,"44.240.2.215, 52.11.201.206, 3.129.185.94, 3.130.152.31, 3.17.229.99, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],ks-vendingtransactions-mq2.pingone.com,"3.129.185.94, 3.17.229.99, 3.130.152.31, 44.241.84.41, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ks-vendingtransactions-mq3.pingone.com,"3.129.185.94, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ks-vendingtransactions-mq4.pingone.com,"44.240.2.215, 3.17.229.99, 52.11.201.206, 3.129.185.94, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ktop.pingone.com,"44.240.2.215, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],line.pingone.com,"44.240.2.215, 3.130.152.31, 52.11.201.206, 3.17.229.99, 3.129.185.94, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],liveupdate.pingone.com,"52.11.201.206, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],local-desktop.pingone.com,"3.129.185.94, 3.17.229.99, 44.241.84.41, 3.130.152.31, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],localhost.apps-staging.pingone.com,"3.130.152.31, 3.17.229.99, 3.129.185.94, 52.11.201.206, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],logi.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],login-lb-den-shard01.pingone.com,"52.11.201.206, 44.240.2.215, 3.129.185.94, 3.17.229.99, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],login.api-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],login.pingone.com,52.26.205.210,,cididp.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],m.api-staging.pingone.com,"3.130.152.31, 3.17.229.99, 44.241.84.41, 44.240.2.215, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],m.pingone.com,"44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mab.pingone.com,"3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mail.pingone.com,"44.241.84.41, 3.130.152.31, 3.129.185.94, 3.17.229.99, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mail1.pingone.com,"3.129.185.94, 44.240.2.215, 3.17.229.99, 52.11.201.206, 44.241.84.41, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mail2.pingone.com,"52.11.201.206, 3.129.185.94, 44.240.2.215, 3.17.229.99, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mailin2.pingone.com,"3.17.229.99, 44.240.2.215, 3.130.152.31, 3.129.185.94, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mateozeas.pingone.com,"44.240.2.215, 3.17.229.99, 52.11.201.206, 3.129.185.94, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mdm.pingone.com,"3.129.185.94, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],media.api-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],media.pingone.com,"3.130.152.31, 44.240.2.215, 3.17.229.99, 52.11.201.206, 44.241.84.41, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ml.api-staging.pingone.com,"52.11.201.206, 3.17.229.99, 44.241.84.41, 44.240.2.215, 3.129.185.94, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ml.pingone.com,"3.129.185.94, 44.241.84.41, 44.240.2.215, 3.17.229.99, 52.11.201.206, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mobile-rest.api-staging.pingone.com,"3.17.229.99, 3.130.152.31, 44.240.2.215, 52.11.201.206, 44.241.84.41, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mobile.pingone.com,"3.129.185.94, 3.17.229.99, 52.11.201.206, 44.241.84.41, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],moneocovid19.sa.pingone.com,"44.240.2.215, 52.11.201.206, 3.17.229.99, 3.129.185.94, 44.241.84.41, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mongodb.pingone.com,"3.17.229.99, 3.129.185.94, 52.11.201.206, 44.240.2.215, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mssql.apps-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mssql.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mta-sts.apps-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mx.console-staging.pingone.com,"44.240.2.215, 3.130.152.31, 52.11.201.206, 44.241.84.41, 3.17.229.99, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mx01.pingone.com,"44.241.84.41, 52.11.201.206, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mx1.api-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mx1.pingone.com,"44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mx2.pingone.com,"52.11.201.206, 3.129.185.94, 3.17.229.99, 3.130.152.31, 44.241.84.41, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mx7.pingone.com,"3.129.185.94, 52.11.201.206, 44.240.2.215, 3.17.229.99, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],myapps.pingone.com,"52.11.201.206, 3.17.229.99, 44.240.2.215, 3.129.185.94, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],mysql.pingone.com,"44.240.2.215, 52.11.201.206, 44.241.84.41, 3.17.229.99, 3.130.152.31, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],na110406.pingone.com,,,d2o2jhjoopk93i.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,
[x],ncnd.pingone.com,"52.11.201.206, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ncov.html5.pingone.com,"52.11.201.206, 44.240.2.215, 3.130.152.31, 44.241.84.41, 3.17.229.99, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],new.apps-staging.pingone.com,"3.129.185.94, 52.11.201.206, 3.130.152.31, 44.241.84.41, 3.17.229.99, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],nginx-newest1.pingone.com,"3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],non-prod.api-staging.pingone.com,"44.240.2.215, 3.17.229.99, 44.241.84.41, 52.11.201.206, 3.130.152.31, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],non-prod.console-staging.pingone.com,"3.129.185.94, 44.240.2.215, 52.11.201.206, 3.17.229.99, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],non-prod.pingone.com,"3.130.152.31, 3.17.229.99, 44.241.84.41, 52.11.201.206, 3.129.185.94, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ns1.pingone.com,"44.241.84.41, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ns2.pingone.com,"3.17.229.99, 44.241.84.41, 3.129.185.94, 52.11.201.206, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ns3.api-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ns3.pingone.com,"52.11.201.206, 3.130.152.31, 3.129.185.94, 3.17.229.99, 44.241.84.41, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ns4.pingone.com,"3.129.185.94, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],nticator.pingone.com,"3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],o365-lb-den-shard01.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],oa.pingone.com,"3.130.152.31, 3.129.185.94, 52.11.201.206, 44.240.2.215, 3.17.229.99, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],oauth.pingone.com,3.133.2.43,,ocs.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ocs.ort-idaas.pingone.com,3.133.16.0,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ocs.test-idaas.pingone.com,3.23.117.100,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],office.api-staging.pingone.com,"3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],office.pingone.com,"44.241.84.41, 3.130.152.31, 3.129.185.94, 3.17.229.99, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ohi-routingsvc.pingone.com,3.132.253.40,,routingsvc-ohi.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],okta.pingone.com,"3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],old.pingone.com,"3.129.185.94, 44.241.84.41, 44.240.2.215, 3.17.229.99, 52.11.201.206, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ops.pingone.com,"13.32.121.36, 13.32.121.33, 13.32.121.89, 13.32.121.24","2600:9000:236e:600:2:5c5c:39c0:93a1, 2600:9000:236e:f200:2:5c5c:39c0:93a1, 2600:9000:2240:5e00:2:5c5c:39c0:93a1, 2600:9000:2240:1600:2:5c5c:39c0:93a1, 2600:9000:236e:4a00:2:5c5c:39c0:93a1, 2600:9000:236e:2e00:2:5c5c:39c0:93a1, 2600:9000:2240:5200:2:5c5c:39c0:93a1, 2600:9000:236e:ea00:2:5c5c:39c0:93a1",d2if0a2a20l49z.cloudfront.net,"ns-1309.awsdns-35.org, awsdns-hostmaster.amazon.com","ns-1309.awsdns-35.org, ns-1709.awsdns-21.co.uk, ns-303.awsdns-37.com, ns-652.awsdns-17.net",NOERROR,True,cloudfront,,,
[x],ore-routingsvc.pingone.com,100.21.166.62,,routingsvc-ore.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],org.vaccine.line.pingone.com,"3.129.185.94, 52.11.201.206, 3.17.229.99, 44.240.2.215, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ort-admincoverqueen.pingone.com,"44.240.2.215, 3.130.152.31, 3.17.229.99, 3.129.185.94, 52.11.201.206, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ort-authenticator.pingone.com,3.132.141.107,,authall.ort-idaas.pingone.com,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ort-connect.pingidentity.covidman-us-east-1.pingone.com,"3.129.185.94, 3.17.229.99, 52.11.201.206, 44.241.84.41, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ort-desktop.pingone.com,18.217.232.227,,cdp.ort-idaas.pingone.com,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ort-idaas.pingone.com,"205.251.192.30, 205.251.194.105, 205.251.197.183",,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com","ns-617.awsdns-13.net, ns-30.awsdns-03.com, ns-1463.awsdns-54.org",NOERROR,,,,,
[x],ort-idaas.sas-reg-0175.sasg.pingone.com,"3.130.152.31, 52.11.201.206, 3.17.229.99, 3.129.185.94, 44.241.84.41, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ort-pidcapi.pingone.com,"3.129.185.94, 3.17.229.99, 44.240.2.215, 52.11.201.206, 44.241.84.41, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],outbound-11-191-237.usw2.aws.post.pinterest.covideo7.pingone.com,"3.130.152.31, 3.17.229.99, 44.240.2.215, 52.11.201.206, 44.241.84.41, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],outlook.apps-staging.pingone.com,"3.17.229.99, 3.130.152.31, 44.240.2.215, 52.11.201.206, 44.241.84.41, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],outlook.pingone.com,"3.129.185.94, 52.11.201.206, 3.17.229.99, 44.241.84.41, 44.240.2.215, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],owa.pingone.com,"44.241.84.41, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],p1as.pingone.com,"44.241.84.41, 3.129.185.94, 44.240.2.215, 52.11.201.206, 3.130.152.31, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],p1f-api-log.pingone.com,199.36.158.100,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],p1f-console-ort.pingone.com,"3.17.229.99, 44.241.84.41, 52.11.201.206, 3.129.185.94, 44.240.2.215, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
