new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,mx,txt,ns,has_internal_ips,internal_ips,caa
,micro-content-api.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,mirrorconfig.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,mirrorconfig.stage.twilio.com,,dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
,mirrorconfigstorebackups-www-test.cloud.tyk.io,"3.208.49.197, 54.88.196.71, 54.210.68.5, 54.210.191.147",web-ingress-527387518.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,mirrorconfigstorebackups-www-test.stage.twilio.com,"13.32.99.111, 13.32.99.92, 13.32.99.99, 13.32.99.43",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,mirrorconfigstorebackups-www-test.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,mirrorconfigstorebackups.sg-dev.seek.com,,wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:16e, 2606:4700::6812:6e",,,,,,
,mirrorconfigstorebackups.stage.twilio.com,"13.227.219.13, 13.227.219.113, 13.227.219.24, 13.227.219.81",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net, ns-111.awsdns-13.com",,,
,mirrorconfigstorebackups.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,mirrorconfigstorebackups.unified.seek.com,"104.18.22.53, 104.18.23.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,mobile.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,mobiletracking.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,momentsinmorocco.expedia.com,34.248.96.203,ec2-34-248-96-203.eu-west-1.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,"ns2.amzndns.org, ns1.amzndns.org, ns2.amzndns.co.uk, ns2.amzndns.com, ns2.amzndns.net, ns1.amzndns.net, ns1.amzndns.com, ns1.amzndns.co.uk",,,
,money-front-public.wallet.etoro.com,"104.17.230.30, 104.17.231.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,monip.orgcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,morocco.westernunion.com,"66.218.170.137, 66.218.160.137",,,NOERROR,,,,,,,,,
,mta.connect.etoro.com,161.71.35.213,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,mx.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,new.meri.edu.inmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,newprodconfigstatusen.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,news.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,no.pages.etoro.com,"104.18.35.149, 172.64.152.107","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,norovirus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,nwww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,oauth-front.wallet.etoro.com,"104.17.231.30, 104.17.230.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,oauth.wallet.etoro.com,"104.17.231.30, 104.17.230.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,oboauth.wallet.etoro.com,"104.17.231.30, 104.17.230.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,ocsp.int-x3.letsencrypt.orgcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,openbook.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,openbookmobile.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,opengraph.etoro.com,212.179.149.229,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,oroscopo.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,pages.etoro.com,"104.18.35.149, 172.64.152.107",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,pages2.etoro.com,"104.18.35.149, 172.64.152.107","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,pandemic0105.blog.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,parcelaspuconlagotinquilco.clmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,partners-help.etoro.com,34.255.115.245,"etoro.nanorep.co, eu1-1.nanorep.co","ns-124.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,pl.pages.etoro.com,"104.18.35.149, 172.64.152.107","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,pop3.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,preferences-prodcontroller-static-exchangedns.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,preferences-prodcontroller-static-exchangedns.websitebuilder.easyname.com,,,"nsi1.easyname.com, hostmaster.easyname.com",NOERROR,,,,,,,,,
,preferencespreprodcontainer-corporate.runbot108.odoo.com,141.95.203.16,runbot108.odoo.com,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,preferencespreprodcontainer-corporate.sg-dev.seek.com,"104.18.1.110, 104.18.0.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:16e, 2606:4700::6812:6e",,,,,,
,preferencespreprodcontainer-corporate.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,preferencespreprodcontainer-corporate.unified.seek.com,"104.18.22.53, 104.18.23.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,preprod.etoro.com,"104.18.35.149, 172.64.152.107",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,preprodcontainer-corporate.proxy.brave.com,"18.66.112.48, 18.66.112.126, 18.66.112.15, 18.66.112.82",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:223f:b800:b:dfaf:7b40:93a1, 2600:9000:223f:ca00:b:dfaf:7b40:93a1, 2600:9000:223f:1e00:b:dfaf:7b40:93a1, 2600:9000:223f:4800:b:dfaf:7b40:93a1, 2600:9000:223f:bc00:b:dfaf:7b40:93a1, 2600:9000:223f:8c00:b:dfaf:7b40:93a1, 2600:9000:223f:4e00:b:dfaf:7b40:93a1, 2600:9000:223f:9600:b:dfaf:7b40:93a1",,,"ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",,,
,preprodcontainer-corporate.sg-dev.seek.com,,wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,preprodcontainer-corporate.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,preprodcontainer-corporate.unified.seek.com,"104.18.22.53, 104.18.23.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,pricolproperty.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,privateerrorconnectstoragemx.events.dewarmsteweek.be,86.39.65.98,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,2a00:6ec0:101:1:0:98:0:1,,,,,,
,privateerrorconnectstoragemx.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,"ns3.dnsv5.com, ns4.dnsv5.com",,,
,privateerrorconnectstoragemx.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,privateerrorcontrollerlink-tunnel-mx.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,privateerrorcontrollerlink.stage.twilio.com,"108.138.51.94, 108.138.51.129, 108.138.51.77, 108.138.51.90, 205.251.196.197, 205.251.199.111",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-111.awsdns-13.com, ns-616.awsdns-13.net",,,
,privateerrorcontrollerlink.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,privateerrorcontrollerlink.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,prod-cfireblockswebhook.wallet.etoro.com,"104.17.230.30, 104.17.231.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,prod.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,prodconfig-researchbackups-www-test.events.dewarmsteweek.be,86.39.65.98,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,2a00:6ec0:101:1:0:98:0:1,,,,,,
,prodconfig-researchbackups-www-test.runbot108.odoo.com,,runbot108.odoo.com,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,prodconfig-researchbackups-www-test.stage.twilio.com,"13.32.99.111, 13.32.99.92, 13.32.99.99, 13.32.99.43",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,prodconfig-researchbackups-www-test.unified.seek.com,"104.18.22.53, 104.18.23.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,prodconfig-researchbackups-www-test.vellum-stg.sc-corp.net,35.190.22.64,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,prodconfig.events.dewarmsteweek.be,86.39.65.98,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,2a00:6ec0:101:1:0:98:0:1,,,,,,
,prodconfig.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:6e, 2606:4700::6812:16e",,,,,,
,prodconfig.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,prodconfig.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,prodconfig.wpengine.com,35.194.26.173,,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,,,
,prodconfluence-apps.otoplus.com,"96.16.54.185, 96.16.54.179","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:d200::6010:3651, 2a02:26f0:d200::6010:3641",,,,,,
,prodconfluence-secure-infomediaconfig-helpdesk.events.dewarmsteweek.be,86.39.65.98,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,2a00:6ec0:101:1:0:98:0:1,,,,,,
,prodconfluence-secure-infomediaconfig-helpdesk.stage.twilio.com,"18.160.18.36, 18.160.18.15, 18.160.18.31, 18.160.18.56, 205.251.192.111, 205.251.194.104, 205.251.196.197, 205.251.199.111",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-616.awsdns-13.net, ns-111.awsdns-13.com, ns-1903.awsdns-45.co.uk, ns-1221.awsdns-24.org",,,
,prodconfluence-secure-infomediaconfig-helpdesk.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,prodconfluence.production.curve.app,,d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2251:8a00:0:d856:9bc0:93a1, 2600:9000:2251:b000:0:d856:9bc0:93a1, 2600:9000:2251:4400:0:d856:9bc0:93a1, 2600:9000:2251:4a00:0:d856:9bc0:93a1, 2600:9000:2251:5e00:0:d856:9bc0:93a1, 2600:9000:2251:9800:0:d856:9bc0:93a1, 2600:9000:2251:4e00:0:d856:9bc0:93a1, 2600:9000:2251:b600:0:d856:9bc0:93a1",,,"ns-1846.awsdns-38.co.uk, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-688.awsdns-22.net",,,
,prodconfluence.stage.twilio.com,"18.160.18.56, 18.160.18.31, 18.160.18.15, 18.160.18.36, 205.251.192.111, 205.251.194.104, 205.251.196.197, 205.251.199.111",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-1221.awsdns-24.org, ns-111.awsdns-13.com, ns-616.awsdns-13.net, ns-1903.awsdns-45.co.uk",,,
,prodconfluence.websitebuilder.easyname.com,185.51.8.148,,"nsi1.easyname.com, hostmaster.easyname.com",NOERROR,,,,,,,,,
,prodconnector.au.equifax.com,216.46.123.1,,"ibloxgrid4.equifax.com, hostmaster.equifax.com, ibloxgrid11.equifax.com",NOERROR,,,,,,,,,
,prodconnector.equifax.com,165.183.168.36,,"ns0.equifax.com, hostmaster.equifax.com",NOERROR,,,,,,,,,
,prodcontroller-static-exchangedns.alpha.eff.org,,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",NOERROR,,,,,v=spf1 a -all,,,,
,prodcontroller-static-exchangedns.events.dewarmsteweek.be,86.39.65.98,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,2a00:6ec0:101:1:0:98:0:1,,,,,,
,prodcontroller-static-exchangedns.sg-dev.seek.com,"104.18.1.110, 104.18.0.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:16e, 2606:4700::6812:6e",,,,,,
,prodcontroller-static-exchangedns.stage.twilio.com,"13.32.99.43, 13.32.99.111, 13.32.99.92, 13.32.99.99",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net, ns-1221.awsdns-24.org",,,
,prodcontroller-static-exchangedns.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,prodcontroller.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:6e, 2606:4700::6812:16e",,,,,,
,prodcontroller.stage.twilio.com,"13.32.99.111, 13.32.99.92, 13.32.99.99, 13.32.99.43",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,prodcontroller.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,prodcopy.gcoblegacy1.rabobank.com,"13.107.237.45, 13.107.238.45","fd-legacy1-prodcopy.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, rba30r3b.msedge.net, bru30r3.msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net, ns1.msedge.net",NOERROR,,,"2620:1ec:48:1::45, 2620:1ec:29:1::45",,,,,,
,prodcopy.gcoblegacy2.rabobank.com,104.212.67.86,"fd-legacy2-prodcopy.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, mil30r3.msedge.net, tlv30r3a.msedge.net, fra31r3a.msedge.net, part-0017.t-0009.fdv2-t-msedge.net, par02r3a.msedge.net","ns1.msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,2620:1ec:27::cafe:1834,,,,,,
,prodcopy.ranz.pst.rabobank.com,"13.107.238.44, 13.107.237.44","fd-pst-au-prodcopy.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,"2620:1ec:4e:1::44, 2620:1ec:4f:1::44",,,,,,
,prodcorporate.software.web.de,82.165.229.87,"redir.web.de, redir.g-ha-web.de","ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,,,,,,,,,
,prodcorporate.stage.twilio.com,"13.32.99.43, 13.32.99.92, 13.32.99.99, 13.32.99.111",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-616.awsdns-13.net, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk",,,
,prodcorporate.tianma-prd-in.vivo.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,prodcorpsites06-os.otoplus.com,"104.110.240.91, 104.110.240.113","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:fe00::686e:f05b, 2a02:26f0:fe00::686e:f071",,,,,,
,proicolor.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169",,"ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,push-demo-lightstreamer.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,push-dn-hap.cloud.etoro.com,40.69.217.202,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,push-hap.cloud.etoro.com,52.178.44.79,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,push-lightstreamer.cloud.etoro.com,13.79.247.219,"push-real.etoro.akadns.net, prod-lightstreamer.trafficmanager.net, push-n-hap.cloud.etoro.com, push-hap.cloud.etoro.com","ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,push-lightstreamer.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,push-n-hap.cloud.etoro.com,13.79.247.219,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,push.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,pv11p01sa-p09.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,pyroscope.githubapp.com,140.82.113.24,glb-2a3c35-public-internal.githubapp.com,"dns1.p08.nsone.net, hostmaster.nsone.net, ns-1805.awsdns-33.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,qualitrolcorp.hs-sites.com,"104.16.131.186, 104.16.132.186, 104.16.133.186, 104.16.134.186, 104.16.135.186",,"jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6810:83ba, 2606:4700::6810:84ba, 2606:4700::6810:85ba, 2606:4700::6810:86ba, 2606:4700::6810:87ba",,,,,,
,real.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,referfriends.etoro.com,"172.64.152.107, 104.18.35.149",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,register.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,removeviruswithease.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,rhnorthropcorp.hs-sites.com,"104.16.133.186, 104.16.134.186, 104.16.132.186, 104.16.135.186, 104.16.131.186",,"jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6810:87ba, 2606:4700::6810:85ba, 2606:4700::6810:86ba, 2606:4700::6810:83ba, 2606:4700::6810:84ba",,,,,,
,s3.etoro.com,104.106.182.85,"wildcard.etoro.com.edgekey.net, e1660.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,se.pages.etoro.com,"172.64.152.107, 104.18.35.149","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,sharechart.etoro.com,66.228.58.222,"share.chartiq.com, connect7.chartiq.com","nsuse01.spglobal.com, hostmaster.mcgraw-hill.com",NOERROR,,,,,,,,,
,shinomcosmeceuticals.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,shortcut-virus-remover.software.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,signin.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,simplex.wallet.etoro.com,"104.17.231.30, 104.17.230.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,site.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,sm1.etoro.com,82.80.101.36,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,sm2.etoro.com,82.80.101.37,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,smtp.etoro.com,82.166.64.66,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,snippets.cdn.mozilla.netcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,socialalerts.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
