input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,csp_domains_,tls_expired,tls_self_signed
email.jetblue.com,404 Not Found,404,196,email.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-30T16:12:43Z,2024-02-29T16:12:43Z,"CN=email.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",email.jetblue.com,JetBlue Airways Corporation,email.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",06efdef8c3d43b70a554d1c5a814712c,0afabbc5ff6b0cf03ff73af62ee964920cbedeb6ff9106507cef734df94085e8,,ctls,email.jetblue.com,443,https://email.jetblue.com:443,https,Apache,text/html,GET,199.7.201.100,/,-780928015,199.7.201.100,Apache,8,False,,,,,,
enterpriseenrollment.jetblue.com,Microsoft Intune admin center,200,39922,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,443,https://enterpriseenrollment.jetblue.com:443,https,,text/html,GET,20.91.147.72,/,1631801191,20.91.147.72,HSTS,4,False,,,https://intune.microsoft.com/,,,
enterpriseregistration.jetblue.com,Service,404,1565,enterpriseregistration.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-02-14T19:36:32Z,2024-02-09T19:36:32Z,"CN=*.enterpriseregistration.windows.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.enterpriseregistration.windows.net,Microsoft Corporation,enterpriseregistration.windows.net,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,a6e45158afb23e4d3d7ad5975ed54d03,62af4b86a7f8d2913ffabbbb4465a2cd43cdd51d772ff6a8a77cdfe4968a5037,True,ctls,enterpriseregistration.jetblue.com,443,https://enterpriseregistration.jetblue.com:443,https,,text/html,GET,20.190.137.40,/,-2070773535,20.190.137.40,HSTS,14,False,azure,True,,,,
etbtest.it.jetblue.com,403 Forbidden,403,553,etbtest.it.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-12T00:00:00Z,2024-01-11T23:59:59Z,"CN=cloudflare-dns.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cloudflare-dns.com,"Cloudflare, Inc.",one.one.one.one,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4fb80c11d8caa735428523988c565c2d,98ce6111a81057e7d8d4fdf470278b2fb77781c4bb79bfb31fd31047c388d5a3,True,ctls,etbtest.it.jetblue.com,443,https://etbtest.it.jetblue.com:443,https,cloudflare,text/html,GET,1.1.1.1,/,-861110197,1.1.1.1,Cloudflare,14,False,,,,,,
eu-east-1.reimbursements.jetblue.com,Support | BoughtMilk.com,200,57070,www.boughtmilk.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-10T01:26:01Z,2023-06-08T01:26:00Z,CN=www.boughtmilk.com,www.boughtmilk.com,,www.boughtmilk.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85bf12f3fcc69a84ab2c9ca5addbfc0d,a7dd5ef9d77e66fe09fc670ee25f95cfb9530a50342544947fcaf098b1a6461b,,ctls,www.boughtmilk.com,443,https://eu-east-1.reimbursements.jetblue.com:443,https,nginx,text/html,GET,54.161.127.124,/,-1972114425,54.161.127.124,WordPress,317,False,,,https://www.boughtmilk.com/support/,,,
experience.jetblue.com,503 No healthy IP available for the backend,503,514,experience.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,experience.jetblue.com,443,https://experience.jetblue.com:443,https,Varnish,text/html,GET,151.101.2.245,/,2047844431,151.101.194.245,Varnish,18,False,fastly,True,,,,
fe.travelproducts.jetblue.com,,200,74,fe.travelproducts.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-30T00:58:37Z,2023-07-29T01:41:44Z,CN=fe.travelproducts.jetblue.com,fe.travelproducts.jetblue.com,,fe.travelproducts.jetblue.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,b5cc4b49996d0bcbfe2088bd1c26a850,25047764e5d9a6a1d7f85c1f543b233a1b1950d04fd42a4c36c2c60cecd32ec8,,ctls,fe.travelproducts.jetblue.com,443,https://fe.travelproducts.jetblue.com:443,https,Google Frontend,text/html,GET,142.250.186.83,/,2022097328,2a00:1450:4001:828::2013,Java,10,False,,,,,,
fly.b6.jetblue.com,404 Not Found,404,146,fly.b6.jetblue.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-12-08T05:25:04Z,2023-12-08T05:25:04Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,c3a0d21b8df845a7a9d274da12e24384,7085092b4403a45635873aa8b0b3b9a22bcd9656065bdb80e36ad489aedf5d76,,ctls,fly.b6.jetblue.com,443,https://fly.b6.jetblue.com:443,https,,text/html,GET,35.237.110.194,/,1494302000,35.237.110.194,HSTS,8,False,google,True,,,,True
fonts.jetblue.com,503 No healthy IP available for the backend,503,515,fonts.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,fonts.jetblue.com,443,https://fonts.jetblue.com:443,https,Varnish,text/html,GET,151.101.2.245,/,-571914815,151.101.194.245,Varnish,18,False,fastly,True,,,,
foundations.jetblue.com,404 Not Found,404,146,foundations.jetblue.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-02T17:22:01Z,2024-03-01T17:22:01Z,"CN=foundations.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",foundations.jetblue.com,JetBlue Airways Corporation,www.foundations.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",dbe7180325a4024d5b584ee17af0bef3,79356903ab1f85233512629fd7989d2c7eff96826cb820c306ea3892ede20458,,ctls,foundations.jetblue.com,443,https://foundations.jetblue.com:443,https,,text/html,GET,52.226.230.63,/,1494302000,52.226.230.63,HSTS,8,False,azure,True,,,,
fs.jetblue.com,Not Found,404,315,fs.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T12:23:25Z,2023-10-19T12:23:25Z,"CN=fs.jetblue.com, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",fs.jetblue.com,JetBlue Airways Corporation,fs.jetblue.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6be41202d696c341ef61b65fc3f04c8d,8e52ef875d9acc55fdd19ce58ab8199eb5ed3e19c3360f7041aa245e6e4cbc20,,ctls,fs.jetblue.com,443,https://fs.jetblue.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,64.25.24.38,/,225052475,64.25.24.38,Microsoft HTTPAPI:2.0,7,False,,,,,,
fsnonprod.jetblue.com,Not Found,404,315,fsnonprod.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T22:40:43Z,2024-04-27T22:40:43Z,"CN=fsnonprod.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",fsnonprod.jetblue.com,JetBlue Airways Corporation,fsnonprod.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",d4e8caf387cacb76b756e3f6b4bb5083,ad510ba583dac2c748fa478a90a15e2216ecd4f3e38f947edb6cd855a62f3c26,,ctls,fsnonprod.jetblue.com,443,https://fsnonprod.jetblue.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,64.25.24.138,/,225052475,64.25.24.138,Microsoft HTTPAPI:2.0,7,False,,,,,,
gcp-nonprod-jenkins01.it.jetblue.com,,403,585,gcp-nonprod-jenkins01.it.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-17T13:43:13Z,2023-06-15T14:36:06Z,CN=gcp-nonprod-jenkins01.it.jetblue.com,gcp-nonprod-jenkins01.it.jetblue.com,,gcp-nonprod-jenkins01.it.jetblue.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,4ff37838a5e7e803537759891e95ec29,f06aa01d7b883406f740e59af134d73f7703c75edfa994c63a271ac3961e88b5,,ctls,gcp-nonprod-jenkins01.it.jetblue.com,443,https://gcp-nonprod-jenkins01.it.jetblue.com:443,https,nginx/1.18.0 (Ubuntu),text/html,GET,34.120.142.119,/,81586312,34.120.142.119,Ubuntu,8,False,google,True,,,,
gcp-prod-jenkins01.it.jetblue.com,,403,585,gcp-prod-jenkins01.it.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-30T17:23:34Z,2023-06-28T18:14:06Z,CN=gcp-prod-jenkins01.it.jetblue.com,gcp-prod-jenkins01.it.jetblue.com,,gcp-prod-jenkins01.it.jetblue.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,66ca488ad3c0e9fd51f351dbdce62a8d,3aaf7550577d97ee0c46df4355db55af0aeaa4648ed1900bcdf9e000e901f63a,,ctls,gcp-prod-jenkins01.it.jetblue.com,443,https://gcp-prod-jenkins01.it.jetblue.com:443,https,nginx/1.14.1,text/html,GET,34.117.56.134,/,81586312,34.117.56.134,Nginx:1.14.1,8,False,google,True,,,,
getaways.jetblue.com,Fastly error: unknown domain getaways.jetblue.com,500,268,getaways.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,getaways.jetblue.com,443,https://getaways.jetblue.com:443,https,Varnish,text/html,GET,151.101.2.245,/,1379781138,151.101.194.245,Varnish,8,False,fastly,True,,,,
gladly-jenkins01.it.jetblue.com,403 Forbidden,403,553,gladly-jenkins01.it.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-12T00:00:00Z,2024-01-11T23:59:59Z,"CN=cloudflare-dns.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cloudflare-dns.com,"Cloudflare, Inc.",one.one.one.one,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4fb80c11d8caa735428523988c565c2d,98ce6111a81057e7d8d4fdf470278b2fb77781c4bb79bfb31fd31047c388d5a3,True,ctls,gladly-jenkins01.it.jetblue.com,443,https://gladly-jenkins01.it.jetblue.com:443,https,cloudflare,text/html,GET,1.1.1.1,/,-861110197,1.1.1.1,Cloudflare,14,False,,,,,,
grafana-devops.it.jetblue.com,Sign In,200,21632,fs.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T12:23:25Z,2023-10-19T12:23:25Z,"CN=fs.jetblue.com, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",fs.jetblue.com,JetBlue Airways Corporation,fs.jetblue.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6be41202d696c341ef61b65fc3f04c8d,8e52ef875d9acc55fdd19ce58ab8199eb5ed3e19c3360f7041aa245e6e4cbc20,,ctls,fs.jetblue.com,443,https://grafana-devops.it.jetblue.com:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,35.231.227.226,/,-238916571,35.231.227.226,Microsoft HTTPAPI:2.0,505,False,google,True,https://fs.jetblue.com/adfs/ls/?client-request-id=3714a92f-85ea-4e12-9340-395c8fc0d551&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAA02I21DO0UklOTUozMrOw0DUwsEzSNTE2S9JNSjWx1E01NDOzTE0xSTQzMi0S4hLQXyli_qpVyG-yg2VM_4GrgbMYubNSS5JySlP1kvNzVzGaZpSUFBRb6eunFyWmJeYl6qakluUXFOtllughqdPPTywtyTDST07MyUlKTM7ewch4gZHxBSPjLSZ-f0eQFIjIL8qsSp3FrGSQYpxqZGaUbG6YYmluZGyQlpqamGgGdGySgYVpipG5lf4mZpUUSyNDcwNzY11LUyNzXRML82RdSzMLc90ks6SkFEvj1BQzI8NTzGz5Bal5mSk3mBkvsDC-YmEyYPzBwriIFegxvffl3JnKih77PrOUCG7pYjjFqu8X4W0ZVVyZHe5l5BscZZmVnlhcVezuaZYfWhbm7VeUneYc7OudGewRaVBsa2llOIGN8QMbYwc7wy5O8kLhAC_DD77WfT_WnXt45a3HK36dsiA_N4OUJCfXnDQTP0fXytAQt-KgpLDMFP3kooz0ct_M7MKQYE-DCl_TQFsA0,,,
grafana.it.jetblue.com,Sign In,200,21612,fs.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T12:23:25Z,2023-10-19T12:23:25Z,"CN=fs.jetblue.com, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",fs.jetblue.com,JetBlue Airways Corporation,fs.jetblue.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6be41202d696c341ef61b65fc3f04c8d,8e52ef875d9acc55fdd19ce58ab8199eb5ed3e19c3360f7041aa245e6e4cbc20,,ctls,fs.jetblue.com,443,https://grafana.it.jetblue.com:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,35.237.110.194,/,-1866806308,35.237.110.194,Microsoft HTTPAPI:2.0,505,False,google,True,https://fs.jetblue.com/adfs/ls/?client-request-id=e052d81a-9c01-4f38-b723-e14536190b92&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAA02I21DO0UjE2NLUwN0g21jU0STTWNUk2N9ZNMjY30E1MMjMwSUpJM01MTi4S4hKQuhH0gHGOhf925YeuZpLck2YxcmelliTllKbqJefnrmLUyygpKSi20tdPL0pMS8xL1Mss0UNSoJ-fWFqSYaSfnJiTk5SYnL2DkfECI-MLRsZbTPz-jiApEJFflFmVOotZKdksxSg1ySLF0jg1Mc3cMjnZPNXc3CQ11TTVMNnQINHCSn8Ts0qKpZGhuQHQvZamRua6JhbmybqWZhbmuklmSUkgnSlmRoanmNnyC1LzMlNuMDNeYGF8xcJkwPGDhXERK9BHbJZL5SOvCXj0p6Qtm_TvGMMpVv3s7GADlzwfz9IKk5AcC7_iSougJN_SPFOLPLPMoKQAg6Qgl9B8bdeIYvdyW0srwwlsjB_YGDvYGXZxkuj9A7wMP_h-r5y74dzDK289XvHrpGt7ZWebOrkYFfuEpIWYVPmU5vsH6PvkVGT6VxkEuoaV-3sGe5cFBXjmJNsCAA2,,,
ground.jetblue.com,"JetBlue | 
	  Find the best deals on airport transfers",200,14833,ground.jetblue.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-30T00:00:00Z,2023-09-05T23:59:59Z,"CN=s6.ct.cartrawler.com, O=ETRAWLER UNLIMITED COMPANY, L=Dublin, C=IE",s6.ct.cartrawler.com,ETRAWLER UNLIMITED COMPANY,qacars.mileageplus.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,9a86115c6f9687ce10fef402a2f5176b,259c4c025b766610395c054def0d7f8406de35768796d7b9e448dcebfda7f050,,ctls,ground.jetblue.com,443,https://ground.jetblue.com:443,https,ECS (frb/67BD),text/html,GET,68.232.35.105,/,897317017,68.232.35.105,HSTS,234,False,,,,,,
hola-book.jetblue.com,JetBlue,200,31520,hola.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,hola.jetblue.com,443,https://hola-book.jetblue.com:443,https,,text/html,GET,146.75.118.245,/,1114292053,146.75.118.245,Varnish,388,False,fastly,True,https://hola.jetblue.com/,*.hola.jetblue.com,,
hola-trueblue.jetblue.com,JetBlue,200,7557,hola-trueblue.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-04-21T16:45:59Z,2023-05-20T16:45:59Z,"CN=ayuda.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",ayuda.jetblue.com,JetBlue Airways Corporation,holastg2.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",ae88992c29374c6e383a57eba5189f64,437b7edab372c668da3d94fd92725d85bd860eea838783240c6dc07bf778b8a0,,ctls,hola-trueblue.jetblue.com,443,https://hola-trueblue.jetblue.com:443,https,,text/html,GET,205.216.24.140,/,-1273190178,205.216.24.140,Varnish,48,False,,,,,,
hola-truebluetest.jetblue.com,Error,401,279,hola-truebluetest.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-04-21T16:45:59Z,2023-05-20T16:45:59Z,"CN=ayuda.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",ayuda.jetblue.com,JetBlue Airways Corporation,holastg2.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",ae88992c29374c6e383a57eba5189f64,437b7edab372c668da3d94fd92725d85bd860eea838783240c6dc07bf778b8a0,,ctls,hola-truebluetest.jetblue.com,443,https://hola-truebluetest.jetblue.com:443,https,,,GET,146.20.232.212,/,-1273190178,146.20.232.212,Basic,1,False,,,,,,
hola.jetblue.com,JetBlue,200,31520,hola.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,hola.jetblue.com,443,https://hola.jetblue.com:443,https,,text/html,GET,146.75.118.245,/,-1273190178,146.75.118.245,Varnish,388,False,fastly,True,,*.hola.jetblue.com,,
hotels.jetblue.com,Invalid URL,400,208,hotels.jetblue.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=*.test.edgekey.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",*.test.edgekey.net,"Akamai Technologies, Inc.",test.edgekey.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,93a880620156d07fde73c993df17f45f,1356b4f25e1c8342091e6ccc4471fa9c7a09068ba577ae49d637dfd01512f63f,True,ctls,hotels.jetblue.com,443,https://hotels.jetblue.com:443,https,AkamaiGHost,text/html,GET,23.192.152.5,/,1656786158,23.192.152.5,,8,False,,,,,,
hpdm.jetblue.com,,401,355,hpdm.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2021-11-02T18:56:15Z,2023-11-02T18:56:15Z,"CN=hpdm.jetblue.com, OU=Information Technology, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",hpdm.jetblue.com,JetBlue Airways Corporation,hpdm.jetblue.com,"CN=JetblueSubEnt1V2B, DC=jetblue, DC=com, DC=jetblue, DC=com",JetblueSubEnt1V2B,,74c31ba97578123439fee23d6b27f69a,e29b3d26a8dbffa1a3bf980b21439eaa226d33c678fb63f5924bd759e26303a0,,ctls,hpdm.jetblue.com,443,https://hpdm.jetblue.com:443,https,Apache/2.4.46 (Win64) OpenSSL/1.1.1h PHP/7.3.23,application/xml,GET,64.25.24.77,/,1884819460,64.25.24.77,Windows Server,7,False,,,,,,
ibmrest.qa.egw.ctr.jetblue.com,Apache Tomcat/6.0.35 - Error report,404,955,ibmrest.qa.egw.ctr.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2021-12-13T15:12:48Z,2023-12-13T15:12:48Z,"CN=*.qa.egw.ibx.jetblue.com, OU=Information Technology, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",*.qa.egw.ibx.jetblue.com,JetBlue Airways Corporation,*.qa.egw.ibx.jetblue.com,"CN=JetblueSubEnt1V2B, DC=jetblue, DC=com, DC=jetblue, DC=com",JetblueSubEnt1V2B,,542a12685e53c6053dc2f737cae50721,3141c3eb21c2e902956d101ee1bf511268e605b1e004e5023da1b631d2c51e70,True,ctls,ibmrest.qa.egw.ctr.jetblue.com,443,https://ibmrest.qa.egw.ctr.jetblue.com:443,https,Apache-Coyote/1.1,text/html,GET,64.25.28.52,/,-297069493,64.25.28.52,Java,1,False,,,,,,
image.reimbursements.jetblue.com,Support | BoughtMilk.com,200,57072,www.boughtmilk.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-10T01:26:01Z,2023-06-08T01:26:00Z,CN=www.boughtmilk.com,www.boughtmilk.com,,www.boughtmilk.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85bf12f3fcc69a84ab2c9ca5addbfc0d,a7dd5ef9d77e66fe09fc670ee25f95cfb9530a50342544947fcaf098b1a6461b,,ctls,www.boughtmilk.com,443,https://image.reimbursements.jetblue.com:443,https,nginx,text/html,GET,54.161.127.124,/,556840089,54.161.127.124,WordPress,317,False,,,https://www.boughtmilk.com/support/,,,
info.jetblue.com,404 Not Found,404,196,info.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-04-25T22:45:06Z,2023-05-24T22:45:06Z,"CN=info.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",info.jetblue.com,JetBlue Airways Corporation,info.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e7f788251e8f764055c054a855826163,81fb0d4f46a87e510979db66a24355740919c63f443e3165b514ea9a8160b691,,ctls,info.jetblue.com,443,https://info.jetblue.com:443,https,Apache,text/html,GET,12.130.135.210,/,-780928015,12.130.135.210,Apache,8,False,,,,,,
investor.jetblue.com,JetBlue Airways Corporation - Investor Relations,200,99851,investor.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-29T00:00:00Z,2023-12-28T23:59:59Z,"CN=investor.jetblue.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",investor.jetblue.com,"Cloudflare, Inc.",investor.jetblue.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",609736d093f86427d49a3a17aea7aa6d,9a12578153e409092b33bf2b41ad1ff9beea96f84393f799348caa6ab1b2158c,,ctls,investor.jetblue.com,443,https://investor.jetblue.com:443,https,cloudflare,text/html,GET,162.159.129.11,/,-696563584,2606:4700:7::a29f:820b,Microsoft ASP.NET,1273,False,cloudflare,True,,*.googletagmanager.com,,
