input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,cdn_name,cdn,csp_domains_,final_url,location,tls_expired,tls_self_signed
payment.tokopedia.com,503 Service Temporarily Unavailable,503,608,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,payment.tokopedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ab7a4e3853a82ccbad21ce74812d02f6,dcd6c383eae11fedf15c6ff0a5e6151eecf62adcb0575c8760decb817b834083,True,ctls,payment.tokopedia.com,80,http://payment.tokopedia.com:80,http,,text/html,GET,104.75.89.108,/,1517483615,104.75.89.108,,14,False,PT. Tokopedia,,,,https://payment.tokopedia.com/,,,
points.tokopedia.com,,200,,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,47.74.0.0/15,,,,,,,,,,,,,,,,,,,,80,http://points.tokopedia.com:80,http,nginx,text/plain,GET,47.74.234.244,/,-1840324437,47.74.234.244,Nginx,1,False,,,,,,,,
redirector.ep.tokopedia.com,502 Server Error,502,332,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,,,,,,,,,,,,,,,,,,,,80,http://redirector.ep.tokopedia.com:80,http,,text/html,GET,34.95.112.73,/,-670719049,34.95.112.73,,11,False,,google,True,,,,,
se.tokopedia.net,404,404,134,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.98.128.0/21,se.tokopedia.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-05-18T00:00:00Z,2023-06-18T23:59:59Z,"CN=*.tokopedia.net, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.net,tokopedia.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12ed28ea78da4b52b496adc609e49145,dcfa2c4d933479aad3492a2aceb84f0b8499be143c4bf93763a4bbc89dbc8e21,True,ctls,se.tokopedia.net,443,https://se.tokopedia.net:443,https,,text/html,GET,34.96.123.217,/,1530892233,34.96.123.217,HTTP/3,1,False,PT. Tokopedia,google,True,,,,,
seller-beta.tokopedia.com,301 Moved Permanently,301,162,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,seller-beta.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,seller-beta.tokopedia.com,80,http://seller-beta.tokopedia.com:80,http,nginx,text/html,GET,34.120.120.199,/,340187348,34.120.120.199,Nginx,8,False,PT. Tokopedia,google,True,,https://seller-beta.tokopedia.com/,https://seller-beta.tokopedia.com/,,
sirius.tokopedia.net,503 Service Temporarily Unavailable,503,608,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,47.74.0.0/15,,,,,,,,,,,,,,,,,,,,80,http://sirius.tokopedia.net:80,http,,text/html,GET,47.74.175.252,/,1517483615,47.74.175.252,,14,False,,,,,,,,
sse-staging.tokopedia.com,404,404,134,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,sse-staging.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,sse-staging.tokopedia.com,80,http://sse-staging.tokopedia.com:80,http,,text/html,GET,34.117.151.176,/,1530892233,34.117.151.176,HTTP/3,1,False,PT. Tokopedia,google,True,,https://sse-staging.tokopedia.com:443/,,,
sslvpn.tokopedia.net,BIG-IP logout page,200,5364,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,sslvpn.tokopedia.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-06-14T00:00:00Z,2023-06-18T23:59:59Z,"CN=*.tokopedia.net, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.net,tokopedia.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b31670faffa40e4bd5a5d65e37c1d46f,b37f57b0aa9048db413398f096de80d894cbe7177afe41aaa511fe47e64c502f,True,ctls,sslvpn.tokopedia.net,443,https://sslvpn.tokopedia.net:443,https,BigIP,text/html,GET,117.54.146.30,/,878647854,182.253.224.181,F5 BigIP,131,False,PT. Tokopedia,,,,https://sslvpn.tokopedia.net/my.logout.php3?errorcode=19,,,
stackstorm.tokopedia.net,503 Service Temporarily Unavailable,503,206,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,47.74.0.0/15,,,,,,,,,,,,,,,,,,,,80,http://stackstorm.tokopedia.net:80,http,,text/html,GET,47.74.175.252,/,-460329555,47.74.175.252,,8,False,,,,,,,,
staging.tokopedia.com,404,404,134,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,staging.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,staging.tokopedia.com,80,http://staging.tokopedia.com:80,http,,text/html,GET,34.102.133.125,/,1530892233,34.102.133.125,HTTP/3,1,False,PT. Tokopedia,google,True,,https://staging.tokopedia.com:443/,,,
static.tokopedia.net,404 Not Found,404,162,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.98.128.0/21,static.tokopedia.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-05-18T00:00:00Z,2023-06-18T23:59:59Z,"CN=*.tokopedia.net, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.net,tokopedia.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12ed28ea78da4b52b496adc609e49145,dcfa2c4d933479aad3492a2aceb84f0b8499be143c4bf93763a4bbc89dbc8e21,True,ctls,static.tokopedia.net,443,https://static.tokopedia.net:443,https,,text/html,GET,34.96.123.217,/,190856733,34.96.123.217,HTTP/3,8,False,PT. Tokopedia,google,True,,,,,
status-beta.tokopedia.com,404,404,134,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,status-beta.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,status-beta.tokopedia.com,443,https://status-beta.tokopedia.com:443,https,,text/html,GET,34.120.41.164,/,1530892233,34.120.41.164,HTTP/3,1,False,PT. Tokopedia,google,True,,,,,
ta-staging.tokopedia.com,404,404,134,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,ta-staging.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,ta-staging.tokopedia.com,443,https://ta-staging.tokopedia.com:443,https,,text/html,GET,34.120.104.85,/,1530892233,34.120.104.85,HTTP/3,1,False,PT. Tokopedia,google,True,,,,,
testapp.tokopedia.com,403 Forbidden,403,146,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,testapp.tokopedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-08T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9e901f08a958043614cbf1ee041fa533,e95158379860a684cc53ba90814d8db22358102eab0b87d6eba5339553dc7da8,True,ctls,testapp.tokopedia.com,443,https://testapp.tokopedia.com:443,https,nginx,text/html,GET,23.53.40.201,/,1494302000,23.53.40.184,Nginx,8,False,PT. Tokopedia,,,,,,,
tokopedia.com,404 Not Found,404,162,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,47.74.0.0/15,wap.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,wap.tokopedia.com,80,http://tokopedia.com:80,http,nginx,text/html,GET,47.74.234.244,/,,47.74.234.244,Nginx,8,False,PT. Tokopedia,,,,https://wap.tokopedia.com/,,,
u12.tokopedia.net,503 Service Temporarily Unavailable,503,162,AS16509,AS16509,Unknown,3.2.0.0/24,u12.tokopedia.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-05-18T00:00:00Z,2023-06-18T23:59:59Z,"CN=*.tokopedia.net, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.net,tokopedia.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12ed28ea78da4b52b496adc609e49145,dcfa2c4d933479aad3492a2aceb84f0b8499be143c4bf93763a4bbc89dbc8e21,True,ctls,u12.tokopedia.net,443,https://u12.tokopedia.net:443,https,awselb/2.0,text/html,GET,3.0.220.250,/,1862162275,18.138.210.29,HSTS,7,False,PT. Tokopedia,,,,,,,
video-livestream-gcdn.tokopedia.com,,502,,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,video-livestream-gcdn.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,video-livestream-gcdn.tokopedia.com,443,https://video-livestream-gcdn.tokopedia.com:443,https,Tengine,,GET,34.120.214.175,/,-1840324437,34.120.214.175,Tengine,1,False,PT. Tokopedia,google,True,,,,,
video2.tokopedia.com,403 Forbidden,403,254,AS24429,"TAOBAO Zhejiang Taobao Network Co.,Ltd",CN,163.181.92.0/24,video2.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,video2.tokopedia.com,443,https://video2.tokopedia.com:443,https,Tengine,text/html,GET,163.181.92.242,/,2110207912,163.181.92.241,Tengine,8,False,PT. Tokopedia,,,,,,,
vod.tokopedia.net,403 Forbidden,403,238,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,vod.tokopedia.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-05-18T00:00:00Z,2023-06-18T23:59:59Z,"CN=*.tokopedia.net, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.net,tokopedia.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f08b30cee6d7a0a9a45f1ac739e3942d,b489784d32c5698365781f6c6f9a4da20a4ca65266b79b4fa9ca1a7f8a30dc66,True,ctls,vod.tokopedia.net,443,https://vod.tokopedia.net:443,https,Tengine,text/html,GET,23.55.161.10,/,-105402500,2a02:26f0:3100::1735:28d0,Tengine,8,False,PT. Tokopedia,,,,,,,
vs.tokopedia.com,503 Service Temporarily Unavailable,503,206,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,161.117.138.0/24,vs.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,vs.tokopedia.com,80,http://vs.tokopedia.com:80,http,,text/html,GET,161.117.108.92,/,-460329555,161.117.108.92,,8,False,PT. Tokopedia,,,,https://vs.tokopedia.com/,,,
wap.tokopedia.com,404 Not Found,404,564,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,47.74.0.0/15,wap.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,wap.tokopedia.com,443,https://wap.tokopedia.com:443,https,nginx,text/html,GET,47.74.234.244,/,,47.74.234.244,Nginx,14,False,PT. Tokopedia,,,,,,,
wildcard-gcp.tokopedia.com,502 Bad Gateway,502,150,AS15169,GOOGLE,US,34.149.0.0/16,wildcard-gcp.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,wildcard-gcp.tokopedia.com,80,http://wildcard-gcp.tokopedia.com:80,http,nginx,text/html,GET,34.149.107.28,/,55462883,34.149.107.28,Nginx,8,False,PT. Tokopedia,google,True,,https://wildcard-gcp.tokopedia.com:443/,,,
wildcard.tokopedia.com,503 Service Temporarily Unavailable,503,608,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,161.117.192.0/18,wildcard.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,wildcard.tokopedia.com,443,https://wildcard.tokopedia.com:443,https,,text/html,GET,161.117.157.140,/,1517483615,161.117.157.140,,14,False,PT. Tokopedia,,,,,,,
yellowshop.tokopedia.com,"Situs Jual Beli Online Terlengkap, Mudah & Aman | Tokopedia",200,222161,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,47.74.0.0/15,www.tokopedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ab7a4e3853a82ccbad21ce74812d02f6,dcd6c383eae11fedf15c6ff0a5e6151eecf62adcb0575c8760decb817b834083,True,ctls,www.tokopedia.com,80,http://yellowshop.tokopedia.com:80,http,nginx,text/html,GET,47.74.244.18,/,55462883,47.74.244.18,Nginx,197,False,PT. Tokopedia,,,https:,https://www.tokopedia.com/,,,
