new,host,a,cname,soa,status_code,ns,has_internal_ips,internal_ips,txt,cdn,cdn-name,mx,aaaa,caa
[x],lastpass.com,,,"a12-67.akam.net, admin.logmein.com",NOERROR,"a3-66.akam.net, a18-64.akam.net, a12-67.akam.net, a2-65.akam.net, a1-208.akam.net, a7-67.akam.net",,,,,,"mxa-00771101.gslb.pphosted.com, mxb-00771101.gslb.pphosted.com",,"globalsign.com, mailto:noc@logmein.com, amazon.com, letsencrypt.org, digicert.com"
[x],lastpass.com.edgekey.net,,e10856.b.akamaiedge.net,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],link.lastpass.com,,,"a12-67.akam.net, admin.logmein.com",NOERROR,,,,,,,,,
[x],links.e.lastpass.com,,recp.mkt41.net,"ns1.acoustic-adm.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lnk.lastpass.com,,mkto-ab540143.com,"ns1.marketo.com, ops.localhost",NOERROR,,,,,True,cloudflare,,,
[x],lnk2.wiki.lastpass.com,,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],local-cloud.lastpass.com,,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],loglogin.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],logs-commerce-dev.lastpass.com,,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],lp-cdn.lastpass.com,152.199.21.175,"lp-cdn.azureedge.net, lp-cdn.ec.azureedge.net, scdn1.wpc.59713.omicroncdn.net, sni1gl.wpc.omicroncdn.net","ns1.omicroncdn.net, noc.edgecast.com",NOERROR,,,,,,,,2606:2800:233:1cb7:261b:1f9c:2074:3c,
[x],lp-push-server-159.lastpass.com,,do-69.lastpass.com,"a12-67.akam.net, admin.logmein.com",NOERROR,,,,,,,,,
[x],lp-push-server-241.lastpass.com,192.241.189.104,do-31.lastpass.com,"a12-67.akam.net, admin.logmein.com",NOERROR,,,,,,,,,
[x],lp-push-server-878.lastpass.comlp-push-server-878.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],lp-push-server-99.lastpass.com,192.241.243.77,do-69.lastpass.com,"a12-67.akam.net, admin.logmein.com",NOERROR,,,,,,,,,
[x],lp.lastpass.com,"104.17.73.206, 104.17.74.206, 104.17.71.206, 104.17.70.206, 104.17.72.206","logmeinprod2.mktoweb.com, sj22.mktossl.com","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],mail6793.e.lastpass.com,208.95.134.177,,"a12-67.akam.net, admin.logmein.com",NOERROR,,,,v=spf1 ip4:208.95.134.177 -all,,,mail6793.e.lastpass.com,,
[x],mail7148.e.lastpass.com,129.33.239.105,,"a12-67.akam.net, admin.logmein.com",NOERROR,,,,v=spf1 ip4:129.33.239.105 -all,,,mail7148.e.lastpass.com,,
[x],mail7392.t.lastpass.com,129.33.240.97,,"a12-67.akam.net, admin.logmein.com",NOERROR,,,,v=spf1 ip4:129.33.240.97 -all,,,mail7392.t.lastpass.com,,
[x],mfa-developer.lastpass.com,,"mfa-developer.lastpass.com.00d8c0000083aeveay.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],mfa-support.lastpass.com,,redirect.nopassword.com,"ns-365.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],my.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],nats-cluster-dev-01.dev.lastpass.com,,,"ns-1334.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nats-cluster-dev-02.dev.lastpass.com,172.31.78.228,,"ns-1334.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,,True,172.31.78.228,,,,,,
[x],nats-cluster-dev-03.dev.lastpass.com,172.31.81.209,,"ns-1334.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,,True,172.31.81.209,,,,,,
[x],nats-cluster-prod-02.cloud.lastpass.com,10.1.137.112,,"ns-95.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,True,10.1.137.112,,,,,,
[x],nats-cluster-prod-03.cloud.lastpass.com,10.1.163.39,,,NOERROR,,True,10.1.163.39,,,,,,
[x],nats-cluster-rc-01.dev.lastpass.com,172.31.49.167,,"ns-1334.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,,True,172.31.49.167,,,,,,
[x],nats-cluster-rc-02.dev.lastpass.com,172.31.73.222,,"ns-1334.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,,True,172.31.73.222,,,,,,
[x],nats-cluster-rc-03.dev.lastpass.com,172.31.86.120,,"ns-1334.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,,True,172.31.86.120,,,,,,
[x],ns3.lastpass.com,23.53.51.168,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oldblog.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],open.e.lastpass.com,"18.173.233.107, 18.173.233.81, 18.173.233.64, 18.173.233.16","open.mkt41.net, d1wamff7ji4ji3.cloudfront.net","ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-347.awsdns-43.com, ns-944.awsdns-54.net, ns-1262.awsdns-29.org, ns-1578.awsdns-05.co.uk",,,,True,cloudfront,,,
[x],open.t.lastpass.com,"13.249.205.12, 13.249.205.99, 13.249.205.91, 13.249.205.77",16d23f39d590f03d.acs4.tc,,NOERROR,,,,,True,cloudfront,,,
[x],orga.lastpass.com,,,"a12-67.akam.net, admin.logmein.com",NOERROR,,,,,,,aspmx.l.google.com,,
[x],p02-iwmb6-china.lastpass.com,,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],partners.lastpass.com,"85.222.140.11, 85.222.140.13, 85.222.140.6","partners.lastpass.com.00d8c0000083aeveay.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],pg03.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pilotsupport.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pkg-mono.alioth.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],plugins.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pollserver.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],privatenew-oceania.t.lastpass.com,104.102.38.212,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],product-market.lastpass.com,23.222.59.59,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],proxy-5.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],reply.t.lastpass.com,74.121.50.42,,"a12-67.akam.net, admin.logmein.com",NOERROR,,,,v=spf1 a ip4:129.33.239.104 ip4:129.33.240.97 ip4:208.95.134.177 -all,,,reply.t.lastpass.com,,
[x],rodan.lastpass.com,23.53.51.168,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],rupload-ord5-2.t.lastpass.com,23.53.51.168,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sc-cdn.lastpass.com,104.102.38.212,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sentry.lastpass.com,"54.234.177.206, 54.156.60.127, 18.210.207.254",lp-sentry-alb-487373627.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],shopify.lastpass.com,23.197.138.9,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],solutions.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sonarqube.build.lastpass.com,"50.17.119.220, 44.198.94.8",,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sprngva-2.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sprngva-3.lastpass.com,23.64.234.217,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],staging-deploy.t.lastpass.com,104.102.38.212,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stagingedgeray-fna-shv-01-fmel9.t.lastpass.com,104.102.38.212,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],storedata.lastpass.com,23.38.53.186,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net",,NOERROR,,,,,,,,,
[x],subdomain.lastpass.com,,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],support.lastpass.com,,"support.lastpass.com.00d8c0000083aeveay.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],supportstage.lastpass.com,,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],teams.lastpass.com,,"lastpass.com.edgekey.net, e10856.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],transact.lastpass.com,"104.17.72.206, 104.17.74.206, 104.17.73.206, 104.17.71.206, 104.17.70.206",mkto-ab430033.com,,NOERROR,,,,,True,cloudflare,,,
[x],www.aipl.lastpass.com,,lastpass.com.edgekey.net,,NOERROR,,,,,,,,,
[x],www.store.lastpass.com,"107.21.31.64, 23.23.115.69",redirect.nopassword.com,,NOERROR,,,,,,,,,
