new,host,soa,status_code,a,aaaa,cdn,cdn-name,cname,mx,ns,txt,caa,has_internal_ips,internal_ips
[x],stijlgids.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,"2600:9000:238d:4c00:7:9b7a:c000:93a1, 2600:9000:238d:0:7:9b7a:c000:93a1, 2600:9000:238d:200:7:9b7a:c000:93a1, 2600:9000:238d:8c00:7:9b7a:c000:93a1, 2600:9000:238d:600:7:9b7a:c000:93a1, 2600:9000:238d:2400:7:9b7a:c000:93a1, 2600:9000:238d:9200:7:9b7a:c000:93a1, 2600:9000:238d:1e00:7:9b7a:c000:93a1",True,cloudfront,,,,,,,
[x],stipit.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,5.134.6.107,2a00:1c98:1000:11b2:0:2:6feb:34c1,,,,,,,,,
[x],stream.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],streamingathome.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.77,,,,,,,,,,
[x],stubru-x.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"13.32.121.27, 13.32.121.50, 13.32.121.58, 13.32.121.8","2600:9000:236e:8400:1:9f08:3d80:93a1, 2600:9000:2240:f200:1:9f08:3d80:93a1, 2600:9000:236e:e600:1:9f08:3d80:93a1, 2600:9000:2240:cc00:1:9f08:3d80:93a1, 2600:9000:236e:200:1:9f08:3d80:93a1, 2600:9000:2240:b000:1:9f08:3d80:93a1, 2600:9000:236e:8200:1:9f08:3d80:93a1, 2600:9000:2240:a000:1:9f08:3d80:93a1",True,cloudfront,,stubru-be.mail.protection.outlook.com,"ns-621.awsdns-13.net, ns-92.awsdns-11.com, ns-1375.awsdns-43.org, ns-2011.awsdns-59.co.uk","MS=ms54394804, facebook-domain-verification=l2bscq7icx8dp7sgbdza32cya3cc8p, google-site-verification=FI0XTHZeVqV5cfAFb5V8xCujYf91jupsgXTrKdaBYo4, google-site-verification=Ho0OCnHapKFRL_sY_FxQxGKbL_DaN1OkOUzZ-K9bjug, google-site-verification=gDZllxwYE3YGr4SodnSIQ16FhrxmpcGbEHkl_gtF6fg, google-site-verification=xEluppz7iPrhdZ63zO66-_YwPGrZ35dFwa9_UdD2z7U, v=spf1 a mx ip4:195.130.154.166 mx:hostengine.be include:spf.messagelabs.com include:spf.protection.outlook.com ~all","letsencrypt.org, amazonaws.com",,
[x],studiobrusseldealer.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],studiobrusselnodigtuit-promisingyoungwoman.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],studiobrusselnodigtuit-thegentlemen.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],studiobrusselnodigtuit.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],studiofrance.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],switchboard-beta.klara.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],switchboard-beta.mnm.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],switchboard-beta.radio1.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],switchboard-stag.detijdloze.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.122.47, 18.66.122.67, 18.66.122.78, 18.66.122.93","2600:9000:2250:600:12:5ba3:c800:93a1, 2600:9000:2250:1e00:12:5ba3:c800:93a1, 2600:9000:2250:3400:12:5ba3:c800:93a1, 2600:9000:2250:5200:12:5ba3:c800:93a1, 2600:9000:2250:6c00:12:5ba3:c800:93a1, 2600:9000:2250:8400:12:5ba3:c800:93a1, 2600:9000:2250:9000:12:5ba3:c800:93a1, 2600:9000:2250:c600:12:5ba3:c800:93a1",True,cloudfront,,,,,,,
[x],switchboard-stag.radio1.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"108.138.85.24, 108.138.85.45, 108.138.85.47, 108.138.85.74","2600:9000:2509:8c00:f:a6fe:d0c0:93a1, 2600:9000:2509:2800:f:a6fe:d0c0:93a1, 2600:9000:2509:2400:f:a6fe:d0c0:93a1, 2600:9000:2509:f800:f:a6fe:d0c0:93a1, 2600:9000:2509:2a00:f:a6fe:d0c0:93a1, 2600:9000:2509:8a00:f:a6fe:d0c0:93a1, 2600:9000:2509:e000:f:a6fe:d0c0:93a1, 2600:9000:2509:c400:f:a6fe:d0c0:93a1",True,cloudfront,,,,,,,
[x],switchboard-stag.radio2.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"52.222.236.76, 52.222.236.70, 52.222.236.62, 52.222.236.75","2600:9000:223e:9c00:13:769b:e0c0:93a1, 2600:9000:223e:2800:13:769b:e0c0:93a1, 2600:9000:223e:1200:13:769b:e0c0:93a1, 2600:9000:223e:e800:13:769b:e0c0:93a1, 2600:9000:223e:f400:13:769b:e0c0:93a1, 2600:9000:223e:c000:13:769b:e0c0:93a1, 2600:9000:223e:e00:13:769b:e0c0:93a1, 2600:9000:223e:ae00:13:769b:e0c0:93a1",True,cloudfront,,,,,,,
[x],switchboard-stag.stubru.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"13.32.27.14, 13.32.27.56, 13.32.27.62, 13.32.27.106","2600:9000:211e:c600:d:d58b:a0c0:93a1, 2600:9000:211e:8400:d:d58b:a0c0:93a1, 2600:9000:211e:1000:d:d58b:a0c0:93a1, 2600:9000:211e:1200:d:d58b:a0c0:93a1, 2600:9000:211e:ec00:d:d58b:a0c0:93a1, 2600:9000:211e:3e00:d:d58b:a0c0:93a1, 2600:9000:211e:7400:d:d58b:a0c0:93a1, 2600:9000:211e:2a00:d:d58b:a0c0:93a1",True,cloudfront,,,,,,,
[x],switchboard.detijdloze.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.112.81, 18.66.112.50, 18.66.112.72, 18.66.112.52",,True,cloudfront,,,,,,,
[x],switchboard.dww.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.97.87, 18.66.97.110, 18.66.97.125, 18.66.97.126","2600:9000:223c:9e00:e:a0cf:3180:93a1, 2600:9000:223c:ac00:e:a0cf:3180:93a1, 2600:9000:223c:f800:e:a0cf:3180:93a1, 2600:9000:223c:1800:e:a0cf:3180:93a1, 2600:9000:223c:1e00:e:a0cf:3180:93a1, 2600:9000:223c:2a00:e:a0cf:3180:93a1, 2600:9000:223c:3200:e:a0cf:3180:93a1, 2600:9000:223c:8600:e:a0cf:3180:93a1",True,cloudfront,,,,,,,
[x],switchboard.mnm.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.97, 13.32.99.117, 13.32.99.95, 13.32.99.58","2600:9000:2251:4800:1c:5dcc:9440:93a1, 2600:9000:2251:ac00:1c:5dcc:9440:93a1, 2600:9000:2251:a400:1c:5dcc:9440:93a1, 2600:9000:2251:fa00:1c:5dcc:9440:93a1, 2600:9000:2251:fc00:1c:5dcc:9440:93a1, 2600:9000:2251:6a00:1c:5dcc:9440:93a1, 2600:9000:2251:c000:1c:5dcc:9440:93a1, 2600:9000:2251:1e00:1c:5dcc:9440:93a1",True,cloudfront,,,,,,,
[x],switchboard.radio2.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"143.204.215.18, 143.204.215.91, 143.204.215.82, 143.204.215.89","2600:9000:214f:7a00:6:342c:200:93a1, 2600:9000:214f:9c00:6:342c:200:93a1, 2600:9000:214f:1c00:6:342c:200:93a1, 2600:9000:214f:ea00:6:342c:200:93a1, 2600:9000:214f:a000:6:342c:200:93a1, 2600:9000:214f:c600:6:342c:200:93a1, 2600:9000:214f:9a00:6:342c:200:93a1, 2600:9000:214f:5a00:6:342c:200:93a1",True,cloudfront,,,,,,,
[x],switchboard.stubru.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.97.16, 18.66.97.13, 18.66.97.82, 18.66.97.63","2600:9000:223c:8c00:1c:b876:8240:93a1, 2600:9000:223c:f000:1c:b876:8240:93a1, 2600:9000:223c:a600:1c:b876:8240:93a1, 2600:9000:223c:400:1c:b876:8240:93a1, 2600:9000:223c:6c00:1c:b876:8240:93a1, 2600:9000:223c:c000:1c:b876:8240:93a1, 2600:9000:223c:5200:1c:b876:8240:93a1, 2600:9000:223c:4800:1c:b876:8240:93a1",True,cloudfront,,,,,,,
[x],t-i-boost-gast.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],t-stag.vrt.be,,NOERROR,,,True,cloudfront,d3bb78f4flcvqj.cloudfront.net,,"ns-1339.awsdns-39.org, ns-497.awsdns-62.com, ns-869.awsdns-44.net, ns-1642.awsdns-13.co.uk",,,,
[x],t.campagne.vrt.be,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"52.210.202.122, 108.128.249.109",,,,vrtbe-mkt-prod1-biis0-1071049315.eu-west-1.elb.amazonaws.com,,,,,,
[x],t.email.vrt.be,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"52.210.202.122, 108.128.249.109",,,,vrtbe-mkt-prod1-biis0-1071049315.eu-west-1.elb.amazonaws.com,,,,,,
[x],t.hallo.vrt.be,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"108.128.249.109, 52.210.202.122",,,,vrtbe-mkt-prod1-biis0-1071049315.eu-west-1.elb.amazonaws.com,,,,,,
[x],t.vrt.be,"ns-831.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"13.225.34.82, 13.225.34.115, 13.225.34.103, 13.225.34.100","2600:9000:219c:e000:f:78d2:ba40:93a1, 2600:9000:219c:a400:f:78d2:ba40:93a1, 2600:9000:219c:c000:f:78d2:ba40:93a1, 2600:9000:219c:d400:f:78d2:ba40:93a1, 2600:9000:219c:4000:f:78d2:ba40:93a1, 2600:9000:219c:dc00:f:78d2:ba40:93a1, 2600:9000:219c:e00:f:78d2:ba40:93a1, 2600:9000:219c:7000:f:78d2:ba40:93a1",True,cloudfront,d3htb9k0jli50p.cloudfront.net,,,,,,
[x],taal.vrt.be,"ns-1541.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"143.204.215.79, 143.204.215.59, 143.204.215.23, 143.204.215.29","2600:9000:214f:2e00:2:c7f:4d80:93a1, 2600:9000:214f:b800:2:c7f:4d80:93a1, 2600:9000:214f:5000:2:c7f:4d80:93a1, 2600:9000:214f:400:2:c7f:4d80:93a1, 2600:9000:214f:ba00:2:c7f:4d80:93a1, 2600:9000:214f:c000:2:c7f:4d80:93a1, 2600:9000:214f:b000:2:c7f:4d80:93a1, 2600:9000:214f:7600:2:c7f:4d80:93a1",True,cloudfront,d1x9vd1edzhlbq.cloudfront.net,,"ns-1175.awsdns-18.org, ns-543.awsdns-03.net, ns-1541.awsdns-00.co.uk, ns-378.awsdns-47.com",,,,
[x],taalnet.vrt.be,"ns-1180.awsdns-19.org, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.81, 13.32.99.6, 13.32.99.23, 13.32.99.89","2600:9000:2251:0:f:cb42:d1c0:93a1, 2600:9000:2251:9400:f:cb42:d1c0:93a1, 2600:9000:2251:e200:f:cb42:d1c0:93a1, 2600:9000:2251:ee00:f:cb42:d1c0:93a1, 2600:9000:2251:b800:f:cb42:d1c0:93a1, 2600:9000:2251:c600:f:cb42:d1c0:93a1, 2600:9000:2251:4800:f:cb42:d1c0:93a1, 2600:9000:2251:ac00:f:cb42:d1c0:93a1",True,cloudfront,d2oqy0fx154u9z.cloudfront.net,,"ns-466.awsdns-58.com, ns-811.awsdns-37.net, ns-1180.awsdns-19.org, ns-1872.awsdns-42.co.uk",,,,
[x],teamstatusv3.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],teamstubru.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.39,,,,,,,,,,
[x],teens500.mnm.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],tegencliches.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],templates.crm-stag.vrt.be,"ns-1937.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.222.214.8, 52.222.214.105, 52.222.214.19, 52.222.214.60","2600:9000:223d:ae00:18:9375:bec0:93a1, 2600:9000:223d:6a00:18:9375:bec0:93a1, 2600:9000:223d:4e00:18:9375:bec0:93a1, 2600:9000:223d:6600:18:9375:bec0:93a1, 2600:9000:223d:c200:18:9375:bec0:93a1, 2600:9000:223d:6c00:18:9375:bec0:93a1, 2600:9000:223d:fe00:18:9375:bec0:93a1, 2600:9000:223d:5400:18:9375:bec0:93a1",True,cloudfront,d1u4l9q3ciygr.cloudfront.net,,"ns-1462.awsdns-54.org, ns-1937.awsdns-50.co.uk, ns-39.awsdns-04.com, ns-989.awsdns-59.net",,,,
[x],templates.crm.vrt.be,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"18.66.97.56, 18.66.97.80, 18.66.97.111, 18.66.97.127","2600:9000:223c:9600:1f:b368:aa40:93a1, 2600:9000:223c:aa00:1f:b368:aa40:93a1, 2600:9000:223c:1e00:1f:b368:aa40:93a1, 2600:9000:223c:9c00:1f:b368:aa40:93a1, 2600:9000:223c:a00:1f:b368:aa40:93a1, 2600:9000:223c:ec00:1f:b368:aa40:93a1, 2600:9000:223c:ca00:1f:b368:aa40:93a1, 2600:9000:223c:e200:1f:b368:aa40:93a1",True,cloudfront,d1q2kezr5wi2sp.cloudfront.net,,"ns-1555.awsdns-02.co.uk, ns-500.awsdns-62.com, ns-863.awsdns-43.net, ns-1255.awsdns-28.org",,,,
[x],terzake.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"65.9.66.28, 65.9.66.88, 65.9.66.108, 65.9.66.59","2600:9000:206f:200:1f:e608:4240:93a1, 2600:9000:206f:f600:1f:e608:4240:93a1, 2600:9000:206f:ae00:1f:e608:4240:93a1, 2600:9000:206f:fc00:1f:e608:4240:93a1, 2600:9000:206f:1400:1f:e608:4240:93a1, 2600:9000:206f:f400:1f:e608:4240:93a1, 2600:9000:206f:aa00:1f:e608:4240:93a1, 2600:9000:206f:7400:1f:e608:4240:93a1",True,cloudfront,,,,,,,
[x],terzake09.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],test.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,1.2.3.4,,,,,,,,,,
[x],test.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],test.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],testevent.events.klara.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],testkanaal.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],testkanaaltje.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],testsmilelikeme.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],thegreatestswitch.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"52.222.236.84, 52.222.236.115, 52.222.236.4, 52.222.236.64","2600:9000:223e:c600:7:2fd7:b400:93a1, 2600:9000:223e:9000:7:2fd7:b400:93a1, 2600:9000:223e:fc00:7:2fd7:b400:93a1, 2600:9000:223e:2e00:7:2fd7:b400:93a1, 2600:9000:223e:f000:7:2fd7:b400:93a1, 2600:9000:223e:2800:7:2fd7:b400:93a1, 2600:9000:223e:da00:7:2fd7:b400:93a1, 2600:9000:223e:3600:7:2fd7:b400:93a1",True,cloudfront,,,,,,,
[x],thuis-twitter.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.18,,,,,,,,,,
[x],thuisdekentje.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.39,,,,,,,,,,
[x],tickoweb-gast.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],tickoweb-shop.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],tickoweb-shop2.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],tips.wegmetdesoete.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],tiresias.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],tm-dev.vrt.be,"ns-761.awsdns-31.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.97.53, 18.66.97.123, 18.66.97.128, 18.66.97.3","2600:9000:223c:6400:9:621c:6c00:93a1, 2600:9000:223c:a200:9:621c:6c00:93a1, 2600:9000:223c:ba00:9:621c:6c00:93a1, 2600:9000:223c:0:9:621c:6c00:93a1, 2600:9000:223c:3000:9:621c:6c00:93a1, 2600:9000:223c:5a00:9:621c:6c00:93a1, 2600:9000:223c:6000:9:621c:6c00:93a1, 2600:9000:223c:6200:9:621c:6c00:93a1",True,cloudfront,d1p5zpf9n0ofqo.cloudfront.net,,"ns-344.awsdns-43.com, ns-761.awsdns-31.net, ns-1483.awsdns-57.org, ns-2035.awsdns-62.co.uk",,,,
[x],token-stag.vrt.be,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,aem-token.stag.a51.be,,,,,,
[x],tombola.events.dewarmsteweek.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],tools.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,52.18.122.202,,,,,,,,,,
[x],tools.vrt.be,"ns-402.awsdns-50.com, awsdns-hostmaster.amazon.com",NOERROR,"18.160.46.60, 18.160.46.23, 18.160.46.32, 18.160.46.78, 205.251.193.146, 205.251.195.68, 205.251.196.10, 205.251.198.149","2600:9000:24f3:4800:13:b3c2:d0c0:93a1, 2600:9000:24f3:1a00:13:b3c2:d0c0:93a1, 2600:9000:24f3:6a00:13:b3c2:d0c0:93a1, 2600:9000:24f3:ce00:13:b3c2:d0c0:93a1, 2600:9000:24f3:5000:13:b3c2:d0c0:93a1, 2600:9000:24f3:e600:13:b3c2:d0c0:93a1, 2600:9000:24f3:ee00:13:b3c2:d0c0:93a1, 2600:9000:24f3:ba00:13:b3c2:d0c0:93a1",True,cloudfront,d39n9dfq78zbyb.cloudfront.net,,"ns-836.awsdns-40.net, ns-1685.awsdns-18.co.uk, ns-402.awsdns-50.com, ns-1034.awsdns-01.org",,,,
[x],top100.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],topmotors.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],tops.mnm.be,"ns1.google.com, dns-admin.google.com",NOERROR,172.217.17.115,2a00:1450:4001:82f::2013,,,ghs.google.com,,,,,,
[x],tops.radio2.be,"ns1.google.com, dns-admin.google.com",NOERROR,142.250.186.211,2a00:1450:401b:80d::2013,,,ghs.google.com,,,,,,
[x],tor418-450-gre.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],tosca-mp-drf.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.7,,,,,,,,,,
[x],tosca-mp-staging.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.15,,,,,,,,,,
[x],tosca-mp.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.6,,,,,,,,,,
[x],tourneegenerale.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],tt.vrt.be,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d384vu4ga7k5qq.cloudfront.net,,,,,,
[x],ubt.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.137,,,,,,,,,,
[x],ucmobile.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.40.171,,,,,,,,,,
[x],ucwebcol.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.40.172,,,,,,,,,,
[x],unifi.connectar.vrt.be,"dns-external-master.amazon.com, root.amazon.com",NOERROR,52.211.249.144,,,,ec2-52-211-249-144.eu-west-1.compute.amazonaws.com,,,,,,
[x],unms.connectar.vrt.be,"dns-external-master.amazon.com, root.amazon.com",NOERROR,34.242.196.105,,,,ec2-34-242-196-105.eu-west-1.compute.amazonaws.com,,"ns4.p31.dynect.net, u5.amazonaws.com, u3.amazonaws.com, pdns5.ultradns.info, u2.amazonaws.com, u4.amazonaws.com, ns3.p31.dynect.net, pdns1.ultradns.net, u6.amazonaws.com, ns1.p31.dynect.net, ns2.p31.dynect.net, u1.amazonaws.com, pdns3.ultradns.org",,,,
[x],upload.sporza.be,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,upload.sporza.be.herokudns.com,,,,,,
[x],uptime.vrt.be,"cruz.ns.cloudflare.com, dns.cloudflare.com",NOERROR,142.132.149.97,,,,"stats.uptimerobot.com, psp-lb2.uptimerobot.com",,,,,,
[x],v2.app.stag.stubru.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],v2.app.stubru.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],vakantieboeken.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],vakkennis.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"18.66.122.83, 18.66.122.108, 18.66.122.9, 18.66.122.55","2600:9000:2250:cc00:13:7674:61c0:93a1, 2600:9000:2250:8400:13:7674:61c0:93a1, 2600:9000:2250:2600:13:7674:61c0:93a1, 2600:9000:2250:ec00:13:7674:61c0:93a1, 2600:9000:2250:6200:13:7674:61c0:93a1, 2600:9000:2250:5e00:13:7674:61c0:93a1, 2600:9000:2250:4a00:13:7674:61c0:93a1, 2600:9000:2250:1200:13:7674:61c0:93a1",True,cloudfront,,,,,,,
[x],valentijnskaart.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,46.4.5.139,,,,,,,,,,
[x],vcr-stag.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.41.75,,,,,,,,,,
[x],verkiezingen.vrt.be,"ns-223.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,18.203.44.253,,,,appserver-ie.verkiezingen.a51.be,,,,,,
[x],verkleedhoek.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,212.113.89.69,,,,,,,,,,
[x],via.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.42,,,,,,,,,,
[x],video.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],video.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.248.114, 18.66.248.28, 18.66.248.30, 18.66.248.80","2600:9000:224a:b200:1e:da38:fd40:93a1, 2600:9000:224a:1c00:1e:da38:fd40:93a1, 2600:9000:224a:1a00:1e:da38:fd40:93a1, 2600:9000:224a:5600:1e:da38:fd40:93a1, 2600:9000:224a:4200:1e:da38:fd40:93a1, 2600:9000:224a:400:1e:da38:fd40:93a1, 2600:9000:224a:d600:1e:da38:fd40:93a1, 2600:9000:224a:f800:1e:da38:fd40:93a1",True,cloudfront,,,,,,,
[x],videosnackbar.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,"198.49.23.144, 198.49.23.145, 198.185.159.145, 198.185.159.144",,,,,,,,,,
[x],vijfkamp.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],viprinetpoc.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.41.27,,,,,,,,,,
[x],virtual-mcff-2020-monday-afternoon.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],virtual-mcff-2020-monday-morning.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],virtual-mcff-2020-tuesday-afternoon.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
