input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,final_url,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,csp_domains_,tls_expired,tls_self_signed
ratethehits.mnm.be,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.224.192.0/21,,,,,,,,,,,,,,,,,,cloudfront,80,http://ratethehits.mnm.be:80,http,text/html,GET,13.224.189.46,/,-1427691102,2600:9000:20eb:2c00:19:fe1b:d880:93a1,Amazon Web Services,20,False,True,CloudFront,,,,,,,
sandbox.vrt.be,VRT Sandbox,200,82544,AS53831,SQUARESPACE,US,198.185.159.0/24,sandbox.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T09:09:00Z,2023-07-28T09:08:59Z,CN=sandbox.vrt.be,sandbox.vrt.be,sandbox.vrt.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1f107e4fbb0bfca0732c55674ab2e6a6,18a192e29506066f4daff3d66568840fd8cb0e94638eb52d69034a3df3c8f928,ctls,sandbox.vrt.be,,443,https://sandbox.vrt.be:443,https,text/html,GET,198.185.159.145,/,247251761,198.185.159.144,Stimulus,1405,False,,Squarespace,,,,,,,
search7-dev.vrt.be,ERROR: The request could not be satisfied,403,919,AS16509,AMAZON-02,US,13.32.132.0/24,search7-dev.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-07T23:59:59Z,CN=search7-dev.vrt.be,search7-dev.vrt.be,search7-dev.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8365e5233e46fbdd6d2f93406e836c58,2b908350ac17839731a8fe14eed81dd1794e21d264abf2913573ce1d871d5dd7,ctls,search7-dev.vrt.be,cloudfront,443,https://search7-dev.vrt.be:443,https,text/html,GET,13.32.121.15,/,-1208886686,13.32.121.103,Amazon Web Services,20,False,True,CloudFront,,,,,,,
search7.vrt.be,,404,23,AS16509,AS16509,Unknown,13.225.96.0/21,search7.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-12T23:59:59Z,CN=search7.vrt.be,search7.vrt.be,search7.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59cd42fd9f3c8602d8200065e5b757a,d86f756d5874fd986abdeeac7741d511797dd281c5a2c37a4219e0a113e560d8,ctls,search7.vrt.be,cloudfront,443,https://search7.vrt.be:443,https,text/html,GET,13.225.78.56,/,-1803539170,2600:9000:21f3:5400:0:e69:a500:93a1,Nginx,1,False,True,nginx,,,,,,,
senior-bff-stag.ketnet.be,,200,35,AS16509,AMAZON-02,US,52.222.236.0/23,senior-bff-stag.ketnet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-12-11T23:59:59Z,CN=senior-bff-stag.ketnet.be,senior-bff-stag.ketnet.be,senior-bff-stag.ketnet.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,79acd946b44dc9fdad22b9d9290b0d27,5c7d1ee0937d0c193264bcca97b9f0fc41bd239c031ebb21ab3217f3041d7d22,ctls,senior-bff-stag.ketnet.be,cloudfront,80,http://senior-bff-stag.ketnet.be:80,http,application/json,GET,52.222.236.101,/,-1186607948,2600:9000:223e:a800:1f:999b:13c0:93a1,Node.js,1,False,True,nginx,https://senior-bff-stag.ketnet.be/,,,,,,
senior-bff.ketnet.be,,200,35,AS16509,AMAZON-02,US,18.66.144.0/22,senior-bff.ketnet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-12-11T23:59:59Z,CN=senior-bff.ketnet.be,senior-bff.ketnet.be,senior-bff.ketnet.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,95dc158d09024646cf28556c44175ab0,82306cc96a9e7df4e99830e4c6e21846312e3ceb6e8449ac3ec1a3b9ac5b63c3,ctls,senior-bff.ketnet.be,cloudfront,80,http://senior-bff.ketnet.be:80,http,application/json,GET,18.66.147.27,/,1593207841,2600:9000:225e:ec00:1c:c065:2640:93a1,Node.js,1,False,True,nginx,https://senior-bff.ketnet.be/,,,,,,
services-music-dev.vrt.be,503 Service Temporarily Unavailable,503,162,AS16509,AMAZON-02,US,18.66.144.0/22,,,,,,,,,,,,,,,,,,cloudfront,80,http://services-music-dev.vrt.be:80,http,text/html,GET,18.66.147.68,/,1862162275,2600:9000:225e:4c00:1:9d04:2b40:93a1,Amazon Web Services,7,False,True,awselb/2.0,,,,,,,
services-music.vrt.be,503 Service Temporarily Unavailable,503,162,AS16509,AMAZON-02,US,13.32.16.0/20,,,,,,,,,,,,,,,,,,cloudfront,80,http://services-music.vrt.be:80,http,text/html,GET,13.32.27.97,/,1862162275,2600:9000:211e:cc00:4:8614:9100:93a1,Amazon Web Services,7,False,True,awselb/2.0,,,,,,,
services-nowonair-service-dev.vrt.be,,404,37,AS16509,AMAZON-02,US,143.204.216.0/24,,,,,,,,,,,,,,,,,,cloudfront,80,http://services-nowonair-service-dev.vrt.be:80,http,application/json,GET,143.204.215.110,/,503883867,2600:9000:214f:5400:18:8e7f:3fc0:93a1,Nginx:1.18.0,1,False,True,nginx/1.18.0,,,,,,,
services-nowonair-service-stag.vrt.be,,404,37,AS16509,AMAZON-02,US,18.66.132.0/24,,,,,,,,,,,,,,,,,,cloudfront,80,http://services-nowonair-service-stag.vrt.be:80,http,application/json,GET,18.66.122.78,/,503883867,2600:9000:2250:9400:5:9416:1a00:93a1,Nginx:1.18.0,1,False,True,nginx/1.18.0,,,,,,,
services-playlist-service-dev.vrt.be,,404,37,AS16509,AMAZON-02,US,18.66.144.0/22,,,,,,,,,,,,,,,,,,cloudfront,80,http://services-playlist-service-dev.vrt.be:80,http,application/json,GET,18.66.147.120,/,503883867,2600:9000:225e:7c00:1e:70c9:2d40:93a1,Nginx:1.18.0,1,False,True,nginx/1.18.0,,,,,,,
services-playlist-service.vrt.be,,404,37,AS16509,AMAZON-02,US,143.204.104.0/24,,,,,,,,,,,,,,,,,,cloudfront,80,http://services-playlist-service.vrt.be:80,http,application/json,GET,143.204.89.29,/,503883867,2600:9000:2156:aa00:a:30df:b580:93a1,Nginx:1.18.0,1,False,True,nginx/1.18.0,,,,,,,
services-subtitles-stag.vrt.be,,403,243,AS16509,AMAZON-02,US,65.9.112.0/23,services-subtitles-stag.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-23T23:59:59Z,CN=services-subtitles-stag.vrt.be,services-subtitles-stag.vrt.be,services-subtitles-stag.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,51086cf02d9224e4db1e854ce3d85bc4,9b28f0f73e7cb4dfaceca0394c97a7c4a1eccd4b56720454b39f310a85c5da97,ctls,services-subtitles-stag.vrt.be,cloudfront,443,https://services-subtitles-stag.vrt.be:443,https,application/xml,GET,65.9.66.33,/,-671741745,2600:9000:206f:d600:a:7272:85c0:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,,,
services-subtitles.vrt.be,,403,243,AS16509,AMAZON-02,US,18.66.116.0/23,,,,,,,,,,,,,,,,,,cloudfront,80,http://services-subtitles.vrt.be:80,http,application/xml,GET,18.66.112.40,/,954689109,2600:9000:223f:6a00:5:f58c:1e80:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,,,
services-vualto-aggregator.vrt.be,,404,109,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,cloudfront,80,http://services-vualto-aggregator.vrt.be:80,http,text/html,GET,108.138.7.70,/,-1067882699,2600:9000:2490:8400:a:ce1d:7fc0:93a1,Amazon Web Services,1,False,True,,,,,,,,
services.vrt.be,VRT Services,200,36665,AS16509,AMAZON-02,US,18.66.102.0/24,services.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-12-13T23:59:59Z,CN=services.vrt.be,services.vrt.be,epg.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aa2ab1a14e337649bf602500a779d83f,001674f7e74b1e1f3607b5a49532ab973dbdec8be71a00189ea8911b23cbfdfd,ctls,services.vrt.be,cloudfront,443,https://services.vrt.be:443,https,text/html,GET,18.66.97.50,/,1714000548,18.66.97.118,Nginx:1.6.2,1173,False,True,nginx/1.6.2,,,,,,,
shop.events.stubru.be,Tickoweb,200,7157,AS56837,TIGRON-AS,BE,86.39.64.0/20,shop.events.stubru.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-05T13:15:07Z,2023-08-03T13:15:06Z,CN=shop.events.stubru.be,shop.events.stubru.be,shop.events.stubru.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,331e312d8bedceb2f611e665c48a1e6d,abd04a9548544dbd7bb6cb8573be29c8ff92a53cb01283b2f46b416210c4976d,ctls,shop.events.stubru.be,,443,https://shop.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1916031602,2a00:6ec0:101:1:0:98:0:1,,257,False,,,,,,,,,
shop.ketnet.be,Op zoek naar producten van ketnet?	         - Ketnet Shop,200,347458,AS15703,TRUESERVER-AS TrueServer BV AS number,NL,87.233.134.0/24,shop.ketnet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-28T18:36:10Z,2023-06-26T18:36:09Z,CN=shop.ketnet.be,shop.ketnet.be,shop.ketnet.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ca7fa86f368b48b476a576b945a51e37,cc2dfd888305e431cd8f4cced14d53969fcf8562cf2bbcd8be0de39de6206cd0,ctls,shop.ketnet.be,,443,https://shop.ketnet.be:443,https,text/html,GET,87.233.134.100,/,566218143,87.233.134.100,jQuery,1752,False,,Apache,,,,,,,
shop.stubru.be,Home	         - StuBru Shop,200,273054,AS15703,TRUESERVER-AS TrueServer BV AS number,NL,87.233.0.0/16,shop.stubru.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T15:06:15Z,2023-06-23T15:06:14Z,CN=shop.stubru.be,shop.stubru.be,shop.stubru.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1738432a5ef661fd87bdda74232bb92a,09de0a0a09844b187fc202535962bd469af45dcf645e3775f393efcc4cb6761b,ctls,shop.stubru.be,,443,https://shop.stubru.be:443,https,text/html,GET,87.233.238.61,/,566218143,87.233.238.61,jQuery,1722,False,,Apache,,,,,,,
skipartytop100.mnm.be,500 Server Error,500,323,AS15169,GOOGLE,US,142.250.0.0/15,,,,,,,,,,,,,,,,,,,80,http://skipartytop100.mnm.be:80,http,text/html,GET,142.250.186.115,/,-466245008,2a00:1450:4001:829::2013,Google Cloud Trace,11,False,,Google Frontend,,,,,,,
snowcase23-leyak-maandagavond.events.stubru.be,Tickoweb,200,5337,AS56837,TIGRON-AS,BE,86.39.64.0/20,snowcase23-leyak-maandagavond.events.stubru.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T16:00:34Z,2023-07-24T16:00:33Z,CN=snowcase23-leyak-maandagavond.events.stubru.be,snowcase23-leyak-maandagavond.events.stubru.be,snowcase23-leyak-maandagavond.events.stubru.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,67d5c88166b14c5b6044f7b54ca31de6,cd491ea7d9e89c883cca177edd793c4a84ab275144f0020cc837d2b731cc5597,ctls,snowcase23-leyak-maandagavond.events.stubru.be,,443,https://snowcase23-leyak-maandagavond.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-819534055,2a00:6ec0:101:1:0:98:0:1,,262,False,,,,,,,,,
snowcase23-leyak-zondagavond.events.stubru.be,Tickoweb,200,5337,AS56837,TIGRON-AS,BE,86.39.64.0/20,snowcase23-leyak-zondagavond.events.stubru.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T15:50:17Z,2023-07-24T15:50:16Z,CN=snowcase23-leyak-zondagavond.events.stubru.be,snowcase23-leyak-zondagavond.events.stubru.be,snowcase23-leyak-zondagavond.events.stubru.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2ffa15b759e4107b393e725ec246ff9b,a02b57e7fd7673506f8e1e392e406dd504e4a7762fe83078bea51bc1a49ad903,ctls,snowcase23-leyak-zondagavond.events.stubru.be,,443,https://snowcase23-leyak-zondagavond.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-819534055,2a00:6ec0:101:1:0:98:0:1,,262,False,,,,,,,,,
snowcase23-theplace-woensdagavond.events.stubru.be,Tickoweb,200,5337,AS56837,TIGRON-AS,BE,86.39.64.0/20,snowcase23-theplace-woensdagavond.events.stubru.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T16:10:07Z,2023-07-24T16:10:06Z,CN=snowcase23-theplace-woensdagavond.events.stubru.be,snowcase23-theplace-woensdagavond.events.stubru.be,snowcase23-theplace-woensdagavond.events.stubru.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,353ba9691a629cef3237155710dc331c,62ac6b100a8e3861ae8f5c50a73d315301ee41afe951f3749ecfd6403101c839,ctls,snowcase23-theplace-woensdagavond.events.stubru.be,,443,https://snowcase23-theplace-woensdagavond.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-819534055,2a00:6ec0:101:1:0:98:0:1,,262,False,,,,,,,,,
snowcase23-theplace-zondagavond.events.stubru.be,Tickoweb,200,5337,AS56837,TIGRON-AS,BE,86.39.64.0/20,snowcase23-theplace-zondagavond.events.stubru.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T13:50:27Z,2023-07-24T13:50:26Z,CN=snowcase23-theplace-zondagavond.events.stubru.be,snowcase23-theplace-zondagavond.events.stubru.be,snowcase23-theplace-zondagavond.events.stubru.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,899814e3207703dca2fae8957ba20dad,ac7e660a2914ef60f4778eccafa3febe42af10098f672c313d0f2bb752102269,ctls,snowcase23-theplace-zondagavond.events.stubru.be,,443,https://snowcase23-theplace-zondagavond.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-819534055,2a00:6ec0:101:1:0:98:0:1,,262,False,,,,,,,,,
social.dev.vrt.be,,200,,AS14618,AMAZON-AES,US,18.211.60.0/24,social.dev.vrt.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T00:00:00Z,2023-05-30T23:59:59Z,CN=accounts.dev.vrt.be,accounts.dev.vrt.be,social.stag.vrt.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,f00b00e840faecfecbac57d937b0236e,306854b8006d7d579f05e97f24a7cb90c3b66f58343930cdae42a4d2831195b8,ctls,social.dev.vrt.be,,443,https://social.dev.vrt.be:443,https,text/html,GET,18.206.141.83,/,-1516177449,18.206.141.83,,1,False,,,,,,,,,
social.stag.vrt.be,,200,,AS14618,AMAZON-AES,US,18.211.60.0/24,social.stag.vrt.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T00:00:00Z,2023-05-30T23:59:59Z,CN=accounts.dev.vrt.be,accounts.dev.vrt.be,social.stag.vrt.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,f00b00e840faecfecbac57d937b0236e,306854b8006d7d579f05e97f24a7cb90c3b66f58343930cdae42a4d2831195b8,ctls,social.stag.vrt.be,,443,https://social.stag.vrt.be:443,https,text/html,GET,18.210.153.8,/,-1516177449,18.210.153.8,,1,False,,,,,,,,,
social.vrt.be,,200,,AS16509,AS16509,Unknown,52.216.72.0/24,social.vrt.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-06-13T23:59:59Z,CN=accounts.vrt.be,accounts.vrt.be,social.vrt.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d0492ab211b4e41bd0c8967b94d2258f,d59aed6a22f60e1fe82fcf76d512a91c425ef5d74a4bb619ee59194085d916eb,ctls,social.vrt.be,,443,https://social.vrt.be:443,https,text/html,GET,52.212.156.205,/,-1516177449,52.212.156.205,,1,False,,,,,,,,,
sport-components.sporza.be,,403,243,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,sport-components.sporza.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-12-17T23:59:59Z,CN=sport-components.sporza.be,sport-components.sporza.be,sport-components.sporza.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,019c1ded5275ef5be56ee2dbf4b0fe70,b1d1a94dadfc8b971533ba99c6ca44e92d1010be3ac92812fbc8dfd90c13513b,ctls,sport-components.sporza.be,cloudfront,80,http://sport-components.sporza.be:80,http,application/xml,GET,108.138.17.71,/,156452649,108.138.17.33,Amazon Web Services,2,False,True,AmazonS3,https://sport-components.sporza.be/,,,,,,
sso-stag.vrt.be,,403,243,AS16509,AMAZON-02,US,18.66.102.0/24,sso-stag.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-07T23:59:59Z,CN=*.sso-stag.vrt.be,*.sso-stag.vrt.be,sso-stag.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09fa6107b4621d5d7ae5e8cff904ec22,c0a9a532a1bd7a36034e4e19e2f483a06d8fcf7c11c118d5d65276834f3bb860,ctls,sso-stag.vrt.be,cloudfront,443,https://sso-stag.vrt.be:443,https,application/xml,GET,18.66.97.71,/,1309242170,2600:9000:223c:5a00:10:4435:52c0:93a1,Amazon Web Services,2,False,True,AmazonS3,,True,,,,,
static-dev.dewarmsteweek.be,,403,243,AS16509,AS16509,Unknown,13.225.96.0/21,static-dev.dewarmsteweek.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-11T23:59:59Z,CN=*.dewarmsteweek.be,*.dewarmsteweek.be,*.stag.dewarmsteweek.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,167b59f2ca77657ebd897c56eff68bc3,1addd17811e045a45591eddc0162bae733aeffaf54e2d21a088597c3789d6656,ctls,static-dev.dewarmsteweek.be,cloudfront,80,http://static-dev.dewarmsteweek.be:80,http,application/xml,GET,13.225.78.2,/,540127110,2600:9000:21f3:fa00:a:d693:fd00:93a1,Amazon Web Services,2,False,True,AmazonS3,https://static-dev.dewarmsteweek.be/,True,,,,,
static-dev.klara.be,,403,255,AS16509,AMAZON-02,US,143.204.104.0/24,static-dev.klara.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=static-dev.radio1.be,static-dev.radio1.be,static-dev.radio2.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,168db5dbf50eb67d05a5667d73b8f384,0845d4050bdada598e81a3071fcc446d5dff8b5bee6f3eca3ab0bf88faa531f1,ctls,static-dev.klara.be,cloudfront,80,http://static-dev.klara.be:80,http,application/xml,GET,143.204.89.43,/,1451166303,2600:9000:2156:e400:14:ce46:b740:93a1,Amazon Web Services,2,False,True,AmazonS3,https://static-dev.klara.be/,,,,,,
static-dev.radio1.be,,403,255,AS16509,AMAZON-02,US,143.204.104.0/24,static-dev.radio1.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=static-dev.radio1.be,static-dev.radio1.be,static-dev.radio2.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,168db5dbf50eb67d05a5667d73b8f384,0845d4050bdada598e81a3071fcc446d5dff8b5bee6f3eca3ab0bf88faa531f1,ctls,static-dev.radio1.be,cloudfront,80,http://static-dev.radio1.be:80,http,application/xml,GET,143.204.89.93,/,-1296620585,2600:9000:2156:2e00:14:ce46:b740:93a1,Amazon Web Services,2,False,True,AmazonS3,https://static-dev.radio1.be/,,,,,,
static-dev.radio2.be,,403,255,AS16509,AMAZON-02,US,143.204.104.0/24,static-dev.radio2.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=static-dev.radio1.be,static-dev.radio1.be,static-dev.radio2.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,168db5dbf50eb67d05a5667d73b8f384,0845d4050bdada598e81a3071fcc446d5dff8b5bee6f3eca3ab0bf88faa531f1,ctls,static-dev.radio2.be,cloudfront,80,http://static-dev.radio2.be:80,http,application/xml,GET,143.204.89.93,/,-1817451107,2600:9000:2156:f000:14:ce46:b740:93a1,Amazon Web Services,2,False,True,AmazonS3,https://static-dev.radio2.be/,,,,,,
static-stag.klara.be,,403,243,AS0,Not routed,None,13.32.100.0/23,static-stag.klara.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=static-stag.radio1.be,static-stag.radio1.be,static-stag.klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7c1c634fef5ba0d53105085e2fb44cd7,e54356ab1efafc18f853ebc312a5e41bc6a72d796c64c9db1f2ac0f8eff10821,ctls,static-stag.klara.be,cloudfront,443,https://static-stag.klara.be:443,https,application/xml,GET,13.32.99.29,/,-466571485,2600:9000:2511:fc00:12:12ed:3800:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,,,
static-stag.radio1.be,,403,255,AS0,Not routed,None,13.32.100.0/23,static-stag.radio1.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=static-stag.radio1.be,static-stag.radio1.be,static-stag.klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7c1c634fef5ba0d53105085e2fb44cd7,e54356ab1efafc18f853ebc312a5e41bc6a72d796c64c9db1f2ac0f8eff10821,ctls,static-stag.radio1.be,cloudfront,443,https://static-stag.radio1.be:443,https,application/xml,GET,13.32.99.49,/,-47577231,2600:9000:2251:b800:12:12ed:3800:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,,,
static-stag.radio2.be,,403,255,AS0,Not routed,None,13.32.100.0/23,static-stag.radio2.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=static-stag.radio1.be,static-stag.radio1.be,static-stag.klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7c1c634fef5ba0d53105085e2fb44cd7,e54356ab1efafc18f853ebc312a5e41bc6a72d796c64c9db1f2ac0f8eff10821,ctls,static-stag.radio2.be,cloudfront,443,https://static-stag.radio2.be:443,https,application/xml,GET,13.32.99.29,/,-288667462,2600:9000:2251:4a00:12:12ed:3800:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,,,
static-stag.stubru.be,,403,255,AS0,Not routed,None,13.32.100.0/23,static-stag.stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=static-stag.radio1.be,static-stag.radio1.be,static-stag.klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7c1c634fef5ba0d53105085e2fb44cd7,e54356ab1efafc18f853ebc312a5e41bc6a72d796c64c9db1f2ac0f8eff10821,ctls,static-stag.stubru.be,cloudfront,443,https://static-stag.stubru.be:443,https,application/xml,GET,13.32.99.29,/,-158669049,2600:9000:2251:c600:12:12ed:3800:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,,,
static.klara.be,,403,243,AS16509,AMAZON-02,US,143.204.216.0/24,static.klara.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=static.radio1.be,static.radio1.be,static.klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,25cdadf32fa6db1846397dc906fdaec7,77a333fe7a2eff2e26003e0583e847244789877d22341130e417eea0db3d8bae,ctls,static.klara.be,cloudfront,443,https://static.klara.be:443,https,application/xml,GET,143.204.215.95,/,-596126342,2600:9000:214f:3200:10:e6ed:bd00:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,,,
static.mnm.be,,403,243,AS16509,AMAZON-02,US,143.204.216.0/24,static.mnm.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=static.radio1.be,static.radio1.be,static.klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,25cdadf32fa6db1846397dc906fdaec7,77a333fe7a2eff2e26003e0583e847244789877d22341130e417eea0db3d8bae,ctls,static.mnm.be,cloudfront,443,https://static.mnm.be:443,https,application/xml,GET,143.204.215.23,/,215698696,2600:9000:214f:e00:10:e6ed:bd00:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,,,
static.radio2.be,,403,243,AS16509,AMAZON-02,US,143.204.216.0/24,static.radio2.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=static.radio1.be,static.radio1.be,static.klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,25cdadf32fa6db1846397dc906fdaec7,77a333fe7a2eff2e26003e0583e847244789877d22341130e417eea0db3d8bae,ctls,static.radio2.be,cloudfront,443,https://static.radio2.be:443,https,application/xml,GET,143.204.215.95,/,1887567165,2600:9000:214f:1c00:10:e6ed:bd00:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,,,
stipit.ketnet.be,,200,52,AS34762,COMBELL-AS,BE,5.134.0.0/21,stipit.ketnet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2020-11-04T09:25:53Z,2023-02-07T09:25:53Z,CN=com-hclnxs027a.srv.combell-ops.net,com-hclnxs027a.srv.combell-ops.net,com-hclnxs027a.srv.combell-ops.net,CN=com-hclnxs027a.srv.combell-ops.net,com-hclnxs027a.srv.combell-ops.net,,39525b56d1f16dc7d09b3ea1dc83f3fb,0d67073ed15052a85f45af61faf1db3dc80b1e5a141a1390d197880113b98575,ctls,stipit.ketnet.be,,443,https://stipit.ketnet.be:443,https,text/html,GET,5.134.6.107,/,566218143,2a00:1c98:1000:11b2:0:2:6feb:34c1,Nginx,2,False,,nginx,,,True,,,True,True
