new,host,a,cname,soa,status_code,txt,ns,aaaa,mx,ptr,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],se.openvpn.web.dqr.enterprise.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],search.starbucks.com,98.99.252.118,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],secure.egifting.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],securehost.openapi.starbucks.com,98.99.252.80,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],securepayment.starbucks.com,98.99.252.210,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],securepaymentform.starbucks.ca,98.99.252.15,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],securepaymentform.starbucks.com,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],securepaymenthub.starbucks.com,98.99.253.51,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],securepaymentprocessor.starbucks.com,98.99.252.23,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],secureui.starbucks.ca,98.99.252.122,globalsecureui.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],secureui.starbucks.com.br,98.99.252.122,globalsecureui.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],secureui.starbucks.de,98.99.252.122,globalsecureui.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],secureui.starbucks.fr,98.99.252.122,globalsecureui.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],secureui2.starbucks.com,98.99.252.79,secureui.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],securityaccess.starbucks.com.cn,101.52.253.174,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sei.starbucks.com,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],selfservice.starbucks.com,98.99.254.203,kdreq-a-v9.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],sentry.starbucks.com,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],sep-12-staging-sbux.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sep-12-stagings.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sep-12-starbucks.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sep-12-styling-fix.starbucks-website.starbucks-china.jklp.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sep-12-stylingwebapp-jmis.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sep-8-staging-dev.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sep-8-staging-jac.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sep-8-staging-sbux.openvpn.stg.2013-admin.dqr.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sep-8-staging-sbuxts-staging-sbux.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sep-8-stagingwebsite.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sep-8-starbucks-origin.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sep-8-starbucks-origing-sbuxts.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sep-8-station-api2.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sep-8-stg.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sep-8-studio.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sep-8-style-loader.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sep-8-styling-fix.starbucks-website.starbucks-china.jklp.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sep-pnc.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sep-pulse.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],seri.openvpn.web.dqr.enterprise.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],serv.openvpn.web.dqr.enterprise.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],server1.openvpn.web.dqr.enterprisdcp.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],server1.openvpn.web.dqr.enterprise-box.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],server1.openvpn.web.dqr.enterprise-www.demo.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;","ns3.dnsv5.com, ns4.dnsv5.com",,,,,,,,
[x],server1.openvpn.web.dqr.enterprise-www13.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],server1.openvpn.web.dqr.enterprise-xmail.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],server1.openvpn.web.dqr.enterprise.if.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],server1.openvpn.web.dqr.enterprise.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],server1.openvpn.web.dqr.enterprise.www.survey.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],server1.openvpn.web.dqr.enterprisecampus.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],server1.openvpn.web.dqr.enterprisecitrix.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],server1.openvpn.web.dqr.enterprisgiftcaro.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],server1.openvpn.web.dqr.enterprisid.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],server1.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],services.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sewards.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sftp.starbucks.com.cn,120.136.132.19,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;","ns3.dnsv5.com, ns4.dnsv5.com",,,,,,,,
[x],sgan.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],sgsm.starbucks.com,172.16.12.14,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,True,172.16.12.14,
[x],sgsmdev.starbucks.com,172.16.11.19,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,True,172.16.11.19,
[x],sgsmsupplier.starbucks.com,"18.164.96.118, 18.164.96.100, 18.164.96.72, 18.164.96.82",d308r6lqml9yts.cloudfront.net,"ns-1168.awsdns-18.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1540.awsdns-00.co.uk, ns-1168.awsdns-18.org, ns-807.awsdns-36.net, ns-120.awsdns-15.com","2600:9000:23d3:e400:1a:3811:6400:93a1, 2600:9000:23d3:2400:1a:3811:6400:93a1, 2600:9000:23d3:5600:1a:3811:6400:93a1, 2600:9000:23d3:a600:1a:3811:6400:93a1, 2600:9000:23d3:ba00:1a:3811:6400:93a1, 2600:9000:23d3:4c00:1a:3811:6400:93a1, 2600:9000:23d3:600:1a:3811:6400:93a1, 2600:9000:23d3:7800:1a:3811:6400:93a1",,,True,cloudfront,,,
[x],sgsmsuppliertest.starbucks.com,"143.204.89.51, 143.204.89.89, 143.204.89.117, 143.204.89.4",d2a7myuat1tv6l.cloudfront.net,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1097.awsdns-09.org, ns-1836.awsdns-37.co.uk, ns-246.awsdns-30.com, ns-538.awsdns-03.net","2600:9000:2156:d200:1b:f7e6:740:93a1, 2600:9000:2156:3600:1b:f7e6:740:93a1, 2600:9000:2156:3800:1b:f7e6:740:93a1, 2600:9000:2156:ec00:1b:f7e6:740:93a1, 2600:9000:2156:a200:1b:f7e6:740:93a1, 2600:9000:2156:d000:1b:f7e6:740:93a1, 2600:9000:2156:f000:1b:f7e6:740:93a1, 2600:9000:2156:1400:1b:f7e6:740:93a1",,,True,cloudfront,,,
[x],shaskypeconf01.starbucks.cn,120.136.132.35,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],shaskypeedge01.starbucks.cn,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],shipper-cert.starbucks.com,98.99.253.31,shipper-cert.gtm.starbucks.com,"ns-1524.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],shipper-psyst.starbucks.com,,,,NOERROR,,,,,,,,,,
[x],shipper-sand.starbucks.com,98.99.253.6,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],shipper-sdev.starbucks.com,54.144.128.85,,,NOERROR,,,,,,,,,,
[x],shipper-ssyst.starbucks.com,98.99.248.159,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,,
[x],shipper.gtm.starbucks.com,98.99.250.235,,"ns-1524.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],shipper.starbucks.com,98.99.250.235,shipper.gtm.starbucks.com,"ns-1524.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],shop.starbucks.com.sg,"52.76.130.22, 52.76.99.79",ecomm-web34-lb-642973224.ap-southeast-1.elb.amazonaws.com,"ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],shop.starbucks.de,"104.18.6.32, 104.18.7.32","www.starbucks.de, www.starbucks.de.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,"2606:4700::6812:720, 2606:4700::6812:620",,,True,cloudflare,,,
[x],sim.starbucks.com,104.18.24.158,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,True,cloudflare,,,
[x],simphony-dev.starbucks.co.jp,54.199.32.125,albvnp01-1612540050.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sip.starbucks.cn,120.136.132.18,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],sip.starbucks.co.jp,52.112.196.46,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,"eu-a.prod1.footprint.net, eu-b.prod1.footprint.net",2603:1027:0:48::20,,,,,,,
[x],sip.starbucks.com,52.112.192.11,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,2603:1027:0:48::20,,,,,,,
[x],sirens-library.starbucks.co.jp,"52.68.170.138, 54.168.206.139",albprc01-1331539332.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sixevents-api.starbucks.com,13.66.167.247,six-waf-prod.westus2.cloudapp.azure.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,True,azure,,,
[x],sixevents.starbucks.com,,six-waf-prod.westus2.cloudapp.azure.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,True,azure,,,
[x],sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sm.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],smtp.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],snt-fault.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],soa-test.gtm.starbucks.com,98.99.254.159,,"ns-1524.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],soa-test.starbucks.com,98.99.254.159,soa-test.gtm.starbucks.com,"ns-1524.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],solutions.starbucks.ca,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],solutions.starbucks.co.uk,,sitedetour.com,"ns-1931.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"google-site-verification=dpQIFnJ3p5LHVpGF57XzNIl_LWcuwHW7HRtIC9rOufg, google-site-verification=MDqQqdiF-r1_c-omsVbfJ3Gtl4TFs-zVMnJ8fmZgg1g, proxy-ssl.webflow.com, v=spf1 include:_spf.google.com ~all, site24x7-signals-domain-verification=52615da223caee5322cb9e73f078b8f3",,,,,,,,,
[x],solutions.starbucks.de,"3.224.123.132, 35.171.238.11",globaldeliverynetwork.sitedetour.com,"ns-1931.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],solutions.starbucks.fr,"3.224.123.132, 35.171.238.11",globaldeliverynetwork.sitedetour.com,"ns-1931.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sorry-chd.starbucks.com,98.99.248.67,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],sorry.starbucks.com,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],soupons.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],spectrum-ct.starbucks.com,104.42.43.167,s00172dpipspectrum.westus.cloudapp.azure.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,True,azure,,,
[x],spectrum.starbucks.com,13.64.109.65,s00172ppipspecapp00.westus.cloudapp.azure.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,True,azure,,,
[x],spock.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sprint.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sql01.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],srqponmlkjihgfedcba98765.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],ss.cdx.starbucks.com,34.237.118.22,"sbux-integration-cdx-master.apigee.net, sbux-integration-cdx.dn.apigee.net","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ssa.productioncontroller.starbucks.com,52.151.19.147,"s00175tmssap01.trafficmanager.net, a88e5e72-fc84-4c7c-9cac-515997d1f04e.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,True,azure,,,
[x],ssct.starbucks.com.cn,120.136.132.86,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],ssctsso.stg.starbucks.com.cn,120.136.132.85,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sslvpn.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],sslvpn.starbucks.co.jp,202.214.21.213,,"dns-b.iij.ad.jp, dns-managers.iij.ad.jp",NOERROR,,,,,,,,,,
[x],sso-group-chd.starbucks.com,98.99.250.66,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],sso-group-iad.starbucks.com,98.99.252.221,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],sso-group.starbucks.com,98.99.254.32,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],sso-group0-iad.starbucks.com,98.99.252.220,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],sso-group2.starbucks.com,98.99.254.65,sso-group2-iad.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],sso.stg.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],st.starbucks.co.jp,"3.114.218.96, 52.68.56.45",,"ns-1445.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1445.awsdns-52.org, ns-1614.awsdns-09.co.uk, ns-333.awsdns-41.com, ns-899.awsdns-48.net",,,,,,,,
[x],st2.starbucks.co.jp,"52.198.227.235, 54.92.20.73",,"ns-1725.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1144.awsdns-15.org, ns-139.awsdns-17.com, ns-1725.awsdns-23.co.uk, ns-997.awsdns-60.net",,,,,,,,
[x],stable.api.martech.starbucks.com,34.237.118.12,"sbux-integration-eapi-stable.apigee.net, sbux-integration-cdx.dn.apigee.net","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],stage-digital.starbucks.com,,,,NOERROR,,,,,,,,,,
[x],stage.mfa.starbucks.com,52.191.222.236,"s00294tm0mfastage0.trafficmanager.net, s00294appgw0mfastage0.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,True,azure,,,
[x],stage.openapi.starbucks.com,34.237.118.92,"sbux-integration-oapi-stage-dial.apigee.net, sbux-integration-oapi.dn.apigee.net","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],stageapi-ct.servicesapi.openvpn.egifting.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],stagecaenstore.starbucks.com,107.150.141.161,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagecafrstore.starbucks.com,,starbucks-staging.onelink-translations.com,"ns10.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],stageconnect.starbucks.com,"54.230.163.109, 54.230.163.110, 54.230.163.122, 54.230.163.11","connect.starbucks.com, d1zsws4x9b0vy6.cloudfront.net","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1082.awsdns-07.org, ns-454.awsdns-56.com, ns-1761.awsdns-28.co.uk, ns-780.awsdns-33.net",,,,True,cloudfront,,,
[x],stagedeenstore.starbucks.com,107.150.141.161,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagedigital-chd.starbucks.com,204.238.150.115,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagefrfrstore.starbucks.com,207.223.245.131,starbucks-staging.onelink-translations.com,"ns10.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],stageglobalassets.starbucks.com,104.102.34.6,"globalassets.starbucks.com.edgekey.net, e9621.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],stageglobalsecureui.starbucks.com,98.99.254.192,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagehost-chd.starbucks.com,204.238.150.116,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagehost.openapi.starbucks.com,98.99.252.39,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,,
[x],stagesecurehost-iad.openapi.starbucks.com,98.99.252.45,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,,
[x],stagesecurehost.openapi.starbucks.com,98.99.252.45,stagesecurehost-iad.openapi.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecurepayment.starbucks.com,98.99.252.211,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecurepaymentform.starbucks.ca,98.99.203.2,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecurepaymentform.starbucks.com,98.99.203.2,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecurepaymenthub.starbucks.com,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecurepaymentprocessor.starbucks.com,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecureui-chd.starbucks.com,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecureui-iad.starbucks.com,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecureui.starbucks.ca,98.99.254.192,stageglobalsecureui.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecureui.starbucks.co.uk,98.99.254.192,stageglobalsecureui.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecureui.starbucks.com,98.99.252.44,stagesecureui-iad.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecureui.starbucks.com.br,98.99.254.192,stageglobalsecureui.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesecureui.starbucks.fr,98.99.254.192,stageglobalsecureui.starbucks.com,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagesorry-iad.starbucks.com,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagestore.starbucks.com,136.147.219.171,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagewcmsvcs.starbucks.com,98.99.252.41,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],stagin.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
