new,host,a,aaaa,soa,status_code,cname,mx,txt,caa,cdn,cdn-name,ns
[x],systemredirectvpn-press-uat.survey.sidn.nl,"143.204.231.121, 143.204.231.39, 143.204.231.72, 143.204.231.34","2600:9000:2113:d000:19:1a16:9840:93a1, 2600:9000:2113:9e00:19:1a16:9840:93a1, 2600:9000:2113:f200:19:1a16:9840:93a1, 2600:9000:2113:2400:19:1a16:9840:93a1, 2600:9000:2113:e00:19:1a16:9840:93a1, 2600:9000:2113:dc00:19:1a16:9840:93a1, 2600:9000:2113:f800:19:1a16:9840:93a1, 2600:9000:2113:7200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],taiwan.survey.sidn.nl,"143.204.231.39, 143.204.231.121, 143.204.231.72, 143.204.231.34","2600:9000:2113:e200:19:1a16:9840:93a1, 2600:9000:2113:2e00:19:1a16:9840:93a1, 2600:9000:2113:9000:19:1a16:9840:93a1, 2600:9000:2113:4800:19:1a16:9840:93a1, 2600:9000:2113:fc00:19:1a16:9840:93a1, 2600:9000:2113:1400:19:1a16:9840:93a1, 2600:9000:2113:e00:19:1a16:9840:93a1, 2600:9000:2113:7200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],tapefabrik.survey.sidn.nl,"13.227.219.66, 13.227.219.110, 13.227.219.48, 13.227.219.23","2600:9000:21c7:c00:19:1a16:9840:93a1, 2600:9000:21c7:1600:19:1a16:9840:93a1, 2600:9000:21c7:a200:19:1a16:9840:93a1, 2600:9000:21c7:c600:19:1a16:9840:93a1, 2600:9000:21c7:6600:19:1a16:9840:93a1, 2600:9000:21c7:ce00:19:1a16:9840:93a1, 2600:9000:21c7:8800:19:1a16:9840:93a1, 2600:9000:21c7:e600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],team-internalold-my-external-domain.survey.sidn.nl,"13.32.121.42, 13.32.121.91, 13.32.121.101, 13.32.121.90","2600:9000:21c7:c600:19:1a16:9840:93a1, 2600:9000:21c7:ae00:19:1a16:9840:93a1, 2600:9000:21c7:6400:19:1a16:9840:93a1, 2600:9000:21c7:8800:19:1a16:9840:93a1, 2600:9000:21c7:6200:19:1a16:9840:93a1, 2600:9000:21c7:7a00:19:1a16:9840:93a1, 2600:9000:21c7:c00:19:1a16:9840:93a1, 2600:9000:21c7:b000:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],tech.survey.sidn.nl,,"2600:9000:21c7:d200:19:1a16:9840:93a1, 2600:9000:21c7:9000:19:1a16:9840:93a1, 2600:9000:21c7:d800:19:1a16:9840:93a1, 2600:9000:21c7:c000:19:1a16:9840:93a1, 2600:9000:21c7:400:19:1a16:9840:93a1, 2600:9000:21c7:cc00:19:1a16:9840:93a1, 2600:9000:21c7:3400:19:1a16:9840:93a1, 2600:9000:21c7:7200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],tempcorp-helpdesk.survey.sidn.nl,"13.32.121.101, 13.32.121.90, 13.32.121.42, 13.32.121.91","2600:9000:236e:2400:19:1a16:9840:93a1, 2600:9000:236e:5c00:19:1a16:9840:93a1, 2600:9000:2240:d000:19:1a16:9840:93a1, 2600:9000:236e:2c00:19:1a16:9840:93a1, 2600:9000:236e:2a00:19:1a16:9840:93a1, 2600:9000:236e:fa00:19:1a16:9840:93a1, 2600:9000:2240:4000:19:1a16:9840:93a1, 2600:9000:236e:c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],thinkhouse.survey.sidn.nl,"108.157.214.29, 108.157.214.40, 108.157.214.20, 108.157.214.4","2600:9000:2334:ec00:19:1a16:9840:93a1, 2600:9000:2334:1400:19:1a16:9840:93a1, 2600:9000:2334:fc00:19:1a16:9840:93a1, 2600:9000:2334:e800:19:1a16:9840:93a1, 2600:9000:2334:6600:19:1a16:9840:93a1, 2600:9000:2334:dc00:19:1a16:9840:93a1, 2600:9000:2334:7e00:19:1a16:9840:93a1, 2600:9000:2334:7000:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],tierce-vainqueur.survey.sidn.nl,"108.157.214.29, 108.157.214.20, 108.157.214.40, 108.157.214.4","2600:9000:2334:2a00:19:1a16:9840:93a1, 2600:9000:2334:200:19:1a16:9840:93a1, 2600:9000:2334:fa00:19:1a16:9840:93a1, 2600:9000:2334:8000:19:1a16:9840:93a1, 2600:9000:2334:bc00:19:1a16:9840:93a1, 2600:9000:2334:2600:19:1a16:9840:93a1, 2600:9000:2334:d400:19:1a16:9840:93a1, 2600:9000:2334:6a00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],tor1-5-vzb.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:2240:3400:19:1a16:9840:93a1, 2600:9000:236e:f800:19:1a16:9840:93a1, 2600:9000:2240:fe00:19:1a16:9840:93a1, 2600:9000:2240:ce00:19:1a16:9840:93a1, 2600:9000:2240:d400:19:1a16:9840:93a1, 2600:9000:2240:dc00:19:1a16:9840:93a1, 2600:9000:236e:3000:19:1a16:9840:93a1, 2600:9000:236e:7600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],tor117-149-gre.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.90, 13.32.121.42",,"ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,,,,True,cloudfront,
[x],tor122-149-pda.survey.sidn.nl,"13.32.121.101, 13.32.121.91, 13.32.121.42, 13.32.121.90","2600:9000:2240:d200:19:1a16:9840:93a1, 2600:9000:236e:aa00:19:1a16:9840:93a1, 2600:9000:236e:9600:19:1a16:9840:93a1, 2600:9000:236e:3000:19:1a16:9840:93a1, 2600:9000:2240:6400:19:1a16:9840:93a1, 2600:9000:2240:a600:19:1a16:9840:93a1, 2600:9000:2240:ea00:19:1a16:9840:93a1, 2600:9000:236e:9800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],tor132-164-gre.survey.sidn.nl,"52.85.151.22, 52.85.151.94, 52.85.151.75, 52.85.151.113","2600:9000:201e:ee00:19:1a16:9840:93a1, 2600:9000:201e:2400:19:1a16:9840:93a1, 2600:9000:201e:9600:19:1a16:9840:93a1, 2600:9000:201e:ba00:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:c800:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:8e00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],tor145-183-pdc.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:2240:5a00:19:1a16:9840:93a1, 2600:9000:236e:ae00:19:1a16:9840:93a1, 2600:9000:2240:2200:19:1a16:9840:93a1, 2600:9000:236e:9000:19:1a16:9840:93a1, 2600:9000:236e:e600:19:1a16:9840:93a1, 2600:9000:236e:b800:19:1a16:9840:93a1, 2600:9000:2240:1800:19:1a16:9840:93a1, 2600:9000:2240:5400:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],tor164-180-grc.survey.sidn.nl,"18.244.140.70, 18.244.140.36, 18.244.140.68, 18.244.140.119","2600:9000:2551:fa00:19:1a16:9840:93a1, 2600:9000:2551:d600:19:1a16:9840:93a1, 2600:9000:2551:b800:19:1a16:9840:93a1, 2600:9000:2551:f000:19:1a16:9840:93a1, 2600:9000:2551:9c00:19:1a16:9840:93a1, 2600:9000:2551:1c00:19:1a16:9840:93a1, 2600:9000:2551:8a00:19:1a16:9840:93a1, 2600:9000:2551:5600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,,amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],tor196-221-pda.survey.sidn.nl,"13.226.153.30, 13.226.153.49, 13.226.153.22, 13.226.153.70","2600:9000:2182:8a00:19:1a16:9840:93a1, 2600:9000:2182:1000:19:1a16:9840:93a1, 2600:9000:2182:3200:19:1a16:9840:93a1, 2600:9000:2182:c000:19:1a16:9840:93a1, 2600:9000:2182:6a00:19:1a16:9840:93a1, 2600:9000:2182:800:19:1a16:9840:93a1, 2600:9000:2182:5600:19:1a16:9840:93a1, 2600:9000:2182:a000:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],tor227-267-grc.survey.sidn.nl,"13.32.121.42, 13.32.121.90, 13.32.121.101, 13.32.121.91","2600:9000:236e:f600:19:1a16:9840:93a1, 2600:9000:2240:8200:19:1a16:9840:93a1, 2600:9000:2240:f000:19:1a16:9840:93a1, 2600:9000:236e:1a00:19:1a16:9840:93a1, 2600:9000:2240:800:19:1a16:9840:93a1, 2600:9000:236e:2a00:19:1a16:9840:93a1, 2600:9000:236e:8000:19:1a16:9840:93a1, 2600:9000:2240:9c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],tor23-27-pda.survey.sidn.nl,"18.244.102.9, 18.244.102.68, 18.244.102.114, 18.244.102.7","2600:9000:26df:5400:19:1a16:9840:93a1, 2600:9000:26df:2800:19:1a16:9840:93a1, 2600:9000:26df:3400:19:1a16:9840:93a1, 2600:9000:26df:1e00:19:1a16:9840:93a1, 2600:9000:26df:3c00:19:1a16:9840:93a1, 2600:9000:26df:a600:19:1a16:9840:93a1, 2600:9000:26df:ce00:19:1a16:9840:93a1, 2600:9000:26df:fc00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,
[x],tor295-368-pdc.survey.sidn.nl,"13.32.121.90, 13.32.121.101, 13.32.121.42, 13.32.121.91",,"ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,,,,True,cloudfront,
[x],tor30.survey.sidn.nl,"13.32.121.42, 13.32.121.101, 13.32.121.91, 13.32.121.90","2600:9000:236e:c800:19:1a16:9840:93a1, 2600:9000:2240:0:19:1a16:9840:93a1, 2600:9000:236e:4200:19:1a16:9840:93a1, 2600:9000:236e:7600:19:1a16:9840:93a1, 2600:9000:2240:7200:19:1a16:9840:93a1, 2600:9000:2240:bc00:19:1a16:9840:93a1, 2600:9000:236e:ce00:19:1a16:9840:93a1, 2600:9000:2240:600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net"
[x],tor314-351-pdb.survey.sidn.nl,"52.85.151.75, 52.85.151.113, 52.85.151.22, 52.85.151.94","2600:9000:201e:c800:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:8e00:19:1a16:9840:93a1, 2600:9000:201e:ba00:19:1a16:9840:93a1, 2600:9000:201e:2400:19:1a16:9840:93a1, 2600:9000:201e:9600:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:ee00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],tor358-415-pdb.survey.sidn.nl,"13.32.121.101, 13.32.121.91, 13.32.121.90, 13.32.121.42","2600:9000:2240:2200:19:1a16:9840:93a1, 2600:9000:236e:e000:19:1a16:9840:93a1, 2600:9000:2240:200:19:1a16:9840:93a1, 2600:9000:236e:be00:19:1a16:9840:93a1, 2600:9000:2240:4e00:19:1a16:9840:93a1, 2600:9000:236e:1a00:19:1a16:9840:93a1, 2600:9000:2240:b600:19:1a16:9840:93a1, 2600:9000:236e:e00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],tor40-200-pdb.survey.sidn.nl,"143.204.231.39, 143.204.231.34, 143.204.231.121, 143.204.231.72","2600:9000:21c7:d800:19:1a16:9840:93a1, 2600:9000:21c7:400:19:1a16:9840:93a1, 2600:9000:21c7:cc00:19:1a16:9840:93a1, 2600:9000:21c7:7200:19:1a16:9840:93a1, 2600:9000:21c7:9000:19:1a16:9840:93a1, 2600:9000:21c7:3400:19:1a16:9840:93a1, 2600:9000:21c7:c000:19:1a16:9840:93a1, 2600:9000:21c7:d200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],tor63-142-pdc.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:2240:a000:19:1a16:9840:93a1, 2600:9000:2240:fe00:19:1a16:9840:93a1, 2600:9000:236e:1e00:19:1a16:9840:93a1, 2600:9000:236e:5800:19:1a16:9840:93a1, 2600:9000:236e:ae00:19:1a16:9840:93a1, 2600:9000:2240:2800:19:1a16:9840:93a1, 2600:9000:2240:7800:19:1a16:9840:93a1, 2600:9000:2240:9c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],tor8-16-pda.survey.sidn.nl,"13.226.153.70, 13.226.153.30, 13.226.153.22, 13.226.153.49","2600:9000:2182:0:19:1a16:9840:93a1, 2600:9000:2182:7e00:19:1a16:9840:93a1, 2600:9000:2182:f600:19:1a16:9840:93a1, 2600:9000:2182:7000:19:1a16:9840:93a1, 2600:9000:2182:c800:19:1a16:9840:93a1, 2600:9000:2182:4600:19:1a16:9840:93a1, 2600:9000:2182:fc00:19:1a16:9840:93a1, 2600:9000:2182:800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net"
[x],tor83-141-pdb.survey.sidn.nl,,,,NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,,,True,cloudfront,
[x],tor9-43-pda.survey.sidn.nl,"13.32.121.90, 13.32.121.101, 13.32.121.91, 13.32.121.42","2600:9000:2240:5a00:19:1a16:9840:93a1, 2600:9000:236e:5a00:19:1a16:9840:93a1, 2600:9000:2240:8200:19:1a16:9840:93a1, 2600:9000:2240:e600:19:1a16:9840:93a1, 2600:9000:2240:6400:19:1a16:9840:93a1, 2600:9000:2240:200:19:1a16:9840:93a1, 2600:9000:2240:2200:19:1a16:9840:93a1, 2600:9000:236e:7200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,
[x],trino.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:236e:c600:19:1a16:9840:93a1, 2600:9000:2240:5600:19:1a16:9840:93a1, 2600:9000:2240:6000:19:1a16:9840:93a1, 2600:9000:236e:2000:19:1a16:9840:93a1, 2600:9000:236e:5800:19:1a16:9840:93a1, 2600:9000:2240:aa00:19:1a16:9840:93a1, 2600:9000:236e:b200:19:1a16:9840:93a1, 2600:9000:2240:fe00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],truck-app-eng.survey.sidn.nl,"13.32.121.101, 13.32.121.91, 13.32.121.90, 13.32.121.42","2600:9000:2240:5a00:19:1a16:9840:93a1, 2600:9000:2240:2a00:19:1a16:9840:93a1, 2600:9000:2240:8800:19:1a16:9840:93a1, 2600:9000:236e:5000:19:1a16:9840:93a1, 2600:9000:236e:f800:19:1a16:9840:93a1, 2600:9000:236e:ee00:19:1a16:9840:93a1, 2600:9000:236e:5e00:19:1a16:9840:93a1, 2600:9000:2240:c600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],ttl.sidn.nl,94.198.152.134,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],tw-billing.survey.sidn.nl,"13.32.121.91, 13.32.121.42, 13.32.121.101, 13.32.121.90","2600:9000:2334:4000:19:1a16:9840:93a1, 2600:9000:2334:a200:19:1a16:9840:93a1, 2600:9000:2334:7e00:19:1a16:9840:93a1, 2600:9000:2334:6600:19:1a16:9840:93a1, 2600:9000:2334:5800:19:1a16:9840:93a1, 2600:9000:2334:b400:19:1a16:9840:93a1, 2600:9000:2334:7a00:19:1a16:9840:93a1, 2600:9000:2334:a000:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],uncover-www1.survey.sidn.nl,"13.32.121.101, 13.32.121.42, 13.32.121.90, 13.32.121.91","2600:9000:236e:e000:19:1a16:9840:93a1, 2600:9000:236e:2200:19:1a16:9840:93a1, 2600:9000:2240:3200:19:1a16:9840:93a1, 2600:9000:2240:7600:19:1a16:9840:93a1, 2600:9000:236e:1a00:19:1a16:9840:93a1, 2600:9000:2240:8600:19:1a16:9840:93a1, 2600:9000:2240:a000:19:1a16:9840:93a1, 2600:9000:236e:3c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
