new,host,a,cname,soa,status_code,cdn,cdn-name,ns,txt,aaaa,mx,has_internal_ips,internal_ips,caa
[x],sao-api.twitter.com,104.244.45.253,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],scotus.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],scribe.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],sdcc.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],search.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],search2.twitter.com,199.16.156.11,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],secure-ads.mopub.com,"192.48.236.3, 192.48.236.2, 192.48.236.1, 192.48.236.4",s.mopub.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],senbatsu.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],sffilm.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],sg.pscp.tv,"18.140.19.21, 13.250.74.61, 13.215.26.223, 122.248.211.65, 52.77.52.117, 52.220.154.246, 13.251.212.53, 3.1.229.227",vidman-ap-southeast-1.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sharkweek.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],shopping.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],showtime.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],showtimeboxing.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],signer-ap-northeast-1.periscope.tv,"52.68.118.213, 175.41.221.252",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-ap-northeast-1.pscp.tv,"54.178.189.17, 52.193.138.239",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-ap-northeast-2.pscp.tv,"3.38.239.139, 3.34.92.123",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-ap-south-1.pscp.tv,"43.204.119.153, 3.108.105.56",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-ap-southeast-1.periscope.tv,"13.250.196.108, 54.255.27.68",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-ap-southeast-1.pscp.tv,"13.228.93.29, 18.139.250.247",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-ap-southeast-2.periscope.tv,"3.105.132.201, 52.62.150.231",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-ap-southeast-2.pscp.tv,"13.238.243.69, 3.24.73.66",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-eu-central-1.periscope.tv,"3.68.252.60, 3.122.10.133",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-eu-central-1.pscp.tv,"3.65.105.38, 35.156.117.95",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-sa-east-1.periscope.tv,"52.67.164.227, 177.71.224.18, 52.67.3.16, 177.71.134.128",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-sa-east-1.pscp.tv,"52.67.102.23, 54.232.155.28",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-us-east-1.periscope.tv,"54.225.51.35, 44.208.71.44, 52.4.20.168",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-us-east-1.pscp.tv,"52.4.67.217, 3.219.179.78, 34.199.134.16",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-us-west-1.pscp.tv,"52.9.89.10, 13.52.3.142",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1333.awsdns-38.org, ns-163.awsdns-20.com, ns-2034.awsdns-62.co.uk, ns-615.awsdns-12.net",,,,,,
[x],signer-us-west-2.periscope.tv,"54.190.235.54, 52.37.39.254, 34.223.168.62",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer-us-west-2.pscp.tv,"35.161.128.166, 52.36.191.68, 52.89.27.59",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer.periscope.tv,"3.68.252.60, 3.122.10.133",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signer.pscp.tv,"35.156.117.95, 3.65.105.38",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sitestream-admin.twitter.com,199.59.148.137,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],sitestream.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.3, 104.244.42.67",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],skyboxing.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],skynews.twitter.com,"104.244.42.3, 104.244.42.195, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],skyrugby.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],smf-api.twitter.com,104.244.45.248,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],smf1-stream-data-api.twitter.com,"199.59.148.125, 199.59.148.22",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,,,,
[x],sms-atla.twitter.com,199.16.156.42,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],sms-be-lab-lyn.twitter.com,68.64.54.26,sms-be-lab-lyn.cloudhopper.com,"a.u07.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],sms-be-lab-sfd.twitter.com,74.126.14.154,sms-be-lab-sfd.cloudhopper.com,"a.u07.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,"a.u07.twtrdns.net, b.u07.twtrdns.net, c.u07.twtrdns.net, d.u07.twtrdns.net, a.r07.twtrdns.net, b.r07.twtrdns.net, c.r07.twtrdns.net, d.r07.twtrdns.net",,,,,,
[x],sms-be-lyn.twitter.com,68.64.54.21,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],sms-be-sfd.twitter.com,74.126.14.148,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],sms-be-smf.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],sms-be-vip.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],sms-be.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],sms-fe-lab-lyn.twitter.com,68.64.54.33,sms-fe-lab-lyn.cloudhopper.com,"a.u07.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],sms-fe-lab-sfd.twitter.com,74.126.14.159,sms-fe-lab-sfd.cloudhopper.com,"a.u07.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],sms-fe-lyn.twitter.com,68.64.54.17,lyn-twtr-gw.cloudhopper.com,"a.u07.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,"a.u07.twtrdns.net, b.u07.twtrdns.net, c.u07.twtrdns.net, d.u07.twtrdns.net, a.r07.twtrdns.net, b.r07.twtrdns.net, c.r07.twtrdns.net, d.r07.twtrdns.net",,,,,,
[x],sms-fe-sfd.twitter.com,74.126.14.145,sfd-twtr-gw.cloudhopper.com,"a.u07.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],sms-smf1.twitter.com,199.59.148.95,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],sms.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],snappytv.com,,,"ns-1367.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-2031.awsdns-61.co.uk, ns-251.awsdns-31.com, ns-559.awsdns-05.net, ns-1367.awsdns-42.org",9be685e788cf42129fed04f94cfd4fe0,,"aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com",,,
[x],soccer.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],solareclipse.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],spring-chicken-aa.twitter.com,199.16.156.140,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-ab.twitter.com,199.16.156.141,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],spring-chicken-ac.twitter.com,199.16.156.142,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-ad.twitter.com,199.16.156.143,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-ae.twitter.com,199.16.156.144,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-ag.twitter.com,199.16.156.146,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-ah.twitter.com,199.16.156.147,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-ai.twitter.com,199.16.156.148,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-aj.twitter.com,199.16.156.149,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-al.twitter.com,,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-an.twitter.com,199.16.156.153,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-ao.twitter.com,199.16.156.154,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-ap.twitter.com,199.16.156.155,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-aq.twitter.com,199.16.156.156,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-ar.twitter.com,199.16.156.157,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-as.twitter.com,199.16.156.158,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-at.twitter.com,199.16.156.159,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-au.twitter.com,199.16.156.160,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-aw.twitter.com,199.16.156.162,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-ax.twitter.com,199.16.156.163,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-az.twitter.com,199.16.156.165,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-ba.twitter.com,199.16.156.166,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bb.twitter.com,199.16.156.167,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bc.twitter.com,199.16.156.168,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bd.twitter.com,199.16.156.169,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-be.twitter.com,199.16.156.170,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bf.twitter.com,199.16.156.171,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],spring-chicken-bg.twitter.com,199.16.156.172,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bh.twitter.com,199.16.156.173,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bk.twitter.com,199.16.156.176,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bm.twitter.com,199.16.156.178,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bn.twitter.com,199.16.156.179,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bo.twitter.com,199.16.156.180,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bp.twitter.com,199.16.156.181,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bq.twitter.com,199.16.156.182,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-br.twitter.com,199.16.156.183,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bs.twitter.com,199.16.156.184,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],spring-chicken-bv.twitter.com,199.16.156.187,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bw.twitter.com,199.16.156.188,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bx.twitter.com,199.16.156.189,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-by.twitter.com,199.16.156.190,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-bz.twitter.com,199.16.156.134,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-cb.twitter.com,199.16.156.136,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-cc.twitter.com,199.16.156.137,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spring-chicken-cd.twitter.com,199.16.156.138,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-aa.twitter.com,199.59.150.70,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-ab.twitter.com,199.59.150.71,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-ac.twitter.com,199.59.150.72,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-ad.twitter.com,199.59.150.73,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-ae.twitter.com,199.59.150.74,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-af.twitter.com,199.59.150.75,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],spruce-goose-ag.twitter.com,199.59.150.76,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-ah.twitter.com,199.59.150.77,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-ai.twitter.com,199.59.150.78,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-al.twitter.com,199.59.150.81,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-ao.twitter.com,199.59.150.84,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-ap.twitter.com,199.59.150.85,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-as.twitter.com,199.59.150.88,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-at.twitter.com,199.59.150.89,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-av.twitter.com,199.59.150.91,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],spruce-goose-ax.twitter.com,199.59.150.93,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-ay.twitter.com,199.59.150.94,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-az.twitter.com,199.59.150.95,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-ba.twitter.com,199.59.150.96,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bc.twitter.com,199.59.150.98,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bd.twitter.com,199.59.150.99,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-be.twitter.com,199.59.150.100,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bf.twitter.com,199.59.150.101,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bh.twitter.com,199.59.150.103,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bi.twitter.com,199.59.150.104,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bj.twitter.com,199.59.150.105,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bl.twitter.com,199.59.150.107,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bm.twitter.com,199.59.150.108,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bo.twitter.com,199.59.150.110,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bq.twitter.com,199.59.150.112,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-br.twitter.com,199.59.150.113,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bs.twitter.com,199.59.150.114,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bt.twitter.com,199.59.150.115,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bv.twitter.com,199.59.150.117,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bw.twitter.com,199.59.150.118,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bx.twitter.com,199.59.150.119,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-by.twitter.com,199.59.150.120,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-bz.twitter.com,199.59.150.121,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],spruce-goose-ca.twitter.com,199.59.150.122,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-cb.twitter.com,199.59.150.123,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-cc.twitter.com,199.59.150.124,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose-ce.twitter.com,199.59.150.126,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],spruce-goose.twitter.com,199.59.150.64,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],ss.twitter.com,199.59.150.10,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],stadium.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],staging-aem-author-application.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],staging-engineering.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],staging-fonts.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],staging-snappytv.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],staging1-atla-partnerstream1.twitter.com,199.16.156.22,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],staging1-smf1-partnerstream1.twitter.com,199.59.148.22,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],staging1-smf1-stream-data-api.twitter.com,"199.59.148.78, 199.59.148.141",,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,,,,
[x],staging1-stream-data-api.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.3, 104.244.42.67",datastream.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],staging2-atla-partnerstream1.twitter.com,199.16.156.22,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,,,,
