new,host,a,cname,soa,has_internal_ips,internal_ips,status_code,txt,cdn,cdn-name,aaaa,ns,mx,caa
[x],takeaway.com,"151.101.66.135, 151.101.2.135, 151.101.130.135, 151.101.194.135",,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,"1password-site-verification=BIR4NNXSUREIBHFKAXPZM67PSA, 553489244-2954179, apple-domain-verification=W3pQJi76x3dq95qs, ca3-81d1f62392674a59abff7b00fef335c5, google-site-verification=2FdELXbyXygBbiv0gCC6g0t50gnMOdgpyD6tOkL2XUI, google-site-verification=4JZfetImPNuWS_vFNjM82Kug3FonxSbU5fXszb9cNqg, google-site-verification=AKDOQuZDq-XksrC9nYuem6mzuRvfpCr2OZvREbUn5G4, google-site-verification=J7WyVluYRLo8269AZbjV9vzkE73EGebeU9aopWoou1U, google-site-verification=OeatN3JYAY03JlITgXCTX7f_V0JdbTpx9ClUl9oPd6o, google-site-verification=bqCJa20OuYhY52EtAUeTJGiqqMxQfPa0zg1odHm5W78, google-site-verification=doexddN4NhpHhk8JTXJydLdufCQkDkUQLKmctCSYJNE, google-site-verification=gSu4gdGGeLDOZpWaVWNWYrMUxgKHEeb-pAVSm542kWU, v=spf1 include:_spf.takeaway.com -all, zapier-domain-verification-challenge=156ab3b7-67a9-43a4-9416-5b2dfd934d96",True,fastly,,"ns-546.awsdns-04.net, ns-1222.awsdns-24.org, ns-1952.awsdns-52.co.uk, ns-360.awsdns-45.com","aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",
[x],takeaway.test7.staging.takeaway.com,10.201.24.102,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.102,NOERROR,,,,,,,
[x],takeawayriders.com,"104.21.69.226, 172.67.214.151",,"kip.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,v=spf1 +a +mx +ip4:213.132.197.4 include:elnino-hosting.com ~all,True,cloudflare,"2606:4700:3033::ac43:d697, 2606:4700:3035::6815:45e2","nina.ns.cloudflare.com, kip.ns.cloudflare.com",,
[x],takeda.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],talent.justeattakeaway.com,,u33266909.wl160.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,v=spf1 ip4:167.89.102.233 -all,,,,,mx.sendgrid.net,
[x],taouncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tarim2.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],taxuncover.dev.lieferando.de,,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],tbb.takeaway.feature.test7.staging.takeaway.com,10.201.24.102,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.102,NOERROR,,,,,,,
[x],tbb.takeaway.test7.staging.takeaway.com,"10.112.18.174, 10.112.16.38, 10.112.17.23",default-internal-2.ing.x.eks.tkwy-staging.io,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",True,"10.112.18.174, 10.112.16.38, 10.112.17.23",NOERROR,,,,,"ns-1489.awsdns-58.org, ns-1916.awsdns-47.co.uk, ns-237.awsdns-29.com, ns-743.awsdns-28.net",,
[x],tc.fo-currys.fo.test07.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],tcapp.takeaway.com,"104.18.11.68, 104.18.10.68",tcapp.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],tconnect.takeaway.com,"52.212.238.229, 46.137.18.241, 34.248.132.22",,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],tconnect2.takeaway.com,"52.50.194.163, 52.16.167.87, 34.246.119.174",,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],tconnectclient.takeaway.com,"54.217.105.7, 54.73.211.9, 52.212.185.10",tconnect-client-nlb-fcb4440e79fc7283.elb.eu-west-1.amazonaws.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],tconnectqt.takeaway.com,"54.229.72.74, 3.248.171.88, 34.252.240.183",,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],tdm-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tealium.pyszne.pl,"104.17.61.56, 104.17.60.56",tealium.pyszne.pl.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],tealium.takeaway.com,"104.18.10.68, 104.18.11.68",tealium.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],techaway.justeattakeaway.com,"104.18.20.130, 104.18.21.130",,"erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],techinfo.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],techinfouncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],telephony-service.takeaway.com,"104.18.10.68, 104.18.11.68",telephony-service.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],termite.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],test-deploy.ci0uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],test-onboarding.api.takeaway.com,"18.196.244.142, 52.29.88.103",d-s3ku70dt56.execute-api.eu-central-1.amazonaws.com,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,"ns-1326.awsdns-37.org, ns-137.awsdns-17.com, ns-2020.awsdns-60.co.uk, ns-539.awsdns-03.net",,
[x],test-ordering.api.takeaway.com,,d-7v2sklrg1h.execute-api.eu-central-1.amazonaws.com,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],test-paynotif.api.takeaway.com,,d-y8n7gvagob.execute-api.eu-central-1.amazonaws.com,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],test-shop.just-eat.fr,"104.22.9.120, 172.67.25.79, 104.22.8.120","fallback.test-shop.takeaway.com, fallback.test-shop.takeaway.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,"2606:4700:10::6816:878, 2606:4700:10::6816:978, 2606:4700:10::ac43:194f",,,
[x],test-shop.just-eat.no,"35.156.84.13, 52.28.24.12",take-alb-test-332765299.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],test-shop.lieferando.de,"172.67.25.79, 104.22.8.120, 104.22.9.120","fallback.test-shop.takeaway.com, fallback.test-shop.takeaway.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,"2606:4700:10::ac43:194f, 2606:4700:10::6816:878, 2606:4700:10::6816:978",,,
[x],test-shop.takeaway.com,"104.22.8.120, 172.67.25.79, 104.22.9.120",fallback.test-shop.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,"2606:4700:10::6816:878, 2606:4700:10::6816:978, 2606:4700:10::ac43:194f",,,
[x],test-shop.thuisbezorgd.nl,"104.22.9.120, 172.67.25.79, 104.22.8.120","fallback.test-shop.takeaway.com, fallback.test-shop.takeaway.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,"2606:4700:10::ac43:194f, 2606:4700:10::6816:878, 2606:4700:10::6816:978",,,
[x],test-sklep.pyszne.pl,"104.22.8.120, 172.67.25.79, 104.22.9.120","fallback.test-shop.takeaway.com, fallback.test-shop.takeaway.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,"2606:4700:10::6816:978, 2606:4700:10::ac43:194f, 2606:4700:10::6816:878",,,
[x],test-vendor.api.takeaway.com,"52.59.122.212, 3.124.36.41",d-w2zjncx5f9.execute-api.eu-central-1.amazonaws.com,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],test-web2lead.api.takeaway.com,,d-v7fjx8vhei.execute-api.eu-central-1.amazonaws.com,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],test.awards.takeaway.com,"104.22.14.209, 104.22.15.209, 172.67.6.31",test.awards.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,"2606:4700:10::6816:ed1, 2606:4700:10::6816:fd1, 2606:4700:10::ac43:61f",,,
[x],test.shop.lieferando.de,83.217.92.89,"thuisbezorgddev.hypernode.io, magweb.thuisbezorgddev.hypernode.io, yqc2mz-thuisbezorgddev-magweb-cmbl.nodes.hypernode.io","nsa.byte.nl, hostmaster.byte.nl",,,NOERROR,,,,,,,
[x],test.shop.thuisbezorgd.nl,,"thuisbezorgddev.hypernode.io, magweb.thuisbezorgddev.hypernode.io, yqc2mz-thuisbezorgddev-magweb-cmbl.nodes.hypernode.io","nsa.byte.nl, hostmaster.byte.nl",,,NOERROR,,,,,,,
[x],test.staging.takeaway.com,10.53.1.18,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.53.1.18,NOERROR,,,,,,,
[x],test.thuisbezorgd.nl,"185.10.49.191, 151.236.14.89",test.thuisbezorgd.nl.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],test01-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],test02.uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],test1-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],test1.staging.lieferando.de,,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],test11uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],test2007www.avira-free-antivirus.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.17.86, 10.111.16.153, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.17.86, 10.111.16.153, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],test6313-www.stamp.avira-free-antivirus.frontend.office.prod.clops.pyszne.pl,"10.111.17.86, 10.111.18.77, 10.111.16.153",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.17.86, 10.111.18.77, 10.111.16.153",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],test7.staging.takeaway.com,10.201.24.102,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.102,NOERROR,,,,,,,
[x],testlink.uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],testssl-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tgpolicy-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],theclub.www.avira-free-antivirus.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.17.86, 10.111.16.153, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.17.86, 10.111.16.153, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],thelastww.stamp-antivirus.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.18.77, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.18.77, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],thingy.takeaway.com,10.20.2.10,dinges.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.20.2.10,NOERROR,,,,,,,
[x],thq-1528-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],thq-1651.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],thq-1906.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],thq-2025uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],thq-2130-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],thuisbezorgd.nl,"151.101.130.135, 151.101.194.135, 151.101.66.135, 151.101.2.135",,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",,,NOERROR,"316973412-5277733, google-site-verification=1QXLdGLgCJbT1V3q-dj8hB9Hsla-e5gNhxVhFG3a1K0, google-site-verification=Fci70n2gX-VzHXE7Z5rYGEeNn2TSIOGV6B10mqnDoCE, google-site-verification=SV-Y2sn_vFozrBQM-IukYKPfyFY4_qYfNC7cky5RgoQ, google-site-verification=Uqdj-xQCoxwlI6eq0GZJvnVGbM0B_1bcSIhxC6pykTI, google-site-verification=zep-HQx2Ahv3YZQ2RTIBWkjKzHcEPR7tWKgZfVbkmOg, v=spf1 include:_spf.thuisbezorgd.nl -all",True,fastly,,"ns-1454.awsdns-53.org, ns-1608.awsdns-09.co.uk, ns-282.awsdns-35.com, ns-757.awsdns-30.net","aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",
[x],tiaraws-uncover.projecta.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tiaraws.uncover.projecta.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tiarawsuncover.projectf.dev.lieferando.de,,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],ticket.dev.scoober.com,"104.18.3.59, 104.18.2.59",ticket.dev.scoober.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],ticket.scoober.com,"104.18.3.59, 104.18.2.59",ticket.scoober.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],tim01.uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tkaji2012.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],tkwymx.takeaway.com,"52.49.255.146, 34.252.107.214, 34.249.63.205",,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,"ns-1222.awsdns-24.org, ns-1952.awsdns-52.co.uk, ns-360.awsdns-45.com, ns-546.awsdns-04.net",,
[x],tlh.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tms.takeaway.com,"10.111.16.153, 10.111.17.86, 10.111.18.77",default-office.ing.p.eks.tkwy-prod.io,"ns-1715.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.17.86, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],tncovb-website.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],toolinternet-arvest-swagger-alpha.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],tools.dev.lieferando.de,,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],top100.lieferando.at,,"www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],totalav-essential-antivirus.en.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],totalav-essential-antivirus.h-4en.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],totalav-essential-antivirus.logonen.lieferando.at,,www.lieferando.at,,,,NOERROR,,True,cloudflare,,,,
[x],town-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tqavgn-bmo22-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tqavgn1-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tracker-api.dev.scoober.com,"10.112.17.180, 10.112.16.72, 10.112.18.123",scoober-internal.ing.x.eks.tkwy-staging.io,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",True,"10.112.17.180, 10.112.16.72, 10.112.18.123",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-staging-2,external-dns/resource=ingress/istio-system/scoober-internal",,,,,,
[x],tracker-api.scoober.com,"34.254.87.93, 54.220.74.104, 54.76.160.112",ft-public.ing.p.eks.tkwy-prod.io,"ns-1715.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/ft-public",,,,,,
[x],tracker.dev.scoober.com,"10.112.18.123, 10.112.16.72, 10.112.17.180",scoober-internal.ing.x.eks.tkwy-staging.io,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",True,"10.112.18.123, 10.112.16.72, 10.112.17.180",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-staging-2,external-dns/resource=ingress/istio-system/scoober-internal",,,,,,
[x],tracker.scoober.com,"104.18.3.59, 104.18.2.59",tracker.scoober.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],tracker.uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],transactionsuncover.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],translator.dev.scoober.com,"34.247.2.240, 108.128.158.18, 34.241.98.134",scoober-public.ing.x.eks.tkwy-staging.io,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",,,NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-staging-2,external-dns/resource=ingress/istio-system/scoober-public",,,,,,
[x],translator.scoober.com,"54.216.93.156, 52.17.51.75, 108.128.214.242",driver-location.scoober.p.eks.tkwy-prod.io,"ns-1715.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/scoober-public",,,,"ns-1210.awsdns-23.org, ns-1715.awsdns-22.co.uk, ns-342.awsdns-42.com, ns-718.awsdns-25.net",,
[x],treatmas.takeaway.com,"108.157.214.24, 108.157.214.61, 108.157.214.101, 108.157.214.92","7565093db6fda3a6393d248bcf2f6555.leadfamly.com, d3h9zlkr85prol.cloudfront.net","ns-1322.awsdns-37.org, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,"ns-60.awsdns-07.com, ns-606.awsdns-11.net, ns-1322.awsdns-37.org, ns-1943.awsdns-50.co.uk",,
[x],trial-2a.frontend.office.stag.clops.lieferando.de,"10.112.16.208, 10.112.18.193, 10.112.17.223",,"ns-1295.awsdns-33.org, awsdns-hostmaster.amazon.com",True,"10.112.16.208, 10.112.18.193, 10.112.17.223",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-staging-2,external-dns/resource=ingress/istio-system/default-internal",,,,,,
[x],trial.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],trianglenetwork.uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl",,True,10.53.1.50,NOERROR,,,,,,,
[x],tsmc1.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],tsshin80www.stamp.avira-free-antivirus.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.17.86, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.17.86, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],tuleap.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tumblr-mais-181376aww-avira-free-antivirus.blog.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.16.153, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.16.153, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],tv-smtp-virus.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],tv.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],typo-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],tyre-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],u.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],ualpassuat.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],uatwindscreencover.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],ubuntu.uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],uk.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],uk.takeawayriders.com,49.12.20.104,takeaway-knowledge-base.k.elnino-production.com,"kip.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
