input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,webserver,cdn,csp_domains_,final_url,tls_expired
sapporovaccine.lieferando.at,Origin DNS error | sapporovaccine.lieferando.at | Cloudflare,530,6237,sapporovaccine.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,sapporovaccine.lieferando.at,443,https://sapporovaccine.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-1159248142,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
sapporovaccineagentmail.lieferando.at,Origin DNS error | sapporovaccineagentmail.lieferando.at | Cloudflare,530,6264,sapporovaccineagentmail.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,sapporovaccineagentmail.lieferando.at,443,https://sapporovaccineagentmail.lieferando.at:443,https,text/html,GET,104.16.21.46,/,307306468,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
sapporovaccinecourier-app.lieferando.at,Origin DNS error | sapporovaccinecourier-app.lieferando.at | Cloudflare,530,6270,sapporovaccinecourier-app.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,sapporovaccinecourier-app.lieferando.at,443,https://sapporovaccinecourier-app.lieferando.at:443,https,text/html,GET,104.16.21.46,/,1912638944,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
sapporovaccinemanager.lieferando.at,Origin DNS error | sapporovaccinemanager.lieferando.at | Cloudflare,530,6258,sapporovaccinemanager.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,sapporovaccinemanager.lieferando.at,443,https://sapporovaccinemanager.lieferando.at:443,https,text/html,GET,104.16.21.46,/,720388316,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
sbe3.lieferando.at,Origin DNS error | sbe3.lieferando.at | Cloudflare,530,6207,sbe3.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,sbe3.lieferando.at,443,https://sbe3.lieferando.at:443,https,text/html,GET,104.16.22.46,/,-402538507,104.16.21.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
sc-enoc.lieferando.at,Origin DNS error | sc-enoc.lieferando.at | Cloudflare,530,6216,sc-enoc.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,sc-enoc.lieferando.at,443,https://sc-enoc.lieferando.at:443,https,text/html,GET,104.16.22.46,/,968801939,104.16.21.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
scompanyorovaccine.lieferando.at,Origin DNS error | scompanyorovaccine.lieferando.at | Cloudflare,530,6249,scompanyorovaccine.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,scompanyorovaccine.lieferando.at,443,https://scompanyorovaccine.lieferando.at:443,https,text/html,GET,104.16.22.46,/,-139652870,104.16.21.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
scoober-courier-api.scoober.com,Just a moment...,403,6877,scoober-courier-api.scoober.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",scoober-courier-api.scoober.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8dda1a85536bd21cc83ca630a0360d9e,6fe261020301bd500739ceeb4b5978ec964d7aa0506ad009c1cf49842d978add,ctls,scoober-courier-api.scoober.com,443,https://scoober-courier-api.scoober.com:443,https,text/html,GET,104.18.2.59,/,623527187,104.18.3.59,Cloudflare Bot Management,87,False,,cloudflare,cloudflare,True,,,
scooberwebshop.takeaway.com,Takeaway.com,200,517,scooberwebshop.takeaway.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-21T00:00:00Z,2023-12-17T23:59:59Z,CN=scooberwebshop.takeaway.com,scooberwebshop.takeaway.com,,scooberwebshop.takeaway.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,00a9b6c1d73237d6a0b5359910c6c763,21c11f63eae197cddcdde80edea8726a60f4be6908cf391d7ee33be71f0dcd29,ctls,scooberwebshop.takeaway.com,443,https://scooberwebshop.takeaway.com:443,https,text/html,GET,31.7.3.155,/,585343544,31.7.3.155,HSTS,16,False,,,Apache,,,,
seatech2020.wpengine.com,SeaTech Consortium - Home - Ship engine and bio-mimetic wing innovations,200,55091,seatech2020.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2023-04-19T06:22:20Z,2023-07-18T06:22:19Z,CN=seatech2020.eu,seatech2020.eu,,seatech2020.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,721af54a38a9ffcfa4255f67a52aaab0,130baa5a86a28dd227f5c15688603eb685b50d46b57de5b951e7ee490a040dfa,ctls,seatech2020.eu,443,https://seatech2020.wpengine.com:443,https,text/html,GET,35.187.81.197,/,-1840324437,35.187.81.197,Yoast SEO:20.7,481,False,,google,nginx,True,,https://seatech2020.eu/,
secretapporovaccine.lieferando.at,Origin DNS error | secretapporovaccine.lieferando.at | Cloudflare,530,6252,secretapporovaccine.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,secretapporovaccine.lieferando.at,443,https://secretapporovaccine.lieferando.at:443,https,text/html,GET,104.16.21.46,/,766598606,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
securemailserviceprovider.lieferando.at,Origin DNS error | securemailserviceprovider.lieferando.at | Cloudflare,530,6270,securemailserviceprovider.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,securemailserviceprovider.lieferando.at,443,https://securemailserviceprovider.lieferando.at:443,https,text/html,GET,104.16.22.46,/,1288777350,104.16.21.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
server.lieferando.at,Origin DNS error | server.lieferando.at | Cloudflare,530,6213,server.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,server.lieferando.at,443,https://server.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-1952497367,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
server1.lieferando.at,Origin DNS error | server1.lieferando.at | Cloudflare,530,6216,server1.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,server1.lieferando.at,443,https://server1.lieferando.at:443,https,text/html,GET,104.16.22.46,/,1858850693,104.16.21.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
sg.api.justeattakeaway.com,,404,27,sg.api.justeattakeaway.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-02-15T00:00:00Z,2024-02-15T23:59:59Z,"CN=justeattakeaway.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",justeattakeaway.com,"Cloudflare, Inc.",*.api.justeattakeaway.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",77a4154ed177eec84f7d52c09b4fedea,b61a500e774ed0534c789c32387d8b334b9e967c101fd066fd8c00d307fd4ddb,ctls,sg.api.justeattakeaway.com,443,https://sg.api.justeattakeaway.com:443,https,application/json,GET,104.18.20.130,/,-1810352699,104.18.21.130,Cloudflare Bot Management,1,False,True,cloudflare,cloudflare,True,,,
shiftplanning-api.scoober.com,403 Forbidden,403,520,shiftplanning-api.scoober.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-02-13T00:00:00Z,2023-09-08T23:59:59Z,CN=shiftplanning-api.scoober.com,shiftplanning-api.scoober.com,,shiftplanning-api.scoober.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a95ab98bdae085bf2a47da7437c22b6d,1521d69c901ea833a214dcaf8e8fa2bac7b3555e02edfb7b4d4bc24baafd40c5,ctls,shiftplanning-api.scoober.com,443,https://shiftplanning-api.scoober.com:443,https,text/html,GET,54.216.93.156,/,2095155567,108.128.214.242,,13,False,,,awselb/2.0,,,,
shop.10bis.co.il,אתר המוצרים למסעדנים של תן ביס,200,86439,shop.10bis.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-07-06T00:00:00Z,2023-07-05T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",941d0d55f623a8e63e2816200b7ebf77,563b104f5ff53b84c8212b4cb0b9de44fde80830d5d88b2f9849c1c2468b7be5,ctls,shop.10bis.co.il,80,http://shop.10bis.co.il:80,http,text/html,GET,104.22.74.134,/,585343544,2606:4700:10::ac43:1ba6,Scala,1970,False,,cloudflare,cloudflare,True,https://shop.takeaway.com/csp-report,https://shop.10bis.co.il/he-IL/home,
shop.just-eat.dk,Spar penge og tid på indkøb til din restaurant,200,88859,shop.just-eat.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-07-08T00:00:00Z,2023-07-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f27aacff7c0847fde73d369fbe6bb0b5,e9b0541bea8dbb5119b3af43ad6e8684d33d401e186390147b57d52411f99132,ctls,shop.just-eat.dk,80,http://shop.just-eat.dk:80,http,text/html,GET,104.22.3.245,/,585343544,2606:4700:10::ac43:537,Scala,1946,False,,cloudflare,cloudflare,True,https://shop.takeaway.com/csp-report,https://shop.just-eat.dk/da-DK/home,
shop.just-eat.fr,,200,85745,shop.just-eat.fr,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-07-08T00:00:00Z,2023-07-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",shop.just-eat.fr,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",58bb736fabfcfc12d387f8e0222c5401,67fdfab6e818b5a3518d19cf10611fc88688ea3c305a71cc88b50fbbb0798a70,ctls,shop.just-eat.fr,443,https://shop.just-eat.fr:443,https,text/html,GET,172.67.31.209,/,585343544,2606:4700:10::6816:2b80,Scala,1916,False,,cloudflare,cloudflare,True,https://shop.takeaway.com/csp-report,https://shop.just-eat.fr/fr/home,
shop.lieferando.at,,200,144418,shop.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-03-01T00:00:00Z,2024-02-29T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",19ca9b4d89e58c8ddf74f306014f7a3b,4fb1d5f22b2cbcf5f04a4c7971a997babbef0c96d2eecf0e4e7b1637fe698824,ctls,shop.lieferando.at,80,http://shop.lieferando.at:80,http,text/html,GET,104.22.56.230,/,585343544,2606:4700:10::ac43:1590,Scala,3557,False,,cloudflare,cloudflare,True,https://shop.takeaway.com/csp-report,https://shop.lieferando.at/de-AT/home,
shop.lieferando.de,Gastro Shop – gastronomiebedarf online kaufen,200,157933,shop.lieferando.de,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-07-04T00:00:00Z,2023-07-03T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",shop.lieferando.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",61c73b2bc7106d6d7a1c508d5ad10075,a9af2c7953f43e17faadc1203116d0ba0202c72cfe9e12762eaab0673b14f299,ctls,shop.lieferando.de,80,http://shop.lieferando.de:80,http,text/html,GET,172.67.21.119,/,585343544,2606:4700:10::6816:83b,Scala,3885,False,,cloudflare,cloudflare,True,https://shop.takeaway.com/csp-report,https://shop.lieferando.de:443/de/home,
shop.takeaway.com,Takeaway.com | Al uw inkopen op één plek in de nieuwe Marketplace,200,8582,shop.takeaway.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-30T01:01:13Z,2023-07-29T01:01:12Z,CN=shop.takeaway.com,shop.takeaway.com,,shop.takeaway.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,2fdd2bce07c544f6cf609e8811069cef,cad59e3e2b934de9832c01c3e5d4e75ef6d1cd38697b35921a0bf4dcb92779bd,ctls,shop.takeaway.com,443,https://shop.takeaway.com:443,https,text/html,GET,104.22.0.229,/,585343544,2606:4700:10::ac43:1e62,Scala,169,False,,cloudflare,cloudflare,True,https://shop.takeaway.com/csp-report,,
shopcovidien.lieferando.at,Origin DNS error | shopcovidien.lieferando.at | Cloudflare,530,6231,shopcovidien.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,shopcovidien.lieferando.at,443,https://shopcovidien.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-48902974,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
short.takeaway.com,Takeaway Redirects,200,4391,short.takeaway.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2023-03-27T12:22:07Z,2023-06-25T12:22:06Z,CN=short.takeaway.com,short.takeaway.com,,takeaway-redirect-tool.k.elnino-production.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4e5e7e77b547ac41d255827b17c05f59,4032030d21af785f232b49798b6b3cf4394ec08453c88a50b795a49153aa3bc6,ctls,short.takeaway.com,443,https://short.takeaway.com:443,https,text/html,GET,49.12.20.104,/,-1840324437,49.12.20.104,HSTS,111,False,,,,,,https://short.takeaway.com/login,
sl-gaming.lieferando.at,Origin DNS error | sl-gaming.lieferando.at | Cloudflare,530,6222,sl-gaming.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,sl-gaming.lieferando.at,443,https://sl-gaming.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-1073900902,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
slovari.lieferando.at,Origin DNS error | slovari.lieferando.at | Cloudflare,530,6216,slovari.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,slovari.lieferando.at,443,https://slovari.lieferando.at:443,https,text/html,GET,104.16.21.46,/,6911771,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
smak-lata.pyszne.pl,Playable,404,469,smak-lata.pyszne.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-18T00:00:00Z,2024-05-16T23:59:59Z,CN=smak-lata.pyszne.pl,smak-lata.pyszne.pl,,ec4378a2da89abfde3a6d6fdea568657.leadfamly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2497d954f7e4b3076b0148edb2d8d233,d94b3e742e6fc79053d9c934815a8031b55a791d4b634ff46e81a0ce9f6b73c6,ctls,smak-lata.pyszne.pl,443,https://smak-lata.pyszne.pl:443,https,text/html,GET,13.224.189.93,/,-665323460,13.224.189.67,PHP:8.2.5,13,False,,cloudfront,CloudFront,True,,,
smartbeyond.bistro.sk,"Bistro.sk - donáška, rozvoz jedla",200,107681,www.bistro.sk,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-12-30T00:00:00Z,2024-01-04T23:59:59Z,CN=*.bistro.sk,*.bistro.sk,,bistro.sk,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,41438fe4638c710e77559ccf7b6eb36c,e628de03e40627d85d30859ff5af40123264d138d97d2cea7147b799b050b8cf,ctls,www.bistro.sk,443,https://smartbeyond.bistro.sk:443,https,text/html,GET,91.235.52.79,/,14626610,91.235.52.79,Vue.js,376,False,True,,,,wss://*.hotjar.com,https://www.bistro.sk/,
smartstate.lieferando.at,Origin DNS error | smartstate.lieferando.at | Cloudflare,530,6225,smartstate.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,smartstate.lieferando.at,443,https://smartstate.lieferando.at:443,https,text/html,GET,104.16.22.46,/,-1062958214,104.16.21.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
smbstore.lieferando.at,Origin DNS error | smbstore.lieferando.at | Cloudflare,530,6219,smbstore.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,smbstore.lieferando.at,443,https://smbstore.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-261095855,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
smezhvencovijorovaccine.lieferando.at,Origin DNS error | smezhvencovijorovaccine.lieferando.at | Cloudflare,530,6264,smezhvencovijorovaccine.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,smezhvencovijorovaccine.lieferando.at,443,https://smezhvencovijorovaccine.lieferando.at:443,https,text/html,GET,104.16.21.46,/,442814357,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
smtp-virus-tv.lieferando.at,Origin DNS error | smtp-virus-tv.lieferando.at | Cloudflare,530,6234,smtp-virus-tv.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,smtp-virus-tv.lieferando.at,443,https://smtp-virus-tv.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-925391357,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
smtp-virus.lieferando.at,Origin DNS error | smtp-virus.lieferando.at | Cloudflare,530,6225,smtp-virus.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,smtp-virus.lieferando.at,443,https://smtp-virus.lieferando.at:443,https,text/html,GET,104.16.21.46,/,1387653332,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
