new,host,a,soa,status_code,mx,txt,cname,aaaa,ns,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],runotes-q.redbull.com,194.107.83.158,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],runotes.redbull.com,194.107.83.15,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],runthecity.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],rutajerez.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ryuichisakamoto.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],sa-vpn01.redbull.com,88.85.224.170,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],sa.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all, MS=ms81305039",,,,,,,,
[x],sales.redbull.com,194.107.83.18,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],salestracker.redbullmediahouse.com,,,NOERROR,,,,,,,,,,
[x],sapgateway.redbull.com,194.107.83.7,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],scotty.redbull.com,"108.156.184.43, 108.156.184.69, 108.156.184.44, 108.156.184.115",,NOERROR,,,scotty-frontend.liiift.io,,,True,cloudfront,,,
[x],se.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com -all,,,,,,,,
[x],search.redbull.com,23.201.250.43,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.redbull.com.edgekey.net, e7628.x.akamaiedge.net",,,,,,,
[x],secretshare-q.redbull.com,20.105.216.9,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],secretshare.redbull.com,20.50.2.7,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,azure,,,
[x],securemail.redbull.com,194.107.83.247,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],segmentation.redbull.com,194.107.83.15,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],servedbysummer.redbull.com,"198.49.23.144, 198.185.159.145, 198.185.159.144, 198.49.23.145","dns1.p06.nsone.net, dns-admin.squarespace.com",NOERROR,,,ext-cust.squarespace.com,,,,,,,
[x],service.redbull.com,80.120.169.240,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],servicerequest-d.redbull.com,"35.165.184.85, 54.214.213.25","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,aws1-p-ore-f53-abcbc66f02ed1312.elb.us-west-2.amazonaws.com,,,,,,,
[x],sg-vpn01.redbull.com,122.248.132.137,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],sg.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],sharevideo.redbull.com,104.75.89.105,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],shop.redbull.com,195.177.199.33,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],sidehustleshuffle.redbull.com,80.120.169.237,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites-php7.redbull.com,,,,,,,
[x],signatures.redbull.com,"23.53.42.33, 23.53.42.57, 23.53.42.27, 23.53.41.249, 23.53.42.24, 23.53.41.251, 23.53.42.51","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:1700:16::b856:fbde, 2a02:26f0:1700:16::b856:fbce",,,,,,
[x],sinkovizacija.redbull.com,213.202.101.114,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],sip.redbull.com,,"admin.nsatc.net, dns.level3.net",NOERROR,,,sipdir.online.lync.com,,,,,,,
[x],sk.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all, MS=ms77757578",,,,,,,,
[x],skbrasvvr01rb.redbull.com,213.81.175.107,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],skycombo.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],slack-webhooks.redbull.com,"75.101.184.39, 54.204.238.15, 54.209.91.188, 54.221.251.148","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,concentric-fortress-xgsagqse4r56t08q9xea9v20.herokudns.com,,,,,,,
[x],slopesoakers2016.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],smartcooler.redbull.com,194.232.117.91,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smartcooler2.redbull.com,194.232.117.92,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smarturl-d.redbull.com,37.46.139.218,"ns1.holderhosting.nl, hostmaster.pi-group.net",NOERROR,,,"rb-smarturl-dev.bettywebblocks.com, web-nl1-custom.betty.zone",,,,,,,
[x],smarturl-q.redbull.com,37.46.139.218,"ns1.holderhosting.nl, hostmaster.pi-group.net",NOERROR,,,"rb-smarturl-qua.bettywebblocks.com, web-nl1-custom.betty.zone",,,,,,,
[x],smarturl.redbull.com,37.46.139.218,"ns1.holderhosting.nl, hostmaster.pi-group.net",NOERROR,,,"rb-smarturl.bettywebblocks.com, web-nl1-custom.betty.zone",,,,,,,
[x],smg10-int.redbull.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],smg10-q.redbull.com,194.107.83.147,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smg20-q.redbull.com,194.107.83.148,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],smg20.redbull.com,194.107.83.245,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtp.microsites.redbull.com,213.227.189.33,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtp.redbullmusicacademy.com,188.40.81.16,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,rbma.redbullmusicacademy.com,,,,,,,
[x],smtp01.redbull.com,"18.197.194.208, 54.228.39.88, 52.57.139.126, 108.128.229.184","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,smtp.sendgrid.net,,,,,,,letsencrypt.org
[x],smtp02.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay01.redbull.com,213.227.179.12,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay02.redbull.com,144.208.212.212,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay03.redbull.com,144.208.213.4,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay04.redbull.com,144.208.214.6,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay05.redbull.com,144.208.212.213,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay06.redbull.com,144.208.214.5,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay07.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay08.redbull.com,144.208.213.5,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay09.redbull.com,144.208.213.6,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay10.redbull.com,213.227.179.14,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay11.redbull.com,144.208.212.214,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],smtprelay12.redbull.com,144.208.214.4,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],social-sharing.redbull.com,"2.16.107.208, 2.16.107.203","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:7100::1720:ee18, 2a02:26f0:7100::1720:ee38, 2a02:26f0:7100::1720:ee1b, 2a02:26f0:7100::1720:ee13",,,,,,
[x],social.redbull.com,"52.51.23.169, 54.195.237.234, 63.33.17.94","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,"alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com","MS=ms44942321, detectify-verification=969838a510dd75807234eecda55b8edc, google-site-verification=4umc_CvDaQxDND9zzPeTDBna58WZAJv4eJQVA76409Y, google-site-verification=mkBHGAPOxlk6pIgaGoEaFmHT3LRsGp7XjtZSWnztvDM, google-site-verification=t_LCpWzpUE0xslgqAe-ypZAk6mTXVIvHd5hmPoIcofU, v=spf1 include:_spf.google.com include:mail.zendesk.com include:19492330.spf04.hubspotemail.net include:sendgrid.net mx:amplemarket.com ~all",zeroheight.com,,"ns-103.awsdns-12.com, ns-1439.awsdns-51.org, ns-1991.awsdns-56.co.uk, ns-1002.awsdns-61.net",,,,,
[x],sonarqube.redbull.com,35.155.237.37,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],sonarqube.redbullmediahouse.com,185.90.129.65,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],sp.redbullmusicacademy.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],spammanager-q.redbull.com,194.107.83.145,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],spammanager.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],sparkle.redbull.com,54.144.128.85,,NOERROR,,,"sparkle.liiift.io, k8s-trafficm-traefiki-78160f8f7c-1948531386.eu-west-1.elb.amazonaws.com",,,,,,,
[x],spinnaker-api.redbullmediahouse.com,35.240.61.57,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,google,,,
[x],spinnaker.redbullmediahouse.com,35.240.1.103,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,google,,,
[x],splash.redbullmusicacademy.com,"95.101.54.138, 95.101.54.128","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"microsites.redbull.edgesuite.net, a445.r.akamai.net",,,,,,,
[x],spw-vpn01.redbull.com,194.6.165.173,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],srbracket.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d3b6tjptmuc0ke.cloudfront.net,,,,,,,
[x],ssl01.microsites.redbull.com,"173.222.107.24, 173.222.107.33","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:4::b818:4d87, 2a02:26f0:3500:4::b818:4dab",,,,,,
[x],ssl02.microsites.redbull.com,"23.32.238.18, 23.32.238.66","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl02.microsites.redbull.edgesuite.net, a1810.dscr.akamai.net","2a02:26f0:3500:12::1730:17bf, 2a02:26f0:3500:12::1730:1794",,,,,,
[x],ssl3.microsites.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],sslext.microsites.redbull.com,"95.100.111.130, 95.100.111.232","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:d8::6851:3c10, 2a02:26f0:d8::6851:3c08",,,,,,
[x],sslvpn.redbull.com,194.107.83.27,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ssmg11-q.redbull.com,194.107.83.144,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ssmg21-q.redbull.com,194.107.83.145,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],sso01.microsites.redbull.com,213.227.189.32,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],stacking-game.redbull.com,"23.32.238.72, 23.32.238.73, 23.32.238.83, 23.32.238.11, 23.32.238.32, 23.32.238.40, 23.32.238.57, 23.32.238.67","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:12::1730:1799, 2a02:26f0:3500:12::1730:17b6",,,,,,
[x],stage-addons-organicspersonalityquiz.redbull.com,213.227.189.21,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites01.redbull.com,,,,,,,
[x],stage-addons-redbullathletechallenge.redbull.com,"184.25.51.11, 184.25.51.83","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl03.microsites.redbull.edgesuite.net, a1790.dscr.akamai.net","2a02:26f0:fe00::5c7a:6508, 2a02:26f0:fe00::5c7a:6529",,,,,,
[x],stage-bliss.redbullmusicacademy.com,80.120.169.226,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],stage-connect.redbull.com,"23.55.110.29, 23.55.110.10","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:1700:16::b856:fbde, 2a02:26f0:1700:16::b856:fbce",,,,,,
[x],stage-fr.redbullmusicacademy.com,213.227.189.20,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites.redbull.com,,,,,,,
[x],stage-gaming.redbull.com,"2.16.107.208, 2.16.107.203","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:7100::1720:ee13, 2a02:26f0:7100::1720:ee18, 2a02:26f0:7100::1720:ee1b, 2a02:26f0:7100::1720:ee38",,,,,,
[x],stage-grandpoobear.redbull.com,"99.84.208.90, 99.84.208.99, 99.84.208.103, 99.84.208.19, 205.251.193.72, 205.251.194.61, 205.251.196.251, 205.251.198.85","ns-328.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,dbuptaze8kr5y.cloudfront.net,"2600:9000:2199:7a00:1f:27dd:a180:93a1, 2600:9000:2199:2000:1f:27dd:a180:93a1, 2600:9000:2199:6400:1f:27dd:a180:93a1, 2600:9000:2199:d800:1f:27dd:a180:93a1, 2600:9000:2199:600:1f:27dd:a180:93a1, 2600:9000:2199:4600:1f:27dd:a180:93a1, 2600:9000:2199:a00:1f:27dd:a180:93a1, 2600:9000:2199:7800:1f:27dd:a180:93a1","ns-328.awsdns-41.com, ns-1275.awsdns-31.org, ns-573.awsdns-07.net, ns-1621.awsdns-10.co.uk",True,cloudfront,,,
[x],stage-planit.redbullmediahouse.com,80.120.169.236,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.appspaces-ng.redbull.com,,,,,,,
[x],stage-publishing-platform.redbullmediahouse.com,"95.100.111.168, 95.100.111.123","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl02.microsites.redbull.edgesuite.net, a1810.dscr.akamai.net","2a02:26f0:d8::6851:3c38, 2a02:26f0:d8::6851:3c0b",,,,,,
[x],stage-publishing-plattform.redbullmediahouse.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],stage-rbmfat19.redbull.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],stage-rbx00403.microsites.redbull.com,80.120.169.226,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],stage-rbx00431.microsites.redbull.com,80.120.169.226,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],stage-rbx02101.microsites-ng.redbull.com,80.120.169.238,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],stage-support.redbullmediahouse.com,213.227.189.20,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites.redbull.com,,,,,,,
[x],stage-wallpapersdb.redbull.com,80.120.169.239,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites-ru.redbull.com,,,,,,,
[x],stage-web01018.microsites01.redbull.com,"85.112.113.40, 85.112.113.43","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:4600::213:ccc3, 2a02:26f0:4600::213:ccd8",,,,,,
[x],stage-web01093.microsites01.redbull.com,"173.222.107.24, 173.222.107.33","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:4::b818:4d87, 2a02:26f0:3500:4::b818:4dab",,,,,,
[x],stage-web02047.microsites02.redbull.com,"184.25.51.10, 184.25.51.73","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:fe00::5c7a:6512, 2a02:26f0:fe00::5c7a:652a",,,,,,
[x],stage-web02081.microsites02.redbull.com,"173.222.107.24, 173.222.107.33","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:4::b818:4dab, 2a02:26f0:3500:4::b818:4d87",,,,,,
[x],stage-web03014.microsites03.redbull.com,"184.86.251.206, 184.86.251.222","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:fe00::5c7a:652a, 2a02:26f0:fe00::5c7a:6512",,,,,,
[x],stage-web04013.microsites04.redbull.com,"184.86.251.222, 184.86.251.206","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:fe00::5c7a:6512, 2a02:26f0:fe00::5c7a:652a",,,,,,
[x],stage-webtools.redbullmediahouse.com,"2.16.149.19, 2.16.149.31","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:e80:3::5c7b:8790, 2a02:26f0:e80:3::5c7b:878a",,,,,,
[x],stage-www.redbullmusicacademy.com,,"n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2600:1405:7000::684b:a321, 2600:1405:7000::684b:a312",,,,,,
[x],stage.arcgis.redbull.com,10.234.32.14,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,True,10.234.32.14,
[x],stage.mappingportal.redbull.com,10.1.116.179,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,True,10.1.116.179,
[x],staging.flavorcatch.redbull.com,"18.165.201.8, 18.165.201.46, 18.165.201.11, 18.165.201.60","ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,dl6fgbe44ee53.cloudfront.net,"2600:9000:23d3:9000:d:69bc:c5c0:93a1, 2600:9000:23d3:1400:d:69bc:c5c0:93a1, 2600:9000:23d3:b800:d:69bc:c5c0:93a1, 2600:9000:23d3:7800:d:69bc:c5c0:93a1, 2600:9000:23d3:c800:d:69bc:c5c0:93a1, 2600:9000:23d3:8e00:d:69bc:c5c0:93a1, 2600:9000:23d3:6800:d:69bc:c5c0:93a1, 2600:9000:23d3:fa00:d:69bc:c5c0:93a1","ns-1593.awsdns-07.co.uk, ns-644.awsdns-16.net, ns-1377.awsdns-44.org, ns-127.awsdns-15.com",True,cloudfront,,,
[x],staging.flavorcatchsummer.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d22ik0uxtzr5qx.cloudfront.net,,,,,,,
[x],staging.krisbryant.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d5je697lzufuc.cloudfront.net,,,,,,,
[x],staging.ninja.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d11px8vvz5ygv1.cloudfront.net,,,,,,,
[x],staging.redbull.com,23.215.181.115,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],static-cartoons.redbull.com,"2.16.107.208, 2.16.107.203","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:7100::1720:ee13, 2a02:26f0:7100::1720:ee38, 2a02:26f0:7100::1720:ee18, 2a02:26f0:7100::1720:ee1b",,,,,,
[x],stats.canvases.redbull.com,"13.249.9.113, 13.249.9.98, 13.249.9.5, 13.249.9.126","ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,cloudfront,,,
[x],status.cloudplatform.redbullmediahouse.com,18.234.32.150,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,bm3dhmtd9z6w.stspg-customer.com,,,,,,,
[x],status.cloudservices.redbullmediahouse.com,52.215.192.133,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,hktmcqt3lmnq.stspg-customer.com,,,,,,,"globalsign.com;, letsencrypt.org"
[x],straightrhythm.redbull.com,13.84.146.60,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,azure,,,
[x],stream.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],streetstyle-game.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],sts-d.fed.redbull.com,194.107.83.237,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],sts-q.fed.redbull.com,194.107.83.238,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],sts.fed.redbull.com,194.107.83.38,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],support.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:mail.zendesk.com include:_spf.redbull.com include:spf.protection.outlook.com -all,,,,,,,,
[x],support.redbullmediahouse.com,88.221.169.76,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],switch.vie.redbullmediahouse.com,10.174.190.103,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,True,10.174.190.103,
[x],tabs.redbull.com,213.227.189.20,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites.redbull.com,,,,,,,
[x],takeflight.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,dg9k9irsp22qk.cloudfront.net,,,,,,,
[x],talentpool.redbull.com,"18.165.83.114, 18.165.83.50, 18.165.83.60, 18.165.83.128","ns-2024.awsdns-61.co.uk, domains.redbull.com",NOERROR,,,talentpool.liiift.io,,,True,cloudfront,,,
[x],tas.redbull.com,23.39.74.54,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.redbull.com.edgekey.net, e7628.x.akamaiedge.net",,,,,,,
[x],taxonomy-dev.redbull.com,34.120.73.12,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,google,,,
[x],taxonomy-staging.redbull.com,34.117.9.161,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,google,,,
[x],taxonomy.redbull.com,34.120.69.22,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,google,,,
[x],teleplan.redbullmediahouse.com,"23.32.238.56, 23.32.238.74","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"microsites.redbull.edgesuite.net, a445.r.akamai.net",,,,,,,
[x],temp-origin.microsites2.redbull.com,80.120.169.227,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],temporal.redbull.com,"184.25.51.73, 184.25.51.10","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:fe00::5c7a:6512, 2a02:26f0:fe00::5c7a:652a",,,,,,
[x],tesla-app-dev.redbull.com,"54.161.241.46, 54.237.133.81, 18.205.222.128, 52.202.168.65","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,objective-boar-11wtkz4dpvcmmvieispar4ws.herokudns.com,,,,,,,
[x],tesla-app.redbull.com,"18.205.222.128, 52.202.168.65, 54.161.241.46, 54.237.133.81","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,molecular-meadow-rlfz7r9sz1khag6unglq11kq.herokudns.com,,,,,,,
[x],test-vpn01.redbull.com,91.204.192.27,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],test.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"MS=ms75861401, v=spf1 include:_spf.redbull.com include:spf.protection.outlook.com -all",,,,,,,,
[x],thailand.redbull.com,"95.100.111.147, 95.100.111.211","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"microsites.redbull.edgesuite.net, a445.r.akamai.net",,,,,,,
[x],thx.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
