input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,lines,tech_,cdn,tls_expired,tls_self_signed
techexperts.lenovo.com,Lenovo TechExperts,,47841,techexperts.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-05T00:00:00Z,"CN=techexperts.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",techexperts.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,techexperts.lenovo.com,443,https://techexperts.lenovo.com:443,https,,text/html,GET,64.147.70.90,586,HSTS,,,
techtoday.lenovo.com,Lenovo Tech Today | Lenovo Tech Today Deutschland,,141652,techtoday.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,techtoday.lenovo.com,443,https://techtoday.lenovo.com:443,https,cloudflare,text/html,GET,104.18.20.65,1803,PHP:8.1.16,True,,
test-miniprogram.lenovo.com.cn,,,11,test-miniprogram.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,test-miniprogram.lenovo.com.cn,443,https://test-miniprogram.lenovo.com.cn:443,https,nginx,text/html,GET,139.219.8.7,1,PHP:7.4.19,,,
test.b2bicn.lenovo.com,,,22,test.b2bicn.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,"CN=test.b2bius.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",test.b2bius.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,test.b2bicn.lenovo.com,443,https://test.b2bicn.lenovo.com:443,https,,,GET,146.196.114.56,1,,,,
test.b2bius.lenovo.com,,,22,test.b2bius.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,"CN=test.b2bius.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",test.b2bius.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,test.b2bius.lenovo.com,443,https://test.b2bius.lenovo.com:443,https,,,GET,103.30.232.242,1,,,,
test.gtm.lenovo.com,Application Server Error,,9668,test.gtm.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,test.gtm.lenovo.com,443,https://test.gtm.lenovo.com:443,https,,text/html,GET,103.244.56.138,35,,,,
test.le-credit.lenovo.com,Lenovo Credit Platform,,8919,test.le-credit.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-07T00:00:00Z,CN=test.le-credit.lenovo.com,test.le-credit.lenovo.com,,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,test.le-credit.lenovo.com,443,https://test.le-credit.lenovo.com:443,https,nginx,text/html,GET,84.252.116.16,1,Nginx,,,
test.lpcm.lenovo.com.cn,403 Forbidden,,548,test.lpcm.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-24T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,test.lpcm.lenovo.com.cn,443,https://test.lpcm.lenovo.com.cn:443,https,,text/html,GET,123.56.116.85,14,,,,
test.m.jr.lenovo.com,Welcome to nginx!,,612,,,,,,,,,,,,,,80,http://test.m.jr.lenovo.com:80,http,nginx,text/html,GET,146.196.114.60,26,Nginx,,,
test.mbgstore.lenovo.com.cn,联想应用商店,,22470,test.mbgstore.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,"CN=*.lenovomm.com, O=北京神奇工场科技有限公司, ST=北京市, C=CN",*.lenovomm.com,北京神奇工场科技有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,test.mbgstore.lenovo.com.cn,443,https://test.mbgstore.lenovo.com.cn:443,https,Tengine,text/html,GET,8.131.56.69,605,Tengine,,,
test.wwx.lenovo.com.cn,502 Bad Gateway,,157,test.wwx.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2019-07-29T07:47:47Z,"CN=CGJ, OU=lenovo, O=lenovo, L=beijing, ST=beijing, C=cn",CGJ,lenovo,"CN=CGJ, OU=lenovo, O=lenovo, L=beijing, ST=beijing, C=cn",CGJ,lenovo,ctls,test.wwx.lenovo.com.cn,443,https://test.wwx.lenovo.com.cn:443,https,nginx/1.20.1,text/html,GET,47.96.224.254,8,Nginx:1.20.1,,True,True
test.wx.lenovo.com.cn,403 Forbidden,,564,test.wx.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-08-25T00:00:00Z,CN=test.wx.lenovo.com.cn,test.wx.lenovo.com.cn,,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,test.wx.lenovo.com.cn,443,https://test.wx.lenovo.com.cn:443,https,nginx,text/html,GET,47.97.212.11,14,Nginx,,,
testing.studio.lenovo.com,Lenovo,,2011,testing.studio.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T09:38:46Z,CN=most.qa.twogether.io,most.qa.twogether.io,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,testing.studio.lenovo.com,443,https://testing.studio.lenovo.com:443,https,nginx/1.18.0 (Ubuntu),text/html,GET,54.170.79.72,53,Ubuntu,,,
testjrlx.lenovo.com.cn,Lenovo Credit Platform,,8919,testjrlx.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-07T00:00:00Z,CN=test.le-credit.lenovo.com,test.le-credit.lenovo.com,,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,testjrlx.lenovo.com.cn,443,https://testjrlx.lenovo.com.cn:443,https,nginx,text/html,GET,84.252.116.16,1,Nginx,,,
testlfx.gtm.lenovo.com,Lenovo Credit Platform,,8919,testlfx.gtm.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-07T00:00:00Z,CN=test.le-credit.lenovo.com,test.le-credit.lenovo.com,,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,testlfx.gtm.lenovo.com,443,https://testlfx.gtm.lenovo.com:443,https,nginx,text/html,GET,84.252.116.16,1,Nginx,,,
testm.jr.lenovo.com.cn,,,93,testm.jr.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-28T00:00:00Z,CN=testm.jr.lenovo.com.cn,testm.jr.lenovo.com.cn,,"CN=Encryption Everywhere DV TLS CA - G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Encryption Everywhere DV TLS CA - G1,DigiCert Inc,ctls,testm.jr.lenovo.com.cn,443,https://testm.jr.lenovo.com.cn:443,https,nginx,application/json,GET,84.252.116.16,1,Nginx,,,
testrz.lenovo.com.cn,供应链综合管理平台,,1023,testrz.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-28T00:00:00Z,CN=testrz.lenovo.com.cn,testrz.lenovo.com.cn,,"CN=Encryption Everywhere DV TLS CA - G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Encryption Everywhere DV TLS CA - G1,DigiCert Inc,ctls,testrz.lenovo.com.cn,443,https://testrz.lenovo.com.cn:443,https,nginx,text/html,GET,84.252.116.16,1,Nginx,,,
th.motorola.com,motorola TH,,1250707,th.motorola.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-30T16:12:22Z,CN=th.motorola.com,th.motorola.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,th.motorola.com,80,http://th.motorola.com:80,http,,text/html,GET,179.191.182.65,212,React,,,
think.lenovo.com.cn,����������֧��,,428,think.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,think.lenovo.com.cn,443,https://think.lenovo.com.cn:443,https,Microsoft-IIS/10.0,text/html,GET,43.255.226.147,17,Windows Server,,,
thinkagile.lenovo.com,Lenovo Infrastructure Solutions Group - ThinkAgile Updates Repository,,6873,thinkagile.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,"CN=*.lenovo.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",*.lenovo.com,Lenovo Technology Sdn. Bhd.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,thinkagile.lenovo.com,443,https://thinkagile.lenovo.com:443,https,Microsoft-IIS/8.5,text/html,GET,104.76.201.214,240,Windows Server,,,
ting.lenovo.com.cn,Lenovo,,390,ting.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,ting.lenovo.com.cn,443,https://ting.lenovo.com.cn:443,https,nginx,text/html,GET,43.255.226.117,17,Nginx,,,
tms.lenovo.com,,,10757,,,,,,,,,,,,,,80,http://tms.lenovo.com:80,http,Microsoft-IIS/7.5,text/html,GET,43.255.226.155,302,Windows Server,,,
tool.dds.lenovo.com,,,243,tool.dds.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,CN=*.cloudfront.net,*.cloudfront.net,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,tool.dds.lenovo.com,443,https://tool.dds.lenovo.com:443,https,AmazonS3,application/xml,GET,13.224.194.185,2,Amazon Web Services,True,,
tools.lenovo.com,,,19,tools.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-12-15T00:00:00Z,"CN=aes.cloudone.netapp.com, O=NetApp\, Inc., ST=California, C=US",aes.cloudone.netapp.com,"NetApp, Inc.","CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ctls,tools.lenovo.com,443,https://tools.lenovo.com:443,https,envoy,text/plain,GET,216.240.22.176,2,Envoy,,,
tracking.lenovo.com,404 - Not found or no permission to access,,1330,tracking.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2018-01-31T00:00:00Z,"CN=*.t.en25.com, OU=Oracle ELOQUA TORONTO, O=Oracle Corporation, L=Redwood City, ST=California, C=US",*.t.en25.com,Oracle Corporation,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,ctls,tracking.lenovo.com,443,https://tracking.lenovo.com:443,https,,text/html,GET,142.0.173.134,33,Bootstrap,,True,
tracking2.lenovo.com,404 - Not found or no permission to access,,1330,tracking2.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2018-01-31T00:00:00Z,"CN=*.t.en25.com, OU=Oracle ELOQUA TORONTO, O=Oracle Corporation, L=Redwood City, ST=California, C=US",*.t.en25.com,Oracle Corporation,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,ctls,tracking2.lenovo.com,443,https://tracking2.lenovo.com:443,https,,text/html,GET,142.0.173.134,33,Bootstrap,,True,
trk.ecomm.lenovo.com,404 Not Found,,162,trk.ecomm.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T21:00:23Z,CN=trk.ecomm.lenovo.com,trk.ecomm.lenovo.com,,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ctls,trk.ecomm.lenovo.com,443,https://trk.ecomm.lenovo.com:443,https,nginx,text/html,GET,34.149.10.41,8,Nginx,True,,
tsc.lenovo.com,Lenovo Trusted Supply Chain,,840,tsc.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-24T00:00:00Z,CN=tsc.lenovo.com,tsc.lenovo.com,,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,tsc.lenovo.com,443,https://tsc.lenovo.com:443,https,,text/html,GET,20.82.22.191,1,HSTS,,,
tsonline.lenovo.com.cn,403 Forbidden,,564,tsonline.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-05-21T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,tsonline.lenovo.com.cn,443,https://tsonline.lenovo.com.cn:443,https,nginx,text/html,GET,43.255.226.129,14,Nginx,,True,
tst-fod.lenovo.com,Welcome to nginx!,,612,tst-fod.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2016-02-18T05:45:04Z,"CN=tst-fod.lenovo.com, O=Lenovo, L=Beijing, ST=Beijing, C=CN",tst-fod.lenovo.com,Lenovo,"CN=tst-fod.lenovo.com, O=Lenovo, L=Beijing, ST=Beijing, C=CN",tst-fod.lenovo.com,Lenovo,ctls,tst-fod.lenovo.com,443,https://tst-fod.lenovo.com:443,https,nginx,text/html,GET,146.196.114.153,26,Nginx,,,True
tw.motorola.com,,,394108,tw.motorola.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T17:16:07Z,CN=tw.motorola.com,tw.motorola.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,tw.motorola.com,443,https://tw.motorola.com:443,https,,text/html,GET,179.191.182.65,174,HSTS,,,
ua.motorola.com,motorola UA |  Телефони Android і Razr,,1086904,ua.motorola.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-09T13:50:24Z,CN=ua.motorola.com,ua.motorola.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,ua.motorola.com,443,https://ua.motorola.com:443,https,,text/html,GET,179.191.182.65,319,React,,,
uat.lenovo.com.cn,Lenovo,,390,uat.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,uat.lenovo.com.cn,443,https://uat.lenovo.com.cn:443,https,nginx,text/html,GET,146.196.114.215,17,Nginx,,,
ue.mbgstore.lenovo.com.cn,联想应用商店,,22470,ue.mbgstore.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,"CN=*.lenovomm.com, O=北京神奇工场科技有限公司, ST=北京市, C=CN",*.lenovomm.com,北京神奇工场科技有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,ue.mbgstore.lenovo.com.cn,443,https://ue.mbgstore.lenovo.com.cn:443,https,,text/html,GET,120.133.52.212,605,Node.js,,,
uface.lenovo.com,Welcome to nginx!,,459,uface.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-04-29T00:00:00Z,"CN=uface.lenovo.com, OU=PSCD, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",uface.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,uface.lenovo.com,443,https://uface.lenovo.com:443,https,nginx,text/html,GET,146.196.114.54,22,Nginx,,True,
uk.moli.lenovo.com,,,1154,uk.moli.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-23T00:00:00Z,"CN=*.moli.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.moli.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,uk.moli.lenovo.com,443,https://uk.moli.lenovo.com:443,https,nginx,text/html,GET,52.7.113.188,20,Nginx,,,
uki.lenovo.com,403 Forbidden,,150,uki.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,"CN=support.lenovo.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",support.lenovo.com,Lenovo Technology Sdn. Bhd.,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ctls,uki.lenovo.com,443,https://uki.lenovo.com:443,https,,text/html,GET,184.25.217.27,8,Akamai Bot Manager,,,
umtx.lenovo.com,UMT,,8468,umtx.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-11-22T00:00:00Z,"CN=umtx.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",umtx.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,umtx.lenovo.com,443,https://umtx.lenovo.com:443,https,Microsoft-IIS/8.5,text/html,GET,146.196.114.191,187,Windows Server,,,
unifiedcloud.gtm.lenovo.com,,,10,,,,,,,,,,,,,,80,http://unifiedcloud.gtm.lenovo.com:80,http,nginx,,GET,103.30.234.164,1,Nginx,,,
unlockrowapi.lenovo.com,400 No required SSL certificate was sent,,230,unlockrowapi.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-30T00:00:00Z,"CN=unlockrowapi.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",unlockrowapi.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,unlockrowapi.lenovo.com,443,https://unlockrowapi.lenovo.com:443,https,nginx,text/html,GET,103.30.232.207,9,Nginx,,,
us-api-test.gtm.lenovo.com,401 Authorization Required,,590,us-api-test.gtm.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,us-api-test.gtm.lenovo.com,443,https://us-api-test.gtm.lenovo.com:443,https,nginx,text/html,GET,103.244.56.78,14,Nginx,,,
us-east.smp.ciot.lenovo.com,Service Unavailable,,268,us-east.smp.ciot.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-29T01:56:43Z,CN=us-east.smp.ciot.lenovo.com,us-east.smp.ciot.lenovo.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,us-east.smp.ciot.lenovo.com,443,https://us-east.smp.ciot.lenovo.com:443,https,,text/html,GET,23.37.226.97,9,,,,
us-sit.motorola.com,,,1739421,us-sit.motorola.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-30T04:25:05Z,CN=us-sit.motorola.com,us-sit.motorola.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,us-sit.motorola.com,443,https://us-sit.motorola.com:443,https,,text/html,GET,65.9.66.83,272,React,True,,
us-uat.motorola.com,,,2187273,us-uat.motorola.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T13:54:22Z,CN=us-uat.motorola.com,us-uat.motorola.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,us-uat.motorola.com,443,https://us-uat.motorola.com:443,https,,text/html,GET,179.191.182.65,318,React,,,
us-vpn.csw.lenovo.com,,,217,us-vpn.csw.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-08-17T14:45:00Z,CN=kube-apiserver,kube-apiserver,,CN=kubernetes,kubernetes,,ctls,us-vpn.csw.lenovo.com,443,https://us-vpn.csw.lenovo.com:443,https,,application/json,GET,34.203.119.24,10,,,,
us.api-test.gtm.lenovo.com,401 Authorization Required,,590,us.api-test.gtm.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,us.api-test.gtm.lenovo.com,443,https://us.api-test.gtm.lenovo.com:443,https,nginx,text/html,GET,103.244.56.78,14,Nginx,,,
us.download.lenovo.com,403 - Forbidden: Access is denied.,,1233,us.download.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,"CN=support.lenovo.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",support.lenovo.com,Lenovo Technology Sdn. Bhd.,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ctls,us.download.lenovo.com,443,https://us.download.lenovo.com:443,https,,text/html,GET,23.192.20.94,30,HSTS,,,
us.motorola.com,"motorola | Smartphones, Accessories & Smart Home Devices",,2382914,us.motorola.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T08:39:52Z,CN=us.motorola.com,us.motorola.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,us.motorola.com,443,https://us.motorola.com:443,https,,text/html,GET,179.191.182.65,335,React,,,
us.sso.lenovo.com,,,16,us.sso.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-17T00:00:00Z,"CN=sso.lenovo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sso.lenovo.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,us.sso.lenovo.com,443,https://us.sso.lenovo.com:443,https,cloudflare,text/plain,GET,104.18.17.79,1,Cloudflare Bot Management,True,,
user.lenovo.com.cn,,,,user.lenovo.com.cn,443,tls13,TLS_AES_256_GCM_SHA384,2022-05-25T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,user.lenovo.com.cn,443,https://user.lenovo.com.cn:443,https,nginx,text/html,GET,43.255.226.57,1,PHP:5.6.40,,,
uses.motorola.com,"motorola | Teléfonos inteligentes, accesorios y dispositivos domésticos inteligentes",,505777,uses.motorola.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T19:17:13Z,CN=uses.motorola.com,uses.motorola.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,uses.motorola.com,443,https://uses.motorola.com:443,https,,text/html,GET,179.191.182.65,245,React,,,
uspvtshp.lenovo.com,503 Service Temporarily Unavailable,,564,uspvtshp.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2018-03-13T00:00:00Z,"CN=*.lenovo.com, OU=PCSD-Smart Device Platform, O=Lenovo (Beijing) Limited, L=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,ctls,uspvtshp.lenovo.com,443,https://uspvtshp.lenovo.com:443,https,awselb/2.0,text/html,GET,52.73.54.199,13,,,True,
usspid.mbgcdn.lenovo.com.cn,,,19,usspid.mbgcdn.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,"CN=*.lenovomm.com, O=北京神奇工场科技有限公司, ST=北京市, C=CN",*.lenovomm.com,北京神奇工场科技有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,usspid.mbgcdn.lenovo.com.cn,443,https://usspid.mbgcdn.lenovo.com.cn:443,https,,text/plain,GET,182.92.254.196,2,,,,
