new,host,a,cname,soa,status_code,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,mx,aaaa,caa
[x],o360.ptr3876.careers.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],o365mail-pilot.merck.com,155.91.37.201,o365mail-pilot.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],o365mail-test.merck.com,155.91.38.109,o365mail-test.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oamadmincloud.merck.com,129.147.73.214,lbaas-shared-prodpvt-03.opc.oracleoutsourcing.com,"ns1.p04.dynect.net, hostmaster.oracle.com",NOERROR,,,,,,,,,
[x],officegostorage.msd.com,"108.157.229.20, 108.157.229.79, 108.157.229.71, 108.157.229.102",d3ql8zcx2ax33v.cloudfront.net,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-63.awsdns-07.com, ns-930.awsdns-52.net, ns-1398.awsdns-46.org, ns-1838.awsdns-37.co.uk",True,cloudfront,,,,,,
[x],ogmojotest1.msd.com,,d1uvorvoi012jd.cloudfront.net,"ns-407.awsdns-50.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1522.awsdns-62.org, ns-1926.awsdns-48.co.uk, ns-407.awsdns-50.com, ns-550.awsdns-04.net",True,cloudfront,,,,,,
[x],oidadmincloud.merck.com,129.147.73.214,lbaas-shared-prodpvt-03.opc.oracleoutsourcing.com,"ns1.p04.dynect.net, hostmaster.oracle.com",NOERROR,,,,,,,,,
[x],omdlx.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],onetrust.merck.com,,u17968132.wl133.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 ip4:159.183.214.154 ip4:167.89.76.99 ip4:168.245.100.230 ip4:168.245.74.77 -all,,,mx.sendgrid.net,,
[x],origin-secure.msd.com,,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],password-ut.merck.com,155.91.27.138,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],password-ut.msd.com,54.62.188.48,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],password.msd.com,"108.138.7.104, 108.138.7.127, 108.138.7.27, 108.138.7.73",d2t3zt318qhdmu.cloudfront.net,"ns-1637.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1047.awsdns-02.org, ns-1637.awsdns-12.co.uk, ns-365.awsdns-45.com, ns-780.awsdns-33.net",True,cloudfront,,,,,,
[x],peanut.merck.com,155.91.136.229,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],pekingduck.merck.com,155.91.6.226,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],personalizedapproachovarianstimulationeu-eemea2.msd.com,78.136.2.122,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],phone-tst.merck.com,155.91.27.71,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],phone.merck.com,155.91.27.148,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],pic.merck.com,20.49.97.8,"app-gpampic-ui-prod.azurewebsites.net, waws-prod-bn1-089.sip.azurewebsites.windows.net, waws-prod-bn1-089-04f7.eastus2.cloudapp.azure.com","ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,True,azure,,,,,,
[x],pingfed.merck.com,34.233.17.74,pingfed.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pingfed.msd.com,34.233.17.74,pingfed.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pingfedactive.merck.com,155.91.38.12,pingfedactive.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pingfedpassive-it.merck.com,52.20.179.157,"pingfed-ut.merck.com, pingfed-ut.merck.com.akadns.net","internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pingfedpassive-it.msd.com,52.20.179.157,pingfed-ut.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pingfedpassive.merck.com,34.233.17.74,pingfed.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pingfedpassive.msd.com,34.233.17.74,pingfed.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pl1-isales.merck.com,155.91.34.86,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],plataforma-cientifica.merck.com,40.85.130.185,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,True,azure,,,,,,
[x],pluto.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],poc-isales.merck.com,155.91.34.192,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],popcorn.merck.com,155.91.136.228,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],pqa-staging.msd.com,"108.157.214.50, 108.157.214.54, 108.157.214.119, 108.157.214.70",d1vaeck7oyae73.cloudfront.net,"ns-1474.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-730.awsdns-27.net, ns-76.awsdns-09.com, ns-1474.awsdns-56.org, ns-1725.awsdns-23.co.uk",True,cloudfront,,,,,,
[x],pregnancyreporting.msd.com,"52.222.139.5, 52.222.139.125, 52.222.139.129, 52.222.139.90",d10vybo1cdonln.cloudfront.net,"ns-1068.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1068.awsdns-05.org, ns-1751.awsdns-26.co.uk, ns-34.awsdns-04.com, ns-696.awsdns-23.net",True,cloudfront,,,,,,
[x],promo-analytics.uat.msd.com,"143.204.89.114, 143.204.89.24, 143.204.89.69, 143.204.89.35",d1us4rquzcjouf.cloudfront.net,"ns-1890.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-281.awsdns-35.com, ns-1890.awsdns-44.co.uk, ns-1141.awsdns-14.org, ns-1021.awsdns-63.net",True,cloudfront,,,,,,
[x],promoplan.msd.com,"13.227.219.103, 13.227.219.85, 13.227.219.76, 13.227.219.9",d26sxum9yn766l.cloudfront.net,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-999.awsdns-60.net, ns-1319.awsdns-36.org, ns-1587.awsdns-06.co.uk, ns-332.awsdns-41.com",True,cloudfront,,,,,,
[x],propecia-dpc.msd.com,83.169.79.141,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],protect.msd.com,"99.83.236.178, 75.2.16.51",redirect-prod.apps.americas.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],public-disclosure.msd.com,"52.218.37.12, 52.218.57.148, 52.218.108.212, 52.218.41.116, 52.218.120.116, 52.218.117.84, 52.218.101.76, 52.218.116.124","public-disclosure.msd.com.s3-website-eu-west-1.amazonaws.com, s3-website-eu-west-1.amazonaws.com","ns-873.awsdns-45.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-873.awsdns-45.net, ns-1199.awsdns-21.org, ns-1606.awsdns-08.co.uk, ns-414.awsdns-51.com",,,7e48ceab88c72d090b82f738de225bae,,,,,
[x],publishing.merck.com,"13.107.137.11, 13.107.139.11","msdcloud.sharepoint.com, 5145-ipv4mte.clump.dprodmgd105.aa-rt.sharepoint.com, 192852-ipv4mte.farm.dprodmgd105.aa-rt.sharepoint.com, 192852-ipv4mte.farm.dprodmgd105.sharepointonline.com.akadns.net, 192852-ipv4.farm.dprodmgd105.aa-rt.sharepoint.com.dual-spov-0006.spov-msedge.net, dual-spov-0006.spov-msedge.net","ns1.spov-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],puffedrice.merck.com,155.91.19.71,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],pvepdev.msd.com,"18.65.39.17, 18.65.39.26, 18.65.39.114, 18.65.39.35",dunptu38he5k0.cloudfront.net,"ns-1135.awsdns-13.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-605.awsdns-11.net, ns-1135.awsdns-13.org, ns-149.awsdns-18.com, ns-1844.awsdns-38.co.uk",True,cloudfront,,,,,,
[x],pveptest.msd.com,"18.66.112.91, 18.66.112.61, 18.66.112.31, 18.66.112.51",d18zogm9u1fv2h.cloudfront.net,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1523.awsdns-62.org, ns-1919.awsdns-47.co.uk, ns-396.awsdns-49.com, ns-553.awsdns-05.net",True,cloudfront,,,,,,
[x],pyxis-dev.merck.com,155.91.27.7,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],pyxis.merck.com,155.91.34.140,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],rahwaywalkingtour.merck.com,"143.204.215.79, 143.204.215.120, 143.204.215.122, 143.204.215.69",d10smo3i4j9hnj.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,True,cloudfront,,,,,,
[x],receiver.merck.com,155.91.37.150,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],remotesupport.merck.com,100.25.64.60,merck.beyondtrustcloud.com,"ns-163.awsdns-20.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,2600:1f18:2240:ee00:a9c0:459d:a640:86e9,
[x],ricecrispies.merck.com,155.91.19.72,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],rim.msd.com,"75.2.16.51, 99.83.236.178",redirect-prod.apps.americas.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],riserv.merck.com,155.91.2.100,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],rs-isales.merck.com,155.91.34.216,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net",,,,,,,,
[x],ru1-isales.merck.com,155.91.34.91,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],ru3-isales.merck.com,155.91.34.191,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],rwdex.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],s3-apache-lite-ssl.merck.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],sa-isales.merck.com,155.91.34.160,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],safetyreporting.merck.com,"13.32.121.7, 13.32.121.23, 13.32.121.38, 13.32.121.118",d3l7e6c4zcd5p0.cloudfront.net,"ns-545.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-545.awsdns-04.net, ns-1572.awsdns-04.co.uk, ns-383.awsdns-47.com, ns-1199.awsdns-21.org",True,cloudfront,,,,,,
[x],safetyreporting.msd.com,"13.32.121.7, 13.32.121.23, 13.32.121.38, 13.32.121.118",d3l7e6c4zcd5p0.cloudfront.net,"ns-545.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-383.awsdns-47.com, ns-545.awsdns-04.net, ns-1199.awsdns-21.org, ns-1572.awsdns-04.co.uk",True,cloudfront,,,,,,
[x],sapi-pre-prod.merck.com,"76.223.21.18, 13.248.146.140",a536f3b502a57249b.awsglobalaccelerator.com,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sapi-qa.merck.com,"13.248.212.182, 76.223.85.31",a3b66c7033439047a.awsglobalaccelerator.com,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sapi-test.merck.com,"13.248.212.182, 76.223.85.31",a3b66c7033439047a.awsglobalaccelerator.com,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sapi.merck.com,"13.248.146.140, 76.223.21.18",a536f3b502a57249b.awsglobalaccelerator.com,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],scheduler-staging.msd.com,"108.156.60.88, 108.156.60.93, 108.156.60.99, 108.156.60.23",d1zovrahngonwn.cloudfront.net,"ns-72.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1125.awsdns-12.org, ns-1829.awsdns-36.co.uk, ns-677.awsdns-20.net, ns-72.awsdns-09.com",True,cloudfront,,,,,,
[x],scheduler.msd.com,"99.86.4.29, 99.86.4.52, 99.86.4.53, 99.86.4.83",df87q2kvkdkpw.cloudfront.net,"ns-149.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
[x],scred.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],scredtest.merck.com,155.91.27.234,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],search.merck.com,"99.86.4.67, 99.86.4.17, 99.86.4.116, 99.86.4.46",d3bifx1zq2nbqj.cloudfront.net,"ns-40.awsdns-05.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1488.awsdns-58.org, ns-1612.awsdns-09.co.uk, ns-40.awsdns-05.com, ns-639.awsdns-15.net",True,cloudfront,,,,,,
[x],secure.emeac.email.msd.com,35.234.140.243,,"ns1.anlx.net, hostmaster.anlx.net",NOERROR,,True,google,v=spf1 mx a ip4:81.91.104.0/24 ip4:80.250.97.0/24 -all,,,,,
[x],semanta-test.merck.com,54.40.185.179,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],semanta.merck.com,54.40.223.84,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],sentry-pilot.merck.com,155.91.37.55,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],sfmc-test-apac.msd.com,136.147.129.27,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,inbound-reply.s7.exacttarget.com,,
[x],sfmc-test-ca.merck.com,136.147.129.27,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,"reply-mx.s7.exacttarget.com, inbound-reply.s7.exacttarget.com",,
[x],sfmc-test-de.msd.com,136.147.129.27,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,,,
[x],sfmc-test-eucan.msd.com,136.147.129.27,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,inbound-reply.s7.exacttarget.com,,
[x],sfmc-test-euram.msd.com,136.147.129.27,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,inbound-reply.s7.exacttarget.com,,
[x],sfmc-test-fr.msd.com,136.147.129.27,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,inbound-reply.s7.exacttarget.com,,
[x],sfmc-test-it.msd.com,136.147.129.27,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,inbound-reply.s7.exacttarget.com,,
[x],sfmc-test-jp.msd.com,136.147.129.27,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,inbound-reply.s7.exacttarget.com,,
[x],sfmc-test-latam.msd.com,136.147.129.27,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,inbound-reply.s7.exacttarget.com,,
[x],sfmc-test-uk.msd.com,136.147.129.27,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,inbound-reply.s7.exacttarget.com,,
[x],sfmc-test.msd.com,,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],sfpoc.merck.com,155.91.34.233,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],sftsb.merck.com,155.91.38.119,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],sfttest.merck.com,155.91.38.130,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net",,,,,,,,
[x],sg-isales.merck.com,155.91.34.158,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],sgkcapp650056.merck.com,,,,NOERROR,,,,,,,,,
[x],sgskct1-expwye.merck.com,155.91.141.9,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net",,,,,,,,
[x],sgskct2-expwye.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],share-dev.gin.merck.com,"18.65.39.90, 18.65.39.114, 18.65.39.126, 18.65.39.121",d16idsbznzcv2f.cloudfront.net,"ns-308.awsdns-38.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1798.awsdns-32.co.uk, ns-308.awsdns-38.com, ns-700.awsdns-23.net, ns-1343.awsdns-39.org",True,cloudfront,,,,,,
[x],share-testing.merck.com,"52.222.214.33, 52.222.214.46, 52.222.214.117, 52.222.214.61",d1qpcukw7ydc0i.cloudfront.net,"ns-632.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1118.awsdns-11.org, ns-1911.awsdns-46.co.uk, ns-206.awsdns-25.com, ns-632.awsdns-15.net",True,cloudfront,,,,,,
[x],sip.merck.com,52.32.227.145,"sip.merck.com.ucfederation.com, sip.ucfederation.com","ns-1084.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sk-isales.merck.com,155.91.34.164,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],smartportal-dev-cloud.merck.com,,3sye5pu845lau.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
[x],smtp.merck.com,54.62.192.7,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],socket-server.ukchatbottest.msd.com,54.40.206.11,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],sonic-webcast.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],spf1.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:spf.protection.outlook.com ip4:155.91.45.212 ip4:155.91.45.213 ip4:155.91.28.212 ip4:155.91.28.213 ip4:216.71.148.152 ip4:216.71.150.69 ip4:54.62.228.0/24 ip4:155.91.23.0/30 ip4:155.91.30.0/30 ~all,,,,,
[x],spf1.msd.com,,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:spf.protection.outlook.com ip4:54.208.183.220 ip4:52.164.219.227 ip4:52.204.156.226 ip4:155.91.45.0/24 ip4:155.91.28.0/24 ip4:216.71.148.152 ip4:216.71.150.69 ip4:54.62.228.0/24 ip4:155.91.23.0/30 ip4:155.91.30.0/30 ~all,,,,,
[x],spf2.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:mailgun.org include:amazonses.com ip4:72.3.154.154 ip4:74.84.203.40 ip4:52.164.219.227 ip4:52.204.156.226 ip4:167.89.70.174 ip4:192.196.163.72/29 ip4:72.28.124.128/28 ip4:192.196.182.160/28 ip4:192.196.163.80/28 ~all,,,,,
[x],spf2.msd.com,,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,"v=spf1 include:amazonses.com include:_spf.q4press.com include:_spf.salesforce.com include:cust-spf.exacttarget.com ip4:146.20.112.28 ip4:146.20.112.29 ip4:161.38.198.122 ip4:161.38.198.132 ip4:161.38.198.50 ip4:166.78.71.146 ip4:23.253.183.59 ip4:69, 72.38.129 ip4:69.72.38.253 ip4:69.72.38.86 ip4:69.72.45.19 ip4:69.72.45.45 ip4:69.72.45.59 ip4:69.72.45.60 ~all",,,,,
[x],spfederation-ut.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],spmrlext-ut.merck.com,155.91.60.23,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],spmrlext.merck.com,155.91.34.172,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],spot.merck.com,155.91.6.71,,,NOERROR,,,,,,,,,
[x],ssoadmincloud.merck.com,129.147.73.217,iad-ad2-mckc-mckcidmpr1-pvtlbaas001.opc.oracleoutsourcing.com,"ns1.p04.dynect.net, hostmaster.oracle.com",NOERROR,,,,,,,,,
[x],starcloud.merck.com,129.147.73.199,lbaas-shared-prodpvt-02.opc.oracleoutsourcing.com,"ns1.p04.dynect.net, hostmaster.oracle.com",NOERROR,,,,,,,,,
[x],startmrk-final-5year-evening1.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],statistics.merck.com,,u7151478.wl229.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 ip4:168.245.55.252 -all,,,mx.sendgrid.net,,
[x],stg-it.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],supplier.merck.com,155.91.16.177,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],suppliers.msd.com,192.0.66.176,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],sustainableaccess.msd.com,34.91.151.1,s1.foleon.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,True,google,,,,,,
[x],swiss.commerce-hh-d2.merck.com,40.76.6.109,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,True,azure,,,,,,
[x],swiss.commerce-hh-d3.merck.com,40.71.88.131,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,True,azure,,,,,,
[x],sync.merck.com,"13.248.206.15, 76.223.76.171",*.apps.asia.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],syncmyapps-pilot.merck.com,155.91.37.59,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],syncmyapps.merck.com,155.91.38.213,syncmyapps.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],syncmydevice-dev.merck.com,,syncmydevice-dev.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,"cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net",,,,,,,,
[x],syncmydevice-pilot.merck.com,155.91.37.55,syncmydevice-pilot.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],syncmydevice-test.merck.com,155.91.38.195,syncmydevice-test.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],syncmydevice.merck.com,155.91.38.209,syncmydevice.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],synops-staging.msd.com,"18.66.147.41, 18.66.147.22, 18.66.147.45, 18.66.147.100",d1k064agi9idd.cloudfront.net,"ns-1350.awsdns-40.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1350.awsdns-40.org, ns-1838.awsdns-37.co.uk, ns-194.awsdns-24.com, ns-847.awsdns-41.net",True,cloudfront,,,,,,
[x],synops.msd.com,"52.222.236.82, 52.222.236.105, 52.222.236.15, 52.222.236.48",d3mfysdkv4035s.cloudfront.net,"ns-1436.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-233.awsdns-29.com, ns-601.awsdns-11.net, ns-1436.awsdns-51.org, ns-1715.awsdns-22.co.uk",True,cloudfront,,,,,,
[x],tagging-dev.merck.com,"18.244.146.121, 18.244.146.37, 18.244.146.65, 18.244.146.79, 205.251.199.158",d207u8atgyzoyc.cloudfront.net,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1950.awsdns-51.co.uk, ns-606.awsdns-11.net, ns-358.awsdns-44.com, ns-1031.awsdns-00.org",True,cloudfront,,,,,"2600:9000:26de:f800:2:8b96:c500:93a1, 2600:9000:26de:7400:2:8b96:c500:93a1, 2600:9000:26de:b800:2:8b96:c500:93a1, 2600:9000:26de:c400:2:8b96:c500:93a1, 2600:9000:26de:600:2:8b96:c500:93a1, 2600:9000:26de:6c00:2:8b96:c500:93a1, 2600:9000:26de:b200:2:8b96:c500:93a1, 2600:9000:26de:1400:2:8b96:c500:93a1, 2600:9000:5307:9e00::1",
[x],taleo.msd.com,,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
