new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,has_internal_ips,internal_ips,mx,caa,txt
[x],videogames.proxy.brave.com,"52.85.132.40, 52.85.132.51, 52.85.132.122, 52.85.132.8, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:2600:b:dfaf:7b40:93a1, 2600:9000:2073:ba00:b:dfaf:7b40:93a1, 2600:9000:2073:8c00:b:dfaf:7b40:93a1, 2600:9000:2073:6600:b:dfaf:7b40:93a1, 2600:9000:2073:9000:b:dfaf:7b40:93a1, 2600:9000:2073:be00:b:dfaf:7b40:93a1, 2600:9000:2073:ea00:b:dfaf:7b40:93a1, 2600:9000:2073:f600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],videoprivateedgemqtt.proxy.brave.com,"18.66.112.15, 18.66.112.82, 18.66.112.48, 18.66.112.126","2600:9000:223f:a200:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:200:b:dfaf:7b40:93a1, 2600:9000:223f:da00:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:a00:b:dfaf:7b40:93a1, 2600:9000:223f:8800:b:dfaf:7b40:93a1, 2600:9000:223f:3800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],videoservice-git.proxy.brave.com,"18.66.112.126, 18.66.112.15, 18.66.112.48, 18.66.112.82","2600:9000:223f:6800:b:dfaf:7b40:93a1, 2600:9000:223f:f000:b:dfaf:7b40:93a1, 2600:9000:223f:c600:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:4a00:b:dfaf:7b40:93a1, 2600:9000:223f:9200:b:dfaf:7b40:93a1, 2600:9000:223f:b600:b:dfaf:7b40:93a1, 2600:9000:223f:ea00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],videouserswiki-examplestunnel-mx.proxy.brave.com,"18.66.112.48, 18.66.112.126, 18.66.112.15, 18.66.112.82","2600:9000:223f:7200:b:dfaf:7b40:93a1, 2600:9000:223f:a600:b:dfaf:7b40:93a1, 2600:9000:223f:4400:b:dfaf:7b40:93a1, 2600:9000:223f:1c00:b:dfaf:7b40:93a1, 2600:9000:223f:8c00:b:dfaf:7b40:93a1, 2600:9000:223f:7000:b:dfaf:7b40:93a1, 2600:9000:223f:6a00:b:dfaf:7b40:93a1, 2600:9000:223f:3a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-1144.awsdns-15.org, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],videowwwold-live.proxy.brave.com,"18.66.248.63, 18.66.248.71, 18.66.248.84, 18.66.248.76","2600:9000:224a:5200:b:dfaf:7b40:93a1, 2600:9000:224a:6e00:b:dfaf:7b40:93a1, 2600:9000:224a:6400:b:dfaf:7b40:93a1, 2600:9000:224a:8200:b:dfaf:7b40:93a1, 2600:9000:224a:1400:b:dfaf:7b40:93a1, 2600:9000:224a:8e00:b:dfaf:7b40:93a1, 2600:9000:224a:7200:b:dfaf:7b40:93a1, 2600:9000:224a:8400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],vip-cistorebackups-www-test.proxy.brave.com,"18.66.112.15, 18.66.112.48, 18.66.112.82, 18.66.112.126","2600:9000:223f:3a00:b:dfaf:7b40:93a1, 2600:9000:223f:600:b:dfaf:7b40:93a1, 2600:9000:223f:5e00:b:dfaf:7b40:93a1, 2600:9000:223f:e00:b:dfaf:7b40:93a1, 2600:9000:223f:4400:b:dfaf:7b40:93a1, 2600:9000:223f:c800:b:dfaf:7b40:93a1, 2600:9000:223f:ce00:b:dfaf:7b40:93a1, 2600:9000:223f:5200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],vip-debugmobile-signup.proxy.brave.com,"18.66.112.126, 18.66.112.15, 18.66.112.82, 18.66.112.48","2600:9000:223f:e200:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:2000:b:dfaf:7b40:93a1, 2600:9000:223f:8a00:b:dfaf:7b40:93a1, 2600:9000:223f:6000:b:dfaf:7b40:93a1, 2600:9000:223f:2a00:b:dfaf:7b40:93a1, 2600:9000:223f:c000:b:dfaf:7b40:93a1, 2600:9000:223f:5400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],vip-int.proxy.brave.com,"108.138.217.26, 108.138.217.34, 108.138.217.84, 108.138.217.52","2600:9000:20e1:fe00:b:dfaf:7b40:93a1, 2600:9000:20e1:9000:b:dfaf:7b40:93a1, 2600:9000:20e1:e800:b:dfaf:7b40:93a1, 2600:9000:20e1:2c00:b:dfaf:7b40:93a1, 2600:9000:20e1:200:b:dfaf:7b40:93a1, 2600:9000:20e1:6e00:b:dfaf:7b40:93a1, 2600:9000:20e1:ac00:b:dfaf:7b40:93a1, 2600:9000:20e1:2a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],vipappdirect-adapter-cloudhub-eu-west-1-2.proxy.brave.com,"18.66.112.15, 18.66.112.126, 18.66.112.48, 18.66.112.82","2600:9000:223f:c800:b:dfaf:7b40:93a1, 2600:9000:223f:d600:b:dfaf:7b40:93a1, 2600:9000:223f:c00:b:dfaf:7b40:93a1, 2600:9000:223f:4600:b:dfaf:7b40:93a1, 2600:9000:223f:8400:b:dfaf:7b40:93a1, 2600:9000:223f:ea00:b:dfaf:7b40:93a1, 2600:9000:223f:3200:b:dfaf:7b40:93a1, 2600:9000:223f:ba00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],vipappintranetpostgresmx.proxy.brave.com,"52.85.132.51, 52.85.132.8, 52.85.132.40, 52.85.132.122, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:9000:b:dfaf:7b40:93a1, 2600:9000:2073:be00:b:dfaf:7b40:93a1, 2600:9000:2073:6600:b:dfaf:7b40:93a1, 2600:9000:2073:8c00:b:dfaf:7b40:93a1, 2600:9000:2073:f600:b:dfaf:7b40:93a1, 2600:9000:2073:2600:b:dfaf:7b40:93a1, 2600:9000:2073:ba00:b:dfaf:7b40:93a1, 2600:9000:2073:ea00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],vipv3infra-postgresmx.proxy.brave.com,"18.66.248.71, 18.66.248.84, 18.66.248.63, 18.66.248.76","2600:9000:224a:b200:b:dfaf:7b40:93a1, 2600:9000:224a:ba00:b:dfaf:7b40:93a1, 2600:9000:224a:2c00:b:dfaf:7b40:93a1, 2600:9000:224a:de00:b:dfaf:7b40:93a1, 2600:9000:224a:b000:b:dfaf:7b40:93a1, 2600:9000:224a:ec00:b:dfaf:7b40:93a1, 2600:9000:224a:7a00:b:dfaf:7b40:93a1, 2600:9000:224a:2800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],virje.proxy.brave.com,"18.66.248.76, 18.66.248.63, 18.66.248.84, 18.66.248.71","2600:9000:224a:ea00:b:dfaf:7b40:93a1, 2600:9000:224a:b400:b:dfaf:7b40:93a1, 2600:9000:224a:4e00:b:dfaf:7b40:93a1, 2600:9000:224a:d400:b:dfaf:7b40:93a1, 2600:9000:224a:8200:b:dfaf:7b40:93a1, 2600:9000:224a:3c00:b:dfaf:7b40:93a1, 2600:9000:224a:3400:b:dfaf:7b40:93a1, 2600:9000:224a:5a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],vl125-flt2-slb12-1-sba.proxy.brave.com,"18.66.112.15, 18.66.112.48, 18.66.112.82, 18.66.112.126","2600:9000:223f:c400:b:dfaf:7b40:93a1, 2600:9000:223f:f000:b:dfaf:7b40:93a1, 2600:9000:223f:1600:b:dfaf:7b40:93a1, 2600:9000:223f:2000:b:dfaf:7b40:93a1, 2600:9000:223f:3a00:b:dfaf:7b40:93a1, 2600:9000:223f:5a00:b:dfaf:7b40:93a1, 2600:9000:223f:7a00:b:dfaf:7b40:93a1, 2600:9000:223f:a400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],vl9.proxy.brave.com,"65.9.86.91, 65.9.86.115, 65.9.86.42, 65.9.86.104","2600:9000:2487:8e00:b:dfaf:7b40:93a1, 2600:9000:2487:2c00:b:dfaf:7b40:93a1, 2600:9000:2487:9e00:b:dfaf:7b40:93a1, 2600:9000:2487:5200:b:dfaf:7b40:93a1, 2600:9000:2487:600:b:dfaf:7b40:93a1, 2600:9000:2487:9200:b:dfaf:7b40:93a1, 2600:9000:2487:f400:b:dfaf:7b40:93a1, 2600:9000:2487:3a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],vnbr25.proxy.brave.com,"18.66.15.39, 18.66.15.107, 18.66.15.69, 18.66.15.67","2600:9000:223f:4600:b:dfaf:7b40:93a1, 2600:9000:223f:1400:b:dfaf:7b40:93a1, 2600:9000:223f:2200:b:dfaf:7b40:93a1, 2600:9000:223f:1c00:b:dfaf:7b40:93a1, 2600:9000:223f:4e00:b:dfaf:7b40:93a1, 2600:9000:223f:cc00:b:dfaf:7b40:93a1, 2600:9000:223f:e400:b:dfaf:7b40:93a1, 2600:9000:223f:3a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],vnln12.proxy.brave.com,"18.66.112.126, 18.66.112.15, 18.66.112.48, 18.66.112.82","2600:9000:223f:b600:b:dfaf:7b40:93a1, 2600:9000:223f:1a00:b:dfaf:7b40:93a1, 2600:9000:223f:1600:b:dfaf:7b40:93a1, 2600:9000:223f:3200:b:dfaf:7b40:93a1, 2600:9000:223f:8a00:b:dfaf:7b40:93a1, 2600:9000:223f:da00:b:dfaf:7b40:93a1, 2600:9000:223f:600:b:dfaf:7b40:93a1, 2600:9000:223f:d800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],vnsd18.proxy.brave.com,"52.85.132.40, 52.85.132.51, 52.85.132.122, 52.85.132.8, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:8c00:b:dfaf:7b40:93a1, 2600:9000:2073:2600:b:dfaf:7b40:93a1, 2600:9000:2073:ba00:b:dfaf:7b40:93a1, 2600:9000:2073:f600:b:dfaf:7b40:93a1, 2600:9000:2073:ea00:b:dfaf:7b40:93a1, 2600:9000:2073:9000:b:dfaf:7b40:93a1, 2600:9000:2073:6600:b:dfaf:7b40:93a1, 2600:9000:2073:be00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],voiceagent.proxy.brave.com,"18.66.112.126, 18.66.112.82, 18.66.112.48, 18.66.112.15","2600:9000:223f:7800:b:dfaf:7b40:93a1, 2600:9000:223f:b400:b:dfaf:7b40:93a1, 2600:9000:223f:2a00:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1, 2600:9000:223f:4800:b:dfaf:7b40:93a1, 2600:9000:223f:9a00:b:dfaf:7b40:93a1, 2600:9000:223f:e000:b:dfaf:7b40:93a1, 2600:9000:223f:1800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],vpn-internal-new.brave.com,,,,"chip.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,
[x],vpn-v2customers-production.proxy.brave.com,"18.66.112.126, 18.66.112.82, 18.66.112.48, 18.66.112.15","2600:9000:223f:7800:b:dfaf:7b40:93a1, 2600:9000:223f:b400:b:dfaf:7b40:93a1, 2600:9000:223f:2a00:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1, 2600:9000:223f:4800:b:dfaf:7b40:93a1, 2600:9000:223f:9a00:b:dfaf:7b40:93a1, 2600:9000:223f:e000:b:dfaf:7b40:93a1, 2600:9000:223f:1800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],vpn.brave.com,"172.64.148.230, 104.18.39.26","2606:4700:4400::ac40:94e6, 2606:4700:4400::6812:271a",,"chip.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,
[x],vpn.proxy.brave.com,"18.66.248.84, 18.66.248.76, 18.66.248.71, 18.66.248.63","2600:9000:224a:7000:b:dfaf:7b40:93a1, 2600:9000:224a:1800:b:dfaf:7b40:93a1, 2600:9000:224a:5400:b:dfaf:7b40:93a1, 2600:9000:224a:ba00:b:dfaf:7b40:93a1, 2600:9000:224a:5200:b:dfaf:7b40:93a1, 2600:9000:224a:9000:b:dfaf:7b40:93a1, 2600:9000:224a:400:b:dfaf:7b40:93a1, 2600:9000:224a:1e00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],vpn1-1-stg.proxy.brave.com,"18.66.112.48, 18.66.112.82, 18.66.112.126, 18.66.112.15","2600:9000:223f:e800:b:dfaf:7b40:93a1, 2600:9000:223f:f800:b:dfaf:7b40:93a1, 2600:9000:223f:600:b:dfaf:7b40:93a1, 2600:9000:223f:2200:b:dfaf:7b40:93a1, 2600:9000:223f:2800:b:dfaf:7b40:93a1, 2600:9000:223f:9400:b:dfaf:7b40:93a1, 2600:9000:223f:a600:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],vpnbackupash2.proxy.brave.com,"18.66.112.15, 18.66.112.82, 18.66.112.48, 18.66.112.126","2600:9000:223f:200:b:dfaf:7b40:93a1, 2600:9000:223f:a200:b:dfaf:7b40:93a1, 2600:9000:223f:3800:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:8800:b:dfaf:7b40:93a1, 2600:9000:223f:da00:b:dfaf:7b40:93a1, 2600:9000:223f:a00:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-1144.awsdns-15.org, ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],vpnteamauth.proxy.brave.com,"65.9.86.115, 65.9.86.91, 65.9.86.42, 65.9.86.104","2600:9000:2104:5a00:b:dfaf:7b40:93a1, 2600:9000:2104:a200:b:dfaf:7b40:93a1, 2600:9000:2104:3e00:b:dfaf:7b40:93a1, 2600:9000:2104:ee00:b:dfaf:7b40:93a1, 2600:9000:2104:8c00:b:dfaf:7b40:93a1, 2600:9000:2104:6400:b:dfaf:7b40:93a1, 2600:9000:2104:9000:b:dfaf:7b40:93a1, 2600:9000:2104:f400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],vx81.proxy.brave.com,"18.66.112.126, 18.66.112.15, 18.66.112.48, 18.66.112.82","2600:9000:223f:4600:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:6a00:b:dfaf:7b40:93a1, 2600:9000:223f:9000:b:dfaf:7b40:93a1, 2600:9000:223f:d600:b:dfaf:7b40:93a1, 2600:9000:223f:600:b:dfaf:7b40:93a1, 2600:9000:223f:4000:b:dfaf:7b40:93a1, 2600:9000:223f:4400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],wa01.proxy.brave.com,"65.9.86.115, 65.9.86.91, 65.9.86.42, 65.9.86.104","2600:9000:2104:c000:b:dfaf:7b40:93a1, 2600:9000:2104:6c00:b:dfaf:7b40:93a1, 2600:9000:2104:bc00:b:dfaf:7b40:93a1, 2600:9000:2104:ec00:b:dfaf:7b40:93a1, 2600:9000:2104:4a00:b:dfaf:7b40:93a1, 2600:9000:2104:2c00:b:dfaf:7b40:93a1, 2600:9000:2104:6a00:b:dfaf:7b40:93a1, 2600:9000:2104:b200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],wakayama.proxy.brave.com,"18.66.112.126, 18.66.112.82, 18.66.112.15, 18.66.112.48","2600:9000:223f:8800:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:200:b:dfaf:7b40:93a1, 2600:9000:223f:a200:b:dfaf:7b40:93a1, 2600:9000:223f:3800:b:dfaf:7b40:93a1, 2600:9000:223f:a00:b:dfaf:7b40:93a1, 2600:9000:223f:da00:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-1144.awsdns-15.org, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],wallet-docs.brave.com,,"2606:50c0:8003::153, 2606:50c0:8001::153, 2606:50c0:8002::153, 2606:50c0:8000::153",brave.github.io,"dns1.p05.nsone.net, hostmaster.nsone.net, ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,"letsencrypt.org, digicert.com",
[x],warrentownshiphs.proxy.brave.com,"52.85.242.26, 52.85.242.11, 52.85.242.86, 52.85.242.106","2600:9000:21c3:aa00:b:dfaf:7b40:93a1, 2600:9000:21c3:ba00:b:dfaf:7b40:93a1, 2600:9000:21c3:2000:b:dfaf:7b40:93a1, 2600:9000:21c3:6600:b:dfaf:7b40:93a1, 2600:9000:21c3:6e00:b:dfaf:7b40:93a1, 2600:9000:21c3:a200:b:dfaf:7b40:93a1, 2600:9000:21c3:9a00:b:dfaf:7b40:93a1, 2600:9000:21c3:5800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],washburn.proxy.brave.com,"18.66.112.82, 18.66.112.48, 18.66.112.15, 18.66.112.126","2600:9000:223f:5800:b:dfaf:7b40:93a1, 2600:9000:223f:5400:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:a000:b:dfaf:7b40:93a1, 2600:9000:223f:6200:b:dfaf:7b40:93a1, 2600:9000:223f:6800:b:dfaf:7b40:93a1, 2600:9000:223f:cc00:b:dfaf:7b40:93a1, 2600:9000:223f:e400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],watchepisodeseries.proxy.brave.com,"18.66.112.15, 18.66.112.126, 18.66.112.48, 18.66.112.82","2600:9000:223f:3800:b:dfaf:7b40:93a1, 2600:9000:223f:da00:b:dfaf:7b40:93a1, 2600:9000:223f:a00:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:a200:b:dfaf:7b40:93a1, 2600:9000:223f:200:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:8800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],wdc03-prd-kali-01a.proxy.brave.com,"13.32.145.51, 13.32.145.2, 13.32.145.9, 13.32.145.116","2600:9000:20e1:2c00:b:dfaf:7b40:93a1, 2600:9000:20e1:e600:b:dfaf:7b40:93a1, 2600:9000:20e1:c00:b:dfaf:7b40:93a1, 2600:9000:20e1:7200:b:dfaf:7b40:93a1, 2600:9000:20e1:9200:b:dfaf:7b40:93a1, 2600:9000:20e1:3400:b:dfaf:7b40:93a1, 2600:9000:20e1:5a00:b:dfaf:7b40:93a1, 2600:9000:20e1:8a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
[x],wdl.proxy.brave.com,"18.66.112.126, 18.66.112.82, 18.66.112.48, 18.66.112.15","2600:9000:223f:7800:b:dfaf:7b40:93a1, 2600:9000:223f:b400:b:dfaf:7b40:93a1, 2600:9000:223f:2a00:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1, 2600:9000:223f:4800:b:dfaf:7b40:93a1, 2600:9000:223f:9a00:b:dfaf:7b40:93a1, 2600:9000:223f:e000:b:dfaf:7b40:93a1, 2600:9000:223f:1800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],web-defaultproduction.proxy.brave.com,"18.66.112.126, 18.66.112.15, 18.66.112.48, 18.66.112.82","2600:9000:223f:bc00:b:dfaf:7b40:93a1, 2600:9000:223f:2800:b:dfaf:7b40:93a1, 2600:9000:223f:9200:b:dfaf:7b40:93a1, 2600:9000:223f:8e00:b:dfaf:7b40:93a1, 2600:9000:223f:fe00:b:dfaf:7b40:93a1, 2600:9000:223f:c200:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
